Time,Washington,Score,Miami,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
2:38.0,K. Kuzma makes free throw 2 of 2,77-78, ,,3,78,77,1,2002.0
2:23.0, ,77-78,T. Rozier misses 3-pt jump shot from 27 ft,,3,78,77,1,2017.0
2:19.0,Defensive rebound by B. Coulibaly,77-78, ,,3,78,77,1,2021.0
2:14.0,B. Coulibaly misses 2-pt layup from 3 ft,77-78, ,,3,78,77,1,2026.0
2:11.0, ,77-78,Defensive rebound by B. Adebayo,,3,78,77,1,2029.0
2:01.0, ,77-78,Personal foul by B. Coulibaly (drawn by C. Martin),,3,78,77,1,2039.0
2:01.0,D. Avdija enters the game for K. Kuzma,77-78, ,,3,78,77,1,2039.0
2:01.0, ,77-78,J. Butler enters the game for B. Adebayo,,3,78,77,1,2039.0
2:01.0, ,77-78,N. Jović enters the game for D. Robinson,,3,78,77,1,2039.0
2:01.0, ,77-78,P. Mills enters the game for T. Rozier,,3,78,77,1,2039.0
2:01.0, ,77-78,Personal foul by D. Avdija (drawn by N. Jović),,3,78,77,1,2039.0
1:52.0, ,77-78,Shooting foul by J. Davis (drawn by N. Jović),,3,78,77,1,2048.0
1:52.0, ,77-79,N. Jović makes free throw 1 of 2,,3,79,77,2,2048.0
1:52.0, ,77-80,N. Jović makes free throw 2 of 2,,3,80,77,3,2048.0
1:40.0,J. Poole misses 2-pt layup from 4 ft,77-80, ,,3,80,77,3,2060.0
1:38.0, ,77-80,Defensive rebound by C. Martin,,3,80,77,3,2062.0
1:29.0, ,77-80,J. Butler misses 2-pt jump shot from 8 ft,,3,80,77,3,2071.0
1:27.0,Defensive rebound by J. Poole,77-80, ,,3,80,77,3,2073.0
1:12.0,D. Avdija misses 3-pt jump shot from 25 ft,77-80, ,,3,80,77,3,2088.0
1:12.0,Offensive rebound by C. Kispert,77-80, ,,3,80,77,3,2088.0
1:07.0,J. Poole makes 3-pt jump shot from 30 ft (assist by C. Kispert),80-80, ,Tie,3,80,80,0,2093.0
0:45.0, ,80-80,Shooting foul by J. Poole (drawn by J. Butler),,3,80,80,0,2115.0
0:45.0, ,80-81,J. Butler makes free throw 1 of 2,,3,81,80,1,2115.0
0:45.0, ,80-81,H. Highsmith enters the game for N. Jović,,3,81,80,1,2115.0
0:45.0, ,80-82,J. Butler makes free throw 2 of 2,,3,82,80,2,2115.0
0:33.0,Personal foul by P. Mills (drawn by C. Kispert),80-82, ,,3,82,80,2,2127.0
0:33.0,C. Kispert misses free throw 1 of 2,80-82, ,,3,82,80,2,2127.0
0:33.0,Offensive rebound by Team,80-82, ,,3,82,80,2,2127.0
0:33.0,C. Kispert makes free throw 2 of 2,81-82, ,,3,82,81,1,2127.0
0:15.0, ,81-82,C. Martin misses 2-pt jump shot from 9 ft,,3,82,81,1,2145.0
0:13.0,Defensive rebound by D. Avdija,81-82, ,,3,82,81,1,2147.0
0:02.0,C. Kispert misses 3-pt jump shot from 26 ft,81-82, ,,3,82,81,1,2158.0
0:00.0,Offensive rebound by Team,81-82, ,,3,82,81,1,2160.0
0:00.0,End of 3rd quarter,81-82,,,3,82,81,1,2160.0
12:00.0,Start of 4th quarter,81-82,,,4,82,81,1,2160.0
11:47.0, ,81-82,Personal foul by J. Poole (drawn by J. Butler),,4,82,81,1,2173.0
11:40.0, ,81-84,N. Jović makes 2-pt layup from 1 ft,,4,84,81,3,2180.0
11:26.0,Turnover by P. Baldwin (bad pass; steal by N. Jović),81-84, ,,4,84,81,3,2194.0
11:15.0, ,81-84,N. Jović misses 3-pt jump shot from 26 ft,,4,84,81,3,2205.0
11:12.0,Defensive rebound by J. Poole,81-84, ,,4,84,81,3,2208.0
11:07.0,P. Baldwin makes 2-pt layup from 4 ft (assist by J. Poole),83-84, ,,4,84,83,1,2213.0
11:07.0,Shooting foul by P. Mills (drawn by P. Baldwin),83-84, ,,4,84,83,1,2213.0
11:07.0,P. Baldwin makes free throw 1 of 1,84-84, ,Tie,4,84,84,0,2213.0
10:55.0, ,84-87,C. Martin makes 3-pt jump shot from 22 ft (assist by N. Jović),,4,87,84,3,2225.0
10:40.0,J. Poole misses 3-pt jump shot from 25 ft,84-87, ,,4,87,84,3,2240.0
10:37.0, ,84-87,Defensive rebound by J. Butler,,4,87,84,3,2243.0
10:30.0, ,84-87,J. Butler misses 2-pt jump shot from 4 ft,,4,87,84,3,2250.0
10:26.0,Defensive rebound by D. Avdija,84-87, ,,4,87,84,3,2254.0
10:22.0,Shooting foul by J. Jaquez (drawn by J. Davis),84-87, ,,4,87,84,3,2258.0
10:22.0,J. Davis misses free throw 1 of 2,84-87, ,,4,87,84,3,2258.0
10:22.0,Offensive rebound by Team,84-87, ,,4,87,84,3,2258.0
10:22.0,J. Davis makes free throw 2 of 2,85-87, ,,4,87,85,2,2258.0
10:04.0, ,85-87,P. Mills misses 3-pt jump shot from 24 ft,,4,87,85,2,2276.0
10:02.0,Defensive rebound by J. Davis,85-87, ,,4,87,85,2,2278.0
9:50.0,Turnover by J. Poole (lost ball; steal by J. Jaquez),85-87, ,,4,87,85,2,2290.0
9:48.0, ,85-87,Personal foul by J. Poole (drawn by J. Jaquez),,4,87,85,2,2292.0
9:48.0, ,85-87,J. Jaquez misses free throw 1 of 1,,4,87,85,2,2292.0
9:48.0, ,85-87,Offensive rebound by Team,,4,87,85,2,2292.0
9:33.0, ,85-87,J. Butler misses 3-pt jump shot from 23 ft,,4,87,85,2,2307.0
9:32.0, ,85-87,Offensive rebound by Team,,4,87,85,2,2308.0
9:31.0,Loose ball foul by J. Poole (drawn by C. Martin),85-87, ,,4,87,85,2,2309.0
9:31.0,K. Kuzma enters the game for J. Poole,85-87, ,,4,87,85,2,2309.0
9:15.0, ,85-87,J. Butler misses 2-pt jump shot from 3 ft,,4,87,85,2,2325.0
9:13.0,Defensive rebound by P. Baldwin,85-87, ,,4,87,85,2,2327.0
9:09.0,Shooting foul by C. Martin (drawn by K. Kuzma),85-87, ,,4,87,85,2,2331.0
9:09.0,K. Kuzma makes free throw 1 of 2,86-87, ,,4,87,86,1,2331.0
9:09.0,B. Coulibaly enters the game for P. Baldwin,86-87, ,,4,87,86,1,2331.0
9:09.0,C. Kispert enters the game for J. Davis,86-87, ,,4,87,86,1,2331.0
9:09.0,K. Kuzma misses free throw 2 of 2,86-87, ,,4,87,86,1,2331.0
9:06.0, ,86-87,Defensive rebound by C. Martin,,4,87,86,1,2334.0
8:55.0, ,86-89,N. Jović makes 2-pt jump shot from 11 ft,,4,89,86,3,2345.0
8:55.0, ,86-89,Shooting foul by D. Avdija (drawn by N. Jović),,4,89,86,3,2345.0
8:55.0, ,86-90,N. Jović makes free throw 1 of 1,,4,90,86,4,2345.0
8:41.0,K. Kuzma makes 2-pt layup from 3 ft (assist by T. Jones),88-90, ,,4,90,88,2,2359.0
8:26.0, ,88-90,J. Jaquez misses 2-pt layup from 3 ft (block by B. Coulibaly),,4,90,88,2,2374.0
8:22.0, ,88-90,Offensive rebound by J. Jaquez,,4,90,88,2,2378.0
8:21.0, ,88-90,J. Butler misses 3-pt jump shot from 24 ft,,4,90,88,2,2379.0
8:20.0,Defensive rebound by T. Jones,88-90, ,,4,90,88,2,2380.0
8:17.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by T. Jones),91-90, ,Lead change,4,90,91,-1,2383.0
8:16.0, ,91-90,Miami full timeout,,4,90,91,-1,2384.0
8:16.0, ,91-90,B. Adebayo enters the game for J. Jaquez,,4,90,91,-1,2384.0
8:16.0, ,91-90,D. Robinson enters the game for N. Jović,,4,90,91,-1,2384.0
8:16.0, ,91-90,T. Rozier enters the game for P. Mills,,4,90,91,-1,2384.0
7:52.0, ,91-90,C. Martin misses 2-pt jump shot from 20 ft,,4,90,91,-1,2408.0
7:49.0,Defensive rebound by K. Kuzma,91-90, ,,4,90,91,-1,2411.0
7:42.0,B. Coulibaly makes 3-pt jump shot from 27 ft (assist by T. Jones),94-90, ,,4,90,94,-4,2418.0
7:20.0, ,94-90,D. Robinson misses 3-pt jump shot from 24 ft,,4,90,94,-4,2440.0
7:16.0,Defensive rebound by T. Jones,94-90, ,,4,90,94,-4,2444.0
7:07.0,K. Kuzma misses 2-pt jump shot from 7 ft,94-90, ,,4,90,94,-4,2453.0
7:05.0, ,94-90,Defensive rebound by J. Butler,,4,90,94,-4,2455.0
7:01.0, ,94-92,J. Butler makes 2-pt layup from 3 ft,,4,92,94,-2,2459.0
6:45.0,K. Kuzma misses 3-pt jump shot from 23 ft,94-92, ,,4,92,94,-2,2475.0
6:43.0, ,94-92,Defensive rebound by B. Adebayo,,4,92,94,-2,2477.0
6:39.0, ,94-92,T. Rozier misses 2-pt layup from 1 ft,,4,92,94,-2,2481.0
6:37.0,Defensive rebound by Team,94-92, ,,4,92,94,-2,2483.0
6:37.0, ,94-92,Loose ball foul by J. Butler (drawn by D. Avdija),,4,92,94,-2,2483.0
6:37.0,Washington full timeout,94-92, ,,4,92,94,-2,2483.0
6:37.0,Instant Replay (Challenge: Ruling Stands),94-92, ,,4,92,94,-2,2483.0
6:18.0,C. Kispert makes 3-pt jump shot from 25 ft (assist by T. Jones),97-92, ,,4,92,97,-5,2502.0
5:54.0, ,97-94,J. Butler makes 2-pt layup from 5 ft,,4,94,97,-3,2526.0
5:36.0,D. Avdija makes 2-pt jump shot from 21 ft (assist by C. Kispert),99-94, ,,4,94,99,-5,2544.0
5:23.0, ,99-97,D. Robinson makes 3-pt jump shot from 24 ft (assist by T. Rozier),,4,97,99,-2,2557.0
5:15.0,C. Kispert misses 3-pt jump shot from 29 ft,99-97, ,,4,97,99,-2,2565.0
5:12.0, ,99-97,Defensive rebound by T. Rozier,,4,97,99,-2,2568.0
4:52.0, ,99-97,T. Rozier misses 3-pt jump shot from 24 ft,,4,97,99,-2,2588.0
4:49.0, ,99-97,Offensive rebound by B. Adebayo,,4,97,99,-2,2591.0
4:43.0, ,99-97,J. Butler misses 2-pt hook shot from 2 ft,,4,97,99,-2,2597.0
4:40.0,Defensive rebound by K. Kuzma,99-97, ,,4,97,99,-2,2600.0
4:30.0,T. Jones makes 3-pt jump shot from 25 ft (assist by C. Kispert),102-97, ,,4,97,102,-5,2610.0
4:11.0, ,102-97,J. Butler misses 3-pt jump shot from 23 ft,,4,97,102,-5,2629.0
4:08.0,Defensive rebound by B. Coulibaly,102-97, ,,4,97,102,-5,2632.0
3:52.0,Shooting foul by T. Rozier (drawn by K. Kuzma),102-97, ,,4,97,102,-5,2648.0
3:52.0,K. Kuzma makes free throw 1 of 2,103-97, ,,4,97,103,-6,2648.0
3:52.0, ,103-97,Miami full timeout,,4,97,103,-6,2648.0
3:52.0,K. Kuzma makes free throw 2 of 2,104-97, ,,4,97,104,-7,2648.0
3:44.0, ,104-100,D. Robinson makes 3-pt jump shot from 23 ft (assist by T. Rozier),,4,100,104,-4,2656.0
3:25.0,D. Avdija makes 3-pt jump shot from 23 ft (assist by T. Jones),107-100, ,,4,100,107,-7,2675.0
3:06.0, ,107-100,T. Rozier misses 2-pt jump shot from 4 ft,,4,100,107,-7,2694.0
3:03.0,Defensive rebound by B. Coulibaly,107-100, ,,4,100,107,-7,2697.0
2:45.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by T. Jones),110-100, ,,4,100,110,-10,2715.0
2:30.0, ,110-100,Turnover by T. Rozier (lost ball; steal by B. Coulibaly),,4,100,110,-10,2730.0
2:09.0,Turnover by K. Kuzma (lost ball; steal by J. Butler),110-100, ,,4,100,110,-10,2751.0
2:05.0, ,110-100,Shooting foul by D. Avdija (drawn by D. Robinson),,4,100,110,-10,2755.0
2:05.0, ,110-101,D. Robinson makes free throw 1 of 2,,4,101,110,-9,2755.0
2:05.0,J. Poole enters the game for B. Coulibaly,110-101, ,,4,101,110,-9,2755.0
2:05.0, ,110-102,D. Robinson makes free throw 2 of 2,,4,102,110,-8,2755.0
1:50.0,Turnover by K. Kuzma (traveling),110-102, ,,4,102,110,-8,2770.0
1:43.0, ,110-104,T. Rozier makes 2-pt layup from 2 ft,,4,104,110,-6,2777.0
1:21.0,T. Jones misses 2-pt layup from 2 ft,110-104, ,,4,104,110,-6,2799.0
1:19.0, ,110-104,Defensive rebound by D. Robinson,,4,104,110,-6,2801.0
1:16.0, ,110-104,Shooting foul by K. Kuzma (drawn by J. Butler),,4,104,110,-6,2804.0
1:16.0, ,110-105,J. Butler makes free throw 1 of 2,,4,105,110,-5,2804.0
1:16.0, ,110-106,J. Butler makes free throw 2 of 2,,4,106,110,-4,2804.0
0:54.0,K. Kuzma misses 2-pt jump shot from 19 ft,110-106, ,,4,106,110,-4,2826.0
0:51.0,Offensive rebound by K. Kuzma,110-106, ,,4,106,110,-4,2829.0
0:49.0,K. Kuzma misses 2-pt jump shot from 9 ft,110-106, ,,4,106,110,-4,2831.0
0:47.0, ,110-106,Defensive rebound by B. Adebayo,,4,106,110,-4,2833.0
0:41.0, ,110-106,D. Robinson misses 3-pt jump shot from 25 ft,,4,106,110,-4,2839.0
0:38.0, ,110-106,Offensive rebound by C. Martin,,4,106,110,-4,2842.0
0:38.0, ,110-106,C. Martin misses 2-pt layup at rim,,4,106,110,-4,2842.0
0:37.0, ,110-106,Offensive rebound by C. Martin,,4,106,110,-4,2843.0
0:34.0, ,110-106,D. Robinson misses 3-pt jump shot from 25 ft,,4,106,110,-4,2846.0
0:33.0, ,110-106,Offensive rebound by B. Adebayo,,4,106,110,-4,2847.0
0:32.0, ,110-106,B. Adebayo misses 2-pt layup from 7 ft,,4,106,110,-4,2848.0
0:31.0, ,110-106,Offensive rebound by C. Martin,,4,106,110,-4,2849.0
0:31.0, ,110-108,C. Martin makes 2-pt layup at rim,,4,108,110,-2,2849.0
0:31.0,Washington full timeout,110-108, ,,4,108,110,-2,2849.0
0:31.0, ,110-108,J. Jaquez enters the game for D. Robinson,,4,108,110,-2,2849.0
0:12.0,Offensive foul by K. Kuzma (drawn by T. Rozier),110-108, ,,4,108,110,-2,2868.0
0:12.0,Turnover by K. Kuzma (offensive foul),110-108, ,,4,108,110,-2,2868.0
0:12.0,B. Coulibaly enters the game for J. Poole,110-108, ,,4,108,110,-2,2868.0
0:12.0, ,110-108,D. Robinson enters the game for J. Jaquez,,4,108,110,-2,2868.0
0:05.0, ,110-108,D. Robinson misses 3-pt jump shot from 26 ft,,4,108,110,-2,2875.0
0:03.0, ,110-108,Offensive rebound by J. Butler,,4,108,110,-2,2877.0
0:01.0, ,110-108,J. Butler misses 3-pt jump shot from 24 ft,,4,108,110,-2,2879.0
0:00.0, ,110-108,Offensive rebound by Team,,4,108,110,-2,2880.0
0:00.0,End of 4th quarter,110-108,,,4,108,110,-2,2880.0
