Time,Miami,Score,New York,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:35.0,J. Butler misses 2-pt layup from 3 ft (block by P. Achiuwa),72-82, ,,3,72,82,-10,2005.0
2:34.0,Offensive rebound by Team,72-82, ,,3,72,82,-10,2006.0
2:34.0, ,72-82,M. McBride enters the game for J. Brunson,,3,72,82,-10,2006.0
2:31.0,Jump ball: J. Butler vs. P. Achiuwa (K. Love gains possession),72-82,,,3,72,82,-10,2009.0
2:23.0,Shooting foul by P. Achiuwa (drawn by J. Butler),72-82, ,,3,72,82,-10,2017.0
2:23.0,J. Butler makes free throw 1 of 2,73-82, ,,3,73,82,-9,2017.0
2:23.0,J. Butler makes free throw 2 of 2,74-82, ,,3,74,82,-8,2017.0
2:17.0, ,74-82,Personal foul by C. Martin (drawn by M. McBride),,3,74,82,-8,2023.0
2:17.0, ,74-83,M. McBride makes free throw 1 of 2,,3,74,83,-9,2023.0
2:17.0, ,74-84,M. McBride makes free throw 2 of 2,,3,74,84,-10,2023.0
2:08.0,J. Butler makes 2-pt layup from 1 ft,76-84, ,,3,76,84,-8,2032.0
1:47.0, ,76-84,Turnover by J. Randle (lost ball; steal by J. Butler),,3,76,84,-8,2053.0
1:27.0,J. Butler makes 2-pt layup from 3 ft (assist by D. Robinson),78-84, ,,3,78,84,-6,2073.0
1:27.0,Shooting foul by M. McBride (drawn by J. Butler),78-84, ,,3,78,84,-6,2073.0
1:27.0,J. Butler makes free throw 1 of 1,79-84, ,,3,79,84,-5,2073.0
1:18.0, ,79-86,M. McBride makes 2-pt layup from 2 ft,,3,79,86,-7,2082.0
1:00.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by J. Jaquez),82-86, ,,3,82,86,-4,2100.0
0:42.0, ,82-86,P. Achiuwa misses 2-pt layup from 2 ft,,3,82,86,-4,2118.0
0:40.0,Defensive rebound by C. Martin,82-86, ,,3,82,86,-4,2120.0
0:33.0,K. Love makes 2-pt layup from 1 ft (assist by J. Butler),84-86, ,,3,84,86,-2,2127.0
0:17.0, ,84-86,P. Achiuwa misses 2-pt layup from 2 ft,,3,84,86,-2,2143.0
0:15.0,Defensive rebound by K. Love,84-86, ,,3,84,86,-2,2145.0
0:13.0,J. Butler makes 2-pt layup from 1 ft (assist by K. Love),86-86, ,Tie,3,86,86,0,2147.0
0:13.0,B. Adebayo enters the game for D. Robinson,86-86, ,,3,86,86,0,2147.0
0:13.0, ,86-86,J. Brunson enters the game for M. McBride,,3,86,86,0,2147.0
0:13.0,Shooting foul by J. Randle (drawn by J. Butler),86-86, ,,3,86,86,0,2147.0
0:13.0,J. Butler misses free throw 1 of 1,86-86, ,,3,86,86,0,2147.0
0:12.0, ,86-86,Defensive rebound by Team,,3,86,86,0,2148.0
0:00.0, ,86-89,J. Randle makes 3-pt jump shot from 26 ft (assist by J. Brunson),,3,86,89,-3,2160.0
0:00.0, ,86-89,Instant Replay (Request: Ruling Stands),,3,86,89,-3,2160.0
0:00.0,End of 3rd quarter,86-89,,,3,86,89,-3,2160.0
12:00.0,Start of 4th quarter,86-89,,,4,86,89,-3,2160.0
11:49.0,Turnover by D. Robinson (traveling),86-89, ,,4,86,89,-3,2171.0
11:40.0, ,86-92,Q. Grimes makes 3-pt jump shot from 25 ft (assist by J. Brunson),,4,86,92,-6,2180.0
11:26.0,Turnover by D. Robinson (bad pass; steal by O. Anunoby),86-92, ,,4,86,92,-6,2194.0
11:25.0, ,86-92,Shooting foul by D. Robinson (drawn by O. Anunoby),,4,86,92,-6,2195.0
11:25.0, ,86-93,O. Anunoby makes free throw 1 of 2,,4,86,93,-7,2195.0
11:25.0, ,86-93,O. Anunoby misses free throw 2 of 2,,4,86,93,-7,2195.0
11:23.0,Defensive rebound by B. Adebayo,86-93, ,,4,86,93,-7,2197.0
11:10.0,C. Martin makes 3-pt jump shot from 26 ft (assist by T. Herro),89-93, ,,4,89,93,-4,2210.0
10:50.0, ,89-95,J. Brunson makes 2-pt jump shot from 16 ft,,4,89,95,-6,2230.0
10:32.0,T. Herro misses 2-pt jump shot from 11 ft,89-95, ,,4,89,95,-6,2248.0
10:31.0, ,89-95,Defensive rebound by Team,,4,89,95,-6,2249.0
10:15.0, ,89-98,O. Anunoby makes 3-pt jump shot from 25 ft (assist by J. Brunson),,4,89,98,-9,2265.0
10:07.0,Miami full timeout,89-98, ,,4,89,98,-9,2273.0
9:53.0,B. Adebayo misses 2-pt hook shot from 6 ft,89-98, ,,4,89,98,-9,2287.0
9:51.0, ,89-98,Defensive rebound by P. Achiuwa,,4,89,98,-9,2289.0
9:41.0, ,89-100,J. Brunson makes 2-pt jump shot from 12 ft,,4,89,100,-11,2299.0
9:28.0,Turnover by B. Adebayo (lost ball; steal by P. Achiuwa),89-100, ,,4,89,100,-11,2312.0
9:23.0, ,89-102,Q. Grimes makes 2-pt layup from 2 ft,,4,89,102,-13,2317.0
9:04.0,T. Herro makes 3-pt jump shot from 26 ft (assist by J. Jaquez),92-102, ,,4,92,102,-10,2336.0
8:46.0, ,92-105,Q. Grimes makes 3-pt jump shot from 23 ft (assist by O. Anunoby),,4,92,105,-13,2354.0
8:32.0,T. Herro misses 3-pt jump shot from 26 ft,92-105, ,,4,92,105,-13,2368.0
8:30.0,Offensive rebound by B. Adebayo,92-105, ,,4,92,105,-13,2370.0
8:25.0,D. Robinson misses 3-pt jump shot from 27 ft,92-105, ,,4,92,105,-13,2375.0
8:23.0, ,92-105,Defensive rebound by Team,,4,92,105,-13,2377.0
8:23.0,Loose ball foul by C. Martin (drawn by J. Hart),92-105, ,,4,92,105,-13,2377.0
8:23.0,J. Butler enters the game for C. Martin,92-105, ,,4,92,105,-13,2377.0
8:23.0,T. Rozier enters the game for D. Robinson,92-105, ,,4,92,105,-13,2377.0
8:12.0, ,92-105,J. Brunson misses 2-pt jump shot from 9 ft,,4,92,105,-13,2388.0
8:10.0,Defensive rebound by J. Butler,92-105, ,,4,92,105,-13,2390.0
8:00.0,Personal foul by O. Anunoby (drawn by J. Jaquez),92-105, ,,4,92,105,-13,2400.0
7:48.0,T. Rozier makes 2-pt layup from 1 ft,94-105, ,,4,94,105,-11,2412.0
7:27.0, ,94-107,O. Anunoby makes 2-pt jump shot from 10 ft,,4,94,107,-13,2433.0
7:15.0,T. Herro makes 2-pt layup from 2 ft,96-107, ,,4,96,107,-11,2445.0
6:45.0, ,96-109,J. Brunson makes 2-pt jump shot from 6 ft (assist by O. Anunoby),,4,96,109,-13,2475.0
6:27.0,J. Butler misses 2-pt jump shot from 10 ft,96-109, ,,4,96,109,-13,2493.0
6:25.0, ,96-109,Defensive rebound by P. Achiuwa,,4,96,109,-13,2495.0
6:19.0, ,96-112,J. Brunson makes 3-pt jump shot from 27 ft,,4,96,112,-16,2501.0
6:18.0,Miami full timeout,96-112, ,,4,96,112,-16,2502.0
6:18.0, ,96-112,J. Randle enters the game for O. Anunoby,,4,96,112,-16,2502.0
6:05.0,T. Herro misses 3-pt jump shot from 25 ft,96-112, ,,4,96,112,-16,2515.0
6:03.0, ,96-112,Defensive rebound by J. Randle,,4,96,112,-16,2517.0
5:46.0, ,96-112,Shooting foul by J. Jaquez (drawn by Q. Grimes),,4,96,112,-16,2534.0
5:46.0, ,96-112,Q. Grimes misses free throw 1 of 2,,4,96,112,-16,2534.0
5:46.0, ,96-112,Offensive rebound by Team,,4,96,112,-16,2534.0
5:46.0, ,96-112,Q. Grimes misses free throw 2 of 2,,4,96,112,-16,2534.0
5:44.0,Defensive rebound by B. Adebayo,96-112, ,,4,96,112,-16,2536.0
5:31.0,Turnover by T. Herro (bad pass; steal by Q. Grimes),96-112, ,,4,96,112,-16,2549.0
5:29.0, ,96-112,Shooting foul by J. Jaquez (drawn by Q. Grimes),,4,96,112,-16,2551.0
5:29.0, ,96-112,Q. Grimes misses free throw 1 of 2,,4,96,112,-16,2551.0
5:29.0, ,96-112,Offensive rebound by Team,,4,96,112,-16,2551.0
5:29.0, ,96-113,Q. Grimes makes free throw 2 of 2,,4,96,113,-17,2551.0
5:19.0,B. Adebayo makes 2-pt jump shot from 8 ft,98-113, ,,4,98,113,-15,2561.0
4:49.0, ,98-115,J. Brunson makes 2-pt layup from 3 ft,,4,98,115,-17,2591.0
4:33.0,J. Butler misses 2-pt jump shot from 5 ft,98-115, ,,4,98,115,-17,2607.0
4:32.0, ,98-115,Defensive rebound by J. Hart,,4,98,115,-17,2608.0
4:27.0, ,98-115,Shooting foul by J. Jaquez (drawn by J. Randle),,4,98,115,-17,2613.0
4:27.0,D. Robinson enters the game for J. Jaquez,98-115, ,,4,98,115,-17,2613.0
4:27.0, ,98-115,J. Sims enters the game for J. Randle,,4,98,115,-17,2613.0
4:27.0, ,98-115,New York full timeout,,4,98,115,-17,2613.0
4:27.0, ,98-115,J. Sims misses free throw 1 of 2,,4,98,115,-17,2613.0
4:27.0, ,98-115,Offensive rebound by Team,,4,98,115,-17,2613.0
4:27.0, ,98-116,J. Sims makes free throw 2 of 2,,4,98,116,-18,2613.0
4:26.0,Personal take foul by J. Brunson (drawn by T. Rozier),98-116, ,,4,98,116,-18,2614.0
4:26.0, ,98-116,O. Anunoby enters the game for J. Sims,,4,98,116,-18,2614.0
4:13.0,J. Butler misses 2-pt layup from 2 ft,98-116, ,,4,98,116,-18,2627.0
4:11.0, ,98-116,Defensive rebound by J. Hart,,4,98,116,-18,2629.0
4:07.0, ,98-118,J. Hart makes 2-pt layup from 2 ft,,4,98,118,-20,2633.0
4:07.0, ,98-118,Shooting foul by T. Herro (drawn by J. Hart),,4,98,118,-20,2633.0
4:07.0, ,98-119,J. Hart makes free throw 1 of 1,,4,98,119,-21,2633.0
3:54.0,B. Adebayo misses 2-pt jump shot from 11 ft,98-119, ,,4,98,119,-21,2646.0
3:52.0, ,98-119,Defensive rebound by J. Hart,,4,98,119,-21,2648.0
3:34.0, ,98-119,Q. Grimes misses 3-pt jump shot from 26 ft,,4,98,119,-21,2666.0
3:32.0,Defensive rebound by T. Rozier,98-119, ,,4,98,119,-21,2668.0
3:29.0,T. Herro misses 3-pt jump shot from 25 ft,98-119, ,,4,98,119,-21,2671.0
3:27.0,Offensive rebound by J. Butler,98-119, ,,4,98,119,-21,2673.0
3:27.0,J. Butler makes 2-pt layup at rim,100-119, ,,4,100,119,-19,2673.0
3:02.0, ,100-119,J. Hart misses 3-pt jump shot from 25 ft,,4,100,119,-19,2698.0
3:00.0,Defensive rebound by B. Adebayo,100-119, ,,4,100,119,-19,2700.0
2:54.0,Turnover by D. Robinson (bad pass; steal by O. Anunoby),100-119, ,,4,100,119,-19,2706.0
2:50.0, ,100-121,O. Anunoby makes 2-pt dunk from 1 ft,,4,100,121,-21,2710.0
2:37.0,T. Herro makes 2-pt layup from 2 ft,102-121, ,,4,102,121,-19,2723.0
2:10.0, ,102-124,J. Hart makes 3-pt jump shot from 25 ft,,4,102,124,-22,2750.0
1:57.0,B. Adebayo misses 2-pt jump shot from 17 ft,102-124, ,,4,102,124,-22,2763.0
1:55.0, ,102-124,Defensive rebound by J. Hart,,4,102,124,-22,2765.0
1:36.0, ,102-124,J. Brunson misses 3-pt jump shot from 27 ft,,4,102,124,-22,2784.0
1:34.0,Defensive rebound by T. Rozier,102-124, ,,4,102,124,-22,2786.0
1:29.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by T. Rozier),105-124, ,,4,105,124,-19,2791.0
1:11.0, ,105-124,Shooting foul by J. Butler (drawn by J. Brunson),,4,105,124,-19,2809.0
1:11.0, ,105-124,J. Brunson misses free throw 1 of 2,,4,105,124,-19,2809.0
1:11.0, ,105-124,Offensive rebound by Team,,4,105,124,-19,2809.0
1:11.0,H. Highsmith enters the game for B. Adebayo,105-124, ,,4,105,124,-19,2809.0
1:11.0,N. Jović enters the game for J. Butler,105-124, ,,4,105,124,-19,2809.0
1:11.0,C. Martin enters the game for T. Herro,105-124, ,,4,105,124,-19,2809.0
1:11.0,O. Robinson enters the game for T. Rozier,105-124, ,,4,105,124,-19,2809.0
1:11.0, ,105-124,R. Arcidiacono enters the game for P. Achiuwa,,4,105,124,-19,2809.0
1:11.0, ,105-124,J. Sims enters the game for O. Anunoby,,4,105,124,-19,2809.0
1:11.0, ,105-125,J. Brunson makes free throw 2 of 2,,4,105,125,-20,2809.0
1:10.0,Personal take foul by Q. Grimes (drawn by H. Highsmith),105-125, ,,4,105,125,-20,2810.0
1:10.0, ,105-125,M. Flynn enters the game for J. Brunson,,4,105,125,-20,2810.0
1:10.0, ,105-125,M. McBride enters the game for J. Hart,,4,105,125,-20,2810.0
1:03.0,D. Robinson misses 3-pt jump shot from 25 ft,105-125, ,,4,105,125,-20,2817.0
1:01.0, ,105-125,Defensive rebound by Q. Grimes,,4,105,125,-20,2819.0
0:47.0, ,105-125,M. Flynn misses 2-pt jump shot from 16 ft,,4,105,125,-20,2833.0
0:45.0,Defensive rebound by C. Martin,105-125, ,,4,105,125,-20,2835.0
0:35.0,C. Martin makes 2-pt jump shot from 5 ft,107-125, ,,4,107,125,-18,2845.0
0:19.0, ,107-125,Turnover by R. Arcidiacono (bad pass; steal by D. Robinson),,4,107,125,-18,2861.0
0:07.0,C. Martin misses 3-pt jump shot from 27 ft,107-125, ,,4,107,125,-18,2873.0
0:06.0,Offensive rebound by H. Highsmith,107-125, ,,4,107,125,-18,2874.0
0:03.0,H. Highsmith makes 2-pt layup from 3 ft,109-125, ,,4,109,125,-16,2877.0
0:00.0,End of 4th quarter,109-125,,,4,109,125,-16,2880.0
