Time,Miami,Score,Orlando,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:44.0,T. Herro makes free throw 2 of 2,85-66, ,,3,85,66,19,1996.0
2:32.0, ,85-66,Shooting foul by H. Highsmith (drawn by P. Banchero),,3,85,66,19,2008.0
2:32.0, ,85-67,P. Banchero makes free throw 1 of 2,,3,85,67,18,2008.0
2:32.0, ,85-67,P. Banchero misses free throw 2 of 2,,3,85,67,18,2008.0
2:28.0, ,85-67,Offensive rebound by G. Bitadze,,3,85,67,18,2012.0
2:25.0, ,85-67,C. Anthony misses 3-pt jump shot from 28 ft,,3,85,67,18,2015.0
2:21.0,Defensive rebound by T. Herro,85-67, ,,3,85,67,18,2019.0
2:06.0,J. Richardson misses 3-pt jump shot from 27 ft,85-67, ,,3,85,67,18,2034.0
2:01.0, ,85-67,Defensive rebound by G. Bitadze,,3,85,67,18,2039.0
1:54.0, ,85-69,G. Bitadze makes 2-pt layup from 3 ft (assist by C. Anthony),,3,85,69,16,2046.0
1:37.0,T. Bryant makes 2-pt dunk from 1 ft (assist by D. Robinson),87-69, ,,3,87,69,18,2063.0
1:14.0, ,87-72,C. Houstan makes 3-pt jump shot from 27 ft (assist by C. Anthony),,3,87,72,15,2086.0
0:45.0,D. Robinson makes 2-pt layup from 2 ft (assist by T. Bryant),89-72, ,,3,89,72,17,2115.0
0:25.0, ,89-72,P. Banchero misses 2-pt jump shot from 10 ft,,3,89,72,17,2135.0
0:22.0,Defensive rebound by J. Richardson,89-72, ,,3,89,72,17,2138.0
0:04.0,T. Herro misses 2-pt jump shot from 19 ft,89-72, ,,3,89,72,17,2156.0
0:04.0, ,89-72,Defensive rebound by P. Banchero,,3,89,72,17,2156.0
0:00.0,End of 3rd quarter,89-72,,,3,89,72,17,2160.0
12:00.0,Start of 4th quarter,89-72,,,4,89,72,17,2160.0
11:42.0,H. Highsmith misses 2-pt hook shot from 9 ft,89-72, ,,4,89,72,17,2178.0
11:39.0, ,89-72,Defensive rebound by J. Isaac,,4,89,72,17,2181.0
11:31.0, ,89-72,C. Houstan misses 3-pt jump shot from 27 ft,,4,89,72,17,2189.0
11:25.0, ,89-72,Offensive rebound by G. Harris,,4,89,72,17,2195.0
11:13.0, ,89-72,C. Houstan misses 3-pt jump shot from 26 ft,,4,89,72,17,2207.0
11:10.0,Defensive rebound by D. Robinson,89-72, ,,4,89,72,17,2210.0
11:04.0,Personal foul by G. Harris (drawn by D. Robinson),89-72, ,,4,89,72,17,2216.0
10:49.0,Shooting foul by J. Isaac (drawn by B. Adebayo),89-72, ,,4,89,72,17,2231.0
10:49.0,B. Adebayo misses free throw 1 of 2,89-72, ,,4,89,72,17,2231.0
10:49.0,Offensive rebound by Team,89-72, ,,4,89,72,17,2231.0
10:49.0, ,89-72,F. Wagner enters the game for C. Houstan,,4,89,72,17,2231.0
10:49.0,B. Adebayo makes free throw 2 of 2,90-72, ,,4,90,72,18,2231.0
10:31.0, ,90-72,J. Isaac misses 3-pt jump shot from 27 ft,,4,90,72,18,2249.0
10:26.0,Defensive rebound by H. Highsmith,90-72, ,,4,90,72,18,2254.0
10:19.0,B. Adebayo makes 2-pt jump shot from 14 ft,92-72, ,,4,92,72,20,2261.0
10:09.0, ,92-74,C. Anthony makes 2-pt layup from 2 ft,,4,92,74,18,2271.0
9:50.0,B. Adebayo makes 2-pt layup from 2 ft,94-74, ,,4,94,74,20,2290.0
9:50.0,Shooting foul by J. Isaac (drawn by B. Adebayo),94-74, ,,4,94,74,20,2290.0
9:50.0,B. Adebayo makes free throw 1 of 1,95-74, ,,4,95,74,21,2290.0
9:27.0, ,95-74,J. Isaac misses 2-pt jump shot from 11 ft,,4,95,74,21,2313.0
9:25.0, ,95-74,Offensive rebound by G. Bitadze,,4,95,74,21,2315.0
9:20.0, ,95-74,G. Bitadze misses 2-pt hook shot from 7 ft,,4,95,74,21,2320.0
9:18.0, ,95-74,Offensive rebound by C. Anthony,,4,95,74,21,2322.0
9:18.0, ,95-74,C. Anthony misses 2-pt layup from 1 ft,,4,95,74,21,2322.0
9:18.0, ,95-74,Offensive rebound by Team,,4,95,74,21,2322.0
9:18.0,Loose ball foul by B. Adebayo (drawn by C. Anthony),95-74, ,,4,95,74,21,2322.0
9:13.0, ,95-74,Shooting foul by J. Richardson (drawn by C. Anthony),,4,95,74,21,2327.0
9:13.0, ,95-75,C. Anthony makes free throw 1 of 2,,4,95,75,20,2327.0
9:13.0, ,95-75,P. Banchero enters the game for G. Bitadze,,4,95,75,20,2327.0
9:13.0, ,95-75,M. Wagner enters the game for J. Isaac,,4,95,75,20,2327.0
9:13.0, ,95-76,C. Anthony makes free throw 2 of 2,,4,95,76,19,2327.0
9:04.0,Turnover by J. Jaquez (bad pass; steal by G. Harris),95-76, ,,4,95,76,19,2336.0
9:00.0, ,95-76,G. Harris misses 3-pt jump shot from 25 ft,,4,95,76,19,2340.0
8:58.0,Defensive rebound by H. Highsmith,95-76, ,,4,95,76,19,2342.0
8:46.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by D. Robinson),98-76, ,,4,98,76,22,2354.0
8:32.0, ,98-76,C. Anthony misses 2-pt layup from 2 ft,,4,98,76,22,2368.0
8:27.0,Defensive rebound by B. Adebayo,98-76, ,,4,98,76,22,2373.0
8:21.0,J. Richardson misses 2-pt jump shot from 19 ft,98-76, ,,4,98,76,22,2379.0
8:17.0, ,98-76,Defensive rebound by C. Anthony,,4,98,76,22,2383.0
8:13.0, ,98-76,F. Wagner misses 2-pt jump shot from 5 ft,,4,98,76,22,2387.0
8:13.0,Defensive rebound by Team,98-76, ,,4,98,76,22,2387.0
7:53.0,B. Adebayo misses 2-pt jump shot from 11 ft,98-76, ,,4,98,76,22,2407.0
7:51.0, ,98-76,Defensive rebound by F. Wagner,,4,98,76,22,2409.0
7:45.0, ,98-78,F. Wagner makes 2-pt layup from 2 ft,,4,98,78,20,2415.0
7:32.0,Turnover by B. Adebayo (lost ball; steal by G. Harris),98-78, ,,4,98,78,20,2428.0
7:29.0, ,98-78,Shooting foul by D. Robinson (drawn by P. Banchero),,4,98,78,20,2431.0
7:29.0, ,98-79,P. Banchero makes free throw 1 of 2,,4,98,79,19,2431.0
7:29.0, ,98-80,P. Banchero makes free throw 2 of 2,,4,98,80,18,2431.0
7:24.0,Miami full timeout,98-80, ,,4,98,80,18,2436.0
7:24.0,T. Bryant enters the game for B. Adebayo,98-80, ,,4,98,80,18,2436.0
7:24.0,T. Herro enters the game for D. Robinson,98-80, ,,4,98,80,18,2436.0
7:24.0, ,98-80,C. Houstan enters the game for G. Harris,,4,98,80,18,2436.0
7:13.0,H. Highsmith misses 3-pt jump shot from 23 ft,98-80, ,,4,98,80,18,2447.0
7:09.0, ,98-80,Defensive rebound by C. Anthony,,4,98,80,18,2451.0
6:58.0, ,98-80,Turnover by C. Anthony (bad pass),,4,98,80,18,2462.0
6:43.0,J. Jaquez misses 3-pt jump shot from 23 ft,98-80, ,,4,98,80,18,2477.0
6:40.0,Offensive rebound by H. Highsmith,98-80, ,,4,98,80,18,2480.0
6:40.0,Personal foul by P. Banchero (drawn by H. Highsmith),98-80, ,,4,98,80,18,2480.0
6:40.0, ,98-80,A. Black enters the game for C. Anthony,,4,98,80,18,2480.0
6:33.0,H. Highsmith makes 2-pt jump shot from 3 ft (assist by J. Richardson),100-80, ,,4,100,80,20,2487.0
6:20.0, ,100-80,M. Wagner misses 2-pt jump shot from 17 ft,,4,100,80,20,2500.0
6:16.0,Defensive rebound by T. Bryant,100-80, ,,4,100,80,20,2504.0
6:09.0,T. Herro makes 3-pt jump shot from 26 ft,103-80, ,,4,103,80,23,2511.0
5:43.0, ,103-82,M. Wagner makes 2-pt layup from 3 ft (assist by F. Wagner),,4,103,82,21,2537.0
5:30.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by T. Herro),106-82, ,,4,106,82,24,2550.0
5:15.0, ,106-85,C. Houstan makes 3-pt jump shot from 23 ft (assist by P. Banchero),,4,106,85,21,2565.0
5:14.0,Personal foul by M. Wagner (drawn by T. Bryant),106-85, ,,4,106,85,21,2566.0
5:14.0,Instant Replay (Request: Stands),106-85, ,,4,106,85,21,2566.0
5:14.0, ,106-85,W. Carter enters the game for P. Banchero,,4,106,85,21,2566.0
5:14.0, ,106-85,C. Okeke enters the game for F. Wagner,,4,106,85,21,2566.0
5:14.0,T. Bryant makes free throw 1 of 2,107-85, ,,4,107,85,22,2566.0
5:14.0,T. Bryant makes free throw 2 of 2,108-85, ,,4,108,85,23,2566.0
4:58.0, ,108-87,W. Carter makes 2-pt dunk from 3 ft (assist by A. Black),,4,108,87,21,2582.0
4:39.0,H. Highsmith misses 3-pt jump shot from 26 ft,108-87, ,,4,108,87,21,2601.0
4:36.0, ,108-87,Defensive rebound by C. Okeke,,4,108,87,21,2604.0
4:30.0, ,108-87,Personal foul by T. Bryant (drawn by M. Wagner),,4,108,87,21,2610.0
4:30.0,B. Adebayo enters the game for T. Bryant,108-87, ,,4,108,87,21,2610.0
4:18.0, ,108-87,C. Houstan misses 3-pt jump shot from 26 ft,,4,108,87,21,2622.0
4:15.0,Defensive rebound by B. Adebayo,108-87, ,,4,108,87,21,2625.0
3:53.0,J. Jaquez misses 2-pt jump shot from 6 ft,108-87, ,,4,108,87,21,2647.0
3:50.0, ,108-87,Defensive rebound by W. Carter,,4,108,87,21,2650.0
3:43.0, ,108-87,Shooting foul by H. Highsmith (drawn by W. Carter),,4,108,87,21,2657.0
3:43.0, ,108-87,W. Carter misses free throw 1 of 2,,4,108,87,21,2657.0
3:43.0, ,108-87,Offensive rebound by Team,,4,108,87,21,2657.0
3:43.0, ,108-88,W. Carter makes free throw 2 of 2,,4,108,88,20,2657.0
3:39.0,Miami full timeout,108-88, ,,4,108,88,20,2661.0
3:29.0,J. Richardson misses 3-pt jump shot from 26 ft,108-88, ,,4,108,88,20,2671.0
3:24.0, ,108-88,Defensive rebound by W. Carter,,4,108,88,20,2676.0
3:04.0, ,108-90,C. Okeke makes 2-pt layup from 4 ft (assist by M. Wagner),,4,108,90,18,2696.0
2:40.0,B. Adebayo misses 2-pt jump shot from 15 ft,108-90, ,,4,108,90,18,2720.0
2:36.0, ,108-90,Defensive rebound by M. Wagner,,4,108,90,18,2724.0
2:14.0, ,108-90,Turnover by Team (shot clock),,4,108,90,18,2746.0
2:03.0,J. Jaquez misses 3-pt jump shot from 26 ft,108-90, ,,4,108,90,18,2757.0
1:59.0, ,108-90,Defensive rebound by W. Carter,,4,108,90,18,2761.0
1:51.0, ,108-92,M. Wagner makes 2-pt layup from 2 ft (assist by A. Black),,4,108,92,16,2769.0
1:51.0, ,108-92,Shooting foul by H. Highsmith (drawn by M. Wagner),,4,108,92,16,2769.0
1:51.0,O. Robinson enters the game for B. Adebayo,108-92, ,,4,108,92,16,2769.0
1:51.0, ,108-93,M. Wagner makes free throw 1 of 1,,4,108,93,15,2769.0
1:33.0,J. Richardson misses 2-pt jump shot from 18 ft,108-93, ,,4,108,93,15,2787.0
1:30.0, ,108-93,Defensive rebound by C. Okeke,,4,108,93,15,2790.0
1:20.0, ,108-95,A. Black makes 2-pt dunk from 4 ft (assist by W. Carter),,4,108,95,13,2800.0
1:07.0,Turnover by T. Herro (bad pass; steal by C. Okeke),108-95, ,,4,108,95,13,2813.0
1:01.0, ,108-98,W. Carter makes 3-pt jump shot from 23 ft (assist by C. Okeke),,4,108,98,10,2819.0
1:01.0,Miami full timeout,108-98, ,,4,108,98,10,2819.0
1:01.0,B. Adebayo enters the game for O. Robinson,108-98, ,,4,108,98,10,2819.0
0:50.0,Personal foul by C. Okeke (drawn by J. Jaquez),108-98, ,,4,108,98,10,2830.0
0:50.0,J. Jaquez makes free throw 1 of 2,109-98, ,,4,109,98,11,2830.0
0:50.0,J. Jaquez makes free throw 2 of 2,110-98, ,,4,110,98,12,2830.0
0:40.0, ,110-101,C. Houstan makes 3-pt jump shot from 28 ft (assist by A. Black),,4,110,101,9,2840.0
0:31.0,Personal take foul by M. Wagner (drawn by H. Highsmith),110-101, ,,4,110,101,9,2849.0
0:31.0,H. Highsmith makes free throw 1 of 2,111-101, ,,4,111,101,10,2849.0
0:31.0,H. Highsmith misses free throw 2 of 2,111-101, ,,4,111,101,10,2849.0
0:31.0, ,111-101,Defensive rebound by M. Wagner,,4,111,101,10,2849.0
0:31.0, ,111-101,Orlando full timeout,,4,111,101,10,2849.0
0:29.0, ,111-104,C. Okeke makes 3-pt jump shot from 29 ft (assist by A. Black),,4,111,104,7,2851.0
0:28.0,Miami full timeout,111-104, ,,4,111,104,7,2852.0
0:26.0,Personal foul by M. Wagner (drawn by B. Adebayo),111-104, ,,4,111,104,7,2854.0
0:26.0,B. Adebayo makes free throw 1 of 2,112-104, ,,4,112,104,8,2854.0
0:26.0,B. Adebayo makes free throw 2 of 2,113-104, ,,4,113,104,9,2854.0
0:21.0, ,113-104,C. Okeke misses 3-pt jump shot from 28 ft,,4,113,104,9,2859.0
0:15.0, ,113-104,Offensive rebound by A. Black,,4,113,104,9,2865.0
0:14.0, ,113-104,C. Houstan misses 3-pt jump shot from 32 ft,,4,113,104,9,2866.0
0:11.0, ,113-104,Offensive rebound by W. Carter,,4,113,104,9,2869.0
0:11.0, ,113-106,W. Carter makes 2-pt layup from 1 ft,,4,113,106,7,2869.0
0:05.0,Personal take foul by M. Wagner (drawn by J. Jaquez),113-106, ,,4,113,106,7,2875.0
0:05.0,J. Jaquez makes free throw 1 of 2,114-106, ,,4,114,106,8,2875.0
0:05.0,J. Jaquez makes free throw 2 of 2,115-106, ,,4,115,106,9,2875.0
0:00.0, ,115-106,C. Houstan misses 3-pt jump shot from 28 ft,,4,115,106,9,2880.0
0:00.0, ,115-106,Offensive rebound by Team,,4,115,106,9,2880.0
0:00.0,End of 4th quarter,115-106,,,4,115,106,9,2880.0
