Time,LA Lakers,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:41.0, ,75-87,T. Bryant enters the game for B. Adebayo,,3,87,75,12,2059.0
1:41.0, ,75-87,J. Jaquez enters the game for H. Highsmith,,3,87,75,12,2059.0
1:41.0, ,75-87,J. Richardson enters the game for K. Lowry,,3,87,75,12,2059.0
1:27.0,Turnover by M. Christie (lost ball; steal by J. Butler),75-87, ,,3,87,75,12,2073.0
1:15.0, ,75-87,D. Robinson misses 2-pt jump shot from 11 ft,,3,87,75,12,2085.0
1:11.0,Defensive rebound by C. Wood,75-87, ,,3,87,75,12,2089.0
1:01.0,L. James misses 2-pt dunk from 2 ft,75-87, ,,3,87,75,12,2099.0
0:58.0,Offensive rebound by C. Reddish,75-87, ,,3,87,75,12,2102.0
0:56.0,D. Russell makes 2-pt layup from 2 ft,77-87, ,,3,87,77,10,2104.0
0:41.0, ,77-87,J. Butler misses 2-pt jump shot from 5 ft,,3,87,77,10,2119.0
0:39.0, ,77-87,Offensive rebound by J. Butler,,3,87,77,10,2121.0
0:39.0, ,77-87,Shooting foul by C. Wood (drawn by J. Butler),,3,87,77,10,2121.0
0:39.0,Technical foul by D. Ham,77-87, ,,3,87,77,10,2121.0
0:39.0, ,77-88,J. Butler makes technical free throw,,3,88,77,11,2121.0
0:39.0, ,77-89,J. Butler makes free throw 1 of 2,,3,89,77,12,2121.0
0:39.0, ,77-90,J. Butler makes free throw 2 of 2,,3,90,77,13,2121.0
0:25.0,C. Reddish makes 2-pt dunk from 2 ft (assist by D. Russell),79-90, ,,3,90,79,11,2135.0
0:05.0, ,79-90,J. Butler misses 2-pt jump shot from 11 ft,,3,90,79,11,2155.0
0:02.0,Defensive rebound by D. Russell,79-90, ,,3,90,79,11,2158.0
0:00.0,End of 3rd quarter,79-90,,,3,90,79,11,2160.0
12:00.0,Start of 4th quarter,79-90,,,4,90,79,11,2160.0
11:49.0, ,79-90,Personal foul by T. Prince (drawn by T. Herro),,4,90,79,11,2171.0
11:38.0, ,79-90,Turnover by T. Bryant (3 sec),,4,90,79,11,2182.0
11:18.0,L. James makes 2-pt layup from 2 ft,81-90, ,,4,90,81,9,2202.0
11:06.0, ,81-92,T. Herro makes 2-pt jump shot from 12 ft,,4,92,81,11,2214.0
10:58.0,Personal foul by J. Jaquez (drawn by A. Reaves),81-92, ,,4,92,81,11,2222.0
10:52.0,Turnover by L. James (bad pass),81-92, ,,4,92,81,11,2228.0
10:42.0, ,81-92,T. Herro misses 2-pt jump shot from 17 ft,,4,92,81,11,2238.0
10:41.0, ,81-92,Offensive rebound by Team,,4,92,81,11,2239.0
10:40.0,Loose ball foul by T. Prince (drawn by T. Bryant),81-92, ,,4,92,81,11,2240.0
10:33.0, ,81-92,J. Richardson misses 3-pt jump shot from 26 ft,,4,92,81,11,2247.0
10:27.0,Defensive rebound by A. Reaves,81-92, ,,4,92,81,11,2253.0
10:25.0,L. James makes 2-pt dunk from 1 ft (assist by A. Reaves),83-92, ,,4,92,83,9,2255.0
10:19.0, ,83-92,Turnover by J. Richardson (bad pass),,4,92,83,9,2261.0
10:11.0,A. Reaves makes 3-pt jump shot from 28 ft (assist by D. Russell),86-92, ,,4,92,86,6,2269.0
10:09.0, ,86-92,Miami full timeout,,4,92,86,6,2271.0
10:09.0, ,86-92,B. Adebayo enters the game for T. Bryant,,4,92,86,6,2271.0
9:50.0, ,86-94,B. Adebayo makes 2-pt jump shot from 11 ft (assist by D. Robinson),,4,94,86,8,2290.0
9:33.0,C. Wood misses 3-pt jump shot from 27 ft,86-94, ,,4,94,86,8,2307.0
9:29.0, ,86-94,Defensive rebound by D. Robinson,,4,94,86,8,2311.0
9:16.0, ,86-94,J. Jaquez misses 3-pt jump shot from 26 ft,,4,94,86,8,2324.0
9:14.0, ,86-94,Offensive rebound by B. Adebayo,,4,94,86,8,2326.0
9:08.0,Jump ball: T. Prince vs. B. Adebayo (L. James gains possession),86-94,,,4,94,86,8,2332.0
9:08.0, ,86-94,Turnover by B. Adebayo (lost ball; steal by T. Prince),,4,94,86,8,2332.0
8:51.0,A. Reaves makes 2-pt layup from 2 ft,88-94, ,,4,94,88,6,2349.0
8:37.0, ,88-94,B. Adebayo misses 2-pt jump shot from 10 ft,,4,94,88,6,2363.0
8:32.0,Defensive rebound by D. Russell,88-94, ,,4,94,88,6,2368.0
8:24.0,T. Prince misses 3-pt jump shot from 24 ft,88-94, ,,4,94,88,6,2376.0
8:20.0, ,88-94,Defensive rebound by B. Adebayo,,4,94,88,6,2380.0
8:10.0, ,88-96,J. Jaquez makes 2-pt layup from 2 ft (assist by B. Adebayo),,4,96,88,8,2390.0
7:57.0,Turnover by D. Russell (bad pass; steal by B. Adebayo),88-96, ,,4,96,88,8,2403.0
7:53.0, ,88-98,J. Jaquez makes 2-pt layup from 1 ft (assist by B. Adebayo),,4,98,88,10,2407.0
7:52.0,LA Lakers full timeout,88-98, ,,4,98,88,10,2408.0
7:52.0,Technical foul by D. Russell,88-98, ,,4,98,88,10,2408.0
7:52.0,D. Russell ejected from game,88-98, ,,4,98,88,10,2408.0
7:52.0, ,88-99,T. Herro makes technical free throw,,4,99,88,11,2408.0
7:52.0,C. Reddish enters the game for D. Russell,88-99, ,,4,99,88,11,2408.0
7:52.0, ,88-100,T. Herro makes technical free throw,,4,100,88,12,2408.0
7:39.0,L. James makes 2-pt layup from 1 ft (assist by A. Reaves),90-100, ,,4,100,90,10,2421.0
7:24.0, ,90-100,Offensive foul by D. Robinson (drawn by C. Reddish),,4,100,90,10,2436.0
7:24.0, ,90-100,Turnover by D. Robinson (offensive foul),,4,100,90,10,2436.0
7:24.0, ,90-100,J. Butler enters the game for J. Jaquez,,4,100,90,10,2436.0
7:12.0,Shooting foul by B. Adebayo (drawn by C. Reddish),90-100, ,,4,100,90,10,2448.0
7:12.0, ,90-100,Miami full timeout,,4,100,90,10,2448.0
7:12.0, ,90-100,Instant Replay (Challenge: Ruling Stands),,4,100,90,10,2448.0
7:12.0,C. Reddish makes free throw 1 of 2,91-100, ,,4,100,91,9,2448.0
7:12.0,C. Reddish misses free throw 2 of 2,91-100, ,,4,100,91,9,2448.0
7:09.0, ,91-100,Defensive rebound by J. Richardson,,4,100,91,9,2451.0
6:55.0, ,91-100,T. Herro misses 3-pt jump shot from 26 ft,,4,100,91,9,2465.0
6:50.0,Defensive rebound by A. Reaves,91-100, ,,4,100,91,9,2470.0
6:40.0,Turnover by A. Reaves (bad pass; steal by T. Herro),91-100, ,,4,100,91,9,2480.0
6:38.0, ,91-100,T. Herro misses 2-pt dunk from 2 ft (block by L. James),,4,100,91,9,2482.0
6:37.0, ,91-100,Offensive rebound by Team,,4,100,91,9,2483.0
6:34.0, ,91-100,D. Robinson misses 3-pt jump shot from 27 ft,,4,100,91,9,2486.0
6:30.0,Defensive rebound by C. Wood,91-100, ,,4,100,91,9,2490.0
6:24.0,C. Wood makes 3-pt jump shot from 24 ft (assist by L. James),94-100, ,,4,100,94,6,2496.0
5:57.0, ,94-100,Offensive foul by T. Herro (drawn by C. Reddish),,4,100,94,6,2523.0
5:57.0, ,94-100,Turnover by T. Herro (offensive foul),,4,100,94,6,2523.0
5:57.0, ,94-100,K. Lowry enters the game for D. Robinson,,4,100,94,6,2523.0
5:51.0, ,94-100,Technical foul by T. Herro,,4,100,94,6,2529.0
5:51.0,A. Reaves makes technical free throw,95-100, ,,4,100,95,5,2529.0
5:35.0,L. James misses 2-pt jump shot from 17 ft,95-100, ,,4,100,95,5,2545.0
5:31.0, ,95-100,Defensive rebound by B. Adebayo,,4,100,95,5,2549.0
5:25.0, ,95-103,T. Herro makes 3-pt jump shot from 25 ft (assist by K. Lowry),,4,103,95,8,2555.0
5:02.0,C. Wood makes 2-pt layup from 2 ft,97-103, ,,4,103,97,6,2578.0
4:39.0, ,97-103,Shooting foul by C. Wood (drawn by J. Butler),,4,103,97,6,2601.0
4:39.0, ,97-104,J. Butler makes free throw 1 of 2,,4,104,97,7,2601.0
4:39.0, ,97-105,J. Butler makes free throw 2 of 2,,4,105,97,8,2601.0
4:26.0,Turnover by L. James (bad pass),97-105, ,,4,105,97,8,2614.0
4:26.0,Violation by Team (delay of game),97-105, ,,4,105,97,8,2614.0
4:15.0, ,97-107,J. Butler makes 2-pt jump shot from 14 ft (assist by T. Herro),,4,107,97,10,2625.0
3:58.0,L. James makes 2-pt jump shot from 14 ft,99-107, ,,4,107,99,8,2642.0
3:50.0, ,99-107,Personal foul by L. James (drawn by J. Butler),,4,107,99,8,2650.0
3:50.0,Violation by Team (delay of game),99-107, ,,4,107,99,8,2650.0
3:50.0, ,99-108,J. Butler makes technical free throw,,4,108,99,9,2650.0
3:41.0, ,99-108,Turnover by T. Herro (bad pass; steal by C. Wood),,4,108,99,9,2659.0
3:37.0,L. James makes 2-pt hook shot from 6 ft (assist by A. Reaves),101-108, ,,4,108,101,7,2663.0
3:36.0, ,101-108,Miami full timeout,,4,108,101,7,2664.0
3:23.0, ,101-108,Turnover by J. Butler (out of bounds lost ball),,4,108,101,7,2677.0
3:10.0,C. Wood makes 3-pt jump shot from 23 ft (assist by A. Reaves),104-108, ,,4,108,104,4,2690.0
2:53.0, ,104-108,T. Herro misses 3-pt jump shot from 27 ft,,4,108,104,4,2707.0
2:49.0,Defensive rebound by A. Reaves,104-108, ,,4,108,104,4,2711.0
2:39.0,L. James makes 2-pt layup from 2 ft,106-108, ,,4,108,106,2,2721.0
2:39.0,Shooting foul by J. Richardson (drawn by L. James),106-108, ,,4,108,106,2,2721.0
2:39.0,L. James makes free throw 1 of 1,107-108, ,,4,108,107,1,2721.0
2:19.0, ,107-108,Turnover by T. Herro (bad pass; steal by A. Reaves),,4,108,107,1,2741.0
2:14.0,L. James misses 3-pt jump shot from 25 ft,107-108, ,,4,108,107,1,2746.0
2:10.0, ,107-108,Defensive rebound by B. Adebayo,,4,108,107,1,2750.0
2:01.0, ,107-108,J. Butler misses 2-pt layup from 4 ft,,4,108,107,1,2759.0
1:58.0,Defensive rebound by T. Prince,107-108, ,,4,108,107,1,2762.0
1:57.0,Offensive foul by L. James (drawn by K. Lowry),107-108, ,,4,108,107,1,2763.0
1:57.0,Turnover by L. James (offensive foul),107-108, ,,4,108,107,1,2763.0
1:42.0, ,107-108,J. Butler misses 3-pt jump shot from 25 ft,,4,108,107,1,2778.0
1:38.0, ,107-108,Offensive rebound by B. Adebayo,,4,108,107,1,2782.0
1:27.0, ,107-108,K. Lowry misses 3-pt jump shot from 25 ft (block by L. James),,4,108,107,1,2793.0
1:23.0,Defensive rebound by C. Wood,107-108, ,,4,108,107,1,2797.0
1:14.0,A. Reaves misses 3-pt jump shot from 26 ft,107-108, ,,4,108,107,1,2806.0
1:09.0, ,107-108,Defensive rebound by J. Butler,,4,108,107,1,2811.0
0:51.0, ,107-108,T. Herro misses 3-pt jump shot from 26 ft,,4,108,107,1,2829.0
0:48.0,Defensive rebound by T. Prince,107-108, ,,4,108,107,1,2832.0
0:30.0,A. Reaves misses 3-pt jump shot from 26 ft,107-108, ,,4,108,107,1,2850.0
0:28.0, ,107-108,Defensive rebound by J. Richardson,,4,108,107,1,2852.0
0:08.0, ,107-108,Turnover by B. Adebayo (traveling),,4,108,107,1,2872.0
0:08.0,LA Lakers full timeout,107-108, ,,4,108,107,1,2872.0
0:08.0, ,107-108,H. Highsmith enters the game for T. Herro,,4,108,107,1,2872.0
0:04.0,C. Reddish misses 2-pt jump shot from 22 ft,107-108, ,,4,108,107,1,2876.0
0:02.0, ,107-108,Defensive rebound by J. Butler,,4,108,107,1,2878.0
0:00.0,End of 4th quarter,107-108,,,4,108,107,1,2880.0
