Time,Miami,Score,Cleveland,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
2:09.0, ,93-70,T. Thompson makes 2-pt hook shot from 7 ft (assist by C. LeVert),,3,93,70,23,2031.0
1:53.0,Turnover by J. Butler (bad pass; steal by E. Bates),93-70, ,,3,93,70,23,2047.0
1:46.0, ,93-73,C. LeVert makes 3-pt jump shot from 25 ft (assist by E. Bates),,3,93,73,20,2054.0
1:30.0,J. Jaquez makes 3-pt jump shot from 24 ft (assist by H. Highsmith),96-73, ,,3,96,73,23,2070.0
1:16.0, ,96-73,Turnover by C. LeVert (bad pass; steal by J. Jaquez),,3,96,73,23,2084.0
1:12.0,O. Robinson misses 2-pt hook shot from 5 ft,96-73, ,,3,96,73,23,2088.0
1:10.0,Offensive rebound by H. Highsmith,96-73, ,,3,96,73,23,2090.0
1:07.0,H. Highsmith makes 2-pt layup from 1 ft,98-73, ,,3,98,73,25,2093.0
1:07.0, ,98-73,Technical foul by C. LeVert,,3,98,73,25,2093.0
1:07.0, ,98-73,C. LeVert ejected from game,,3,98,73,25,2093.0
1:07.0,K. Lowry makes technical free throw,99-73, ,,3,99,73,26,2093.0
1:07.0,K. Lowry makes technical free throw,100-73, ,,3,100,73,27,2093.0
1:07.0,C. Martin enters the game for J. Butler,100-73, ,,3,100,73,27,2093.0
1:07.0,J. Richardson enters the game for H. Highsmith,100-73, ,,3,100,73,27,2093.0
1:07.0, ,100-73,S. Merrill enters the game for D. Garland,,3,100,73,27,2093.0
1:07.0, ,100-73,C. Porter enters the game for C. LeVert,,3,100,73,27,2093.0
0:56.0, ,100-76,G. Niang makes 3-pt jump shot from 25 ft,,3,100,76,24,2104.0
0:40.0,Shooting foul by G. Niang (drawn by O. Robinson),100-76, ,,3,100,76,24,2120.0
0:40.0,O. Robinson makes free throw 1 of 2,101-76, ,,3,101,76,25,2120.0
0:40.0,O. Robinson misses free throw 2 of 2,101-76, ,,3,101,76,25,2120.0
0:40.0,Offensive rebound by J. Jaquez,101-76, ,,3,101,76,25,2120.0
0:40.0,O. Robinson misses 2-pt hook shot at rim,101-76, ,,3,101,76,25,2120.0
0:40.0,Offensive rebound by O. Robinson,101-76, ,,3,101,76,25,2120.0
0:37.0,K. Lowry misses 3-pt jump shot from 25 ft,101-76, ,,3,101,76,25,2123.0
0:34.0, ,101-76,Defensive rebound by E. Bates,,3,101,76,25,2126.0
0:18.0, ,101-79,S. Merrill makes 3-pt jump shot from 25 ft (assist by C. Porter),,3,101,79,22,2142.0
0:00.0,K. Lowry misses 2-pt layup from 4 ft (block by T. Thompson),101-79, ,,3,101,79,22,2160.0
0:00.0, ,101-79,Defensive rebound by Team,,3,101,79,22,2160.0
0:00.0, ,101-79,Cleveland full timeout,,3,101,79,22,2160.0
0:00.0,T. Bryant enters the game for C. Martin,101-79, ,,3,101,79,22,2160.0
0:00.0,J. Butler enters the game for J. Richardson,101-79, ,,3,101,79,22,2160.0
0:00.0,H. Highsmith enters the game for O. Robinson,101-79, ,,3,101,79,22,2160.0
0:00.0, ,101-79,D. Garland enters the game for E. Bates,,3,101,79,22,2160.0
0:00.0, ,101-79,C. LeVert enters the game for S. Merrill,,3,101,79,22,2160.0
0:00.0, ,101-79,E. Mobley enters the game for C. Porter,,3,101,79,22,2160.0
0:00.0, ,101-79,Instant Replay (Challenge: Ruling Stands),,3,101,79,22,2160.0
0:00.0,End of 3rd quarter,101-79,,,3,101,79,22,2160.0
12:00.0,Start of 4th quarter,101-79,,,4,101,79,22,2160.0
11:43.0, ,101-79,E. Bates misses 3-pt jump shot from 23 ft,,4,101,79,22,2177.0
11:40.0, ,101-79,Offensive rebound by D. Jones,,4,101,79,22,2180.0
11:35.0, ,101-79,D. Jones misses 2-pt layup from 1 ft (block by O. Robinson),,4,101,79,22,2185.0
11:33.0,Defensive rebound by J. Jaquez,101-79, ,,4,101,79,22,2187.0
11:15.0,J. Richardson misses 2-pt jump shot from 9 ft,101-79, ,,4,101,79,22,2205.0
11:13.0,Offensive rebound by O. Robinson,101-79, ,,4,101,79,22,2207.0
11:11.0,D. Robinson misses 3-pt jump shot from 29 ft,101-79, ,,4,101,79,22,2209.0
11:11.0,Offensive rebound by J. Jaquez,101-79, ,,4,101,79,22,2209.0
10:59.0,C. Martin makes 3-pt jump shot from 26 ft (assist by J. Richardson),104-79, ,,4,104,79,25,2221.0
10:44.0, ,104-79,S. Merrill misses 3-pt jump shot from 27 ft,,4,104,79,25,2236.0
10:41.0,Defensive rebound by J. Jaquez,104-79, ,,4,104,79,25,2239.0
10:34.0,J. Jaquez makes 3-pt jump shot from 26 ft (assist by D. Robinson),107-79, ,,4,107,79,28,2246.0
10:21.0, ,107-79,Shooting foul by O. Robinson (drawn by C. Porter),,4,107,79,28,2259.0
10:21.0, ,107-80,C. Porter makes free throw 1 of 2,,4,107,80,27,2259.0
10:21.0, ,107-80,C. Porter misses free throw 2 of 2,,4,107,80,27,2259.0
10:19.0,Defensive rebound by J. Jaquez,107-80, ,,4,107,80,27,2261.0
10:03.0,C. Martin misses 3-pt jump shot from 23 ft,107-80, ,,4,107,80,27,2277.0
10:03.0,Offensive rebound by Team,107-80, ,,4,107,80,27,2277.0
10:03.0,Personal foul by G. Niang (drawn by O. Robinson),107-80, ,,4,107,80,27,2277.0
9:55.0,Turnover by J. Jaquez (bad pass; steal by C. Porter),107-80, ,,4,107,80,27,2285.0
9:50.0, ,107-80,C. Porter misses 2-pt layup from 2 ft,,4,107,80,27,2290.0
9:47.0,Defensive rebound by D. Robinson,107-80, ,,4,107,80,27,2293.0
9:39.0,Shooting foul by S. Merrill (drawn by J. Jaquez),107-80, ,,4,107,80,27,2301.0
9:39.0,J. Jaquez makes free throw 1 of 2,108-80, ,,4,108,80,28,2301.0
9:39.0,J. Jaquez misses free throw 2 of 2,108-80, ,,4,108,80,28,2301.0
9:36.0, ,108-80,Defensive rebound by G. Niang,,4,108,80,28,2304.0
9:24.0, ,108-80,S. Merrill misses 3-pt jump shot from 23 ft,,4,108,80,28,2316.0
9:21.0,Defensive rebound by C. Martin,108-80, ,,4,108,80,28,2319.0
9:11.0,C. Martin misses 2-pt jump shot from 11 ft (block by D. Jones),108-80, ,,4,108,80,28,2329.0
9:10.0,Offensive rebound by Team,108-80, ,,4,108,80,28,2330.0
9:10.0, ,108-80,I. Mobley enters the game for G. Niang,,4,108,80,28,2330.0
8:59.0,D. Robinson makes 2-pt jump shot from 13 ft,110-80, ,,4,110,80,30,2341.0
8:38.0, ,110-80,D. Jones misses 2-pt jump shot from 17 ft,,4,110,80,30,2362.0
8:35.0,Defensive rebound by O. Robinson,110-80, ,,4,110,80,30,2365.0
8:31.0,J. Richardson misses 3-pt jump shot from 32 ft,110-80, ,,4,110,80,30,2369.0
8:29.0, ,110-80,Defensive rebound by Team,,4,110,80,30,2371.0
8:29.0, ,110-80,Cleveland full timeout,,4,110,80,30,2371.0
8:05.0, ,110-83,C. Porter makes 3-pt jump shot from 27 ft (assist by I. Mobley),,4,110,83,27,2395.0
7:48.0,O. Robinson misses 2-pt hook shot from 9 ft,110-83, ,,4,110,83,27,2412.0
7:45.0, ,110-83,Defensive rebound by S. Merrill,,4,110,83,27,2415.0
7:32.0, ,110-83,C. Porter misses 2-pt jump shot from 9 ft,,4,110,83,27,2428.0
7:30.0,Defensive rebound by D. Robinson,110-83, ,,4,110,83,27,2430.0
7:20.0,C. Martin misses 2-pt layup from 2 ft,110-83, ,,4,110,83,27,2440.0
7:17.0, ,110-83,Defensive rebound by I. Mobley,,4,110,83,27,2443.0
7:14.0, ,110-83,Offensive foul by I. Mobley (drawn by J. Jaquez),,4,110,83,27,2446.0
7:14.0, ,110-83,Turnover by I. Mobley (offensive foul),,4,110,83,27,2446.0
7:03.0,J. Jaquez makes 3-pt jump shot from 26 ft (assist by O. Robinson),113-83, ,,4,113,83,30,2457.0
6:52.0, ,113-83,E. Bates misses 3-pt jump shot from 31 ft,,4,113,83,30,2468.0
6:50.0,Defensive rebound by J. Jaquez,113-83, ,,4,113,83,30,2470.0
6:37.0,Turnover by J. Jaquez (bad pass; steal by I. Mobley),113-83, ,,4,113,83,30,2483.0
6:18.0, ,113-86,E. Bates makes 3-pt jump shot from 24 ft (assist by I. Mobley),,4,113,86,27,2502.0
5:54.0,O. Robinson makes 3-pt jump shot from 26 ft (assist by J. Jaquez),116-86, ,,4,116,86,30,2526.0
5:36.0, ,116-86,S. Merrill misses 2-pt jump shot from 11 ft,,4,116,86,30,2544.0
5:34.0,Defensive rebound by O. Robinson,116-86, ,,4,116,86,30,2546.0
5:27.0, ,116-86,Violation by Team (kicked ball),,4,116,86,30,2553.0
5:21.0, ,116-86,Violation by Team (kicked ball),,4,116,86,30,2559.0
5:21.0,H. Highsmith enters the game for D. Robinson,116-86, ,,4,116,86,30,2559.0
5:13.0,O. Robinson makes 2-pt dunk from 1 ft (assist by J. Richardson),118-86, ,,4,118,86,32,2567.0
4:58.0, ,118-89,S. Merrill makes 3-pt jump shot from 23 ft (assist by I. Mobley),,4,118,89,29,2582.0
4:39.0,H. Highsmith makes 2-pt jump shot from 11 ft,120-89, ,,4,120,89,31,2601.0
4:22.0, ,120-91,I. Mobley makes 2-pt hook shot from 1 ft,,4,120,91,29,2618.0
4:10.0,C. Martin makes 2-pt jump shot from 22 ft (assist by O. Robinson),122-91, ,,4,122,91,31,2630.0
3:59.0, ,122-91,E. Bates misses 3-pt jump shot from 32 ft,,4,122,91,31,2641.0
3:58.0, ,122-91,Offensive rebound by Team,,4,122,91,31,2642.0
3:58.0,Loose ball foul by H. Highsmith (drawn by D. Jones),122-91, ,,4,122,91,31,2642.0
3:47.0, ,122-91,E. Bates misses 3-pt jump shot from 24 ft,,4,122,91,31,2653.0
3:44.0, ,122-91,Offensive rebound by D. Jones,,4,122,91,31,2656.0
3:42.0, ,122-91,D. Jones misses 2-pt layup from 2 ft (block by O. Robinson),,4,122,91,31,2658.0
3:42.0,Defensive rebound by O. Robinson,122-91, ,,4,122,91,31,2658.0
3:40.0,Offensive foul by O. Robinson (drawn by S. Merrill),122-91, ,,4,122,91,31,2660.0
3:40.0,Turnover by O. Robinson (offensive foul),122-91, ,,4,122,91,31,2660.0
3:28.0, ,122-91,D. Jones misses 2-pt hook shot from 9 ft,,4,122,91,31,2672.0
3:26.0,Defensive rebound by C. Martin,122-91, ,,4,122,91,31,2674.0
3:14.0,Turnover by J. Jaquez (lost ball; steal by D. Jones),122-91, ,,4,122,91,31,2686.0
3:14.0,T. Bryant enters the game for J. Jaquez,122-91, ,,4,122,91,31,2686.0
3:13.0,Jump ball: D. Jones vs. O. Robinson (I. Mobley gains possession),122-91,,,4,122,91,31,2687.0
3:00.0, ,122-91,I. Mobley misses 2-pt jump shot from 9 ft,,4,122,91,31,2700.0
2:57.0,Defensive rebound by H. Highsmith,122-91, ,,4,122,91,31,2703.0
2:47.0,C. Martin misses 3-pt jump shot from 27 ft,122-91, ,,4,122,91,31,2713.0
2:43.0, ,122-91,Defensive rebound by D. Jones,,4,122,91,31,2717.0
2:27.0, ,122-91,I. Mobley misses 3-pt jump shot from 22 ft,,4,122,91,31,2733.0
2:24.0,Defensive rebound by H. Highsmith,122-91, ,,4,122,91,31,2736.0
2:16.0,J. Richardson makes 2-pt jump shot from 21 ft (assist by H. Highsmith),124-91, ,,4,124,91,33,2744.0
2:03.0, ,124-91,C. Porter misses 3-pt jump shot from 27 ft,,4,124,91,33,2757.0
2:02.0,Defensive rebound by Team,124-91, ,,4,124,91,33,2758.0
2:02.0,Miami full timeout,124-91, ,,4,124,91,33,2758.0
1:52.0,Turnover by C. Martin (bad pass),124-91, ,,4,124,91,33,2768.0
1:33.0, ,124-93,D. Jones makes 2-pt dunk from 1 ft (assist by S. Merrill),,4,124,93,31,2787.0
1:11.0,J. Richardson makes 2-pt jump shot from 15 ft,126-93, ,,4,126,93,33,2809.0
0:56.0, ,126-96,S. Merrill makes 3-pt jump shot from 24 ft (assist by D. Jones),,4,126,96,30,2824.0
0:42.0,H. Highsmith makes 3-pt jump shot from 27 ft (assist by C. Martin),129-96, ,,4,129,96,33,2838.0
0:24.0, ,129-96,Turnover by D. Jones (bad pass; steal by C. Martin),,4,129,96,33,2856.0
0:01.0,Turnover by Team (shot clock),129-96, ,,4,129,96,33,2879.0
0:00.0,End of 4th quarter,129-96,,,4,129,96,33,2880.0
