Time,Miami,Score,New Orleans,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:12.0,Offensive rebound by Team,77-71, ,,3,77,71,6,1908.0
4:12.0, ,77-71,N. Marshall enters the game for H. Jones,,3,77,71,6,1908.0
4:12.0,B. Adebayo misses free throw 2 of 2,77-71, ,,3,77,71,6,1908.0
4:10.0, ,77-71,Defensive rebound by J. Robinson-Earl,,3,77,71,6,1910.0
3:50.0, ,77-71,Turnover by J. Robinson-Earl (bad pass),,3,77,71,6,1930.0
3:25.0,Turnover by Team (shot clock),77-71, ,,3,77,71,6,1955.0
3:25.0, ,77-71,J. Hawkins enters the game for T. Murphy,,3,77,71,6,1955.0
3:17.0, ,77-74,J. Hawkins makes 3-pt jump shot from 27 ft (assist by N. Marshall),,3,77,74,3,1963.0
3:03.0,Shooting foul by L. Nance (drawn by B. Adebayo),77-74, ,,3,77,74,3,1977.0
3:03.0,B. Adebayo makes free throw 1 of 2,78-74, ,,3,78,74,4,1977.0
3:03.0,H. Highsmith enters the game for N. Jović,78-74, ,,3,78,74,4,1977.0
3:03.0,K. Love enters the game for C. Martin,78-74, ,,3,78,74,4,1977.0
3:03.0,B. Adebayo makes free throw 2 of 2,79-74, ,,3,79,74,5,1977.0
2:45.0, ,79-74,N. Marshall misses 2-pt layup from 4 ft (block by B. Adebayo),,3,79,74,5,1995.0
2:45.0, ,79-74,Offensive rebound by Team,,3,79,74,5,1995.0
2:45.0,Miami full timeout,79-74, ,,3,79,74,5,1995.0
2:45.0, ,79-74,Z. Williamson enters the game for J. Alvarado,,3,79,74,5,1995.0
2:43.0, ,79-74,J. Hawkins misses 3-pt jump shot from 25 ft,,3,79,74,5,1997.0
2:39.0, ,79-74,Offensive rebound by J. Robinson-Earl,,3,79,74,5,2001.0
2:31.0, ,79-74,Z. Williamson misses 2-pt jump shot from 4 ft,,3,79,74,5,2009.0
2:28.0, ,79-74,Offensive rebound by Z. Williamson,,3,79,74,5,2012.0
2:27.0, ,79-76,Z. Williamson makes 2-pt layup at rim,,3,79,76,3,2013.0
2:12.0,K. Love misses 3-pt jump shot from 23 ft,79-76, ,,3,79,76,3,2028.0
2:08.0, ,79-76,Defensive rebound by J. Hawkins,,3,79,76,3,2032.0
1:58.0, ,79-76,Z. Williamson misses 2-pt jump shot from 7 ft,,3,79,76,3,2042.0
1:58.0, ,79-76,Offensive rebound by Team,,3,79,76,3,2042.0
1:58.0,Loose ball foul by K. Love (drawn by L. Nance),79-76, ,,3,79,76,3,2042.0
1:58.0,J. Butler enters the game for B. Adebayo,79-76, ,,3,79,76,3,2042.0
1:58.0,J. Jaquez enters the game for T. Herro,79-76, ,,3,79,76,3,2042.0
1:52.0, ,79-78,J. Hawkins makes 2-pt jump shot from 13 ft (assist by N. Marshall),,3,79,78,1,2048.0
1:30.0,K. Love misses 3-pt jump shot from 27 ft,79-78, ,,3,79,78,1,2070.0
1:27.0,Offensive rebound by H. Highsmith,79-78, ,,3,79,78,1,2073.0
1:27.0,H. Highsmith makes 2-pt layup from 3 ft,81-78, ,,3,81,78,3,2073.0
1:09.0, ,81-78,J. Hawkins misses 2-pt jump shot from 7 ft,,3,81,78,3,2091.0
1:06.0, ,81-78,Offensive rebound by Z. Williamson,,3,81,78,3,2094.0
1:05.0, ,81-78,Z. Williamson misses 2-pt layup from 6 ft,,3,81,78,3,2095.0
1:03.0,Defensive rebound by K. Love,81-78, ,,3,81,78,3,2097.0
0:58.0,Shooting foul by Z. Williamson (drawn by J. Jaquez),81-78, ,,3,81,78,3,2102.0
0:58.0,J. Jaquez makes free throw 1 of 2,82-78, ,,3,82,78,4,2102.0
0:58.0,J. Jaquez makes free throw 2 of 2,83-78, ,,3,83,78,5,2102.0
0:48.0, ,83-80,L. Nance makes 2-pt layup from 4 ft (assist by J. Hawkins),,3,83,80,3,2112.0
0:36.0,J. Butler misses 2-pt layup from 5 ft (block by N. Marshall),83-80, ,,3,83,80,3,2124.0
0:36.0,Offensive rebound by Team,83-80, ,,3,83,80,3,2124.0
0:28.0,Shooting foul by J. Hawkins (drawn by J. Butler),83-80, ,,3,83,80,3,2132.0
0:28.0,J. Butler misses free throw 1 of 2,83-80, ,,3,83,80,3,2132.0
0:28.0,Offensive rebound by Team,83-80, ,,3,83,80,3,2132.0
0:28.0,C. Martin enters the game for D. Robinson,83-80, ,,3,83,80,3,2132.0
0:28.0,J. Butler makes free throw 2 of 2,84-80, ,,3,84,80,4,2132.0
0:10.0, ,84-80,J. Hawkins misses 3-pt jump shot from 26 ft,,3,84,80,4,2150.0
0:07.0,Defensive rebound by K. Love,84-80, ,,3,84,80,4,2153.0
0:01.0,J. Jaquez misses 3-pt jump shot from 26 ft,84-80, ,,3,84,80,4,2159.0
0:01.0,Offensive rebound by H. Highsmith,84-80, ,,3,84,80,4,2159.0
0:01.0,Instant Replay (Request: Ruling Stands),84-80, ,,3,84,80,4,2159.0
0:00.0,End of 3rd quarter,84-80,,,3,84,80,4,2160.0
12:00.0,Start of 4th quarter,84-80,,,4,84,80,4,2160.0
11:53.0, ,84-80,Offensive foul by J. Valančiūnas (drawn by K. Love),,4,84,80,4,2167.0
11:53.0, ,84-80,Turnover by J. Valančiūnas (offensive foul),,4,84,80,4,2167.0
11:37.0,K. Love misses 3-pt jump shot from 25 ft,84-80, ,,4,84,80,4,2183.0
11:33.0, ,84-80,Defensive rebound by Z. Williamson,,4,84,80,4,2187.0
11:24.0, ,84-80,J. Robinson-Earl misses 2-pt jump shot from 4 ft,,4,84,80,4,2196.0
11:22.0, ,84-80,Offensive rebound by Z. Williamson,,4,84,80,4,2198.0
11:21.0, ,84-80,Z. Williamson misses 2-pt layup from 3 ft,,4,84,80,4,2199.0
11:19.0,Defensive rebound by J. Butler,84-80, ,,4,84,80,4,2201.0
11:19.0,Turnover by J. Butler (lost ball; steal by Z. Williamson),84-80, ,,4,84,80,4,2201.0
11:19.0, ,84-80,Shooting foul by K. Love (drawn by Z. Williamson),,4,84,80,4,2201.0
11:19.0, ,84-80,Instant Replay,,4,84,80,4,2201.0
11:19.0, ,84-80,Technical foul by N. Marshall,,4,84,80,4,2201.0
11:19.0,Technical foul by J. Butler,84-80, ,,4,84,80,4,2201.0
11:19.0, ,84-80,Technical foul by J. Alvarado,,4,84,80,4,2201.0
11:19.0,Technical foul by T. Bryant,84-80, ,,4,84,80,4,2201.0
11:19.0, ,84-80,N. Marshall ejected from game,,4,84,80,4,2201.0
11:19.0, ,84-80,J. Alvarado ejected from game,,4,84,80,4,2201.0
11:19.0,J. Butler ejected from game,84-80, ,,4,84,80,4,2201.0
11:19.0,T. Bryant ejected from game,84-80, ,,4,84,80,4,2201.0
11:19.0,B. Adebayo enters the game for J. Butler,84-80, ,,4,84,80,4,2201.0
11:19.0, ,84-80,H. Jones enters the game for N. Marshall,,4,84,80,4,2201.0
11:19.0, ,84-80,Z. Williamson misses free throw 1 of 2,,4,84,80,4,2201.0
11:19.0, ,84-80,Offensive rebound by Team,,4,84,80,4,2201.0
11:19.0, ,84-81,Z. Williamson makes free throw 2 of 2,,4,84,81,3,2201.0
11:07.0,B. Adebayo makes 2-pt jump shot from 9 ft (assist by D. Robinson),86-81, ,,4,86,81,5,2213.0
10:46.0, ,86-83,Z. Williamson makes 2-pt layup from 7 ft (assist by J. Hawkins),,4,86,83,3,2234.0
10:34.0,B. Adebayo misses 2-pt jump shot from 12 ft,86-83, ,,4,86,83,3,2246.0
10:30.0,Offensive rebound by K. Love,86-83, ,,4,86,83,3,2250.0
10:21.0,B. Adebayo misses 2-pt jump shot from 12 ft,86-83, ,,4,86,83,3,2259.0
10:20.0,Offensive rebound by K. Love,86-83, ,,4,86,83,3,2260.0
10:19.0,K. Love misses 2-pt layup at rim,86-83, ,,4,86,83,3,2261.0
10:18.0, ,86-83,Defensive rebound by J. Valančiūnas,,4,86,83,3,2262.0
9:58.0, ,86-86,J. Robinson-Earl makes 3-pt jump shot from 23 ft (assist by Z. Williamson),Tie,4,86,86,0,2282.0
9:28.0,D. Robinson makes 3-pt jump shot from 25 ft,89-86, ,,4,89,86,3,2312.0
9:11.0, ,89-88,Z. Williamson makes 2-pt layup from 4 ft,,4,89,88,1,2329.0
8:58.0,Turnover by D. Robinson (lost ball; steal by H. Jones),89-88, ,,4,89,88,1,2342.0
8:54.0, ,89-88,Shooting foul by K. Love (drawn by J. Robinson-Earl),,4,89,88,1,2346.0
8:54.0, ,89-88,J. Robinson-Earl misses free throw 1 of 2,,4,89,88,1,2346.0
8:54.0, ,89-88,Offensive rebound by Team,,4,89,88,1,2346.0
8:54.0, ,89-88,J. Robinson-Earl misses free throw 2 of 2,,4,89,88,1,2346.0
8:52.0,Defensive rebound by K. Love,89-88, ,,4,89,88,1,2348.0
8:39.0,B. Adebayo misses 2-pt dunk from 6 ft,89-88, ,,4,89,88,1,2361.0
8:37.0, ,89-88,Defensive rebound by J. Valančiūnas,,4,89,88,1,2363.0
8:31.0, ,89-91,J. Hawkins makes 3-pt jump shot from 26 ft (assist by H. Jones),Lead change,4,89,91,-2,2369.0
8:13.0,H. Highsmith makes 3-pt jump shot from 23 ft (assist by K. Love),92-91, ,Lead change,4,92,91,1,2387.0
7:56.0, ,92-91,Turnover by H. Jones (traveling),,4,92,91,1,2404.0
7:56.0,T. Herro enters the game for H. Highsmith,92-91, ,,4,92,91,1,2404.0
7:56.0, ,92-91,T. Murphy enters the game for Z. Williamson,,4,92,91,1,2404.0
7:43.0,J. Jaquez misses 2-pt layup from 3 ft,92-91, ,,4,92,91,1,2417.0
7:42.0,Offensive rebound by J. Jaquez,92-91, ,,4,92,91,1,2418.0
7:37.0,B. Adebayo makes 2-pt hook shot from 5 ft,94-91, ,,4,94,91,3,2423.0
7:19.0, ,94-91,Personal foul by K. Love (drawn by J. Valančiūnas),,4,94,91,3,2441.0
7:19.0,C. Martin enters the game for K. Love,94-91, ,,4,94,91,3,2441.0
7:12.0, ,94-91,J. Hawkins misses 2-pt jump shot from 17 ft,,4,94,91,3,2448.0
7:11.0, ,94-91,Offensive rebound by Team,,4,94,91,3,2449.0
7:02.0, ,94-91,J. Valančiūnas misses 2-pt jump shot from 14 ft,,4,94,91,3,2458.0
6:58.0,Defensive rebound by B. Adebayo,94-91, ,,4,94,91,3,2462.0
6:48.0,B. Adebayo misses 2-pt layup from 5 ft (block by J. Hawkins),94-91, ,,4,94,91,3,2472.0
6:45.0, ,94-91,Defensive rebound by J. Robinson-Earl,,4,94,91,3,2475.0
6:29.0, ,94-91,J. Hawkins misses 3-pt jump shot from 25 ft,,4,94,91,3,2491.0
6:26.0,Defensive rebound by T. Herro,94-91, ,,4,94,91,3,2494.0
6:20.0,T. Herro misses 2-pt jump shot from 21 ft,94-91, ,,4,94,91,3,2500.0
6:17.0, ,94-91,Defensive rebound by J. Valančiūnas,,4,94,91,3,2503.0
6:12.0, ,94-91,New Orleans full timeout,,4,94,91,3,2508.0
6:12.0, ,94-91,L. Nance enters the game for J. Robinson-Earl,,4,94,91,3,2508.0
6:12.0, ,94-91,Z. Williamson enters the game for J. Valančiūnas,,4,94,91,3,2508.0
5:59.0, ,94-91,Z. Williamson misses 2-pt jump shot from 6 ft,,4,94,91,3,2521.0
5:57.0, ,94-91,Offensive rebound by L. Nance,,4,94,91,3,2523.0
5:57.0, ,94-91,J. Hawkins misses 3-pt jump shot from 26 ft,,4,94,91,3,2523.0
5:54.0,Defensive rebound by J. Jaquez,94-91, ,,4,94,91,3,2526.0
5:40.0,B. Adebayo makes 2-pt dunk from 3 ft (assist by D. Robinson),96-91, ,,4,96,91,5,2540.0
5:13.0, ,96-91,J. Hawkins misses 2-pt jump shot from 20 ft,,4,96,91,5,2567.0
5:10.0, ,96-91,Offensive rebound by L. Nance,,4,96,91,5,2570.0
4:59.0, ,96-91,L. Nance misses 3-pt jump shot from 23 ft (block by C. Martin),,4,96,91,5,2581.0
4:58.0, ,96-91,Offensive rebound by Team,,4,96,91,5,2582.0
4:58.0, ,96-91,Turnover by H. Jones (bad pass),,4,96,91,5,2582.0
4:45.0,D. Robinson misses 2-pt layup from 6 ft (block by L. Nance),96-91, ,,4,96,91,5,2595.0
4:43.0,Offensive rebound by J. Jaquez,96-91, ,,4,96,91,5,2597.0
4:42.0,Shooting foul by Z. Williamson (drawn by J. Jaquez),96-91, ,,4,96,91,5,2598.0
4:42.0,J. Jaquez makes free throw 1 of 2,97-91, ,,4,97,91,6,2598.0
4:42.0,J. Jaquez makes free throw 2 of 2,98-91, ,,4,98,91,7,2598.0
4:26.0, ,98-91,Z. Williamson misses 2-pt hook shot from 8 ft (block by B. Adebayo),,4,98,91,7,2614.0
4:25.0,Defensive rebound by B. Adebayo,98-91, ,,4,98,91,7,2615.0
4:16.0,J. Jaquez misses 3-pt jump shot from 24 ft,98-91, ,,4,98,91,7,2624.0
4:12.0,Offensive rebound by C. Martin,98-91, ,,4,98,91,7,2628.0
4:10.0,D. Robinson misses 3-pt jump shot from 26 ft,98-91, ,,4,98,91,7,2630.0
4:10.0,Offensive rebound by Team,98-91, ,,4,98,91,7,2630.0
4:09.0, ,98-91,Loose ball foul by H. Jones (drawn by B. Adebayo),,4,98,91,7,2631.0
4:00.0,T. Herro misses 3-pt jump shot from 26 ft,98-91, ,,4,98,91,7,2640.0
3:55.0,Offensive rebound by B. Adebayo,98-91, ,,4,98,91,7,2645.0
3:53.0,Miami full timeout,98-91, ,,4,98,91,7,2647.0
3:44.0,J. Jaquez misses 3-pt jump shot from 23 ft,98-91, ,,4,98,91,7,2656.0
3:41.0, ,98-91,Defensive rebound by H. Jones,,4,98,91,7,2659.0
3:23.0, ,98-91,H. Jones misses 2-pt layup from 6 ft,,4,98,91,7,2677.0
3:23.0,Defensive rebound by Team,98-91, ,,4,98,91,7,2677.0
3:23.0,Instant Replay (Challenge: Ruling Stands),98-91, ,,4,98,91,7,2677.0
3:23.0, ,98-91,J. Robinson-Earl enters the game for T. Murphy,,4,98,91,7,2677.0
3:16.0,Offensive foul by D. Robinson (drawn by J. Hawkins),98-91, ,,4,98,91,7,2684.0
3:16.0,Turnover by D. Robinson (offensive foul),98-91, ,,4,98,91,7,2684.0
3:16.0, ,98-91,New Orleans full timeout,,4,98,91,7,2684.0
2:59.0, ,98-91,J. Hawkins misses 3-pt jump shot from 27 ft,,4,98,91,7,2701.0
2:54.0, ,98-91,Offensive rebound by L. Nance,,4,98,91,7,2706.0
2:53.0, ,98-91,Turnover by L. Nance (bad pass; steal by B. Adebayo),,4,98,91,7,2707.0
2:53.0,Personal foul by L. Nance (drawn by B. Adebayo),98-91, ,,4,98,91,7,2707.0
2:40.0,B. Adebayo makes 2-pt jump shot from 10 ft,100-91, ,,4,100,91,9,2720.0
2:25.0, ,100-91,Z. Williamson misses 2-pt layup from 5 ft,,4,100,91,9,2735.0
2:23.0, ,100-91,Offensive rebound by L. Nance,,4,100,91,9,2737.0
2:22.0, ,100-93,L. Nance makes 2-pt dunk from 4 ft,,4,100,93,7,2738.0
2:03.0,B. Adebayo makes 2-pt hook shot from 7 ft (assist by J. Jaquez),102-93, ,,4,102,93,9,2757.0
1:47.0, ,102-95,L. Nance makes 2-pt layup from 6 ft (assist by Z. Williamson),,4,102,95,7,2773.0
1:40.0,Miami full timeout,102-95, ,,4,102,95,7,2780.0
1:40.0,H. Highsmith enters the game for T. Herro,102-95, ,,4,102,95,7,2780.0
1:39.0,Turnover by C. Martin (bad pass),102-95, ,,4,102,95,7,2781.0
1:33.0, ,102-95,J. Hawkins misses 3-pt jump shot from 26 ft,,4,102,95,7,2787.0
1:30.0,Defensive rebound by B. Adebayo,102-95, ,,4,102,95,7,2790.0
1:12.0,B. Adebayo misses 2-pt jump shot from 18 ft,102-95, ,,4,102,95,7,2808.0
1:09.0, ,102-95,Defensive rebound by J. Hawkins,,4,102,95,7,2811.0
0:59.0, ,102-95,Z. Williamson misses 2-pt layup from 3 ft (block by D. Robinson),,4,102,95,7,2821.0
0:52.0,Defensive rebound by C. Martin,102-95, ,,4,102,95,7,2828.0
0:33.0,B. Adebayo makes 2-pt jump shot from 13 ft,104-95, ,,4,104,95,9,2847.0
0:23.0, ,104-95,J. Robinson-Earl misses 3-pt jump shot from 24 ft,,4,104,95,9,2857.0
0:20.0,Defensive rebound by C. Martin,104-95, ,,4,104,95,9,2860.0
0:18.0,Personal foul by J. Hawkins (drawn by C. Martin),104-95, ,,4,104,95,9,2862.0
0:18.0,Miami full timeout,104-95, ,,4,104,95,9,2862.0
0:16.0,D. Robinson makes 2-pt dunk from 3 ft (assist by B. Adebayo),106-95, ,,4,106,95,11,2864.0
0:16.0, ,106-95,New Orleans full timeout,,4,106,95,11,2864.0
0:16.0, ,106-95,T. Murphy enters the game for J. Robinson-Earl,,4,106,95,11,2864.0
0:08.0, ,106-95,T. Murphy misses 3-pt jump shot from 23 ft,,4,106,95,11,2872.0
0:06.0,Defensive rebound by H. Highsmith,106-95, ,,4,106,95,11,2874.0
0:00.0,End of 4th quarter,106-95,,,4,106,95,11,2880.0
