Time,Golden State,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:41.0, ,83-70,D. Wright enters the game for T. Rozier,,3,70,83,-13,2059.0
1:16.0, ,83-73,N. Jović makes 3-pt jump shot from 24 ft (assist by C. Martin),,3,73,83,-10,2084.0
0:55.0,K. Thompson misses 3-pt jump shot from 26 ft,83-73, ,,3,73,83,-10,2105.0
0:53.0, ,83-73,Defensive rebound by C. Martin,,3,73,83,-10,2107.0
0:50.0, ,83-73,Shooting foul by B. Podziemski (drawn by C. Martin),,3,73,83,-10,2110.0
0:50.0, ,83-74,C. Martin makes free throw 1 of 2,,3,74,83,-9,2110.0
0:50.0,S. Curry enters the game for B. Podziemski,83-74, ,,3,74,83,-9,2110.0
0:50.0, ,83-74,J. Jaquez enters the game for N. Jović,,3,74,83,-9,2110.0
0:50.0, ,83-75,C. Martin makes free throw 2 of 2,,3,75,83,-8,2110.0
0:36.0,K. Thompson misses 3-pt jump shot from 24 ft,83-75, ,,3,75,83,-8,2124.0
0:33.0,Offensive rebound by J. Kuminga,83-75, ,,3,75,83,-8,2127.0
0:33.0,J. Kuminga makes 2-pt dunk at rim,85-75, ,,3,75,85,-10,2127.0
0:28.0, ,85-75,C. Martin misses 3-pt jump shot from 28 ft,,3,75,85,-10,2132.0
0:25.0,Defensive rebound by K. Looney,85-75, ,,3,75,85,-10,2135.0
0:03.0,K. Thompson misses 2-pt jump shot from 9 ft,85-75, ,,3,75,85,-10,2157.0
0:03.0,Offensive rebound by Team,85-75, ,,3,75,85,-10,2157.0
0:03.0,Turnover by Team (shot clock),85-75, ,,3,75,85,-10,2157.0
0:03.0,D. Green enters the game for S. Curry,85-75, ,,3,75,85,-10,2157.0
0:03.0,G. Payton enters the game for K. Looney,85-75, ,,3,75,85,-10,2157.0
0:03.0, ,85-75,N. Jović enters the game for D. Wright,,3,75,85,-10,2157.0
0:00.0, ,85-75,H. Highsmith misses 2-pt jump shot from 18 ft,,3,75,85,-10,2160.0
0:00.0, ,85-75,Offensive rebound by Team,,3,75,85,-10,2160.0
0:00.0,End of 3rd quarter,85-75,,,3,75,85,-10,2160.0
12:00.0,Start of 4th quarter,85-75,,,4,75,85,-10,2160.0
11:35.0, ,85-77,B. Adebayo makes 2-pt jump shot from 8 ft,,4,77,85,-8,2185.0
11:09.0,Shooting foul by B. Adebayo (drawn by J. Kuminga),85-77, ,,4,77,85,-8,2211.0
11:09.0,J. Kuminga makes free throw 1 of 2,86-77, ,,4,77,86,-9,2211.0
11:09.0,J. Kuminga makes free throw 2 of 2,87-77, ,,4,77,87,-10,2211.0
10:49.0, ,87-77,J. Jaquez misses 2-pt jump shot from 19 ft,,4,77,87,-10,2231.0
10:44.0,Defensive rebound by D. Green,87-77, ,,4,77,87,-10,2236.0
10:34.0,C. Paul misses 3-pt jump shot from 27 ft,87-77, ,,4,77,87,-10,2246.0
10:31.0, ,87-77,Defensive rebound by H. Highsmith,,4,77,87,-10,2249.0
10:18.0, ,87-77,B. Adebayo misses 2-pt layup from 1 ft,,4,77,87,-10,2262.0
10:12.0,Defensive rebound by B. Podziemski,87-77, ,,4,77,87,-10,2268.0
10:09.0,Turnover by B. Podziemski (bad pass; steal by H. Highsmith),87-77, ,,4,77,87,-10,2271.0
10:05.0, ,87-77,J. Jaquez misses 3-pt jump shot from 28 ft,,4,77,87,-10,2275.0
10:00.0,Defensive rebound by D. Green,87-77, ,,4,77,87,-10,2280.0
9:59.0,Turnover by K. Thompson (lost ball; steal by B. Adebayo),87-77, ,,4,77,87,-10,2281.0
9:59.0, ,87-77,Personal foul by J. Kuminga (drawn by J. Jaquez),,4,77,87,-10,2281.0
9:45.0, ,87-77,B. Adebayo misses 3-pt jump shot from 26 ft,,4,77,87,-10,2295.0
9:43.0, ,87-77,Offensive rebound by D. Wright,,4,77,87,-10,2297.0
9:40.0, ,87-77,D. Wright misses 2-pt layup from 3 ft,,4,77,87,-10,2300.0
9:36.0, ,87-77,Offensive rebound by B. Adebayo,,4,77,87,-10,2304.0
9:36.0, ,87-79,B. Adebayo makes 2-pt dunk at rim,,4,79,87,-8,2304.0
9:32.0,J. Kuminga misses 2-pt jump shot from 13 ft,87-79, ,,4,79,87,-8,2308.0
9:28.0, ,87-79,Defensive rebound by D. Wright,,4,79,87,-8,2312.0
9:25.0, ,87-81,H. Highsmith makes 2-pt layup from 2 ft (assist by D. Wright),,4,81,87,-6,2315.0
9:13.0,K. Thompson misses 3-pt jump shot from 27 ft,87-81, ,,4,81,87,-6,2327.0
9:10.0, ,87-81,Defensive rebound by D. Wright,,4,81,87,-6,2330.0
9:00.0, ,87-81,B. Adebayo misses 2-pt jump shot from 13 ft,,4,81,87,-6,2340.0
8:57.0,Defensive rebound by C. Paul,87-81, ,,4,81,87,-6,2343.0
8:53.0,D. Green makes 2-pt layup from 2 ft (assist by C. Paul),89-81, ,,4,81,89,-8,2347.0
8:37.0, ,89-81,Personal foul by D. Green (drawn by D. Wright),,4,81,89,-8,2363.0
8:37.0,S. Curry enters the game for D. Green,89-81, ,,4,81,89,-8,2363.0
8:37.0,K. Looney enters the game for B. Podziemski,89-81, ,,4,81,89,-8,2363.0
8:37.0,A. Wiggins enters the game for K. Thompson,89-81, ,,4,81,89,-8,2363.0
8:28.0, ,89-81,Shooting foul by K. Looney (drawn by B. Adebayo),,4,81,89,-8,2372.0
8:28.0, ,89-81,B. Adebayo misses free throw 1 of 2,,4,81,89,-8,2372.0
8:28.0, ,89-81,Offensive rebound by Team,,4,81,89,-8,2372.0
8:28.0, ,89-82,B. Adebayo makes free throw 2 of 2,,4,82,89,-7,2372.0
8:18.0,S. Curry makes 2-pt layup from 2 ft,91-82, ,,4,82,91,-9,2382.0
8:18.0, ,91-82,Violation by Team (def goaltending),,4,82,91,-9,2382.0
8:04.0, ,91-82,B. Adebayo misses 2-pt jump shot from 14 ft,,4,82,91,-9,2396.0
8:02.0,Defensive rebound by A. Wiggins,91-82, ,,4,82,91,-9,2398.0
7:52.0,S. Curry makes 3-pt jump shot from 25 ft,94-82, ,,4,82,94,-12,2408.0
7:51.0, ,94-82,Miami full timeout,,4,82,94,-12,2409.0
7:51.0, ,94-82,T. Rozier enters the game for D. Wright,,4,82,94,-12,2409.0
7:34.0, ,94-82,T. Rozier misses 3-pt jump shot from 28 ft,,4,82,94,-12,2426.0
7:32.0, ,94-82,Offensive rebound by H. Highsmith,,4,82,94,-12,2428.0
7:25.0, ,94-82,T. Rozier misses 2-pt jump shot from 23 ft,,4,82,94,-12,2435.0
7:22.0,Defensive rebound by J. Kuminga,94-82, ,,4,82,94,-12,2438.0
7:08.0,Personal foul by H. Highsmith (drawn by S. Curry),94-82, ,,4,82,94,-12,2452.0
7:08.0, ,94-82,N. Jović enters the game for J. Jaquez,,4,82,94,-12,2452.0
6:56.0,K. Looney misses 2-pt layup from 1 ft,94-82, ,,4,82,94,-12,2464.0
6:54.0, ,94-82,Defensive rebound by N. Jović,,4,82,94,-12,2466.0
6:47.0, ,94-82,Personal foul by C. Paul (drawn by B. Adebayo),,4,82,94,-12,2473.0
6:40.0, ,94-82,N. Jović misses 3-pt jump shot from 27 ft,,4,82,94,-12,2480.0
6:39.0,Defensive rebound by Team,94-82, ,,4,82,94,-12,2481.0
6:31.0,Personal foul by T. Rozier (drawn by S. Curry),94-82, ,,4,82,94,-12,2489.0
6:19.0,K. Looney makes 2-pt dunk from 2 ft (assist by S. Curry),96-82, ,,4,82,96,-14,2501.0
6:03.0, ,96-82,Shooting foul by K. Looney (drawn by B. Adebayo),,4,82,96,-14,2517.0
6:03.0, ,96-83,B. Adebayo makes free throw 1 of 2,,4,83,96,-13,2517.0
6:03.0,Golden State full timeout,96-83, ,,4,83,96,-13,2517.0
6:03.0,D. Green enters the game for K. Looney,96-83, ,,4,83,96,-13,2517.0
6:03.0, ,96-84,B. Adebayo makes free throw 2 of 2,,4,84,96,-12,2517.0
5:40.0,J. Kuminga misses 3-pt jump shot from 24 ft,96-84, ,,4,84,96,-12,2540.0
5:37.0, ,96-84,Defensive rebound by N. Jović,,4,84,96,-12,2543.0
5:20.0, ,96-84,Shooting foul by D. Green (drawn by N. Jović),,4,84,96,-12,2560.0
5:20.0, ,96-84,N. Jović misses free throw 1 of 2,,4,84,96,-12,2560.0
5:20.0, ,96-84,Offensive rebound by Team,,4,84,96,-12,2560.0
5:20.0,K. Thompson enters the game for C. Paul,96-84, ,,4,84,96,-12,2560.0
5:20.0, ,96-85,N. Jović makes free throw 2 of 2,,4,85,96,-11,2560.0
4:59.0,J. Kuminga makes 2-pt dunk from 2 ft (assist by D. Green),98-85, ,,4,85,98,-13,2581.0
4:42.0, ,98-85,C. Martin misses 2-pt layup from 3 ft,,4,85,98,-13,2598.0
4:40.0,Defensive rebound by D. Green,98-85, ,,4,85,98,-13,2600.0
4:35.0,A. Wiggins makes 2-pt layup from 1 ft (assist by S. Curry),100-85, ,,4,85,100,-15,2605.0
4:35.0, ,100-85,Miami full timeout,,4,85,100,-15,2605.0
4:17.0, ,100-85,C. Martin misses 3-pt jump shot from 24 ft,,4,85,100,-15,2623.0
4:14.0, ,100-85,Offensive rebound by C. Martin,,4,85,100,-15,2626.0
4:12.0, ,100-85,B. Adebayo misses 2-pt jump shot from 13 ft,,4,85,100,-15,2628.0
4:11.0,Defensive rebound by Team,100-85, ,,4,85,100,-15,2629.0
3:50.0,A. Wiggins misses 3-pt jump shot from 23 ft,100-85, ,,4,85,100,-15,2650.0
3:48.0,Offensive rebound by J. Kuminga,100-85, ,,4,85,100,-15,2652.0
3:45.0,K. Thompson makes 2-pt jump shot from 22 ft (assist by J. Kuminga),102-85, ,,4,85,102,-17,2655.0
3:32.0, ,102-85,T. Rozier misses 3-pt jump shot from 25 ft,,4,85,102,-17,2668.0
3:29.0,Defensive rebound by A. Wiggins,102-85, ,,4,85,102,-17,2671.0
3:14.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),105-85, ,,4,85,105,-20,2686.0
2:52.0, ,105-87,T. Rozier makes 2-pt jump shot from 5 ft,,4,87,105,-18,2708.0
2:52.0,Golden State full timeout,105-87, ,,4,87,105,-18,2708.0
2:52.0,C. Paul enters the game for J. Kuminga,105-87, ,,4,87,105,-18,2708.0
2:32.0,S. Curry misses 2-pt layup from 2 ft,105-87, ,,4,87,105,-18,2728.0
2:30.0, ,105-87,Defensive rebound by C. Martin,,4,87,105,-18,2730.0
2:24.0, ,105-89,T. Rozier makes 2-pt layup from 9 ft,,4,89,105,-16,2736.0
2:01.0,K. Thompson misses 3-pt jump shot from 22 ft,105-89, ,,4,89,105,-16,2759.0
1:58.0,Offensive rebound by K. Thompson,105-89, ,,4,89,105,-16,2762.0
1:46.0,C. Paul misses 2-pt jump shot from 18 ft,105-89, ,,4,89,105,-16,2774.0
1:44.0, ,105-89,Defensive rebound by H. Highsmith,,4,89,105,-16,2776.0
1:41.0, ,105-89,N. Jović misses 3-pt jump shot from 23 ft,,4,89,105,-16,2779.0
1:36.0,Defensive rebound by C. Paul,105-89, ,,4,89,105,-16,2784.0
1:34.0,Golden State full timeout,105-89, ,,4,89,105,-16,2786.0
1:34.0,M. Moody enters the game for S. Curry,105-89, ,,4,89,105,-16,2786.0
1:34.0,G. Payton enters the game for D. Green,105-89, ,,4,89,105,-16,2786.0
1:34.0,L. Quinones enters the game for C. Paul,105-89, ,,4,89,105,-16,2786.0
1:34.0,J. Robinson enters the game for K. Thompson,105-89, ,,4,89,105,-16,2786.0
1:34.0,G. Santos enters the game for A. Wiggins,105-89, ,,4,89,105,-16,2786.0
1:34.0, ,105-89,J. Cain enters the game for B. Adebayo,,4,89,105,-16,2786.0
1:34.0, ,105-89,O. Robinson enters the game for H. Highsmith,,4,89,105,-16,2786.0
1:34.0, ,105-89,C. Swider enters the game for N. Jović,,4,89,105,-16,2786.0
1:34.0, ,105-89,A. Williams enters the game for C. Martin,,4,89,105,-16,2786.0
1:34.0, ,105-89,D. Wright enters the game for T. Rozier,,4,89,105,-16,2786.0
1:19.0,M. Moody makes 3-pt jump shot from 25 ft,108-89, ,,4,89,108,-19,2801.0
1:07.0, ,108-89,C. Swider misses 3-pt jump shot from 26 ft,,4,89,108,-19,2813.0
1:02.0, ,108-89,Offensive rebound by O. Robinson,,4,89,108,-19,2818.0
1:02.0, ,108-89,Turnover by O. Robinson (bad pass; steal by G. Payton),,4,89,108,-19,2818.0
0:55.0,G. Santos makes 3-pt jump shot from 25 ft (assist by M. Moody),111-89, ,,4,89,111,-22,2825.0
0:38.0, ,111-91,A. Williams makes 2-pt layup from 2 ft,,4,91,111,-20,2842.0
0:38.0, ,111-91,Shooting foul by J. Robinson (drawn by A. Williams),,4,91,111,-20,2842.0
0:38.0, ,111-92,A. Williams makes free throw 1 of 1,,4,92,111,-19,2842.0
0:23.0,G. Santos makes 2-pt layup from 2 ft (assist by L. Quinones),113-92, ,,4,92,113,-21,2857.0
0:10.0, ,113-92,Turnover by C. Swider (bad pass),,4,92,113,-21,2870.0
0:00.0,End of 4th quarter,113-92,,,4,92,113,-21,2880.0
