Time,Toronto,Score,Miami,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
0:30.0,M. Williams misses 2-pt layup at rim (block by H. Highsmith),75-89, ,,3,89,75,14,2130.0
0:26.0, ,75-89,Defensive rebound by T. Herro,,3,89,75,14,2134.0
0:21.0, ,75-92,T. Herro makes 3-pt jump shot from 25 ft (assist by H. Highsmith),,3,92,75,17,2139.0
0:01.0,Turnover by B. Brown (bad pass; steal by J. Jaquez),75-92, ,,3,92,75,17,2159.0
0:00.0, ,75-92,J. Jaquez misses 3-pt jump shot from 42 ft,,3,92,75,17,2160.0
0:00.0, ,75-92,Offensive rebound by Team,,3,92,75,17,2160.0
0:00.0,End of 3rd quarter,75-92,,,3,92,75,17,2160.0
12:00.0,Start of 4th quarter,75-92,,,4,92,75,17,2160.0
11:47.0, ,75-94,K. Love makes 2-pt hook shot from 8 ft (assist by J. Jaquez),,4,94,75,19,2173.0
11:25.0,Shooting foul by J. Jaquez (drawn by R. Barrett),75-94, ,,4,94,75,19,2195.0
11:25.0,R. Barrett makes free throw 1 of 2,76-94, ,,4,94,76,18,2195.0
11:25.0,G. Temple enters the game for M. Williams,76-94, ,,4,94,76,18,2195.0
11:25.0,R. Barrett makes free throw 2 of 2,77-94, ,,4,94,77,17,2195.0
11:09.0, ,77-94,J. Jaquez misses 2-pt jump shot from 5 ft,,4,94,77,17,2211.0
11:06.0, ,77-94,Offensive rebound by K. Love,,4,94,77,17,2214.0
11:02.0, ,77-94,K. Love misses 2-pt layup at rim,,4,94,77,17,2218.0
11:02.0,Defensive rebound by O. Agbaji,77-94, ,,4,94,77,17,2218.0
10:53.0,G. Dick misses 3-pt jump shot from 24 ft,77-94, ,,4,94,77,17,2227.0
10:53.0,Offensive rebound by G. Temple,77-94, ,,4,94,77,17,2227.0
10:46.0,R. Barrett makes 2-pt layup from 1 ft (assist by B. Brown),79-94, ,,4,94,79,15,2234.0
10:30.0, ,79-94,Shooting foul by B. Brown (drawn by J. Jaquez),,4,94,79,15,2250.0
10:30.0, ,79-95,J. Jaquez makes free throw 1 of 2,,4,95,79,16,2250.0
10:30.0, ,79-96,J. Jaquez makes free throw 2 of 2,,4,96,79,17,2250.0
10:14.0,G. Temple misses 3-pt jump shot from 24 ft,79-96, ,,4,96,79,17,2266.0
10:10.0, ,79-96,Defensive rebound by D. Wright,,4,96,79,17,2270.0
10:00.0, ,79-98,K. Love makes 2-pt hook shot from 1 ft (assist by D. Wright),,4,98,79,19,2280.0
9:41.0,R. Barrett makes 3-pt jump shot from 23 ft (assist by O. Agbaji),82-98, ,,4,98,82,16,2299.0
9:27.0, ,82-98,Shooting foul by G. Temple (drawn by D. Wright),,4,98,82,16,2313.0
9:27.0, ,82-99,D. Wright makes free throw 1 of 2,,4,99,82,17,2313.0
9:27.0,I. Quickley enters the game for G. Dick,82-99, ,,4,99,82,17,2313.0
9:27.0, ,82-100,D. Wright makes free throw 2 of 2,,4,100,82,18,2313.0
9:11.0,I. Quickley misses 3-pt jump shot from 23 ft,82-100, ,,4,100,82,18,2329.0
9:09.0, ,82-100,Defensive rebound by J. Jaquez,,4,100,82,18,2331.0
9:03.0, ,82-103,D. Wright makes 3-pt jump shot from 27 ft (assist by J. Jaquez),,4,103,82,21,2337.0
8:50.0,B. Brown makes 2-pt jump shot from 1 ft,84-103, ,,4,103,84,19,2350.0
8:34.0, ,84-105,H. Highsmith makes 2-pt hook shot from 1 ft (assist by J. Jaquez),,4,105,84,21,2366.0
8:23.0,I. Quickley misses 2-pt jump shot from 6 ft,84-105, ,,4,105,84,21,2377.0
8:20.0, ,84-105,Defensive rebound by K. Love,,4,105,84,21,2380.0
8:07.0, ,84-105,D. Wright misses 3-pt jump shot from 26 ft,,4,105,84,21,2393.0
8:05.0,Defensive rebound by R. Barrett,84-105, ,,4,105,84,21,2395.0
8:01.0,Shooting foul by J. Jaquez (drawn by G. Temple),84-105, ,,4,105,84,21,2399.0
8:01.0,G. Temple misses free throw 1 of 2,84-105, ,,4,105,84,21,2399.0
8:01.0,Offensive rebound by Team,84-105, ,,4,105,84,21,2399.0
8:01.0,G. Temple makes free throw 2 of 2,85-105, ,,4,105,85,20,2399.0
7:48.0, ,85-105,K. Love misses 3-pt jump shot from 26 ft,,4,105,85,20,2412.0
7:44.0,Defensive rebound by B. Brown,85-105, ,,4,105,85,20,2416.0
7:37.0,Turnover by I. Quickley (bad pass; steal by K. Love),85-105, ,,4,105,85,20,2423.0
7:30.0, ,85-108,J. Butler makes 3-pt jump shot from 24 ft,,4,108,85,23,2430.0
7:30.0,Toronto full timeout,85-108, ,,4,108,85,23,2430.0
7:30.0,G. Dick enters the game for O. Agbaji,85-108, ,,4,108,85,23,2430.0
7:30.0,K. Olynyk enters the game for B. Brown,85-108, ,,4,108,85,23,2430.0
7:30.0,G. Trent enters the game for G. Temple,85-108, ,,4,108,85,23,2430.0
7:16.0,R. Barrett makes 2-pt layup from 1 ft (assist by K. Olynyk),87-108, ,,4,108,87,21,2444.0
7:16.0,Shooting foul by J. Jaquez (drawn by R. Barrett),87-108, ,,4,108,87,21,2444.0
7:16.0,R. Barrett misses free throw 1 of 1,87-108, ,,4,108,87,21,2444.0
7:13.0, ,87-108,Defensive rebound by J. Jaquez,,4,108,87,21,2447.0
7:08.0, ,87-108,J. Jaquez misses 2-pt dunk at rim,,4,108,87,21,2452.0
7:06.0,Defensive rebound by K. Olynyk,87-108, ,,4,108,87,21,2454.0
7:01.0,R. Barrett misses 2-pt layup from 1 ft,87-108, ,,4,108,87,21,2459.0
6:59.0, ,87-108,Defensive rebound by D. Wright,,4,108,87,21,2461.0
6:51.0, ,87-110,J. Jaquez makes 2-pt dunk from 2 ft (assist by D. Wright),,4,110,87,23,2469.0
6:45.0,K. Olynyk misses 2-pt jump shot from 12 ft,87-110, ,,4,110,87,23,2475.0
6:44.0, ,87-110,Defensive rebound by K. Love,,4,110,87,23,2476.0
6:31.0, ,87-110,K. Love misses 2-pt jump shot from 6 ft,,4,110,87,23,2489.0
6:30.0,Defensive rebound by K. Olynyk,87-110, ,,4,110,87,23,2490.0
6:28.0,Turnover by K. Olynyk (out of bounds lost ball),87-110, ,,4,110,87,23,2492.0
6:28.0,Violation by Team (delay of game),87-110, ,,4,110,87,23,2492.0
6:27.0, ,87-110,Turnover by H. Highsmith (traveling),,4,110,87,23,2493.0
6:13.0,I. Quickley makes 3-pt jump shot from 23 ft,90-110, ,,4,110,90,20,2507.0
5:56.0, ,90-113,K. Love makes 3-pt jump shot from 26 ft (assist by J. Jaquez),,4,113,90,23,2524.0
5:39.0,K. Olynyk misses 2-pt jump shot from 17 ft,90-113, ,,4,113,90,23,2541.0
5:34.0, ,90-113,Defensive rebound by K. Love,,4,113,90,23,2546.0
5:19.0, ,90-115,D. Wright makes 2-pt layup from 2 ft (assist by K. Love),,4,115,90,25,2561.0
5:10.0,G. Trent makes 3-pt jump shot from 28 ft (assist by I. Quickley),93-115, ,,4,115,93,22,2570.0
4:54.0, ,93-115,K. Love misses 3-pt jump shot from 27 ft,,4,115,93,22,2586.0
4:51.0,Defensive rebound by I. Quickley,93-115, ,,4,115,93,22,2589.0
4:44.0,G. Trent misses 3-pt jump shot from 24 ft,93-115, ,,4,115,93,22,2596.0
4:40.0, ,93-115,Defensive rebound by J. Butler,,4,115,93,22,2600.0
4:34.0, ,93-115,J. Jaquez misses 2-pt layup from 1 ft,,4,115,93,22,2606.0
4:34.0,Defensive rebound by K. Olynyk,93-115, ,,4,115,93,22,2606.0
4:31.0,Personal foul by K. Love (drawn by K. Olynyk),93-115, ,,4,115,93,22,2609.0
4:31.0, ,93-115,N. Jović enters the game for J. Butler,,4,115,93,22,2609.0
4:31.0, ,93-115,C. Martin enters the game for K. Love,,4,115,93,22,2609.0
4:21.0,R. Barrett makes 2-pt hook shot from 9 ft (assist by K. Olynyk),95-115, ,,4,115,95,20,2619.0
4:01.0, ,95-115,J. Jaquez misses 2-pt jump shot from 16 ft,,4,115,95,20,2639.0
3:57.0, ,95-115,Offensive rebound by H. Highsmith,,4,115,95,20,2643.0
3:54.0, ,95-117,J. Jaquez makes 2-pt layup from 5 ft (assist by D. Wright),,4,117,95,22,2646.0
3:53.0,Toronto full timeout,95-117, ,,4,117,95,22,2647.0
3:53.0,O. Agbaji enters the game for R. Barrett,95-117, ,,4,117,95,22,2647.0
3:53.0,J. Freeman-Liberty enters the game for G. Dick,95-117, ,,4,117,95,22,2647.0
3:53.0,J. Nwora enters the game for K. Olynyk,95-117, ,,4,117,95,22,2647.0
3:53.0,G. Temple enters the game for I. Quickley,95-117, ,,4,117,95,22,2647.0
3:53.0,M. Williams enters the game for G. Trent,95-117, ,,4,117,95,22,2647.0
3:37.0,Turnover by J. Freeman-Liberty (bad pass),95-117, ,,4,117,95,22,2663.0
3:25.0, ,95-117,Turnover by N. Jović (bad pass; steal by O. Agbaji),,4,117,95,22,2675.0
3:19.0,G. Temple makes 2-pt layup at rim,97-117, ,,4,117,97,20,2681.0
3:04.0, ,97-117,J. Jaquez misses 2-pt layup from 1 ft (block by O. Agbaji),,4,117,97,20,2696.0
3:02.0,Defensive rebound by J. Freeman-Liberty,97-117, ,,4,117,97,20,2698.0
2:57.0,G. Temple makes 2-pt layup from 1 ft,99-117, ,,4,117,99,18,2703.0
2:44.0, ,99-120,J. Jaquez makes 3-pt jump shot from 26 ft (assist by N. Jović),,4,120,99,21,2716.0
2:17.0,O. Agbaji misses 3-pt jump shot from 25 ft,99-120, ,,4,120,99,21,2743.0
2:15.0, ,99-120,Defensive rebound by N. Jović,,4,120,99,21,2745.0
2:00.0, ,99-123,N. Jović makes 3-pt jump shot from 27 ft (assist by D. Wright),,4,123,99,24,2760.0
1:40.0,Turnover by J. Nwora (bad pass; steal by D. Wright),99-123, ,,4,123,99,24,2780.0
1:36.0, ,99-123,D. Wright misses 3-pt jump shot from 25 ft,,4,123,99,24,2784.0
1:34.0,Defensive rebound by G. Temple,99-123, ,,4,123,99,24,2786.0
1:27.0,O. Agbaji makes 2-pt dunk at rim (assist by J. Freeman-Liberty),101-123, ,,4,123,101,22,2793.0
1:10.0, ,101-123,N. Jović misses 3-pt jump shot from 23 ft,,4,123,101,22,2810.0
1:07.0, ,101-123,Offensive rebound by C. Martin,,4,123,101,22,2813.0
1:04.0, ,101-123,Shooting foul by M. Williams (drawn by J. Jaquez),,4,123,101,22,2816.0
1:04.0, ,101-124,J. Jaquez makes free throw 1 of 2,,4,124,101,23,2816.0
1:04.0, ,101-124,J. Cain enters the game for H. Highsmith,,4,124,101,23,2816.0
1:04.0, ,101-124,O. Robinson enters the game for N. Jović,,4,124,101,23,2816.0
1:04.0, ,101-124,C. Swider enters the game for C. Martin,,4,124,101,23,2816.0
1:04.0, ,101-124,A. Williams enters the game for D. Wright,,4,124,101,23,2816.0
1:04.0, ,101-125,J. Jaquez makes free throw 2 of 2,,4,125,101,24,2816.0
0:59.0,Personal take foul by A. Williams (drawn by J. Freeman-Liberty),101-125, ,,4,125,101,24,2821.0
0:59.0,J. Freeman-Liberty makes free throw 1 of 2,102-125, ,,4,125,102,23,2821.0
0:59.0, ,102-125,D. Wright enters the game for J. Jaquez,,4,125,102,23,2821.0
0:59.0,J. Freeman-Liberty makes free throw 2 of 2,103-125, ,,4,125,103,22,2821.0
0:35.0, ,103-125,A. Williams misses 3-pt jump shot from 25 ft,,4,125,103,22,2845.0
0:32.0,Defensive rebound by J. Nwora,103-125, ,,4,125,103,22,2848.0
0:27.0,J. Freeman-Liberty misses 3-pt jump shot from 26 ft,103-125, ,,4,125,103,22,2853.0
0:25.0, ,103-125,Defensive rebound by J. Cain,,4,125,103,22,2855.0
0:01.0, ,103-125,Turnover by Team (shot clock),,4,125,103,22,2879.0
0:00.0,End of 4th quarter,103-125,,,4,125,103,22,2880.0
