Time,Miami,Score,Charlotte,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:48.0,C. Martin enters the game for J. Jaquez,83-70, ,,3,83,70,13,1992.0
2:48.0, ,83-71,T. Rozier makes free throw 2 of 2,,3,83,71,12,1992.0
2:24.0,K. Love misses 3-pt jump shot from 23 ft,83-71, ,,3,83,71,12,2016.0
2:21.0, ,83-71,Defensive rebound by M. Bridges,,3,83,71,12,2019.0
2:08.0, ,83-74,T. Rozier makes 3-pt jump shot from 26 ft (assist by B. McGowens),,3,83,74,9,2032.0
1:52.0,Turnover by C. Martin (bad pass),83-74, ,,3,83,74,9,2048.0
1:52.0,D. Robinson enters the game for K. Lowry,83-74, ,,3,83,74,9,2048.0
1:31.0, ,83-74,Shooting foul by C. Martin (drawn by B. McGowens),,3,83,74,9,2069.0
1:31.0, ,83-75,B. McGowens makes free throw 1 of 2,,3,83,75,8,2069.0
1:31.0, ,83-75,B. McGowens misses free throw 2 of 2,,3,83,75,8,2069.0
1:28.0,Defensive rebound by K. Love,83-75, ,,3,83,75,8,2072.0
1:05.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by J. Butler),86-75, ,,3,86,75,11,2095.0
0:46.0, ,86-75,Turnover by B. McGowens (bad pass; steal by D. Robinson),,3,86,75,11,2114.0
0:46.0,Personal foul by T. Rozier (drawn by C. Martin),86-75, ,,3,86,75,11,2114.0
0:46.0,C. Martin misses free throw 1 of 2,86-75, ,,3,86,75,11,2114.0
0:46.0,Offensive rebound by Team,86-75, ,,3,86,75,11,2114.0
0:46.0,J. Jaquez enters the game for J. Butler,86-75, ,,3,86,75,11,2114.0
0:46.0,C. Martin makes free throw 2 of 2,87-75, ,,3,87,75,12,2114.0
0:33.0, ,87-75,T. Rozier misses 3-pt jump shot from 23 ft,,3,87,75,12,2127.0
0:30.0,Defensive rebound by K. Love,87-75, ,,3,87,75,12,2130.0
0:29.0,Instant Replay (Challenge: Ruling Stands),87-75, ,,3,87,75,12,2131.0
0:29.0, ,87-75,Charlotte full timeout,,3,87,75,12,2131.0
0:13.0,K. Love makes 2-pt jump shot from 7 ft (assist by D. Robinson),89-75, ,,3,89,75,14,2147.0
0:00.0, ,89-77,M. Bridges makes 2-pt jump shot from 22 ft (assist by T. Rozier),,3,89,77,12,2160.0
0:00.0, ,89-77,Instant Replay (Request: Ruling Stands),,3,89,77,12,2160.0
0:00.0,End of 3rd quarter,89-77,,,3,89,77,12,2160.0
12:00.0,Start of 4th quarter,89-77,,,4,89,77,12,2160.0
11:51.0, ,89-79,M. Bridges makes 2-pt layup from 1 ft (assist by B. Miller),,4,89,79,10,2169.0
11:30.0,C. Martin misses 3-pt jump shot from 27 ft,89-79, ,,4,89,79,10,2190.0
11:30.0, ,89-79,Defensive rebound by Team,,4,89,79,10,2190.0
11:15.0, ,89-79,M. Bridges misses 2-pt jump shot from 20 ft,,4,89,79,10,2205.0
11:13.0,Defensive rebound by J. Richardson,89-79, ,,4,89,79,10,2207.0
11:06.0,J. Richardson misses 2-pt jump shot from 21 ft,89-79, ,,4,89,79,10,2214.0
11:04.0, ,89-79,Defensive rebound by P. Washington,,4,89,79,10,2216.0
10:56.0, ,89-79,P. Washington misses 3-pt jump shot from 26 ft,,4,89,79,10,2224.0
10:52.0,Defensive rebound by O. Robinson,89-79, ,,4,89,79,10,2228.0
10:39.0,J. Richardson misses 3-pt jump shot from 25 ft,89-79, ,,4,89,79,10,2241.0
10:36.0, ,89-79,Defensive rebound by M. Bridges,,4,89,79,10,2244.0
10:26.0, ,89-81,P. Washington makes 2-pt layup from 2 ft (assist by T. Rozier),,4,89,81,8,2254.0
10:26.0, ,89-81,Shooting foul by O. Robinson (drawn by P. Washington),,4,89,81,8,2254.0
10:26.0, ,89-82,P. Washington makes free throw 1 of 1,,4,89,82,7,2254.0
10:12.0,D. Robinson misses 2-pt layup from 3 ft,89-82, ,,4,89,82,7,2268.0
10:10.0, ,89-82,Defensive rebound by P. Washington,,4,89,82,7,2270.0
10:02.0, ,89-84,B. McGowens makes 2-pt layup from 2 ft (assist by B. Miller),,4,89,84,5,2278.0
10:02.0,Miami full timeout,89-84, ,,4,89,84,5,2278.0
9:51.0,Shooting foul by P. Washington (drawn by J. Jaquez),89-84, ,,4,89,84,5,2289.0
9:51.0,J. Jaquez makes free throw 1 of 2,90-84, ,,4,90,84,6,2289.0
9:51.0,J. Jaquez makes free throw 2 of 2,91-84, ,,4,91,84,7,2289.0
9:30.0, ,91-87,T. Rozier makes 3-pt jump shot from 25 ft (assist by P. Washington),,4,91,87,4,2310.0
9:16.0,C. Martin misses 2-pt layup from 4 ft,91-87, ,,4,91,87,4,2324.0
9:12.0,Offensive rebound by C. Martin,91-87, ,,4,91,87,4,2328.0
9:12.0,C. Martin makes 2-pt layup at rim,93-87, ,,4,93,87,6,2328.0
9:03.0, ,93-87,B. McGowens misses 2-pt layup from 2 ft,,4,93,87,6,2337.0
9:01.0,Defensive rebound by C. Martin,93-87, ,,4,93,87,6,2339.0
8:41.0,Offensive foul by J. Jaquez (drawn by B. McGowens),93-87, ,,4,93,87,6,2359.0
8:41.0,Turnover by J. Jaquez (offensive foul),93-87, ,,4,93,87,6,2359.0
8:41.0,K. Lowry enters the game for J. Jaquez,93-87, ,,4,93,87,6,2359.0
8:28.0, ,93-89,B. Miller makes 2-pt jump shot from 11 ft (assist by T. Rozier),,4,93,89,4,2372.0
8:10.0,K. Lowry misses 2-pt jump shot from 8 ft,93-89, ,,4,93,89,4,2390.0
8:08.0, ,93-89,Defensive rebound by B. Miller,,4,93,89,4,2392.0
7:59.0, ,93-89,M. Bridges misses 3-pt jump shot from 23 ft,,4,93,89,4,2401.0
7:56.0,Defensive rebound by D. Robinson,93-89, ,,4,93,89,4,2404.0
7:41.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by J. Richardson),96-89, ,,4,96,89,7,2419.0
7:28.0, ,96-91,B. Miller makes 2-pt dunk from 1 ft (assist by T. Rozier),,4,96,91,5,2432.0
7:28.0, ,96-91,Shooting foul by O. Robinson (drawn by B. Miller),,4,96,91,5,2432.0
7:28.0, ,96-91,G. Hayward enters the game for B. McGowens,,4,96,91,5,2432.0
7:28.0, ,96-92,B. Miller makes free throw 1 of 1,,4,96,92,4,2432.0
7:16.0,J. Richardson misses 3-pt jump shot from 26 ft,96-92, ,,4,96,92,4,2444.0
7:13.0, ,96-92,Defensive rebound by G. Hayward,,4,96,92,4,2447.0
6:53.0, ,96-95,T. Rozier makes 3-pt jump shot from 27 ft,,4,96,95,1,2467.0
6:51.0,Miami full timeout,96-95, ,,4,96,95,1,2469.0
6:51.0,J. Butler enters the game for J. Richardson,96-95, ,,4,96,95,1,2469.0
6:51.0,K. Love enters the game for O. Robinson,96-95, ,,4,96,95,1,2469.0
6:51.0, ,96-95,N. Richards enters the game for M. Bridges,,4,96,95,1,2469.0
6:28.0,J. Butler misses 2-pt layup from 4 ft,96-95, ,,4,96,95,1,2492.0
6:27.0,Offensive rebound by K. Love,96-95, ,,4,96,95,1,2493.0
6:27.0,K. Love makes 2-pt layup at rim,98-95, ,,4,98,95,3,2493.0
6:05.0, ,98-97,B. Miller makes 2-pt jump shot from 11 ft (assist by G. Hayward),,4,98,97,1,2515.0
5:45.0,D. Robinson makes 2-pt layup from 2 ft (assist by J. Butler),100-97, ,,4,100,97,3,2535.0
5:30.0, ,100-97,B. Miller misses 3-pt jump shot from 25 ft,,4,100,97,3,2550.0
5:27.0,Defensive rebound by J. Butler,100-97, ,,4,100,97,3,2553.0
5:21.0,K. Love misses 3-pt jump shot from 26 ft,100-97, ,,4,100,97,3,2559.0
5:19.0, ,100-97,Defensive rebound by T. Rozier,,4,100,97,3,2561.0
5:01.0, ,100-99,G. Hayward makes 2-pt jump shot from 14 ft (assist by T. Rozier),,4,100,99,1,2579.0
4:36.0,K. Lowry makes 3-pt jump shot from 26 ft,103-99, ,,4,103,99,4,2604.0
4:25.0, ,103-101,G. Hayward makes 2-pt jump shot from 2 ft,,4,103,101,2,2615.0
4:25.0, ,103-101,Shooting foul by K. Love (drawn by G. Hayward),,4,103,101,2,2615.0
4:25.0, ,103-101,M. Bridges enters the game for N. Richards,,4,103,101,2,2615.0
4:25.0, ,103-102,G. Hayward makes free throw 1 of 1,,4,103,102,1,2615.0
4:11.0,Shooting foul by G. Hayward (drawn by D. Robinson),103-102, ,,4,103,102,1,2629.0
4:11.0,D. Robinson makes free throw 1 of 3,104-102, ,,4,104,102,2,2629.0
4:11.0,D. Robinson makes free throw 2 of 3,105-102, ,,4,105,102,3,2629.0
4:11.0,D. Robinson makes free throw 3 of 3,106-102, ,,4,106,102,4,2629.0
3:50.0, ,106-102,G. Hayward misses 2-pt layup from 2 ft,,4,106,102,4,2650.0
3:48.0,Defensive rebound by K. Lowry,106-102, ,,4,106,102,4,2652.0
3:39.0,D. Robinson misses 3-pt jump shot from 23 ft,106-102, ,,4,106,102,4,2661.0
3:37.0,Offensive rebound by J. Butler,106-102, ,,4,106,102,4,2663.0
3:27.0,Shooting foul by B. Miller (drawn by K. Lowry),106-102, ,,4,106,102,4,2673.0
3:27.0,K. Lowry misses free throw 1 of 2,106-102, ,,4,106,102,4,2673.0
3:27.0,Offensive rebound by Team,106-102, ,,4,106,102,4,2673.0
3:27.0,K. Lowry misses free throw 2 of 2,106-102, ,,4,106,102,4,2673.0
3:26.0, ,106-102,Defensive rebound by P. Washington,,4,106,102,4,2674.0
3:26.0, ,106-102,Charlotte full timeout,,4,106,102,4,2674.0
3:14.0, ,106-102,Personal foul by J. Butler (drawn by T. Rozier),,4,106,102,4,2686.0
3:06.0, ,106-102,B. Miller misses 2-pt jump shot from 13 ft,,4,106,102,4,2694.0
3:04.0,Defensive rebound by K. Lowry,106-102, ,,4,106,102,4,2696.0
2:55.0,J. Butler makes 2-pt layup from 1 ft (assist by D. Robinson),108-102, ,,4,108,102,6,2705.0
2:55.0,Shooting foul by M. Bridges (drawn by J. Butler),108-102, ,,4,108,102,6,2705.0
2:55.0,J. Butler makes free throw 1 of 1,109-102, ,,4,109,102,7,2705.0
2:37.0, ,109-105,B. Miller makes 3-pt jump shot from 23 ft (assist by P. Washington),,4,109,105,4,2723.0
2:15.0,K. Love makes 3-pt jump shot from 28 ft (assist by K. Lowry),112-105, ,,4,112,105,7,2745.0
2:00.0, ,112-105,B. Miller misses 3-pt jump shot from 26 ft,,4,112,105,7,2760.0
1:57.0, ,112-105,Offensive rebound by T. Rozier,,4,112,105,7,2763.0
1:56.0, ,112-108,P. Washington makes 3-pt jump shot from 25 ft (assist by T. Rozier),,4,112,108,4,2764.0
1:32.0,C. Martin makes 2-pt jump shot from 9 ft,114-108, ,,4,114,108,6,2788.0
1:19.0, ,114-108,P. Washington misses 3-pt jump shot from 27 ft,,4,114,108,6,2801.0
1:15.0,Defensive rebound by C. Martin,114-108, ,,4,114,108,6,2805.0
0:59.0,Turnover by J. Butler (traveling),114-108, ,,4,114,108,6,2821.0
0:43.0, ,114-111,T. Rozier makes 3-pt jump shot from 26 ft,,4,114,111,3,2837.0
0:21.0,Turnover by J. Butler (lost ball; steal by G. Hayward),114-111, ,,4,114,111,3,2859.0
0:15.0, ,114-111,Charlotte full timeout,,4,114,111,3,2865.0
0:15.0,J. Jaquez enters the game for K. Love,114-111, ,,4,114,111,3,2865.0
0:15.0,J. Richardson enters the game for D. Robinson,114-111, ,,4,114,111,3,2865.0
0:12.0, ,114-111,Personal foul by J. Jaquez (drawn by T. Rozier),,4,114,111,3,2868.0
0:12.0,K. Love enters the game for J. Jaquez,114-111, ,,4,114,111,3,2868.0
0:12.0, ,114-112,T. Rozier makes free throw 1 of 2,,4,114,112,2,2868.0
0:12.0, ,114-112,B. McGowens enters the game for B. Miller,,4,114,112,2,2868.0
0:12.0, ,114-112,T. Rozier misses free throw 2 of 2,,4,114,112,2,2868.0
0:12.0,Defensive rebound by Team,114-112, ,,4,114,112,2,2868.0
0:12.0,Miami full timeout,114-112, ,,4,114,112,2,2868.0
0:12.0,D. Robinson enters the game for K. Love,114-112, ,,4,114,112,2,2868.0
0:12.0, ,114-112,J. Thor enters the game for B. McGowens,,4,114,112,2,2868.0
0:09.0,Personal take foul by T. Rozier (drawn by C. Martin),114-112, ,,4,114,112,2,2871.0
0:09.0,C. Martin misses free throw 1 of 2,114-112, ,,4,114,112,2,2871.0
0:09.0,Offensive rebound by Team,114-112, ,,4,114,112,2,2871.0
0:09.0, ,114-112,N. Richards enters the game for J. Thor,,4,114,112,2,2871.0
0:09.0,C. Martin makes free throw 2 of 2,115-112, ,,4,115,112,3,2871.0
0:09.0, ,115-112,Charlotte full timeout,,4,115,112,3,2871.0
0:09.0, ,115-112,B. Miller enters the game for N. Richards,,4,115,112,3,2871.0
0:09.0, ,115-112,Personal take foul by J. Butler (drawn by T. Rozier),,4,115,112,3,2871.0
0:09.0, ,115-113,T. Rozier makes free throw 1 of 2,,4,115,113,2,2871.0
0:09.0,K. Love enters the game for D. Robinson,115-113, ,,4,115,113,2,2871.0
0:09.0, ,115-114,T. Rozier makes free throw 2 of 2,,4,115,114,1,2871.0
0:09.0,Miami full timeout,115-114, ,,4,115,114,1,2871.0
0:09.0,D. Robinson enters the game for K. Love,115-114, ,,4,115,114,1,2871.0
0:07.0,J. Butler misses 2-pt layup from 4 ft (block by P. Washington),115-114, ,,4,115,114,1,2873.0
0:07.0,Offensive rebound by Team,115-114, ,,4,115,114,1,2873.0
0:04.0,Personal foul by T. Rozier (drawn by J. Butler),115-114, ,,4,115,114,1,2876.0
0:04.0,J. Butler misses free throw 1 of 2,115-114, ,,4,115,114,1,2876.0
0:04.0,Offensive rebound by Team,115-114, ,,4,115,114,1,2876.0
0:04.0,J. Butler makes free throw 2 of 2,116-114, ,,4,116,114,2,2876.0
0:00.0, ,116-114,T. Rozier misses 3-pt jump shot from 44 ft,,4,116,114,2,2880.0
0:00.0, ,116-114,Offensive rebound by Team,,4,116,114,2,2880.0
0:00.0,End of 4th quarter,116-114,,,4,116,114,2,2880.0
