Time,Utah,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:55.0,Offensive rebound by Team,78-82, ,,3,82,78,4,1925.0
3:55.0,Jump ball: O. Yurtseven vs. O. Robinson (T. Horton-Tucker gains possession),78-82,,,3,82,78,4,1925.0
3:42.0,K. George makes 2-pt jump shot from 9 ft (assist by T. Horton-Tucker),80-82, ,,3,82,80,2,1938.0
3:28.0, ,80-82,T. Rozier misses 3-pt jump shot from 27 ft,,3,82,80,2,1952.0
3:24.0, ,80-82,Offensive rebound by O. Robinson,,3,82,80,2,1956.0
3:19.0, ,80-82,O. Robinson misses 2-pt hook shot from 4 ft,,3,82,80,2,1961.0
3:15.0,Defensive rebound by O. Yurtseven,80-82, ,,3,82,80,2,1965.0
3:11.0,T. Horton-Tucker makes 3-pt jump shot from 26 ft (assist by L. Markkanen),83-82, ,Lead change,3,82,83,-1,1969.0
2:51.0, ,83-84,N. Jović makes 2-pt layup from 2 ft (assist by J. Butler),Lead change,3,84,83,1,1989.0
2:36.0,Personal foul by T. Rozier (drawn by L. Markkanen),83-84, ,,3,84,83,1,2004.0
2:36.0, ,83-84,Miami full timeout,,3,84,83,1,2004.0
2:36.0, ,83-84,B. Adebayo enters the game for O. Robinson,,3,84,83,1,2004.0
2:36.0, ,83-84,C. Martin enters the game for T. Rozier,,3,84,83,1,2004.0
2:36.0,L. Markkanen makes free throw 1 of 2,84-84, ,Tie,3,84,84,0,2004.0
2:36.0,L. Markkanen makes free throw 2 of 2,85-84, ,Lead change,3,84,85,-1,2004.0
2:21.0, ,85-86,J. Butler makes 2-pt layup from 1 ft (assist by N. Jović),Lead change,3,86,85,1,2019.0
2:03.0,K. Dunn misses 3-pt jump shot from 24 ft,85-86, ,,3,86,85,1,2037.0
2:00.0, ,85-86,Defensive rebound by N. Jović,,3,86,85,1,2040.0
1:48.0, ,85-86,Personal foul by T. Horton-Tucker (drawn by C. Martin),,3,86,85,1,2052.0
1:48.0, ,85-87,C. Martin makes free throw 1 of 2,,3,87,85,2,2052.0
1:48.0, ,85-87,D. Robinson enters the game for J. Butler,,3,87,85,2,2052.0
1:48.0, ,85-88,C. Martin makes free throw 2 of 2,,3,88,85,3,2052.0
1:25.0,T. Horton-Tucker misses 2-pt jump shot from 5 ft,85-88, ,,3,88,85,3,2075.0
1:21.0, ,85-88,Defensive rebound by C. Martin,,3,88,85,3,2079.0
1:14.0, ,85-88,N. Jović misses 3-pt jump shot from 27 ft,,3,88,85,3,2086.0
1:11.0,Defensive rebound by T. Horton-Tucker,85-88, ,,3,88,85,3,2089.0
0:59.0,O. Yurtseven makes 2-pt layup from 5 ft (assist by T. Horton-Tucker),87-88, ,,3,88,87,1,2101.0
0:41.0, ,87-90,J. Jaquez makes 2-pt layup from 1 ft (assist by B. Adebayo),,3,90,87,3,2119.0
0:37.0,Personal foul by N. Jović (drawn by L. Markkanen),87-90, ,,3,90,87,3,2123.0
0:37.0,L. Markkanen makes free throw 1 of 2,88-90, ,,3,90,88,2,2123.0
0:37.0,B. Sensabaugh enters the game for K. Dunn,88-90, ,,3,90,88,2,2123.0
0:37.0, ,88-90,H. Highsmith enters the game for N. Jović,,3,90,88,2,2123.0
0:37.0,L. Markkanen misses free throw 2 of 2,88-90, ,,3,90,88,2,2123.0
0:36.0, ,88-90,Defensive rebound by Team,,3,90,88,2,2124.0
0:30.0, ,88-90,D. Robinson misses 3-pt jump shot from 27 ft,,3,90,88,2,2130.0
0:30.0,Defensive rebound by T. Horton-Tucker,88-90, ,,3,90,88,2,2130.0
0:09.0,Shooting foul by H. Highsmith (drawn by L. Markkanen),88-90, ,,3,90,88,2,2151.0
0:09.0,L. Markkanen makes free throw 1 of 2,89-90, ,,3,90,89,1,2151.0
0:09.0,L. Markkanen makes free throw 2 of 2,90-90, ,Tie,3,90,90,0,2151.0
0:00.0, ,90-90,J. Jaquez misses 3-pt jump shot from 27 ft,,3,90,90,0,2160.0
0:00.0, ,90-90,Offensive rebound by Team,,3,90,90,0,2160.0
0:00.0,End of 3rd quarter,90-90,,,3,90,90,0,2160.0
12:00.0,Start of 4th quarter,90-90,,,4,90,90,0,2160.0
11:43.0, ,90-92,B. Adebayo makes 2-pt jump shot from 6 ft,,4,92,90,2,2177.0
11:24.0,K. George makes 3-pt jump shot from 24 ft (assist by L. Markkanen),93-92, ,Lead change,4,92,93,-1,2196.0
11:14.0, ,93-92,Shooting foul by T. Horton-Tucker (drawn by C. Martin),,4,92,93,-1,2206.0
11:14.0, ,93-93,C. Martin makes free throw 1 of 2,Tie,4,93,93,0,2206.0
11:14.0, ,93-94,C. Martin makes free throw 2 of 2,Lead change,4,94,93,1,2206.0
11:04.0,Turnover by K. George (out of bounds lost ball),93-94, ,,4,94,93,1,2216.0
10:57.0, ,93-94,D. Robinson misses 3-pt jump shot from 26 ft,,4,94,93,1,2223.0
10:53.0,Defensive rebound by O. Yurtseven,93-94, ,,4,94,93,1,2227.0
10:46.0,T. Horton-Tucker misses 2-pt layup from 2 ft,93-94, ,,4,94,93,1,2234.0
10:44.0, ,93-94,Defensive rebound by J. Jaquez,,4,94,93,1,2236.0
10:40.0, ,93-96,H. Highsmith makes 2-pt dunk from 1 ft (assist by C. Martin),,4,96,93,3,2240.0
10:24.0,Turnover by B. Sensabaugh (out of bounds lost ball),93-96, ,,4,96,93,3,2256.0
10:07.0, ,93-98,D. Robinson makes 2-pt jump shot from 4 ft (assist by B. Adebayo),,4,98,93,5,2273.0
9:43.0,Shooting foul by D. Robinson (drawn by L. Markkanen),93-98, ,,4,98,93,5,2297.0
9:43.0,L. Markkanen makes free throw 1 of 2,94-98, ,,4,98,94,4,2297.0
9:43.0,J. Collins enters the game for O. Yurtseven,94-98, ,,4,98,94,4,2297.0
9:43.0,L. Markkanen makes free throw 2 of 2,95-98, ,,4,98,95,3,2297.0
9:36.0, ,95-98,Shooting foul by T. Horton-Tucker (drawn by J. Jaquez),,4,98,95,3,2304.0
9:36.0, ,95-98,J. Jaquez misses free throw 1 of 2,,4,98,95,3,2304.0
9:36.0, ,95-98,Offensive rebound by Team,,4,98,95,3,2304.0
9:36.0, ,95-99,J. Jaquez makes free throw 2 of 2,,4,99,95,4,2304.0
9:18.0,K. George makes 3-pt jump shot from 26 ft,98-99, ,,4,99,98,1,2322.0
8:57.0, ,98-99,H. Highsmith misses 3-pt jump shot from 27 ft,,4,99,98,1,2343.0
8:54.0,Defensive rebound by T. Horton-Tucker,98-99, ,,4,99,98,1,2346.0
8:45.0,K. George makes 2-pt layup from 1 ft,100-99, ,Lead change,4,99,100,-1,2355.0
8:30.0, ,100-99,Shooting foul by L. Markkanen (drawn by B. Adebayo),,4,99,100,-1,2370.0
8:30.0, ,100-100,B. Adebayo makes free throw 1 of 2,Tie,4,100,100,0,2370.0
8:30.0, ,100-100,B. Adebayo misses free throw 2 of 2,,4,100,100,0,2370.0
8:28.0,Defensive rebound by Team,100-100, ,,4,100,100,0,2372.0
8:07.0,J. Collins makes 2-pt layup at rim (assist by L. Markkanen),102-100, ,,4,100,102,-2,2393.0
7:53.0, ,102-102,J. Jaquez makes 2-pt layup from 2 ft (assist by D. Robinson),Tie,4,102,102,0,2407.0
7:31.0,Personal foul by C. Martin (drawn by L. Markkanen),102-102, ,,4,102,102,0,2429.0
7:31.0,C. Sexton enters the game for T. Horton-Tucker,102-102, ,,4,102,102,0,2429.0
7:16.0,K. George misses 3-pt jump shot from 24 ft,102-102, ,,4,102,102,0,2444.0
7:15.0, ,102-102,Defensive rebound by Team,,4,102,102,0,2445.0
7:15.0, ,102-102,J. Butler enters the game for C. Martin,,4,102,102,0,2445.0
7:15.0,Utah full timeout,102-102, ,,4,102,102,0,2445.0
7:15.0, ,102-102,C. Martin enters the game for J. Butler,,4,102,102,0,2445.0
7:15.0,Instant Replay (Challenge: Stands),102-102, ,,4,102,102,0,2445.0
7:15.0,T. Hendricks enters the game for B. Sensabaugh,102-102, ,,4,102,102,0,2445.0
7:01.0, ,102-104,B. Adebayo makes 2-pt hook shot from 6 ft,Lead change,4,104,102,2,2459.0
6:35.0,L. Markkanen misses 3-pt jump shot from 27 ft,102-104, ,,4,104,102,2,2485.0
6:32.0, ,102-104,Defensive rebound by J. Jaquez,,4,104,102,2,2488.0
6:14.0, ,102-106,B. Adebayo makes 2-pt layup at rim,,4,106,102,4,2506.0
6:03.0,Personal foul by J. Jaquez (drawn by J. Collins),102-106, ,,4,106,102,4,2517.0
6:03.0, ,102-106,T. Rozier enters the game for D. Robinson,,4,106,102,4,2517.0
5:57.0,Turnover by K. George (out of bounds lost ball),102-106, ,,4,106,102,4,2523.0
5:46.0, ,102-106,H. Highsmith misses 3-pt jump shot from 27 ft,,4,106,102,4,2534.0
5:42.0,Defensive rebound by T. Hendricks,102-106, ,,4,106,102,4,2538.0
5:37.0,C. Sexton misses 2-pt layup from 1 ft (block by H. Highsmith),102-106, ,,4,106,102,4,2543.0
5:37.0, ,102-106,Defensive rebound by B. Adebayo,,4,106,102,4,2543.0
5:30.0, ,102-106,H. Highsmith misses 3-pt jump shot from 23 ft,,4,106,102,4,2550.0
5:27.0,Defensive rebound by T. Hendricks,102-106, ,,4,106,102,4,2553.0
5:24.0,K. George misses 3-pt jump shot from 26 ft,102-106, ,,4,106,102,4,2556.0
5:20.0,Offensive rebound by T. Hendricks,102-106, ,,4,106,102,4,2560.0
5:19.0,Turnover by T. Hendricks (lost ball; steal by J. Jaquez),102-106, ,,4,106,102,4,2561.0
5:14.0, ,102-106,J. Butler misses 2-pt layup from 2 ft,,4,106,102,4,2566.0
5:11.0,Defensive rebound by K. George,102-106, ,,4,106,102,4,2569.0
5:09.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by K. George),105-106, ,,4,106,105,1,2571.0
4:56.0, ,105-108,J. Butler makes 2-pt layup from 2 ft,,4,108,105,3,2584.0
4:56.0, ,105-108,Shooting foul by L. Markkanen (drawn by J. Butler),,4,108,105,3,2584.0
4:56.0,Utah full timeout,105-108, ,,4,108,105,3,2584.0
4:56.0, ,105-108,C. Martin enters the game for H. Highsmith,,4,108,105,3,2584.0
4:56.0, ,105-108,J. Butler misses free throw 1 of 1,,4,108,105,3,2584.0
4:54.0,Defensive rebound by T. Hendricks,105-108, ,,4,108,105,3,2586.0
4:43.0,Shooting foul by B. Adebayo (drawn by L. Markkanen),105-108, ,,4,108,105,3,2597.0
4:43.0,L. Markkanen makes free throw 1 of 2,106-108, ,,4,108,106,2,2597.0
4:43.0,L. Markkanen makes free throw 2 of 2,107-108, ,,4,108,107,1,2597.0
4:25.0, ,107-108,C. Martin misses 3-pt jump shot from 24 ft,,4,108,107,1,2615.0
4:23.0, ,107-108,Offensive rebound by J. Jaquez,,4,108,107,1,2617.0
4:22.0, ,107-110,C. Martin makes 2-pt layup from 1 ft (assist by J. Jaquez),,4,110,107,3,2618.0
4:00.0,K. George misses 3-pt jump shot from 27 ft,107-110, ,,4,110,107,3,2640.0
3:56.0, ,107-110,Defensive rebound by T. Rozier,,4,110,107,3,2644.0
3:53.0, ,107-110,T. Rozier misses 2-pt layup from 2 ft,,4,110,107,3,2647.0
3:48.0, ,107-110,Offensive rebound by B. Adebayo,,4,110,107,3,2652.0
3:48.0, ,107-112,B. Adebayo makes 2-pt layup at rim,,4,112,107,5,2652.0
3:44.0,J. Collins makes 2-pt dunk at rim (assist by C. Sexton),109-112, ,,4,112,109,3,2656.0
3:14.0, ,109-112,J. Butler misses 2-pt jump shot from 13 ft,,4,112,109,3,2686.0
3:11.0,Defensive rebound by L. Markkanen,109-112, ,,4,112,109,3,2689.0
3:07.0,C. Sexton misses 2-pt layup from 1 ft (block by C. Martin),109-112, ,,4,112,109,3,2693.0
3:03.0, ,109-112,Defensive rebound by B. Adebayo,,4,112,109,3,2697.0
3:02.0, ,109-112,Shooting foul by L. Markkanen (drawn by T. Rozier),,4,112,109,3,2698.0
3:02.0, ,109-113,T. Rozier makes free throw 1 of 2,,4,113,109,4,2698.0
3:02.0, ,109-114,T. Rozier makes free throw 2 of 2,,4,114,109,5,2698.0
2:53.0,Turnover by L. Markkanen (lost ball; steal by J. Butler),109-114, ,,4,114,109,5,2707.0
2:38.0, ,109-117,C. Martin makes 3-pt jump shot from 22 ft (assist by T. Rozier),,4,117,109,8,2722.0
2:20.0,K. George misses 2-pt jump shot from 12 ft,109-117, ,,4,117,109,8,2740.0
2:19.0,Offensive rebound by L. Markkanen,109-117, ,,4,117,109,8,2741.0
2:17.0,L. Markkanen makes 2-pt dunk from 1 ft,111-117, ,,4,117,111,6,2743.0
2:17.0, ,111-117,D. Robinson enters the game for C. Martin,,4,117,111,6,2743.0
1:55.0, ,111-119,J. Butler makes 2-pt jump shot from 15 ft (assist by T. Rozier),,4,119,111,8,2765.0
1:34.0,C. Sexton makes 2-pt jump shot from 15 ft (assist by L. Markkanen),113-119, ,,4,119,113,6,2786.0
1:11.0, ,113-121,J. Butler makes 2-pt layup from 1 ft (assist by T. Rozier),,4,121,113,8,2809.0
1:11.0, ,113-121,Shooting foul by T. Hendricks (drawn by J. Butler),,4,121,113,8,2809.0
1:11.0, ,113-122,J. Butler makes free throw 1 of 1,,4,122,113,9,2809.0
1:01.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by K. George),116-122, ,,4,122,116,6,2819.0
0:43.0, ,116-122,J. Jaquez misses 2-pt jump shot from 15 ft,,4,122,116,6,2837.0
0:39.0,Defensive rebound by T. Hendricks,116-122, ,,4,122,116,6,2841.0
0:35.0,K. George makes 2-pt layup from 1 ft,118-122, ,,4,122,118,4,2845.0
0:24.0, ,118-124,T. Rozier makes 2-pt layup from 2 ft,,4,124,118,6,2856.0
0:24.0,Utah full timeout,118-124, ,,4,124,118,6,2856.0
0:24.0,K. Dunn enters the game for T. Hendricks,118-124, ,,4,124,118,6,2856.0
0:24.0, ,118-124,H. Highsmith enters the game for D. Robinson,,4,124,118,6,2856.0
0:20.0,L. Markkanen misses 2-pt layup at rim,118-124, ,,4,124,118,6,2860.0
0:16.0, ,118-124,Defensive rebound by B. Adebayo,,4,124,118,6,2864.0
0:16.0, ,118-124,Personal foul by L. Markkanen (drawn by B. Adebayo),,4,124,118,6,2864.0
0:16.0, ,118-125,B. Adebayo makes free throw 1 of 2,,4,125,118,7,2864.0
0:16.0, ,118-126,B. Adebayo makes free throw 2 of 2,,4,126,118,8,2864.0
0:10.0,K. George makes 2-pt layup from 1 ft,120-126, ,,4,126,120,6,2870.0
0:00.0,End of 4th quarter,120-126,,,4,126,120,6,2880.0
