Time,Miami,Score,Washington,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:23.0, ,66-68,K. Kuzma misses 2-pt jump shot from 18 ft,,3,66,68,-2,1837.0
5:18.0,Defensive rebound by K. Love,66-68, ,,3,66,68,-2,1842.0
5:10.0,J. Jaquez makes 2-pt layup from 4 ft (assist by J. Butler),68-68, ,Tie,3,68,68,0,1850.0
5:04.0, ,68-68,Turnover by B. Coulibaly (traveling),,3,68,68,0,1856.0
4:54.0,Personal foul by K. Kuzma (drawn by J. Butler),68-68, ,,3,68,68,0,1866.0
4:54.0,J. Butler makes free throw 1 of 2,69-68, ,Lead change,3,69,68,1,1866.0
4:54.0,J. Butler makes free throw 2 of 2,70-68, ,,3,70,68,2,1866.0
4:40.0, ,70-71,C. Kispert makes 3-pt jump shot from 26 ft (assist by B. Coulibaly),Lead change,3,70,71,-1,1880.0
4:29.0,K. Love makes 2-pt layup from 2 ft (assist by T. Rozier),72-71, ,Lead change,3,72,71,1,1891.0
4:16.0, ,72-71,T. Jones misses 2-pt jump shot from 14 ft,,3,72,71,1,1904.0
4:13.0,Defensive rebound by T. Rozier,72-71, ,,3,72,71,1,1907.0
4:07.0,T. Rozier makes 2-pt layup from 2 ft,74-71, ,,3,74,71,3,1913.0
3:48.0, ,74-71,B. Coulibaly misses 2-pt jump shot from 13 ft,,3,74,71,3,1932.0
3:45.0,Defensive rebound by J. Butler,74-71, ,,3,74,71,3,1935.0
3:30.0,H. Highsmith misses 3-pt jump shot from 26 ft,74-71, ,,3,74,71,3,1950.0
3:26.0, ,74-71,Defensive rebound by D. Avdija,,3,74,71,3,1954.0
3:22.0, ,74-71,Offensive foul by D. Avdija (drawn by T. Rozier),,3,74,71,3,1958.0
3:22.0, ,74-71,Turnover by D. Avdija (offensive foul),,3,74,71,3,1958.0
3:22.0,C. Martin enters the game for H. Highsmith,74-71, ,,3,74,71,3,1958.0
3:22.0, ,74-71,L. Shamet enters the game for D. Avdija,,3,74,71,3,1958.0
3:04.0,K. Love makes 2-pt hook shot from 6 ft,76-71, ,,3,76,71,5,1976.0
2:48.0, ,76-71,K. Kuzma misses 2-pt jump shot from 15 ft,,3,76,71,5,1992.0
2:43.0,Defensive rebound by K. Love,76-71, ,,3,76,71,5,1997.0
2:29.0,T. Rozier misses 3-pt jump shot from 26 ft,76-71, ,,3,76,71,5,2011.0
2:25.0, ,76-71,Defensive rebound by K. Kuzma,,3,76,71,5,2015.0
2:18.0, ,76-71,C. Kispert misses 3-pt jump shot from 27 ft,,3,76,71,5,2022.0
2:15.0,Defensive rebound by K. Love,76-71, ,,3,76,71,5,2025.0
1:57.0,K. Love makes 3-pt jump shot from 25 ft (assist by C. Martin),79-71, ,,3,79,71,8,2043.0
1:42.0, ,79-71,T. Jones misses 3-pt jump shot from 27 ft,,3,79,71,8,2058.0
1:39.0,Defensive rebound by J. Jaquez,79-71, ,,3,79,71,8,2061.0
1:25.0,J. Jaquez makes 2-pt layup from 1 ft (assist by T. Rozier),81-71, ,,3,81,71,10,2075.0
1:25.0, ,81-71,Washington full timeout,,3,81,71,10,2075.0
1:25.0,T. Herro enters the game for J. Butler,81-71, ,,3,81,71,10,2075.0
1:25.0,J. Richardson enters the game for T. Rozier,81-71, ,,3,81,71,10,2075.0
1:25.0, ,81-71,D. Gafford enters the game for T. Jones,,3,81,71,10,2075.0
1:25.0, ,81-71,J. Poole enters the game for K. Kuzma,,3,81,71,10,2075.0
1:03.0, ,81-71,Turnover by L. Shamet (bad pass; steal by J. Jaquez),,3,81,71,10,2097.0
0:57.0,J. Jaquez misses 2-pt layup from 5 ft (block by J. Poole),81-71, ,,3,81,71,10,2103.0
0:53.0, ,81-71,Defensive rebound by D. Gafford,,3,81,71,10,2107.0
0:50.0, ,81-71,J. Poole misses 2-pt layup from 5 ft,,3,81,71,10,2110.0
0:47.0, ,81-71,Offensive rebound by D. Gafford,,3,81,71,10,2113.0
0:47.0, ,81-73,D. Gafford makes 2-pt dunk at rim,,3,81,73,8,2113.0
0:35.0,C. Martin misses 3-pt jump shot from 26 ft,81-73, ,,3,81,73,8,2125.0
0:30.0, ,81-73,Defensive rebound by D. Gafford,,3,81,73,8,2130.0
0:28.0, ,81-73,Shooting foul by J. Richardson (drawn by D. Gafford),,3,81,73,8,2132.0
0:28.0, ,81-73,D. Gafford misses free throw 1 of 2,,3,81,73,8,2132.0
0:28.0, ,81-73,Offensive rebound by Team,,3,81,73,8,2132.0
0:28.0, ,81-74,D. Gafford makes free throw 2 of 2,,3,81,74,7,2132.0
0:08.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by T. Herro),84-74, ,,3,84,74,10,2152.0
0:05.0, ,84-74,Turnover by J. Poole (dbl dribble),,3,84,74,10,2155.0
0:05.0, ,84-74,A. Gill enters the game for D. Gafford,,3,84,74,10,2155.0
0:03.0,T. Herro makes 3-pt jump shot from 26 ft (assist by K. Love),87-74, ,,3,87,74,13,2157.0
0:01.0, ,87-74,C. Kispert misses 3-pt jump shot from 45 ft,,3,87,74,13,2159.0
0:01.0, ,87-74,Offensive rebound by Team,,3,87,74,13,2159.0
0:00.0,End of 3rd quarter,87-74,,,3,87,74,13,2160.0
12:00.0,Start of 4th quarter,87-74,,,4,87,74,13,2160.0
12:00.0,Violation by Team (delay of game),87-74, ,,4,87,74,13,2160.0
11:54.0,Personal foul by C. Kispert (drawn by B. Adebayo),87-74, ,,4,87,74,13,2166.0
11:37.0,B. Adebayo misses 2-pt jump shot from 12 ft,87-74, ,,4,87,74,13,2183.0
11:34.0, ,87-74,Defensive rebound by L. Shamet,,4,87,74,13,2186.0
11:20.0, ,87-76,L. Shamet makes 2-pt jump shot from 7 ft (assist by J. Poole),,4,87,76,11,2200.0
11:20.0,Violation by Team (def goaltending),87-76, ,,4,87,76,11,2200.0
11:20.0, ,87-76,Shooting foul by C. Martin (drawn by L. Shamet),,4,87,76,11,2200.0
11:20.0, ,87-77,L. Shamet makes free throw 1 of 1,,4,87,77,10,2200.0
11:13.0,T. Herro misses 3-pt jump shot from 27 ft,87-77, ,,4,87,77,10,2207.0
11:10.0,Offensive rebound by C. Martin,87-77, ,,4,87,77,10,2210.0
11:06.0,Offensive foul by B. Adebayo (drawn by L. Shamet),87-77, ,,4,87,77,10,2214.0
11:06.0,Turnover by B. Adebayo (offensive foul),87-77, ,,4,87,77,10,2214.0
10:42.0, ,87-77,D. Gafford misses 2-pt hook shot from 8 ft,,4,87,77,10,2238.0
10:37.0,Defensive rebound by B. Adebayo,87-77, ,,4,87,77,10,2243.0
10:17.0,T. Herro misses 2-pt jump shot from 18 ft,87-77, ,,4,87,77,10,2263.0
10:14.0, ,87-77,Defensive rebound by B. Coulibaly,,4,87,77,10,2266.0
10:04.0, ,87-77,J. Poole misses 3-pt jump shot from 29 ft,,4,87,77,10,2276.0
10:00.0, ,87-77,Offensive rebound by D. Gafford,,4,87,77,10,2280.0
9:59.0, ,87-77,C. Kispert misses 3-pt jump shot from 28 ft,,4,87,77,10,2281.0
9:56.0,Defensive rebound by J. Richardson,87-77, ,,4,87,77,10,2284.0
9:52.0,Personal foul by L. Shamet (drawn by T. Herro),87-77, ,,4,87,77,10,2288.0
9:44.0,T. Herro makes 2-pt layup from 1 ft (assist by J. Jaquez),89-77, ,,4,89,77,12,2296.0
9:22.0, ,89-77,L. Shamet misses 3-pt jump shot from 31 ft,,4,89,77,12,2318.0
9:20.0,Defensive rebound by J. Richardson,89-77, ,,4,89,77,12,2320.0
9:16.0,J. Richardson misses 3-pt jump shot from 26 ft,89-77, ,,4,89,77,12,2324.0
9:12.0, ,89-77,Defensive rebound by D. Gafford,,4,89,77,12,2328.0
9:05.0, ,89-77,Personal foul by J. Jaquez (drawn by B. Coulibaly),,4,89,77,12,2335.0
9:01.0, ,89-77,Turnover by D. Gafford (lost ball; steal by J. Jaquez),,4,89,77,12,2339.0
8:57.0,J. Richardson makes 2-pt layup from 3 ft (assist by C. Martin),91-77, ,,4,91,77,14,2343.0
8:56.0, ,91-77,Washington full timeout,,4,91,77,14,2344.0
8:56.0, ,91-77,D. Avdija enters the game for B. Coulibaly,,4,91,77,14,2344.0
8:56.0, ,91-77,K. Kuzma enters the game for L. Shamet,,4,91,77,14,2344.0
8:43.0, ,91-77,J. Poole misses 3-pt jump shot from 28 ft,,4,91,77,14,2357.0
8:38.0,Defensive rebound by C. Martin,91-77, ,,4,91,77,14,2362.0
8:19.0,J. Jaquez makes 2-pt layup from 4 ft,93-77, ,,4,93,77,16,2381.0
8:04.0, ,93-79,K. Kuzma makes 2-pt layup from 3 ft (assist by D. Gafford),,4,93,79,14,2396.0
7:51.0,Turnover by B. Adebayo (traveling),93-79, ,,4,93,79,14,2409.0
7:41.0, ,93-81,D. Gafford makes 2-pt layup from 3 ft (assist by J. Poole),,4,93,81,12,2419.0
7:23.0,B. Adebayo makes 2-pt layup from 4 ft (assist by T. Herro),95-81, ,,4,95,81,14,2437.0
7:17.0, ,95-81,Personal foul by T. Herro (drawn by J. Poole),,4,95,81,14,2443.0
7:17.0,Technical foul by B. Adebayo,95-81, ,,4,95,81,14,2443.0
7:17.0, ,95-82,J. Poole makes technical free throw,,4,95,82,13,2443.0
7:13.0, ,95-82,J. Poole misses 3-pt jump shot from 23 ft,,4,95,82,13,2447.0
7:10.0,Defensive rebound by J. Jaquez,95-82, ,,4,95,82,13,2450.0
7:01.0,J. Richardson misses 3-pt jump shot from 26 ft,95-82, ,,4,95,82,13,2459.0
6:56.0,Offensive rebound by J. Jaquez,95-82, ,,4,95,82,13,2464.0
6:54.0,T. Herro misses 2-pt jump shot from 14 ft,95-82, ,,4,95,82,13,2466.0
6:51.0, ,95-82,Defensive rebound by D. Gafford,,4,95,82,13,2469.0
6:42.0, ,95-84,J. Poole makes 2-pt jump shot from 13 ft,,4,95,84,11,2478.0
6:42.0,Miami full timeout,95-84, ,,4,95,84,11,2478.0
6:42.0,J. Butler enters the game for T. Herro,95-84, ,,4,95,84,11,2478.0
6:42.0,T. Rozier enters the game for J. Jaquez,95-84, ,,4,95,84,11,2478.0
6:33.0,B. Adebayo makes 2-pt layup from 2 ft (assist by J. Richardson),97-84, ,,4,97,84,13,2487.0
6:33.0,Shooting foul by D. Gafford (drawn by B. Adebayo),97-84, ,,4,97,84,13,2487.0
6:33.0,B. Adebayo makes free throw 1 of 1,98-84, ,,4,98,84,14,2487.0
6:19.0, ,98-84,J. Poole misses 3-pt jump shot from 27 ft,,4,98,84,14,2501.0
6:15.0,Defensive rebound by T. Rozier,98-84, ,,4,98,84,14,2505.0
6:04.0,C. Martin makes 2-pt jump shot from 12 ft,100-84, ,,4,100,84,16,2516.0
5:50.0, ,100-84,K. Kuzma misses 2-pt layup from 4 ft,,4,100,84,16,2530.0
5:45.0,Defensive rebound by B. Adebayo,100-84, ,,4,100,84,16,2535.0
5:36.0,T. Rozier misses 3-pt jump shot from 26 ft,100-84, ,,4,100,84,16,2544.0
5:32.0, ,100-84,Defensive rebound by C. Kispert,,4,100,84,16,2548.0
5:21.0, ,100-86,D. Gafford makes 2-pt dunk from 2 ft (assist by D. Avdija),,4,100,86,14,2559.0
5:04.0,Personal foul by C. Kispert (drawn by B. Adebayo),100-86, ,,4,100,86,14,2576.0
4:51.0,T. Rozier misses 3-pt jump shot from 25 ft,100-86, ,,4,100,86,14,2589.0
4:48.0, ,100-86,Defensive rebound by D. Gafford,,4,100,86,14,2592.0
4:43.0, ,100-86,J. Poole misses 2-pt layup from 2 ft,,4,100,86,14,2597.0
4:43.0, ,100-86,Offensive rebound by D. Gafford,,4,100,86,14,2597.0
4:42.0, ,100-86,D. Gafford misses 2-pt dunk at rim,,4,100,86,14,2598.0
4:41.0, ,100-86,Offensive rebound by D. Avdija,,4,100,86,14,2599.0
4:40.0, ,100-88,D. Avdija makes 2-pt layup at rim,,4,100,88,12,2600.0
4:20.0,Turnover by J. Richardson (bad pass; steal by J. Poole),100-88, ,,4,100,88,12,2620.0
4:15.0, ,100-90,C. Kispert makes 2-pt dunk from 2 ft (assist by J. Poole),,4,100,90,10,2625.0
4:15.0,Miami full timeout,100-90, ,,4,100,90,10,2625.0
4:15.0,T. Herro enters the game for T. Rozier,100-90, ,,4,100,90,10,2625.0
3:56.0,T. Herro misses 3-pt jump shot from 26 ft,100-90, ,,4,100,90,10,2644.0
3:56.0,Offensive rebound by Team,100-90, ,,4,100,90,10,2644.0
3:56.0, ,100-90,Loose ball foul by D. Gafford (drawn by B. Adebayo),,4,100,90,10,2644.0
3:56.0,B. Adebayo makes free throw 1 of 2,101-90, ,,4,101,90,11,2644.0
3:56.0,B. Adebayo misses free throw 2 of 2,101-90, ,,4,101,90,11,2644.0
3:53.0, ,101-90,Defensive rebound by D. Gafford,,4,101,90,11,2647.0
3:45.0, ,101-90,D. Gafford misses 2-pt layup from 6 ft,,4,101,90,11,2655.0
3:43.0,Defensive rebound by B. Adebayo,101-90, ,,4,101,90,11,2657.0
3:28.0,J. Richardson misses 3-pt jump shot from 26 ft,101-90, ,,4,101,90,11,2672.0
3:25.0,Offensive rebound by B. Adebayo,101-90, ,,4,101,90,11,2675.0
3:17.0, ,101-90,Violation by Team (kicked ball),,4,101,90,11,2683.0
3:08.0,T. Herro makes 2-pt layup from 5 ft,103-90, ,,4,103,90,13,2692.0
3:08.0, ,103-90,Violation by Team (def goaltending),,4,103,90,13,2692.0
2:55.0, ,103-92,C. Kispert makes 2-pt layup from 5 ft (assist by J. Poole),,4,103,92,11,2705.0
2:49.0,Personal foul by K. Kuzma (drawn by J. Butler),103-92, ,,4,103,92,11,2711.0
2:49.0,J. Butler misses free throw 1 of 2,103-92, ,,4,103,92,11,2711.0
2:49.0,Offensive rebound by Team,103-92, ,,4,103,92,11,2711.0
2:49.0,J. Butler misses free throw 2 of 2,103-92, ,,4,103,92,11,2711.0
2:46.0, ,103-92,Defensive rebound by D. Avdija,,4,103,92,11,2714.0
2:29.0, ,103-92,Shooting foul by T. Herro (drawn by D. Avdija),,4,103,92,11,2731.0
2:29.0, ,103-93,D. Avdija makes free throw 1 of 2,,4,103,93,10,2731.0
2:29.0, ,103-94,D. Avdija makes free throw 2 of 2,,4,103,94,9,2731.0
2:09.0,B. Adebayo misses 2-pt hook shot from 4 ft,103-94, ,,4,103,94,9,2751.0
2:07.0, ,103-94,Defensive rebound by D. Avdija,,4,103,94,9,2753.0
2:02.0, ,103-96,C. Kispert makes 2-pt layup from 5 ft (assist by D. Avdija),,4,103,96,7,2758.0
2:02.0, ,103-96,Shooting foul by B. Adebayo (drawn by C. Kispert),,4,103,96,7,2758.0
2:02.0,T. Rozier enters the game for C. Martin,103-96, ,,4,103,96,7,2758.0
2:02.0, ,103-96,C. Kispert misses free throw 1 of 1,,4,103,96,7,2758.0
2:00.0,Defensive rebound by T. Herro,103-96, ,,4,103,96,7,2760.0
1:41.0,T. Rozier misses 3-pt jump shot from 25 ft,103-96, ,,4,103,96,7,2779.0
1:40.0,Offensive rebound by Team,103-96, ,,4,103,96,7,2780.0
1:40.0, ,103-96,Loose ball foul by D. Avdija (drawn by B. Adebayo),,4,103,96,7,2780.0
1:40.0,B. Adebayo misses free throw 1 of 2,103-96, ,,4,103,96,7,2780.0
1:40.0,B. Adebayo makes free throw 2 of 2,104-96, ,,4,104,96,8,2780.0
1:18.0, ,104-98,C. Kispert makes 2-pt jump shot from 14 ft (assist by J. Poole),,4,104,98,6,2802.0
0:57.0,B. Adebayo makes 2-pt jump shot from 11 ft (assist by J. Butler),106-98, ,,4,106,98,8,2823.0
0:52.0, ,106-101,J. Poole makes 3-pt jump shot from 26 ft,,4,106,101,5,2828.0
0:37.0,T. Herro misses 2-pt jump shot from 10 ft,106-101, ,,4,106,101,5,2843.0
0:37.0, ,106-101,Defensive rebound by D. Gafford,,4,106,101,5,2843.0
0:31.0, ,106-101,Shooting foul by T. Rozier (drawn by J. Poole),,4,106,101,5,2849.0
0:31.0, ,106-102,J. Poole makes free throw 1 of 2,,4,106,102,4,2849.0
0:31.0,K. Love enters the game for J. Richardson,106-102, ,,4,106,102,4,2849.0
0:31.0, ,106-102,J. Poole misses free throw 2 of 2,,4,106,102,4,2849.0
0:30.0,Defensive rebound by T. Herro,106-102, ,,4,106,102,4,2850.0
0:30.0,Miami full timeout,106-102, ,,4,106,102,4,2850.0
0:30.0,J. Richardson enters the game for K. Love,106-102, ,,4,106,102,4,2850.0
0:30.0, ,106-102,B. Coulibaly enters the game for D. Avdija,,4,106,102,4,2850.0
0:24.0,Personal foul by K. Kuzma (drawn by T. Rozier),106-102, ,,4,106,102,4,2856.0
0:24.0,T. Rozier makes free throw 1 of 2,107-102, ,,4,107,102,5,2856.0
0:24.0,C. Martin enters the game for T. Herro,107-102, ,,4,107,102,5,2856.0
0:24.0, ,107-102,D. Avdija enters the game for B. Coulibaly,,4,107,102,5,2856.0
0:24.0,T. Rozier makes free throw 2 of 2,108-102, ,,4,108,102,6,2856.0
0:18.0, ,108-102,J. Poole misses 3-pt jump shot from 30 ft,,4,108,102,6,2862.0
0:14.0,Defensive rebound by J. Richardson,108-102, ,,4,108,102,6,2866.0
0:08.0,Personal take foul by J. Poole (drawn by T. Rozier),108-102, ,,4,108,102,6,2872.0
0:08.0,T. Rozier makes free throw 1 of 2,109-102, ,,4,109,102,7,2872.0
0:08.0,T. Rozier makes free throw 2 of 2,110-102, ,,4,110,102,8,2872.0
0:08.0, ,110-102,Washington full timeout,,4,110,102,8,2872.0
0:08.0,T. Herro enters the game for J. Butler,110-102, ,,4,110,102,8,2872.0
0:06.0, ,110-102,C. Kispert misses 3-pt jump shot from 29 ft,,4,110,102,8,2874.0
0:02.0, ,110-102,Offensive rebound by D. Gafford,,4,110,102,8,2878.0
0:02.0, ,110-102,D. Gafford misses 2-pt layup from 3 ft,,4,110,102,8,2878.0
0:01.0,Defensive rebound by B. Adebayo,110-102, ,,4,110,102,8,2879.0
0:00.0,End of 4th quarter,110-102,,,4,110,102,8,2880.0
