Time,Atlanta,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:25.0, ,76-83,Offensive rebound by J. Butler,,3,83,76,7,1955.0
3:23.0, ,76-83,Turnover by K. Love (bad pass; steal by P. Mills),,3,83,76,7,1957.0
3:17.0,D. Murray misses 2-pt layup from 3 ft,76-83, ,,3,83,76,7,1963.0
3:17.0,Offensive rebound by Team,76-83, ,,3,83,76,7,1963.0
3:17.0, ,76-83,Loose ball foul by K. Lowry (drawn by O. Okongwu),,3,83,76,7,1963.0
3:17.0,B. Bogdanović enters the game for S. Bey,76-83, ,,3,83,76,7,1963.0
3:17.0,J. Johnson enters the game for P. Mills,76-83, ,,3,83,76,7,1963.0
3:17.0, ,76-83,B. Adebayo enters the game for J. Butler,,3,83,76,7,1963.0
3:17.0, ,76-83,J. Richardson enters the game for C. Martin,,3,83,76,7,1963.0
3:09.0,Turnover by G. Mathews (out of bounds lost ball),76-83, ,,3,83,76,7,1971.0
2:55.0, ,76-83,T. Herro misses 3-pt jump shot from 27 ft,,3,83,76,7,1985.0
2:50.0,Defensive rebound by J. Johnson,76-83, ,,3,83,76,7,1990.0
2:45.0,G. Mathews misses 2-pt layup from 2 ft,76-83, ,,3,83,76,7,1995.0
2:43.0, ,76-83,Defensive rebound by T. Herro,,3,83,76,7,1997.0
2:32.0, ,76-83,Turnover by K. Love (bad pass; steal by J. Johnson),,3,83,76,7,2008.0
2:11.0,B. Bogdanović makes 2-pt jump shot from 5 ft,78-83, ,,3,83,78,5,2029.0
1:35.0, ,78-83,T. Herro misses 2-pt jump shot from 17 ft,,3,83,78,5,2065.0
1:33.0, ,78-83,Offensive rebound by B. Adebayo,,3,83,78,5,2067.0
1:30.0, ,78-83,K. Love misses 3-pt jump shot from 25 ft,,3,83,78,5,2070.0
1:25.0,Defensive rebound by B. Bogdanović,78-83, ,,3,83,78,5,2075.0
1:18.0,D. Murray misses 2-pt jump shot from 2 ft,78-83, ,,3,83,78,5,2082.0
1:14.0, ,78-83,Defensive rebound by K. Love,,3,83,78,5,2086.0
1:08.0, ,78-83,K. Love misses 2-pt jump shot from 19 ft,,3,83,78,5,2092.0
1:05.0,Defensive rebound by O. Okongwu,78-83, ,,3,83,78,5,2095.0
0:47.0,D. Murray misses 3-pt jump shot from 28 ft,78-83, ,,3,83,78,5,2113.0
0:42.0, ,78-83,Defensive rebound by K. Lowry,,3,83,78,5,2118.0
0:32.0, ,78-83,Offensive foul by B. Adebayo (drawn by B. Bogdanović),,3,83,78,5,2128.0
0:32.0, ,78-83,Turnover by B. Adebayo (offensive foul),,3,83,78,5,2128.0
0:32.0, ,78-83,Miami full timeout,,3,83,78,5,2128.0
0:32.0, ,78-83,H. Highsmith enters the game for T. Herro,,3,83,78,5,2128.0
0:32.0, ,78-83,D. Robinson enters the game for K. Love,,3,83,78,5,2128.0
0:12.0,G. Mathews makes 3-pt jump shot from 25 ft (assist by D. Murray),81-83, ,,3,83,81,2,2148.0
0:00.0, ,81-83,D. Robinson misses 3-pt jump shot from 23 ft,,3,83,81,2,2160.0
0:00.0, ,81-83,Offensive rebound by Team,,3,83,81,2,2160.0
0:00.0,End of 3rd quarter,81-83,,,3,83,81,2,2160.0
12:00.0,Start of 4th quarter,81-83,,,4,83,81,2,2160.0
11:45.0,J. Johnson misses 2-pt jump shot from 4 ft,81-83, ,,4,83,81,2,2175.0
11:41.0, ,81-83,Defensive rebound by K. Lowry,,4,83,81,2,2179.0
11:38.0, ,81-83,Turnover by D. Robinson (out of bounds lost ball),,4,83,81,2,2182.0
11:38.0,Atlanta full timeout,81-83, ,,4,83,81,2,2182.0
11:38.0,Instant Replay (Challenge: Ruling Stands),81-83, ,,4,83,81,2,2182.0
11:25.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by T. Forrest),84-83, ,Lead change,4,83,84,-1,2195.0
11:02.0, ,84-85,B. Adebayo makes 2-pt jump shot from 18 ft (assist by K. Lowry),Lead change,4,85,84,1,2218.0
10:49.0,P. Mills makes 3-pt jump shot from 26 ft (assist by T. Forrest),87-85, ,Lead change,4,85,87,-2,2231.0
10:27.0, ,87-85,H. Highsmith misses 3-pt jump shot from 25 ft,,4,85,87,-2,2253.0
10:21.0,Defensive rebound by T. Forrest,87-85, ,,4,85,87,-2,2259.0
10:14.0,T. Forrest misses 2-pt jump shot from 10 ft,87-85, ,,4,85,87,-2,2266.0
10:10.0, ,87-85,Defensive rebound by B. Adebayo,,4,85,87,-2,2270.0
10:03.0, ,87-85,Turnover by B. Adebayo (bad pass),,4,85,87,-2,2277.0
9:39.0,Turnover by Team (shot clock),87-85, ,,4,85,87,-2,2301.0
9:15.0, ,87-85,Turnover by Team (shot clock),,4,85,87,-2,2325.0
8:52.0,J. Johnson misses 3-pt jump shot from 25 ft,87-85, ,,4,85,87,-2,2348.0
8:47.0, ,87-85,Defensive rebound by J. Richardson,,4,85,87,-2,2353.0
8:46.0, ,87-85,Shooting foul by P. Mills (drawn by J. Richardson),,4,85,87,-2,2354.0
8:46.0, ,87-86,J. Richardson makes free throw 1 of 2,,4,86,87,-1,2354.0
8:46.0,S. Bey enters the game for T. Forrest,87-86, ,,4,86,87,-1,2354.0
8:46.0,D. Murray enters the game for J. Johnson,87-86, ,,4,86,87,-1,2354.0
8:46.0, ,87-86,J. Butler enters the game for H. Highsmith,,4,86,87,-1,2354.0
8:46.0, ,87-87,J. Richardson makes free throw 2 of 2,Tie,4,87,87,0,2354.0
8:34.0,Turnover by B. Bogdanović (bad pass; steal by B. Adebayo),87-87, ,,4,87,87,0,2366.0
8:31.0, ,87-89,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Butler),Lead change,4,89,87,2,2369.0
8:31.0,Atlanta full timeout,87-89, ,,4,89,87,2,2369.0
8:15.0,Offensive foul by O. Okongwu (drawn by B. Adebayo),87-89, ,,4,89,87,2,2385.0
8:15.0,Turnover by O. Okongwu (offensive foul),87-89, ,,4,89,87,2,2385.0
8:15.0,G. Mathews enters the game for B. Bogdanović,87-89, ,,4,89,87,2,2385.0
7:57.0, ,87-89,B. Adebayo misses 2-pt jump shot from 11 ft,,4,89,87,2,2403.0
7:55.0,Defensive rebound by G. Mathews,87-89, ,,4,89,87,2,2405.0
7:41.0,S. Bey misses 2-pt jump shot from 6 ft,87-89, ,,4,89,87,2,2419.0
7:40.0,Offensive rebound by S. Bey,87-89, ,,4,89,87,2,2420.0
7:39.0,S. Bey makes 2-pt layup from 2 ft,89-89, ,Tie,4,89,89,0,2421.0
7:24.0, ,89-89,Personal foul by G. Mathews (drawn by B. Adebayo),,4,89,89,0,2436.0
7:24.0, ,89-89,T. Herro enters the game for D. Robinson,,4,89,89,0,2436.0
7:18.0, ,89-89,Shooting foul by P. Mills (drawn by J. Butler),,4,89,89,0,2442.0
7:18.0, ,89-90,J. Butler makes free throw 1 of 2,,4,90,89,1,2442.0
7:18.0, ,89-91,J. Butler makes free throw 2 of 2,,4,91,89,2,2442.0
7:01.0,G. Mathews makes 3-pt jump shot from 24 ft (assist by P. Mills),92-91, ,Lead change,4,91,92,-1,2459.0
6:31.0, ,92-93,T. Herro makes 2-pt jump shot from 11 ft,Lead change,4,93,92,1,2489.0
6:19.0,S. Bey misses 3-pt jump shot from 25 ft,92-93, ,,4,93,92,1,2501.0
6:17.0, ,92-93,Defensive rebound by B. Adebayo,,4,93,92,1,2503.0
6:03.0, ,92-93,J. Richardson misses 3-pt jump shot from 26 ft,,4,93,92,1,2517.0
6:00.0,Defensive rebound by P. Mills,92-93, ,,4,93,92,1,2520.0
5:58.0,Turnover by P. Mills (bad pass; steal by T. Herro),92-93, ,,4,93,92,1,2522.0
5:55.0, ,92-93,Turnover by J. Butler (bad pass; steal by D. Murray),,4,93,92,1,2525.0
5:42.0,D. Murray misses 2-pt jump shot from 6 ft,92-93, ,,4,93,92,1,2538.0
5:40.0, ,92-93,Defensive rebound by B. Adebayo,,4,93,92,1,2540.0
5:29.0, ,92-96,J. Richardson makes 3-pt jump shot from 24 ft (assist by K. Lowry),,4,96,92,4,2551.0
5:29.0, ,92-96,Shooting foul by O. Okongwu (drawn by J. Richardson),,4,96,92,4,2551.0
5:29.0, ,92-97,J. Richardson makes free throw 1 of 1,,4,97,92,5,2551.0
5:14.0,S. Bey makes 2-pt layup from 3 ft (assist by D. Murray),94-97, ,,4,97,94,3,2566.0
5:14.0,Shooting foul by T. Herro (drawn by S. Bey),94-97, ,,4,97,94,3,2566.0
5:14.0,B. Bogdanović enters the game for P. Mills,94-97, ,,4,97,94,3,2566.0
5:14.0,S. Bey makes free throw 1 of 1,95-97, ,,4,97,95,2,2566.0
4:56.0, ,95-97,Turnover by T. Herro (bad pass),,4,97,95,2,2584.0
4:38.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Murray),98-97, ,Lead change,4,97,98,-1,2602.0
4:38.0, ,98-97,Miami full timeout,,4,97,98,-1,2602.0
4:38.0,C. Capela enters the game for G. Mathews,98-97, ,,4,97,98,-1,2602.0
4:38.0,J. Johnson enters the game for O. Okongwu,98-97, ,,4,97,98,-1,2602.0
4:14.0, ,98-97,Turnover by Team (shot clock),,4,97,98,-1,2626.0
4:14.0, ,98-97,C. Martin enters the game for J. Richardson,,4,97,98,-1,2626.0
4:03.0,B. Bogdanović misses 3-pt jump shot from 25 ft,98-97, ,,4,97,98,-1,2637.0
3:59.0, ,98-97,Defensive rebound by J. Butler,,4,97,98,-1,2641.0
3:48.0, ,98-97,T. Herro misses 2-pt jump shot from 3 ft,,4,97,98,-1,2652.0
3:45.0,Defensive rebound by C. Capela,98-97, ,,4,97,98,-1,2655.0
3:35.0,J. Johnson makes 2-pt jump shot from 10 ft (assist by D. Murray),100-97, ,,4,97,100,-3,2665.0
3:26.0, ,100-97,Personal foul by J. Johnson (drawn by B. Adebayo),,4,97,100,-3,2674.0
3:26.0, ,100-97,B. Adebayo misses free throw 1 of 2,,4,97,100,-3,2674.0
3:26.0, ,100-97,Offensive rebound by Team,,4,97,100,-3,2674.0
3:26.0, ,100-98,B. Adebayo makes free throw 2 of 2,,4,98,100,-2,2674.0
3:08.0,J. Johnson misses 3-pt jump shot from 22 ft,100-98, ,,4,98,100,-2,2692.0
3:05.0, ,100-98,Defensive rebound by T. Herro,,4,98,100,-2,2695.0
3:01.0, ,100-98,Miami full timeout,,4,98,100,-2,2699.0
3:01.0, ,100-98,D. Robinson enters the game for K. Lowry,,4,98,100,-2,2699.0
2:50.0, ,100-98,Offensive foul by J. Butler (drawn by B. Bogdanović),,4,98,100,-2,2710.0
2:50.0, ,100-98,Turnover by J. Butler (offensive foul),,4,98,100,-2,2710.0
2:32.0,Shooting foul by T. Herro (drawn by S. Bey),100-98, ,,4,98,100,-2,2728.0
2:32.0,S. Bey makes free throw 1 of 2,101-98, ,,4,98,101,-3,2728.0
2:32.0,S. Bey makes free throw 2 of 2,102-98, ,,4,98,102,-4,2728.0
2:19.0, ,102-100,J. Butler makes 2-pt dunk from 2 ft,,4,100,102,-2,2741.0
2:05.0,S. Bey misses 2-pt jump shot from 8 ft,102-100, ,,4,100,102,-2,2755.0
2:00.0, ,102-100,Defensive rebound by T. Herro,,4,100,102,-2,2760.0
1:54.0, ,102-102,J. Butler makes 2-pt jump shot from 1 ft,Tie,4,102,102,0,2766.0
1:54.0, ,102-102,Shooting foul by S. Bey (drawn by J. Butler),,4,102,102,0,2766.0
1:54.0, ,102-103,J. Butler makes free throw 1 of 1,Lead change,4,103,102,1,2766.0
1:35.0,D. Murray misses 2-pt jump shot from 10 ft,102-103, ,,4,103,102,1,2785.0
1:33.0, ,102-103,Defensive rebound by C. Martin,,4,103,102,1,2787.0
1:16.0, ,102-103,J. Butler misses 2-pt jump shot from 11 ft,,4,103,102,1,2804.0
1:14.0,Defensive rebound by C. Capela,102-103, ,,4,103,102,1,2806.0
1:14.0,Turnover by B. Bogdanović (out of bounds lost ball),102-103, ,,4,103,102,1,2806.0
1:06.0, ,102-105,B. Adebayo makes 2-pt jump shot from 7 ft,,4,105,102,3,2814.0
0:57.0,Shooting foul by B. Adebayo (drawn by C. Capela),102-105, ,,4,105,102,3,2823.0
0:57.0,C. Capela makes free throw 1 of 2,103-105, ,,4,105,103,2,2823.0
0:57.0,C. Capela makes free throw 2 of 2,104-105, ,,4,105,104,1,2823.0
0:35.0, ,104-108,T. Herro makes 3-pt jump shot from 27 ft (assist by J. Butler),,4,108,104,4,2845.0
0:35.0,Atlanta full timeout,104-108, ,,4,108,104,4,2845.0
0:35.0,O. Okongwu enters the game for C. Capela,104-108, ,,4,108,104,4,2845.0
0:35.0, ,104-108,J. Richardson enters the game for D. Robinson,,4,108,104,4,2845.0
0:30.0,D. Murray misses 2-pt layup from 4 ft (block by C. Martin),104-108, ,,4,108,104,4,2850.0
0:30.0,Offensive rebound by Team,104-108, ,,4,108,104,4,2850.0
0:30.0,Personal foul by J. Richardson (drawn by B. Bogdanović),104-108, ,,4,108,104,4,2850.0
0:30.0,B. Bogdanović makes free throw 1 of 2,105-108, ,,4,108,105,3,2850.0
0:30.0,B. Bogdanović makes free throw 2 of 2,106-108, ,,4,108,106,2,2850.0
0:08.0, ,106-108,T. Herro misses 2-pt jump shot from 13 ft,,4,108,106,2,2872.0
0:05.0,Defensive rebound by D. Murray,106-108, ,,4,108,106,2,2875.0
0:02.0,D. Murray makes 3-pt jump shot from 27 ft,109-108, ,Lead change,4,108,109,-1,2878.0
0:02.0, ,109-108,Miami full timeout,,4,108,109,-1,2878.0
0:00.0,End of 4th quarter,109-108,,,4,108,109,-1,2880.0
