Time,Miami,Score,LA Lakers,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:05.0,N. Jović makes 3-pt jump shot from 27 ft (assist by T. Herro),70-59, ,,3,70,59,11,1855.0
4:50.0, ,70-61,M. Christie makes 2-pt dunk from 3 ft (assist by L. James),,3,70,61,9,1870.0
4:32.0,K. Lowry misses 3-pt jump shot from 27 ft,70-61, ,,3,70,61,9,1888.0
4:29.0, ,70-61,Defensive rebound by A. Davis,,3,70,61,9,1891.0
4:26.0, ,70-61,Personal foul by N. Jović (drawn by J. Vanderbilt),,3,70,61,9,1894.0
4:26.0,K. Love enters the game for B. Adebayo,70-61, ,,3,70,61,9,1894.0
4:26.0,D. Robinson enters the game for J. Jaquez,70-61, ,,3,70,61,9,1894.0
4:26.0, ,70-61,C. Wood enters the game for L. James,,3,70,61,9,1894.0
4:08.0, ,70-61,A. Davis misses 2-pt jump shot from 14 ft,,3,70,61,9,1912.0
4:06.0, ,70-61,Offensive rebound by C. Wood,,3,70,61,9,1914.0
4:05.0, ,70-61,Turnover by C. Wood (bad pass; steal by N. Jović),,3,70,61,9,1915.0
3:46.0,T. Herro misses 3-pt jump shot from 26 ft,70-61, ,,3,70,61,9,1934.0
3:44.0, ,70-61,Defensive rebound by M. Christie,,3,70,61,9,1936.0
3:29.0, ,70-63,A. Davis makes 2-pt layup from 3 ft (assist by C. Wood),,3,70,63,7,1951.0
3:27.0,Miami full timeout,70-63, ,,3,70,63,7,1953.0
3:27.0,J. Richardson enters the game for N. Jović,70-63, ,,3,70,63,7,1953.0
3:06.0,D. Robinson misses 3-pt jump shot from 26 ft,70-63, ,,3,70,63,7,1974.0
3:04.0, ,70-63,Defensive rebound by A. Davis,,3,70,63,7,1976.0
3:00.0, ,70-63,Personal foul by J. Richardson (drawn by C. Wood),,3,70,63,7,1980.0
2:43.0, ,70-63,M. Christie misses 3-pt jump shot from 23 ft,,3,70,63,7,1997.0
2:42.0, ,70-63,Offensive rebound by M. Christie,,3,70,63,7,1998.0
2:37.0, ,70-63,A. Reaves misses 3-pt jump shot from 25 ft,,3,70,63,7,2003.0
2:32.0,Defensive rebound by K. Love,70-63, ,,3,70,63,7,2008.0
2:28.0,T. Herro misses 2-pt jump shot from 5 ft,70-63, ,,3,70,63,7,2012.0
2:26.0, ,70-63,Defensive rebound by Team,,3,70,63,7,2014.0
2:26.0,Loose ball foul by T. Herro (drawn by A. Davis),70-63, ,,3,70,63,7,2014.0
2:26.0,B. Adebayo enters the game for T. Herro,70-63, ,,3,70,63,7,2014.0
2:26.0,J. Jaquez enters the game for K. Lowry,70-63, ,,3,70,63,7,2014.0
2:06.0, ,70-63,Shooting foul by B. Adebayo (drawn by A. Davis),,3,70,63,7,2034.0
2:06.0, ,70-64,A. Davis makes free throw 1 of 2,,3,70,64,6,2034.0
2:06.0, ,70-65,A. Davis makes free throw 2 of 2,,3,70,65,5,2034.0
1:54.0,J. Richardson misses 3-pt jump shot from 27 ft,70-65, ,,3,70,65,5,2046.0
1:51.0, ,70-65,Defensive rebound by C. Wood,,3,70,65,5,2049.0
1:46.0, ,70-67,A. Davis makes 2-pt jump shot from 4 ft (assist by A. Reaves),,3,70,67,3,2054.0
1:46.0,Miami full timeout,70-67, ,,3,70,67,3,2054.0
1:33.0,Turnover by J. Jaquez (bad pass; steal by A. Davis),70-67, ,,3,70,67,3,2067.0
1:19.0, ,70-67,C. Wood misses 2-pt layup from 4 ft,,3,70,67,3,2081.0
1:19.0,Defensive rebound by Team,70-67, ,,3,70,67,3,2081.0
1:01.0,B. Adebayo makes 2-pt jump shot from 19 ft,72-67, ,,3,72,67,5,2099.0
0:47.0, ,72-67,A. Davis misses 2-pt hook shot from 6 ft,,3,72,67,5,2113.0
0:43.0,Defensive rebound by B. Adebayo,72-67, ,,3,72,67,5,2117.0
0:38.0,B. Adebayo misses 2-pt jump shot from 17 ft,72-67, ,,3,72,67,5,2122.0
0:35.0, ,72-67,Defensive rebound by A. Reaves,,3,72,67,5,2125.0
0:30.0, ,72-67,A. Reaves misses 2-pt jump shot from 13 ft,,3,72,67,5,2130.0
0:28.0,Defensive rebound by K. Love,72-67, ,,3,72,67,5,2132.0
0:07.0,J. Richardson misses 2-pt jump shot from 14 ft,72-67, ,,3,72,67,5,2153.0
0:05.0, ,72-67,Defensive rebound by J. Vanderbilt,,3,72,67,5,2155.0
0:03.0, ,72-67,A. Reaves misses 3-pt jump shot from 26 ft,,3,72,67,5,2157.0
0:00.0,Defensive rebound by K. Love,72-67, ,,3,72,67,5,2160.0
0:00.0,End of 3rd quarter,72-67,,,3,72,67,5,2160.0
12:00.0,Start of 4th quarter,72-67,,,4,72,67,5,2160.0
11:48.0,B. Adebayo misses 2-pt layup from 3 ft (block by A. Davis),72-67, ,,4,72,67,5,2172.0
11:48.0, ,72-67,Defensive rebound by L. James,,4,72,67,5,2172.0
11:41.0, ,72-69,L. James makes 2-pt layup from 3 ft,,4,72,69,3,2179.0
11:28.0,J. Richardson makes 2-pt jump shot from 11 ft,74-69, ,,4,74,69,5,2192.0
11:07.0, ,74-69,T. Prince misses 3-pt jump shot from 24 ft,,4,74,69,5,2213.0
11:05.0,Defensive rebound by B. Adebayo,74-69, ,,4,74,69,5,2215.0
11:04.0,Personal foul by A. Davis (drawn by B. Adebayo),74-69, ,,4,74,69,5,2216.0
10:52.0,D. Robinson misses 3-pt jump shot from 27 ft,74-69, ,,4,74,69,5,2228.0
10:49.0, ,74-69,Defensive rebound by A. Davis,,4,74,69,5,2231.0
10:46.0, ,74-71,C. Wood makes 2-pt layup from 2 ft (assist by L. James),,4,74,71,3,2234.0
10:46.0, ,74-71,Shooting foul by D. Robinson (drawn by C. Wood),,4,74,71,3,2234.0
10:46.0, ,74-72,C. Wood makes free throw 1 of 1,,4,74,72,2,2234.0
10:27.0,K. Love misses 2-pt jump shot from 5 ft (block by A. Davis),74-72, ,,4,74,72,2,2253.0
10:24.0,Offensive rebound by K. Love,74-72, ,,4,74,72,2,2256.0
10:22.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by K. Love),77-72, ,,4,77,72,5,2258.0
10:06.0, ,77-72,C. Wood misses 3-pt jump shot from 26 ft,,4,77,72,5,2274.0
10:03.0,Defensive rebound by K. Love,77-72, ,,4,77,72,5,2277.0
9:53.0,D. Robinson makes 2-pt layup from 5 ft (assist by J. Richardson),79-72, ,,4,79,72,7,2287.0
9:36.0, ,79-72,A. Davis misses 2-pt jump shot from 7 ft,,4,79,72,7,2304.0
9:34.0,Defensive rebound by K. Love,79-72, ,,4,79,72,7,2306.0
9:27.0,D. Robinson misses 3-pt jump shot from 25 ft,79-72, ,,4,79,72,7,2313.0
9:24.0, ,79-72,Defensive rebound by M. Christie,,4,79,72,7,2316.0
9:19.0, ,79-72,Personal foul by J. Jaquez (drawn by A. Davis),,4,79,72,7,2321.0
9:19.0, ,79-72,C. Reddish enters the game for M. Christie,,4,79,72,7,2321.0
9:11.0, ,79-74,C. Wood makes 2-pt layup from 3 ft (assist by L. James),,4,79,74,5,2329.0
8:52.0,J. Jaquez makes 3-pt jump shot from 23 ft (assist by K. Love),82-74, ,,4,82,74,8,2348.0
8:44.0, ,82-74,T. Prince misses 3-pt jump shot from 26 ft,,4,82,74,8,2356.0
8:41.0,Defensive rebound by K. Love,82-74, ,,4,82,74,8,2359.0
8:35.0,B. Adebayo misses 2-pt jump shot from 8 ft,82-74, ,,4,82,74,8,2365.0
8:35.0,Offensive rebound by K. Love,82-74, ,,4,82,74,8,2365.0
8:35.0,K. Love makes 2-pt layup at rim,84-74, ,,4,84,74,10,2365.0
8:35.0, ,84-74,LA Lakers full timeout,,4,84,74,10,2365.0
8:35.0, ,84-74,A. Reaves enters the game for C. Reddish,,4,84,74,10,2365.0
8:23.0, ,84-76,A. Davis makes 2-pt dunk from 4 ft (assist by C. Wood),,4,84,76,8,2377.0
8:08.0,K. Love makes 2-pt hook shot from 4 ft (assist by J. Jaquez),86-76, ,,4,86,76,10,2392.0
7:53.0, ,86-79,A. Reaves makes 3-pt jump shot from 31 ft (assist by L. James),,4,86,79,7,2407.0
7:35.0,Shooting foul by T. Prince (drawn by B. Adebayo),86-79, ,,4,86,79,7,2425.0
7:35.0,B. Adebayo makes free throw 1 of 2,87-79, ,,4,87,79,8,2425.0
7:35.0,B. Adebayo makes free throw 2 of 2,88-79, ,,4,88,79,9,2425.0
7:26.0, ,88-81,A. Davis makes 2-pt dunk from 4 ft (assist by L. James),,4,88,81,7,2434.0
7:26.0, ,88-81,Shooting foul by K. Love (drawn by A. Davis),,4,88,81,7,2434.0
7:26.0, ,88-82,A. Davis makes free throw 1 of 1,,4,88,82,6,2434.0
7:03.0,B. Adebayo makes 2-pt jump shot from 6 ft,90-82, ,,4,90,82,8,2457.0
6:38.0, ,90-82,T. Prince misses 2-pt jump shot from 10 ft (block by J. Richardson),,4,90,82,8,2482.0
6:38.0, ,90-82,Offensive rebound by Team,,4,90,82,8,2482.0
6:38.0, ,90-82,Turnover by Team (shot clock),,4,90,82,8,2482.0
6:23.0,D. Robinson makes 3-pt jump shot from 25 ft,93-82, ,,4,93,82,11,2497.0
6:09.0, ,93-82,L. James misses 3-pt jump shot from 25 ft,,4,93,82,11,2511.0
6:08.0, ,93-82,Offensive rebound by Team,,4,93,82,11,2512.0
6:08.0, ,93-82,J. Vanderbilt enters the game for T. Prince,,4,93,82,11,2512.0
5:57.0, ,93-82,Shooting foul by J. Richardson (drawn by A. Reaves),,4,93,82,11,2523.0
5:57.0, ,93-83,A. Reaves makes free throw 1 of 2,,4,93,83,10,2523.0
5:57.0, ,93-84,A. Reaves makes free throw 2 of 2,,4,93,84,9,2523.0
5:38.0,B. Adebayo misses 2-pt jump shot from 14 ft,93-84, ,,4,93,84,9,2542.0
5:37.0,Offensive rebound by Team,93-84, ,,4,93,84,9,2543.0
5:30.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by B. Adebayo),96-84, ,,4,96,84,12,2550.0
5:09.0, ,96-84,Personal foul by D. Robinson (drawn by A. Reaves),,4,96,84,12,2571.0
5:09.0, ,96-85,A. Reaves makes free throw 1 of 2,,4,96,85,11,2571.0
5:09.0, ,96-85,M. Christie enters the game for C. Wood,,4,96,85,11,2571.0
5:09.0, ,96-86,A. Reaves makes free throw 2 of 2,,4,96,86,10,2571.0
4:51.0,Turnover by B. Adebayo (lost ball; steal by A. Davis),96-86, ,,4,96,86,10,2589.0
4:50.0, ,96-86,Turnover by A. Davis (bad pass),,4,96,86,10,2590.0
4:50.0,Miami full timeout,96-86, ,,4,96,86,10,2590.0
4:30.0,J. Jaquez makes 2-pt jump shot from 9 ft,98-86, ,,4,98,86,12,2610.0
4:18.0, ,98-88,L. James makes 2-pt layup from 3 ft,,4,98,88,10,2622.0
4:04.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by J. Jaquez),101-88, ,,4,101,88,13,2636.0
3:43.0, ,101-88,A. Davis misses 2-pt jump shot from 15 ft,,4,101,88,13,2657.0
3:41.0,Defensive rebound by B. Adebayo,101-88, ,,4,101,88,13,2659.0
3:39.0,Shooting foul by A. Reaves (drawn by B. Adebayo),101-88, ,,4,101,88,13,2661.0
3:39.0,B. Adebayo makes free throw 1 of 2,102-88, ,,4,102,88,14,2661.0
3:39.0,T. Herro enters the game for J. Richardson,102-88, ,,4,102,88,14,2661.0
3:39.0, ,102-88,C. Wood enters the game for J. Vanderbilt,,4,102,88,14,2661.0
3:39.0,B. Adebayo makes free throw 2 of 2,103-88, ,,4,103,88,15,2661.0
3:30.0,Violation by Team (kicked ball),103-88, ,,4,103,88,15,2670.0
3:20.0, ,103-88,M. Christie misses 3-pt jump shot from 26 ft,,4,103,88,15,2680.0
3:16.0,Defensive rebound by T. Herro,103-88, ,,4,103,88,15,2684.0
3:05.0,D. Robinson misses 3-pt jump shot from 28 ft,103-88, ,,4,103,88,15,2695.0
3:02.0, ,103-88,Defensive rebound by C. Wood,,4,103,88,15,2698.0
2:58.0, ,103-90,A. Reaves makes 2-pt layup from 4 ft (assist by L. James),,4,103,90,13,2702.0
2:58.0,Violation by Team (def goaltending),103-90, ,,4,103,90,13,2702.0
2:41.0,T. Herro misses 2-pt jump shot from 21 ft,103-90, ,,4,103,90,13,2719.0
2:38.0, ,103-90,Defensive rebound by A. Davis,,4,103,90,13,2722.0
2:34.0, ,103-90,L. James misses 2-pt layup from 3 ft,,4,103,90,13,2726.0
2:31.0,Defensive rebound by K. Love,103-90, ,,4,103,90,13,2729.0
2:14.0,T. Herro makes 3-pt jump shot from 27 ft (assist by B. Adebayo),106-90, ,,4,106,90,16,2746.0
1:54.0, ,106-90,Shooting foul by B. Adebayo (drawn by C. Wood),,4,106,90,16,2766.0
1:54.0, ,106-91,C. Wood makes free throw 1 of 2,,4,106,91,15,2766.0
1:54.0, ,106-92,C. Wood makes free throw 2 of 2,,4,106,92,14,2766.0
1:40.0,K. Love makes 2-pt jump shot from 19 ft (assist by J. Jaquez),108-92, ,,4,108,92,16,2780.0
1:28.0, ,108-94,C. Wood makes 2-pt jump shot from 8 ft (assist by A. Davis),,4,108,94,14,2792.0
1:16.0,J. Jaquez makes 2-pt layup from 3 ft (assist by K. Love),110-94, ,,4,110,94,16,2804.0
1:04.0, ,110-94,L. James misses 3-pt jump shot from 27 ft,,4,110,94,16,2816.0
1:00.0,Defensive rebound by B. Adebayo,110-94, ,,4,110,94,16,2820.0
0:47.0,J. Jaquez misses 3-pt jump shot from 27 ft,110-94, ,,4,110,94,16,2833.0
0:45.0, ,110-94,Defensive rebound by A. Reaves,,4,110,94,16,2835.0
0:39.0, ,110-94,Personal foul by K. Love (drawn by M. Christie),,4,110,94,16,2841.0
0:39.0, ,110-95,M. Christie makes free throw 1 of 2,,4,110,95,15,2841.0
0:39.0,J. Cain enters the game for B. Adebayo,110-95, ,,4,110,95,15,2841.0
0:39.0,R. Hampton enters the game for T. Herro,110-95, ,,4,110,95,15,2841.0
0:39.0,N. Jović enters the game for J. Jaquez,110-95, ,,4,110,95,15,2841.0
0:39.0,O. Robinson enters the game for K. Love,110-95, ,,4,110,95,15,2841.0
0:39.0,C. Swider enters the game for D. Robinson,110-95, ,,4,110,95,15,2841.0
0:39.0, ,110-95,J. Hayes enters the game for A. Davis,,4,110,95,15,2841.0
0:39.0, ,110-95,J. Hood-Schifino enters the game for L. James,,4,110,95,15,2841.0
0:39.0, ,110-96,M. Christie makes free throw 2 of 2,,4,110,96,14,2841.0
0:21.0,C. Swider misses 3-pt jump shot from 27 ft,110-96, ,,4,110,96,14,2859.0
0:21.0, ,110-96,Defensive rebound by Team,,4,110,96,14,2859.0
0:00.0,End of 4th quarter,110-96,,,4,110,96,14,2880.0
