Time,Philadelphia,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:11.0, ,69-75,K. Love misses free throw 2 of 2,,3,75,69,6,1849.0
5:08.0,Defensive rebound by P. Reed,69-75, ,,3,75,69,6,1852.0
4:54.0,K. Oubre makes 2-pt layup from 2 ft,71-75, ,,3,75,71,4,1866.0
4:54.0,Shooting foul by D. Robinson (drawn by K. Oubre),71-75, ,,3,75,71,4,1866.0
4:54.0,K. Oubre makes free throw 1 of 1,72-75, ,,3,75,72,3,1866.0
4:44.0, ,72-77,J. Jaquez makes 2-pt layup from 1 ft (assist by R. Hampton),,3,77,72,5,1876.0
4:44.0, ,72-77,Violation by Team (delay of game),,3,77,72,5,1876.0
4:23.0,K. Oubre misses 3-pt jump shot from 23 ft,72-77, ,,3,77,72,5,1897.0
4:18.0, ,72-77,Defensive rebound by K. Love,,3,77,72,5,1902.0
4:09.0, ,72-80,D. Robinson makes 3-pt jump shot from 25 ft (assist by R. Hampton),,3,80,72,8,1911.0
3:56.0,P. Reed makes 2-pt dunk from 1 ft (assist by T. Maxey),74-80, ,,3,80,74,6,1924.0
3:35.0, ,74-80,T. Herro misses 3-pt jump shot from 29 ft,,3,80,74,6,1945.0
3:31.0,Defensive rebound by T. Maxey,74-80, ,,3,80,74,6,1949.0
3:24.0,T. Harris makes 3-pt jump shot from 27 ft (assist by K. Oubre),77-80, ,,3,80,77,3,1956.0
2:59.0, ,77-82,J. Jaquez makes 2-pt jump shot from 17 ft (assist by R. Hampton),,3,82,77,5,1981.0
2:42.0,T. Harris misses 2-pt jump shot from 10 ft,77-82, ,,3,82,77,5,1998.0
2:40.0, ,77-82,Defensive rebound by K. Love,,3,82,77,5,2000.0
2:33.0, ,77-82,T. Herro misses 2-pt layup from 3 ft,,3,82,77,5,2007.0
2:30.0,Defensive rebound by T. Harris,77-82, ,,3,82,77,5,2010.0
2:27.0,D. Melton makes 3-pt jump shot from 26 ft (assist by T. Harris),80-82, ,,3,82,80,2,2013.0
2:09.0, ,80-82,R. Hampton misses 3-pt jump shot from 26 ft,,3,82,80,2,2031.0
2:06.0,Defensive rebound by D. Melton,80-82, ,,3,82,80,2,2034.0
1:50.0,T. Harris makes 2-pt hook shot from 8 ft,82-82, ,Tie,3,82,82,0,2050.0
1:35.0, ,82-82,T. Herro misses 3-pt jump shot from 26 ft,,3,82,82,0,2065.0
1:32.0,Defensive rebound by T. Harris,82-82, ,,3,82,82,0,2068.0
1:26.0,T. Maxey misses 3-pt jump shot from 25 ft,82-82, ,,3,82,82,0,2074.0
1:23.0, ,82-82,Defensive rebound by K. Love,,3,82,82,0,2077.0
1:17.0, ,82-82,T. Herro misses 3-pt jump shot from 28 ft,,3,82,82,0,2083.0
1:13.0,Defensive rebound by K. Oubre,82-82, ,,3,82,82,0,2087.0
1:13.0,Philadelphia full timeout,82-82, ,,3,82,82,0,2087.0
1:13.0,P. Beverley enters the game for T. Maxey,82-82, ,,3,82,82,0,2087.0
1:13.0,D. House enters the game for K. Oubre,82-82, ,,3,82,82,0,2087.0
1:13.0,M. Morris enters the game for P. Reed,82-82, ,,3,82,82,0,2087.0
1:13.0, ,82-82,B. Adebayo enters the game for R. Hampton,,3,82,82,0,2087.0
1:13.0, ,82-82,J. Cain enters the game for T. Herro,,3,82,82,0,2087.0
1:13.0, ,82-82,K. Lowry enters the game for J. Jaquez,,3,82,82,0,2087.0
1:06.0,D. Melton misses 3-pt jump shot from 26 ft,82-82, ,,3,82,82,0,2094.0
1:02.0, ,82-82,Defensive rebound by K. Love,,3,82,82,0,2098.0
0:56.0, ,82-82,Turnover by K. Lowry (traveling),,3,82,82,0,2104.0
0:41.0,Shooting foul by K. Lowry (drawn by P. Beverley),82-82, ,,3,82,82,0,2119.0
0:41.0,P. Beverley makes free throw 1 of 2,83-82, ,Lead change,3,82,83,-1,2119.0
0:41.0,J. Springer enters the game for D. Melton,83-82, ,,3,82,83,-1,2119.0
0:41.0,P. Beverley makes free throw 2 of 2,84-82, ,,3,82,84,-2,2119.0
0:27.0, ,84-84,K. Love makes 2-pt layup from 1 ft (assist by K. Lowry),Tie,3,84,84,0,2133.0
0:11.0,Personal foul by J. Cain (drawn by P. Beverley),84-84, ,,3,84,84,0,2149.0
0:11.0,P. Beverley makes free throw 1 of 2,85-84, ,,3,84,85,-1,2149.0
0:11.0,K. Martin enters the game for T. Harris,85-84, ,,3,84,85,-1,2149.0
0:11.0, ,85-84,T. Herro enters the game for K. Love,,3,84,85,-1,2149.0
0:11.0,P. Beverley makes free throw 2 of 2,86-84, ,,3,84,86,-2,2149.0
0:00.0, ,86-86,K. Lowry makes 2-pt layup from 2 ft,Tie,3,86,86,0,2160.0
0:00.0, ,86-86,Instant Replay (Request: Ruling Stands),,3,86,86,0,2160.0
0:00.0,End of 3rd quarter,86-86,,,3,86,86,0,2160.0
12:00.0,Start of 4th quarter,86-86,,,4,86,86,0,2160.0
11:42.0,P. Beverley makes 2-pt jump shot from 6 ft (assist by T. Maxey),88-86, ,,4,86,88,-2,2178.0
11:29.0, ,88-86,Personal foul by M. Morris (drawn by B. Adebayo),,4,86,88,-2,2191.0
11:16.0, ,88-86,Turnover by K. Lowry (bad pass; steal by D. House),,4,86,88,-2,2204.0
11:08.0,T. Maxey misses 2-pt jump shot from 8 ft,88-86, ,,4,86,88,-2,2212.0
11:04.0, ,88-86,Defensive rebound by B. Adebayo,,4,86,88,-2,2216.0
10:48.0, ,88-86,Shooting foul by K. Oubre (drawn by B. Adebayo),,4,86,88,-2,2232.0
10:48.0, ,88-87,B. Adebayo makes free throw 1 of 2,,4,87,88,-1,2232.0
10:48.0, ,88-87,J. Jaquez enters the game for K. Love,,4,87,88,-1,2232.0
10:48.0, ,88-88,B. Adebayo makes free throw 2 of 2,Tie,4,88,88,0,2232.0
10:32.0,K. Oubre misses 2-pt layup from 3 ft (block by J. Cain),88-88, ,,4,88,88,0,2248.0
10:32.0,Offensive rebound by Team,88-88, ,,4,88,88,0,2248.0
10:31.0,Turnover by P. Beverley (bad pass),88-88, ,,4,88,88,0,2249.0
10:31.0,Technical foul by M. Morris,88-88, ,,4,88,88,0,2249.0
10:31.0, ,88-89,D. Robinson makes technical free throw,Lead change,4,89,88,1,2249.0
10:23.0, ,88-89,D. Robinson misses 3-pt jump shot from 25 ft,,4,89,88,1,2257.0
10:21.0, ,88-89,Offensive rebound by J. Jaquez,,4,89,88,1,2259.0
10:21.0, ,88-89,Shooting foul by T. Maxey (drawn by J. Jaquez),,4,89,88,1,2259.0
10:21.0, ,88-90,J. Jaquez makes free throw 1 of 2,,4,90,88,2,2259.0
10:21.0,T. Harris enters the game for D. House,88-90, ,,4,90,88,2,2259.0
10:21.0, ,88-91,J. Jaquez makes free throw 2 of 2,,4,91,88,3,2259.0
10:10.0,T. Maxey misses 3-pt jump shot from 28 ft,88-91, ,,4,91,88,3,2270.0
10:06.0, ,88-91,Defensive rebound by K. Lowry,,4,91,88,3,2274.0
9:54.0, ,88-93,B. Adebayo makes 2-pt jump shot from 7 ft (assist by D. Robinson),,4,93,88,5,2286.0
9:35.0,Turnover by T. Harris (lost ball; steal by D. Robinson),88-93, ,,4,93,88,5,2305.0
9:28.0, ,88-93,Personal foul by T. Maxey (drawn by D. Robinson),,4,93,88,5,2312.0
9:21.0, ,88-93,J. Jaquez misses 3-pt jump shot from 24 ft,,4,93,88,5,2319.0
9:18.0,Defensive rebound by K. Oubre,88-93, ,,4,93,88,5,2322.0
9:10.0,T. Harris makes 2-pt jump shot from 9 ft,90-93, ,,4,93,90,3,2330.0
9:10.0,Shooting foul by J. Cain (drawn by T. Harris),90-93, ,,4,93,90,3,2330.0
9:10.0,D. Melton enters the game for P. Beverley,90-93, ,,4,93,90,3,2330.0
9:10.0,T. Harris makes free throw 1 of 1,91-93, ,,4,93,91,2,2330.0
8:59.0, ,91-93,D. Robinson misses 2-pt jump shot from 7 ft,,4,93,91,2,2341.0
8:57.0, ,91-93,Offensive rebound by J. Cain,,4,93,91,2,2343.0
8:56.0, ,91-93,Shooting foul by T. Harris (drawn by J. Cain),,4,93,91,2,2344.0
8:56.0, ,91-93,J. Cain misses free throw 1 of 2,,4,93,91,2,2344.0
8:56.0, ,91-93,Offensive rebound by Team,,4,93,91,2,2344.0
8:56.0,M. Bamba enters the game for M. Morris,91-93, ,,4,93,91,2,2344.0
8:56.0, ,91-94,J. Cain makes free throw 2 of 2,,4,94,91,3,2344.0
8:40.0,Personal foul by J. Cain (drawn by T. Harris),91-94, ,,4,94,91,3,2360.0
8:34.0,Shooting foul by D. Robinson (drawn by T. Maxey),91-94, ,,4,94,91,3,2366.0
8:34.0,T. Maxey misses free throw 1 of 2,91-94, ,,4,94,91,3,2366.0
8:34.0,Offensive rebound by Team,91-94, ,,4,94,91,3,2366.0
8:34.0,T. Maxey makes free throw 2 of 2,92-94, ,,4,94,92,2,2366.0
8:23.0, ,92-96,J. Jaquez makes 2-pt dunk from 1 ft (assist by K. Lowry),,4,96,92,4,2377.0
7:58.0,K. Oubre misses 3-pt jump shot from 26 ft,92-96, ,,4,96,92,4,2402.0
7:55.0,Offensive rebound by K. Oubre,92-96, ,,4,96,92,4,2405.0
7:54.0,Shooting foul by K. Lowry (drawn by M. Bamba),92-96, ,,4,96,92,4,2406.0
7:54.0,M. Bamba makes free throw 1 of 2,93-96, ,,4,96,93,3,2406.0
7:54.0,M. Bamba misses free throw 2 of 2,93-96, ,,4,96,93,3,2406.0
7:54.0, ,93-96,Defensive rebound by J. Jaquez,,4,96,93,3,2406.0
7:40.0, ,93-98,K. Lowry makes 2-pt jump shot from 7 ft,,4,98,93,5,2420.0
7:17.0,D. Melton misses 3-pt jump shot from 28 ft,93-98, ,,4,98,93,5,2443.0
7:14.0,Offensive rebound by Team,93-98, ,,4,98,93,5,2446.0
7:01.0,K. Oubre makes 3-pt jump shot from 26 ft,96-98, ,,4,98,96,2,2459.0
6:50.0, ,96-98,Def 3 sec tech foul by Team,,4,98,96,2,2470.0
6:50.0, ,96-98,Miami full timeout,,4,98,96,2,2470.0
6:50.0, ,96-98,T. Herro enters the game for D. Robinson,,4,98,96,2,2470.0
6:50.0, ,96-99,K. Lowry makes technical free throw,,4,99,96,3,2470.0
6:37.0, ,96-99,J. Jaquez misses 3-pt jump shot from 23 ft,,4,99,96,3,2483.0
6:33.0,Defensive rebound by M. Bamba,96-99, ,,4,99,96,3,2487.0
6:13.0,K. Oubre makes 3-pt jump shot from 23 ft (assist by T. Harris),99-99, ,Tie,4,99,99,0,2507.0
5:55.0, ,99-101,K. Lowry makes 2-pt jump shot from 14 ft,,4,101,99,2,2525.0
5:42.0,T. Maxey misses 2-pt jump shot from 15 ft,99-101, ,,4,101,99,2,2538.0
5:39.0, ,99-101,Defensive rebound by J. Cain,,4,101,99,2,2541.0
5:28.0, ,99-103,J. Jaquez makes 2-pt jump shot from 7 ft,,4,103,99,4,2552.0
5:09.0,Shooting foul by K. Lowry (drawn by D. Melton),99-103, ,,4,103,99,4,2571.0
5:09.0,D. Melton makes free throw 1 of 2,100-103, ,,4,103,100,3,2571.0
5:09.0, ,100-103,D. Robinson enters the game for J. Cain,,4,103,100,3,2571.0
5:09.0,D. Melton makes free throw 2 of 2,101-103, ,,4,103,101,2,2571.0
4:57.0, ,101-103,K. Lowry misses 3-pt jump shot from 26 ft,,4,103,101,2,2583.0
4:56.0, ,101-103,Offensive rebound by J. Jaquez,,4,103,101,2,2584.0
4:54.0, ,101-103,Shooting foul by K. Oubre (drawn by J. Jaquez),,4,103,101,2,2586.0
4:54.0, ,101-104,J. Jaquez makes free throw 1 of 2,,4,104,101,3,2586.0
4:54.0, ,101-105,J. Jaquez makes free throw 2 of 2,,4,105,101,4,2586.0
4:40.0,D. Melton misses 3-pt jump shot from 26 ft,101-105, ,,4,105,101,4,2600.0
4:38.0, ,101-105,Defensive rebound by B. Adebayo,,4,105,101,4,2602.0
4:27.0, ,101-105,Turnover by K. Lowry (out of bounds lost ball),,4,105,101,4,2613.0
4:27.0,Philadelphia full timeout,101-105, ,,4,105,101,4,2613.0
4:27.0,P. Reed enters the game for M. Bamba,101-105, ,,4,105,101,4,2613.0
4:15.0,Turnover by K. Oubre (bad pass; steal by T. Herro),101-105, ,,4,105,101,4,2625.0
4:00.0, ,101-105,J. Jaquez misses 2-pt layup from 4 ft (block by P. Reed),,4,105,101,4,2640.0
3:56.0, ,101-105,Offensive rebound by J. Jaquez,,4,105,101,4,2644.0
3:51.0, ,101-105,Turnover by T. Herro (bad pass; steal by D. Melton),,4,105,101,4,2649.0
3:44.0,D. Melton misses 3-pt jump shot from 27 ft,101-105, ,,4,105,101,4,2656.0
3:41.0, ,101-105,Defensive rebound by D. Robinson,,4,105,101,4,2659.0
3:32.0, ,101-108,D. Robinson makes 3-pt jump shot from 26 ft (assist by T. Herro),,4,108,101,7,2668.0
3:31.0,Philadelphia full timeout,101-108, ,,4,108,101,7,2669.0
3:12.0,T. Harris makes 3-pt jump shot from 25 ft (assist by P. Reed),104-108, ,,4,108,104,4,2688.0
2:48.0, ,104-108,T. Herro misses 3-pt jump shot from 22 ft,,4,108,104,4,2712.0
2:44.0,Defensive rebound by D. Melton,104-108, ,,4,108,104,4,2716.0
2:39.0,Personal foul by J. Jaquez (drawn by K. Oubre),104-108, ,,4,108,104,4,2721.0
2:39.0,K. Oubre misses free throw 1 of 2,104-108, ,,4,108,104,4,2721.0
2:39.0,Offensive rebound by Team,104-108, ,,4,108,104,4,2721.0
2:39.0,K. Oubre misses free throw 2 of 2,104-108, ,,4,108,104,4,2721.0
2:37.0, ,104-108,Defensive rebound by T. Herro,,4,108,104,4,2723.0
2:28.0, ,104-108,T. Herro misses 2-pt jump shot from 11 ft,,4,108,104,4,2732.0
2:27.0, ,104-108,Offensive rebound by B. Adebayo,,4,108,104,4,2733.0
2:26.0, ,104-110,B. Adebayo makes 2-pt layup at rim,,4,110,104,6,2734.0
2:12.0,T. Harris misses 2-pt jump shot from 10 ft,104-110, ,,4,110,104,6,2748.0
2:12.0, ,104-110,Defensive rebound by B. Adebayo,,4,110,104,6,2748.0
2:02.0, ,104-113,D. Robinson makes 3-pt jump shot from 26 ft (assist by K. Lowry),,4,113,104,9,2758.0
1:55.0,Shooting foul by J. Jaquez (drawn by T. Maxey),104-113, ,,4,113,104,9,2765.0
1:55.0,T. Maxey misses free throw 1 of 2,104-113, ,,4,113,104,9,2765.0
1:55.0,Offensive rebound by Team,104-113, ,,4,113,104,9,2765.0
1:55.0,T. Maxey makes free throw 2 of 2,105-113, ,,4,113,105,8,2765.0
1:39.0, ,105-113,B. Adebayo misses 2-pt jump shot from 15 ft,,4,113,105,8,2781.0
1:35.0,Defensive rebound by T. Maxey,105-113, ,,4,113,105,8,2785.0
1:31.0,Shooting foul by T. Herro (drawn by T. Maxey),105-113, ,,4,113,105,8,2789.0
1:31.0,T. Maxey misses free throw 1 of 2,105-113, ,,4,113,105,8,2789.0
1:31.0,Offensive rebound by Team,105-113, ,,4,113,105,8,2789.0
1:31.0,T. Maxey makes free throw 2 of 2,106-113, ,,4,113,106,7,2789.0
1:09.0, ,106-115,B. Adebayo makes 2-pt hook shot from 4 ft (assist by K. Lowry),,4,115,106,9,2811.0
1:00.0,P. Reed misses 3-pt jump shot from 24 ft,106-115, ,,4,115,106,9,2820.0
0:57.0, ,106-115,Defensive rebound by D. Robinson,,4,115,106,9,2823.0
0:51.0, ,106-115,Personal foul by P. Reed (drawn by B. Adebayo),,4,115,106,9,2829.0
0:51.0,Philadelphia full timeout,106-115, ,,4,115,106,9,2829.0
0:51.0, ,106-116,B. Adebayo makes free throw 1 of 2,,4,116,106,10,2829.0
0:51.0, ,106-117,B. Adebayo makes free throw 2 of 2,,4,117,106,11,2829.0
0:45.0,T. Maxey makes 2-pt layup from 2 ft,108-117, ,,4,117,108,9,2835.0
0:27.0, ,108-117,D. Robinson misses 3-pt jump shot from 22 ft,,4,117,108,9,2853.0
0:22.0, ,108-117,Offensive rebound by T. Herro,,4,117,108,9,2858.0
0:22.0, ,108-117,Turnover by T. Herro (bad pass; steal by D. Melton),,4,117,108,9,2858.0
0:18.0,T. Maxey makes 3-pt jump shot from 26 ft,111-117, ,,4,117,111,6,2862.0
0:13.0, ,111-117,Personal take foul by T. Harris (drawn by J. Jaquez),,4,117,111,6,2867.0
0:13.0, ,111-118,J. Jaquez makes free throw 1 of 2,,4,118,111,7,2867.0
0:13.0, ,111-119,J. Jaquez makes free throw 2 of 2,,4,119,111,8,2867.0
0:08.0,T. Harris misses 3-pt jump shot from 27 ft,111-119, ,,4,119,111,8,2872.0
0:05.0,Offensive rebound by D. Melton,111-119, ,,4,119,111,8,2875.0
0:04.0,D. Melton makes 2-pt layup from 3 ft,113-119, ,,4,119,113,6,2876.0
0:00.0,End of 4th quarter,113-119,,,4,119,113,6,2880.0
