Time,Brooklyn,Score,Detroit,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
7:08.0,D. Smith enters the game for S. Dinwiddie,71-67, ,,3,67,71,-4,1732.0
6:59.0, ,71-67,Shooting foul by C. Thomas (drawn by C. Cunningham),,3,67,71,-4,1741.0
6:59.0, ,71-67,Detroit full timeout,,3,67,71,-4,1741.0
6:59.0,D. Finney-Smith enters the game for C. Thomas,71-67, ,,3,67,71,-4,1741.0
6:59.0, ,71-68,C. Cunningham makes free throw 1 of 2,,3,68,71,-3,1741.0
6:59.0, ,71-69,C. Cunningham makes free throw 2 of 2,,3,69,71,-2,1741.0
6:39.0,D. Smith misses 2-pt jump shot from 12 ft,71-69, ,,3,69,71,-2,1761.0
6:36.0, ,71-69,Defensive rebound by J. Duren,,3,69,71,-2,1764.0
6:14.0, ,71-69,J. Ivey misses 2-pt jump shot from 9 ft,,3,69,71,-2,1786.0
6:13.0, ,71-69,Offensive rebound by J. Ivey,,3,69,71,-2,1787.0
6:13.0, ,71-69,Personal foul by M. Bridges (drawn by J. Ivey),,3,69,71,-2,1787.0
6:13.0,D. Sharpe enters the game for N. Claxton,71-69, ,,3,69,71,-2,1787.0
6:07.0, ,71-71,C. Cunningham makes 2-pt jump shot from 15 ft,Tie,3,71,71,0,1793.0
5:45.0,C. Johnson makes 3-pt jump shot from 28 ft (assist by M. Bridges),74-71, ,,3,71,74,-3,1815.0
5:21.0, ,74-73,C. Cunningham makes 2-pt jump shot from 17 ft (assist by J. Duren),,3,73,74,-1,1839.0
5:06.0,C. Johnson makes 2-pt jump shot from 11 ft,76-73, ,,3,73,76,-3,1854.0
4:53.0, ,76-75,J. Duren makes 2-pt layup from 2 ft (assist by C. Cunningham),,3,75,76,-1,1867.0
4:33.0,D. Smith misses 2-pt layup from 6 ft (block by J. Duren),76-75, ,,3,75,76,-1,1887.0
4:31.0, ,76-75,Defensive rebound by C. Cunningham,,3,75,76,-1,1889.0
4:24.0, ,76-75,Shooting foul by D. Smith (drawn by B. Bogdanović),,3,75,76,-1,1896.0
4:24.0, ,76-76,B. Bogdanović makes free throw 1 of 2,Tie,3,76,76,0,1896.0
4:24.0,R. O'Neale enters the game for M. Bridges,76-76, ,,3,76,76,0,1896.0
4:24.0,C. Thomas enters the game for C. Johnson,76-76, ,,3,76,76,0,1896.0
4:24.0, ,76-76,K. Knox enters the game for J. Duren,,3,76,76,0,1896.0
4:24.0, ,76-76,J. Wiseman enters the game for I. Stewart,,3,76,76,0,1896.0
4:24.0, ,76-77,B. Bogdanović makes free throw 2 of 2,Lead change,3,77,76,1,1896.0
4:03.0,D. Sharpe makes 2-pt layup from 1 ft (assist by C. Thomas),78-77, ,Lead change,3,77,78,-1,1917.0
3:49.0, ,78-77,J. Ivey misses 2-pt layup from 9 ft (block by D. Sharpe),,3,77,78,-1,1931.0
3:49.0,Defensive rebound by C. Thomas,78-77, ,,3,77,78,-1,1931.0
3:46.0,Turnover by D. Smith (lost ball; steal by C. Cunningham),78-77, ,,3,77,78,-1,1934.0
3:40.0, ,78-77,B. Bogdanović misses 3-pt jump shot from 25 ft,,3,77,78,-1,1940.0
3:36.0, ,78-77,Offensive rebound by J. Wiseman,,3,77,78,-1,1944.0
3:36.0, ,78-77,J. Wiseman misses 2-pt hook shot from 2 ft,,3,77,78,-1,1944.0
3:35.0, ,78-77,Offensive rebound by J. Ivey,,3,77,78,-1,1945.0
3:34.0, ,78-77,J. Ivey misses 2-pt layup from 5 ft,,3,77,78,-1,1946.0
3:34.0,Defensive rebound by D. Sharpe,78-77, ,,3,77,78,-1,1946.0
3:23.0,Shooting foul by J. Wiseman (drawn by D. Sharpe),78-77, ,,3,77,78,-1,1957.0
3:23.0,D. Sharpe makes free throw 1 of 2,79-77, ,,3,77,79,-2,1957.0
3:23.0, ,79-77,A. Burks enters the game for B. Bogdanović,,3,77,79,-2,1957.0
3:23.0, ,79-77,M. Sasser enters the game for J. Ivey,,3,77,79,-2,1957.0
3:23.0,D. Sharpe makes free throw 2 of 2,80-77, ,,3,77,80,-3,1957.0
3:03.0, ,80-77,A. Burks misses 2-pt jump shot from 17 ft,,3,77,80,-3,1977.0
3:03.0, ,80-77,Offensive rebound by Team,,3,77,80,-3,1977.0
2:53.0, ,80-77,K. Knox misses 2-pt layup from 3 ft (block by D. Sharpe),,3,77,80,-3,1987.0
2:50.0,Defensive rebound by R. O'Neale,80-77, ,,3,77,80,-3,1990.0
2:47.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,80-77, ,,3,77,80,-3,1993.0
2:44.0, ,80-77,Defensive rebound by C. Cunningham,,3,77,80,-3,1996.0
2:26.0, ,80-77,J. Wiseman misses 2-pt hook shot from 4 ft,,3,77,80,-3,2014.0
2:24.0, ,80-77,Offensive rebound by K. Knox,,3,77,80,-3,2016.0
2:24.0, ,80-77,Turnover by K. Knox (back court),,3,77,80,-3,2016.0
2:24.0,Brooklyn full timeout,80-77, ,,3,77,80,-3,2016.0
2:24.0,S. Dinwiddie enters the game for D. Smith,80-77, ,,3,77,80,-3,2016.0
2:17.0,C. Thomas makes 2-pt jump shot from 14 ft,82-77, ,,3,77,82,-5,2023.0
2:03.0, ,82-77,Personal foul by R. O'Neale (drawn by A. Burks),,3,77,82,-5,2037.0
2:03.0, ,82-77,A. Burks misses free throw 1 of 2,,3,77,82,-5,2037.0
2:03.0, ,82-77,Offensive rebound by Team,,3,77,82,-5,2037.0
2:03.0, ,82-77,A. Thompson enters the game for M. Sasser,,3,77,82,-5,2037.0
2:03.0, ,82-78,A. Burks makes free throw 2 of 2,,3,78,82,-4,2037.0
1:46.0,Shooting foul by K. Knox (drawn by D. Finney-Smith),82-78, ,,3,78,82,-4,2054.0
1:46.0,D. Finney-Smith makes free throw 1 of 2,83-78, ,,3,78,83,-5,2054.0
1:46.0,D. Smith enters the game for C. Thomas,83-78, ,,3,78,83,-5,2054.0
1:46.0,D. Finney-Smith makes free throw 2 of 2,84-78, ,,3,78,84,-6,2054.0
1:25.0, ,84-78,A. Burks misses 2-pt jump shot from 10 ft,,3,78,84,-6,2075.0
1:22.0,Defensive rebound by S. Dinwiddie,84-78, ,,3,78,84,-6,2078.0
1:17.0,R. O'Neale misses 3-pt jump shot from 27 ft,84-78, ,,3,78,84,-6,2083.0
1:13.0,Offensive rebound by D. Finney-Smith,84-78, ,,3,78,84,-6,2087.0
1:13.0,C. Thomas enters the game for D. Smith,84-78, ,,3,78,84,-6,2087.0
1:04.0,C. Thomas makes 2-pt layup from 1 ft (assist by D. Sharpe),86-78, ,,3,78,86,-8,2096.0
0:56.0, ,86-80,C. Cunningham makes 2-pt jump shot from 17 ft,,3,80,86,-6,2104.0
0:42.0,C. Thomas misses 2-pt jump shot from 8 ft,86-80, ,,3,80,86,-6,2118.0
0:39.0, ,86-80,Defensive rebound by A. Thompson,,3,80,86,-6,2121.0
0:36.0, ,86-83,A. Burks makes 3-pt jump shot from 26 ft (assist by A. Thompson),,3,83,86,-3,2124.0
0:23.0,Personal foul by A. Thompson (drawn by C. Thomas),86-83, ,,3,83,86,-3,2137.0
0:23.0,C. Thomas makes free throw 1 of 2,87-83, ,,3,83,87,-4,2137.0
0:23.0,N. Claxton enters the game for D. Sharpe,87-83, ,,3,83,87,-4,2137.0
0:23.0, ,87-83,B. Bogdanović enters the game for A. Thompson,,3,83,87,-4,2137.0
0:23.0, ,87-83,J. Duren enters the game for J. Wiseman,,3,83,87,-4,2137.0
0:23.0,C. Thomas makes free throw 2 of 2,88-83, ,,3,83,88,-5,2137.0
0:07.0, ,88-83,Shooting foul by R. O'Neale (drawn by C. Cunningham),,3,83,88,-5,2153.0
0:07.0, ,88-84,C. Cunningham makes free throw 1 of 2,,3,84,88,-4,2153.0
0:07.0, ,88-84,A. Thompson enters the game for K. Knox,,3,84,88,-4,2153.0
0:07.0, ,88-85,C. Cunningham makes free throw 2 of 2,,3,85,88,-3,2153.0
0:01.0,C. Thomas misses 3-pt jump shot from 24 ft,88-85, ,,3,85,88,-3,2159.0
0:01.0, ,88-85,Defensive rebound by J. Duren,,3,85,88,-3,2159.0
0:00.0,End of 3rd quarter,88-85,,,3,85,88,-3,2160.0
12:00.0,Start of 4th quarter,88-85,,,4,85,88,-3,2160.0
11:39.0, ,88-85,Offensive foul by J. Duren (drawn by M. Bridges),,4,85,88,-3,2181.0
11:39.0, ,88-85,Turnover by J. Duren (offensive foul),,4,85,88,-3,2181.0
11:20.0,M. Bridges makes 2-pt layup from 3 ft,90-85, ,,4,85,90,-5,2200.0
11:00.0, ,90-85,B. Bogdanović misses 2-pt jump shot from 16 ft,,4,85,90,-5,2220.0
10:58.0,Defensive rebound by D. Smith,90-85, ,,4,85,90,-5,2222.0
10:49.0,M. Bridges misses 2-pt jump shot from 11 ft,90-85, ,,4,85,90,-5,2231.0
10:47.0, ,90-85,Defensive rebound by C. Cunningham,,4,85,90,-5,2233.0
10:41.0, ,90-85,Shooting foul by N. Claxton (drawn by C. Cunningham),,4,85,90,-5,2239.0
10:41.0, ,90-86,C. Cunningham makes free throw 1 of 2,,4,86,90,-4,2239.0
10:41.0, ,90-86,J. Ivey enters the game for A. Burks,,4,86,90,-4,2239.0
10:41.0, ,90-87,C. Cunningham makes free throw 2 of 2,,4,87,90,-3,2239.0
10:20.0,S. Dinwiddie misses 2-pt jump shot from 13 ft,90-87, ,,4,87,90,-3,2260.0
10:19.0, ,90-87,Defensive rebound by C. Cunningham,,4,87,90,-3,2261.0
10:09.0, ,90-89,J. Ivey makes 2-pt jump shot from 15 ft (assist by I. Stewart),,4,89,90,-1,2271.0
9:52.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,90-89, ,,4,89,90,-1,2288.0
9:51.0, ,90-89,Defensive rebound by Team,,4,89,90,-1,2289.0
9:51.0,Loose ball foul by N. Claxton (drawn by J. Duren),90-89, ,,4,89,90,-1,2289.0
9:51.0,D. Sharpe enters the game for N. Claxton,90-89, ,,4,89,90,-1,2289.0
9:31.0, ,90-89,Turnover by B. Bogdanović (bad pass; steal by D. Sharpe),,4,89,90,-1,2309.0
9:24.0,D. Smith misses 2-pt layup from 1 ft (block by C. Cunningham),90-89, ,,4,89,90,-1,2316.0
9:21.0, ,90-89,Defensive rebound by B. Bogdanović,,4,89,90,-1,2319.0
9:19.0, ,90-91,B. Bogdanović makes 2-pt layup from 2 ft (assist by J. Ivey),Lead change,4,91,90,1,2321.0
8:58.0,S. Dinwiddie makes 2-pt jump shot from 3 ft,92-91, ,Lead change,4,91,92,-1,2342.0
8:40.0, ,92-94,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Duren),Lead change,4,94,92,2,2360.0
8:24.0,S. Dinwiddie misses 2-pt jump shot from 6 ft,92-94, ,,4,94,92,2,2376.0
8:22.0, ,92-94,Defensive rebound by C. Cunningham,,4,94,92,2,2378.0
8:10.0, ,92-97,C. Cunningham makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,4,97,92,5,2390.0
7:53.0,Shooting foul by J. Ivey (drawn by S. Dinwiddie),92-97, ,,4,97,92,5,2407.0
7:53.0,S. Dinwiddie misses free throw 1 of 2,92-97, ,,4,97,92,5,2407.0
7:53.0,Offensive rebound by Team,92-97, ,,4,97,92,5,2407.0
7:53.0,C. Johnson enters the game for D. Smith,92-97, ,,4,97,92,5,2407.0
7:53.0,S. Dinwiddie makes free throw 2 of 2,93-97, ,,4,97,93,4,2407.0
7:39.0, ,93-97,C. Cunningham misses 2-pt jump shot from 13 ft,,4,97,93,4,2421.0
7:36.0,Defensive rebound by M. Bridges,93-97, ,,4,97,93,4,2424.0
7:32.0,Shooting foul by J. Duren (drawn by M. Bridges),93-97, ,,4,97,93,4,2428.0
7:32.0,M. Bridges makes free throw 1 of 2,94-97, ,,4,97,94,3,2428.0
7:32.0, ,94-97,A. Burks enters the game for I. Stewart,,4,97,94,3,2428.0
7:32.0,M. Bridges makes free throw 2 of 2,95-97, ,,4,97,95,2,2428.0
7:14.0, ,95-97,J. Ivey misses 2-pt jump shot from 15 ft,,4,97,95,2,2446.0
7:10.0,Defensive rebound by C. Johnson,95-97, ,,4,97,95,2,2450.0
7:02.0,M. Bridges makes 2-pt jump shot from 7 ft,97-97, ,Tie,4,97,97,0,2458.0
7:02.0, ,97-97,Detroit full timeout,,4,97,97,0,2458.0
6:49.0, ,97-97,J. Ivey misses 2-pt jump shot from 13 ft (block by D. Sharpe),,4,97,97,0,2471.0
6:45.0,Defensive rebound by S. Dinwiddie,97-97, ,,4,97,97,0,2475.0
6:33.0,M. Bridges misses 2-pt jump shot from 17 ft,97-97, ,,4,97,97,0,2487.0
6:33.0,Offensive rebound by D. Sharpe,97-97, ,,4,97,97,0,2487.0
6:33.0,D. Sharpe makes 2-pt layup from 2 ft,99-97, ,Lead change,4,97,99,-2,2487.0
6:33.0,Shooting foul by B. Bogdanović (drawn by D. Sharpe),99-97, ,,4,97,99,-2,2487.0
6:33.0, ,99-97,Technical foul by B. Bogdanović,,4,97,99,-2,2487.0
6:33.0,M. Bridges misses technical free throw,99-97, ,,4,97,99,-2,2487.0
6:33.0,Offensive rebound by Team,99-97, ,,4,97,99,-2,2487.0
6:33.0, ,99-97,I. Stewart enters the game for J. Duren,,4,97,99,-2,2487.0
6:33.0,D. Sharpe makes free throw 1 of 1,100-97, ,,4,97,100,-3,2487.0
6:14.0, ,100-97,C. Cunningham misses 2-pt jump shot from 15 ft,,4,97,100,-3,2506.0
6:11.0,Defensive rebound by D. Sharpe,100-97, ,,4,97,100,-3,2509.0
5:56.0,M. Bridges makes 2-pt layup from 4 ft,102-97, ,,4,97,102,-5,2524.0
5:40.0, ,102-97,A. Burks misses 3-pt jump shot from 23 ft,,4,97,102,-5,2540.0
5:35.0,Defensive rebound by D. Sharpe,102-97, ,,4,97,102,-5,2545.0
5:27.0,Personal foul by B. Bogdanović (drawn by M. Bridges),102-97, ,,4,97,102,-5,2553.0
5:22.0,M. Bridges misses 2-pt jump shot from 9 ft,102-97, ,,4,97,102,-5,2558.0
5:18.0, ,102-97,Defensive rebound by C. Cunningham,,4,97,102,-5,2562.0
5:12.0, ,102-97,J. Ivey misses 2-pt jump shot from 15 ft,,4,97,102,-5,2568.0
5:10.0,Defensive rebound by D. Sharpe,102-97, ,,4,97,102,-5,2570.0
4:53.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),105-97, ,,4,97,105,-8,2587.0
4:36.0, ,105-99,C. Cunningham makes 2-pt jump shot from 9 ft,,4,99,105,-6,2604.0
4:34.0, ,105-99,Violation by Team (delay of game),,4,99,105,-6,2606.0
4:19.0,S. Dinwiddie misses 2-pt layup from 5 ft,105-99, ,,4,99,105,-6,2621.0
4:18.0,Offensive rebound by D. Sharpe,105-99, ,,4,99,105,-6,2622.0
4:16.0,Turnover by D. Sharpe (bad pass; steal by J. Ivey),105-99, ,,4,99,105,-6,2624.0
4:00.0, ,105-99,Shooting foul by S. Dinwiddie (drawn by I. Stewart),,4,99,105,-6,2640.0
4:00.0, ,105-100,I. Stewart makes free throw 1 of 2,,4,100,105,-5,2640.0
4:00.0, ,105-100,J. Duren enters the game for A. Burks,,4,100,105,-5,2640.0
4:00.0, ,105-100,I. Stewart misses free throw 2 of 2,,4,100,105,-5,2640.0
4:00.0,Defensive rebound by Team,105-100, ,,4,100,105,-5,2640.0
3:48.0,Personal foul by I. Stewart (drawn by M. Bridges),105-100, ,,4,100,105,-5,2652.0
3:48.0,M. Bridges makes free throw 1 of 2,106-100, ,,4,100,106,-6,2652.0
3:48.0,M. Bridges makes free throw 2 of 2,107-100, ,,4,100,107,-7,2652.0
3:33.0, ,107-100,Shooting foul by D. Sharpe (drawn by C. Cunningham),,4,100,107,-7,2667.0
3:33.0, ,107-100,C. Cunningham misses free throw 1 of 2,,4,100,107,-7,2667.0
3:33.0, ,107-100,Offensive rebound by Team,,4,100,107,-7,2667.0
3:33.0,Brooklyn full timeout,107-100, ,,4,100,107,-7,2667.0
3:33.0, ,107-100,K. Knox enters the game for B. Bogdanović,,4,100,107,-7,2667.0
3:33.0, ,107-100,A. Thompson enters the game for J. Ivey,,4,100,107,-7,2667.0
3:33.0, ,107-100,C. Cunningham misses free throw 2 of 2,,4,100,107,-7,2667.0
3:30.0,Defensive rebound by M. Bridges,107-100, ,,4,100,107,-7,2670.0
3:18.0,C. Johnson misses 3-pt jump shot from 26 ft,107-100, ,,4,100,107,-7,2682.0
3:17.0,Offensive rebound by Team,107-100, ,,4,100,107,-7,2683.0
3:17.0, ,107-100,Loose ball foul by A. Thompson (drawn by D. Sharpe),,4,100,107,-7,2683.0
3:17.0,D. Sharpe makes free throw 1 of 2,108-100, ,,4,100,108,-8,2683.0
3:17.0, ,108-100,Detroit full timeout,,4,100,108,-8,2683.0
3:17.0, ,108-100,B. Bogdanović enters the game for K. Knox,,4,100,108,-8,2683.0
3:17.0, ,108-100,A. Burks enters the game for A. Thompson,,4,100,108,-8,2683.0
3:17.0,D. Sharpe misses free throw 2 of 2,108-100, ,,4,100,108,-8,2683.0
3:15.0, ,108-100,Defensive rebound by B. Bogdanović,,4,100,108,-8,2685.0
2:58.0, ,108-103,C. Cunningham makes 3-pt jump shot from 26 ft,,4,103,108,-5,2702.0
2:36.0,Shooting foul by B. Bogdanović (drawn by C. Johnson),108-103, ,,4,103,108,-5,2724.0
2:36.0,C. Johnson makes free throw 1 of 2,109-103, ,,4,103,109,-6,2724.0
2:36.0,N. Claxton enters the game for D. Sharpe,109-103, ,,4,103,109,-6,2724.0
2:36.0,C. Johnson misses free throw 2 of 2,109-103, ,,4,103,109,-6,2724.0
2:32.0, ,109-103,Defensive rebound by A. Burks,,4,103,109,-6,2728.0
2:25.0, ,109-103,B. Bogdanović misses 3-pt jump shot from 26 ft,,4,103,109,-6,2735.0
2:23.0,Defensive rebound by N. Claxton,109-103, ,,4,103,109,-6,2737.0
2:04.0,C. Johnson misses 3-pt jump shot from 31 ft,109-103, ,,4,103,109,-6,2756.0
2:03.0, ,109-103,Defensive rebound by Team,,4,103,109,-6,2757.0
1:54.0, ,109-105,C. Cunningham makes 2-pt layup from 3 ft,,4,105,109,-4,2766.0
1:54.0, ,109-105,Shooting foul by D. Finney-Smith (drawn by C. Cunningham),,4,105,109,-4,2766.0
1:54.0, ,109-106,C. Cunningham makes free throw 1 of 1,,4,106,109,-3,2766.0
1:40.0,C. Johnson makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),112-106, ,,4,106,112,-6,2780.0
1:28.0, ,112-108,C. Cunningham makes 2-pt layup from 1 ft,,4,108,112,-4,2792.0
1:11.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,112-108, ,,4,108,112,-4,2809.0
1:06.0, ,112-108,Defensive rebound by J. Duren,,4,108,112,-4,2814.0
0:57.0, ,112-110,C. Cunningham makes 2-pt layup from 2 ft,,4,110,112,-2,2823.0
0:38.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by C. Johnson),115-110, ,,4,110,115,-5,2842.0
0:38.0, ,115-110,Detroit full timeout,,4,110,115,-5,2842.0
0:34.0, ,115-110,A. Burks misses 3-pt jump shot from 26 ft,,4,110,115,-5,2846.0
0:29.0,Defensive rebound by D. Finney-Smith,115-110, ,,4,110,115,-5,2851.0
0:28.0,Personal take foul by B. Bogdanović (drawn by M. Bridges),115-110, ,,4,110,115,-5,2852.0
0:28.0, ,115-110,J. Ivey enters the game for B. Bogdanović,,4,110,115,-5,2852.0
0:28.0,M. Bridges makes free throw 1 of 2,116-110, ,,4,110,116,-6,2852.0
0:28.0,M. Bridges makes free throw 2 of 2,117-110, ,,4,110,117,-7,2852.0
0:28.0, ,117-110,Detroit full timeout,,4,110,117,-7,2852.0
0:26.0, ,117-112,C. Cunningham makes 2-pt layup from 1 ft (assist by J. Ivey),,4,112,117,-5,2854.0
0:25.0,Personal take foul by C. Cunningham (drawn by M. Bridges),117-112, ,,4,112,117,-5,2855.0
0:25.0,M. Bridges misses free throw 1 of 2,117-112, ,,4,112,117,-5,2855.0
0:25.0,Offensive rebound by Team,117-112, ,,4,112,117,-5,2855.0
0:25.0,M. Bridges misses free throw 2 of 2,117-112, ,,4,112,117,-5,2855.0
0:23.0, ,117-112,Defensive rebound by J. Duren,,4,112,117,-5,2857.0
0:16.0, ,117-112,Turnover by C. Cunningham (out of bounds lost ball),,4,112,117,-5,2864.0
0:13.0,Personal take foul by J. Ivey (drawn by C. Johnson),117-112, ,,4,112,117,-5,2867.0
0:13.0,C. Johnson makes free throw 1 of 2,118-112, ,,4,112,118,-6,2867.0
0:13.0,C. Johnson misses free throw 2 of 2,118-112, ,,4,112,118,-6,2867.0
0:12.0,Offensive rebound by Team,118-112, ,,4,112,118,-6,2868.0
0:12.0,Brooklyn full timeout,118-112, ,,4,112,118,-6,2868.0
0:12.0,R. O'Neale enters the game for N. Claxton,118-112, ,,4,112,118,-6,2868.0
0:07.0,Personal take foul by I. Stewart (drawn by M. Bridges),118-112, ,,4,112,118,-6,2873.0
0:07.0,M. Bridges misses free throw 1 of 2,118-112, ,,4,112,118,-6,2873.0
0:07.0,Offensive rebound by Team,118-112, ,,4,112,118,-6,2873.0
0:07.0,N. Claxton enters the game for R. O'Neale,118-112, ,,4,112,118,-6,2873.0
0:07.0,M. Bridges misses free throw 2 of 2,118-112, ,,4,112,118,-6,2873.0
0:05.0, ,118-112,Defensive rebound by J. Duren,,4,112,118,-6,2875.0
0:04.0, ,118-112,Turnover by A. Burks (bad pass),,4,112,118,-6,2876.0
0:00.0,End of 4th quarter,118-112,,,4,112,118,-6,2880.0
