Time,Chicago,Score,Detroit,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
2:13.0, ,71-79,M. Sasser makes 2-pt jump shot from 20 ft (assist by J. Harris),,3,79,71,8,2027.0
1:55.0,A. Caruso misses 2-pt layup from 3 ft,71-79, ,,3,79,71,8,2045.0
1:51.0,Offensive rebound by A. Drummond,71-79, ,,3,79,71,8,2049.0
1:51.0,A. Drummond misses 2-pt layup at rim,71-79, ,,3,79,71,8,2049.0
1:49.0,Offensive rebound by A. Drummond,71-79, ,,3,79,71,8,2051.0
1:49.0,A. Drummond misses 2-pt layup at rim,71-79, ,,3,79,71,8,2051.0
1:49.0, ,71-79,Defensive rebound by M. Sasser,,3,79,71,8,2051.0
1:47.0, ,71-79,J. Ivey misses 2-pt layup from 2 ft,,3,79,71,8,2053.0
1:46.0, ,71-79,Offensive rebound by M. Bagley,,3,79,71,8,2054.0
1:46.0, ,71-81,M. Bagley makes 2-pt layup at rim,,3,81,71,10,2054.0
1:22.0,T. Craig makes 2-pt layup from 3 ft (assist by A. Drummond),73-81, ,,3,81,73,8,2078.0
1:04.0, ,73-81,Turnover by J. Ivey (lost ball; steal by A. Caruso),,3,81,73,8,2096.0
1:00.0,Z. LaVine makes 2-pt layup from 4 ft (assist by A. Caruso),75-81, ,,3,81,75,6,2100.0
1:00.0,Shooting foul by M. Bagley (drawn by Z. LaVine),75-81, ,,3,81,75,6,2100.0
1:00.0, ,75-81,Technical foul by M. Bagley,,3,81,75,6,2100.0
1:00.0,Z. LaVine makes technical free throw,76-81, ,,3,81,76,5,2100.0
1:00.0,Z. LaVine makes free throw 1 of 1,77-81, ,,3,81,77,4,2100.0
0:47.0, ,77-81,A. Burks misses 3-pt jump shot from 27 ft,,3,81,77,4,2113.0
0:45.0, ,77-81,Offensive rebound by M. Bagley,,3,81,77,4,2115.0
0:43.0, ,77-81,M. Bagley misses 2-pt jump shot from 7 ft,,3,81,77,4,2117.0
0:43.0,Defensive rebound by A. Drummond,77-81, ,,3,81,77,4,2117.0
0:33.0,Z. LaVine misses 2-pt jump shot from 11 ft,77-81, ,,3,81,77,4,2127.0
0:30.0,Offensive rebound by T. Craig,77-81, ,,3,81,77,4,2130.0
0:20.0,Z. LaVine misses 2-pt layup from 5 ft,77-81, ,,3,81,77,4,2140.0
0:18.0, ,77-81,Defensive rebound by M. Sasser,,3,81,77,4,2142.0
0:02.0, ,77-81,M. Sasser misses 3-pt jump shot from 30 ft (block by A. Drummond),,3,81,77,4,2158.0
0:02.0, ,77-81,Offensive rebound by M. Sasser,,3,81,77,4,2158.0
0:00.0, ,77-84,J. Ivey makes 3-pt jump shot from 28 ft (assist by M. Sasser),,3,84,77,7,2160.0
0:00.0,End of 3rd quarter,77-84,,,3,84,77,7,2160.0
12:00.0,Start of 4th quarter,77-84,,,4,84,77,7,2160.0
11:48.0, ,77-86,C. Cunningham makes 2-pt layup from 3 ft,,4,86,77,9,2172.0
11:48.0, ,77-86,Shooting foul by T. Craig (drawn by C. Cunningham),,4,86,77,9,2172.0
11:48.0, ,77-87,C. Cunningham makes free throw 1 of 1,,4,87,77,10,2172.0
11:33.0,A. Drummond misses 2-pt layup from 4 ft (block by J. Duren),77-87, ,,4,87,77,10,2187.0
11:28.0, ,77-87,Defensive rebound by J. Harris,,4,87,77,10,2192.0
11:27.0, ,77-87,C. Cunningham misses 2-pt layup from 2 ft,,4,87,77,10,2193.0
11:25.0,Defensive rebound by T. Craig,77-87, ,,4,87,77,10,2195.0
11:21.0,A. Dosunmu misses 2-pt layup from 3 ft,77-87, ,,4,87,77,10,2199.0
11:17.0, ,77-87,Defensive rebound by C. Cunningham,,4,87,77,10,2203.0
11:12.0, ,77-87,A. Burks misses 3-pt jump shot from 24 ft,,4,87,77,10,2208.0
11:12.0, ,77-87,Offensive rebound by Team,,4,87,77,10,2208.0
11:02.0, ,77-87,C. Cunningham misses 2-pt jump shot from 8 ft,,4,87,77,10,2218.0
11:00.0, ,77-87,Offensive rebound by J. Duren,,4,87,77,10,2220.0
10:59.0, ,77-90,A. Burks makes 3-pt jump shot from 28 ft (assist by J. Duren),,4,90,77,13,2221.0
10:59.0,Chicago full timeout,77-90, ,,4,90,77,13,2221.0
10:42.0,Z. LaVine makes 3-pt jump shot from 27 ft (assist by A. Dosunmu),80-90, ,,4,90,80,10,2238.0
10:26.0, ,80-92,J. Duren makes 2-pt dunk from 5 ft (assist by C. Cunningham),,4,92,80,12,2254.0
10:16.0,Z. LaVine makes 3-pt jump shot from 27 ft (assist by A. Dosunmu),83-92, ,,4,92,83,9,2264.0
10:01.0, ,83-95,A. Burks makes 3-pt jump shot from 28 ft (assist by C. Cunningham),,4,95,83,12,2279.0
9:47.0,Z. LaVine misses 3-pt jump shot from 27 ft,83-95, ,,4,95,83,12,2293.0
9:46.0,Offensive rebound by A. Dosunmu,83-95, ,,4,95,83,12,2294.0
9:45.0,A. Dosunmu misses 2-pt layup from 2 ft (block by A. Burks),83-95, ,,4,95,83,12,2295.0
9:44.0,Offensive rebound by Team,83-95, ,,4,95,83,12,2296.0
9:44.0,A. Caruso enters the game for A. Dosunmu,83-95, ,,4,95,83,12,2296.0
9:29.0,T. Craig makes 2-pt jump shot from 3 ft,85-95, ,,4,95,85,10,2311.0
9:29.0,N. Vučević enters the game for A. Drummond,85-95, ,,4,95,85,10,2311.0
9:10.0, ,85-95,A. Burks misses 3-pt jump shot from 31 ft,,4,95,85,10,2330.0
9:06.0,Defensive rebound by N. Vučević,85-95, ,,4,95,85,10,2334.0
9:00.0,Z. LaVine makes 2-pt jump shot from 20 ft,87-95, ,,4,95,87,8,2340.0
8:47.0, ,87-95,Turnover by C. Cunningham (bad pass; steal by A. Caruso),,4,95,87,8,2353.0
8:42.0,T. Craig misses 2-pt layup from 4 ft,87-95, ,,4,95,87,8,2358.0
8:40.0, ,87-95,Defensive rebound by C. Cunningham,,4,95,87,8,2360.0
8:37.0, ,87-95,Turnover by C. Cunningham (bad pass; steal by A. Caruso),,4,95,87,8,2363.0
8:33.0,Z. LaVine makes 2-pt dunk from 1 ft (assist by A. Caruso),89-95, ,,4,95,89,6,2367.0
8:33.0, ,89-95,Detroit full timeout,,4,95,89,6,2367.0
8:33.0,D. DeRozan enters the game for Z. LaVine,89-95, ,,4,95,89,6,2367.0
8:33.0, ,89-95,I. Stewart enters the game for J. Harris,,4,95,89,6,2367.0
8:16.0, ,89-95,Shooting foul by N. Vučević (drawn by J. Duren),,4,95,89,6,2384.0
8:16.0, ,89-96,J. Duren makes free throw 1 of 2,,4,96,89,7,2384.0
8:16.0, ,89-96,A. Thompson enters the game for J. Ivey,,4,96,89,7,2384.0
8:16.0, ,89-97,J. Duren makes free throw 2 of 2,,4,97,89,8,2384.0
7:56.0,N. Vučević makes 2-pt layup from 4 ft (assist by A. Caruso),91-97, ,,4,97,91,6,2404.0
7:43.0, ,91-99,I. Stewart makes 2-pt dunk from 2 ft (assist by A. Thompson),,4,99,91,8,2417.0
7:27.0,J. Carter misses 3-pt jump shot from 27 ft,91-99, ,,4,99,91,8,2433.0
7:23.0, ,91-99,Defensive rebound by I. Stewart,,4,99,91,8,2437.0
7:19.0, ,91-99,Turnover by I. Stewart (traveling),,4,99,91,8,2441.0
7:19.0,Z. LaVine enters the game for J. Carter,91-99, ,,4,99,91,8,2441.0
7:19.0,C. White enters the game for A. Caruso,91-99, ,,4,99,91,8,2441.0
7:01.0,D. DeRozan misses 2-pt hook shot from 4 ft,91-99, ,,4,99,91,8,2459.0
6:58.0, ,91-99,Defensive rebound by A. Thompson,,4,99,91,8,2462.0
6:54.0, ,91-99,A. Burks misses 2-pt jump shot from 24 ft,,4,99,91,8,2466.0
6:52.0, ,91-99,Offensive rebound by A. Thompson,,4,99,91,8,2468.0
6:50.0, ,91-99,Turnover by A. Thompson (bad pass; steal by Z. LaVine),,4,99,91,8,2470.0
6:45.0,C. White misses 3-pt jump shot from 28 ft,91-99, ,,4,99,91,8,2475.0
6:40.0, ,91-99,Defensive rebound by I. Stewart,,4,99,91,8,2480.0
6:23.0, ,91-99,C. Cunningham misses 2-pt layup from 3 ft,,4,99,91,8,2497.0
6:19.0, ,91-99,Offensive rebound by J. Duren,,4,99,91,8,2501.0
6:19.0, ,91-101,J. Duren makes 2-pt layup at rim,,4,101,91,10,2501.0
6:05.0,Personal foul by A. Thompson (drawn by D. DeRozan),91-101, ,,4,101,91,10,2515.0
6:05.0, ,91-101,K. Hayes enters the game for A. Burks,,4,101,91,10,2515.0
5:56.0,Turnover by Z. LaVine (out of bounds lost ball),91-101, ,,4,101,91,10,2524.0
5:43.0, ,91-101,I. Stewart misses 2-pt layup from 4 ft,,4,101,91,10,2537.0
5:41.0, ,91-101,Offensive rebound by J. Duren,,4,101,91,10,2539.0
5:41.0, ,91-103,J. Duren makes 2-pt dunk at rim,,4,103,91,12,2539.0
5:20.0,Z. LaVine misses 2-pt jump shot from 11 ft,91-103, ,,4,103,91,12,2560.0
5:14.0, ,91-103,Defensive rebound by J. Duren,,4,103,91,12,2566.0
5:14.0, ,91-105,I. Stewart makes 2-pt layup from 3 ft (assist by C. Cunningham),,4,105,91,14,2566.0
5:14.0, ,91-105,Shooting foul by D. DeRozan (drawn by I. Stewart),,4,105,91,14,2566.0
5:14.0,Chicago full timeout,91-105, ,,4,105,91,14,2566.0
5:14.0,A. Caruso enters the game for T. Craig,91-105, ,,4,105,91,14,2566.0
5:14.0, ,91-105,I. Stewart misses free throw 1 of 1,,4,105,91,14,2566.0
5:12.0,Defensive rebound by A. Caruso,91-105, ,,4,105,91,14,2568.0
4:59.0,Shooting foul by J. Duren (drawn by D. DeRozan),91-105, ,,4,105,91,14,2581.0
4:59.0,D. DeRozan makes free throw 1 of 2,92-105, ,,4,105,92,13,2581.0
4:59.0,D. DeRozan makes free throw 2 of 2,93-105, ,,4,105,93,12,2581.0
4:54.0, ,93-105,Personal foul by A. Caruso (drawn by C. Cunningham),,4,105,93,12,2586.0
4:50.0, ,93-105,Turnover by K. Hayes (step out of bounds),,4,105,93,12,2590.0
4:42.0,Personal foul by I. Stewart (drawn by D. DeRozan),93-105, ,,4,105,93,12,2598.0
4:35.0,Z. LaVine misses 2-pt jump shot from 17 ft (block by A. Thompson),93-105, ,,4,105,93,12,2605.0
4:34.0,Offensive rebound by Z. LaVine,93-105, ,,4,105,93,12,2606.0
4:28.0,Z. LaVine makes 2-pt layup from 14 ft,95-105, ,,4,105,95,10,2612.0
4:12.0, ,95-105,C. Cunningham misses 2-pt jump shot from 18 ft,,4,105,95,10,2628.0
4:08.0, ,95-105,Offensive rebound by J. Duren,,4,105,95,10,2632.0
4:08.0, ,95-105,J. Duren misses 2-pt layup at rim,,4,105,95,10,2632.0
4:06.0, ,95-105,Offensive rebound by I. Stewart,,4,105,95,10,2634.0
4:06.0, ,95-105,I. Stewart misses 2-pt layup at rim,,4,105,95,10,2634.0
4:05.0, ,95-105,I. Stewart misses 2-pt layup from 1 ft,,4,105,95,10,2635.0
4:05.0,Defensive rebound by C. White,95-105, ,,4,105,95,10,2635.0
3:57.0,Offensive foul by N. Vučević (drawn by A. Thompson),95-105, ,,4,105,95,10,2643.0
3:57.0,Turnover by N. Vučević (offensive foul),95-105, ,,4,105,95,10,2643.0
3:34.0, ,95-105,A. Thompson misses 3-pt jump shot from 23 ft,,4,105,95,10,2666.0
3:32.0,Defensive rebound by A. Caruso,95-105, ,,4,105,95,10,2668.0
3:29.0,Turnover by Z. LaVine (lost ball; steal by J. Duren),95-105, ,,4,105,95,10,2671.0
3:24.0, ,95-105,Shooting foul by A. Caruso (drawn by A. Thompson),,4,105,95,10,2676.0
3:24.0, ,95-106,A. Thompson makes free throw 1 of 2,,4,106,95,11,2676.0
3:24.0, ,95-107,A. Thompson makes free throw 2 of 2,,4,107,95,12,2676.0
3:06.0,D. DeRozan makes 2-pt jump shot from 16 ft,97-107, ,,4,107,97,10,2694.0
3:06.0, ,97-107,Detroit full timeout,,4,107,97,10,2694.0
2:45.0, ,97-107,C. Cunningham misses 2-pt layup from 2 ft,,4,107,97,10,2715.0
2:43.0, ,97-107,Offensive rebound by A. Thompson,,4,107,97,10,2717.0
2:41.0, ,97-107,I. Stewart misses 3-pt jump shot from 27 ft,,4,107,97,10,2719.0
2:40.0, ,97-107,Offensive rebound by A. Thompson,,4,107,97,10,2720.0
2:30.0, ,97-107,Shooting foul by A. Caruso (drawn by C. Cunningham),,4,107,97,10,2730.0
2:30.0, ,97-108,C. Cunningham makes free throw 1 of 2,,4,108,97,11,2730.0
2:30.0, ,97-109,C. Cunningham makes free throw 2 of 2,,4,109,97,12,2730.0
2:20.0,D. DeRozan makes 2-pt jump shot from 20 ft,99-109, ,,4,109,99,10,2740.0
1:59.0, ,99-111,C. Cunningham makes 2-pt layup from 2 ft (assist by J. Duren),,4,111,99,12,2761.0
1:46.0,D. DeRozan misses 2-pt layup from 2 ft,99-111, ,,4,111,99,12,2774.0
1:44.0, ,99-111,Defensive rebound by J. Duren,,4,111,99,12,2776.0
1:22.0, ,99-113,I. Stewart makes 2-pt jump shot from 13 ft,,4,113,99,14,2798.0
1:15.0,Turnover by Z. LaVine (lost ball; steal by A. Thompson),99-113, ,,4,113,99,14,2805.0
1:11.0, ,99-115,J. Duren makes 2-pt dunk from 3 ft (assist by A. Thompson),,4,115,99,16,2809.0
1:11.0,Chicago full timeout,99-115, ,,4,115,99,16,2809.0
1:11.0,A. Dosunmu enters the game for A. Caruso,99-115, ,,4,115,99,16,2809.0
1:11.0,J. Phillips enters the game for D. DeRozan,99-115, ,,4,115,99,16,2809.0
1:11.0,T. Taylor enters the game for Z. LaVine,99-115, ,,4,115,99,16,2809.0
1:11.0,D. Terry enters the game for N. Vučević,99-115, ,,4,115,99,16,2809.0
1:11.0,P. Williams enters the game for C. White,99-115, ,,4,115,99,16,2809.0
1:03.0,A. Dosunmu misses 2-pt layup from 4 ft (block by J. Duren),99-115, ,,4,115,99,16,2817.0
0:59.0, ,99-115,Defensive rebound by A. Thompson,,4,115,99,16,2821.0
0:44.0, ,99-118,K. Hayes makes 3-pt jump shot from 27 ft (assist by C. Cunningham),,4,118,99,19,2836.0
0:42.0,Personal take foul by K. Hayes (drawn by D. Terry),99-118, ,,4,118,99,19,2838.0
0:42.0, ,99-118,M. Bagley enters the game for C. Cunningham,,4,118,99,19,2838.0
0:42.0, ,99-118,J. Ivey enters the game for J. Duren,,4,118,99,19,2838.0
0:42.0, ,99-118,M. Sasser enters the game for K. Hayes,,4,118,99,19,2838.0
0:42.0, ,99-118,S. Umude enters the game for I. Stewart,,4,118,99,19,2838.0
0:25.0,D. Terry makes 3-pt jump shot from 27 ft (assist by A. Dosunmu),102-118, ,,4,118,102,16,2855.0
0:01.0, ,102-118,Turnover by Team (shot clock),,4,118,102,16,2879.0
0:00.0,End of 4th quarter,102-118,,,4,118,102,16,2880.0
