Time,Detroit,Score,Cleveland,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
2:29.0,Defensive rebound by A. Burks,85-92, ,,3,85,92,-7,2011.0
2:16.0,Turnover by M. Morris (bad pass; steal by C. LeVert),85-92, ,,3,85,92,-7,2024.0
2:09.0, ,85-94,I. Okoro makes 2-pt layup at rim (assist by D. Mitchell),,3,85,94,-9,2031.0
2:09.0,Detroit full timeout,85-94, ,,3,85,94,-9,2031.0
2:09.0,A. Thompson enters the game for B. Bogdanović,85-94, ,,3,85,94,-9,2031.0
2:09.0, ,85-94,S. Merrill enters the game for D. Mitchell,,3,85,94,-9,2031.0
2:09.0, ,85-94,D. Wade enters the game for E. Mobley,,3,85,94,-9,2031.0
1:52.0,Shooting foul by S. Merrill (drawn by D. Gallinari),85-94, ,,3,85,94,-9,2048.0
1:52.0,D. Gallinari makes free throw 1 of 2,86-94, ,,3,86,94,-8,2048.0
1:52.0,D. Gallinari makes free throw 2 of 2,87-94, ,,3,87,94,-7,2048.0
1:34.0, ,87-94,D. Wade misses 3-pt jump shot from 29 ft,,3,87,94,-7,2066.0
1:31.0,Defensive rebound by A. Thompson,87-94, ,,3,87,94,-7,2069.0
1:14.0,Turnover by K. Knox (traveling),87-94, ,,3,87,94,-7,2086.0
0:54.0, ,87-94,C. LeVert misses 3-pt jump shot from 25 ft,,3,87,94,-7,2106.0
0:50.0,Defensive rebound by A. Burks,87-94, ,,3,87,94,-7,2110.0
0:47.0,A. Thompson makes 2-pt dunk from 1 ft (assist by A. Burks),89-94, ,,3,89,94,-5,2113.0
0:35.0, ,89-94,G. Niang misses 2-pt jump shot from 8 ft,,3,89,94,-5,2125.0
0:33.0,Defensive rebound by A. Burks,89-94, ,,3,89,94,-5,2127.0
0:14.0,M. Morris makes 2-pt jump shot from 10 ft,91-94, ,,3,91,94,-3,2146.0
0:02.0, ,91-96,C. LeVert makes 2-pt jump shot from 4 ft,,3,91,96,-5,2158.0
0:00.0,M. Morris misses 3-pt jump shot from 55 ft,91-96, ,,3,91,96,-5,2160.0
0:00.0,Offensive rebound by Team,91-96, ,,3,91,96,-5,2160.0
0:00.0,End of 3rd quarter,91-96,,,3,91,96,-5,2160.0
12:00.0,Start of 4th quarter,91-96,,,4,91,96,-5,2160.0
11:43.0, ,91-96,Turnover by D. Wade (lost ball; steal by A. Thompson),,4,91,96,-5,2177.0
11:39.0,M. Morris misses 2-pt layup from 2 ft (block by D. Wade),91-96, ,,4,91,96,-5,2181.0
11:39.0,Offensive rebound by Team,91-96, ,,4,91,96,-5,2181.0
11:24.0,D. Gallinari makes 2-pt layup from 1 ft,93-96, ,,4,93,96,-3,2196.0
11:24.0,Shooting foul by M. Strus (drawn by D. Gallinari),93-96, ,,4,93,96,-3,2196.0
11:24.0,D. Gallinari misses free throw 1 of 1,93-96, ,,4,93,96,-3,2196.0
11:21.0, ,93-96,Defensive rebound by M. Strus,,4,93,96,-3,2199.0
11:09.0, ,93-98,M. Strus makes 2-pt layup from 1 ft (assist by G. Niang),,4,93,98,-5,2211.0
10:47.0,K. Knox misses 3-pt jump shot from 26 ft,93-98, ,,4,93,98,-5,2233.0
10:45.0, ,93-98,Defensive rebound by G. Niang,,4,93,98,-5,2235.0
10:36.0, ,93-98,G. Niang misses 2-pt layup from 1 ft,,4,93,98,-5,2244.0
10:33.0,Defensive rebound by A. Thompson,93-98, ,,4,93,98,-5,2247.0
10:28.0,K. Knox makes 3-pt jump shot from 23 ft (assist by A. Burks),96-98, ,,4,96,98,-2,2252.0
10:03.0, ,96-98,M. Strus misses 3-pt jump shot from 26 ft,,4,96,98,-2,2277.0
10:00.0,Defensive rebound by A. Thompson,96-98, ,,4,96,98,-2,2280.0
9:52.0,K. Knox makes 2-pt jump shot from 1 ft (assist by A. Burks),98-98, ,Tie,4,98,98,0,2288.0
9:46.0, ,98-98,Cleveland full timeout,,4,98,98,0,2294.0
9:46.0, ,98-98,D. Mitchell enters the game for S. Merrill,,4,98,98,0,2294.0
9:46.0, ,98-98,E. Mobley enters the game for G. Niang,,4,98,98,0,2294.0
9:46.0, ,98-98,I. Okoro enters the game for D. Wade,,4,98,98,0,2294.0
9:40.0, ,98-98,D. Garland misses 2-pt jump shot from 6 ft,,4,98,98,0,2300.0
9:37.0,Defensive rebound by K. Knox,98-98, ,,4,98,98,0,2303.0
9:20.0,Shooting foul by M. Strus (drawn by D. Gallinari),98-98, ,,4,98,98,0,2320.0
9:20.0,D. Gallinari makes free throw 1 of 2,99-98, ,Lead change,4,99,98,1,2320.0
9:20.0,M. Sasser enters the game for K. Knox,99-98, ,,4,99,98,1,2320.0
9:20.0,D. Gallinari makes free throw 2 of 2,100-98, ,,4,100,98,2,2320.0
9:04.0, ,100-100,D. Mitchell makes 2-pt jump shot from 10 ft,Tie,4,100,100,0,2336.0
8:42.0,M. Morris misses 2-pt jump shot from 17 ft,100-100, ,,4,100,100,0,2358.0
8:40.0,Offensive rebound by A. Thompson,100-100, ,,4,100,100,0,2360.0
8:36.0,Turnover by A. Thompson (lost ball; steal by D. Garland),100-100, ,,4,100,100,0,2364.0
8:26.0, ,100-100,M. Strus misses 3-pt jump shot from 23 ft,,4,100,100,0,2374.0
8:23.0,Defensive rebound by A. Burks,100-100, ,,4,100,100,0,2377.0
8:13.0,M. Morris makes 2-pt jump shot from 15 ft (assist by D. Gallinari),102-100, ,,4,102,100,2,2387.0
7:56.0, ,102-100,I. Okoro misses 2-pt layup from 1 ft,,4,102,100,2,2404.0
7:52.0,Defensive rebound by D. Gallinari,102-100, ,,4,102,100,2,2408.0
7:45.0,A. Burks makes 3-pt jump shot from 24 ft (assist by M. Sasser),105-100, ,,4,105,100,5,2415.0
7:30.0, ,105-100,Personal foul by D. Gallinari (drawn by E. Mobley),,4,105,100,5,2430.0
7:30.0,B. Bogdanović enters the game for D. Gallinari,105-100, ,,4,105,100,5,2430.0
7:30.0,C. Cunningham enters the game for M. Morris,105-100, ,,4,105,100,5,2430.0
7:30.0,J. Duren enters the game for A. Thompson,105-100, ,,4,105,100,5,2430.0
7:30.0, ,105-100,J. Allen enters the game for D. Garland,,4,105,100,5,2430.0
7:30.0, ,105-100,C. LeVert enters the game for E. Mobley,,4,105,100,5,2430.0
7:20.0, ,105-102,D. Mitchell makes 2-pt jump shot from 9 ft,,4,105,102,3,2440.0
7:03.0,C. Cunningham makes 2-pt jump shot from 14 ft,107-102, ,,4,107,102,5,2457.0
6:52.0, ,107-102,D. Mitchell misses 2-pt layup from 3 ft (block by C. Cunningham),,4,107,102,5,2468.0
6:48.0, ,107-102,Offensive rebound by D. Mitchell,,4,107,102,5,2472.0
6:47.0, ,107-104,J. Allen makes 2-pt dunk from 1 ft (assist by D. Mitchell),,4,107,104,3,2473.0
6:36.0,C. Cunningham makes 2-pt jump shot from 18 ft,109-104, ,,4,109,104,5,2484.0
6:25.0, ,109-106,D. Mitchell makes 2-pt layup from 1 ft,,4,109,106,3,2495.0
6:11.0,Personal foul by D. Mitchell (drawn by J. Duren),109-106, ,,4,109,106,3,2509.0
6:11.0,J. Ivey enters the game for M. Sasser,109-106, ,,4,109,106,3,2509.0
6:05.0,Shooting foul by M. Strus (drawn by A. Burks),109-106, ,,4,109,106,3,2515.0
6:05.0,A. Burks makes free throw 1 of 2,110-106, ,,4,110,106,4,2515.0
6:05.0,A. Burks makes free throw 2 of 2,111-106, ,,4,111,106,5,2515.0
5:52.0, ,111-109,D. Mitchell makes 3-pt jump shot from 26 ft (assist by C. LeVert),,4,111,109,2,2528.0
5:33.0,C. Cunningham misses 2-pt jump shot from 15 ft,111-109, ,,4,111,109,2,2547.0
5:31.0, ,111-109,Defensive rebound by M. Strus,,4,111,109,2,2549.0
5:23.0, ,111-109,D. Mitchell misses 3-pt jump shot from 26 ft,,4,111,109,2,2557.0
5:20.0,Defensive rebound by J. Duren,111-109, ,,4,111,109,2,2560.0
5:08.0,B. Bogdanović misses 3-pt jump shot from 27 ft,111-109, ,,4,111,109,2,2572.0
5:07.0,Offensive rebound by J. Duren,111-109, ,,4,111,109,2,2573.0
5:06.0,J. Duren misses 2-pt layup from 1 ft (block by C. LeVert),111-109, ,,4,111,109,2,2574.0
5:06.0,Offensive rebound by J. Duren,111-109, ,,4,111,109,2,2574.0
5:02.0,Turnover by B. Bogdanović (bad pass),111-109, ,,4,111,109,2,2578.0
4:50.0, ,111-109,Shooting foul by C. Cunningham (drawn by C. LeVert),,4,111,109,2,2590.0
4:50.0, ,111-110,C. LeVert makes free throw 1 of 2,,4,111,110,1,2590.0
4:50.0,Detroit full timeout,111-110, ,,4,111,110,1,2590.0
4:50.0, ,111-111,C. LeVert makes free throw 2 of 2,Tie,4,111,111,0,2590.0
4:36.0,Shooting foul by M. Strus (drawn by A. Burks),111-111, ,,4,111,111,0,2604.0
4:36.0,A. Burks makes free throw 1 of 2,112-111, ,,4,112,111,1,2604.0
4:36.0,A. Burks makes free throw 2 of 2,113-111, ,,4,113,111,2,2604.0
4:15.0, ,113-113,D. Mitchell makes 2-pt jump shot from 12 ft,Tie,4,113,113,0,2625.0
3:59.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by C. Cunningham),116-113, ,,4,116,113,3,2641.0
3:43.0, ,116-116,D. Mitchell makes 3-pt jump shot from 27 ft,Tie,4,116,116,0,2657.0
3:42.0,Detroit full timeout,116-116, ,,4,116,116,0,2658.0
3:42.0, ,116-116,Cleveland full timeout,,4,116,116,0,2658.0
3:18.0,J. Duren makes 2-pt layup from 1 ft (assist by J. Ivey),118-116, ,,4,118,116,2,2682.0
3:08.0, ,118-116,Personal foul by J. Duren (drawn by J. Allen),,4,118,116,2,2692.0
2:52.0, ,118-116,D. Mitchell misses 3-pt jump shot from 26 ft,,4,118,116,2,2708.0
2:49.0, ,118-116,Offensive rebound by I. Okoro,,4,118,116,2,2711.0
2:48.0, ,118-118,I. Okoro makes 2-pt layup from 2 ft,Tie,4,118,118,0,2712.0
2:33.0,C. Cunningham misses 2-pt layup from 2 ft,118-118, ,,4,118,118,0,2727.0
2:30.0, ,118-118,Defensive rebound by D. Mitchell,,4,118,118,0,2730.0
2:18.0, ,118-118,Shooting foul by J. Ivey (drawn by C. LeVert),,4,118,118,0,2742.0
2:18.0, ,118-119,C. LeVert makes free throw 1 of 2,Lead change,4,118,119,-1,2742.0
2:18.0, ,118-120,C. LeVert makes free throw 2 of 2,,4,118,120,-2,2742.0
2:05.0,B. Bogdanović misses 3-pt jump shot from 25 ft,118-120, ,,4,118,120,-2,2755.0
2:02.0, ,118-120,Defensive rebound by D. Mitchell,,4,118,120,-2,2758.0
1:57.0, ,118-122,J. Allen makes 2-pt layup from 1 ft (assist by D. Mitchell),,4,118,122,-4,2763.0
1:48.0,A. Burks misses 3-pt jump shot from 26 ft,118-122, ,,4,118,122,-4,2772.0
1:45.0, ,118-122,Defensive rebound by J. Allen,,4,118,122,-4,2775.0
1:22.0, ,118-122,D. Mitchell misses 2-pt jump shot from 14 ft,,4,118,122,-4,2798.0
1:20.0,Defensive rebound by B. Bogdanović,118-122, ,,4,118,122,-4,2800.0
1:10.0,Detroit full timeout,118-122, ,,4,118,122,-4,2810.0
0:58.0,Turnover by Team (shot clock),118-122, ,,4,118,122,-4,2822.0
0:44.0, ,118-122,Shooting foul by J. Ivey (drawn by D. Mitchell),,4,118,122,-4,2836.0
0:44.0, ,118-123,D. Mitchell makes free throw 1 of 2,,4,118,123,-5,2836.0
0:44.0, ,118-124,D. Mitchell makes free throw 2 of 2,,4,118,124,-6,2836.0
0:36.0,C. Cunningham misses 2-pt layup from 1 ft,118-124, ,,4,118,124,-6,2844.0
0:34.0, ,118-124,Defensive rebound by I. Okoro,,4,118,124,-6,2846.0
0:28.0, ,118-124,Personal foul by A. Burks (drawn by D. Mitchell),,4,118,124,-6,2852.0
0:28.0, ,118-125,D. Mitchell makes free throw 1 of 2,,4,118,125,-7,2852.0
0:28.0, ,118-126,D. Mitchell makes free throw 2 of 2,,4,118,126,-8,2852.0
0:28.0,Detroit full timeout,118-126, ,,4,118,126,-8,2852.0
0:24.0,C. Cunningham makes 3-pt jump shot from 23 ft (assist by A. Burks),121-126, ,,4,121,126,-5,2856.0
0:24.0, ,121-126,Cleveland full timeout,,4,121,126,-5,2856.0
0:24.0, ,121-126,Personal take foul by B. Bogdanović (drawn by D. Mitchell),,4,121,126,-5,2856.0
0:24.0, ,121-127,D. Mitchell makes free throw 1 of 2,,4,121,127,-6,2856.0
0:24.0, ,121-128,D. Mitchell makes free throw 2 of 2,,4,121,128,-7,2856.0
0:13.0,Turnover by B. Bogdanović (bad pass; steal by M. Strus),121-128, ,,4,121,128,-7,2867.0
0:00.0,End of 4th quarter,121-128,,,4,121,128,-7,2880.0
