Time,Detroit,Score,Miami,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
6:39.0,K. Hayes makes 2-pt jump shot from 17 ft (assist by C. Cunningham),57-70, ,,3,57,70,-13,1761.0
6:20.0, ,57-70,K. Love misses 3-pt jump shot from 24 ft,,3,57,70,-13,1780.0
6:16.0,Defensive rebound by C. Cunningham,57-70, ,,3,57,70,-13,1784.0
6:07.0,Personal foul by K. Love (drawn by J. Duren),57-70, ,,3,57,70,-13,1793.0
6:07.0, ,57-70,C. Martin enters the game for T. Herro,,3,57,70,-13,1793.0
5:57.0,I. Stewart misses 2-pt hook shot from 7 ft,57-70, ,,3,57,70,-13,1803.0
5:56.0, ,57-70,Defensive rebound by K. Love,,3,57,70,-13,1804.0
5:55.0, ,57-70,Shooting foul by C. Cunningham (drawn by J. Butler),,3,57,70,-13,1805.0
5:55.0, ,57-70,J. Butler misses free throw 1 of 2,,3,57,70,-13,1805.0
5:55.0, ,57-70,Offensive rebound by Team,,3,57,70,-13,1805.0
5:55.0, ,57-71,J. Butler makes free throw 2 of 2,,3,57,71,-14,1805.0
5:41.0,C. Cunningham makes 3-pt jump shot from 26 ft (assist by K. Hayes),60-71, ,,3,60,71,-11,1819.0
5:25.0, ,60-73,B. Adebayo makes 2-pt hook shot from 6 ft (assist by K. Love),,3,60,73,-13,1835.0
5:16.0,Personal foul by K. Love (drawn by I. Stewart),60-73, ,,3,60,73,-13,1844.0
5:16.0,M. Bagley enters the game for J. Duren,60-73, ,,3,60,73,-13,1844.0
5:07.0,K. Hayes misses 3-pt jump shot from 24 ft,60-73, ,,3,60,73,-13,1853.0
5:03.0, ,60-73,Defensive rebound by K. Love,,3,60,73,-13,1857.0
4:59.0, ,60-73,C. Martin misses 2-pt layup from 3 ft,,3,60,73,-13,1861.0
4:59.0,Defensive rebound by M. Bagley,60-73, ,,3,60,73,-13,1861.0
4:47.0,K. Hayes misses 3-pt jump shot from 25 ft,60-73, ,,3,60,73,-13,1873.0
4:43.0, ,60-73,Defensive rebound by J. Butler,,3,60,73,-13,1877.0
4:22.0, ,60-75,B. Adebayo makes 2-pt jump shot from 19 ft,,3,60,75,-15,1898.0
4:04.0,M. Bagley makes 2-pt layup from 3 ft (assist by C. Cunningham),62-75, ,,3,62,75,-13,1916.0
3:53.0, ,62-75,Shooting foul by C. Cunningham (drawn by B. Adebayo),,3,62,75,-13,1927.0
3:53.0, ,62-76,B. Adebayo makes free throw 1 of 2,,3,62,76,-14,1927.0
3:53.0,A. Burks enters the game for C. Cunningham,62-76, ,,3,62,76,-14,1927.0
3:53.0,J. Harris enters the game for K. Hayes,62-76, ,,3,62,76,-14,1927.0
3:53.0,J. Ivey enters the game for I. Stewart,62-76, ,,3,62,76,-14,1927.0
3:53.0,M. Sasser enters the game for A. Thompson,62-76, ,,3,62,76,-14,1927.0
3:53.0, ,62-76,D. Robinson enters the game for K. Love,,3,62,76,-14,1927.0
3:53.0, ,62-77,B. Adebayo makes free throw 2 of 2,,3,62,77,-15,1927.0
3:34.0,M. Bagley makes 2-pt layup from 3 ft,64-77, ,,3,64,77,-13,1946.0
3:16.0, ,64-77,C. Martin misses 3-pt jump shot from 26 ft,,3,64,77,-13,1964.0
3:12.0,Defensive rebound by M. Sasser,64-77, ,,3,64,77,-13,1968.0
2:59.0,Shooting foul by B. Adebayo (drawn by M. Bagley),64-77, ,,3,64,77,-13,1981.0
2:59.0, ,64-77,Miami full timeout,,3,64,77,-13,1981.0
2:59.0, ,64-77,T. Bryant enters the game for B. Adebayo,,3,64,77,-13,1981.0
2:59.0,M. Bagley makes free throw 1 of 2,65-77, ,,3,65,77,-12,1981.0
2:59.0,M. Bagley makes free throw 2 of 2,66-77, ,,3,66,77,-11,1981.0
2:40.0, ,66-79,J. Butler makes 2-pt jump shot from 5 ft,,3,66,79,-13,2000.0
2:32.0,A. Burks misses 3-pt jump shot from 25 ft,66-79, ,,3,66,79,-13,2008.0
2:29.0, ,66-79,Defensive rebound by J. Butler,,3,66,79,-13,2011.0
2:21.0, ,66-79,J. Butler misses 2-pt jump shot from 5 ft,,3,66,79,-13,2019.0
2:19.0,Defensive rebound by A. Burks,66-79, ,,3,66,79,-13,2021.0
2:14.0,Shooting foul by K. Lowry (drawn by J. Ivey),66-79, ,,3,66,79,-13,2026.0
2:14.0,J. Ivey makes free throw 1 of 2,67-79, ,,3,67,79,-12,2026.0
2:14.0, ,67-79,T. Herro enters the game for J. Butler,,3,67,79,-12,2026.0
2:14.0, ,67-79,J. Jaquez enters the game for K. Lowry,,3,67,79,-12,2026.0
2:14.0,J. Ivey makes free throw 2 of 2,68-79, ,,3,68,79,-11,2026.0
1:52.0, ,68-81,T. Herro makes 2-pt jump shot from 16 ft (assist by T. Bryant),,3,68,81,-13,2048.0
1:25.0,M. Sasser makes 2-pt jump shot from 12 ft (assist by J. Ivey),70-81, ,,3,70,81,-11,2075.0
1:14.0, ,70-81,T. Herro misses 3-pt jump shot from 25 ft,,3,70,81,-11,2086.0
1:10.0,Defensive rebound by M. Sasser,70-81, ,,3,70,81,-11,2090.0
0:53.0,J. Ivey makes 2-pt jump shot from 9 ft,72-81, ,,3,72,81,-9,2107.0
0:53.0,Shooting foul by C. Martin (drawn by J. Ivey),72-81, ,,3,72,81,-9,2107.0
0:53.0,J. Ivey misses free throw 1 of 1,72-81, ,,3,72,81,-9,2107.0
0:47.0,Offensive rebound by M. Bagley,72-81, ,,3,72,81,-9,2113.0
0:45.0,M. Sasser makes 3-pt jump shot from 25 ft,75-81, ,,3,75,81,-6,2115.0
0:33.0, ,75-81,T. Herro misses 2-pt jump shot from 12 ft,,3,75,81,-6,2127.0
0:31.0, ,75-81,Offensive rebound by T. Bryant,,3,75,81,-6,2129.0
0:31.0, ,75-81,Shooting foul by J. Harris (drawn by T. Bryant),,3,75,81,-6,2129.0
0:31.0, ,75-82,T. Bryant makes free throw 1 of 2,,3,75,82,-7,2129.0
0:31.0, ,75-83,T. Bryant makes free throw 2 of 2,,3,75,83,-8,2129.0
0:11.0,J. Harris misses 3-pt jump shot from 26 ft,75-83, ,,3,75,83,-8,2149.0
0:06.0, ,75-83,Defensive rebound by J. Jaquez,,3,75,83,-8,2154.0
0:01.0, ,75-83,Turnover by J. Jaquez (bad pass),,3,75,83,-8,2159.0
0:00.0,J. Ivey misses 3-pt jump shot from 54 ft,75-83, ,,3,75,83,-8,2160.0
0:00.0,Offensive rebound by Team,75-83, ,,3,75,83,-8,2160.0
0:00.0,End of 3rd quarter,75-83,,,3,75,83,-8,2160.0
12:00.0,Start of 4th quarter,75-83,,,4,75,83,-8,2160.0
11:48.0,J. Harris misses 3-pt jump shot from 25 ft,75-83, ,,4,75,83,-8,2172.0
11:42.0, ,75-83,Defensive rebound by T. Bryant,,4,75,83,-8,2178.0
11:26.0, ,75-86,D. Robinson makes 3-pt jump shot from 26 ft (assist by J. Jaquez),,4,75,86,-11,2194.0
11:10.0,A. Burks misses 2-pt jump shot from 14 ft,75-86, ,,4,75,86,-11,2210.0
11:07.0, ,75-86,Defensive rebound by T. Bryant,,4,75,86,-11,2213.0
10:53.0, ,75-86,T. Bryant misses 2-pt layup from 3 ft,,4,75,86,-11,2227.0
10:50.0,Defensive rebound by M. Bagley,75-86, ,,4,75,86,-11,2230.0
10:46.0,M. Sasser misses 3-pt jump shot from 27 ft,75-86, ,,4,75,86,-11,2234.0
10:41.0, ,75-86,Defensive rebound by C. Martin,,4,75,86,-11,2239.0
10:34.0, ,75-88,D. Robinson makes 2-pt layup from 3 ft (assist by T. Bryant),,4,75,88,-13,2246.0
10:33.0,Detroit full timeout,75-88, ,,4,75,88,-13,2247.0
10:33.0,C. Cunningham enters the game for M. Bagley,75-88, ,,4,75,88,-13,2247.0
10:33.0,J. Duren enters the game for M. Sasser,75-88, ,,4,75,88,-13,2247.0
10:22.0,Offensive foul by J. Duren (drawn by C. Martin),75-88, ,,4,75,88,-13,2258.0
10:22.0,Turnover by J. Duren (offensive foul),75-88, ,,4,75,88,-13,2258.0
10:04.0, ,75-90,J. Jaquez makes 2-pt jump shot from 8 ft,,4,75,90,-15,2276.0
9:56.0,C. Cunningham misses 3-pt jump shot from 26 ft,75-90, ,,4,75,90,-15,2284.0
9:51.0, ,75-90,Defensive rebound by T. Bryant,,4,75,90,-15,2289.0
9:40.0, ,75-92,T. Bryant makes 2-pt dunk from 1 ft (assist by D. Robinson),,4,75,92,-17,2300.0
9:31.0,Turnover by J. Ivey (bad pass; steal by T. Bryant),75-92, ,,4,75,92,-17,2309.0
9:25.0, ,75-94,C. Martin makes 2-pt jump shot from 22 ft,,4,75,94,-19,2315.0
9:23.0,Detroit full timeout,75-94, ,,4,75,94,-19,2317.0
9:23.0,K. Hayes enters the game for J. Harris,75-94, ,,4,75,94,-19,2317.0
9:23.0,I. Stewart enters the game for J. Ivey,75-94, ,,4,75,94,-19,2317.0
9:07.0,J. Duren makes 2-pt dunk at rim (assist by C. Cunningham),77-94, ,,4,77,94,-17,2333.0
9:07.0,Shooting foul by J. Jaquez (drawn by J. Duren),77-94, ,,4,77,94,-17,2333.0
9:07.0,J. Duren makes free throw 1 of 1,78-94, ,,4,78,94,-16,2333.0
9:07.0, ,78-94,D. Smith enters the game for C. Martin,,4,78,94,-16,2333.0
8:43.0, ,78-94,T. Herro misses 2-pt jump shot from 16 ft,,4,78,94,-16,2357.0
8:40.0,Defensive rebound by I. Stewart,78-94, ,,4,78,94,-16,2360.0
8:33.0,C. Cunningham makes 2-pt jump shot from 8 ft (assist by K. Hayes),80-94, ,,4,80,94,-14,2367.0
8:20.0, ,80-94,T. Herro misses 2-pt layup from 2 ft (block by J. Duren),,4,80,94,-14,2380.0
8:18.0,Defensive rebound by C. Cunningham,80-94, ,,4,80,94,-14,2382.0
8:13.0,A. Burks makes 3-pt jump shot from 23 ft (assist by C. Cunningham),83-94, ,,4,83,94,-11,2387.0
8:12.0, ,83-94,Miami full timeout,,4,83,94,-11,2388.0
8:12.0, ,83-94,B. Adebayo enters the game for T. Bryant,,4,83,94,-11,2388.0
8:12.0, ,83-94,J. Butler enters the game for T. Herro,,4,83,94,-11,2388.0
7:56.0, ,83-94,D. Robinson misses 3-pt jump shot from 27 ft,,4,83,94,-11,2404.0
7:53.0,Defensive rebound by J. Duren,83-94, ,,4,83,94,-11,2407.0
7:44.0,C. Cunningham makes 2-pt jump shot from 17 ft,85-94, ,,4,85,94,-9,2416.0
7:21.0, ,85-94,Personal foul by A. Burks (drawn by J. Butler),,4,85,94,-9,2439.0
7:21.0, ,85-94,C. Martin enters the game for J. Jaquez,,4,85,94,-9,2439.0
7:12.0, ,85-94,C. Martin misses 3-pt jump shot from 27 ft,,4,85,94,-9,2448.0
7:09.0,Defensive rebound by A. Burks,85-94, ,,4,85,94,-9,2451.0
7:02.0,I. Stewart makes 2-pt dunk from 1 ft (assist by C. Cunningham),87-94, ,,4,87,94,-7,2458.0
6:49.0, ,87-94,Personal foul by I. Stewart (drawn by B. Adebayo),,4,87,94,-7,2471.0
6:35.0, ,87-94,B. Adebayo misses 2-pt jump shot from 18 ft,,4,87,94,-7,2485.0
6:32.0,Defensive rebound by C. Cunningham,87-94, ,,4,87,94,-7,2488.0
6:25.0,C. Cunningham misses 2-pt layup from 1 ft,87-94, ,,4,87,94,-7,2495.0
6:24.0,Offensive rebound by J. Duren,87-94, ,,4,87,94,-7,2496.0
6:24.0,J. Duren makes 2-pt dunk at rim,89-94, ,,4,89,94,-5,2496.0
6:23.0, ,89-94,Miami full timeout,,4,89,94,-5,2497.0
6:23.0, ,89-94,T. Herro enters the game for C. Martin,,4,89,94,-5,2497.0
6:23.0, ,89-94,K. Love enters the game for D. Robinson,,4,89,94,-5,2497.0
6:23.0, ,89-94,K. Lowry enters the game for D. Smith,,4,89,94,-5,2497.0
6:04.0, ,89-94,Shooting foul by K. Hayes (drawn by J. Butler),,4,89,94,-5,2516.0
6:04.0, ,89-95,J. Butler makes free throw 1 of 2,,4,89,95,-6,2516.0
6:04.0, ,89-95,J. Butler misses free throw 2 of 2,,4,89,95,-6,2516.0
6:01.0,Defensive rebound by I. Stewart,89-95, ,,4,89,95,-6,2519.0
5:52.0,I. Stewart misses 3-pt jump shot from 27 ft,89-95, ,,4,89,95,-6,2528.0
5:49.0, ,89-95,Defensive rebound by B. Adebayo,,4,89,95,-6,2531.0
5:38.0, ,89-95,J. Butler misses 2-pt layup from 2 ft,,4,89,95,-6,2542.0
5:36.0, ,89-95,Offensive rebound by B. Adebayo,,4,89,95,-6,2544.0
5:33.0, ,89-97,B. Adebayo makes 2-pt dunk at rim,,4,89,97,-8,2547.0
5:29.0,K. Hayes misses 3-pt jump shot from 23 ft,89-97, ,,4,89,97,-8,2551.0
5:29.0,Offensive rebound by I. Stewart,89-97, ,,4,89,97,-8,2551.0
5:26.0,Personal foul by K. Love (drawn by I. Stewart),89-97, ,,4,89,97,-8,2554.0
5:12.0,C. Cunningham misses 2-pt jump shot from 19 ft,89-97, ,,4,89,97,-8,2568.0
5:07.0,Offensive rebound by I. Stewart,89-97, ,,4,89,97,-8,2573.0
5:06.0,I. Stewart makes 2-pt layup from 1 ft,91-97, ,,4,91,97,-6,2574.0
4:42.0, ,91-97,T. Herro misses 3-pt jump shot from 25 ft,,4,91,97,-6,2598.0
4:39.0,Defensive rebound by A. Burks,91-97, ,,4,91,97,-6,2601.0
4:32.0,Personal foul by K. Lowry (drawn by C. Cunningham),91-97, ,,4,91,97,-6,2608.0
4:25.0,K. Hayes makes 2-pt jump shot from 13 ft,93-97, ,,4,93,97,-4,2615.0
4:05.0, ,93-97,J. Butler misses 2-pt jump shot from 13 ft,,4,93,97,-4,2635.0
4:02.0, ,93-97,Offensive rebound by J. Butler,,4,93,97,-4,2638.0
3:59.0, ,93-99,K. Love makes 2-pt layup from 2 ft (assist by J. Butler),,4,93,99,-6,2641.0
3:44.0,C. Cunningham misses 2-pt jump shot from 17 ft,93-99, ,,4,93,99,-6,2656.0
3:41.0, ,93-99,Defensive rebound by K. Love,,4,93,99,-6,2659.0
3:35.0, ,93-99,Personal foul by C. Cunningham (drawn by B. Adebayo),,4,93,99,-6,2665.0
3:32.0, ,93-99,Personal foul by I. Stewart (drawn by J. Butler),,4,93,99,-6,2668.0
3:32.0, ,93-100,J. Butler makes free throw 1 of 2,,4,93,100,-7,2668.0
3:32.0, ,93-101,J. Butler makes free throw 2 of 2,,4,93,101,-8,2668.0
3:19.0,C. Cunningham makes 2-pt layup from 3 ft,95-101, ,,4,95,101,-6,2681.0
2:59.0, ,95-101,J. Butler misses 2-pt layup from 5 ft,,4,95,101,-6,2701.0
2:59.0, ,95-101,Offensive rebound by J. Butler,,4,95,101,-6,2701.0
2:57.0, ,95-103,J. Butler makes 2-pt layup from 6 ft,,4,95,103,-8,2703.0
2:51.0,A. Burks misses 3-pt jump shot from 24 ft,95-103, ,,4,95,103,-8,2709.0
2:48.0, ,95-103,Defensive rebound by B. Adebayo,,4,95,103,-8,2712.0
2:41.0, ,95-103,J. Butler misses 2-pt jump shot from 13 ft,,4,95,103,-8,2719.0
2:41.0,Defensive rebound by A. Burks,95-103, ,,4,95,103,-8,2719.0
2:28.0,C. Cunningham misses 2-pt jump shot from 14 ft,95-103, ,,4,95,103,-8,2732.0
2:25.0,Offensive rebound by J. Duren,95-103, ,,4,95,103,-8,2735.0
2:19.0,I. Stewart makes 2-pt hook shot from 9 ft (assist by J. Duren),97-103, ,,4,97,103,-6,2741.0
2:05.0, ,97-103,Turnover by B. Adebayo (bad pass; steal by C. Cunningham),,4,97,103,-6,2755.0
2:01.0,J. Duren makes 2-pt dunk from 1 ft (assist by C. Cunningham),99-103, ,,4,99,103,-4,2759.0
1:49.0, ,99-103,Turnover by T. Herro (bad pass; steal by K. Hayes),,4,99,103,-4,2771.0
1:44.0,C. Cunningham makes 3-pt jump shot from 25 ft (assist by I. Stewart),102-103, ,,4,102,103,-1,2776.0
1:44.0, ,102-103,Miami full timeout,,4,102,103,-1,2776.0
1:24.0, ,102-103,K. Lowry misses 2-pt jump shot from 11 ft,,4,102,103,-1,2796.0
1:21.0,Defensive rebound by I. Stewart,102-103, ,,4,102,103,-1,2799.0
1:12.0,Personal foul by K. Lowry (drawn by A. Burks),102-103, ,,4,102,103,-1,2808.0
1:04.0,C. Cunningham misses 2-pt layup from 8 ft (block by B. Adebayo),102-103, ,,4,102,103,-1,2816.0
0:59.0, ,102-103,Defensive rebound by J. Butler,,4,102,103,-1,2821.0
0:45.0, ,102-103,T. Herro misses 2-pt layup from 7 ft (block by A. Burks),,4,102,103,-1,2835.0
0:42.0,Defensive rebound by K. Hayes,102-103, ,,4,102,103,-1,2838.0
0:39.0,C. Cunningham misses 3-pt jump shot from 27 ft,102-103, ,,4,102,103,-1,2841.0
0:35.0,Offensive rebound by Team,102-103, ,,4,102,103,-1,2845.0
0:30.0,A. Burks misses 2-pt jump shot from 9 ft,102-103, ,,4,102,103,-1,2850.0
0:27.0, ,102-103,Defensive rebound by K. Love,,4,102,103,-1,2853.0
0:06.0, ,102-103,K. Love misses 3-pt jump shot from 27 ft,,4,102,103,-1,2874.0
0:02.0,Defensive rebound by J. Duren,102-103, ,,4,102,103,-1,2878.0
0:02.0,Detroit full timeout,102-103, ,,4,102,103,-1,2878.0
0:02.0,J. Harris enters the game for I. Stewart,102-103, ,,4,102,103,-1,2878.0
0:02.0, ,102-103,C. Martin enters the game for K. Love,,4,102,103,-1,2878.0
0:00.0,C. Cunningham misses 3-pt jump shot from 30 ft,102-103, ,,4,102,103,-1,2880.0
0:00.0,Offensive rebound by Team,102-103, ,,4,102,103,-1,2880.0
0:00.0,End of 4th quarter,102-103,,,4,102,103,-1,2880.0
