Time,Charlotte,Score,Detroit,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
1:24.0, ,65-79,Detroit full timeout,,3,79,65,14,2076.0
1:24.0,G. Williams enters the game for N. Richards,65-79, ,,3,79,65,14,2076.0
1:24.0, ,65-79,E. Fournier enters the game for C. Cunningham,,3,79,65,14,2076.0
1:24.0, ,65-79,S. Umude enters the game for I. Stewart,,3,79,65,14,2076.0
1:24.0, ,65-80,J. Wiseman makes free throw 1 of 2,,3,80,65,15,2076.0
1:24.0, ,65-81,J. Wiseman makes free throw 2 of 2,,3,81,65,16,2076.0
1:08.0,N. Smith misses 3-pt jump shot from 22 ft,65-81, ,,3,81,65,16,2092.0
1:06.0, ,65-81,Defensive rebound by J. Wiseman,,3,81,65,16,2094.0
0:54.0, ,65-81,Personal foul by N. Smith (drawn by M. Sasser),,3,81,65,16,2106.0
0:54.0,Charlotte full timeout,65-81, ,,3,81,65,16,2106.0
0:54.0,Instant Replay (Challenge: Stands),65-81, ,,3,81,65,16,2106.0
0:54.0, ,65-82,M. Sasser makes free throw 1 of 2,,3,82,65,17,2106.0
0:54.0, ,65-83,M. Sasser makes free throw 2 of 2,,3,83,65,18,2106.0
0:38.0,D. Bertāns misses 2-pt jump shot from 19 ft,65-83, ,,3,83,65,18,2122.0
0:35.0, ,65-83,Defensive rebound by E. Fournier,,3,83,65,18,2125.0
0:29.0, ,65-83,Turnover by M. Sasser (bad pass; steal by M. Bridges),,3,83,65,18,2131.0
0:25.0,J. Thor makes 2-pt layup from 1 ft (assist by M. Bridges),67-83, ,,3,83,67,16,2135.0
0:08.0, ,67-86,S. Umude makes 3-pt jump shot from 23 ft (assist by E. Fournier),,3,86,67,19,2152.0
0:01.0,G. Williams misses 3-pt jump shot from 27 ft,67-86, ,,3,86,67,19,2159.0
0:01.0, ,67-86,Defensive rebound by J. Wiseman,,3,86,67,19,2159.0
0:00.0,End of 3rd quarter,67-86,,,3,86,67,19,2160.0
12:00.0,Start of 4th quarter,67-86,,,4,86,67,19,2160.0
11:47.0,G. Williams makes 2-pt layup from 2 ft (assist by B. Miller),69-86, ,,4,86,69,17,2173.0
11:47.0,Shooting foul by Q. Grimes (drawn by G. Williams),69-86, ,,4,86,69,17,2173.0
11:47.0,G. Williams makes free throw 1 of 1,70-86, ,,4,86,70,16,2173.0
11:35.0, ,70-86,Shooting foul by B. Miller (drawn by Q. Grimes),,4,86,70,16,2185.0
11:35.0, ,70-87,Q. Grimes makes free throw 1 of 2,,4,87,70,17,2185.0
11:35.0, ,70-88,Q. Grimes makes free throw 2 of 2,,4,88,70,18,2185.0
11:23.0,G. Williams makes 2-pt layup from 2 ft (assist by B. Miller),72-88, ,,4,88,72,16,2197.0
11:03.0, ,72-88,Q. Grimes misses 2-pt jump shot from 19 ft,,4,88,72,16,2217.0
11:01.0,Defensive rebound by Team,72-88, ,,4,88,72,16,2219.0
11:01.0, ,72-88,Loose ball foul by J. Wiseman (drawn by N. Richards),,4,88,72,16,2219.0
10:54.0,Personal foul by S. Umude (drawn by G. Williams),72-88, ,,4,88,72,16,2226.0
10:51.0,Flagrant foul type 1 by Q. Grimes (drawn by B. Miller),72-88, ,,4,88,72,16,2229.0
10:51.0,Instant Replay (Request: Ruling Stands),72-88, ,,4,88,72,16,2229.0
10:51.0,B. Miller misses flagrant free throw 1 of 3,72-88, ,,4,88,72,16,2229.0
10:51.0,Offensive rebound by Team,72-88, ,,4,88,72,16,2229.0
10:51.0,B. Miller makes flagrant free throw 2 of 3,73-88, ,,4,88,73,15,2229.0
10:51.0,B. Miller makes flagrant free throw 3 of 3,74-88, ,,4,88,74,14,2229.0
10:42.0,B. Miller misses 3-pt jump shot from 24 ft,74-88, ,,4,88,74,14,2238.0
10:39.0, ,74-88,Defensive rebound by S. Umude,,4,88,74,14,2241.0
10:30.0, ,74-90,J. Wiseman makes 2-pt dunk from 4 ft (assist by M. Sasser),,4,90,74,16,2250.0
10:13.0,G. Williams misses 2-pt jump shot from 11 ft,74-90, ,,4,90,74,16,2267.0
10:11.0, ,74-90,Defensive rebound by S. Umude,,4,90,74,16,2269.0
9:51.0, ,74-90,M. Sasser misses 2-pt jump shot from 10 ft,,4,90,74,16,2289.0
9:48.0, ,74-90,Offensive rebound by J. Wiseman,,4,90,74,16,2292.0
9:47.0, ,74-90,J. Wiseman misses 2-pt layup from 4 ft,,4,90,74,16,2293.0
9:45.0,Defensive rebound by G. Williams,74-90, ,,4,90,74,16,2295.0
9:38.0,N. Smith misses 2-pt jump shot from 9 ft,74-90, ,,4,90,74,16,2302.0
9:37.0,Offensive rebound by N. Richards,74-90, ,,4,90,74,16,2303.0
9:37.0,Shooting foul by J. Wiseman (drawn by N. Richards),74-90, ,,4,90,74,16,2303.0
9:37.0,N. Richards misses free throw 1 of 2,74-90, ,,4,90,74,16,2303.0
9:37.0,Offensive rebound by Team,74-90, ,,4,90,74,16,2303.0
9:37.0, ,74-90,S. Fontecchio enters the game for S. Umude,,4,90,74,16,2303.0
9:37.0,N. Richards misses free throw 2 of 2,74-90, ,,4,90,74,16,2303.0
9:37.0, ,74-90,Loose ball foul by E. Fournier (drawn by G. Williams),,4,90,74,16,2303.0
9:37.0,G. Williams misses free throw 1 of 2,74-90, ,,4,90,74,16,2303.0
9:37.0,G. Williams makes free throw 2 of 2,75-90, ,,4,90,75,15,2303.0
9:26.0, ,75-92,J. Wiseman makes 2-pt dunk from 5 ft (assist by M. Sasser),,4,92,75,17,2314.0
9:12.0,N. Richards makes 2-pt hook shot from 5 ft (assist by B. Miller),77-92, ,,4,92,77,15,2328.0
8:46.0, ,77-94,J. Wiseman makes 2-pt dunk from 2 ft (assist by E. Fournier),,4,94,77,17,2354.0
8:40.0,D. Bertāns misses 3-pt jump shot from 27 ft,77-94, ,,4,94,77,17,2360.0
8:37.0, ,77-94,Defensive rebound by J. Wiseman,,4,94,77,17,2363.0
8:27.0, ,77-94,Turnover by S. Fontecchio (bad pass; steal by D. Bertāns),,4,94,77,17,2373.0
8:18.0,B. Miller misses 3-pt jump shot from 23 ft,77-94, ,,4,94,77,17,2382.0
8:14.0, ,77-94,Defensive rebound by J. Wiseman,,4,94,77,17,2386.0
8:06.0, ,77-94,E. Fournier misses 3-pt jump shot from 26 ft,,4,94,77,17,2394.0
8:02.0,Defensive rebound by N. Richards,77-94, ,,4,94,77,17,2398.0
7:48.0,G. Williams makes 3-pt jump shot from 27 ft (assist by D. Bertāns),80-94, ,,4,94,80,14,2412.0
7:48.0, ,80-94,Detroit full timeout,,4,94,80,14,2412.0
7:48.0,M. Bridges enters the game for B. Miller,80-94, ,,4,94,80,14,2412.0
7:48.0,V. Micić enters the game for N. Smith,80-94, ,,4,94,80,14,2412.0
7:48.0,A. Pokusevski enters the game for G. Williams,80-94, ,,4,94,80,14,2412.0
7:48.0, ,80-94,J. Ivey enters the game for E. Fournier,,4,94,80,14,2412.0
7:33.0, ,80-94,S. Fontecchio misses 3-pt jump shot from 26 ft,,4,94,80,14,2427.0
7:29.0,Defensive rebound by V. Micić,80-94, ,,4,94,80,14,2431.0
7:21.0,V. Micić makes 3-pt jump shot from 27 ft,83-94, ,,4,94,83,11,2439.0
7:06.0, ,83-94,Q. Grimes misses 3-pt jump shot from 23 ft,,4,94,83,11,2454.0
7:03.0, ,83-94,Offensive rebound by J. Wiseman,,4,94,83,11,2457.0
7:01.0, ,83-94,J. Wiseman misses 2-pt hook shot from 8 ft,,4,94,83,11,2459.0
6:59.0, ,83-94,Offensive rebound by J. Wiseman,,4,94,83,11,2461.0
6:57.0, ,83-96,J. Wiseman makes 2-pt hook shot from 5 ft,,4,96,83,13,2463.0
6:42.0,M. Bridges misses 2-pt layup from 5 ft,83-96, ,,4,96,83,13,2478.0
6:41.0,Offensive rebound by Team,83-96, ,,4,96,83,13,2479.0
6:41.0, ,83-96,C. Cunningham enters the game for Q. Grimes,,4,96,83,13,2479.0
6:41.0, ,83-96,J. Duren enters the game for M. Sasser,,4,96,83,13,2479.0
6:41.0, ,83-96,I. Stewart enters the game for J. Wiseman,,4,96,83,13,2479.0
6:41.0,Away from play foul by I. Stewart (drawn by D. Bertāns),83-96, ,,4,96,83,13,2479.0
6:41.0,D. Bertāns misses free throw 1 of 1,83-96, ,,4,96,83,13,2479.0
6:36.0,D. Bertāns misses 3-pt jump shot from 25 ft,83-96, ,,4,96,83,13,2484.0
6:33.0, ,83-96,Defensive rebound by C. Cunningham,,4,96,83,13,2487.0
6:20.0, ,83-98,S. Fontecchio makes 2-pt jump shot from 21 ft,,4,98,83,15,2500.0
6:00.0,M. Bridges makes 2-pt layup from 3 ft (assist by D. Bertāns),85-98, ,,4,98,85,13,2520.0
5:40.0, ,85-98,S. Fontecchio misses 3-pt jump shot from 27 ft,,4,98,85,13,2540.0
5:38.0,Defensive rebound by N. Richards,85-98, ,,4,98,85,13,2542.0
5:28.0,A. Pokusevski misses 2-pt jump shot from 9 ft,85-98, ,,4,98,85,13,2552.0
5:26.0,Offensive rebound by A. Pokusevski,85-98, ,,4,98,85,13,2554.0
5:24.0,M. Bridges makes 3-pt jump shot from 22 ft (assist by A. Pokusevski),88-98, ,,4,98,88,10,2556.0
5:08.0, ,88-98,J. Ivey misses 2-pt jump shot from 8 ft,,4,98,88,10,2572.0
5:01.0,Defensive rebound by M. Bridges,88-98, ,,4,98,88,10,2579.0
4:58.0,M. Bridges makes 3-pt jump shot from 25 ft (assist by V. Micić),91-98, ,,4,98,91,7,2582.0
4:38.0, ,91-98,Shooting foul by V. Micić (drawn by C. Cunningham),,4,98,91,7,2602.0
4:38.0, ,91-99,C. Cunningham makes free throw 1 of 2,,4,99,91,8,2602.0
4:38.0,B. Miller enters the game for A. Pokusevski,91-99, ,,4,99,91,8,2602.0
4:38.0,G. Williams enters the game for N. Richards,91-99, ,,4,99,91,8,2602.0
4:38.0, ,91-100,C. Cunningham makes free throw 2 of 2,,4,100,91,9,2602.0
4:32.0,Personal foul by J. Duren (drawn by G. Williams),91-100, ,,4,100,91,9,2608.0
4:32.0,G. Williams makes free throw 1 of 2,92-100, ,,4,100,92,8,2608.0
4:32.0,G. Williams makes free throw 2 of 2,93-100, ,,4,100,93,7,2608.0
4:18.0, ,93-102,C. Cunningham makes 2-pt layup from 7 ft,,4,102,93,9,2622.0
4:09.0,M. Bridges misses 3-pt jump shot from 25 ft,93-102, ,,4,102,93,9,2631.0
4:09.0,Offensive rebound by D. Bertāns,93-102, ,,4,102,93,9,2631.0
3:57.0,Turnover by D. Bertāns (bad pass; steal by S. Fontecchio),93-102, ,,4,102,93,9,2643.0
3:45.0, ,93-104,C. Cunningham makes 2-pt jump shot from 16 ft,,4,104,93,11,2655.0
3:45.0,Charlotte full timeout,93-104, ,,4,104,93,11,2655.0
3:45.0,Away from play foul by J. Duren (drawn by V. Micić),93-104, ,,4,104,93,11,2655.0
3:45.0,Instant Replay (Request: Stands),93-104, ,,4,104,93,11,2655.0
3:45.0,V. Micić makes free throw 1 of 2,94-104, ,,4,104,94,10,2655.0
3:45.0,V. Micić makes free throw 2 of 2,95-104, ,,4,104,95,9,2655.0
3:29.0, ,95-106,J. Duren makes 2-pt dunk from 2 ft (assist by C. Cunningham),,4,106,95,11,2671.0
3:17.0,Personal foul by J. Ivey (drawn by G. Williams),95-106, ,,4,106,95,11,2683.0
3:17.0,G. Williams makes free throw 1 of 2,96-106, ,,4,106,96,10,2683.0
3:17.0,G. Williams makes free throw 2 of 2,97-106, ,,4,106,97,9,2683.0
3:01.0, ,97-106,Shooting foul by V. Micić (drawn by J. Ivey),,4,106,97,9,2699.0
3:01.0, ,97-107,J. Ivey makes free throw 1 of 2,,4,107,97,10,2699.0
3:01.0, ,97-108,J. Ivey makes free throw 2 of 2,,4,108,97,11,2699.0
2:46.0,D. Bertāns misses 3-pt jump shot from 23 ft,97-108, ,,4,108,97,11,2714.0
2:43.0, ,97-108,Defensive rebound by J. Duren,,4,108,97,11,2717.0
2:21.0, ,97-108,C. Cunningham misses 3-pt jump shot from 32 ft,,4,108,97,11,2739.0
2:18.0,Defensive rebound by B. Miller,97-108, ,,4,108,97,11,2742.0
2:11.0,B. Miller misses 2-pt jump shot from 7 ft,97-108, ,,4,108,97,11,2749.0
2:09.0, ,97-108,Defensive rebound by C. Cunningham,,4,108,97,11,2751.0
1:54.0, ,97-108,C. Cunningham misses 2-pt layup from 4 ft,,4,108,97,11,2766.0
1:54.0, ,97-108,Offensive rebound by J. Duren,,4,108,97,11,2766.0
1:53.0, ,97-110,J. Duren makes 2-pt layup at rim,,4,110,97,13,2767.0
1:52.0,Charlotte full timeout,97-110, ,,4,110,97,13,2768.0
1:45.0,V. Micić misses 3-pt jump shot from 25 ft,97-110, ,,4,110,97,13,2775.0
1:40.0, ,97-110,Defensive rebound by S. Fontecchio,,4,110,97,13,2780.0
1:36.0, ,97-110,Personal foul by G. Williams (drawn by S. Fontecchio),,4,110,97,13,2784.0
1:22.0, ,97-110,C. Cunningham misses 3-pt jump shot from 25 ft (block by B. Miller),,4,110,97,13,2798.0
1:18.0,Defensive rebound by M. Bridges,97-110, ,,4,110,97,13,2802.0
1:18.0,Turnover by M. Bridges (lost ball; steal by J. Duren),97-110, ,,4,110,97,13,2802.0
1:18.0, ,97-110,Personal foul by G. Williams (drawn by J. Duren),,4,110,97,13,2802.0
1:18.0, ,97-111,J. Duren makes free throw 1 of 2,,4,111,97,14,2802.0
1:18.0, ,97-112,J. Duren makes free throw 2 of 2,,4,112,97,15,2802.0
1:14.0,Offensive foul by G. Williams (drawn by J. Ivey),97-112, ,,4,112,97,15,2806.0
1:14.0,Turnover by G. Williams (offensive foul),97-112, ,,4,112,97,15,2806.0
0:52.0, ,97-112,C. Cunningham misses 3-pt jump shot from 26 ft,,4,112,97,15,2828.0
0:48.0,Defensive rebound by V. Micić,97-112, ,,4,112,97,15,2832.0
0:44.0,G. Williams misses 2-pt layup from 4 ft (block by J. Ivey),97-112, ,,4,112,97,15,2836.0
0:40.0, ,97-112,Defensive rebound by J. Ivey,,4,112,97,15,2840.0
0:37.0, ,97-114,S. Fontecchio makes 2-pt layup from 1 ft (assist by J. Ivey),,4,114,97,17,2843.0
0:12.0,Turnover by Team (shot clock),97-114, ,,4,114,97,17,2868.0
0:00.0,End of 4th quarter,97-114,,,4,114,97,17,2880.0
