Time,Toronto,Score,Detroit,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:45.0, ,73-74,J. Duren makes free throw 1 of 2,,3,74,73,1,1875.0
4:45.0, ,73-74,Q. Grimes enters the game for S. Fontecchio,,3,74,73,1,1875.0
4:45.0, ,73-74,S. Umude enters the game for J. Ivey,,3,74,73,1,1875.0
4:45.0, ,73-75,J. Duren makes free throw 2 of 2,,3,75,73,2,1875.0
4:25.0,J. Nwora misses 2-pt jump shot from 13 ft,73-75, ,,3,75,73,2,1895.0
4:23.0, ,73-75,Defensive rebound by J. Duren,,3,75,73,2,1897.0
4:07.0, ,73-75,C. Cunningham misses 2-pt jump shot from 12 ft,,3,75,73,2,1913.0
4:05.0, ,73-75,Offensive rebound by J. Duren,,3,75,73,2,1915.0
4:02.0, ,73-75,Offensive foul by I. Stewart (drawn by K. Olynyk),,3,75,73,2,1918.0
4:02.0, ,73-75,Turnover by I. Stewart (offensive foul),,3,75,73,2,1918.0
4:02.0, ,73-75,Instant Replay (Request: Ruling Stands),,3,75,73,2,1918.0
4:02.0,J. Porter enters the game for K. Olynyk,73-75, ,,3,75,73,2,1918.0
4:02.0, ,73-75,J. Wiseman enters the game for J. Duren,,3,75,73,2,1918.0
3:51.0,I. Quickley misses 3-pt jump shot from 26 ft,73-75, ,,3,75,73,2,1929.0
3:49.0, ,73-75,Defensive rebound by J. Wiseman,,3,75,73,2,1931.0
3:49.0, ,73-75,Offensive foul by J. Wiseman (drawn by J. Porter),,3,75,73,2,1931.0
3:49.0, ,73-75,Turnover by J. Wiseman (offensive foul),,3,75,73,2,1931.0
3:49.0, ,73-75,Detroit full timeout,,3,75,73,2,1931.0
3:49.0, ,73-75,Instant Replay (Challenge: Stands),,3,75,73,2,1931.0
3:44.0,Shooting foul by Q. Grimes (drawn by J. Porter),73-75, ,,3,75,73,2,1936.0
3:44.0,J. Porter makes free throw 1 of 2,74-75, ,,3,75,74,1,1936.0
3:44.0,J. Porter makes free throw 2 of 2,75-75, ,Tie,3,75,75,0,1936.0
3:27.0, ,75-77,J. Wiseman makes 2-pt layup from 2 ft (assist by Q. Grimes),,3,77,75,2,1953.0
3:17.0,J. Nwora makes 2-pt layup from 3 ft (assist by J. Porter),77-77, ,Tie,3,77,77,0,1963.0
2:59.0, ,77-77,C. Cunningham misses 3-pt jump shot from 29 ft,,3,77,77,0,1981.0
2:56.0, ,77-77,Offensive rebound by Team,,3,77,77,0,1984.0
2:56.0,B. Brown enters the game for O. Agbaji,77-77, ,,3,77,77,0,1984.0
2:56.0,J. Ramsey enters the game for I. Quickley,77-77, ,,3,77,77,0,1984.0
2:56.0, ,77-77,S. Fontecchio enters the game for C. Cunningham,,3,77,77,0,1984.0
2:56.0, ,77-77,M. Sasser enters the game for I. Stewart,,3,77,77,0,1984.0
2:52.0, ,77-77,Turnover by Q. Grimes (bad pass; steal by J. Nwora),,3,77,77,0,1988.0
2:48.0,Turnover by J. Nwora (bad pass; steal by S. Umude),77-77, ,,3,77,77,0,1992.0
2:47.0, ,77-77,S. Umude misses 2-pt layup from 4 ft,,3,77,77,0,1993.0
2:45.0,Defensive rebound by J. Porter,77-77, ,,3,77,77,0,1995.0
2:39.0,J. McDaniels misses 3-pt jump shot from 23 ft,77-77, ,,3,77,77,0,2001.0
2:37.0, ,77-77,Defensive rebound by J. Wiseman,,3,77,77,0,2003.0
2:29.0, ,77-77,Personal foul by J. McDaniels (drawn by Q. Grimes),,3,77,77,0,2011.0
2:29.0, ,77-78,Q. Grimes makes free throw 1 of 2,,3,78,77,1,2011.0
2:29.0, ,77-79,Q. Grimes makes free throw 2 of 2,,3,79,77,2,2011.0
2:11.0,J. McDaniels makes 2-pt jump shot from 9 ft (assist by B. Brown),79-79, ,Tie,3,79,79,0,2029.0
2:00.0, ,79-79,S. Fontecchio misses 3-pt jump shot from 24 ft,,3,79,79,0,2040.0
1:56.0, ,79-79,Offensive rebound by J. Wiseman,,3,79,79,0,2044.0
1:49.0, ,79-79,Q. Grimes misses 3-pt jump shot from 28 ft,,3,79,79,0,2051.0
1:46.0,Defensive rebound by J. Porter,79-79, ,,3,79,79,0,2054.0
1:35.0,J. Ramsey misses 2-pt layup from 3 ft,79-79, ,,3,79,79,0,2065.0
1:33.0, ,79-79,Defensive rebound by S. Fontecchio,,3,79,79,0,2067.0
1:28.0, ,79-79,Shooting foul by J. Ramsey (drawn by Q. Grimes),,3,79,79,0,2072.0
1:28.0,Toronto full timeout,79-79, ,,3,79,79,0,2072.0
1:28.0, ,79-79,Q. Grimes misses free throw 1 of 2,,3,79,79,0,2072.0
1:28.0, ,79-79,Offensive rebound by Team,,3,79,79,0,2072.0
1:28.0, ,79-80,Q. Grimes makes free throw 2 of 2,,3,80,79,1,2072.0
1:09.0,B. Brown misses 2-pt jump shot from 4 ft,79-80, ,,3,80,79,1,2091.0
1:07.0, ,79-80,Defensive rebound by S. Umude,,3,80,79,1,2093.0
1:01.0, ,79-80,M. Sasser misses 2-pt jump shot from 7 ft (block by J. Porter),,3,80,79,1,2099.0
1:01.0, ,79-80,Offensive rebound by Team,,3,80,79,1,2099.0
0:53.0, ,79-80,Q. Grimes misses 3-pt jump shot from 27 ft,,3,80,79,1,2107.0
0:51.0,Defensive rebound by J. Ramsey,79-80, ,,3,80,79,1,2109.0
0:41.0,J. McDaniels misses 2-pt jump shot from 15 ft,79-80, ,,3,80,79,1,2119.0
0:39.0, ,79-80,Defensive rebound by S. Fontecchio,,3,80,79,1,2121.0
0:31.0, ,79-80,Q. Grimes misses 2-pt layup from 4 ft,,3,80,79,1,2129.0
0:29.0,Defensive rebound by J. Porter,79-80, ,,3,80,79,1,2131.0
0:13.0,J. Ramsey misses 2-pt layup from 5 ft (block by J. Wiseman),79-80, ,,3,80,79,1,2147.0
0:10.0, ,79-80,Defensive rebound by J. Wiseman,,3,80,79,1,2150.0
0:01.0, ,79-83,S. Umude makes 3-pt jump shot from 24 ft (assist by Q. Grimes),,3,83,79,4,2159.0
0:00.0, ,79-83,Instant Replay (Request: Ruling Stands),,3,83,79,4,2160.0
0:00.0,End of 3rd quarter,79-83,,,3,83,79,4,2160.0
12:00.0,Start of 4th quarter,79-83,,,4,83,79,4,2160.0
11:49.0,J. McDaniels makes 2-pt jump shot from 4 ft (assist by J. Porter),81-83, ,,4,83,81,2,2171.0
11:49.0,Shooting foul by Q. Grimes (drawn by J. McDaniels),81-83, ,,4,83,81,2,2171.0
11:49.0,J. McDaniels misses free throw 1 of 1,81-83, ,,4,83,81,2,2171.0
11:45.0, ,81-83,Defensive rebound by S. Umude,,4,83,81,2,2175.0
11:31.0, ,81-83,J. Wiseman misses 2-pt layup from 6 ft (block by J. Porter),,4,83,81,2,2189.0
11:28.0,Defensive rebound by J. Porter,81-83, ,,4,83,81,2,2192.0
11:26.0,Turnover by J. McDaniels (lost ball; steal by S. Umude),81-83, ,,4,83,81,2,2194.0
11:22.0, ,81-85,Q. Grimes makes 2-pt dunk from 5 ft (assist by M. Sasser),,4,85,81,4,2198.0
10:55.0,J. Ramsey misses 3-pt jump shot from 26 ft,81-85, ,,4,85,81,4,2225.0
10:53.0, ,81-85,Defensive rebound by J. Wiseman,,4,85,81,4,2227.0
10:47.0, ,81-85,Q. Grimes misses 3-pt jump shot from 27 ft,,4,85,81,4,2233.0
10:43.0,Defensive rebound by J. Ramsey,81-85, ,,4,85,81,4,2237.0
10:39.0,Personal foul by S. Umude (drawn by J. McDaniels),81-85, ,,4,85,81,4,2241.0
10:39.0, ,81-85,J. Ivey enters the game for Q. Grimes,,4,85,81,4,2241.0
10:29.0,G. Dick misses 2-pt jump shot from 16 ft,81-85, ,,4,85,81,4,2251.0
10:27.0, ,81-85,Defensive rebound by S. Umude,,4,85,81,4,2253.0
10:24.0, ,81-85,Personal foul by J. McDaniels (drawn by M. Sasser),,4,85,81,4,2256.0
10:09.0, ,81-85,S. Fontecchio misses 3-pt jump shot from 31 ft,,4,85,81,4,2271.0
10:07.0,Defensive rebound by J. Ramsey,81-85, ,,4,85,81,4,2273.0
10:02.0,Shooting foul by S. Fontecchio (drawn by J. Porter),81-85, ,,4,85,81,4,2278.0
10:02.0,J. Porter misses free throw 1 of 2,81-85, ,,4,85,81,4,2278.0
10:02.0,Offensive rebound by Team,81-85, ,,4,85,81,4,2278.0
10:02.0,J. Porter misses free throw 2 of 2,81-85, ,,4,85,81,4,2278.0
9:59.0, ,81-85,Defensive rebound by J. Wiseman,,4,85,81,4,2281.0
9:47.0, ,81-85,M. Sasser misses 3-pt jump shot from 27 ft,,4,85,81,4,2293.0
9:44.0,Defensive rebound by J. Porter,81-85, ,,4,85,81,4,2296.0
9:31.0,J. Ramsey misses 3-pt jump shot from 25 ft,81-85, ,,4,85,81,4,2309.0
9:31.0, ,81-85,Defensive rebound by Team,,4,85,81,4,2309.0
9:06.0, ,81-87,J. Ivey makes 2-pt jump shot from 14 ft,,4,87,81,6,2334.0
8:50.0,J. McDaniels misses 2-pt jump shot from 4 ft,81-87, ,,4,87,81,6,2350.0
8:47.0, ,81-87,Defensive rebound by S. Umude,,4,87,81,6,2353.0
8:43.0, ,81-87,Personal foul by J. McDaniels (drawn by M. Sasser),,4,87,81,6,2357.0
8:43.0,O. Agbaji enters the game for G. Dick,81-87, ,,4,87,81,6,2357.0
8:43.0,I. Quickley enters the game for J. McDaniels,81-87, ,,4,87,81,6,2357.0
8:35.0, ,81-89,J. Ivey makes 2-pt jump shot from 9 ft (assist by J. Wiseman),,4,89,81,8,2365.0
8:15.0,J. Porter misses 3-pt jump shot from 27 ft,81-89, ,,4,89,81,8,2385.0
8:11.0, ,81-89,Defensive rebound by M. Sasser,,4,89,81,8,2389.0
8:01.0, ,81-89,Offensive foul by J. Wiseman (drawn by J. Ramsey),,4,89,81,8,2399.0
8:01.0, ,81-89,Turnover by J. Wiseman (offensive foul),,4,89,81,8,2399.0
8:01.0,Toronto full timeout,81-89, ,,4,89,81,8,2399.0
8:01.0,J. Nwora enters the game for B. Brown,81-89, ,,4,89,81,8,2399.0
8:01.0,K. Olynyk enters the game for J. Porter,81-89, ,,4,89,81,8,2399.0
7:42.0,I. Quickley misses 3-pt jump shot from 24 ft,81-89, ,,4,89,81,8,2418.0
7:39.0, ,81-89,Defensive rebound by M. Sasser,,4,89,81,8,2421.0
7:20.0, ,81-91,M. Sasser makes 2-pt jump shot from 7 ft (assist by J. Ivey),,4,91,81,10,2440.0
7:02.0,J. Nwora misses 3-pt jump shot from 26 ft,81-91, ,,4,91,81,10,2458.0
7:01.0,Offensive rebound by K. Olynyk,81-91, ,,4,91,81,10,2459.0
6:58.0,K. Olynyk misses 2-pt jump shot from 6 ft,81-91, ,,4,91,81,10,2462.0
6:55.0, ,81-91,Defensive rebound by S. Umude,,4,91,81,10,2465.0
6:44.0, ,81-91,Turnover by J. Ivey (lost ball; steal by K. Olynyk),,4,91,81,10,2476.0
6:39.0,J. Ramsey makes 2-pt dunk from 2 ft (assist by K. Olynyk),83-91, ,,4,91,83,8,2481.0
6:24.0, ,83-94,S. Fontecchio makes 3-pt jump shot from 27 ft (assist by M. Sasser),,4,94,83,11,2496.0
6:13.0,J. Nwora makes 3-pt jump shot from 26 ft (assist by I. Quickley),86-94, ,,4,94,86,8,2507.0
5:50.0, ,86-94,M. Sasser misses 2-pt jump shot from 13 ft,,4,94,86,8,2530.0
5:48.0,Defensive rebound by J. Ramsey,86-94, ,,4,94,86,8,2532.0
5:37.0,I. Quickley misses 2-pt jump shot from 6 ft,86-94, ,,4,94,86,8,2543.0
5:33.0, ,86-94,Defensive rebound by S. Fontecchio,,4,94,86,8,2547.0
5:28.0, ,86-97,M. Sasser makes 3-pt jump shot from 26 ft (assist by J. Ivey),,4,97,86,11,2552.0
5:21.0,Personal foul by M. Sasser (drawn by K. Olynyk),86-97, ,,4,97,86,11,2559.0
5:21.0,G. Dick enters the game for J. Ramsey,86-97, ,,4,97,86,11,2559.0
5:21.0, ,86-97,J. Duren enters the game for S. Umude,,4,97,86,11,2559.0
5:21.0, ,86-97,I. Stewart enters the game for J. Wiseman,,4,97,86,11,2559.0
5:08.0,Personal foul by J. Duren (drawn by K. Olynyk),86-97, ,,4,97,86,11,2572.0
5:08.0,K. Olynyk misses free throw 1 of 2,86-97, ,,4,97,86,11,2572.0
5:08.0,Offensive rebound by Team,86-97, ,,4,97,86,11,2572.0
5:08.0,B. Brown enters the game for J. Nwora,86-97, ,,4,97,86,11,2572.0
5:08.0,K. Olynyk makes free throw 2 of 2,87-97, ,,4,97,87,10,2572.0
4:51.0, ,87-97,S. Fontecchio misses 3-pt jump shot from 26 ft,,4,97,87,10,2589.0
4:48.0,Defensive rebound by B. Brown,87-97, ,,4,97,87,10,2592.0
4:45.0,I. Quickley misses 3-pt jump shot from 27 ft,87-97, ,,4,97,87,10,2595.0
4:42.0, ,87-97,Defensive rebound by J. Duren,,4,97,87,10,2598.0
4:26.0, ,87-100,M. Sasser makes 3-pt jump shot from 27 ft,,4,100,87,13,2614.0
4:26.0,Toronto full timeout,87-100, ,,4,100,87,13,2614.0
4:14.0,G. Dick misses 2-pt jump shot from 7 ft,87-100, ,,4,100,87,13,2626.0
4:12.0, ,87-100,Defensive rebound by J. Duren,,4,100,87,13,2628.0
3:59.0, ,87-103,I. Stewart makes 3-pt jump shot from 24 ft (assist by M. Sasser),,4,103,87,16,2641.0
3:51.0,I. Quickley makes 2-pt layup from 4 ft (assist by K. Olynyk),89-103, ,,4,103,89,14,2649.0
3:39.0, ,89-103,Shooting foul by K. Olynyk (drawn by S. Fontecchio),,4,103,89,14,2661.0
3:39.0, ,89-104,S. Fontecchio makes free throw 1 of 2,,4,104,89,15,2661.0
3:39.0,J. Porter enters the game for O. Agbaji,89-104, ,,4,104,89,15,2661.0
3:39.0, ,89-105,S. Fontecchio makes free throw 2 of 2,,4,105,89,16,2661.0
3:18.0,G. Dick misses 2-pt layup from 3 ft,89-105, ,,4,105,89,16,2682.0
3:15.0, ,89-105,Defensive rebound by M. Sasser,,4,105,89,16,2685.0
2:58.0, ,89-105,S. Fontecchio misses 2-pt layup from 4 ft,,4,105,89,16,2702.0
2:56.0, ,89-105,Offensive rebound by J. Duren,,4,105,89,16,2704.0
2:56.0, ,89-105,J. Duren misses 2-pt layup from 2 ft (block by B. Brown),,4,105,89,16,2704.0
2:56.0,Defensive rebound by Team,89-105, ,,4,105,89,16,2704.0
2:43.0,J. Porter makes 3-pt jump shot from 26 ft (assist by I. Quickley),92-105, ,,4,105,92,13,2717.0
2:23.0, ,92-105,J. Ivey misses 3-pt jump shot from 24 ft,,4,105,92,13,2737.0
2:21.0,Defensive rebound by I. Quickley,92-105, ,,4,105,92,13,2739.0
2:18.0,I. Quickley makes 2-pt layup from 3 ft,94-105, ,,4,105,94,11,2742.0
2:18.0,Shooting foul by M. Sasser (drawn by I. Quickley),94-105, ,,4,105,94,11,2742.0
2:18.0,I. Quickley misses free throw 1 of 1,94-105, ,,4,105,94,11,2742.0
2:15.0, ,94-105,Defensive rebound by J. Duren,,4,105,94,11,2745.0
2:00.0, ,94-105,Turnover by J. Ivey (lost ball; steal by J. Porter),,4,105,94,11,2760.0
1:55.0,K. Olynyk misses 3-pt jump shot from 27 ft,94-105, ,,4,105,94,11,2765.0
1:52.0, ,94-105,Defensive rebound by M. Sasser,,4,105,94,11,2768.0
1:28.0, ,94-105,M. Sasser misses 2-pt layup from 3 ft,,4,105,94,11,2792.0
1:25.0,Defensive rebound by I. Quickley,94-105, ,,4,105,94,11,2795.0
1:21.0,I. Quickley misses 3-pt jump shot from 28 ft,94-105, ,,4,105,94,11,2799.0
1:19.0, ,94-105,Defensive rebound by S. Fontecchio,,4,105,94,11,2801.0
1:17.0, ,94-107,S. Fontecchio makes 2-pt layup from 3 ft,,4,107,94,13,2803.0
1:13.0,B. Brown makes 2-pt layup from 4 ft (assist by K. Olynyk),96-107, ,,4,107,96,11,2807.0
1:01.0, ,96-107,Turnover by J. Ivey (bad pass),,4,107,96,11,2819.0
0:52.0,B. Brown makes 2-pt layup from 3 ft (assist by K. Olynyk),98-107, ,,4,107,98,9,2828.0
0:43.0, ,98-107,Personal foul by J. Porter (drawn by J. Ivey),,4,107,98,9,2837.0
0:43.0,Toronto full timeout,98-107, ,,4,107,98,9,2837.0
0:43.0,Instant Replay (Challenge: Stands),98-107, ,,4,107,98,9,2837.0
0:39.0, ,98-107,Personal take foul by K. Olynyk (drawn by J. Duren),,4,107,98,9,2841.0
0:39.0, ,98-108,J. Duren makes free throw 1 of 2,,4,108,98,10,2841.0
0:39.0, ,98-109,J. Duren makes free throw 2 of 2,,4,109,98,11,2841.0
0:29.0,K. Olynyk makes 2-pt layup from 4 ft (assist by I. Quickley),100-109, ,,4,109,100,9,2851.0
0:28.0, ,100-109,Turnover by S. Fontecchio (bad pass; steal by B. Brown),,4,109,100,9,2852.0
0:28.0,B. Brown makes 2-pt layup from 4 ft,102-109, ,,4,109,102,7,2852.0
0:28.0, ,102-109,Detroit full timeout,,4,109,102,7,2852.0
0:25.0, ,102-109,Turnover by J. Ivey (traveling),,4,109,102,7,2855.0
0:17.0,J. Porter misses 3-pt jump shot from 29 ft,102-109, ,,4,109,102,7,2863.0
0:15.0, ,102-109,Defensive rebound by J. Duren,,4,109,102,7,2865.0
0:14.0, ,102-109,Personal take foul by G. Dick (drawn by J. Duren),,4,109,102,7,2866.0
0:14.0, ,102-109,J. Duren misses free throw 1 of 2,,4,109,102,7,2866.0
0:14.0, ,102-109,Offensive rebound by Team,,4,109,102,7,2866.0
0:14.0, ,102-110,J. Duren makes free throw 2 of 2,,4,110,102,8,2866.0
0:14.0,Toronto full timeout,102-110, ,,4,110,102,8,2866.0
0:14.0,J. Nwora enters the game for J. Porter,102-110, ,,4,110,102,8,2866.0
0:14.0, ,102-110,Q. Grimes enters the game for J. Duren,,4,110,102,8,2866.0
0:14.0, ,102-110,S. Umude enters the game for M. Sasser,,4,110,102,8,2866.0
0:07.0,I. Quickley makes 2-pt layup from 3 ft (assist by B. Brown),104-110, ,,4,110,104,6,2873.0
0:06.0, ,104-110,Personal take foul by G. Dick (drawn by I. Stewart),,4,110,104,6,2874.0
0:06.0, ,104-110,I. Stewart misses free throw 1 of 2,,4,110,104,6,2874.0
0:06.0, ,104-110,Offensive rebound by Team,,4,110,104,6,2874.0
0:06.0, ,104-111,I. Stewart makes free throw 2 of 2,,4,111,104,7,2874.0
0:05.0,Turnover by K. Olynyk (bad pass; steal by S. Umude),104-111, ,,4,111,104,7,2875.0
0:04.0, ,104-111,Personal take foul by B. Brown (drawn by S. Umude),,4,111,104,7,2876.0
0:04.0, ,104-112,S. Umude makes free throw 1 of 2,,4,112,104,8,2876.0
0:04.0, ,104-113,S. Umude makes free throw 2 of 2,,4,113,104,9,2876.0
0:00.0,End of 4th quarter,104-113,,,4,113,104,9,2880.0
