Time,Detroit,Score,Milwaukee,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
7:58.0,K. Hayes makes 2-pt jump shot from 17 ft (assist by J. Duren),66-75, ,,3,66,75,-9,1682.0
7:42.0, ,66-75,B. Portis misses 2-pt jump shot from 5 ft,,3,66,75,-9,1698.0
7:41.0, ,66-75,Offensive rebound by M. Beasley,,3,66,75,-9,1699.0
7:41.0, ,66-77,M. Beasley makes 2-pt layup from 1 ft,,3,66,77,-11,1699.0
7:41.0, ,66-77,Shooting foul by J. Duren (drawn by M. Beasley),,3,66,77,-11,1699.0
7:41.0, ,66-78,M. Beasley makes free throw 1 of 1,,3,66,78,-12,1699.0
7:25.0,C. Cunningham misses 2-pt jump shot from 11 ft,66-78, ,,3,66,78,-12,1715.0
7:22.0, ,66-78,Defensive rebound by B. Lopez,,3,66,78,-12,1718.0
7:19.0, ,66-78,M. Beasley misses 2-pt layup from 2 ft,,3,66,78,-12,1721.0
7:19.0, ,66-78,Offensive rebound by Team,,3,66,78,-12,1721.0
7:19.0, ,66-78,M. Beauchamp enters the game for M. Beasley,,3,66,78,-12,1721.0
7:16.0, ,66-78,Turnover by B. Portis (traveling),,3,66,78,-12,1724.0
6:55.0,A. Thompson makes 2-pt layup from 3 ft (assist by C. Cunningham),68-78, ,,3,68,78,-10,1745.0
6:54.0,Violation by Team (delay of game),68-78, ,,3,68,78,-10,1746.0
6:50.0, ,68-78,Turnover by B. Lopez (traveling),,3,68,78,-10,1750.0
6:50.0, ,68-78,Milwaukee full timeout,,3,68,78,-10,1750.0
6:50.0, ,68-78,P. Connaughton enters the game for J. Crowder,,3,68,78,-10,1750.0
6:36.0,Turnover by I. Stewart (traveling),68-78, ,,3,68,78,-10,1764.0
6:26.0, ,68-78,Turnover by B. Lopez (bad pass; steal by K. Hayes),,3,68,78,-10,1774.0
6:26.0,M. Sasser enters the game for K. Hayes,68-78, ,,3,68,78,-10,1774.0
6:07.0,Jump ball: A. Thompson vs. M. Beauchamp (A. Thompson gains possession),68-78,,,3,68,78,-10,1793.0
6:04.0,M. Sasser makes 2-pt jump shot from 20 ft (assist by J. Duren),70-78, ,,3,70,78,-8,1796.0
5:55.0, ,70-78,Personal foul by A. Thompson (drawn by D. Lillard),,3,70,78,-8,1805.0
5:48.0, ,70-78,M. Beauchamp misses 3-pt jump shot from 25 ft,,3,70,78,-8,1812.0
5:42.0,Defensive rebound by A. Thompson,70-78, ,,3,70,78,-8,1818.0
5:36.0,A. Thompson makes 2-pt jump shot from 10 ft,72-78, ,,3,72,78,-6,1824.0
5:23.0, ,72-81,D. Lillard makes 3-pt jump shot from 27 ft,,3,72,81,-9,1837.0
5:14.0,C. Cunningham makes 2-pt layup from 3 ft,74-81, ,,3,74,81,-7,1846.0
5:14.0,Shooting foul by D. Lillard (drawn by C. Cunningham),74-81, ,,3,74,81,-7,1846.0
5:14.0,C. Cunningham makes free throw 1 of 1,75-81, ,,3,75,81,-6,1846.0
5:14.0,M. Bagley enters the game for J. Duren,75-81, ,,3,75,81,-6,1846.0
4:57.0, ,75-84,B. Lopez makes 3-pt jump shot from 23 ft (assist by P. Connaughton),,3,75,84,-9,1863.0
4:38.0,M. Bagley misses 2-pt layup from 4 ft (block by B. Lopez),75-84, ,,3,75,84,-9,1882.0
4:37.0,Offensive rebound by M. Bagley,75-84, ,,3,75,84,-9,1883.0
4:36.0,M. Bagley makes 2-pt layup from 5 ft,77-84, ,,3,77,84,-7,1884.0
4:15.0, ,77-84,D. Lillard misses 3-pt jump shot from 27 ft,,3,77,84,-7,1905.0
4:12.0,Defensive rebound by A. Thompson,77-84, ,,3,77,84,-7,1908.0
4:09.0,C. Cunningham misses 3-pt jump shot from 28 ft,77-84, ,,3,77,84,-7,1911.0
4:06.0, ,77-84,Defensive rebound by B. Portis,,3,77,84,-7,1914.0
3:58.0, ,77-84,B. Lopez misses 3-pt jump shot from 25 ft,,3,77,84,-7,1922.0
3:54.0,Defensive rebound by M. Sasser,77-84, ,,3,77,84,-7,1926.0
3:47.0,M. Sasser makes 2-pt jump shot from 15 ft,79-84, ,,3,79,84,-5,1933.0
3:35.0, ,79-84,D. Lillard misses 2-pt layup from 2 ft (block by M. Bagley),,3,79,84,-5,1945.0
3:34.0,Defensive rebound by C. Cunningham,79-84, ,,3,79,84,-5,1946.0
3:27.0,M. Sasser misses 2-pt layup from 3 ft,79-84, ,,3,79,84,-5,1953.0
3:27.0,Offensive rebound by M. Bagley,79-84, ,,3,79,84,-5,1953.0
3:27.0,Personal foul by M. Beauchamp (drawn by M. Bagley),79-84, ,,3,79,84,-5,1953.0
3:27.0, ,79-84,J. Crowder enters the game for D. Lillard,,3,79,84,-5,1953.0
3:27.0, ,79-84,C. Payne enters the game for B. Lopez,,3,79,84,-5,1953.0
3:15.0,I. Stewart makes 3-pt jump shot from 27 ft (assist by M. Bagley),82-84, ,,3,82,84,-2,1965.0
2:51.0, ,82-87,J. Crowder makes 3-pt jump shot from 26 ft (assist by B. Portis),,3,82,87,-5,1989.0
2:36.0,I. Stewart makes 3-pt jump shot from 27 ft (assist by C. Cunningham),85-87, ,,3,85,87,-2,2004.0
2:23.0, ,85-87,P. Connaughton misses 2-pt layup from 3 ft,,3,85,87,-2,2017.0
2:20.0,Defensive rebound by M. Sasser,85-87, ,,3,85,87,-2,2020.0
2:13.0,M. Sasser makes 3-pt jump shot from 27 ft,88-87, ,Lead change,3,88,87,1,2027.0
2:12.0, ,88-87,Milwaukee full timeout,,3,88,87,1,2028.0
2:12.0,J. Rhoden enters the game for A. Thompson,88-87, ,,3,88,87,1,2028.0
1:57.0, ,88-87,C. Payne misses 2-pt jump shot from 10 ft,,3,88,87,1,2043.0
1:53.0,Defensive rebound by I. Stewart,88-87, ,,3,88,87,1,2047.0
1:51.0,M. Bagley makes 2-pt layup from 4 ft (assist by C. Cunningham),90-87, ,,3,90,87,3,2049.0
1:34.0, ,90-87,C. Payne misses 3-pt jump shot from 26 ft,,3,90,87,3,2066.0
1:29.0,Defensive rebound by M. Sasser,90-87, ,,3,90,87,3,2071.0
1:11.0,C. Cunningham misses 3-pt jump shot from 29 ft,90-87, ,,3,90,87,3,2089.0
1:06.0, ,90-87,Defensive rebound by J. Crowder,,3,90,87,3,2094.0
0:57.0, ,90-87,B. Portis misses 2-pt jump shot from 13 ft,,3,90,87,3,2103.0
0:53.0,Defensive rebound by C. Cunningham,90-87, ,,3,90,87,3,2107.0
0:46.0,M. Sasser makes 3-pt jump shot from 30 ft,93-87, ,,3,93,87,6,2114.0
0:35.0, ,93-87,Turnover by B. Portis (traveling),,3,93,87,6,2125.0
0:17.0,M. Sasser misses 3-pt jump shot from 30 ft,93-87, ,,3,93,87,6,2143.0
0:13.0, ,93-87,Defensive rebound by B. Portis,,3,93,87,6,2147.0
0:09.0, ,93-87,M. Beauchamp misses 2-pt jump shot from 4 ft,,3,93,87,6,2151.0
0:06.0,Defensive rebound by M. Sasser,93-87, ,,3,93,87,6,2154.0
0:03.0,J. Rhoden makes 2-pt layup from 3 ft (assist by M. Sasser),95-87, ,,3,95,87,8,2157.0
0:00.0, ,95-90,C. Payne makes 3-pt jump shot from 29 ft,,3,95,90,5,2160.0
0:00.0, ,95-90,Instant Replay (Request: Stands),,3,95,90,5,2160.0
0:00.0,End of 3rd quarter,95-90,,,3,95,90,5,2160.0
12:00.0,Start of 4th quarter,95-90,,,4,95,90,5,2160.0
11:43.0,M. Sasser makes 2-pt jump shot from 11 ft (assist by J. Rhoden),97-90, ,,4,97,90,7,2177.0
11:28.0, ,97-90,P. Connaughton misses 3-pt jump shot from 25 ft,,4,97,90,7,2192.0
11:28.0, ,97-90,Offensive rebound by M. Beauchamp,,4,97,90,7,2192.0
11:21.0, ,97-90,Personal foul by J. Rhoden (drawn by P. Connaughton),,4,97,90,7,2199.0
11:13.0, ,97-92,M. Beauchamp makes 2-pt jump shot from 16 ft (assist by B. Portis),,4,97,92,5,2207.0
10:56.0,M. Sasser makes 2-pt layup from 4 ft,99-92, ,,4,99,92,7,2224.0
10:42.0, ,99-94,M. Beauchamp makes 2-pt jump shot from 12 ft,,4,99,94,5,2238.0
10:34.0,Offensive foul by M. Bagley (drawn by P. Connaughton),99-94, ,,4,99,94,5,2246.0
10:34.0,Turnover by M. Bagley (offensive foul),99-94, ,,4,99,94,5,2246.0
10:14.0, ,99-94,M. Beauchamp misses 3-pt jump shot from 25 ft,,4,99,94,5,2266.0
10:11.0,Defensive rebound by M. Sasser,99-94, ,,4,99,94,5,2269.0
10:02.0,M. Sasser makes 3-pt jump shot from 28 ft,102-94, ,,4,102,94,8,2278.0
9:45.0, ,102-94,B. Portis misses 2-pt jump shot from 15 ft,,4,102,94,8,2295.0
9:41.0,Defensive rebound by J. Rhoden,102-94, ,,4,102,94,8,2299.0
9:37.0,Personal foul by B. Portis (drawn by M. Bagley),102-94, ,,4,102,94,8,2303.0
9:37.0, ,102-94,D. Lillard enters the game for P. Connaughton,,4,102,94,8,2303.0
9:20.0,K. Hayes misses 3-pt jump shot from 27 ft,102-94, ,,4,102,94,8,2320.0
9:20.0,Offensive rebound by Team,102-94, ,,4,102,94,8,2320.0
9:20.0,Turnover by Team (shot clock),102-94, ,,4,102,94,8,2320.0
9:20.0,A. Thompson enters the game for J. Rhoden,102-94, ,,4,102,94,8,2320.0
9:09.0, ,102-97,D. Lillard makes 3-pt jump shot from 25 ft,,4,102,97,5,2331.0
8:55.0,K. Hayes makes 2-pt layup from 3 ft,104-97, ,,4,104,97,7,2345.0
8:41.0, ,104-97,Turnover by D. Lillard (bad pass; steal by M. Sasser),,4,104,97,7,2359.0
8:36.0,K. Hayes makes 2-pt layup from 2 ft (assist by M. Sasser),106-97, ,,4,106,97,9,2364.0
8:22.0, ,106-99,D. Lillard makes 2-pt jump shot from 13 ft,,4,106,99,7,2378.0
8:11.0, ,106-99,Violation by Team (kicked ball),,4,106,99,7,2389.0
8:11.0,J. Duren enters the game for M. Bagley,106-99, ,,4,106,99,7,2389.0
8:11.0, ,106-99,B. Lopez enters the game for B. Portis,,4,106,99,7,2389.0
8:04.0,Turnover by M. Sasser (traveling),106-99, ,,4,106,99,7,2396.0
7:52.0, ,106-99,D. Lillard misses 3-pt jump shot from 25 ft,,4,106,99,7,2408.0
7:47.0,Defensive rebound by A. Thompson,106-99, ,,4,106,99,7,2413.0
7:37.0,K. Hayes misses 2-pt jump shot from 8 ft,106-99, ,,4,106,99,7,2423.0
7:34.0, ,106-99,Defensive rebound by B. Lopez,,4,106,99,7,2426.0
7:25.0, ,106-99,B. Lopez misses 2-pt jump shot from 12 ft,,4,106,99,7,2435.0
7:22.0,Defensive rebound by J. Duren,106-99, ,,4,106,99,7,2438.0
7:14.0,M. Sasser makes 2-pt jump shot from 17 ft,108-99, ,,4,108,99,9,2446.0
7:14.0,Shooting foul by M. Beauchamp (drawn by M. Sasser),108-99, ,,4,108,99,9,2446.0
7:14.0,C. Cunningham enters the game for K. Hayes,108-99, ,,4,108,99,9,2446.0
7:14.0,M. Sasser makes free throw 1 of 1,109-99, ,,4,109,99,10,2446.0
7:14.0, ,109-99,Milwaukee full timeout,,4,109,99,10,2446.0
7:14.0, ,109-99,M. Beasley enters the game for M. Beauchamp,,4,109,99,10,2446.0
6:53.0, ,109-99,Shooting foul by S. Umude (drawn by C. Payne),,4,109,99,10,2467.0
6:53.0, ,109-100,C. Payne makes free throw 1 of 2,,4,109,100,9,2467.0
6:53.0, ,109-101,C. Payne makes free throw 2 of 2,,4,109,101,8,2467.0
6:37.0,Turnover by C. Cunningham (bad pass; steal by D. Lillard),109-101, ,,4,109,101,8,2483.0
6:28.0, ,109-101,J. Crowder misses 3-pt jump shot from 24 ft (block by S. Umude),,4,109,101,8,2492.0
6:23.0,Defensive rebound by J. Duren,109-101, ,,4,109,101,8,2497.0
6:22.0,S. Umude makes 2-pt layup from 3 ft (assist by J. Duren),111-101, ,,4,111,101,10,2498.0
6:21.0,Violation by Team (delay of game),111-101, ,,4,111,101,10,2499.0
6:21.0, ,111-101,D. Lillard misses technical free throw,,4,111,101,10,2499.0
6:21.0, ,111-101,Offensive rebound by Team,,4,111,101,10,2499.0
6:21.0,I. Stewart enters the game for S. Umude,111-101, ,,4,111,101,10,2499.0
6:09.0, ,111-103,D. Lillard makes 2-pt layup from 2 ft,,4,111,103,8,2511.0
6:09.0, ,111-103,Shooting foul by J. Duren (drawn by D. Lillard),,4,111,103,8,2511.0
6:09.0, ,111-104,D. Lillard makes free throw 1 of 1,,4,111,104,7,2511.0
5:46.0,M. Sasser misses 3-pt jump shot from 28 ft,111-104, ,,4,111,104,7,2534.0
5:43.0, ,111-104,Defensive rebound by B. Lopez,,4,111,104,7,2537.0
5:40.0, ,111-104,Shooting foul by A. Thompson (drawn by D. Lillard),,4,111,104,7,2540.0
5:40.0, ,111-105,D. Lillard makes free throw 1 of 2,,4,111,105,6,2540.0
5:40.0, ,111-106,D. Lillard makes free throw 2 of 2,,4,111,106,5,2540.0
5:22.0,M. Sasser makes 2-pt jump shot from 14 ft,113-106, ,,4,113,106,7,2558.0
5:06.0, ,113-108,M. Beasley makes 2-pt jump shot from 12 ft (assist by D. Lillard),,4,113,108,5,2574.0
4:44.0,I. Stewart misses 3-pt jump shot from 28 ft,113-108, ,,4,113,108,5,2596.0
4:42.0,Offensive rebound by A. Thompson,113-108, ,,4,113,108,5,2598.0
4:40.0,Turnover by A. Thompson (bad pass; steal by C. Payne),113-108, ,,4,113,108,5,2600.0
4:40.0, ,113-108,Turnover by C. Payne (bad pass),,4,113,108,5,2600.0
4:27.0,A. Thompson misses 3-pt jump shot from 22 ft,113-108, ,,4,113,108,5,2613.0
4:23.0, ,113-108,Defensive rebound by M. Beasley,,4,113,108,5,2617.0
4:13.0, ,113-108,C. Payne misses 3-pt jump shot from 25 ft,,4,113,108,5,2627.0
4:09.0,Defensive rebound by A. Thompson,113-108, ,,4,113,108,5,2631.0
4:01.0,A. Thompson misses 2-pt jump shot from 9 ft,113-108, ,,4,113,108,5,2639.0
3:59.0,Offensive rebound by A. Thompson,113-108, ,,4,113,108,5,2641.0
3:50.0,Personal foul by C. Payne (drawn by M. Sasser),113-108, ,,4,113,108,5,2650.0
3:36.0,Turnover by Team (shot clock),113-108, ,,4,113,108,5,2664.0
3:25.0, ,113-108,D. Lillard misses 3-pt jump shot from 25 ft,,4,113,108,5,2675.0
3:22.0,Defensive rebound by M. Sasser,113-108, ,,4,113,108,5,2678.0
3:18.0,Detroit full timeout,113-108, ,,4,113,108,5,2682.0
3:08.0,I. Stewart misses 3-pt jump shot from 23 ft,113-108, ,,4,113,108,5,2692.0
3:04.0, ,113-108,Defensive rebound by D. Lillard,,4,113,108,5,2696.0
3:01.0, ,113-108,Shooting foul by I. Stewart (drawn by D. Lillard),,4,113,108,5,2699.0
3:01.0, ,113-109,D. Lillard makes free throw 1 of 2,,4,113,109,4,2699.0
3:01.0, ,113-110,D. Lillard makes free throw 2 of 2,,4,113,110,3,2699.0
2:52.0,I. Stewart misses 3-pt jump shot from 23 ft,113-110, ,,4,113,110,3,2708.0
2:48.0, ,113-110,Defensive rebound by B. Lopez,,4,113,110,3,2712.0
2:42.0, ,113-110,D. Lillard misses 3-pt jump shot from 26 ft (block by A. Thompson),,4,113,110,3,2718.0
2:39.0,Defensive rebound by J. Duren,113-110, ,,4,113,110,3,2721.0
2:33.0,Turnover by M. Sasser (traveling),113-110, ,,4,113,110,3,2727.0
2:21.0, ,113-110,D. Lillard misses 2-pt layup from 6 ft,,4,113,110,3,2739.0
2:18.0,Defensive rebound by C. Cunningham,113-110, ,,4,113,110,3,2742.0
2:16.0,A. Thompson misses 2-pt layup from 3 ft,113-110, ,,4,113,110,3,2744.0
2:13.0, ,113-110,Defensive rebound by M. Beasley,,4,113,110,3,2747.0
2:10.0, ,113-112,D. Lillard makes 2-pt layup from 1 ft (assist by M. Beasley),,4,113,112,1,2750.0
1:49.0,M. Sasser misses 3-pt jump shot from 26 ft,113-112, ,,4,113,112,1,2771.0
1:48.0,Offensive rebound by Team,113-112, ,,4,113,112,1,2772.0
1:48.0,Instant Replay (Request: Ruling Stands),113-112, ,,4,113,112,1,2772.0
1:39.0,Shooting foul by B. Lopez (drawn by C. Cunningham),113-112, ,,4,113,112,1,2781.0
1:39.0,C. Cunningham makes free throw 1 of 2,114-112, ,,4,114,112,2,2781.0
1:39.0,C. Cunningham makes free throw 2 of 2,115-112, ,,4,115,112,3,2781.0
1:33.0, ,115-114,D. Lillard makes 2-pt layup from 2 ft,,4,115,114,1,2787.0
1:21.0,Offensive foul by J. Duren (drawn by D. Lillard),115-114, ,,4,115,114,1,2799.0
1:21.0,Turnover by J. Duren (offensive foul),115-114, ,,4,115,114,1,2799.0
1:12.0, ,115-116,D. Lillard makes 2-pt jump shot from 7 ft,Lead change,4,115,116,-1,2808.0
1:01.0,C. Cunningham misses 3-pt jump shot from 26 ft,115-116, ,,4,115,116,-1,2819.0
1:00.0,Offensive rebound by I. Stewart,115-116, ,,4,115,116,-1,2820.0
0:58.0,I. Stewart misses 2-pt layup from 2 ft,115-116, ,,4,115,116,-1,2822.0
0:55.0, ,115-116,Defensive rebound by J. Crowder,,4,115,116,-1,2825.0
0:42.0, ,115-119,B. Lopez makes 3-pt jump shot from 25 ft (assist by J. Crowder),,4,115,119,-4,2838.0
0:42.0,Detroit full timeout,115-119, ,,4,115,119,-4,2838.0
0:40.0,C. Cunningham makes 3-pt jump shot from 23 ft (assist by A. Thompson),118-119, ,,4,118,119,-1,2840.0
0:19.0, ,118-119,D. Lillard misses 3-pt jump shot from 25 ft,,4,118,119,-1,2861.0
0:16.0,Defensive rebound by J. Duren,118-119, ,,4,118,119,-1,2864.0
0:12.0,C. Cunningham misses 2-pt hook shot from 6 ft (block by B. Lopez),118-119, ,,4,118,119,-1,2868.0
0:11.0,Offensive rebound by C. Cunningham,118-119, ,,4,118,119,-1,2869.0
0:09.0,Turnover by C. Cunningham (bad pass; steal by M. Beasley),118-119, ,,4,118,119,-1,2871.0
0:03.0, ,118-119,Personal take foul by A. Thompson (drawn by J. Crowder),,4,118,119,-1,2877.0
0:03.0, ,118-119,J. Crowder misses free throw 1 of 2,,4,118,119,-1,2877.0
0:03.0, ,118-119,Offensive rebound by Team,,4,118,119,-1,2877.0
0:03.0, ,118-120,J. Crowder makes free throw 2 of 2,,4,118,120,-2,2877.0
0:03.0,Detroit full timeout,118-120, ,,4,118,120,-2,2877.0
0:00.0,C. Cunningham misses 3-pt jump shot from 52 ft,118-120, ,,4,118,120,-2,2880.0
0:00.0,Offensive rebound by Team,118-120, ,,4,118,120,-2,2880.0
0:00.0,End of 4th quarter,118-120,,,4,118,120,-2,2880.0
