Time,Detroit,Score,Brooklyn,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
5:00.0,J. Ivey makes free throw 1 of 2,76-84, ,,3,76,84,-8,1860.0
5:00.0,J. Harris enters the game for B. Bogdanović,76-84, ,,3,76,84,-8,1860.0
5:00.0,K. Knox enters the game for A. Thompson,76-84, ,,3,76,84,-8,1860.0
5:00.0, ,76-84,D. Smith enters the game for C. Johnson,,3,76,84,-8,1860.0
5:00.0,J. Ivey makes free throw 2 of 2,77-84, ,,3,77,84,-7,1860.0
4:44.0, ,77-86,D. Sharpe makes 2-pt hook shot from 5 ft (assist by M. Bridges),,3,77,86,-9,1876.0
4:35.0,Shooting foul by D. Finney-Smith (drawn by J. Ivey),77-86, ,,3,77,86,-9,1885.0
4:35.0,J. Ivey makes free throw 1 of 2,78-86, ,,3,78,86,-8,1885.0
4:35.0,J. Ivey misses free throw 2 of 2,78-86, ,,3,78,86,-8,1885.0
4:32.0, ,78-86,Defensive rebound by D. Finney-Smith,,3,78,86,-8,1888.0
4:22.0, ,78-86,M. Bridges misses 3-pt jump shot from 24 ft,,3,78,86,-8,1898.0
4:21.0, ,78-86,Offensive rebound by Team,,3,78,86,-8,1899.0
4:21.0,Loose ball foul by K. Knox (drawn by D. Sharpe),78-86, ,,3,78,86,-8,1899.0
4:21.0,A. Burks enters the game for J. Ivey,78-86, ,,3,78,86,-8,1899.0
4:13.0, ,78-86,S. Dinwiddie misses 2-pt layup from 4 ft,,3,78,86,-8,1907.0
4:10.0,Defensive rebound by J. Harris,78-86, ,,3,78,86,-8,1910.0
4:01.0,Shooting foul by D. Sharpe (drawn by M. Bagley),78-86, ,,3,78,86,-8,1919.0
4:01.0,M. Bagley misses free throw 1 of 2,78-86, ,,3,78,86,-8,1919.0
4:01.0,Offensive rebound by Team,78-86, ,,3,78,86,-8,1919.0
4:01.0, ,78-86,R. O'Neale enters the game for S. Dinwiddie,,3,78,86,-8,1919.0
4:01.0,M. Bagley makes free throw 2 of 2,79-86, ,,3,79,86,-7,1919.0
3:46.0, ,79-86,Offensive foul by D. Sharpe (drawn by A. Burks),,3,79,86,-7,1934.0
3:46.0, ,79-86,Turnover by D. Sharpe (offensive foul),,3,79,86,-7,1934.0
3:29.0,C. Cunningham misses 2-pt jump shot from 20 ft,79-86, ,,3,79,86,-7,1951.0
3:25.0,Offensive rebound by M. Bagley,79-86, ,,3,79,86,-7,1955.0
3:25.0,M. Bagley makes 2-pt layup at rim,81-86, ,,3,81,86,-5,1955.0
3:09.0, ,81-88,M. Bridges makes 2-pt jump shot from 9 ft,,3,81,88,-7,1971.0
2:58.0,Shooting foul by D. Sharpe (drawn by C. Cunningham),81-88, ,,3,81,88,-7,1982.0
2:58.0, ,81-88,Brooklyn full timeout,,3,81,88,-7,1982.0
2:58.0, ,81-88,C. Thomas enters the game for M. Bridges,,3,81,88,-7,1982.0
2:58.0,C. Cunningham makes free throw 1 of 2,82-88, ,,3,82,88,-6,1982.0
2:58.0,A. Thompson enters the game for J. Harris,82-88, ,,3,82,88,-6,1982.0
2:58.0,C. Cunningham misses free throw 2 of 2,82-88, ,,3,82,88,-6,1982.0
2:56.0, ,82-88,Defensive rebound by R. O'Neale,,3,82,88,-6,1984.0
2:33.0, ,82-91,R. O'Neale makes 3-pt jump shot from 26 ft (assist by D. Finney-Smith),,3,82,91,-9,2007.0
2:07.0,C. Cunningham misses 2-pt jump shot from 17 ft,82-91, ,,3,82,91,-9,2033.0
2:04.0, ,82-91,Defensive rebound by D. Finney-Smith,,3,82,91,-9,2036.0
1:48.0, ,82-93,D. Sharpe makes 2-pt layup from 1 ft (assist by D. Smith),,3,82,93,-11,2052.0
1:48.0, ,82-93,Shooting foul by K. Knox (drawn by D. Sharpe),,3,82,93,-11,2052.0
1:48.0, ,82-93,D. Sharpe misses free throw 1 of 1,,3,82,93,-11,2052.0
1:43.0,Defensive rebound by M. Bagley,82-93, ,,3,82,93,-11,2057.0
1:31.0,A. Thompson misses 3-pt jump shot from 26 ft,82-93, ,,3,82,93,-11,2069.0
1:29.0, ,82-93,Defensive rebound by Team,,3,82,93,-11,2071.0
1:20.0, ,82-95,D. Sharpe makes 2-pt layup from 1 ft (assist by D. Smith),,3,82,95,-13,2080.0
1:04.0,A. Burks misses 3-pt jump shot from 25 ft,82-95, ,,3,82,95,-13,2096.0
1:00.0, ,82-95,Defensive rebound by R. O'Neale,,3,82,95,-13,2100.0
0:59.0, ,82-97,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by R. O'Neale),,3,82,97,-15,2101.0
0:52.0,C. Cunningham misses 2-pt layup from 5 ft,82-97, ,,3,82,97,-15,2108.0
0:52.0, ,82-97,Defensive rebound by C. Thomas,,3,82,97,-15,2108.0
0:34.0, ,82-97,C. Thomas misses 2-pt jump shot from 15 ft,,3,82,97,-15,2126.0
0:32.0, ,82-97,Offensive rebound by D. Sharpe,,3,82,97,-15,2128.0
0:30.0, ,82-97,Shooting foul by A. Burks (drawn by D. Sharpe),,3,82,97,-15,2130.0
0:30.0, ,82-97,D. Sharpe misses free throw 1 of 2,,3,82,97,-15,2130.0
0:30.0, ,82-97,Offensive rebound by Team,,3,82,97,-15,2130.0
0:30.0,B. Bogdanović enters the game for A. Thompson,82-97, ,,3,82,97,-15,2130.0
0:30.0, ,82-97,N. Claxton enters the game for C. Thomas,,3,82,97,-15,2130.0
0:30.0, ,82-98,D. Sharpe makes free throw 2 of 2,,3,82,98,-16,2130.0
0:09.0,C. Cunningham misses 3-pt jump shot from 25 ft,82-98, ,,3,82,98,-16,2151.0
0:05.0, ,82-98,Defensive rebound by D. Finney-Smith,,3,82,98,-16,2155.0
0:00.0, ,82-98,D. Smith misses 2-pt layup from 3 ft,,3,82,98,-16,2160.0
0:00.0,Defensive rebound by A. Burks,82-98, ,,3,82,98,-16,2160.0
0:00.0,End of 3rd quarter,82-98,,,3,82,98,-16,2160.0
12:00.0,Start of 4th quarter,82-98,,,4,82,98,-16,2160.0
11:37.0,A. Burks misses 2-pt jump shot from 6 ft,82-98, ,,4,82,98,-16,2183.0
11:35.0,Offensive rebound by Team,82-98, ,,4,82,98,-16,2185.0
11:35.0,Turnover by Team (shot clock),82-98, ,,4,82,98,-16,2185.0
11:18.0, ,82-98,N. Claxton misses 2-pt layup from 3 ft,,4,82,98,-16,2202.0
11:16.0,Defensive rebound by C. Cunningham,82-98, ,,4,82,98,-16,2204.0
11:07.0,A. Burks misses 3-pt jump shot from 23 ft,82-98, ,,4,82,98,-16,2213.0
11:04.0, ,82-98,Defensive rebound by N. Claxton,,4,82,98,-16,2216.0
10:56.0, ,82-100,C. Thomas makes 2-pt layup from 1 ft (assist by R. O'Neale),,4,82,100,-18,2224.0
10:53.0,Turnover by B. Bogdanović (bad pass),82-100, ,,4,82,100,-18,2227.0
10:53.0,J. Ivey enters the game for A. Burks,82-100, ,,4,82,100,-18,2227.0
10:41.0, ,82-102,C. Thomas makes 2-pt layup from 4 ft (assist by R. O'Neale),,4,82,102,-20,2239.0
10:41.0, ,82-102,Shooting foul by I. Stewart (drawn by C. Thomas),,4,82,102,-20,2239.0
10:41.0, ,82-103,C. Thomas makes free throw 1 of 1,,4,82,103,-21,2239.0
10:25.0,C. Cunningham misses 3-pt jump shot from 25 ft,82-103, ,,4,82,103,-21,2255.0
10:23.0,Offensive rebound by Team,82-103, ,,4,82,103,-21,2257.0
10:10.0,C. Cunningham makes 2-pt jump shot from 14 ft,84-103, ,,4,84,103,-19,2270.0
10:01.0, ,84-103,Personal foul by B. Bogdanović (drawn by C. Thomas),,4,84,103,-19,2279.0
9:47.0, ,84-103,C. Thomas misses 2-pt jump shot from 13 ft,,4,84,103,-19,2293.0
9:43.0,Defensive rebound by J. Ivey,84-103, ,,4,84,103,-19,2297.0
9:39.0,B. Bogdanović misses 3-pt jump shot from 25 ft,84-103, ,,4,84,103,-19,2301.0
9:33.0, ,84-103,Defensive rebound by D. Finney-Smith,,4,84,103,-19,2307.0
9:31.0, ,84-103,Shooting foul by B. Bogdanović (drawn by N. Claxton),,4,84,103,-19,2309.0
9:31.0, ,84-103,N. Claxton misses free throw 1 of 2,,4,84,103,-19,2309.0
9:31.0, ,84-103,Offensive rebound by Team,,4,84,103,-19,2309.0
9:31.0, ,84-104,N. Claxton makes free throw 2 of 2,,4,84,104,-20,2309.0
9:16.0,C. Cunningham misses 2-pt hook shot from 8 ft,84-104, ,,4,84,104,-20,2324.0
9:11.0,Offensive rebound by I. Stewart,84-104, ,,4,84,104,-20,2329.0
9:11.0,I. Stewart makes 2-pt dunk at rim,86-104, ,,4,86,104,-18,2329.0
9:00.0, ,86-104,R. O'Neale misses 2-pt jump shot from 7 ft,,4,86,104,-18,2340.0
8:55.0,Defensive rebound by J. Ivey,86-104, ,,4,86,104,-18,2345.0
8:52.0,K. Knox makes 3-pt jump shot from 23 ft (assist by C. Cunningham),89-104, ,,4,89,104,-15,2348.0
8:52.0, ,89-104,Brooklyn full timeout,,4,89,104,-15,2348.0
8:41.0, ,89-106,D. Smith makes 2-pt dunk at rim (assist by R. O'Neale),,4,89,106,-17,2359.0
8:19.0,C. Cunningham makes 2-pt jump shot from 5 ft (assist by I. Stewart),91-106, ,,4,91,106,-15,2381.0
8:09.0, ,91-106,Offensive foul by R. O'Neale (drawn by K. Knox),,4,91,106,-15,2391.0
8:09.0, ,91-106,Turnover by R. O'Neale (offensive foul),,4,91,106,-15,2391.0
7:56.0,J. Ivey makes 3-pt jump shot from 24 ft (assist by I. Stewart),94-106, ,,4,94,106,-12,2404.0
7:40.0, ,94-109,C. Thomas makes 3-pt jump shot from 26 ft,,4,94,109,-15,2420.0
7:40.0, ,94-109,Flagrant foul type 1 by I. Stewart (drawn by C. Thomas),,4,94,109,-15,2420.0
7:40.0, ,94-109,Instant Replay (Request: Ruling Stands),,4,94,109,-15,2420.0
7:40.0, ,94-109,M. Bridges enters the game for N. Claxton,,4,94,109,-15,2420.0
7:40.0, ,94-109,S. Dinwiddie enters the game for D. Finney-Smith,,4,94,109,-15,2420.0
7:40.0, ,94-109,C. Johnson enters the game for R. O'Neale,,4,94,109,-15,2420.0
7:40.0, ,94-109,D. Sharpe enters the game for D. Smith,,4,94,109,-15,2420.0
7:40.0, ,94-110,C. Thomas makes flagrant free throw 1 of 1,,4,94,110,-16,2420.0
7:38.0, ,94-110,Personal foul by J. Ivey (drawn by M. Bridges),,4,94,110,-16,2422.0
7:38.0, ,94-111,M. Bridges makes free throw 1 of 2,,4,94,111,-17,2422.0
7:38.0, ,94-112,M. Bridges makes free throw 2 of 2,,4,94,112,-18,2422.0
7:17.0,B. Bogdanović misses 2-pt jump shot from 8 ft,94-112, ,,4,94,112,-18,2443.0
7:14.0, ,94-112,Defensive rebound by D. Sharpe,,4,94,112,-18,2446.0
7:01.0, ,94-112,M. Bridges misses 2-pt jump shot from 11 ft,,4,94,112,-18,2459.0
6:58.0,Defensive rebound by K. Knox,94-112, ,,4,94,112,-18,2462.0
6:54.0,C. Cunningham makes 2-pt layup from 2 ft,96-112, ,,4,96,112,-16,2466.0
6:33.0, ,96-112,Personal foul by I. Stewart (drawn by M. Bridges),,4,96,112,-16,2487.0
6:33.0, ,96-113,M. Bridges makes free throw 1 of 2,,4,96,113,-17,2487.0
6:33.0,A. Thompson enters the game for K. Knox,96-113, ,,4,96,113,-17,2487.0
6:33.0, ,96-114,M. Bridges makes free throw 2 of 2,,4,96,114,-18,2487.0
6:21.0,C. Cunningham makes 2-pt layup from 3 ft,98-114, ,,4,98,114,-16,2499.0
6:04.0, ,98-114,Turnover by M. Bridges (lost ball; steal by A. Thompson),,4,98,114,-16,2516.0
5:57.0,J. Ivey misses 3-pt jump shot from 23 ft,98-114, ,,4,98,114,-16,2523.0
5:53.0, ,98-114,Defensive rebound by S. Dinwiddie,,4,98,114,-16,2527.0
5:34.0, ,98-114,S. Dinwiddie misses 3-pt jump shot from 26 ft,,4,98,114,-16,2546.0
5:30.0,Defensive rebound by J. Ivey,98-114, ,,4,98,114,-16,2550.0
5:24.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Ivey),101-114, ,,4,101,114,-13,2556.0
5:23.0, ,101-114,Brooklyn full timeout,,4,101,114,-13,2557.0
5:23.0, ,101-114,N. Claxton enters the game for D. Sharpe,,4,101,114,-13,2557.0
4:59.0, ,101-114,C. Thomas misses 2-pt jump shot from 17 ft,,4,101,114,-13,2581.0
4:55.0,Defensive rebound by B. Bogdanović,101-114, ,,4,101,114,-13,2585.0
4:42.0,J. Ivey makes 2-pt layup from 7 ft (assist by I. Stewart),103-114, ,,4,103,114,-11,2598.0
4:42.0,Shooting foul by M. Bridges (drawn by J. Ivey),103-114, ,,4,103,114,-11,2598.0
4:42.0,J. Ivey makes free throw 1 of 1,104-114, ,,4,104,114,-10,2598.0
4:22.0, ,104-114,S. Dinwiddie misses 2-pt jump shot from 10 ft,,4,104,114,-10,2618.0
4:18.0, ,104-114,Offensive rebound by S. Dinwiddie,,4,104,114,-10,2622.0
4:18.0, ,104-116,S. Dinwiddie makes 2-pt layup at rim,,4,104,116,-12,2622.0
4:04.0,Shooting foul by C. Johnson (drawn by J. Ivey),104-116, ,,4,104,116,-12,2636.0
4:04.0, ,104-116,Brooklyn full timeout,,4,104,116,-12,2636.0
4:04.0, ,104-116,Instant Replay (Challenge: Stands),,4,104,116,-12,2636.0
4:03.0,J. Ivey misses free throw 1 of 3,104-116, ,,4,104,116,-12,2637.0
4:03.0,Offensive rebound by Team,104-116, ,,4,104,116,-12,2637.0
4:03.0,J. Ivey makes free throw 2 of 3,105-116, ,,4,105,116,-11,2637.0
4:03.0,J. Ivey makes free throw 3 of 3,106-116, ,,4,106,116,-10,2637.0
3:50.0, ,106-116,Shooting foul by J. Ivey (drawn by C. Johnson),,4,106,116,-10,2650.0
3:50.0, ,106-117,C. Johnson makes free throw 1 of 2,,4,106,117,-11,2650.0
3:50.0,Detroit full timeout,106-117, ,,4,106,117,-11,2650.0
3:50.0, ,106-117,D. Finney-Smith enters the game for C. Thomas,,4,106,117,-11,2650.0
3:50.0, ,106-118,C. Johnson makes free throw 2 of 2,,4,106,118,-12,2650.0
3:39.0,B. Bogdanović misses 3-pt jump shot from 24 ft,106-118, ,,4,106,118,-12,2661.0
3:34.0, ,106-118,Defensive rebound by D. Finney-Smith,,4,106,118,-12,2666.0
3:17.0, ,106-121,C. Johnson makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,4,106,121,-15,2683.0
3:04.0,C. Cunningham misses 2-pt hook shot from 7 ft,106-121, ,,4,106,121,-15,2696.0
3:02.0, ,106-121,Defensive rebound by M. Bridges,,4,106,121,-15,2698.0
2:47.0, ,106-121,Shooting foul by B. Bogdanović (drawn by M. Bridges),,4,106,121,-15,2713.0
2:47.0, ,106-122,M. Bridges makes free throw 1 of 2,,4,106,122,-16,2713.0
2:47.0, ,106-123,M. Bridges makes free throw 2 of 2,,4,106,123,-17,2713.0
2:33.0,I. Stewart makes 2-pt layup from 1 ft (assist by C. Cunningham),108-123, ,,4,108,123,-15,2727.0
2:07.0, ,108-123,S. Dinwiddie misses 3-pt jump shot from 26 ft,,4,108,123,-15,2753.0
2:03.0,Defensive rebound by A. Thompson,108-123, ,,4,108,123,-15,2757.0
1:58.0,A. Thompson misses 2-pt layup from 2 ft (block by N. Claxton),108-123, ,,4,108,123,-15,2762.0
1:54.0, ,108-123,Defensive rebound by N. Claxton,,4,108,123,-15,2766.0
1:37.0, ,108-123,Turnover by N. Claxton (3 sec),,4,108,123,-15,2783.0
1:29.0,Turnover by B. Bogdanović (lost ball; steal by D. Finney-Smith),108-123, ,,4,108,123,-15,2791.0
1:20.0, ,108-125,C. Johnson makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,4,108,125,-17,2800.0
1:20.0,Detroit full timeout,108-125, ,,4,108,125,-17,2800.0
1:20.0,M. Bagley enters the game for I. Stewart,108-125, ,,4,108,125,-17,2800.0
1:20.0, ,108-125,H. Giles enters the game for M. Bridges,,4,108,125,-17,2800.0
1:20.0, ,108-125,D. Sharpe enters the game for N. Claxton,,4,108,125,-17,2800.0
1:20.0, ,108-125,D. Smith enters the game for S. Dinwiddie,,4,108,125,-17,2800.0
1:20.0, ,108-125,T. Watford enters the game for D. Finney-Smith,,4,108,125,-17,2800.0
1:20.0, ,108-125,J. Wilson enters the game for C. Johnson,,4,108,125,-17,2800.0
1:15.0,Shooting foul by J. Wilson (drawn by C. Cunningham),108-125, ,,4,108,125,-17,2805.0
1:15.0,C. Cunningham makes free throw 1 of 2,109-125, ,,4,109,125,-16,2805.0
1:15.0,K. Knox enters the game for B. Bogdanović,109-125, ,,4,109,125,-16,2805.0
1:15.0,C. Cunningham makes free throw 2 of 2,110-125, ,,4,110,125,-15,2805.0
1:14.0, ,110-125,Personal take foul by A. Thompson (drawn by D. Smith),,4,110,125,-15,2806.0
1:14.0, ,110-125,D. Smith misses free throw 1 of 2,,4,110,125,-15,2806.0
1:14.0, ,110-125,Offensive rebound by Team,,4,110,125,-15,2806.0
1:14.0,M. Sasser enters the game for C. Cunningham,110-125, ,,4,110,125,-15,2806.0
1:14.0, ,110-126,D. Smith makes free throw 2 of 2,,4,110,126,-16,2806.0
1:06.0,J. Ivey makes 3-pt jump shot from 24 ft,113-126, ,,4,113,126,-13,2814.0
0:42.0, ,113-126,D. Smith misses 2-pt jump shot from 8 ft,,4,113,126,-13,2838.0
0:38.0,Defensive rebound by A. Thompson,113-126, ,,4,113,126,-13,2842.0
0:38.0,K. Knox makes 2-pt dunk from 1 ft (assist by A. Thompson),115-126, ,,4,115,126,-11,2842.0
0:14.0, ,115-126,Turnover by Team (shot clock),,4,115,126,-11,2866.0
0:00.0,End of 4th quarter,115-126,,,4,115,126,-11,2880.0
