Time,Detroit,Score,Philadelphia,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:11.0,J. Wiseman enters the game for J. Duren,72-77, ,,3,72,77,-5,1909.0
4:11.0, ,72-77,R. Council enters the game for T. Harris,,3,72,77,-5,1909.0
4:11.0, ,72-77,J. Dowtin enters the game for K. Oubre,,3,72,77,-5,1909.0
4:11.0, ,72-77,P. Reed enters the game for C. Payne,,3,72,77,-5,1909.0
4:11.0,J. Ivey misses free throw 2 of 2,72-77, ,,3,72,77,-5,1909.0
4:08.0, ,72-77,Defensive rebound by B. Hield,,3,72,77,-5,1912.0
3:49.0, ,72-77,J. Embiid misses 2-pt layup from 5 ft,,3,72,77,-5,1931.0
3:46.0, ,72-77,Offensive rebound by P. Reed,,3,72,77,-5,1934.0
3:46.0, ,72-79,P. Reed makes 2-pt layup at rim,,3,72,79,-7,1934.0
3:37.0,M. Sasser misses 2-pt jump shot from 11 ft,72-79, ,,3,72,79,-7,1943.0
3:35.0, ,72-79,Defensive rebound by P. Reed,,3,72,79,-7,1945.0
3:27.0, ,72-79,R. Council misses 2-pt layup from 4 ft,,3,72,79,-7,1953.0
3:26.0,Defensive rebound by C. Metu,72-79, ,,3,72,79,-7,1954.0
3:23.0,Turnover by C. Metu (lost ball; steal by P. Reed),72-79, ,,3,72,79,-7,1957.0
3:19.0, ,72-79,B. Hield misses 3-pt jump shot from 24 ft,,3,72,79,-7,1961.0
3:17.0,Defensive rebound by J. Ivey,72-79, ,,3,72,79,-7,1963.0
3:11.0,M. Sasser misses 3-pt jump shot from 23 ft,72-79, ,,3,72,79,-7,1969.0
3:09.0, ,72-79,Defensive rebound by J. Embiid,,3,72,79,-7,1971.0
3:09.0, ,72-79,Turnover by J. Embiid (bad pass),,3,72,79,-7,1971.0
3:09.0,Detroit full timeout,72-79, ,,3,72,79,-7,1971.0
3:09.0,M. Flynn enters the game for M. Sasser,72-79, ,,3,72,79,-7,1971.0
3:09.0, ,72-79,K. Oubre enters the game for J. Embiid,,3,72,79,-7,1971.0
3:01.0,Turnover by C. Metu (bad pass; steal by J. Dowtin),72-79, ,,3,72,79,-7,1979.0
3:00.0, ,72-81,J. Dowtin makes 2-pt layup from 1 ft,,3,72,81,-9,1980.0
3:00.0, ,72-81,Shooting foul by M. Flynn (drawn by J. Dowtin),,3,72,81,-9,1980.0
3:00.0, ,72-81,J. Dowtin misses free throw 1 of 1,,3,72,81,-9,1980.0
2:58.0,Defensive rebound by J. Wiseman,72-81, ,,3,72,81,-9,1982.0
2:39.0,J. Ivey misses 2-pt layup from 1 ft (block by K. Oubre),72-81, ,,3,72,81,-9,2001.0
2:39.0,Offensive rebound by Team,72-81, ,,3,72,81,-9,2001.0
2:39.0,J. Rhoden enters the game for C. Metu,72-81, ,,3,72,81,-9,2001.0
2:38.0,Personal foul by R. Council (drawn by E. Fournier),72-81, ,,3,72,81,-9,2002.0
2:38.0,E. Fournier makes free throw 1 of 2,73-81, ,,3,73,81,-8,2002.0
2:38.0,E. Fournier makes free throw 2 of 2,74-81, ,,3,74,81,-7,2002.0
2:26.0, ,74-81,J. Dowtin misses 2-pt layup from 4 ft (block by E. Fournier),,3,74,81,-7,2014.0
2:26.0,Defensive rebound by Team,74-81, ,,3,74,81,-7,2014.0
2:26.0,J. Nowell enters the game for J. Ivey,74-81, ,,3,74,81,-7,2014.0
2:10.0,J. Wiseman misses 2-pt dunk from 5 ft (block by K. Oubre),74-81, ,,3,74,81,-7,2030.0
2:07.0, ,74-81,Defensive rebound by P. Reed,,3,74,81,-7,2033.0
2:02.0, ,74-81,K. Oubre misses 2-pt layup from 2 ft,,3,74,81,-7,2038.0
1:59.0,Defensive rebound by J. Rhoden,74-81, ,,3,74,81,-7,2041.0
1:53.0,J. Nowell misses 2-pt jump shot from 9 ft,74-81, ,,3,74,81,-7,2047.0
1:50.0, ,74-81,Defensive rebound by K. Oubre,,3,74,81,-7,2050.0
1:35.0, ,74-83,J. Dowtin makes 2-pt layup from 2 ft,,3,74,83,-9,2065.0
1:22.0,Personal foul by P. Reed (drawn by J. Wiseman),74-83, ,,3,74,83,-9,2078.0
1:22.0,J. Wiseman makes free throw 1 of 2,75-83, ,,3,75,83,-8,2078.0
1:22.0,J. Wiseman makes free throw 2 of 2,76-83, ,,3,76,83,-7,2078.0
1:11.0, ,76-83,K. Oubre misses 2-pt layup from 4 ft (block by J. Rhoden),,3,76,83,-7,2089.0
1:11.0, ,76-83,Offensive rebound by Team,,3,76,83,-7,2089.0
1:09.0, ,76-86,B. Hield makes 3-pt jump shot from 23 ft (assist by J. Dowtin),,3,76,86,-10,2091.0
0:43.0,E. Fournier misses 2-pt jump shot from 12 ft,76-86, ,,3,76,86,-10,2117.0
0:40.0, ,76-86,Defensive rebound by R. Council,,3,76,86,-10,2120.0
0:36.0, ,76-88,K. Oubre makes 2-pt jump shot from 5 ft (assist by R. Council),,3,76,88,-12,2124.0
0:13.0,E. Fournier makes 2-pt jump shot from 13 ft (assist by M. Flynn),78-88, ,,3,78,88,-10,2147.0
0:02.0, ,78-90,K. Oubre makes 2-pt jump shot from 8 ft,,3,78,90,-12,2158.0
0:00.0,J. Rhoden misses 3-pt jump shot from 43 ft,78-90, ,,3,78,90,-12,2160.0
0:00.0,Offensive rebound by Team,78-90, ,,3,78,90,-12,2160.0
0:00.0,End of 3rd quarter,78-90,,,3,78,90,-12,2160.0
12:00.0,Start of 4th quarter,78-90,,,4,78,90,-12,2160.0
11:46.0, ,78-90,J. Embiid misses 2-pt jump shot from 14 ft,,4,78,90,-12,2174.0
11:42.0,Defensive rebound by J. Nowell,78-90, ,,4,78,90,-12,2178.0
11:27.0,M. Flynn makes 3-pt jump shot from 26 ft,81-90, ,,4,81,90,-9,2193.0
11:10.0, ,81-92,D. Melton makes 2-pt layup from 7 ft (assist by J. Embiid),,4,81,92,-11,2210.0
10:53.0,M. Flynn misses 3-pt jump shot from 26 ft,81-92, ,,4,81,92,-11,2227.0
10:53.0, ,81-92,Defensive rebound by K. Oubre,,4,81,92,-11,2227.0
10:45.0, ,81-92,Shooting foul by J. Rhoden (drawn by K. Oubre),,4,81,92,-11,2235.0
10:45.0, ,81-93,K. Oubre makes free throw 1 of 2,,4,81,93,-12,2235.0
10:45.0, ,81-94,K. Oubre makes free throw 2 of 2,,4,81,94,-13,2235.0
10:29.0,E. Fournier makes 2-pt layup from 2 ft (assist by J. Wiseman),83-94, ,,4,83,94,-11,2251.0
10:23.0, ,83-94,Shooting foul by J. Wiseman (drawn by J. Embiid),,4,83,94,-11,2257.0
10:23.0, ,83-94,J. Embiid misses free throw 1 of 2,,4,83,94,-11,2257.0
10:23.0, ,83-94,Offensive rebound by Team,,4,83,94,-11,2257.0
10:23.0,T. Brown enters the game for J. Rhoden,83-94, ,,4,83,94,-11,2257.0
10:23.0,J. Duren enters the game for J. Wiseman,83-94, ,,4,83,94,-11,2257.0
10:23.0, ,83-94,N. Batum enters the game for K. Oubre,,4,83,94,-11,2257.0
10:23.0, ,83-95,J. Embiid makes free throw 2 of 2,,4,83,95,-12,2257.0
10:12.0,M. Flynn misses 2-pt layup from 3 ft,83-95, ,,4,83,95,-12,2268.0
10:12.0, ,83-95,Defensive rebound by Team,,4,83,95,-12,2268.0
9:59.0, ,83-95,J. Embiid misses 2-pt jump shot from 16 ft,,4,83,95,-12,2281.0
9:56.0,Defensive rebound by E. Fournier,83-95, ,,4,83,95,-12,2284.0
9:49.0,J. Duren misses 2-pt layup from 2 ft (block by J. Embiid),83-95, ,,4,83,95,-12,2291.0
9:49.0,Offensive rebound by Team,83-95, ,,4,83,95,-12,2291.0
9:41.0,Turnover by J. Duren (traveling),83-95, ,,4,83,95,-12,2299.0
9:31.0, ,83-98,J. Embiid makes 3-pt jump shot from 26 ft (assist by J. Dowtin),,4,83,98,-15,2309.0
9:16.0,E. Fournier misses 3-pt jump shot from 26 ft,83-98, ,,4,83,98,-15,2324.0
9:14.0, ,83-98,Defensive rebound by J. Embiid,,4,83,98,-15,2326.0
9:01.0, ,83-101,B. Hield makes 3-pt jump shot from 24 ft (assist by J. Dowtin),,4,83,101,-18,2339.0
9:00.0,Detroit full timeout,83-101, ,,4,83,101,-18,2340.0
9:00.0,J. Ivey enters the game for M. Flynn,83-101, ,,4,83,101,-18,2340.0
9:00.0,M. Sasser enters the game for J. Nowell,83-101, ,,4,83,101,-18,2340.0
8:50.0,Personal foul by D. Melton (drawn by J. Ivey),83-101, ,,4,83,101,-18,2350.0
8:34.0,J. Duren misses 2-pt layup from 2 ft,83-101, ,,4,83,101,-18,2366.0
8:32.0, ,83-101,Defensive rebound by D. Melton,,4,83,101,-18,2368.0
8:29.0, ,83-101,Shooting foul by M. Sasser (drawn by J. Embiid),,4,83,101,-18,2371.0
8:29.0, ,83-102,J. Embiid makes free throw 1 of 2,,4,83,102,-19,2371.0
8:29.0,C. Metu enters the game for T. Brown,83-102, ,,4,83,102,-19,2371.0
8:29.0, ,83-103,J. Embiid makes free throw 2 of 2,,4,83,103,-20,2371.0
8:14.0,M. Sasser misses 2-pt jump shot from 15 ft,83-103, ,,4,83,103,-20,2386.0
8:12.0, ,83-103,Defensive rebound by J. Embiid,,4,83,103,-20,2388.0
8:00.0, ,83-103,D. Melton misses 3-pt jump shot from 24 ft,,4,83,103,-20,2400.0
7:57.0, ,83-103,Offensive rebound by B. Hield,,4,83,103,-20,2403.0
7:54.0, ,83-106,B. Hield makes 3-pt jump shot from 24 ft (assist by D. Melton),,4,83,106,-23,2406.0
7:44.0,Turnover by M. Sasser (bad pass; steal by D. Melton),83-106, ,,4,83,106,-23,2416.0
7:39.0, ,83-106,B. Hield misses 2-pt layup from 1 ft,,4,83,106,-23,2421.0
7:37.0,Defensive rebound by J. Duren,83-106, ,,4,83,106,-23,2423.0
7:29.0,J. Duren makes 2-pt hook shot from 7 ft (assist by J. Ivey),85-106, ,,4,85,106,-21,2431.0
7:08.0, ,85-106,D. Melton misses 2-pt jump shot from 18 ft,,4,85,106,-21,2452.0
7:05.0,Defensive rebound by J. Duren,85-106, ,,4,85,106,-21,2455.0
6:58.0,J. Duren misses 2-pt layup from 2 ft (block by J. Embiid),85-106, ,,4,85,106,-21,2462.0
6:56.0, ,85-106,Defensive rebound by B. Hield,,4,85,106,-21,2464.0
6:54.0, ,85-106,D. Melton misses 3-pt jump shot from 26 ft,,4,85,106,-21,2466.0
6:54.0,Defensive rebound by C. Metu,85-106, ,,4,85,106,-21,2466.0
6:40.0,Turnover by J. Ivey (bad pass; steal by D. Melton),85-106, ,,4,85,106,-21,2480.0
6:33.0, ,85-106,D. Melton misses 3-pt jump shot from 26 ft,,4,85,106,-21,2487.0
6:30.0,Defensive rebound by C. Metu,85-106, ,,4,85,106,-21,2490.0
6:11.0,J. Ivey makes 3-pt jump shot from 27 ft (assist by M. Sasser),88-106, ,,4,88,106,-18,2509.0
5:59.0, ,88-106,Philadelphia full timeout,,4,88,106,-18,2521.0
5:59.0,M. Flynn enters the game for M. Sasser,88-106, ,,4,88,106,-18,2521.0
5:59.0, ,88-106,T. Harris enters the game for N. Batum,,4,88,106,-18,2521.0
5:59.0, ,88-106,C. Payne enters the game for J. Dowtin,,4,88,106,-18,2521.0
5:52.0, ,88-106,B. Hield misses 3-pt jump shot from 25 ft,,4,88,106,-18,2528.0
5:51.0, ,88-106,Offensive rebound by Team,,4,88,106,-18,2529.0
5:49.0, ,88-109,J. Embiid makes 3-pt jump shot from 23 ft (assist by C. Payne),,4,88,109,-21,2531.0
5:29.0,C. Metu misses 2-pt jump shot from 17 ft,88-109, ,,4,88,109,-21,2551.0
5:27.0, ,88-109,Defensive rebound by C. Payne,,4,88,109,-21,2553.0
5:15.0, ,88-109,J. Embiid misses 3-pt jump shot from 25 ft,,4,88,109,-21,2565.0
5:11.0,Defensive rebound by J. Duren,88-109, ,,4,88,109,-21,2569.0
5:07.0,Personal foul by C. Payne (drawn by J. Ivey),88-109, ,,4,88,109,-21,2573.0
4:56.0,E. Fournier misses 2-pt jump shot from 17 ft,88-109, ,,4,88,109,-21,2584.0
4:54.0, ,88-109,Defensive rebound by D. Melton,,4,88,109,-21,2586.0
4:39.0, ,88-109,Turnover by J. Embiid (lost ball; steal by E. Fournier),,4,88,109,-21,2601.0
4:34.0,J. Duren makes 2-pt dunk from 3 ft (assist by M. Flynn),90-109, ,,4,90,109,-19,2606.0
4:12.0, ,90-111,T. Harris makes 2-pt layup from 1 ft,,4,90,111,-21,2628.0
4:04.0,J. Ivey misses 3-pt jump shot from 24 ft,90-111, ,,4,90,111,-21,2636.0
4:01.0, ,90-111,Defensive rebound by J. Embiid,,4,90,111,-21,2639.0
3:54.0, ,90-113,T. Harris makes 2-pt layup from 1 ft (assist by J. Embiid),,4,90,113,-23,2646.0
3:35.0,M. Flynn makes 2-pt jump shot from 18 ft,92-113, ,,4,92,113,-21,2665.0
3:25.0, ,92-113,Philadelphia full timeout,,4,92,113,-21,2675.0
3:25.0,B. Boeheim enters the game for J. Duren,92-113, ,,4,92,113,-21,2675.0
3:25.0,J. Rhoden enters the game for E. Fournier,92-113, ,,4,92,113,-21,2675.0
3:25.0,J. Wiseman enters the game for J. Ivey,92-113, ,,4,92,113,-21,2675.0
3:25.0, ,92-113,M. Bamba enters the game for J. Embiid,,4,92,113,-21,2675.0
3:25.0, ,92-113,P. Reed enters the game for D. Melton,,4,92,113,-21,2675.0
3:19.0, ,92-113,T. Harris misses 2-pt hook shot from 5 ft,,4,92,113,-21,2681.0
3:15.0, ,92-113,Offensive rebound by C. Payne,,4,92,113,-21,2685.0
3:14.0, ,92-116,B. Hield makes 3-pt jump shot from 24 ft (assist by C. Payne),,4,92,116,-24,2686.0
2:59.0,C. Metu makes 3-pt jump shot from 26 ft (assist by M. Flynn),95-116, ,,4,95,116,-21,2701.0
2:47.0, ,95-116,B. Hield misses 3-pt jump shot from 25 ft,,4,95,116,-21,2713.0
2:45.0,Defensive rebound by C. Metu,95-116, ,,4,95,116,-21,2715.0
2:38.0,J. Rhoden makes 2-pt jump shot from 15 ft,97-116, ,,4,97,116,-19,2722.0
2:17.0, ,97-116,Turnover by B. Hield (bad pass),,4,97,116,-19,2743.0
2:17.0, ,97-116,R. Council enters the game for T. Harris,,4,97,116,-19,2743.0
2:17.0, ,97-116,T. Smith enters the game for B. Hield,,4,97,116,-19,2743.0
1:58.0,J. Wiseman misses 2-pt jump shot from 17 ft,97-116, ,,4,97,116,-19,2762.0
1:54.0, ,97-116,Defensive rebound by C. Payne,,4,97,116,-19,2766.0
1:44.0, ,97-118,P. Reed makes 2-pt layup from 2 ft (assist by C. Payne),,4,97,118,-21,2776.0
1:35.0,J. Rhoden misses 2-pt jump shot from 21 ft,97-118, ,,4,97,118,-21,2785.0
1:32.0, ,97-118,Defensive rebound by M. Bamba,,4,97,118,-21,2788.0
1:19.0, ,97-118,Shooting foul by J. Rhoden (drawn by M. Bamba),,4,97,118,-21,2801.0
1:19.0, ,97-119,M. Bamba makes free throw 1 of 2,,4,97,119,-22,2801.0
1:19.0, ,97-119,J. Dowtin enters the game for C. Payne,,4,97,119,-22,2801.0
1:19.0, ,97-120,M. Bamba makes free throw 2 of 2,,4,97,120,-23,2801.0
1:06.0,J. Wiseman misses 2-pt hook shot from 6 ft (block by M. Bamba),97-120, ,,4,97,120,-23,2814.0
1:06.0,Offensive rebound by Team,97-120, ,,4,97,120,-23,2814.0
1:04.0,B. Boeheim misses 3-pt jump shot from 24 ft,97-120, ,,4,97,120,-23,2816.0
0:58.0,Offensive rebound by J. Wiseman,97-120, ,,4,97,120,-23,2822.0
0:57.0,Personal foul by T. Smith (drawn by C. Metu),97-120, ,,4,97,120,-23,2823.0
0:53.0,M. Flynn makes 3-pt jump shot from 26 ft,100-120, ,,4,100,120,-20,2827.0
0:42.0, ,100-120,M. Bamba misses 2-pt jump shot from 18 ft,,4,100,120,-20,2838.0
0:39.0,Defensive rebound by C. Metu,100-120, ,,4,100,120,-20,2841.0
0:26.0,Shooting foul by M. Bamba (drawn by J. Wiseman),100-120, ,,4,100,120,-20,2854.0
0:26.0,J. Wiseman makes free throw 1 of 2,101-120, ,,4,101,120,-19,2854.0
0:26.0,J. Wiseman makes free throw 2 of 2,102-120, ,,4,102,120,-18,2854.0
0:02.0, ,102-120,Turnover by Team (shot clock),,4,102,120,-18,2878.0
0:00.0,End of 4th quarter,102-120,,,4,102,120,-18,2880.0
