Time,Washington,Score,Detroit,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
5:08.0, ,78-77,B. Bogdanović makes 3-pt jump shot from 26 ft,,3,77,78,-1,1852.0
4:54.0,T. Jones misses 2-pt jump shot from 11 ft,78-77, ,,3,77,78,-1,1866.0
4:51.0, ,78-77,Defensive rebound by J. Duren,,3,77,78,-1,1869.0
4:43.0, ,78-77,Turnover by J. Duren (bad pass; steal by K. Kuzma),,3,77,78,-1,1877.0
4:37.0,T. Jones misses 3-pt jump shot from 27 ft,78-77, ,,3,77,78,-1,1883.0
4:34.0, ,78-77,Defensive rebound by I. Stewart,,3,77,78,-1,1886.0
4:24.0, ,78-79,J. Ivey makes 2-pt jump shot from 11 ft,Lead change,3,79,78,1,1896.0
4:05.0,K. Kuzma makes 2-pt layup from 6 ft (assist by B. Coulibaly),80-79, ,Lead change,3,79,80,-1,1915.0
3:46.0, ,80-81,J. Duren makes 2-pt layup from 3 ft (assist by C. Cunningham),Lead change,3,81,80,1,1934.0
3:40.0,K. Kuzma misses 2-pt layup from 2 ft,80-81, ,,3,81,80,1,1940.0
3:39.0,Offensive rebound by D. Gafford,80-81, ,,3,81,80,1,1941.0
3:38.0,D. Gafford makes 2-pt dunk at rim,82-81, ,Lead change,3,81,82,-1,1942.0
3:22.0, ,82-81,B. Bogdanović misses 3-pt jump shot from 25 ft,,3,81,82,-1,1958.0
3:21.0,Defensive rebound by D. Gafford,82-81, ,,3,81,82,-1,1959.0
3:21.0,Washington full timeout,82-81, ,,3,81,82,-1,1959.0
3:21.0,D. Avdija enters the game for D. Gafford,82-81, ,,3,81,82,-1,1959.0
3:21.0,M. Bagley enters the game for T. Jones,82-81, ,,3,81,82,-1,1959.0
3:21.0,J. Poole enters the game for K. Kuzma,82-81, ,,3,81,82,-1,1959.0
3:21.0, ,82-81,A. Burks enters the game for C. Cunningham,,3,81,82,-1,1959.0
3:21.0, ,82-81,M. Morris enters the game for J. Duren,,3,81,82,-1,1959.0
3:21.0, ,82-81,M. Muscala enters the game for J. Ivey,,3,81,82,-1,1959.0
3:21.0, ,82-81,A. Thompson enters the game for I. Stewart,,3,81,82,-1,1959.0
3:07.0,B. Coulibaly misses 3-pt jump shot from 26 ft,82-81, ,,3,81,82,-1,1973.0
3:05.0, ,82-81,Defensive rebound by M. Morris,,3,81,82,-1,1975.0
2:43.0, ,82-81,M. Morris misses 3-pt jump shot from 24 ft,,3,81,82,-1,1997.0
2:41.0,Defensive rebound by B. Coulibaly,82-81, ,,3,81,82,-1,1999.0
2:39.0,B. Coulibaly misses 2-pt layup from 3 ft,82-81, ,,3,81,82,-1,2001.0
2:37.0, ,82-81,Defensive rebound by Team,,3,81,82,-1,2003.0
2:37.0,Loose ball foul by M. Bagley (drawn by A. Burks),82-81, ,,3,81,82,-1,2003.0
2:37.0, ,82-81,K. Knox enters the game for B. Bogdanović,,3,81,82,-1,2003.0
2:15.0, ,82-83,A. Burks makes 2-pt jump shot from 7 ft,Lead change,3,83,82,1,2025.0
2:06.0,Shooting foul by M. Muscala (drawn by M. Bagley),82-83, ,,3,83,82,1,2034.0
2:06.0,M. Bagley makes free throw 1 of 2,83-83, ,Tie,3,83,83,0,2034.0
2:06.0,M. Bagley makes free throw 2 of 2,84-83, ,Lead change,3,83,84,-1,2034.0
1:53.0, ,84-83,A. Burks misses 3-pt jump shot from 25 ft,,3,83,84,-1,2047.0
1:50.0,Defensive rebound by D. Avdija,84-83, ,,3,83,84,-1,2050.0
1:47.0,Personal foul by A. Burks (drawn by M. Bagley),84-83, ,,3,83,84,-1,2053.0
1:47.0,M. Bagley makes free throw 1 of 2,85-83, ,,3,83,85,-2,2053.0
1:47.0,M. Bagley makes free throw 2 of 2,86-83, ,,3,83,86,-3,2053.0
1:33.0, ,86-83,M. Morris misses 2-pt layup from 3 ft,,3,83,86,-3,2067.0
1:31.0,Defensive rebound by M. Bagley,86-83, ,,3,83,86,-3,2069.0
1:22.0,B. Coulibaly misses 3-pt jump shot from 24 ft,86-83, ,,3,83,86,-3,2078.0
1:22.0,Offensive rebound by Team,86-83, ,,3,83,86,-3,2078.0
1:17.0,Offensive foul by M. Bagley (drawn by A. Thompson),86-83, ,,3,83,86,-3,2083.0
1:17.0,Turnover by M. Bagley (offensive foul),86-83, ,,3,83,86,-3,2083.0
1:02.0, ,86-85,A. Thompson makes 2-pt jump shot from 10 ft,,3,85,86,-1,2098.0
1:00.0, ,86-85,Violation by Team (delay of game),,3,85,86,-1,2100.0
0:46.0,J. Poole misses 3-pt jump shot from 27 ft,86-85, ,,3,85,86,-1,2114.0
0:44.0, ,86-85,Defensive rebound by M. Muscala,,3,85,86,-1,2116.0
0:39.0, ,86-85,M. Muscala misses 3-pt jump shot from 28 ft,,3,85,86,-1,2121.0
0:35.0,Defensive rebound by D. Avdija,86-85, ,,3,85,86,-1,2125.0
0:29.0,Personal foul by M. Morris (drawn by D. Avdija),86-85, ,,3,85,86,-1,2131.0
0:29.0,D. Avdija makes free throw 1 of 2,87-85, ,,3,85,87,-2,2131.0
0:29.0,D. Wright enters the game for M. Bagley,87-85, ,,3,85,87,-2,2131.0
0:29.0, ,87-85,C. Cunningham enters the game for A. Thompson,,3,85,87,-2,2131.0
0:29.0,D. Avdija misses free throw 2 of 2,87-85, ,,3,85,87,-2,2131.0
0:28.0, ,87-85,Defensive rebound by A. Burks,,3,85,87,-2,2132.0
0:09.0, ,87-85,M. Muscala misses 3-pt jump shot from 28 ft,,3,85,87,-2,2151.0
0:05.0,Defensive rebound by D. Wright,87-85, ,,3,85,87,-2,2155.0
0:00.0,D. Avdija misses 2-pt layup from 5 ft,87-85, ,,3,85,87,-2,2160.0
0:00.0, ,87-85,Defensive rebound by A. Burks,,3,85,87,-2,2160.0
0:00.0,End of 3rd quarter,87-85,,,3,85,87,-2,2160.0
12:00.0,Start of 4th quarter,87-85,,,4,85,87,-2,2160.0
11:38.0, ,87-87,C. Cunningham makes 2-pt jump shot from 12 ft,Tie,4,87,87,0,2182.0
11:20.0,M. Bagley misses 2-pt layup from 4 ft,87-87, ,,4,87,87,0,2200.0
11:18.0, ,87-87,Defensive rebound by C. Cunningham,,4,87,87,0,2202.0
11:13.0, ,87-89,K. Knox makes 2-pt dunk at rim (assist by C. Cunningham),Lead change,4,89,87,2,2207.0
10:51.0,C. Kispert makes 2-pt layup from 1 ft (assist by D. Wright),89-89, ,Tie,4,89,89,0,2229.0
10:34.0, ,89-89,K. Knox misses 3-pt jump shot from 25 ft,,4,89,89,0,2246.0
10:30.0,Defensive rebound by L. Shamet,89-89, ,,4,89,89,0,2250.0
10:28.0,D. Wright makes 2-pt layup from 2 ft (assist by C. Kispert),91-89, ,Lead change,4,89,91,-2,2252.0
10:05.0, ,91-89,A. Burks misses 3-pt jump shot from 25 ft,,4,89,91,-2,2275.0
10:04.0,Defensive rebound by C. Kispert,91-89, ,,4,89,91,-2,2276.0
9:59.0,B. Coulibaly makes 3-pt jump shot from 24 ft (assist by D. Wright),94-89, ,,4,89,94,-5,2281.0
9:39.0, ,94-91,C. Cunningham makes 2-pt layup from 3 ft,,4,91,94,-3,2301.0
9:29.0,C. Kispert makes 3-pt jump shot from 26 ft (assist by M. Bagley),97-91, ,,4,91,97,-6,2311.0
9:14.0, ,97-91,A. Burks misses 2-pt layup from 3 ft,,4,91,97,-6,2326.0
9:12.0,Defensive rebound by C. Kispert,97-91, ,,4,91,97,-6,2328.0
9:07.0,Turnover by L. Shamet (traveling),97-91, ,,4,91,97,-6,2333.0
9:07.0, ,97-91,B. Bogdanović enters the game for A. Burks,,4,91,97,-6,2333.0
8:54.0, ,97-91,C. Cunningham misses 2-pt jump shot from 11 ft (block by B. Coulibaly),,4,91,97,-6,2346.0
8:52.0,Defensive rebound by D. Wright,97-91, ,,4,91,97,-6,2348.0
8:50.0,L. Shamet misses 3-pt jump shot from 27 ft,97-91, ,,4,91,97,-6,2350.0
8:50.0, ,97-91,Defensive rebound by J. Duren,,4,91,97,-6,2350.0
8:37.0, ,97-91,C. Cunningham misses 2-pt jump shot from 17 ft,,4,91,97,-6,2363.0
8:34.0,Defensive rebound by B. Coulibaly,97-91, ,,4,91,97,-6,2366.0
8:31.0,Turnover by B. Coulibaly (bad pass; steal by A. Thompson),97-91, ,,4,91,97,-6,2369.0
8:27.0, ,97-91,Shooting foul by B. Coulibaly (drawn by B. Bogdanović),,4,91,97,-6,2373.0
8:27.0, ,97-92,B. Bogdanović makes free throw 1 of 2,,4,92,97,-5,2373.0
8:27.0, ,97-92,J. Ivey enters the game for A. Thompson,,4,92,97,-5,2373.0
8:27.0, ,97-92,B. Bogdanović misses free throw 2 of 2,,4,92,97,-5,2373.0
8:25.0,Defensive rebound by M. Bagley,97-92, ,,4,92,97,-5,2375.0
8:16.0,Offensive foul by M. Bagley (drawn by J. Ivey),97-92, ,,4,92,97,-5,2384.0
8:16.0,Turnover by M. Bagley (offensive foul),97-92, ,,4,92,97,-5,2384.0
8:01.0, ,97-92,Shooting foul by C. Kispert (drawn by K. Knox),,4,92,97,-5,2399.0
8:01.0, ,97-93,K. Knox makes free throw 1 of 2,,4,93,97,-4,2399.0
8:01.0, ,97-94,K. Knox makes free throw 2 of 2,,4,94,97,-3,2399.0
7:48.0,C. Kispert misses 3-pt jump shot from 23 ft,97-94, ,,4,94,97,-3,2412.0
7:44.0,Offensive rebound by L. Shamet,97-94, ,,4,94,97,-3,2416.0
7:44.0,L. Shamet makes 2-pt layup from 2 ft,99-94, ,,4,94,99,-5,2416.0
7:31.0, ,99-96,B. Bogdanović makes 2-pt jump shot from 18 ft,,4,96,99,-3,2429.0
7:07.0,L. Shamet misses 2-pt layup from 4 ft (block by J. Ivey),99-96, ,,4,96,99,-3,2453.0
7:06.0,Offensive rebound by Team,99-96, ,,4,96,99,-3,2454.0
7:06.0,Turnover by Team (shot clock),99-96, ,,4,96,99,-3,2454.0
7:06.0,T. Jones enters the game for C. Kispert,99-96, ,,4,96,99,-3,2454.0
7:06.0,K. Kuzma enters the game for D. Wright,99-96, ,,4,96,99,-3,2454.0
7:06.0, ,99-96,I. Stewart enters the game for K. Knox,,4,96,99,-3,2454.0
6:54.0, ,99-96,C. Cunningham misses 2-pt layup from 2 ft,,4,96,99,-3,2466.0
6:50.0,Defensive rebound by M. Bagley,99-96, ,,4,96,99,-3,2470.0
6:45.0,Shooting foul by J. Duren (drawn by M. Bagley),99-96, ,,4,96,99,-3,2475.0
6:45.0, ,99-96,Detroit full timeout,,4,96,99,-3,2475.0
6:45.0, ,99-96,K. Hayes enters the game for C. Cunningham,,4,96,99,-3,2475.0
6:45.0,M. Bagley makes free throw 1 of 2,100-96, ,,4,96,100,-4,2475.0
6:45.0,M. Bagley makes free throw 2 of 2,101-96, ,,4,96,101,-5,2475.0
6:25.0, ,101-96,Turnover by K. Hayes (bad pass; steal by M. Bagley),,4,96,101,-5,2495.0
6:13.0,T. Jones misses 2-pt layup from 3 ft,101-96, ,,4,96,101,-5,2507.0
6:12.0,Offensive rebound by M. Bagley,101-96, ,,4,96,101,-5,2508.0
6:12.0,M. Bagley misses 2-pt layup from 1 ft,101-96, ,,4,96,101,-5,2508.0
6:11.0,Offensive rebound by M. Bagley,101-96, ,,4,96,101,-5,2509.0
6:10.0,Shooting foul by J. Ivey (drawn by M. Bagley),101-96, ,,4,96,101,-5,2510.0
6:10.0,M. Bagley misses free throw 1 of 2,101-96, ,,4,96,101,-5,2510.0
6:10.0,Offensive rebound by Team,101-96, ,,4,96,101,-5,2510.0
6:10.0,M. Bagley makes free throw 2 of 2,102-96, ,,4,96,102,-6,2510.0
5:58.0, ,102-96,B. Bogdanović misses 3-pt jump shot from 25 ft,,4,96,102,-6,2522.0
5:53.0,Defensive rebound by K. Kuzma,102-96, ,,4,96,102,-6,2527.0
5:42.0,L. Shamet misses 2-pt layup from 6 ft (block by K. Hayes),102-96, ,,4,96,102,-6,2538.0
5:40.0,Offensive rebound by L. Shamet,102-96, ,,4,96,102,-6,2540.0
5:35.0,K. Kuzma misses 3-pt jump shot from 29 ft,102-96, ,,4,96,102,-6,2545.0
5:34.0, ,102-96,Defensive rebound by Team,,4,96,102,-6,2546.0
5:34.0,D. Gafford enters the game for M. Bagley,102-96, ,,4,96,102,-6,2546.0
5:22.0, ,102-98,B. Bogdanović makes 2-pt jump shot from 15 ft (assist by J. Ivey),,4,98,102,-4,2558.0
5:20.0,Washington full timeout,102-98, ,,4,98,102,-4,2560.0
5:20.0,J. Poole enters the game for L. Shamet,102-98, ,,4,98,102,-4,2560.0
5:20.0, ,102-98,C. Cunningham enters the game for K. Hayes,,4,98,102,-4,2560.0
5:09.0,J. Poole makes 3-pt jump shot from 26 ft (assist by K. Kuzma),105-98, ,,4,98,105,-7,2571.0
4:52.0, ,105-98,B. Bogdanović misses 3-pt jump shot from 25 ft,,4,98,105,-7,2588.0
4:49.0,Defensive rebound by D. Gafford,105-98, ,,4,98,105,-7,2591.0
4:30.0,J. Poole misses 3-pt jump shot from 26 ft,105-98, ,,4,98,105,-7,2610.0
4:27.0, ,105-98,Defensive rebound by J. Duren,,4,98,105,-7,2613.0
4:17.0, ,105-98,Turnover by J. Ivey (traveling),,4,98,105,-7,2623.0
4:04.0,K. Kuzma makes 2-pt dunk from 3 ft,107-98, ,,4,98,107,-9,2636.0
3:51.0, ,107-98,J. Ivey misses 3-pt jump shot from 25 ft,,4,98,107,-9,2649.0
3:48.0,Defensive rebound by K. Kuzma,107-98, ,,4,98,107,-9,2652.0
3:35.0,K. Kuzma misses 3-pt jump shot from 26 ft,107-98, ,,4,98,107,-9,2665.0
3:32.0, ,107-98,Defensive rebound by J. Ivey,,4,98,107,-9,2668.0
3:27.0, ,107-100,B. Bogdanović makes 2-pt jump shot from 8 ft (assist by C. Cunningham),,4,100,107,-7,2673.0
3:27.0, ,107-100,Shooting foul by B. Coulibaly (drawn by B. Bogdanović),,4,100,107,-7,2673.0
3:27.0, ,107-101,B. Bogdanović makes free throw 1 of 1,,4,101,107,-6,2673.0
3:27.0,Washington full timeout,107-101, ,,4,101,107,-6,2673.0
3:27.0,D. Avdija enters the game for B. Coulibaly,107-101, ,,4,101,107,-6,2673.0
3:27.0, ,107-101,K. Knox enters the game for J. Ivey,,4,101,107,-6,2673.0
3:17.0,Shooting foul by J. Duren (drawn by K. Kuzma),107-101, ,,4,101,107,-6,2683.0
3:17.0,K. Kuzma makes free throw 1 of 2,108-101, ,,4,101,108,-7,2683.0
3:17.0,K. Kuzma misses free throw 2 of 2,108-101, ,,4,101,108,-7,2683.0
3:14.0, ,108-101,Defensive rebound by J. Duren,,4,101,108,-7,2686.0
3:01.0, ,108-101,B. Bogdanović misses 3-pt jump shot from 24 ft,,4,101,108,-7,2699.0
2:57.0,Defensive rebound by D. Gafford,108-101, ,,4,101,108,-7,2703.0
2:42.0,K. Kuzma makes 3-pt jump shot from 26 ft,111-101, ,,4,101,111,-10,2718.0
2:30.0, ,111-101,Shooting foul by D. Gafford (drawn by C. Cunningham),,4,101,111,-10,2730.0
2:30.0, ,111-102,C. Cunningham makes free throw 1 of 2,,4,102,111,-9,2730.0
2:30.0, ,111-103,C. Cunningham makes free throw 2 of 2,,4,103,111,-8,2730.0
2:20.0,Personal foul by K. Knox (drawn by J. Poole),111-103, ,,4,103,111,-8,2740.0
2:08.0,K. Kuzma makes 2-pt jump shot from 9 ft,113-103, ,,4,103,113,-10,2752.0
1:55.0, ,113-103,C. Cunningham misses 2-pt jump shot from 9 ft,,4,103,113,-10,2765.0
1:55.0,Defensive rebound by K. Kuzma,113-103, ,,4,103,113,-10,2765.0
1:50.0,D. Gafford makes 2-pt dunk from 2 ft (assist by D. Avdija),115-103, ,,4,103,115,-12,2770.0
1:50.0, ,115-103,Detroit full timeout,,4,103,115,-12,2770.0
1:44.0, ,115-103,I. Stewart misses 3-pt jump shot from 23 ft,,4,103,115,-12,2776.0
1:41.0, ,115-103,Offensive rebound by J. Duren,,4,103,115,-12,2779.0
1:32.0, ,115-103,J. Duren misses 2-pt hook shot from 5 ft,,4,103,115,-12,2788.0
1:27.0,Defensive rebound by D. Gafford,115-103, ,,4,103,115,-12,2793.0
1:15.0,K. Kuzma misses 3-pt jump shot from 27 ft,115-103, ,,4,103,115,-12,2805.0
1:12.0, ,115-103,Defensive rebound by J. Duren,,4,103,115,-12,2808.0
1:04.0, ,115-103,B. Bogdanović misses 2-pt jump shot from 22 ft,,4,103,115,-12,2816.0
1:03.0, ,115-103,Offensive rebound by I. Stewart,,4,103,115,-12,2817.0
0:58.0, ,115-103,K. Knox misses 3-pt jump shot from 24 ft,,4,103,115,-12,2822.0
0:54.0,Defensive rebound by D. Gafford,115-103, ,,4,103,115,-12,2826.0
0:35.0,K. Kuzma misses 3-pt jump shot from 25 ft,115-103, ,,4,103,115,-12,2845.0
0:32.0,Offensive rebound by D. Gafford,115-103, ,,4,103,115,-12,2848.0
0:26.0,T. Jones makes 2-pt jump shot from 9 ft,117-103, ,,4,103,117,-14,2854.0
0:26.0,Shooting foul by C. Cunningham (drawn by T. Jones),117-103, ,,4,103,117,-14,2854.0
0:26.0, ,117-103,K. Hayes enters the game for B. Bogdanović,,4,103,117,-14,2854.0
0:26.0, ,117-103,A. Thompson enters the game for C. Cunningham,,4,103,117,-14,2854.0
0:26.0,T. Jones makes free throw 1 of 1,118-103, ,,4,103,118,-15,2854.0
0:10.0, ,118-103,Shooting foul by K. Kuzma (drawn by I. Stewart),,4,103,118,-15,2870.0
0:10.0, ,118-103,I. Stewart misses free throw 1 of 2,,4,103,118,-15,2870.0
0:10.0, ,118-103,Offensive rebound by Team,,4,103,118,-15,2870.0
0:10.0, ,118-104,I. Stewart makes free throw 2 of 2,,4,104,118,-14,2870.0
0:00.0,End of 4th quarter,118-104,,,4,104,118,-14,2880.0
