Time,Detroit,Score,New York,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:20.0,Turnover by J. Ivey (lost ball; steal by D. DiVincenzo),56-81, ,,3,56,81,-25,1900.0
4:14.0, ,56-81,J. Brunson misses 2-pt layup from 2 ft,,3,56,81,-25,1906.0
4:11.0, ,56-81,Offensive rebound by P. Achiuwa,,3,56,81,-25,1909.0
4:11.0, ,56-81,P. Achiuwa misses 2-pt layup at rim,,3,56,81,-25,1909.0
4:10.0, ,56-81,Offensive rebound by P. Achiuwa,,3,56,81,-25,1910.0
4:10.0, ,56-83,P. Achiuwa makes 2-pt layup at rim,,3,56,83,-27,1910.0
4:02.0,Shooting foul by P. Achiuwa (drawn by M. Sasser),56-83, ,,3,56,83,-27,1918.0
4:02.0,E. Fournier enters the game for J. Ivey,56-83, ,,3,56,83,-27,1918.0
4:02.0,M. Sasser misses free throw 1 of 2,56-83, ,,3,56,83,-27,1918.0
4:02.0,Offensive rebound by Team,56-83, ,,3,56,83,-27,1918.0
4:02.0,M. Sasser makes free throw 2 of 2,57-83, ,,3,57,83,-26,1918.0
3:41.0, ,57-85,P. Achiuwa makes 2-pt jump shot from 12 ft,,3,57,85,-28,1939.0
3:27.0,J. Wiseman makes 2-pt hook shot from 8 ft,59-85, ,,3,59,85,-26,1953.0
2:59.0, ,59-85,M. McBride misses 3-pt jump shot from 27 ft,,3,59,85,-26,1981.0
2:56.0, ,59-85,Offensive rebound by J. Hart,,3,59,85,-26,1984.0
2:49.0, ,59-87,J. Brunson makes 2-pt jump shot from 7 ft (assist by D. DiVincenzo),,3,59,87,-28,1991.0
2:37.0,M. Sasser misses 2-pt jump shot from 15 ft,59-87, ,,3,59,87,-28,2003.0
2:34.0, ,59-87,Defensive rebound by J. Hart,,3,59,87,-28,2006.0
2:33.0, ,59-87,Personal foul by M. Flynn (drawn by M. McBride),,3,59,87,-28,2007.0
2:33.0, ,59-87,New York full timeout,,3,59,87,-28,2007.0
2:33.0,J. Ivey enters the game for E. Fournier,59-87, ,,3,59,87,-28,2007.0
2:33.0, ,59-87,Instant Replay,,3,59,87,-28,2007.0
2:33.0,E. Fournier enters the game for J. Ivey,59-87, ,,3,59,87,-28,2007.0
2:33.0,C. Metu enters the game for J. Wiseman,59-87, ,,3,59,87,-28,2007.0
2:33.0, ,59-87,B. Bogdanović enters the game for J. Brunson,,3,59,87,-28,2007.0
2:33.0, ,59-88,M. McBride makes free throw 1 of 2,,3,59,88,-29,2007.0
2:33.0, ,59-89,M. McBride makes free throw 2 of 2,,3,59,89,-30,2007.0
2:20.0,M. Flynn misses 2-pt jump shot from 15 ft,59-89, ,,3,59,89,-30,2020.0
2:17.0, ,59-89,Defensive rebound by P. Achiuwa,,3,59,89,-30,2023.0
1:56.0, ,59-89,Turnover by D. DiVincenzo (bad pass; steal by C. Metu),,3,59,89,-30,2044.0
1:51.0,M. Flynn misses 3-pt jump shot from 24 ft,59-89, ,,3,59,89,-30,2049.0
1:49.0, ,59-89,Defensive rebound by J. Hart,,3,59,89,-30,2051.0
1:43.0, ,59-89,Turnover by J. Hart (bad pass),,3,59,89,-30,2057.0
1:43.0,B. Boeheim enters the game for M. Sasser,59-89, ,,3,59,89,-30,2057.0
1:34.0,J. Rhoden makes 3-pt jump shot from 24 ft (assist by C. Metu),62-89, ,,3,62,89,-27,2066.0
1:19.0, ,62-92,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by J. Hart),,3,62,92,-30,2081.0
1:11.0,Personal foul by D. DiVincenzo (drawn by E. Fournier),62-92, ,,3,62,92,-30,2089.0
1:03.0,E. Fournier misses 2-pt jump shot from 12 ft,62-92, ,,3,62,92,-30,2097.0
1:01.0, ,62-92,Defensive rebound by P. Achiuwa,,3,62,92,-30,2099.0
0:44.0, ,62-92,Turnover by P. Achiuwa (lost ball; steal by C. Metu),,3,62,92,-30,2116.0
0:41.0,M. Flynn makes 2-pt layup at rim (assist by C. Metu),64-92, ,,3,64,92,-28,2119.0
0:32.0, ,64-94,M. McBride makes 2-pt jump shot from 19 ft,,3,64,94,-30,2128.0
0:13.0,E. Fournier makes 2-pt jump shot from 10 ft (assist by M. Flynn),66-94, ,,3,66,94,-28,2147.0
0:05.0, ,66-94,New York full timeout,,3,66,94,-28,2155.0
0:05.0, ,66-94,Instant Replay (Challenge: Ruling Stands),,3,66,94,-28,2155.0
0:05.0, ,66-94,Personal foul by B. Boeheim (drawn by B. Bogdanović),,3,66,94,-28,2155.0
0:05.0, ,66-95,B. Bogdanović makes free throw 1 of 2,,3,66,95,-29,2155.0
0:05.0, ,66-95,B. Bogdanović misses free throw 2 of 2,,3,66,95,-29,2155.0
0:03.0,Defensive rebound by C. Metu,66-95, ,,3,66,95,-29,2157.0
0:00.0,E. Fournier misses 3-pt jump shot from 25 ft,66-95, ,,3,66,95,-29,2160.0
0:00.0,Offensive rebound by Team,66-95, ,,3,66,95,-29,2160.0
0:00.0,End of 3rd quarter,66-95,,,3,66,95,-29,2160.0
12:00.0,Start of 4th quarter,66-95,,,4,66,95,-29,2160.0
11:39.0,J. Rhoden misses 2-pt hook shot from 15 ft,66-95, ,,4,66,95,-29,2181.0
11:36.0, ,66-95,Defensive rebound by M. McBride,,4,66,95,-29,2184.0
11:23.0, ,66-97,B. Bogdanović makes 2-pt layup from 2 ft (assist by J. Hart),,4,66,97,-31,2197.0
11:09.0,C. Metu makes 2-pt dunk from 2 ft (assist by E. Fournier),68-97, ,,4,68,97,-29,2211.0
10:40.0, ,68-97,D. DiVincenzo misses 3-pt jump shot from 26 ft,,4,68,97,-29,2240.0
10:35.0, ,68-97,Offensive rebound by M. McBride,,4,68,97,-29,2245.0
10:27.0, ,68-97,Turnover by J. Hart (bad pass; steal by M. Flynn),,4,68,97,-29,2253.0
10:14.0,Shooting foul by D. DiVincenzo (drawn by E. Fournier),68-97, ,,4,68,97,-29,2266.0
10:14.0,E. Fournier makes free throw 1 of 3,69-97, ,,4,69,97,-28,2266.0
10:14.0,E. Fournier makes free throw 2 of 3,70-97, ,,4,70,97,-27,2266.0
10:14.0,E. Fournier makes free throw 3 of 3,71-97, ,,4,71,97,-26,2266.0
10:00.0, ,71-97,B. Bogdanović misses 2-pt jump shot from 19 ft,,4,71,97,-26,2280.0
9:56.0,Defensive rebound by M. Flynn,71-97, ,,4,71,97,-26,2284.0
9:54.0,Turnover by M. Flynn (bad pass; steal by J. Hart),71-97, ,,4,71,97,-26,2286.0
9:48.0, ,71-97,D. DiVincenzo misses 3-pt jump shot from 27 ft,,4,71,97,-26,2292.0
9:44.0, ,71-97,Offensive rebound by D. DiVincenzo,,4,71,97,-26,2296.0
9:41.0, ,71-97,B. Bogdanović misses 3-pt jump shot from 24 ft,,4,71,97,-26,2299.0
9:37.0,Defensive rebound by M. Flynn,71-97, ,,4,71,97,-26,2303.0
9:32.0,E. Fournier makes 2-pt layup from 2 ft (assist by M. Flynn),73-97, ,,4,73,97,-24,2308.0
9:19.0, ,73-97,New York full timeout,,4,73,97,-24,2321.0
9:19.0, ,73-97,J. Brunson enters the game for D. DiVincenzo,,4,73,97,-24,2321.0
9:10.0, ,73-97,Shooting foul by C. Metu (drawn by J. Brunson),,4,73,97,-24,2330.0
9:10.0, ,73-98,J. Brunson makes free throw 1 of 2,,4,73,98,-25,2330.0
9:10.0, ,73-99,J. Brunson makes free throw 2 of 2,,4,73,99,-26,2330.0
8:58.0,M. Flynn misses 3-pt jump shot from 24 ft,73-99, ,,4,73,99,-26,2342.0
8:54.0, ,73-99,Defensive rebound by Team,,4,73,99,-26,2346.0
8:54.0,Jump ball: P. Achiuwa vs. C. Metu (M. McBride gains possession),73-99,,,4,73,99,-26,2346.0
8:38.0, ,73-101,J. Hart makes 2-pt layup from 1 ft,,4,73,101,-28,2362.0
8:23.0,E. Fournier misses 3-pt jump shot from 25 ft,73-101, ,,4,73,101,-28,2377.0
8:20.0, ,73-101,Defensive rebound by P. Achiuwa,,4,73,101,-28,2380.0
8:11.0, ,73-101,B. Bogdanović misses 3-pt jump shot from 24 ft,,4,73,101,-28,2389.0
8:08.0, ,73-101,Offensive rebound by P. Achiuwa,,4,73,101,-28,2392.0
8:08.0, ,73-101,Shooting foul by C. Metu (drawn by P. Achiuwa),,4,73,101,-28,2392.0
8:08.0,M. Sasser enters the game for B. Boeheim,73-101, ,,4,73,101,-28,2392.0
8:08.0,J. Wiseman enters the game for C. Metu,73-101, ,,4,73,101,-28,2392.0
8:08.0, ,73-101,D. DiVincenzo enters the game for B. Bogdanović,,4,73,101,-28,2392.0
8:08.0, ,73-101,P. Achiuwa misses free throw 1 of 2,,4,73,101,-28,2392.0
8:08.0, ,73-101,Offensive rebound by Team,,4,73,101,-28,2392.0
8:08.0, ,73-101,P. Achiuwa misses free throw 2 of 2,,4,73,101,-28,2392.0
8:06.0,Defensive rebound by J. Wiseman,73-101, ,,4,73,101,-28,2394.0
7:50.0,M. Sasser misses 2-pt jump shot from 12 ft,73-101, ,,4,73,101,-28,2410.0
7:48.0, ,73-101,Defensive rebound by J. Hart,,4,73,101,-28,2412.0
7:45.0, ,73-103,J. Brunson makes 2-pt layup from 2 ft (assist by J. Hart),,4,73,103,-30,2415.0
7:33.0,M. Flynn makes 3-pt jump shot from 25 ft,76-103, ,,4,76,103,-27,2427.0
7:16.0, ,76-105,J. Brunson makes 2-pt layup from 3 ft,,4,76,105,-29,2444.0
7:02.0,E. Fournier makes 2-pt jump shot from 7 ft,78-105, ,,4,78,105,-27,2458.0
7:02.0,Shooting foul by J. Brunson (drawn by E. Fournier),78-105, ,,4,78,105,-27,2458.0
7:02.0, ,78-105,I. Hartenstein enters the game for P. Achiuwa,,4,78,105,-27,2458.0
7:02.0,E. Fournier makes free throw 1 of 1,79-105, ,,4,79,105,-26,2458.0
6:43.0, ,79-107,J. Brunson makes 2-pt layup from 2 ft (assist by D. DiVincenzo),,4,79,107,-28,2477.0
6:34.0,M. Sasser misses 3-pt jump shot from 27 ft,79-107, ,,4,79,107,-28,2486.0
6:31.0, ,79-107,Defensive rebound by D. DiVincenzo,,4,79,107,-28,2489.0
6:20.0, ,79-107,Personal foul by E. Fournier (drawn by D. DiVincenzo),,4,79,107,-28,2500.0
6:15.0, ,79-107,Shooting foul by J. Rhoden (drawn by J. Hart),,4,79,107,-28,2505.0
6:15.0, ,79-108,J. Hart makes free throw 1 of 2,,4,79,108,-29,2505.0
6:15.0, ,79-109,J. Hart makes free throw 2 of 2,,4,79,109,-30,2505.0
5:59.0,Shooting foul by M. McBride (drawn by M. Sasser),79-109, ,,4,79,109,-30,2521.0
5:59.0,M. Sasser makes free throw 1 of 2,80-109, ,,4,80,109,-29,2521.0
5:59.0,M. Sasser makes free throw 2 of 2,81-109, ,,4,81,109,-28,2521.0
5:47.0, ,81-109,D. DiVincenzo misses 3-pt jump shot from 25 ft,,4,81,109,-28,2533.0
5:46.0,Defensive rebound by Team,81-109, ,,4,81,109,-28,2534.0
5:39.0,Personal foul by I. Hartenstein (drawn by M. Flynn),81-109, ,,4,81,109,-28,2541.0
5:32.0,M. Sasser misses 3-pt jump shot from 25 ft,81-109, ,,4,81,109,-28,2548.0
5:26.0,Offensive rebound by M. Flynn,81-109, ,,4,81,109,-28,2554.0
5:26.0,M. Flynn misses 3-pt jump shot from 25 ft,81-109, ,,4,81,109,-28,2554.0
5:23.0, ,81-109,Defensive rebound by I. Hartenstein,,4,81,109,-28,2557.0
5:11.0, ,81-112,D. DiVincenzo makes 3-pt jump shot from 24 ft (assist by J. Brunson),,4,81,112,-31,2569.0
5:02.0,M. Sasser makes 2-pt layup from 1 ft,83-112, ,,4,83,112,-29,2578.0
4:53.0, ,83-112,Personal foul by M. Flynn (drawn by D. DiVincenzo),,4,83,112,-29,2587.0
4:53.0, ,83-112,S. Milton enters the game for J. Brunson,,4,83,112,-29,2587.0
4:53.0, ,83-112,D. DiVincenzo misses free throw 1 of 2,,4,83,112,-29,2587.0
4:53.0, ,83-112,Offensive rebound by Team,,4,83,112,-29,2587.0
4:53.0, ,83-113,D. DiVincenzo makes free throw 2 of 2,,4,83,113,-30,2587.0
4:42.0,M. Sasser makes 2-pt jump shot from 10 ft (assist by J. Rhoden),85-113, ,,4,85,113,-28,2598.0
4:23.0, ,85-113,D. DiVincenzo misses 3-pt jump shot from 26 ft,,4,85,113,-28,2617.0
4:20.0,Defensive rebound by J. Wiseman,85-113, ,,4,85,113,-28,2620.0
4:17.0,Shooting foul by S. Milton (drawn by M. Sasser),85-113, ,,4,85,113,-28,2623.0
4:17.0,B. Boeheim enters the game for E. Fournier,85-113, ,,4,85,113,-28,2623.0
4:17.0, ,85-113,P. Achiuwa enters the game for J. Hart,,4,85,113,-28,2623.0
4:17.0,M. Sasser makes free throw 1 of 2,86-113, ,,4,86,113,-27,2623.0
4:17.0,M. Sasser makes free throw 2 of 2,87-113, ,,4,87,113,-26,2623.0
4:06.0, ,87-115,M. McBride makes 2-pt layup at rim,,4,87,115,-28,2634.0
3:56.0,M. Sasser misses 2-pt jump shot from 12 ft,87-115, ,,4,87,115,-28,2644.0
3:53.0, ,87-115,Defensive rebound by I. Hartenstein,,4,87,115,-28,2647.0
3:45.0, ,87-115,D. DiVincenzo misses 3-pt jump shot from 27 ft,,4,87,115,-28,2655.0
3:42.0,Defensive rebound by J. Wiseman,87-115, ,,4,87,115,-28,2658.0
3:31.0,J. Wiseman makes 2-pt jump shot from 15 ft (assist by J. Rhoden),89-115, ,,4,89,115,-26,2669.0
3:29.0, ,89-115,New York full timeout,,4,89,115,-26,2671.0
3:16.0, ,89-118,D. DiVincenzo makes 3-pt jump shot from 25 ft (assist by M. McBride),,4,89,118,-29,2684.0
3:05.0,Shooting foul by S. Milton (drawn by M. Sasser),89-118, ,,4,89,118,-29,2695.0
3:05.0,C. Metu enters the game for J. Wiseman,89-118, ,,4,89,118,-29,2695.0
3:05.0, ,89-118,M. Diakite enters the game for D. DiVincenzo,,4,89,118,-29,2695.0
3:05.0, ,89-118,D. Jeffries enters the game for I. Hartenstein,,4,89,118,-29,2695.0
3:05.0, ,89-118,J. Sims enters the game for M. McBride,,4,89,118,-29,2695.0
3:05.0,M. Sasser makes free throw 1 of 2,90-118, ,,4,90,118,-28,2695.0
3:05.0,M. Sasser makes free throw 2 of 2,91-118, ,,4,91,118,-27,2695.0
2:46.0, ,91-118,M. Diakite misses 3-pt jump shot from 26 ft,,4,91,118,-27,2714.0
2:43.0,Defensive rebound by J. Rhoden,91-118, ,,4,91,118,-27,2717.0
2:22.0,B. Boeheim misses 3-pt jump shot from 25 ft (block by D. Jeffries),91-118, ,,4,91,118,-27,2738.0
2:17.0, ,91-118,Defensive rebound by P. Achiuwa,,4,91,118,-27,2743.0
2:11.0, ,91-118,P. Achiuwa misses 2-pt layup from 2 ft (block by B. Boeheim),,4,91,118,-27,2749.0
2:11.0, ,91-118,Offensive rebound by P. Achiuwa,,4,91,118,-27,2749.0
2:11.0, ,91-118,Shooting foul by C. Metu (drawn by P. Achiuwa),,4,91,118,-27,2749.0
2:11.0, ,91-119,P. Achiuwa makes free throw 1 of 2,,4,91,119,-28,2749.0
2:11.0, ,91-120,P. Achiuwa makes free throw 2 of 2,,4,91,120,-29,2749.0
2:00.0,M. Flynn makes 3-pt jump shot from 25 ft (assist by C. Metu),94-120, ,,4,94,120,-26,2760.0
1:46.0, ,94-120,Turnover by D. Jeffries (lost ball; steal by M. Sasser),,4,94,120,-26,2774.0
1:42.0,C. Metu makes 2-pt dunk from 1 ft (assist by M. Sasser),96-120, ,,4,96,120,-24,2778.0
1:24.0, ,96-123,D. Jeffries makes 3-pt jump shot from 26 ft (assist by S. Milton),,4,96,123,-27,2796.0
1:15.0,M. Flynn misses 3-pt jump shot from 26 ft,96-123, ,,4,96,123,-27,2805.0
1:13.0, ,96-123,Defensive rebound by P. Achiuwa,,4,96,123,-27,2807.0
1:06.0, ,96-123,Shooting foul by J. Rhoden (drawn by J. Sims),,4,96,123,-27,2814.0
1:06.0, ,96-123,J. Sims misses free throw 1 of 2,,4,96,123,-27,2814.0
1:06.0, ,96-123,Offensive rebound by Team,,4,96,123,-27,2814.0
1:06.0, ,96-124,J. Sims makes free throw 2 of 2,,4,96,124,-28,2814.0
0:54.0,B. Boeheim misses 3-pt jump shot from 25 ft,96-124, ,,4,96,124,-28,2826.0
0:52.0, ,96-124,Defensive rebound by P. Achiuwa,,4,96,124,-28,2828.0
0:40.0, ,96-124,Turnover by M. Diakite (traveling),,4,96,124,-28,2840.0
0:29.0,B. Boeheim makes 3-pt jump shot from 26 ft (assist by M. Sasser),99-124, ,,4,99,124,-25,2851.0
0:05.0, ,99-124,Turnover by Team (shot clock),,4,99,124,-25,2875.0
0:00.0,End of 4th quarter,99-124,,,4,99,124,-25,2880.0
