Time,Detroit,Score,Indiana,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
5:58.0, ,77-81,T. Haliburton misses 3-pt jump shot from 30 ft,,3,77,81,-4,1802.0
5:54.0,Defensive rebound by Team,77-81, ,,3,77,81,-4,1806.0
5:52.0,Personal foul by B. Brown (drawn by C. Cunningham),77-81, ,,3,77,81,-4,1808.0
5:52.0,I. Livers enters the game for I. Stewart,77-81, ,,3,77,81,-4,1808.0
5:52.0, ,77-81,B. Mathurin enters the game for B. Hield,,3,77,81,-4,1808.0
5:48.0,J. Duren misses 2-pt layup from 5 ft,77-81, ,,3,77,81,-4,1812.0
5:43.0, ,77-81,Defensive rebound by J. Smith,,3,77,81,-4,1817.0
5:38.0, ,77-81,B. Brown misses 3-pt jump shot from 25 ft,,3,77,81,-4,1822.0
5:34.0, ,77-81,Offensive rebound by B. Mathurin,,3,77,81,-4,1826.0
5:27.0, ,77-81,T. Haliburton misses 2-pt layup from 5 ft,,3,77,81,-4,1833.0
5:25.0,Defensive rebound by J. Duren,77-81, ,,3,77,81,-4,1835.0
5:16.0,I. Livers misses 3-pt jump shot from 24 ft,77-81, ,,3,77,81,-4,1844.0
5:15.0,Offensive rebound by J. Duren,77-81, ,,3,77,81,-4,1845.0
5:12.0,J. Ivey makes 2-pt layup from 2 ft (assist by J. Duren),79-81, ,,3,79,81,-2,1848.0
4:49.0, ,79-83,B. Mathurin makes 2-pt jump shot from 17 ft,,3,79,83,-4,1871.0
4:35.0,Shooting foul by B. Mathurin (drawn by J. Ivey),79-83, ,,3,79,83,-4,1885.0
4:35.0,J. Ivey makes free throw 1 of 2,80-83, ,,3,80,83,-3,1885.0
4:35.0,K. Hayes enters the game for C. Cunningham,80-83, ,,3,80,83,-3,1885.0
4:35.0, ,80-83,B. Hield enters the game for B. Brown,,3,80,83,-3,1885.0
4:35.0,J. Ivey misses free throw 2 of 2,80-83, ,,3,80,83,-3,1885.0
4:31.0,Offensive rebound by J. Duren,80-83, ,,3,80,83,-3,1889.0
4:31.0,J. Duren makes 2-pt layup at rim,82-83, ,,3,82,83,-1,1889.0
4:20.0, ,82-85,B. Mathurin makes 2-pt layup from 4 ft,,3,82,85,-3,1900.0
4:07.0,J. Duren misses 2-pt jump shot from 10 ft,82-85, ,,3,82,85,-3,1913.0
4:05.0, ,82-85,Defensive rebound by J. Smith,,3,82,85,-3,1915.0
4:01.0, ,82-85,Personal foul by I. Livers (drawn by B. Hield),,3,82,85,-3,1919.0
4:01.0,S. Umude enters the game for A. Thompson,82-85, ,,3,82,85,-3,1919.0
3:56.0, ,82-87,B. Mathurin makes 2-pt layup from 4 ft,,3,82,87,-5,1924.0
3:39.0,J. Ivey makes 2-pt layup from 2 ft,84-87, ,,3,84,87,-3,1941.0
3:32.0, ,84-87,Shooting foul by J. Duren (drawn by T. Haliburton),,3,84,87,-3,1948.0
3:32.0, ,84-88,T. Haliburton makes free throw 1 of 2,,3,84,88,-4,1948.0
3:32.0,A. Burks enters the game for J. Ivey,84-88, ,,3,84,88,-4,1948.0
3:32.0, ,84-89,T. Haliburton makes free throw 2 of 2,,3,84,89,-5,1948.0
3:23.0,K. Hayes makes 2-pt jump shot from 11 ft,86-89, ,,3,86,89,-3,1957.0
3:08.0, ,86-92,T. Haliburton makes 3-pt jump shot from 27 ft,,3,86,92,-6,1972.0
2:50.0,Turnover by S. Umude (traveling),86-92, ,,3,86,92,-6,1990.0
2:50.0, ,86-92,Indiana full timeout,,3,86,92,-6,1990.0
2:36.0, ,86-92,B. Hield misses 3-pt jump shot from 27 ft (block by S. Umude),,3,86,92,-6,2004.0
2:32.0,Defensive rebound by S. Umude,86-92, ,,3,86,92,-6,2008.0
2:25.0,Offensive foul by J. Duren (drawn by B. Mathurin),86-92, ,,3,86,92,-6,2015.0
2:25.0,Turnover by J. Duren (offensive foul),86-92, ,,3,86,92,-6,2015.0
2:05.0, ,86-92,B. Mathurin misses 3-pt jump shot from 25 ft,,3,86,92,-6,2035.0
2:02.0,Defensive rebound by I. Livers,86-92, ,,3,86,92,-6,2038.0
1:57.0,A. Burks makes 3-pt jump shot from 27 ft (assist by K. Hayes),89-92, ,,3,89,92,-3,2043.0
1:37.0, ,89-94,T. Haliburton makes 2-pt layup from 7 ft,,3,89,94,-5,2063.0
1:37.0, ,89-94,Shooting foul by S. Umude (drawn by T. Haliburton),,3,89,94,-5,2063.0
1:37.0, ,89-95,T. Haliburton makes free throw 1 of 1,,3,89,95,-6,2063.0
1:27.0,J. Duren makes 2-pt layup from 4 ft,91-95, ,,3,91,95,-4,2073.0
1:07.0, ,91-97,B. Mathurin makes 2-pt layup from 3 ft (assist by I. Jackson),,3,91,97,-6,2093.0
0:51.0,K. Hayes misses 2-pt jump shot from 17 ft,91-97, ,,3,91,97,-6,2109.0
0:48.0,Offensive rebound by S. Umude,91-97, ,,3,91,97,-6,2112.0
0:47.0,Shooting foul by B. Mathurin (drawn by J. Duren),91-97, ,,3,91,97,-6,2113.0
0:47.0,J. Duren makes free throw 1 of 2,92-97, ,,3,92,97,-5,2113.0
0:47.0,A. Thompson enters the game for S. Umude,92-97, ,,3,92,97,-5,2113.0
0:47.0,J. Duren makes free throw 2 of 2,93-97, ,,3,93,97,-4,2113.0
0:34.0, ,93-97,T. Haliburton misses 2-pt layup from 3 ft,,3,93,97,-4,2126.0
0:31.0, ,93-97,Offensive rebound by I. Jackson,,3,93,97,-4,2129.0
0:31.0, ,93-97,I. Jackson misses 2-pt layup at rim,,3,93,97,-4,2129.0
0:30.0,Defensive rebound by A. Burks,93-97, ,,3,93,97,-4,2130.0
0:12.0,A. Burks makes 3-pt jump shot from 27 ft (assist by K. Hayes),96-97, ,,3,96,97,-1,2148.0
0:03.0, ,96-97,T. Haliburton misses 3-pt jump shot from 27 ft,,3,96,97,-1,2157.0
0:03.0, ,96-97,Offensive rebound by I. Jackson,,3,96,97,-1,2157.0
0:00.0, ,96-97,J. Smith misses 2-pt layup from 3 ft,,3,96,97,-1,2160.0
0:00.0, ,96-97,Offensive rebound by Team,,3,96,97,-1,2160.0
0:00.0,End of 3rd quarter,96-97,,,3,96,97,-1,2160.0
12:00.0,Start of 4th quarter,96-97,,,4,96,97,-1,2160.0
11:40.0, ,96-97,A. Nembhard misses 2-pt jump shot from 2 ft,,4,96,97,-1,2180.0
11:35.0, ,96-97,Offensive rebound by A. Nembhard,,4,96,97,-1,2185.0
11:34.0, ,96-97,Turnover by A. Nembhard (bad pass; steal by A. Burks),,4,96,97,-1,2186.0
11:32.0,K. Hayes makes 2-pt dunk at rim (assist by A. Burks),98-97, ,Lead change,4,98,97,1,2188.0
11:21.0, ,98-99,B. Mathurin makes 2-pt jump shot from 13 ft (assist by B. Brown),Lead change,4,98,99,-1,2199.0
11:02.0,A. Burks misses 2-pt jump shot from 7 ft,98-99, ,,4,98,99,-1,2218.0
11:00.0, ,98-99,Defensive rebound by I. Jackson,,4,98,99,-1,2220.0
10:51.0, ,98-99,Turnover by A. Nembhard (bad pass; steal by I. Stewart),,4,98,99,-1,2229.0
10:42.0,I. Livers makes 2-pt dunk from 2 ft (assist by C. Cunningham),100-99, ,Lead change,4,100,99,1,2238.0
10:29.0, ,100-99,Personal foul by A. Burks (drawn by B. Mathurin),,4,100,99,1,2251.0
10:24.0, ,100-99,B. Mathurin misses 2-pt jump shot from 18 ft,,4,100,99,1,2256.0
10:21.0,Defensive rebound by C. Cunningham,100-99, ,,4,100,99,1,2259.0
10:14.0,Shooting foul by I. Jackson (drawn by C. Cunningham),100-99, ,,4,100,99,1,2266.0
10:14.0,C. Cunningham makes free throw 1 of 2,101-99, ,,4,101,99,2,2266.0
10:14.0, ,101-99,O. Toppin enters the game for I. Jackson,,4,101,99,2,2266.0
10:14.0, ,101-99,M. Turner enters the game for J. Smith,,4,101,99,2,2266.0
10:14.0,C. Cunningham makes free throw 2 of 2,102-99, ,,4,102,99,3,2266.0
9:54.0, ,102-101,B. Brown makes 2-pt layup from 3 ft (assist by O. Toppin),,4,102,101,1,2286.0
9:54.0, ,102-101,Shooting foul by I. Livers (drawn by B. Brown),,4,102,101,1,2286.0
9:54.0, ,102-102,B. Brown makes free throw 1 of 1,Tie,4,102,102,0,2286.0
9:38.0,C. Cunningham misses 2-pt layup from 1 ft,102-102, ,,4,102,102,0,2302.0
9:36.0, ,102-102,Defensive rebound by B. Brown,,4,102,102,0,2304.0
9:29.0, ,102-104,O. Toppin makes 2-pt layup from 4 ft (assist by B. Brown),Lead change,4,102,104,-2,2311.0
9:13.0,I. Stewart makes 2-pt hook shot from 7 ft (assist by C. Cunningham),104-104, ,Tie,4,104,104,0,2327.0
8:54.0, ,104-104,B. Brown misses 2-pt layup from 2 ft,,4,104,104,0,2346.0
8:51.0,Defensive rebound by K. Hayes,104-104, ,,4,104,104,0,2349.0
8:49.0,C. Cunningham makes 2-pt layup from 2 ft (assist by K. Hayes),106-104, ,Lead change,4,106,104,2,2351.0
8:48.0, ,106-104,Indiana full timeout,,4,106,104,2,2352.0
8:38.0, ,106-104,M. Turner misses 3-pt jump shot from 28 ft,,4,106,104,2,2362.0
8:35.0, ,106-104,Offensive rebound by A. Nembhard,,4,106,104,2,2365.0
8:29.0, ,106-106,M. Turner makes 2-pt hook shot from 3 ft (assist by B. Brown),Tie,4,106,106,0,2371.0
8:14.0,A. Burks misses 3-pt jump shot from 25 ft (block by M. Turner),106-106, ,,4,106,106,0,2386.0
8:12.0, ,106-106,Defensive rebound by B. Brown,,4,106,106,0,2388.0
7:58.0, ,106-109,O. Toppin makes 3-pt jump shot from 27 ft (assist by M. Turner),Lead change,4,106,109,-3,2402.0
7:47.0,Personal foul by A. Nembhard (drawn by C. Cunningham),106-109, ,,4,106,109,-3,2413.0
7:47.0,J. Duren enters the game for K. Hayes,106-109, ,,4,106,109,-3,2413.0
7:47.0,J. Ivey enters the game for I. Livers,106-109, ,,4,106,109,-3,2413.0
7:42.0,C. Cunningham misses 2-pt jump shot from 16 ft,106-109, ,,4,106,109,-3,2418.0
7:40.0, ,106-109,Defensive rebound by O. Toppin,,4,106,109,-3,2420.0
7:26.0, ,106-109,M. Turner misses 2-pt layup from 4 ft (block by A. Burks),,4,106,109,-3,2434.0
7:25.0,Defensive rebound by A. Burks,106-109, ,,4,106,109,-3,2435.0
7:18.0,Turnover by J. Ivey (bad pass; steal by A. Nembhard),106-109, ,,4,106,109,-3,2442.0
7:14.0, ,106-111,B. Brown makes 2-pt dunk from 2 ft (assist by A. Nembhard),,4,106,111,-5,2446.0
6:51.0,Turnover by C. Cunningham (lost ball; steal by M. Turner),106-111, ,,4,106,111,-5,2469.0
6:49.0, ,106-111,Turnover by M. Turner (bad pass; steal by I. Stewart),,4,106,111,-5,2471.0
6:39.0,Shooting foul by B. Mathurin (drawn by J. Ivey),106-111, ,,4,106,111,-5,2481.0
6:39.0,J. Ivey makes free throw 1 of 2,107-111, ,,4,107,111,-4,2481.0
6:39.0,A. Thompson enters the game for A. Burks,107-111, ,,4,107,111,-4,2481.0
6:39.0,J. Ivey makes free throw 2 of 2,108-111, ,,4,108,111,-3,2481.0
6:28.0, ,108-111,B. Brown misses 2-pt jump shot from 13 ft,,4,108,111,-3,2492.0
6:26.0,Defensive rebound by C. Cunningham,108-111, ,,4,108,111,-3,2494.0
6:21.0,Turnover by C. Cunningham (lost ball; steal by B. Brown),108-111, ,,4,108,111,-3,2499.0
6:18.0, ,108-111,Shooting foul by J. Duren (drawn by B. Brown),,4,108,111,-3,2502.0
6:18.0, ,108-112,B. Brown makes free throw 1 of 2,,4,108,112,-4,2502.0
6:18.0, ,108-113,B. Brown makes free throw 2 of 2,,4,108,113,-5,2502.0
6:08.0,Turnover by J. Ivey (lost ball; steal by B. Mathurin),108-113, ,,4,108,113,-5,2512.0
6:05.0, ,108-113,B. Mathurin misses 2-pt layup from 3 ft,,4,108,113,-5,2515.0
6:04.0, ,108-113,Offensive rebound by M. Turner,,4,108,113,-5,2516.0
6:04.0, ,108-115,M. Turner makes 2-pt dunk at rim,,4,108,115,-7,2516.0
6:04.0,Detroit full timeout,108-115, ,,4,108,115,-7,2516.0
5:49.0,I. Stewart makes 2-pt layup from 3 ft (assist by J. Duren),110-115, ,,4,110,115,-5,2531.0
5:31.0, ,110-117,A. Nembhard makes 2-pt jump shot from 20 ft,,4,110,117,-7,2549.0
5:18.0,J. Ivey makes 2-pt layup from 2 ft (assist by J. Duren),112-117, ,,4,112,117,-5,2562.0
5:04.0, ,112-117,A. Nembhard misses 2-pt jump shot from 10 ft,,4,112,117,-5,2576.0
5:00.0, ,112-117,Offensive rebound by M. Turner,,4,112,117,-5,2580.0
5:00.0, ,112-119,M. Turner makes 2-pt layup at rim,,4,112,119,-7,2580.0
4:41.0,C. Cunningham misses 2-pt jump shot from 6 ft,112-119, ,,4,112,119,-7,2599.0
4:40.0, ,112-119,Defensive rebound by M. Turner,,4,112,119,-7,2600.0
4:18.0, ,112-119,A. Nembhard misses 3-pt jump shot from 27 ft,,4,112,119,-7,2622.0
4:14.0,Defensive rebound by J. Duren,112-119, ,,4,112,119,-7,2626.0
4:07.0,Turnover by J. Duren (bad pass; steal by B. Brown),112-119, ,,4,112,119,-7,2633.0
4:04.0, ,112-119,Shooting foul by J. Duren (drawn by B. Brown),,4,112,119,-7,2636.0
4:04.0, ,112-120,B. Brown makes free throw 1 of 2,,4,112,120,-8,2636.0
4:04.0,Detroit full timeout,112-120, ,,4,112,120,-8,2636.0
4:04.0,I. Livers enters the game for A. Thompson,112-120, ,,4,112,120,-8,2636.0
4:04.0, ,112-120,B. Brown misses free throw 2 of 2,,4,112,120,-8,2636.0
4:03.0, ,112-120,Offensive rebound by O. Toppin,,4,112,120,-8,2637.0
3:51.0, ,112-122,M. Turner makes 2-pt layup from 3 ft (assist by A. Nembhard),,4,112,122,-10,2649.0
3:34.0,Turnover by C. Cunningham (out of bounds lost ball),112-122, ,,4,112,122,-10,2666.0
3:22.0, ,112-122,A. Nembhard misses 2-pt jump shot from 17 ft,,4,112,122,-10,2678.0
3:19.0,Defensive rebound by J. Duren,112-122, ,,4,112,122,-10,2681.0
3:01.0,Shooting foul by M. Turner (drawn by J. Ivey),112-122, ,,4,112,122,-10,2699.0
3:01.0,J. Ivey misses free throw 1 of 2,112-122, ,,4,112,122,-10,2699.0
3:01.0,Offensive rebound by Team,112-122, ,,4,112,122,-10,2699.0
3:01.0,K. Hayes enters the game for I. Stewart,112-122, ,,4,112,122,-10,2699.0
3:01.0, ,112-122,T. Haliburton enters the game for O. Toppin,,4,112,122,-10,2699.0
3:01.0,J. Ivey makes free throw 2 of 2,113-122, ,,4,113,122,-9,2699.0
2:49.0, ,113-122,T. Haliburton misses 3-pt jump shot from 25 ft,,4,113,122,-9,2711.0
2:46.0, ,113-122,Offensive rebound by M. Turner,,4,113,122,-9,2714.0
2:46.0, ,113-124,M. Turner makes 2-pt layup from 1 ft,,4,113,124,-11,2714.0
2:32.0,C. Cunningham misses 2-pt jump shot from 10 ft,113-124, ,,4,113,124,-11,2728.0
2:30.0, ,113-124,Defensive rebound by T. Haliburton,,4,113,124,-11,2730.0
2:15.0, ,113-124,B. Brown misses 3-pt jump shot from 24 ft,,4,113,124,-11,2745.0
2:12.0, ,113-124,Offensive rebound by M. Turner,,4,113,124,-11,2748.0
2:01.0, ,113-126,A. Nembhard makes 2-pt layup from 3 ft,,4,113,126,-13,2759.0
1:51.0,J. Ivey misses 3-pt jump shot from 26 ft,113-126, ,,4,113,126,-13,2769.0
1:49.0, ,113-126,Defensive rebound by Team,,4,113,126,-13,2771.0
1:31.0, ,113-129,A. Nembhard makes 3-pt jump shot from 25 ft (assist by M. Turner),,4,113,129,-16,2789.0
1:17.0,C. Cunningham misses 2-pt jump shot from 6 ft,113-129, ,,4,113,129,-16,2803.0
1:15.0, ,113-129,Defensive rebound by M. Turner,,4,113,129,-16,2805.0
0:56.0, ,113-132,T. Haliburton makes 3-pt jump shot from 25 ft,,4,113,132,-19,2824.0
0:46.0,I. Livers misses 3-pt jump shot from 25 ft,113-132, ,,4,113,132,-19,2834.0
0:43.0, ,113-132,Defensive rebound by T. Haliburton,,4,113,132,-19,2837.0
0:35.0, ,113-134,T. Haliburton makes 2-pt dunk from 1 ft,,4,113,134,-21,2845.0
0:35.0,Detroit full timeout,113-134, ,,4,113,134,-21,2845.0
0:35.0,M. Sasser enters the game for C. Cunningham,113-134, ,,4,113,134,-21,2845.0
0:35.0,S. Umude enters the game for J. Duren,113-134, ,,4,113,134,-21,2845.0
0:35.0, ,113-134,B. Sheppard enters the game for T. Haliburton,,4,113,134,-21,2845.0
0:25.0,J. Ivey misses 2-pt layup from 3 ft (block by M. Turner),113-134, ,,4,113,134,-21,2855.0
0:22.0, ,113-134,Defensive rebound by M. Turner,,4,113,134,-21,2858.0
0:05.0, ,113-136,A. Nembhard makes 2-pt jump shot from 19 ft,,4,113,136,-23,2875.0
0:00.0,J. Ivey misses 3-pt jump shot from 28 ft,113-136, ,,4,113,136,-23,2880.0
0:00.0,Offensive rebound by Team,113-136, ,,4,113,136,-23,2880.0
0:00.0,End of 4th quarter,113-136,,,4,113,136,-23,2880.0
