Time,Score,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime,Notes,OpponentName,id
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. B. Lopez (P. Connaughton gains possession),Milwaukee,202302040MIL
12:00.0,26-34,,2,26,34,-8,720.0,Start of 2nd quarter,Milwaukee,202302040MIL
12:00.0,62-62,,3,62,62,0,1440.0,Start of 3rd quarter,Milwaukee,202302040MIL
12:00.0,92-94,,4,92,94,-2,2160.0,Start of 4th quarter,Milwaukee,202302040MIL
0:00.0,115-123,,4,115,123,-8,2880.0,End of 4th quarter,Milwaukee,202302040MIL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: M. Turner vs. B. Adebayo (T. Herro gains possession),Indiana,202302080MIA
12:00.0,30-39,,2,39,30,9,720.0,Start of 2nd quarter,Indiana,202302080MIA
12:00.0,63-60,,3,60,63,-3,1440.0,Start of 3rd quarter,Indiana,202302080MIA
12:00.0,83-89,,4,89,83,6,2160.0,Start of 4th quarter,Indiana,202302080MIA
0:00.0,111-116,,4,116,111,5,2880.0,End of 4th quarter,Indiana,202302080MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Smith vs. B. Adebayo (C. Martin gains possession),Houston,202302100MIA
12:00.0,29-28,,2,28,29,-1,720.0,Start of 2nd quarter,Houston,202302100MIA
12:00.0,56-58,,3,58,56,2,1440.0,Start of 3rd quarter,Houston,202302100MIA
12:00.0,73-75,,4,75,73,2,2160.0,Start of 4th quarter,Houston,202302100MIA
0:00.0,95-97,,4,97,95,2,2880.0,End of 4th quarter,Houston,202302100MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. W. Carter (J. Butler gains possession),Orlando,202302110ORL
12:00.0,19-29,,2,19,29,-10,720.0,Start of 2nd quarter,Orlando,202302110ORL
12:00.0,46-54,,3,46,54,-8,1440.0,Start of 3rd quarter,Orlando,202302110ORL
12:00.0,72-79,,4,72,79,-7,2160.0,Start of 4th quarter,Orlando,202302110ORL
0:00.0,107-103,,5,107,103,4,3600.0,End of 1st overtime,Orlando,202302110ORL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: N. Jokić vs. B. Adebayo (J. Butler gains possession),Denver,202302130MIA
12:00.0,27-36,,2,36,27,9,720.0,Start of 2nd quarter,Denver,202302130MIA
12:00.0,65-62,,3,62,65,-3,1440.0,Start of 3rd quarter,Denver,202302130MIA
12:00.0,89-83,,4,83,89,-6,2160.0,Start of 4th quarter,Denver,202302130MIA
0:00.0,112-108,,4,108,112,-4,2880.0,End of 4th quarter,Denver,202302130MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. N. Claxton (J. Butler gains possession),Brooklyn,202302150BRK
12:00.0,25-26,,2,25,26,-1,720.0,Start of 2nd quarter,Brooklyn,202302150BRK
12:00.0,56-52,,3,56,52,4,1440.0,Start of 3rd quarter,Brooklyn,202302150BRK
12:00.0,80-83,,4,80,83,-3,2160.0,Start of 4th quarter,Brooklyn,202302150BRK
0:00.0,105-116,,4,105,116,-11,2880.0,End of 4th quarter,Brooklyn,202302150BRK
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. B. Lopez (J. Carter gains possession),Milwaukee,202302240MIL
12:00.0,32-42,,2,32,42,-10,720.0,Start of 2nd quarter,Milwaukee,202302240MIL
12:00.0,56-73,,3,56,73,-17,1440.0,Start of 3rd quarter,Milwaukee,202302240MIL
12:00.0,74-95,,4,74,95,-21,2160.0,Start of 4th quarter,Milwaukee,202302240MIL
0:00.0,99-128,,4,99,128,-29,2880.0,End of 4th quarter,Milwaukee,202302240MIL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. M. Williams (G. Vincent gains possession),Charlotte,202302250CHO
12:00.0,16-29,,2,16,29,-13,720.0,Start of 2nd quarter,Charlotte,202302250CHO
12:00.0,51-54,,3,51,54,-3,1440.0,Start of 3rd quarter,Charlotte,202302250CHO
12:00.0,72-82,,4,72,82,-10,2160.0,Start of 4th quarter,Charlotte,202302250CHO
0:00.0,103-108,,4,103,108,-5,2880.0,End of 4th quarter,Charlotte,202302250CHO
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. J. Embiid (J. Harden gains possession),Philadelphia,202302270PHI
12:00.0,28-22,,2,28,22,6,720.0,Start of 2nd quarter,Philadelphia,202302270PHI
12:00.0,58-50,,3,58,50,8,1440.0,Start of 3rd quarter,Philadelphia,202302270PHI
12:00.0,84-80,,4,84,80,4,2160.0,Start of 4th quarter,Philadelphia,202302270PHI
0:00.0,101-99,,4,101,99,2,2880.0,End of 4th quarter,Philadelphia,202302270PHI
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: T. Harris vs. B. Adebayo (J. Butler gains possession),Philadelphia,202303010MIA
12:00.0,34-38,,2,38,34,4,720.0,Start of 2nd quarter,Philadelphia,202303010MIA
12:00.0,71-53,,3,53,71,-18,1440.0,Start of 3rd quarter,Philadelphia,202303010MIA
12:00.0,96-77,,4,77,96,-19,2160.0,Start of 4th quarter,Philadelphia,202303010MIA
0:00.0,119-96,,4,96,119,-23,2880.0,End of 4th quarter,Philadelphia,202303010MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: M. Robinson vs. B. Adebayo (J. Randle gains possession),New York,202303030MIA
12:00.0,37-31,,2,31,37,-6,720.0,Start of 2nd quarter,New York,202303030MIA
12:00.0,71-56,,3,56,71,-15,1440.0,Start of 3rd quarter,New York,202303030MIA
12:00.0,96-88,,4,88,96,-8,2160.0,Start of 4th quarter,New York,202303030MIA
0:00.0,122-120,,4,120,122,-2,2880.0,End of 4th quarter,New York,202303030MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. B. Adebayo (T. Young gains possession),Atlanta,202303040MIA
12:00.0,26-29,,2,29,26,3,720.0,Start of 2nd quarter,Atlanta,202303040MIA
12:00.0,26-29,,2,29,26,3,720.0,Violation by Team (delay of game),Atlanta,202303040MIA
12:00.0,49-66,,3,66,49,17,1440.0,Start of 3rd quarter,Atlanta,202303040MIA
12:00.0,75-87,,4,87,75,12,2160.0,Start of 4th quarter,Atlanta,202303040MIA
0:00.0,109-117,,4,117,109,8,2880.0,End of 4th quarter,Atlanta,202303040MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Allen vs. B. Adebayo (E. Mobley gains possession),Cleveland,202303080MIA
12:00.0,26-30,,2,30,26,4,720.0,Start of 2nd quarter,Cleveland,202303080MIA
12:00.0,57-53,,3,53,57,-4,1440.0,Start of 3rd quarter,Cleveland,202303080MIA
12:00.0,87-82,,4,82,87,-5,2160.0,Start of 4th quarter,Cleveland,202303080MIA
0:00.0,104-100,,4,100,104,-4,2880.0,End of 4th quarter,Cleveland,202303080MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Allen vs. B. Adebayo (D. Mitchell gains possession),Cleveland,202303100MIA
12:00.0,26-27,,2,27,26,1,720.0,Start of 2nd quarter,Cleveland,202303100MIA
12:00.0,59-50,,3,50,59,-9,1440.0,Start of 3rd quarter,Cleveland,202303100MIA
12:00.0,89-82,,4,82,89,-7,2160.0,Start of 4th quarter,Cleveland,202303100MIA
0:00.0,115-119,,4,119,115,4,2880.0,End of 4th quarter,Cleveland,202303100MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. W. Carter (J. Butler gains possession),Orlando,202303110ORL
12:00.0,24-34,,2,24,34,-10,720.0,Start of 2nd quarter,Orlando,202303110ORL
12:00.0,55-58,,3,55,58,-3,1440.0,Start of 3rd quarter,Orlando,202303110ORL
12:00.0,78-81,,4,78,81,-3,2160.0,Start of 4th quarter,Orlando,202303110ORL
0:00.0,114-126,,5,114,126,-12,3600.0,End of 1st overtime,Orlando,202303110ORL
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: W. Kessler vs. B. Adebayo (T. Herro gains possession),Utah,202303130MIA
12:00.0,26-33,,2,33,26,7,720.0,Start of 2nd quarter,Utah,202303130MIA
12:00.0,57-56,,3,56,57,-1,1440.0,Start of 3rd quarter,Utah,202303130MIA
12:00.0,90-90,,4,90,90,0,2160.0,Start of 4th quarter,Utah,202303130MIA
0:00.0,115-119,,4,119,115,4,2880.0,End of 4th quarter,Utah,202303130MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: J. Jackson vs. B. Adebayo (T. Jones gains possession),Memphis,202303150MIA
12:00.0,27-29,,2,29,27,2,720.0,Start of 2nd quarter,Memphis,202303150MIA
12:00.0,51-63,,3,63,51,12,1440.0,Start of 3rd quarter,Memphis,202303150MIA
12:00.0,51-63,,3,63,51,12,1440.0,Violation by Team (delay of game),Memphis,202303150MIA
12:00.0,77-105,,4,105,77,28,2160.0,Start of 4th quarter,Memphis,202303150MIA
0:00.0,119-138,,4,138,119,19,2880.0,End of 4th quarter,Memphis,202303150MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. N. Vučević (K. Love gains possession),Chicago,202303180CHI
12:00.0,19-33,,2,19,33,-14,720.0,Start of 2nd quarter,Chicago,202303180CHI
12:00.0,45-70,,3,45,70,-25,1440.0,Start of 3rd quarter,Chicago,202303180CHI
12:00.0,77-90,,4,77,90,-13,2160.0,Start of 4th quarter,Chicago,202303180CHI
0:00.0,99-113,,4,99,113,-14,2880.0,End of 4th quarter,Chicago,202303180CHI
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. J. Wiseman (R. McGruder gains possession),Detroit,202303190DET
12:00.0,26-29,,2,26,29,-3,720.0,Start of 2nd quarter,Detroit,202303190DET
12:00.0,52-47,,3,52,47,5,1440.0,Start of 3rd quarter,Detroit,202303190DET
12:00.0,74-81,,4,74,81,-7,2160.0,Start of 4th quarter,Detroit,202303190DET
0:00.0,112-100,,4,112,100,12,2880.0,End of 4th quarter,Detroit,202303190DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: M. Robinson vs. B. Adebayo (J. Brunson gains possession),New York,202303220MIA
12:00.0,32-31,,2,31,32,-1,720.0,Start of 2nd quarter,New York,202303220MIA
12:00.0,61-64,,3,64,61,3,1440.0,Start of 3rd quarter,New York,202303220MIA
12:00.0,86-92,,4,92,86,6,2160.0,Start of 4th quarter,New York,202303220MIA
0:00.0,120-127,,4,127,120,7,2880.0,End of 4th quarter,New York,202303220MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: N. Claxton vs. B. Adebayo (S. Dinwiddie gains possession),Brooklyn,202303250MIA
12:00.0,28-36,,2,36,28,8,720.0,Start of 2nd quarter,Brooklyn,202303250MIA
12:00.0,65-69,,3,69,65,4,1440.0,Start of 3rd quarter,Brooklyn,202303250MIA
12:00.0,104-87,,4,87,104,-17,2160.0,Start of 4th quarter,Brooklyn,202303250MIA
0:00.0,129-100,,4,100,129,-29,2880.0,End of 4th quarter,Brooklyn,202303250MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. J. Poeltl (G. Vincent gains possession),Toronto,202303280TOR
12:00.0,23-24,,2,23,24,-1,720.0,Start of 2nd quarter,Toronto,202303280TOR
12:00.0,47-53,,3,47,53,-6,1440.0,Start of 3rd quarter,Toronto,202303280TOR
12:00.0,67-84,,4,67,84,-17,2160.0,Start of 4th quarter,Toronto,202303280TOR
0:00.0,92-106,,4,92,106,-14,2880.0,End of 4th quarter,Toronto,202303280TOR
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. M. Robinson (B. Adebayo gains possession),New York,202303290NYK
12:00.0,23-19,,2,23,19,4,720.0,Start of 2nd quarter,New York,202303290NYK
12:00.0,46-48,,3,46,48,-2,1440.0,Start of 3rd quarter,New York,202303290NYK
12:00.0,76-76,,4,76,76,0,2160.0,Start of 4th quarter,New York,202303290NYK
0:00.0,92-101,,4,92,101,-9,2880.0,End of 4th quarter,New York,202303290NYK
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: D. Powell vs. C. Zeller (R. Bullock gains possession),Dallas,202304010MIA
12:00.0,31-44,,2,44,31,13,720.0,Start of 2nd quarter,Dallas,202304010MIA
12:00.0,64-76,,3,76,64,12,1440.0,Start of 3rd quarter,Dallas,202304010MIA
12:00.0,96-102,,4,102,96,6,2160.0,Start of 4th quarter,Dallas,202304010MIA
0:00.0,122-129,,4,129,122,7,2880.0,End of 4th quarter,Dallas,202304010MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. J. Wiseman (J. Butler gains possession),Detroit,202304040DET
12:00.0,31-27,,2,31,27,4,720.0,Start of 2nd quarter,Detroit,202304040DET
12:00.0,59-52,,3,59,52,7,1440.0,Start of 3rd quarter,Detroit,202304040DET
12:00.0,80-79,,4,80,79,1,2160.0,Start of 4th quarter,Detroit,202304040DET
0:00.0,118-105,,4,118,105,13,2880.0,End of 4th quarter,Detroit,202304040DET
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: B. Adebayo vs. J. Embiid (J. Harden gains possession),Philadelphia,202304060PHI
12:00.0,41-31,,2,41,31,10,720.0,Start of 2nd quarter,Philadelphia,202304060PHI
12:00.0,67-46,,3,67,46,21,1440.0,Start of 3rd quarter,Philadelphia,202304060PHI
12:00.0,96-78,,4,96,78,18,2160.0,Start of 4th quarter,Philadelphia,202304060PHI
0:00.0,129-101,,4,129,101,28,2880.0,End of 4th quarter,Philadelphia,202304060PHI
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Zeller vs. D. Gafford (A. Gill gains possession),Washington,202304070WAS
12:00.0,23-26,,2,23,26,-3,720.0,Start of 2nd quarter,Washington,202304070WAS
12:00.0,51-53,,3,51,53,-2,1440.0,Start of 3rd quarter,Washington,202304070WAS
12:00.0,71-89,,4,71,89,-18,2160.0,Start of 4th quarter,Washington,202304070WAS
0:00.0,108-114,,4,108,114,-6,2880.0,End of 4th quarter,Washington,202304070WAS
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: W. Carter vs. B. Adebayo (G. Vincent gains possession),Orlando,202304090MIA
12:00.0,24-23,,2,23,24,-1,720.0,Start of 2nd quarter,Orlando,202304090MIA
12:00.0,50-52,,3,52,50,2,1440.0,Start of 3rd quarter,Orlando,202304090MIA
12:00.0,85-84,,4,84,85,-1,2160.0,Start of 4th quarter,Orlando,202304090MIA
0:00.0,110-123,,4,123,110,13,2880.0,End of 4th quarter,Orlando,202304090MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: C. Capela vs. B. Adebayo (T. Young gains possession),Atlanta,202304110MIA
12:00.0,36-27,,2,27,36,-9,720.0,Start of 2nd quarter,Atlanta,202304110MIA
12:00.0,65-50,,3,50,65,-15,1440.0,Start of 3rd quarter,Atlanta,202304110MIA
12:00.0,91-78,,4,78,91,-13,2160.0,Start of 4th quarter,Atlanta,202304110MIA
0:00.0,116-105,,4,105,116,-11,2880.0,End of 4th quarter,Atlanta,202304110MIA
12:00.0,0-0,,1,0,0,0,0.0,Jump ball: N. Vučević vs. B. Adebayo (A. Caruso gains possession),Chicago,202304140MIA
12:00.0,21-29,,2,29,21,8,720.0,Start of 2nd quarter,Chicago,202304140MIA
12:00.0,44-49,,3,49,44,5,1440.0,Start of 3rd quarter,Chicago,202304140MIA
12:00.0,68-67,,4,67,68,-1,2160.0,Start of 4th quarter,Chicago,202304140MIA
0:00.0,91-102,,4,102,91,11,2880.0,End of 4th quarter,Chicago,202304140MIA
