Time,Miami,Score,Boston,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:04.0, ,67-86,A. Horford enters the game for J. Brown,,3,67,86,-19,2036.0
2:04.0, ,67-86,J. Richardson enters the game for M. Smart,,3,67,86,-19,2036.0
2:04.0, ,67-86,D. Schröder enters the game for R. Williams,,3,67,86,-19,2036.0
1:53.0, ,67-88,G. Williams makes 2-pt dunk at rim,,3,67,88,-21,2047.0
1:32.0,Personal foul by D. Schröder (drawn by K. Guy),67-88, ,,3,67,88,-21,2068.0
1:22.0,D. Robinson misses 3-pt jump shot from 26 ft,67-88, ,,3,67,88,-21,2078.0
1:19.0, ,67-88,Defensive rebound by J. Tatum,,3,67,88,-21,2081.0
1:13.0, ,67-88,J. Tatum misses 3-pt jump shot from 25 ft,,3,67,88,-21,2087.0
1:11.0,Defensive rebound by B. Adebayo,67-88, ,,3,67,88,-21,2089.0
1:04.0,K. Guy misses 2-pt jump shot from 22 ft,67-88, ,,3,67,88,-21,2096.0
1:02.0, ,67-88,Defensive rebound by Team,,3,67,88,-21,2098.0
1:02.0,Loose ball foul by D. Dedmon (drawn by D. Schröder),67-88, ,,3,67,88,-21,2098.0
0:50.0, ,67-88,Turnover by J. Tatum (bad pass; steal by B. Adebayo),,3,67,88,-21,2110.0
0:44.0,T. Herro makes 3-pt jump shot from 26 ft (assist by B. Adebayo),70-88, ,,3,70,88,-18,2116.0
0:31.0, ,70-91,A. Horford makes 3-pt jump shot from 24 ft (assist by J. Richardson),,3,70,91,-21,2129.0
0:14.0,Turnover by K. Guy (bad pass; steal by G. Williams),70-91, ,,3,70,91,-21,2146.0
0:10.0, ,70-93,J. Richardson makes 2-pt layup from 2 ft,,3,70,93,-23,2150.0
0:10.0, ,70-93,Shooting foul by T. Herro (drawn by J. Richardson),,3,70,93,-23,2150.0
0:10.0, ,70-94,J. Richardson makes free throw 1 of 1,,3,70,94,-24,2150.0
0:00.0,T. Herro misses 2-pt jump shot from 14 ft,70-94, ,,3,70,94,-24,2160.0
0:00.0,Offensive rebound by Team,70-94, ,,3,70,94,-24,2160.0
0:00.0,End of 3rd quarter,70-94,,,3,70,94,-24,2160.0
12:00.0,Start of 4th quarter,70-94,,,4,70,94,-24,2160.0
11:49.0, ,70-94,A. Horford misses 2-pt dunk from 2 ft,,4,70,94,-24,2171.0
11:47.0,Defensive rebound by G. Vincent,70-94, ,,4,70,94,-24,2173.0
11:41.0,Shooting foul by A. Horford (drawn by T. Herro),70-94, ,,4,70,94,-24,2179.0
11:41.0,T. Herro misses free throw 1 of 2,70-94, ,,4,70,94,-24,2179.0
11:41.0,Offensive rebound by Team,70-94, ,,4,70,94,-24,2179.0
11:41.0,T. Herro makes free throw 2 of 2,71-94, ,,4,71,94,-23,2179.0
11:29.0, ,71-94,Turnover by J. Richardson (step out of bounds),,4,71,94,-23,2191.0
11:16.0,G. Vincent misses 2-pt jump shot from 16 ft,71-94, ,,4,71,94,-23,2204.0
11:13.0, ,71-94,Defensive rebound by A. Horford,,4,71,94,-23,2207.0
11:09.0, ,71-96,D. Schröder makes 2-pt layup from 6 ft,,4,71,96,-25,2211.0
11:09.0,Violation by Team (def goaltending),71-96, ,,4,71,96,-25,2211.0
11:09.0, ,71-96,Shooting foul by G. Vincent (drawn by D. Schröder),,4,71,96,-25,2211.0
11:09.0, ,71-96,D. Schröder misses free throw 1 of 1,,4,71,96,-25,2211.0
11:05.0,Defensive rebound by C. Silva,71-96, ,,4,71,96,-25,2215.0
10:55.0,T. Herro misses 3-pt jump shot from 26 ft,71-96, ,,4,71,96,-25,2225.0
10:52.0, ,71-96,Defensive rebound by A. Horford,,4,71,96,-25,2228.0
10:46.0, ,71-96,Shooting foul by M. Strus (drawn by D. Schröder),,4,71,96,-25,2234.0
10:46.0, ,71-97,D. Schröder makes free throw 1 of 2,,4,71,97,-26,2234.0
10:46.0, ,71-98,D. Schröder makes free throw 2 of 2,,4,71,98,-27,2234.0
10:28.0,M. Strus misses 3-pt jump shot from 23 ft,71-98, ,,4,71,98,-27,2252.0
10:24.0,Offensive rebound by G. Vincent,71-98, ,,4,71,98,-27,2256.0
10:23.0,M. Strus makes 3-pt jump shot from 23 ft (assist by G. Vincent),74-98, ,,4,74,98,-24,2257.0
10:07.0, ,74-100,J. Brown makes 2-pt layup from 8 ft,,4,74,100,-26,2273.0
9:55.0,Offensive foul by C. Silva (drawn by D. Schröder),74-100, ,,4,74,100,-26,2285.0
9:55.0,Turnover by C. Silva (offensive foul),74-100, ,,4,74,100,-26,2285.0
9:48.0, ,74-100,Turnover by G. Williams (bad pass; steal by G. Vincent),,4,74,100,-26,2292.0
9:39.0,T. Herro misses 3-pt jump shot from 26 ft,74-100, ,,4,74,100,-26,2301.0
9:36.0,Offensive rebound by B. Adebayo,74-100, ,,4,74,100,-26,2304.0
9:33.0,B. Adebayo misses 2-pt hook shot from 5 ft,74-100, ,,4,74,100,-26,2307.0
9:31.0,Offensive rebound by C. Silva,74-100, ,,4,74,100,-26,2309.0
9:28.0,Turnover by C. Silva (bad pass; steal by J. Brown),74-100, ,,4,74,100,-26,2312.0
9:23.0, ,74-100,D. Schröder misses 3-pt jump shot from 24 ft,,4,74,100,-26,2317.0
9:20.0,Defensive rebound by G. Vincent,74-100, ,,4,74,100,-26,2320.0
9:13.0,Personal foul by G. Williams (drawn by B. Adebayo),74-100, ,,4,74,100,-26,2327.0
9:07.0,M. Strus misses 2-pt layup from 2 ft,74-100, ,,4,74,100,-26,2333.0
9:04.0, ,74-100,Defensive rebound by G. Williams,,4,74,100,-26,2336.0
9:01.0, ,74-100,A. Horford misses 3-pt jump shot from 26 ft,,4,74,100,-26,2339.0
8:58.0,Defensive rebound by C. Silva,74-100, ,,4,74,100,-26,2342.0
8:49.0,B. Adebayo misses 2-pt hook shot from 9 ft,74-100, ,,4,74,100,-26,2351.0
8:47.0,Offensive rebound by C. Silva,74-100, ,,4,74,100,-26,2353.0
8:46.0,C. Silva misses 2-pt layup from 2 ft (block by D. Schröder),74-100, ,,4,74,100,-26,2354.0
8:45.0,Offensive rebound by Team,74-100, ,,4,74,100,-26,2355.0
8:39.0,T. Herro misses 3-pt jump shot from 27 ft,74-100, ,,4,74,100,-26,2361.0
8:37.0,Offensive rebound by B. Adebayo,74-100, ,,4,74,100,-26,2363.0
8:36.0,M. Strus misses 3-pt jump shot from 27 ft,74-100, ,,4,74,100,-26,2364.0
8:32.0, ,74-100,Defensive rebound by Team,,4,74,100,-26,2368.0
8:12.0, ,74-100,A. Horford misses 2-pt hook shot from 6 ft,,4,74,100,-26,2388.0
8:10.0,Defensive rebound by B. Adebayo,74-100, ,,4,74,100,-26,2390.0
8:06.0,T. Herro misses 3-pt jump shot from 25 ft,74-100, ,,4,74,100,-26,2394.0
8:03.0, ,74-100,Defensive rebound by D. Schröder,,4,74,100,-26,2397.0
7:54.0, ,74-100,J. Brown misses 3-pt jump shot from 25 ft,,4,74,100,-26,2406.0
7:51.0, ,74-100,Offensive rebound by A. Horford,,4,74,100,-26,2409.0
7:46.0, ,74-102,J. Brown makes 2-pt jump shot from 14 ft,,4,74,102,-28,2414.0
7:44.0,Miami full timeout,74-102, ,,4,74,102,-28,2416.0
7:44.0, ,74-102,A. Nesmith enters the game for J. Brown,,4,74,102,-28,2416.0
7:27.0,G. Vincent makes 3-pt jump shot from 26 ft (assist by T. Herro),77-102, ,,4,77,102,-25,2433.0
6:58.0, ,77-104,J. Richardson makes 2-pt jump shot from 13 ft,,4,77,104,-27,2462.0
6:42.0,B. Adebayo misses 2-pt hook shot from 7 ft,77-104, ,,4,77,104,-27,2478.0
6:40.0, ,77-104,Defensive rebound by J. Richardson,,4,77,104,-27,2480.0
6:22.0, ,77-106,G. Williams makes 2-pt jump shot from 4 ft,,4,77,106,-29,2498.0
6:00.0,G. Vincent makes 3-pt jump shot from 27 ft (assist by B. Adebayo),80-106, ,,4,80,106,-26,2520.0
5:43.0, ,80-106,A. Nesmith misses 2-pt layup from 8 ft,,4,80,106,-26,2537.0
5:40.0,Defensive rebound by C. Silva,80-106, ,,4,80,106,-26,2540.0
5:34.0,M. Strus makes 3-pt jump shot from 27 ft (assist by G. Vincent),83-106, ,,4,83,106,-23,2546.0
5:13.0, ,83-106,J. Richardson misses 3-pt jump shot from 27 ft,,4,83,106,-23,2567.0
5:09.0, ,83-106,Offensive rebound by G. Williams,,4,83,106,-23,2571.0
5:03.0, ,83-106,Shooting foul by C. Silva (drawn by A. Horford),,4,83,106,-23,2577.0
5:03.0, ,83-107,A. Horford makes free throw 1 of 2,,4,83,107,-24,2577.0
5:03.0,K. Guy enters the game for B. Adebayo,83-107, ,,4,83,107,-24,2577.0
5:03.0,U. Haslem enters the game for T. Herro,83-107, ,,4,83,107,-24,2577.0
5:03.0,D. Robinson enters the game for G. Vincent,83-107, ,,4,83,107,-24,2577.0
5:03.0, ,83-107,E. Freedom enters the game for J. Richardson,,4,83,107,-24,2577.0
5:03.0, ,83-107,R. Langford enters the game for D. Schröder,,4,83,107,-24,2577.0
5:03.0, ,83-107,P. Pritchard enters the game for G. Williams,,4,83,107,-24,2577.0
5:03.0, ,83-108,A. Horford makes free throw 2 of 2,,4,83,108,-25,2577.0
4:48.0,K. Guy misses 2-pt layup from 3 ft (block by A. Horford),83-108, ,,4,83,108,-25,2592.0
4:45.0, ,83-108,Defensive rebound by A. Horford,,4,83,108,-25,2595.0
4:40.0, ,83-110,A. Horford makes 2-pt layup from 2 ft,,4,83,110,-27,2600.0
4:40.0,Violation by Team (def goaltending),83-110, ,,4,83,110,-27,2600.0
4:38.0,Personal take foul by P. Pritchard (drawn by K. Guy),83-110, ,,4,83,110,-27,2602.0
4:38.0, ,83-110,S. Hauser enters the game for A. Horford,,4,83,110,-27,2602.0
4:22.0,Turnover by C. Silva (bad pass),83-110, ,,4,83,110,-27,2618.0
4:05.0, ,83-110,R. Langford misses 3-pt jump shot from 25 ft,,4,83,110,-27,2635.0
4:03.0,Defensive rebound by M. Strus,83-110, ,,4,83,110,-27,2637.0
3:57.0,K. Guy misses 3-pt jump shot from 26 ft,83-110, ,,4,83,110,-27,2643.0
3:55.0,Offensive rebound by Team,83-110, ,,4,83,110,-27,2645.0
3:54.0,Turnover by K. Guy (bad pass),83-110, ,,4,83,110,-27,2646.0
3:41.0, ,83-113,S. Hauser makes 3-pt jump shot from 23 ft (assist by P. Pritchard),,4,83,113,-30,2659.0
3:28.0,Personal foul by S. Hauser (drawn by K. Guy),83-113, ,,4,83,113,-30,2672.0
3:18.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by U. Haslem),86-113, ,,4,86,113,-27,2682.0
3:04.0, ,86-113,Shooting foul by C. Silva (drawn by E. Freedom),,4,86,113,-27,2696.0
3:04.0, ,86-114,E. Freedom makes free throw 1 of 2,,4,86,114,-28,2696.0
3:04.0, ,86-115,E. Freedom makes free throw 2 of 2,,4,86,115,-29,2696.0
2:50.0,U. Haslem misses 2-pt jump shot from 10 ft,86-115, ,,4,86,115,-29,2710.0
2:47.0, ,86-115,Defensive rebound by E. Freedom,,4,86,115,-29,2713.0
2:33.0, ,86-115,Turnover by P. Pritchard (traveling),,4,86,115,-29,2727.0
2:33.0, ,86-115,Boston full timeout,,4,86,115,-29,2727.0
2:33.0, ,86-115,B. Fernando enters the game for E. Freedom,,4,86,115,-29,2727.0
2:23.0,D. Robinson misses 3-pt jump shot from 27 ft,86-115, ,,4,86,115,-29,2737.0
2:19.0, ,86-115,Defensive rebound by P. Pritchard,,4,86,115,-29,2741.0
2:04.0, ,86-117,A. Nesmith makes 2-pt jump shot from 18 ft (assist by B. Fernando),,4,86,117,-31,2756.0
1:49.0,Turnover by U. Haslem (out of bounds lost ball),86-117, ,,4,86,117,-31,2771.0
1:34.0, ,86-117,A. Nesmith misses 3-pt jump shot from 23 ft,,4,86,117,-31,2786.0
1:31.0,Defensive rebound by U. Haslem,86-117, ,,4,86,117,-31,2789.0
1:25.0,Shooting foul by S. Hauser (drawn by K. Guy),86-117, ,,4,86,117,-31,2795.0
1:25.0,K. Guy misses free throw 1 of 2,86-117, ,,4,86,117,-31,2795.0
1:25.0,Offensive rebound by Team,86-117, ,,4,86,117,-31,2795.0
1:25.0,K. Guy makes free throw 2 of 2,87-117, ,,4,87,117,-30,2795.0
1:15.0, ,87-117,R. Langford misses 2-pt jump shot from 3 ft,,4,87,117,-30,2805.0
1:13.0,Defensive rebound by D. Robinson,87-117, ,,4,87,117,-30,2807.0
1:04.0,Turnover by K. Guy (bad pass; steal by A. Nesmith),87-117, ,,4,87,117,-30,2816.0
0:58.0, ,87-117,R. Langford misses 3-pt jump shot from 26 ft,,4,87,117,-30,2822.0
0:56.0, ,87-117,Offensive rebound by B. Fernando,,4,87,117,-30,2824.0
0:55.0, ,87-117,B. Fernando misses 2-pt layup from 2 ft (block by C. Silva),,4,87,117,-30,2825.0
0:53.0,Defensive rebound by Team,87-117, ,,4,87,117,-30,2827.0
0:53.0,Jump ball: C. Silva vs. B. Fernando (D. Robinson gains possession),87-117,,,4,87,117,-30,2827.0
0:43.0,M. Strus makes 3-pt jump shot from 25 ft (assist by C. Silva),90-117, ,,4,90,117,-27,2837.0
0:35.0, ,90-120,B. Fernando makes 3-pt jump shot from 26 ft (assist by P. Pritchard),,4,90,120,-30,2845.0
0:28.0,Turnover by K. Guy (bad pass; steal by A. Nesmith),90-120, ,,4,90,120,-30,2852.0
0:26.0, ,90-120,Shooting foul by M. Strus (drawn by A. Nesmith),,4,90,120,-30,2854.0
0:26.0, ,90-121,A. Nesmith makes free throw 1 of 2,,4,90,121,-31,2854.0
0:26.0, ,90-122,A. Nesmith makes free throw 2 of 2,,4,90,122,-32,2854.0
0:15.0,U. Haslem makes 2-pt layup from 2 ft (assist by C. Silva),92-122, ,,4,92,122,-30,2865.0
0:00.0,End of 4th quarter,92-122,,,4,92,122,-30,2880.0
