Time,Miami,Score,Detroit,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:30.0,Defensive rebound by D. Dedmon,61-72, ,,3,61,72,-11,2010.0
2:20.0,T. Herro makes 2-pt jump shot from 11 ft,63-72, ,,3,63,72,-9,2020.0
1:55.0, ,63-72,S. Bey misses 3-pt jump shot from 24 ft,,3,63,72,-9,2045.0
1:44.0, ,63-72,Offensive rebound by Team,,3,63,72,-9,2056.0
1:44.0,G. Vincent enters the game for D. Robinson,63-72, ,,3,63,72,-9,2056.0
1:44.0, ,63-72,H. Diallo enters the game for S. Bey,,3,63,72,-9,2056.0
1:44.0,Jump ball: T. Lyles vs. D. Dedmon (H. Diallo gains possession),63-72,,,3,63,72,-9,2056.0
1:44.0, ,63-74,H. Diallo makes 2-pt layup from 4 ft,,3,63,74,-11,2056.0
1:44.0,Shooting foul by F. Jackson (drawn by G. Vincent),63-74, ,,3,63,74,-11,2056.0
1:44.0,G. Vincent misses free throw 1 of 2,63-74, ,,3,63,74,-11,2056.0
1:44.0,Offensive rebound by Team,63-74, ,,3,63,74,-11,2056.0
1:44.0,G. Vincent makes free throw 2 of 2,64-74, ,,3,64,74,-10,2056.0
1:28.0, ,64-74,F. Jackson misses 2-pt layup from 4 ft,,3,64,74,-10,2072.0
1:25.0,Defensive rebound by D. Dedmon,64-74, ,,3,64,74,-10,2075.0
1:19.0,T. Herro misses 3-pt jump shot from 25 ft,64-74, ,,3,64,74,-10,2081.0
1:17.0,Offensive rebound by D. Dedmon,64-74, ,,3,64,74,-10,2083.0
1:05.0,J. Butler misses 2-pt jump shot from 21 ft,64-74, ,,3,64,74,-10,2095.0
1:01.0,Offensive rebound by J. Butler,64-74, ,,3,64,74,-10,2099.0
1:01.0,Shooting foul by S. Lee (drawn by J. Butler),64-74, ,,3,64,74,-10,2099.0
1:01.0, ,64-74,J. Jackson enters the game for J. Grant,,3,64,74,-10,2099.0
1:01.0,J. Butler makes free throw 1 of 2,65-74, ,,3,65,74,-9,2099.0
1:01.0,J. Butler misses free throw 2 of 2,65-74, ,,3,65,74,-9,2099.0
0:52.0, ,65-74,Defensive rebound by T. Lyles,,3,65,74,-9,2108.0
0:36.0, ,65-74,J. Jackson misses 2-pt jump shot from 21 ft,,3,65,74,-9,2124.0
0:36.0,Defensive rebound by T. Herro,65-74, ,,3,65,74,-9,2124.0
0:27.0,T. Herro makes 2-pt layup from 3 ft,67-74, ,,3,67,74,-7,2133.0
0:03.0, ,67-74,F. Jackson misses 3-pt jump shot from 24 ft,,3,67,74,-7,2157.0
0:03.0, ,67-74,Offensive rebound by H. Diallo,,3,67,74,-7,2157.0
0:00.0, ,67-76,H. Diallo makes 2-pt layup from 4 ft,,3,67,76,-9,2160.0
0:00.0,End of 3rd quarter,67-76,,,3,67,76,-9,2160.0
12:00.0,Start of 4th quarter,67-76,,,4,67,76,-9,2160.0
11:53.0,Personal foul by H. Diallo (drawn by K. Lowry),67-76, ,,4,67,76,-9,2167.0
11:47.0,T. Herro misses 2-pt jump shot from 9 ft,67-76, ,,4,67,76,-9,2173.0
11:44.0,Offensive rebound by D. Dedmon,67-76, ,,4,67,76,-9,2176.0
11:43.0,G. Vincent misses 3-pt jump shot from 27 ft,67-76, ,,4,67,76,-9,2177.0
11:41.0, ,67-76,Defensive rebound by Team,,4,67,76,-9,2179.0
11:41.0,Loose ball foul by D. Dedmon (drawn by L. Garza),67-76, ,,4,67,76,-9,2179.0
11:24.0, ,67-76,J. Jackson misses 2-pt jump shot from 4 ft (block by K. Lowry),,4,67,76,-9,2196.0
11:24.0,Defensive rebound by Team,67-76, ,,4,67,76,-9,2196.0
11:14.0,Shooting foul by F. Jackson (drawn by C. Martin),67-76, ,,4,67,76,-9,2206.0
11:14.0,C. Martin misses free throw 1 of 2,67-76, ,,4,67,76,-9,2206.0
11:14.0,Offensive rebound by Team,67-76, ,,4,67,76,-9,2206.0
11:14.0,C. Martin makes free throw 2 of 2,68-76, ,,4,68,76,-8,2206.0
10:55.0, ,68-76,C. Cunningham misses 3-pt jump shot from 28 ft,,4,68,76,-8,2225.0
10:53.0, ,68-76,Offensive rebound by H. Diallo,,4,68,76,-8,2227.0
10:47.0, ,68-76,Personal foul by G. Vincent (drawn by F. Jackson),,4,68,76,-8,2233.0
10:39.0, ,68-76,Def 3 sec tech foul by Team,,4,68,76,-8,2241.0
10:39.0, ,68-77,C. Cunningham makes technical free throw,,4,68,77,-9,2241.0
10:28.0, ,68-77,Turnover by C. Cunningham (traveling),,4,68,77,-9,2252.0
10:16.0,T. Herro makes 3-pt jump shot from 23 ft (assist by K. Lowry),71-77, ,,4,71,77,-6,2264.0
10:05.0, ,71-77,H. Diallo misses 2-pt jump shot from 11 ft,,4,71,77,-6,2275.0
10:02.0,Defensive rebound by K. Lowry,71-77, ,,4,71,77,-6,2278.0
9:58.0,T. Herro makes 3-pt jump shot from 26 ft (assist by K. Lowry),74-77, ,,4,74,77,-3,2282.0
9:58.0, ,74-77,Detroit full timeout,,4,74,77,-3,2282.0
9:58.0, ,74-77,S. Bey enters the game for J. Jackson,,4,74,77,-3,2282.0
9:35.0, ,74-77,Turnover by S. Bey (lost ball; steal by K. Lowry),,4,74,77,-3,2305.0
9:29.0,C. Martin makes 2-pt dunk from 2 ft (assist by K. Lowry),76-77, ,,4,76,77,-1,2311.0
9:19.0, ,76-77,L. Garza misses 2-pt jump shot from 7 ft,,4,76,77,-1,2321.0
9:19.0,Defensive rebound by D. Dedmon,76-77, ,,4,76,77,-1,2321.0
9:13.0,K. Lowry misses 3-pt jump shot from 24 ft,76-77, ,,4,76,77,-1,2327.0
9:09.0, ,76-77,Defensive rebound by S. Bey,,4,76,77,-1,2331.0
8:51.0, ,76-79,S. Bey makes 2-pt jump shot from 12 ft (assist by C. Cunningham),,4,76,79,-3,2349.0
8:24.0,D. Dedmon makes 2-pt layup from 5 ft (assist by K. Lowry),78-79, ,,4,78,79,-1,2376.0
8:17.0, ,78-79,Turnover by C. Cunningham (bad pass; steal by C. Martin),,4,78,79,-1,2383.0
8:09.0,T. Herro makes 2-pt jump shot from 18 ft,80-79, ,Lead change,4,80,79,1,2391.0
7:54.0, ,80-79,Offensive foul by L. Garza (drawn by G. Vincent),,4,80,79,1,2406.0
7:54.0, ,80-79,Turnover by L. Garza (offensive foul),,4,80,79,1,2406.0
7:54.0, ,80-79,J. Grant enters the game for H. Diallo,,4,80,79,1,2406.0
7:54.0, ,80-79,C. Joseph enters the game for L. Garza,,4,80,79,1,2406.0
7:54.0, ,80-79,T. Lyles enters the game for F. Jackson,,4,80,79,1,2406.0
7:42.0,T. Herro makes 3-pt jump shot from 29 ft,83-79, ,,4,83,79,4,2418.0
7:30.0, ,83-79,C. Cunningham misses 3-pt jump shot from 25 ft,,4,83,79,4,2430.0
7:26.0,Defensive rebound by T. Herro,83-79, ,,4,83,79,4,2434.0
7:22.0,D. Dedmon makes 2-pt dunk from 3 ft (assist by K. Lowry),85-79, ,,4,85,79,6,2438.0
7:22.0, ,85-79,Detroit full timeout,,4,85,79,6,2438.0
6:58.0, ,85-79,C. Joseph misses 2-pt layup from 4 ft (block by K. Lowry),,4,85,79,6,2462.0
6:55.0,Defensive rebound by G. Vincent,85-79, ,,4,85,79,6,2465.0
6:41.0,G. Vincent misses 3-pt jump shot from 23 ft,85-79, ,,4,85,79,6,2479.0
6:39.0,Offensive rebound by C. Martin,85-79, ,,4,85,79,6,2481.0
6:36.0,G. Vincent misses 3-pt jump shot from 23 ft,85-79, ,,4,85,79,6,2484.0
6:33.0, ,85-79,Defensive rebound by C. Joseph,,4,85,79,6,2487.0
6:30.0, ,85-79,S. Bey misses 2-pt jump shot from 4 ft (block by C. Martin),,4,85,79,6,2490.0
6:22.0,Defensive rebound by T. Herro,85-79, ,,4,85,79,6,2498.0
6:14.0,T. Herro misses 3-pt jump shot from 24 ft,85-79, ,,4,85,79,6,2506.0
6:10.0, ,85-79,Defensive rebound by J. Grant,,4,85,79,6,2510.0
6:01.0, ,85-79,Shooting foul by K. Lowry (drawn by J. Grant),,4,85,79,6,2519.0
6:01.0, ,85-80,J. Grant makes free throw 1 of 2,,4,85,80,5,2519.0
6:01.0, ,85-80,F. Jackson enters the game for T. Lyles,,4,85,80,5,2519.0
6:01.0, ,85-80,J. Grant misses free throw 2 of 2,,4,85,80,5,2519.0
5:57.0,Defensive rebound by T. Herro,85-80, ,,4,85,80,5,2523.0
5:38.0,K. Lowry makes 3-pt jump shot from 30 ft (assist by T. Herro),88-80, ,,4,88,80,8,2542.0
5:32.0, ,88-80,Personal foul by G. Vincent (drawn by C. Cunningham),,4,88,80,8,2548.0
5:18.0, ,88-82,F. Jackson makes 2-pt jump shot from 11 ft (assist by J. Grant),,4,88,82,6,2562.0
5:11.0,Miami full timeout,88-82, ,,4,88,82,6,2569.0
5:11.0,B. Adebayo enters the game for D. Dedmon,88-82, ,,4,88,82,6,2569.0
5:11.0,J. Butler enters the game for G. Vincent,88-82, ,,4,88,82,6,2569.0
5:02.0,Turnover by T. Herro (bad pass),88-82, ,,4,88,82,6,2578.0
4:40.0, ,88-82,C. Cunningham misses 3-pt jump shot from 28 ft,,4,88,82,6,2600.0
4:36.0,Defensive rebound by K. Lowry,88-82, ,,4,88,82,6,2604.0
4:30.0,K. Lowry misses 2-pt layup from 6 ft,88-82, ,,4,88,82,6,2610.0
4:26.0,Offensive rebound by K. Lowry,88-82, ,,4,88,82,6,2614.0
4:25.0,K. Lowry makes 2-pt layup from 3 ft,90-82, ,,4,90,82,8,2615.0
4:11.0, ,90-82,J. Grant misses 2-pt jump shot from 7 ft,,4,90,82,8,2629.0
4:11.0,Defensive rebound by J. Butler,90-82, ,,4,90,82,8,2629.0
4:06.0,Personal foul by F. Jackson (drawn by B. Adebayo),90-82, ,,4,90,82,8,2634.0
3:59.0,T. Herro makes 2-pt jump shot from 19 ft (assist by B. Adebayo),92-82, ,,4,92,82,10,2641.0
3:48.0, ,92-82,C. Cunningham misses 3-pt jump shot from 23 ft,,4,92,82,10,2652.0
3:45.0,Defensive rebound by K. Lowry,92-82, ,,4,92,82,10,2655.0
3:43.0,J. Butler makes 2-pt layup from 6 ft (assist by K. Lowry),94-82, ,,4,94,82,12,2657.0
3:43.0, ,94-82,Detroit full timeout,,4,94,82,12,2657.0
3:28.0, ,94-82,F. Jackson misses 3-pt jump shot from 26 ft,,4,94,82,12,2672.0
3:24.0,Defensive rebound by C. Martin,94-82, ,,4,94,82,12,2676.0
3:12.0,Miami full timeout,94-82, ,,4,94,82,12,2688.0
3:08.0,C. Martin misses 3-pt jump shot from 23 ft,94-82, ,,4,94,82,12,2692.0
3:03.0, ,94-82,Defensive rebound by J. Grant,,4,94,82,12,2697.0
2:48.0, ,94-82,Turnover by C. Joseph (lost ball; steal by J. Butler),,4,94,82,12,2712.0
2:37.0,Turnover by K. Lowry (bad pass; steal by C. Joseph),94-82, ,,4,94,82,12,2723.0
2:32.0, ,94-84,C. Joseph makes 2-pt layup from 4 ft,,4,94,84,10,2728.0
2:06.0,Turnover by C. Martin (traveling),94-84, ,,4,94,84,10,2754.0
1:44.0, ,94-84,S. Bey misses 2-pt layup from 7 ft,,4,94,84,10,2776.0
1:39.0,Defensive rebound by K. Lowry,94-84, ,,4,94,84,10,2781.0
1:27.0,Turnover by K. Lowry (bad pass),94-84, ,,4,94,84,10,2793.0
1:18.0, ,94-84,Shooting foul by B. Adebayo (drawn by J. Grant),,4,94,84,10,2802.0
1:18.0, ,94-85,J. Grant makes free throw 1 of 2,,4,94,85,9,2802.0
1:18.0, ,94-86,J. Grant makes free throw 2 of 2,,4,94,86,8,2802.0
1:11.0,Turnover by K. Lowry (bad pass; steal by C. Cunningham),94-86, ,,4,94,86,8,2809.0
1:09.0, ,94-88,S. Bey makes 2-pt layup from 3 ft (assist by C. Cunningham),,4,94,88,6,2811.0
0:56.0,Shooting foul by J. Grant (drawn by B. Adebayo),94-88, ,,4,94,88,6,2824.0
0:56.0,B. Adebayo misses free throw 1 of 2,94-88, ,,4,94,88,6,2824.0
0:56.0,Offensive rebound by Team,94-88, ,,4,94,88,6,2824.0
0:56.0,B. Adebayo makes free throw 2 of 2,95-88, ,,4,95,88,7,2824.0
0:51.0, ,95-88,F. Jackson misses 3-pt jump shot from 28 ft,,4,95,88,7,2829.0
0:48.0,Defensive rebound by B. Adebayo,95-88, ,,4,95,88,7,2832.0
0:39.0,B. Adebayo makes 2-pt layup from 5 ft (assist by K. Lowry),97-88, ,,4,97,88,9,2841.0
0:32.0, ,97-88,Turnover by C. Joseph (lost ball; steal by C. Martin),,4,97,88,9,2848.0
0:31.0,Personal take foul by F. Jackson (drawn by K. Lowry),97-88, ,,4,97,88,9,2849.0
0:31.0, ,97-88,H. Diallo enters the game for F. Jackson,,4,97,88,9,2849.0
0:31.0,K. Lowry makes free throw 1 of 2,98-88, ,,4,98,88,10,2849.0
0:31.0,K. Lowry makes free throw 2 of 2,99-88, ,,4,99,88,11,2849.0
0:27.0, ,99-90,J. Grant makes 2-pt jump shot from 5 ft (assist by C. Joseph),,4,99,90,9,2853.0
0:20.0,Turnover by T. Herro (out of bounds lost ball),99-90, ,,4,99,90,9,2860.0
0:18.0, ,99-92,H. Diallo makes 2-pt dunk from 3 ft (assist by J. Grant),,4,99,92,7,2862.0
0:18.0,Miami full timeout,99-92, ,,4,99,92,7,2862.0
0:08.0,Turnover by J. Butler (lost ball; steal by C. Joseph),99-92, ,,4,99,92,7,2872.0
0:03.0, ,99-92,S. Bey misses 3-pt jump shot from 28 ft,,4,99,92,7,2877.0
0:00.0,Defensive rebound by T. Herro,99-92, ,,4,99,92,7,2880.0
0:00.0,Personal foul by S. Bey (drawn by T. Herro),99-92, ,,4,99,92,7,2880.0
0:00.0,T. Herro misses free throw 1 of 2,99-92, ,,4,99,92,7,2880.0
0:00.0,Offensive rebound by Team,99-92, ,,4,99,92,7,2880.0
0:00.0,T. Herro makes free throw 2 of 2,100-92, ,,4,100,92,8,2880.0
0:00.0,End of 4th quarter,100-92,,,4,100,92,8,2880.0
