Time,Detroit,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:17.0, ,62-68,D. Robinson misses 3-pt jump shot from 26 ft,,3,68,62,6,1903.0
4:14.0,Defensive rebound by J. Grant,62-68, ,,3,68,62,6,1906.0
4:03.0,K. Hayes misses 3-pt jump shot from 23 ft,62-68, ,,3,68,62,6,1917.0
4:00.0, ,62-68,Defensive rebound by P. Tucker,,3,68,62,6,1920.0
3:55.0, ,62-68,K. Lowry misses 2-pt layup from 2 ft,,3,68,62,6,1925.0
3:53.0,Defensive rebound by I. Livers,62-68, ,,3,68,62,6,1927.0
3:52.0,Personal take foul by M. Morris (drawn by S. Bey),62-68, ,,3,68,62,6,1928.0
3:52.0, ,62-68,D. Dedmon enters the game for M. Morris,,3,68,62,6,1928.0
3:52.0, ,62-68,M. Strus enters the game for D. Robinson,,3,68,62,6,1928.0
3:43.0,Shooting foul by P. Tucker (drawn by J. Grant),62-68, ,,3,68,62,6,1937.0
3:43.0,J. Grant makes free throw 1 of 2,63-68, ,,3,68,63,5,1937.0
3:43.0,J. Grant makes free throw 2 of 2,64-68, ,,3,68,64,4,1937.0
3:30.0, ,64-68,Offensive foul by D. Dedmon (drawn by I. Livers),,3,68,64,4,1950.0
3:30.0, ,64-68,Turnover by D. Dedmon (offensive foul),,3,68,64,4,1950.0
3:12.0,M. Bagley makes 2-pt hook shot from 6 ft,66-68, ,,3,68,66,2,1968.0
2:51.0, ,66-68,P. Tucker misses 2-pt jump shot from 11 ft,,3,68,66,2,1989.0
2:47.0,Defensive rebound by S. Bey,66-68, ,,3,68,66,2,1993.0
2:41.0,K. Hayes makes 2-pt layup from 2 ft (assist by M. Bagley),68-68, ,Tie,3,68,68,0,1999.0
2:41.0, ,68-68,Miami full timeout,,3,68,68,0,1999.0
2:41.0, ,68-68,V. Oladipo enters the game for P. Tucker,,3,68,68,0,1999.0
2:34.0, ,68-68,Personal foul by K. Hayes (drawn by K. Lowry),,3,68,68,0,2006.0
2:27.0, ,68-68,Turnover by M. Strus (lost ball; steal by J. Grant),,3,68,68,0,2013.0
2:24.0,J. Grant makes 2-pt dunk from 1 ft,70-68, ,Lead change,3,68,70,-2,2016.0
2:01.0, ,70-68,T. Herro misses 2-pt jump shot from 3 ft,,3,68,70,-2,2039.0
1:58.0, ,70-68,Offensive rebound by D. Dedmon,,3,68,70,-2,2042.0
1:57.0, ,70-68,D. Dedmon misses 2-pt dunk from 1 ft,,3,68,70,-2,2043.0
1:57.0, ,70-68,Offensive rebound by D. Dedmon,,3,68,70,-2,2043.0
1:54.0, ,70-68,D. Dedmon misses 2-pt layup from 2 ft (block by M. Bagley),,3,68,70,-2,2046.0
1:54.0,Defensive rebound by I. Livers,70-68, ,,3,68,70,-2,2046.0
1:45.0,I. Livers makes 3-pt jump shot from 27 ft (assist by K. Hayes),73-68, ,,3,68,73,-5,2055.0
1:29.0, ,73-68,K. Lowry misses 3-pt jump shot from 27 ft,,3,68,73,-5,2071.0
1:26.0,Defensive rebound by I. Livers,73-68, ,,3,68,73,-5,2074.0
1:13.0,M. Bagley misses 2-pt hook shot from 7 ft,73-68, ,,3,68,73,-5,2087.0
1:10.0, ,73-68,Defensive rebound by K. Lowry,,3,68,73,-5,2090.0
0:59.0, ,73-68,T. Herro misses 3-pt jump shot from 29 ft,,3,68,73,-5,2101.0
0:55.0, ,73-68,Offensive rebound by M. Strus,,3,68,73,-5,2105.0
0:54.0, ,73-68,K. Lowry misses 3-pt jump shot from 27 ft,,3,68,73,-5,2106.0
0:49.0,Defensive rebound by Team,73-68, ,,3,68,73,-5,2111.0
0:49.0,K. Olynyk enters the game for J. Grant,73-68, ,,3,68,73,-5,2111.0
0:49.0, ,73-68,G. Vincent enters the game for K. Lowry,,3,68,73,-5,2111.0
0:32.0,Shooting foul by V. Oladipo (drawn by M. Bagley),73-68, ,,3,68,73,-5,2128.0
0:32.0,M. Bagley misses free throw 1 of 2,73-68, ,,3,68,73,-5,2128.0
0:32.0,Offensive rebound by Team,73-68, ,,3,68,73,-5,2128.0
0:32.0,M. Bagley misses free throw 2 of 2,73-68, ,,3,68,73,-5,2128.0
0:28.0,Offensive rebound by K. Olynyk,73-68, ,,3,68,73,-5,2132.0
0:27.0,K. Olynyk misses 2-pt layup from 3 ft,73-68, ,,3,68,73,-5,2133.0
0:24.0, ,73-68,Defensive rebound by M. Strus,,3,68,73,-5,2136.0
0:05.0, ,73-68,M. Strus misses 3-pt jump shot from 30 ft,,3,68,73,-5,2155.0
0:02.0,Defensive rebound by K. Olynyk,73-68, ,,3,68,73,-5,2158.0
0:00.0,End of 3rd quarter,73-68,,,3,68,73,-5,2160.0
12:00.0,Start of 4th quarter,73-68,,,4,68,73,-5,2160.0
11:43.0, ,73-70,M. Strus makes 2-pt layup from 2 ft (assist by T. Herro),,4,70,73,-3,2177.0
11:26.0,Offensive foul by M. Bagley (drawn by G. Vincent),73-70, ,,4,70,73,-3,2194.0
11:26.0,Turnover by M. Bagley (offensive foul),73-70, ,,4,70,73,-3,2194.0
11:26.0,J. Grant enters the game for S. Bey,73-70, ,,4,70,73,-3,2194.0
11:14.0, ,73-73,M. Strus makes 3-pt jump shot from 27 ft (assist by T. Herro),Tie,4,73,73,0,2206.0
10:51.0,J. Grant misses 3-pt jump shot from 27 ft,73-73, ,,4,73,73,0,2229.0
10:44.0, ,73-73,Defensive rebound by T. Herro,,4,73,73,0,2236.0
10:35.0, ,73-73,T. Herro misses 2-pt jump shot from 17 ft,,4,73,73,0,2245.0
10:30.0,Defensive rebound by M. Bagley,73-73, ,,4,73,73,0,2250.0
10:26.0,Turnover by K. Olynyk (bad pass),73-73, ,,4,73,73,0,2254.0
10:13.0, ,73-73,M. Strus misses 2-pt dunk from 3 ft (block by J. Grant),,4,73,73,0,2267.0
10:13.0, ,73-73,Offensive rebound by Team,,4,73,73,0,2267.0
10:09.0, ,73-76,M. Strus makes 3-pt jump shot from 26 ft (assist by B. Adebayo),Lead change,4,76,73,3,2271.0
9:48.0,I. Livers makes 3-pt jump shot from 24 ft (assist by C. Joseph),76-76, ,Tie,4,76,76,0,2292.0
9:39.0, ,76-76,Personal foul by K. Olynyk (drawn by T. Herro),,4,76,76,0,2301.0
9:33.0, ,76-79,M. Strus makes 3-pt jump shot from 24 ft (assist by T. Herro),,4,79,76,3,2307.0
9:16.0,M. Bagley misses 3-pt jump shot from 26 ft,76-79, ,,4,79,76,3,2324.0
9:13.0,Offensive rebound by K. Olynyk,76-79, ,,4,79,76,3,2327.0
9:02.0,J. Grant misses 3-pt jump shot from 23 ft,76-79, ,,4,79,76,3,2338.0
8:58.0, ,76-79,Defensive rebound by B. Adebayo,,4,79,76,3,2342.0
8:48.0, ,76-81,M. Strus makes 2-pt layup at rim (assist by V. Oladipo),,4,81,76,5,2352.0
8:48.0,Detroit full timeout,76-81, ,,4,81,76,5,2352.0
8:27.0,I. Livers makes 2-pt jump shot from 10 ft (assist by C. Joseph),78-81, ,,4,81,78,3,2373.0
8:10.0, ,78-81,Turnover by M. Strus (lost ball; steal by I. Livers),,4,81,78,3,2390.0
8:07.0,I. Livers makes 2-pt layup from 1 ft,80-81, ,,4,81,80,1,2393.0
7:57.0, ,80-81,G. Vincent misses 3-pt jump shot from 23 ft,,4,81,80,1,2403.0
7:53.0,Defensive rebound by K. Olynyk,80-81, ,,4,81,80,1,2407.0
7:45.0,M. Bagley makes 2-pt jump shot from 2 ft,82-81, ,Lead change,4,81,82,-1,2415.0
7:45.0, ,82-81,Miami full timeout,,4,81,82,-1,2415.0
7:45.0,I. Stewart enters the game for K. Olynyk,82-81, ,,4,81,82,-1,2415.0
7:34.0, ,82-81,B. Adebayo misses 2-pt dunk from 2 ft (block by I. Stewart),,4,81,82,-1,2426.0
7:31.0,Defensive rebound by M. Bagley,82-81, ,,4,81,82,-1,2429.0
7:23.0,Offensive foul by M. Bagley (drawn by M. Strus),82-81, ,,4,81,82,-1,2437.0
7:23.0,Turnover by M. Bagley (offensive foul),82-81, ,,4,81,82,-1,2437.0
7:05.0, ,82-81,B. Adebayo misses 2-pt hook shot from 7 ft,,4,81,82,-1,2455.0
7:03.0,Defensive rebound by I. Stewart,82-81, ,,4,81,82,-1,2457.0
6:46.0,J. Grant misses 2-pt jump shot from 15 ft,82-81, ,,4,81,82,-1,2474.0
6:41.0, ,82-81,Defensive rebound by T. Herro,,4,81,82,-1,2479.0
6:36.0, ,82-81,Shooting foul by J. Grant (drawn by T. Herro),,4,81,82,-1,2484.0
6:36.0, ,82-82,T. Herro makes free throw 1 of 2,Tie,4,82,82,0,2484.0
6:36.0,S. Bey enters the game for I. Livers,82-82, ,,4,82,82,0,2484.0
6:36.0, ,82-82,K. Lowry enters the game for G. Vincent,,4,82,82,0,2484.0
6:36.0, ,82-83,T. Herro makes free throw 2 of 2,Lead change,4,83,82,1,2484.0
6:20.0,Personal foul by V. Oladipo (drawn by J. Grant),82-83, ,,4,83,82,1,2500.0
6:11.0,J. Grant makes 2-pt jump shot from 18 ft (assist by C. Joseph),84-83, ,Lead change,4,83,84,-1,2509.0
5:58.0, ,84-83,Personal foul by I. Stewart (drawn by K. Lowry),,4,83,84,-1,2522.0
5:58.0, ,84-83,P. Tucker enters the game for V. Oladipo,,4,83,84,-1,2522.0
5:49.0, ,84-83,B. Adebayo misses 2-pt hook shot from 6 ft,,4,83,84,-1,2531.0
5:42.0,Defensive rebound by I. Stewart,84-83, ,,4,83,84,-1,2538.0
5:24.0,S. Bey misses 3-pt jump shot from 26 ft,84-83, ,,4,83,84,-1,2556.0
5:19.0, ,84-83,Defensive rebound by K. Lowry,,4,83,84,-1,2561.0
5:05.0, ,84-85,B. Adebayo makes 2-pt hook shot from 6 ft (assist by K. Lowry),Lead change,4,85,84,1,2575.0
4:46.0,C. Joseph makes 3-pt jump shot from 27 ft (assist by S. Bey),87-85, ,Lead change,4,85,87,-2,2594.0
4:33.0, ,87-85,Shooting foul by M. Bagley (drawn by B. Adebayo),,4,85,87,-2,2607.0
4:33.0, ,87-86,B. Adebayo makes free throw 1 of 2,,4,86,87,-1,2607.0
4:33.0, ,87-87,B. Adebayo makes free throw 2 of 2,Tie,4,87,87,0,2607.0
4:19.0,M. Bagley misses 3-pt jump shot from 24 ft,87-87, ,,4,87,87,0,2621.0
4:15.0, ,87-87,Defensive rebound by B. Adebayo,,4,87,87,0,2625.0
4:11.0, ,87-89,T. Herro makes 2-pt jump shot from 19 ft,Lead change,4,89,87,2,2629.0
4:08.0,Detroit full timeout,87-89, ,,4,89,87,2,2632.0
4:08.0,K. Hayes enters the game for M. Bagley,87-89, ,,4,89,87,2,2632.0
4:08.0,I. Livers enters the game for C. Joseph,87-89, ,,4,89,87,2,2632.0
3:52.0,J. Grant makes 2-pt jump shot from 14 ft (assist by K. Hayes),89-89, ,Tie,4,89,89,0,2648.0
3:34.0, ,89-92,M. Strus makes 3-pt jump shot from 27 ft (assist by T. Herro),,4,92,89,3,2666.0
3:22.0,I. Livers misses 3-pt jump shot from 26 ft,89-92, ,,4,92,89,3,2678.0
3:20.0, ,89-92,Defensive rebound by T. Herro,,4,92,89,3,2680.0
3:10.0, ,89-92,Shooting foul by I. Livers (drawn by B. Adebayo),,4,92,89,3,2690.0
3:10.0, ,89-93,B. Adebayo makes free throw 1 of 2,,4,93,89,4,2690.0
3:10.0, ,89-94,B. Adebayo makes free throw 2 of 2,,4,94,89,5,2690.0
2:58.0,S. Bey makes 3-pt jump shot from 23 ft (assist by K. Hayes),92-94, ,,4,94,92,2,2702.0
2:34.0, ,92-96,T. Herro makes 2-pt layup from 2 ft,,4,96,92,4,2726.0
2:18.0,K. Hayes makes 2-pt jump shot from 13 ft,94-96, ,,4,96,94,2,2742.0
1:57.0, ,94-99,T. Herro makes 3-pt jump shot from 26 ft,,4,99,94,5,2763.0
1:46.0,S. Bey misses 3-pt jump shot from 26 ft,94-99, ,,4,99,94,5,2774.0
1:42.0, ,94-99,Defensive rebound by M. Strus,,4,99,94,5,2778.0
1:24.0, ,94-99,M. Strus misses 3-pt jump shot from 28 ft,,4,99,94,5,2796.0
1:20.0,Defensive rebound by I. Livers,94-99, ,,4,99,94,5,2800.0
1:01.0,I. Stewart misses 2-pt jump shot from 8 ft,94-99, ,,4,99,94,5,2819.0
0:57.0, ,94-99,Defensive rebound by B. Adebayo,,4,99,94,5,2823.0
0:44.0, ,94-99,Personal foul by I. Stewart (drawn by B. Adebayo),,4,99,94,5,2836.0
0:44.0, ,94-100,B. Adebayo makes free throw 1 of 2,,4,100,94,6,2836.0
0:44.0, ,94-101,B. Adebayo makes free throw 2 of 2,,4,101,94,7,2836.0
0:44.0,Detroit full timeout,94-101, ,,4,101,94,7,2836.0
0:42.0,Personal foul by T. Herro (drawn by J. Grant),94-101, ,,4,101,94,7,2838.0
0:34.0,J. Grant misses 2-pt jump shot from 6 ft,94-101, ,,4,101,94,7,2846.0
0:31.0, ,94-101,Defensive rebound by B. Adebayo,,4,101,94,7,2849.0
0:26.0, ,94-101,Personal foul by K. Hayes (drawn by K. Lowry),,4,101,94,7,2854.0
0:26.0,C. Joseph enters the game for K. Hayes,94-101, ,,4,101,94,7,2854.0
0:26.0, ,94-102,K. Lowry makes free throw 1 of 2,,4,102,94,8,2854.0
0:26.0, ,94-103,K. Lowry makes free throw 2 of 2,,4,103,94,9,2854.0
0:13.0,S. Bey makes 2-pt layup from 2 ft (assist by I. Stewart),96-103, ,,4,103,96,7,2867.0
0:10.0, ,96-103,Personal take foul by S. Bey (drawn by K. Lowry),,4,103,96,7,2870.0
0:10.0, ,96-104,K. Lowry makes free throw 1 of 2,,4,104,96,8,2870.0
0:10.0, ,96-105,K. Lowry makes free throw 2 of 2,,4,105,96,9,2870.0
0:00.0,C. Joseph makes 2-pt layup from 3 ft (assist by S. Bey),98-105, ,,4,105,98,7,2880.0
0:00.0, ,98-105,Violation by Team (def goaltending),,4,105,98,7,2880.0
0:00.0,End of 4th quarter,98-105,,,4,105,98,7,2880.0
