Time,Miami,Score,Phoenix,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:37.0, ,93-71,C. Payne misses 2-pt jump shot from 22 ft,,3,93,71,22,2003.0
2:32.0,Defensive rebound by T. Herro,93-71, ,,3,93,71,22,2008.0
2:22.0,T. Herro makes 2-pt jump shot from 12 ft,95-71, ,,3,95,71,24,2018.0
1:59.0, ,95-71,J. Smith misses 2-pt jump shot from 13 ft,,3,95,71,24,2041.0
1:56.0,Defensive rebound by K. Lowry,95-71, ,,3,95,71,24,2044.0
1:50.0,K. Lowry misses 2-pt jump shot from 13 ft,95-71, ,,3,95,71,24,2050.0
1:48.0, ,95-71,Defensive rebound by J. Jackson,,3,95,71,24,2052.0
1:42.0, ,95-71,D. Booker misses 2-pt layup from 2 ft,,3,95,71,24,2058.0
1:42.0,Defensive rebound by Team,95-71, ,,3,95,71,24,2058.0
1:42.0, ,95-71,Loose ball foul by J. Smith (drawn by O. Yurtseven),,3,95,71,24,2058.0
1:42.0,K. Guy enters the game for K. Lowry,95-71, ,,3,95,71,24,2058.0
1:42.0,C. Silva enters the game for O. Yurtseven,95-71, ,,3,95,71,24,2058.0
1:42.0, ,95-71,C. Paul enters the game for D. Booker,,3,95,71,24,2058.0
1:33.0,Shooting foul by C. Payne (drawn by T. Herro),95-71, ,,3,95,71,24,2067.0
1:33.0, ,95-71,Technical foul by C. Payne,,3,95,71,24,2067.0
1:33.0,D. Robinson makes technical free throw,96-71, ,,3,96,71,25,2067.0
1:33.0,T. Herro makes free throw 1 of 2,97-71, ,,3,97,71,26,2067.0
1:33.0,T. Herro makes free throw 2 of 2,98-71, ,,3,98,71,27,2067.0
1:20.0, ,98-71,Def 3 sec tech foul by Team,,3,98,71,27,2080.0
1:20.0, ,98-71,C. Paul misses technical free throw,,3,98,71,27,2080.0
1:20.0, ,98-71,Offensive rebound by Team,,3,98,71,27,2080.0
1:16.0, ,98-73,C. Johnson makes 2-pt jump shot from 2 ft (assist by C. Payne),,3,98,73,25,2084.0
1:16.0, ,98-73,Shooting foul by C. Silva (drawn by C. Johnson),,3,98,73,25,2084.0
1:16.0, ,98-74,C. Johnson makes free throw 1 of 1,,3,98,74,24,2084.0
1:00.0,T. Herro misses 2-pt jump shot from 22 ft,98-74, ,,3,98,74,24,2100.0
1:00.0, ,98-74,Defensive rebound by C. Johnson,,3,98,74,24,2100.0
0:50.0, ,98-74,C. Payne misses 3-pt jump shot from 28 ft,,3,98,74,24,2110.0
0:46.0, ,98-74,Offensive rebound by C. Payne,,3,98,74,24,2114.0
0:44.0, ,98-74,C. Payne misses 3-pt jump shot from 27 ft,,3,98,74,24,2116.0
0:42.0, ,98-74,Offensive rebound by J. Smith,,3,98,74,24,2118.0
0:31.0, ,98-74,Shooting foul by T. Herro (drawn by J. Smith),,3,98,74,24,2129.0
0:31.0, ,98-75,J. Smith makes free throw 1 of 2,,3,98,75,23,2129.0
0:31.0,P. Tucker enters the game for C. Silva,98-75, ,,3,98,75,23,2129.0
0:31.0, ,98-76,J. Smith makes free throw 2 of 2,,3,98,76,22,2129.0
0:07.0,Turnover by Team (shot clock),98-76, ,,3,98,76,22,2153.0
0:07.0,C. Silva enters the game for K. Guy,98-76, ,,3,98,76,22,2153.0
0:01.0, ,98-79,J. Jackson makes 3-pt jump shot from 27 ft (assist by C. Paul),,3,98,79,19,2159.0
0:01.0, ,98-79,Away from play foul by C. Silva (drawn by J. Smith),,3,98,79,19,2159.0
0:01.0, ,98-79,J. Smith misses free throw 1 of 1,,3,98,79,19,2159.0
0:01.0,Defensive rebound by C. Silva,98-79, ,,3,98,79,19,2159.0
0:00.0,End of 3rd quarter,98-79,,,3,98,79,19,2160.0
12:00.0,Start of 4th quarter,98-79,,,4,98,79,19,2160.0
11:50.0, ,98-79,Def 3 sec tech foul by Team,,4,98,79,19,2170.0
11:50.0, ,98-80,C. Johnson makes technical free throw,,4,98,80,18,2170.0
11:34.0, ,98-80,C. Payne misses 3-pt jump shot from 31 ft,,4,98,80,18,2186.0
11:34.0, ,98-80,Offensive rebound by Team,,4,98,80,18,2186.0
11:34.0, ,98-80,Turnover by Team (shot clock),,4,98,80,18,2186.0
11:21.0,Turnover by C. Martin (out of bounds lost ball),98-80, ,,4,98,80,18,2199.0
11:13.0, ,98-80,Turnover by C. Paul (bad pass; steal by O. Yurtseven),,4,98,80,18,2207.0
11:03.0,D. Robinson makes 2-pt jump shot from 12 ft (assist by K. Guy),100-80, ,,4,100,80,20,2217.0
10:45.0, ,100-80,C. Paul misses 2-pt jump shot from 19 ft,,4,100,80,20,2235.0
10:41.0,Defensive rebound by T. Herro,100-80, ,,4,100,80,20,2239.0
10:30.0,Personal foul by C. Paul (drawn by C. Martin),100-80, ,,4,100,80,20,2250.0
10:30.0, ,100-80,D. Booker enters the game for J. Jackson,,4,100,80,20,2250.0
10:30.0, ,100-80,J. Crowder enters the game for C. Payne,,4,100,80,20,2250.0
10:26.0,Offensive foul by O. Yurtseven (drawn by J. Smith),100-80, ,,4,100,80,20,2254.0
10:26.0,Turnover by O. Yurtseven (offensive foul),100-80, ,,4,100,80,20,2254.0
10:15.0, ,100-83,C. Johnson makes 3-pt jump shot from 28 ft (assist by D. Booker),,4,100,83,17,2265.0
9:58.0,K. Guy misses 2-pt layup from 4 ft,100-83, ,,4,100,83,17,2282.0
9:57.0,Offensive rebound by C. Martin,100-83, ,,4,100,83,17,2283.0
9:55.0,C. Martin misses 2-pt jump shot from 9 ft,100-83, ,,4,100,83,17,2285.0
9:53.0, ,100-83,Defensive rebound by J. Crowder,,4,100,83,17,2287.0
9:49.0, ,100-83,Personal foul by T. Herro (drawn by D. Booker),,4,100,83,17,2291.0
9:49.0,K. Lowry enters the game for K. Guy,100-83, ,,4,100,83,17,2291.0
9:49.0, ,100-83,D. Ayton enters the game for J. Smith,,4,100,83,17,2291.0
9:43.0, ,100-83,C. Paul misses 2-pt jump shot from 16 ft,,4,100,83,17,2297.0
9:40.0,Defensive rebound by O. Yurtseven,100-83, ,,4,100,83,17,2300.0
9:25.0,D. Robinson misses 3-pt jump shot from 26 ft,100-83, ,,4,100,83,17,2315.0
9:23.0, ,100-83,Defensive rebound by C. Paul,,4,100,83,17,2317.0
9:20.0, ,100-83,Shooting foul by K. Lowry (drawn by D. Ayton),,4,100,83,17,2320.0
9:20.0, ,100-84,D. Ayton makes free throw 1 of 2,,4,100,84,16,2320.0
9:20.0, ,100-85,D. Ayton makes free throw 2 of 2,,4,100,85,15,2320.0
9:00.0,O. Yurtseven misses 2-pt jump shot from 12 ft,100-85, ,,4,100,85,15,2340.0
8:58.0, ,100-85,Defensive rebound by D. Ayton,,4,100,85,15,2342.0
8:52.0, ,100-85,Shooting foul by O. Yurtseven (drawn by D. Ayton),,4,100,85,15,2348.0
8:52.0, ,100-86,D. Ayton makes free throw 1 of 2,,4,100,86,14,2348.0
8:52.0, ,100-87,D. Ayton makes free throw 2 of 2,,4,100,87,13,2348.0
8:47.0,Miami full timeout,100-87, ,,4,100,87,13,2353.0
8:47.0,P. Tucker enters the game for C. Martin,100-87, ,,4,100,87,13,2353.0
8:47.0,Away from play foul by C. Paul (drawn by T. Herro),100-87, ,,4,100,87,13,2353.0
8:47.0,T. Herro makes free throw 1 of 1,101-87, ,,4,101,87,14,2353.0
8:37.0,K. Lowry misses 2-pt jump shot from 14 ft,101-87, ,,4,101,87,14,2363.0
8:33.0,Offensive rebound by P. Tucker,101-87, ,,4,101,87,14,2367.0
8:32.0,D. Robinson makes 3-pt jump shot from 28 ft (assist by P. Tucker),104-87, ,,4,104,87,17,2368.0
8:12.0, ,104-87,C. Paul misses 2-pt jump shot from 13 ft,,4,104,87,17,2388.0
8:10.0,Defensive rebound by O. Yurtseven,104-87, ,,4,104,87,17,2390.0
7:54.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by K. Lowry),107-87, ,,4,107,87,20,2406.0
7:39.0, ,107-89,C. Paul makes 2-pt jump shot from 10 ft,,4,107,89,18,2421.0
7:21.0,T. Herro makes 2-pt jump shot from 13 ft,109-89, ,,4,109,89,20,2439.0
7:10.0, ,109-89,D. Booker misses 2-pt layup from 3 ft,,4,109,89,20,2450.0
7:07.0,Defensive rebound by P. Tucker,109-89, ,,4,109,89,20,2453.0
6:58.0,T. Herro makes 2-pt layup from 1 ft (assist by K. Lowry),111-89, ,,4,111,89,22,2462.0
6:58.0, ,111-89,Phoenix full timeout,,4,111,89,22,2462.0
6:58.0, ,111-89,M. Bridges enters the game for C. Johnson,,4,111,89,22,2462.0
6:43.0, ,111-91,D. Ayton makes 2-pt layup from 2 ft (assist by M. Bridges),,4,111,91,20,2477.0
6:28.0,D. Robinson misses 3-pt jump shot from 25 ft,111-91, ,,4,111,91,20,2492.0
6:28.0,Offensive rebound by P. Tucker,111-91, ,,4,111,91,20,2492.0
6:25.0,T. Herro makes 3-pt jump shot from 23 ft (assist by P. Tucker),114-91, ,,4,114,91,23,2495.0
6:10.0, ,114-91,Shooting foul by D. Robinson (drawn by D. Booker),,4,114,91,23,2510.0
6:10.0, ,114-92,D. Booker makes free throw 1 of 2,,4,114,92,22,2510.0
6:10.0, ,114-92,C. Payne enters the game for C. Paul,,4,114,92,22,2510.0
6:10.0, ,114-93,D. Booker makes free throw 2 of 2,,4,114,93,21,2510.0
5:46.0,O. Yurtseven misses 2-pt jump shot from 13 ft,114-93, ,,4,114,93,21,2534.0
5:45.0, ,114-93,Defensive rebound by Team,,4,114,93,21,2535.0
5:23.0, ,114-93,Turnover by C. Payne (bad pass; steal by O. Yurtseven),,4,114,93,21,2557.0
5:17.0,O. Yurtseven makes 2-pt dunk from 1 ft (assist by K. Lowry),116-93, ,,4,116,93,23,2563.0
4:57.0, ,116-93,Turnover by M. Bridges (bad pass; steal by T. Herro),,4,116,93,23,2583.0
4:54.0,Turnover by T. Herro (bad pass; steal by J. Crowder),116-93, ,,4,116,93,23,2586.0
4:51.0, ,116-93,J. Crowder misses 3-pt jump shot from 23 ft,,4,116,93,23,2589.0
4:49.0,Defensive rebound by O. Yurtseven,116-93, ,,4,116,93,23,2591.0
4:46.0,T. Herro makes 2-pt dunk at rim (assist by K. Lowry),118-93, ,,4,118,93,25,2594.0
4:46.0, ,118-93,Phoenix full timeout,,4,118,93,25,2594.0
4:46.0, ,118-93,J. Jackson enters the game for D. Ayton,,4,118,93,25,2594.0
4:46.0, ,118-93,C. Johnson enters the game for D. Booker,,4,118,93,25,2594.0
4:46.0, ,118-93,J. Smith enters the game for M. Bridges,,4,118,93,25,2594.0
4:46.0, ,118-93,I. Wainright enters the game for J. Crowder,,4,118,93,25,2594.0
4:26.0, ,118-93,C. Johnson misses 3-pt jump shot from 23 ft,,4,118,93,25,2614.0
4:22.0,Defensive rebound by P. Tucker,118-93, ,,4,118,93,25,2618.0
4:09.0,O. Yurtseven misses 2-pt jump shot from 6 ft,118-93, ,,4,118,93,25,2631.0
4:08.0, ,118-93,Defensive rebound by J. Smith,,4,118,93,25,2632.0
3:53.0, ,118-95,J. Jackson makes 2-pt jump shot from 4 ft (assist by C. Payne),,4,118,95,23,2647.0
3:33.0,T. Herro makes 2-pt layup from 3 ft (assist by K. Lowry),120-95, ,,4,120,95,25,2667.0
3:16.0, ,120-98,C. Payne makes 3-pt jump shot from 25 ft (assist by C. Johnson),,4,120,98,22,2684.0
2:49.0,K. Lowry makes 3-pt jump shot from 34 ft (assist by O. Yurtseven),123-98, ,,4,123,98,25,2711.0
2:37.0, ,123-98,C. Payne misses 3-pt jump shot from 26 ft,,4,123,98,25,2723.0
2:37.0,Defensive rebound by O. Yurtseven,123-98, ,,4,123,98,25,2723.0
2:25.0,Turnover by O. Yurtseven (bad pass),123-98, ,,4,123,98,25,2735.0
2:25.0,K. Guy enters the game for K. Lowry,123-98, ,,4,123,98,25,2735.0
2:25.0,H. Highsmith enters the game for P. Tucker,123-98, ,,4,123,98,25,2735.0
2:25.0,C. Silva enters the game for O. Yurtseven,123-98, ,,4,123,98,25,2735.0
2:09.0, ,123-98,C. Payne misses 2-pt jump shot from 2 ft,,4,123,98,25,2751.0
2:08.0, ,123-98,Offensive rebound by Team,,4,123,98,25,2752.0
2:06.0, ,123-98,C. Johnson misses 2-pt jump shot from 16 ft,,4,123,98,25,2754.0
2:04.0,Defensive rebound by C. Silva,123-98, ,,4,123,98,25,2756.0
1:51.0,Turnover by T. Herro (bad pass; steal by I. Wainright),123-98, ,,4,123,98,25,2769.0
1:46.0, ,123-98,C. Johnson misses 3-pt jump shot from 24 ft,,4,123,98,25,2774.0
1:43.0,Defensive rebound by C. Silva,123-98, ,,4,123,98,25,2777.0
1:30.0,H. Highsmith misses 3-pt jump shot from 24 ft,123-98, ,,4,123,98,25,2790.0
1:26.0, ,123-98,Defensive rebound by J. Smith,,4,123,98,25,2794.0
1:16.0, ,123-98,J. Smith misses 2-pt jump shot from 12 ft,,4,123,98,25,2804.0
1:14.0,Defensive rebound by C. Silva,123-98, ,,4,123,98,25,2806.0
1:02.0,Turnover by K. Guy (bad pass; steal by I. Wainright),123-98, ,,4,123,98,25,2818.0
1:00.0, ,123-98,Turnover by I. Wainright (bad pass; steal by K. Guy),,4,123,98,25,2820.0
0:53.0,D. Robinson misses 3-pt jump shot from 29 ft,123-98, ,,4,123,98,25,2827.0
0:51.0, ,123-98,Defensive rebound by I. Wainright,,4,123,98,25,2829.0
0:47.0, ,123-98,Shooting foul by D. Robinson (drawn by C. Johnson),,4,123,98,25,2833.0
0:47.0, ,123-99,C. Johnson makes free throw 1 of 2,,4,123,99,24,2833.0
0:47.0,C. Martin enters the game for T. Herro,123-99, ,,4,123,99,24,2833.0
0:47.0, ,123-100,C. Johnson makes free throw 2 of 2,,4,123,100,23,2833.0
0:28.0,C. Martin misses 3-pt jump shot from 27 ft,123-100, ,,4,123,100,23,2852.0
0:25.0, ,123-100,Defensive rebound by Team,,4,123,100,23,2855.0
0:16.0, ,123-100,C. Payne misses 2-pt jump shot from 9 ft,,4,123,100,23,2864.0
0:14.0, ,123-100,Offensive rebound by J. Smith,,4,123,100,23,2866.0
0:14.0, ,123-100,J. Smith misses 2-pt layup from 2 ft,,4,123,100,23,2866.0
0:09.0,Defensive rebound by C. Martin,123-100, ,,4,123,100,23,2871.0
0:00.0,End of 4th quarter,123-100,,,4,123,100,23,2880.0
