Time,Miami,Score,Houston,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:36.0,Turnover by K. Lowry (lost ball; steal by J. Tate),90-74, ,,3,90,74,16,1884.0
4:34.0, ,90-74,Personal foul by K. Lowry (drawn by J. Christopher),,3,90,74,16,1886.0
4:34.0,K. Guy enters the game for K. Lowry,90-74, ,,3,90,74,16,1886.0
4:30.0, ,90-76,J. Tate makes 2-pt layup from 2 ft (assist by C. Wood),,3,90,76,14,1890.0
4:30.0, ,90-76,Shooting foul by O. Yurtseven (drawn by J. Tate),,3,90,76,14,1890.0
4:30.0,C. Silva enters the game for O. Yurtseven,90-76, ,,3,90,76,14,1890.0
4:30.0, ,90-77,J. Tate makes free throw 1 of 1,,3,90,77,13,1890.0
4:10.0,J. Butler misses 2-pt jump shot from 8 ft,90-77, ,,3,90,77,13,1910.0
4:06.0,Offensive rebound by H. Highsmith,90-77, ,,3,90,77,13,1914.0
4:06.0,H. Highsmith misses 2-pt layup at rim,90-77, ,,3,90,77,13,1914.0
4:05.0, ,90-77,Defensive rebound by C. Wood,,3,90,77,13,1915.0
3:59.0, ,90-79,C. Wood makes 2-pt layup from 2 ft (assist by J. Tate),,3,90,79,11,1921.0
3:59.0,Miami full timeout,90-79, ,,3,90,79,11,1921.0
3:59.0, ,90-79,T. Queen enters the game for E. Gordon,,3,90,79,11,1921.0
3:48.0,H. Highsmith makes 3-pt jump shot from 23 ft (assist by T. Herro),93-79, ,,3,93,79,14,1932.0
3:30.0, ,93-79,C. Wood misses 2-pt hook shot from 12 ft,,3,93,79,14,1950.0
3:25.0, ,93-79,Offensive rebound by J. Christopher,,3,93,79,14,1955.0
3:25.0, ,93-79,J. Christopher misses 2-pt layup at rim,,3,93,79,14,1955.0
3:25.0,Defensive rebound by C. Silva,93-79, ,,3,93,79,14,1955.0
3:13.0,T. Herro makes 2-pt jump shot from 10 ft,95-79, ,,3,95,79,16,1967.0
3:02.0, ,95-79,Personal foul by H. Highsmith (drawn by J. Tate),,3,95,79,16,1978.0
2:51.0, ,95-79,Turnover by T. Queen (out of bounds lost ball),,3,95,79,16,1989.0
2:36.0,Turnover by K. Guy (lost ball; steal by J. Tate),95-79, ,,3,95,79,16,2004.0
2:18.0, ,95-82,A. Brooks makes 3-pt jump shot from 23 ft (assist by C. Wood),,3,95,82,13,2022.0
1:51.0,H. Highsmith makes 3-pt jump shot from 23 ft (assist by J. Butler),98-82, ,,3,98,82,16,2049.0
1:38.0, ,98-82,J. Christopher misses 2-pt layup from 4 ft,,3,98,82,16,2062.0
1:37.0,Defensive rebound by C. Silva,98-82, ,,3,98,82,16,2063.0
1:33.0,T. Herro misses 3-pt jump shot from 27 ft,98-82, ,,3,98,82,16,2067.0
1:29.0, ,98-82,Defensive rebound by J. Christopher,,3,98,82,16,2071.0
1:22.0, ,98-82,Offensive foul by T. Queen (drawn by C. Silva),,3,98,82,16,2078.0
1:22.0, ,98-82,Turnover by T. Queen (offensive foul),,3,98,82,16,2078.0
1:22.0,K. Lowry enters the game for J. Butler,98-82, ,,3,98,82,16,2078.0
1:22.0, ,98-82,K. Martin enters the game for C. Wood,,3,98,82,16,2078.0
1:02.0,K. Guy makes 2-pt layup from 2 ft,100-82, ,,3,100,82,18,2098.0
0:50.0, ,100-82,K. Martin misses 3-pt jump shot from 24 ft,,3,100,82,18,2110.0
0:48.0,Defensive rebound by C. Silva,100-82, ,,3,100,82,18,2112.0
0:41.0,K. Guy misses 3-pt jump shot from 26 ft,100-82, ,,3,100,82,18,2119.0
0:39.0, ,100-82,Defensive rebound by A. Brooks,,3,100,82,18,2121.0
0:33.0, ,100-85,A. Brooks makes 3-pt jump shot from 29 ft,,3,100,85,15,2127.0
0:14.0,T. Herro misses 2-pt jump shot from 9 ft,100-85, ,,3,100,85,15,2146.0
0:12.0, ,100-85,Defensive rebound by J. Tate,,3,100,85,15,2148.0
0:01.0, ,100-87,K. Martin makes 2-pt dunk from 2 ft (assist by J. Christopher),,3,100,87,13,2159.0
0:00.0,K. Lowry misses 3-pt jump shot from 52 ft,100-87, ,,3,100,87,13,2160.0
0:00.0,Offensive rebound by Team,100-87, ,,3,100,87,13,2160.0
0:00.0,End of 3rd quarter,100-87,,,3,100,87,13,2160.0
12:00.0,Start of 4th quarter,100-87,,,4,100,87,13,2160.0
11:40.0, ,100-87,J. Christopher misses 3-pt jump shot from 24 ft,,4,100,87,13,2180.0
11:39.0,Defensive rebound by C. Silva,100-87, ,,4,100,87,13,2181.0
11:32.0,K. Lowry misses 3-pt jump shot from 27 ft,100-87, ,,4,100,87,13,2188.0
11:28.0, ,100-87,Defensive rebound by A. Brooks,,4,100,87,13,2192.0
11:19.0, ,100-89,J. Tate makes 2-pt layup from 2 ft (assist by A. Brooks),,4,100,89,11,2201.0
11:00.0,N. Stauskas misses 3-pt jump shot from 23 ft,100-89, ,,4,100,89,11,2220.0
10:58.0,Offensive rebound by K. Lowry,100-89, ,,4,100,89,11,2222.0
10:57.0,Offensive foul by C. Martin (drawn by E. Gordon),100-89, ,,4,100,89,11,2223.0
10:57.0,Turnover by C. Martin (offensive foul),100-89, ,,4,100,89,11,2223.0
10:38.0, ,100-89,J. Tate misses 3-pt jump shot from 26 ft,,4,100,89,11,2242.0
10:36.0,Defensive rebound by Team,100-89, ,,4,100,89,11,2244.0
10:18.0,K. Lowry misses 2-pt jump shot from 21 ft,100-89, ,,4,100,89,11,2262.0
10:17.0,Offensive rebound by Team,100-89, ,,4,100,89,11,2263.0
10:17.0, ,100-89,Loose ball foul by K. Martin (drawn by C. Silva),,4,100,89,11,2263.0
10:17.0, ,100-89,D. Nwaba enters the game for J. Tate,,4,100,89,11,2263.0
10:07.0,K. Lowry misses 3-pt jump shot from 31 ft,100-89, ,,4,100,89,11,2273.0
10:04.0, ,100-89,Defensive rebound by A. Brooks,,4,100,89,11,2276.0
9:57.0, ,100-89,A. Brooks misses 3-pt jump shot from 28 ft,,4,100,89,11,2283.0
9:55.0,Defensive rebound by N. Stauskas,100-89, ,,4,100,89,11,2285.0
9:49.0,Shooting foul by E. Gordon (drawn by N. Stauskas),100-89, ,,4,100,89,11,2291.0
9:49.0,N. Stauskas misses free throw 1 of 2,100-89, ,,4,100,89,11,2291.0
9:49.0,Offensive rebound by Team,100-89, ,,4,100,89,11,2291.0
9:49.0,N. Stauskas makes free throw 2 of 2,101-89, ,,4,101,89,12,2291.0
9:29.0, ,101-89,A. Brooks misses 3-pt jump shot from 27 ft,,4,101,89,12,2311.0
9:26.0, ,101-89,Offensive rebound by K. Martin,,4,101,89,12,2314.0
9:22.0, ,101-91,K. Martin makes 2-pt layup from 5 ft,,4,101,91,10,2318.0
9:03.0,C. Martin misses 2-pt layup from 7 ft,101-91, ,,4,101,91,10,2337.0
9:01.0, ,101-91,Defensive rebound by J. Christopher,,4,101,91,10,2339.0
9:00.0, ,101-91,Personal foul by K. Lowry (drawn by J. Christopher),,4,101,91,10,2340.0
9:00.0,O. Yurtseven enters the game for C. Silva,101-91, ,,4,101,91,10,2340.0
8:43.0, ,101-91,E. Gordon misses 3-pt jump shot from 29 ft,,4,101,91,10,2357.0
8:41.0, ,101-91,Offensive rebound by D. Nwaba,,4,101,91,10,2359.0
8:34.0, ,101-93,E. Gordon makes 2-pt layup from 2 ft,,4,101,93,8,2366.0
8:34.0,Miami full timeout,101-93, ,,4,101,93,8,2366.0
8:34.0, ,101-93,K. Porter enters the game for E. Gordon,,4,101,93,8,2366.0
8:25.0,Turnover by K. Lowry (bad pass; steal by D. Nwaba),101-93, ,,4,101,93,8,2375.0
8:21.0, ,101-93,Shooting foul by N. Stauskas (drawn by K. Martin),,4,101,93,8,2379.0
8:21.0, ,101-94,K. Martin makes free throw 1 of 2,,4,101,94,7,2379.0
8:21.0,J. Butler enters the game for K. Guy,101-94, ,,4,101,94,7,2379.0
8:21.0,T. Herro enters the game for N. Stauskas,101-94, ,,4,101,94,7,2379.0
8:21.0, ,101-95,K. Martin makes free throw 2 of 2,,4,101,95,6,2379.0
8:04.0,Turnover by T. Herro (bad pass; steal by J. Christopher),101-95, ,,4,101,95,6,2396.0
8:04.0, ,101-95,Personal take foul by K. Lowry (drawn by K. Martin),,4,101,95,6,2396.0
7:52.0, ,101-95,A. Brooks misses 3-pt jump shot from 27 ft,,4,101,95,6,2408.0
7:49.0,Defensive rebound by C. Martin,101-95, ,,4,101,95,6,2411.0
7:42.0,J. Butler makes 2-pt jump shot from 12 ft,103-95, ,,4,103,95,8,2418.0
7:42.0,Shooting foul by D. Nwaba (drawn by J. Butler),103-95, ,,4,103,95,8,2418.0
7:42.0, ,103-95,J. Green enters the game for A. Brooks,,4,103,95,8,2418.0
7:42.0,J. Butler makes free throw 1 of 1,104-95, ,,4,104,95,9,2418.0
7:27.0, ,104-95,K. Martin misses 2-pt layup from 3 ft,,4,104,95,9,2433.0
7:25.0,Defensive rebound by O. Yurtseven,104-95, ,,4,104,95,9,2435.0
7:13.0,T. Herro misses 3-pt jump shot from 27 ft,104-95, ,,4,104,95,9,2447.0
7:08.0, ,104-95,Defensive rebound by K. Porter,,4,104,95,9,2452.0
7:00.0, ,104-95,J. Christopher misses 2-pt layup from 6 ft (block by K. Lowry),,4,104,95,9,2460.0
6:57.0, ,104-95,Offensive rebound by J. Christopher,,4,104,95,9,2463.0
6:55.0, ,104-97,J. Christopher makes 2-pt jump shot from 8 ft,,4,104,97,7,2465.0
6:32.0,J. Butler misses 2-pt jump shot from 6 ft,104-97, ,,4,104,97,7,2488.0
6:30.0, ,104-97,Defensive rebound by K. Martin,,4,104,97,7,2490.0
6:22.0, ,104-97,K. Porter misses 3-pt jump shot from 26 ft,,4,104,97,7,2498.0
6:20.0, ,104-97,Offensive rebound by D. Nwaba,,4,104,97,7,2500.0
6:14.0, ,104-97,K. Martin misses 2-pt dunk from 1 ft (block by O. Yurtseven),,4,104,97,7,2506.0
6:11.0,Defensive rebound by T. Herro,104-97, ,,4,104,97,7,2509.0
6:00.0,J. Butler makes 2-pt jump shot from 7 ft,106-97, ,,4,106,97,9,2520.0
6:00.0,Shooting foul by J. Green (drawn by J. Butler),106-97, ,,4,106,97,9,2520.0
6:00.0, ,106-97,J. Tate enters the game for K. Martin,,4,106,97,9,2520.0
6:00.0, ,106-97,C. Wood enters the game for D. Nwaba,,4,106,97,9,2520.0
6:00.0,J. Butler makes free throw 1 of 1,107-97, ,,4,107,97,10,2520.0
5:50.0, ,107-99,J. Tate makes 2-pt layup from 2 ft (assist by K. Porter),,4,107,99,8,2530.0
5:42.0,K. Lowry misses 2-pt layup from 8 ft,107-99, ,,4,107,99,8,2538.0
5:38.0,Offensive rebound by O. Yurtseven,107-99, ,,4,107,99,8,2542.0
5:36.0,O. Yurtseven misses 2-pt hook shot from 2 ft,107-99, ,,4,107,99,8,2544.0
5:34.0, ,107-99,Defensive rebound by C. Wood,,4,107,99,8,2546.0
5:20.0, ,107-99,J. Green misses 3-pt jump shot from 28 ft,,4,107,99,8,2560.0
5:18.0,Defensive rebound by O. Yurtseven,107-99, ,,4,107,99,8,2562.0
4:56.0,J. Butler misses 2-pt jump shot from 10 ft,107-99, ,,4,107,99,8,2584.0
4:55.0, ,107-99,Defensive rebound by Team,,4,107,99,8,2585.0
4:55.0, ,107-99,E. Gordon enters the game for J. Christopher,,4,107,99,8,2585.0
4:41.0, ,107-102,J. Tate makes 3-pt jump shot from 24 ft (assist by K. Porter),,4,107,102,5,2599.0
4:41.0,Miami full timeout,107-102, ,,4,107,102,5,2599.0
4:24.0,Turnover by K. Lowry (bad pass; steal by C. Wood),107-102, ,,4,107,102,5,2616.0
4:18.0, ,107-102,J. Tate misses 2-pt layup from 4 ft,,4,107,102,5,2622.0
4:15.0, ,107-102,Offensive rebound by J. Tate,,4,107,102,5,2625.0
4:15.0, ,107-102,J. Tate misses 2-pt layup at rim,,4,107,102,5,2625.0
4:14.0, ,107-102,Offensive rebound by K. Porter,,4,107,102,5,2626.0
4:13.0, ,107-102,E. Gordon misses 3-pt jump shot from 25 ft,,4,107,102,5,2627.0
4:10.0,Defensive rebound by C. Martin,107-102, ,,4,107,102,5,2630.0
4:08.0,Personal foul by K. Porter (drawn by J. Butler),107-102, ,,4,107,102,5,2632.0
4:08.0,J. Butler makes free throw 1 of 2,108-102, ,,4,108,102,6,2632.0
4:08.0,J. Butler makes free throw 2 of 2,109-102, ,,4,109,102,7,2632.0
3:48.0, ,109-102,C. Wood misses 2-pt layup from 2 ft,,4,109,102,7,2652.0
3:45.0,Defensive rebound by T. Herro,109-102, ,,4,109,102,7,2655.0
3:31.0,Personal foul by J. Tate (drawn by T. Herro),109-102, ,,4,109,102,7,2669.0
3:31.0,T. Herro makes free throw 1 of 2,110-102, ,,4,110,102,8,2669.0
3:31.0,H. Highsmith enters the game for O. Yurtseven,110-102, ,,4,110,102,8,2669.0
3:31.0,T. Herro makes free throw 2 of 2,111-102, ,,4,111,102,9,2669.0
3:19.0, ,111-102,K. Porter misses 3-pt jump shot from 24 ft,,4,111,102,9,2681.0
3:16.0,Defensive rebound by T. Herro,111-102, ,,4,111,102,9,2684.0
3:07.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by T. Herro),114-102, ,,4,114,102,12,2693.0
2:54.0, ,114-104,J. Tate makes 2-pt dunk from 1 ft (assist by C. Wood),,4,114,104,10,2706.0
2:32.0,T. Herro misses 2-pt jump shot from 12 ft,114-104, ,,4,114,104,10,2728.0
2:32.0, ,114-104,Defensive rebound by Team,,4,114,104,10,2728.0
2:32.0, ,114-104,Houston full timeout,,4,114,104,10,2728.0
2:32.0, ,114-104,Instant Replay (Challenge: Ruling Stands),,4,114,104,10,2728.0
2:14.0, ,114-106,C. Wood makes 2-pt layup from 2 ft (assist by E. Gordon),,4,114,106,8,2746.0
1:55.0,C. Martin makes 2-pt layup from 3 ft,116-106, ,,4,116,106,10,2765.0
1:49.0, ,116-106,Offensive foul by C. Wood (drawn by T. Herro),,4,116,106,10,2771.0
1:49.0, ,116-106,Turnover by C. Wood (offensive foul),,4,116,106,10,2771.0
1:29.0,K. Lowry misses 3-pt jump shot from 26 ft,116-106, ,,4,116,106,10,2791.0
1:27.0, ,116-106,Defensive rebound by J. Green,,4,116,106,10,2793.0
1:18.0, ,116-106,J. Tate misses 2-pt layup from 1 ft,,4,116,106,10,2802.0
1:16.0,Defensive rebound by C. Martin,116-106, ,,4,116,106,10,2804.0
1:14.0,Turnover by C. Martin (bad pass),116-106, ,,4,116,106,10,2806.0
0:57.0, ,116-108,J. Green makes 2-pt layup at rim,,4,116,108,8,2823.0
0:53.0,Personal take foul by K. Porter (drawn by J. Butler),116-108, ,,4,116,108,8,2827.0
0:53.0,J. Butler makes free throw 1 of 2,117-108, ,,4,117,108,9,2827.0
0:53.0,J. Butler makes free throw 2 of 2,118-108, ,,4,118,108,10,2827.0
0:47.0, ,118-108,J. Green misses 2-pt layup from 1 ft (block by J. Butler),,4,118,108,10,2833.0
0:47.0,Defensive rebound by Team,118-108, ,,4,118,108,10,2833.0
0:25.0,J. Butler misses 2-pt jump shot from 19 ft,118-108, ,,4,118,108,10,2855.0
0:22.0,Offensive rebound by C. Martin,118-108, ,,4,118,108,10,2858.0
0:22.0,Personal take foul by K. Porter (drawn by K. Lowry),118-108, ,,4,118,108,10,2858.0
0:22.0, ,118-108,J. Christopher enters the game for K. Porter,,4,118,108,10,2858.0
0:22.0,K. Lowry makes free throw 1 of 2,119-108, ,,4,119,108,11,2858.0
0:22.0,N. Stauskas enters the game for J. Butler,119-108, ,,4,119,108,11,2858.0
0:22.0, ,119-108,A. Brooks enters the game for E. Gordon,,4,119,108,11,2858.0
0:22.0, ,119-108,T. Queen enters the game for J. Green,,4,119,108,11,2858.0
0:22.0,K. Lowry makes free throw 2 of 2,120-108, ,,4,120,108,12,2858.0
0:16.0, ,120-110,J. Christopher makes 2-pt layup from 2 ft,,4,120,110,10,2864.0
0:00.0,End of 4th quarter,120-110,,,4,120,110,10,2880.0
