Time,Minnesota,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:53.0, ,69-76,G. Vincent misses 3-pt jump shot from 25 ft,,3,76,69,7,1747.0
6:51.0,Defensive rebound by A. Edwards,69-76, ,,3,76,69,7,1749.0
6:34.0,Offensive foul by K. Towns (drawn by K. Lowry),69-76, ,,3,76,69,7,1766.0
6:34.0,Turnover by K. Towns (offensive foul),69-76, ,,3,76,69,7,1766.0
6:34.0, ,69-76,Miami full timeout,,3,76,69,7,1766.0
6:14.0, ,69-76,G. Vincent misses 3-pt jump shot from 26 ft,,3,76,69,7,1786.0
6:09.0, ,69-76,Offensive rebound by P. Tucker,,3,76,69,7,1791.0
6:07.0, ,69-76,K. Lowry misses 3-pt jump shot from 26 ft,,3,76,69,7,1793.0
6:04.0,Defensive rebound by K. Towns,69-76, ,,3,76,69,7,1796.0
5:56.0,J. McDaniels makes 2-pt jump shot from 18 ft (assist by J. McLaughlin),71-76, ,,3,76,71,5,1804.0
5:34.0, ,71-76,Turnover by B. Adebayo (lost ball; steal by J. McLaughlin),,3,76,71,5,1826.0
5:33.0,J. McLaughlin makes 2-pt layup from 2 ft,73-76, ,,3,76,73,3,1827.0
5:33.0,Shooting foul by K. Lowry (drawn by J. McLaughlin),73-76, ,,3,76,73,3,1827.0
5:33.0, ,73-76,T. Herro enters the game for G. Vincent,,3,76,73,3,1827.0
5:33.0,J. McLaughlin makes free throw 1 of 1,74-76, ,,3,76,74,2,1827.0
5:10.0, ,74-78,B. Adebayo makes 2-pt jump shot from 7 ft,,3,78,74,4,1850.0
4:55.0,J. McLaughlin misses 3-pt jump shot from 27 ft,74-78, ,,3,78,74,4,1865.0
4:54.0,Offensive rebound by Team,74-78, ,,3,78,74,4,1866.0
4:54.0, ,74-78,Loose ball foul by D. Robinson (drawn by K. Towns),,3,78,74,4,1866.0
4:54.0,N. Reid enters the game for J. McDaniels,74-78, ,,3,78,74,4,1866.0
4:43.0,A. Edwards misses 3-pt jump shot from 25 ft,74-78, ,,3,78,74,4,1877.0
4:40.0,Offensive rebound by K. Towns,74-78, ,,3,78,74,4,1880.0
4:35.0,J. McLaughlin misses 2-pt jump shot from 8 ft,74-78, ,,3,78,74,4,1885.0
4:30.0, ,74-78,Defensive rebound by P. Tucker,,3,78,74,4,1890.0
4:22.0, ,74-81,T. Herro makes 3-pt jump shot from 27 ft (assist by B. Adebayo),,3,81,74,7,1898.0
4:08.0,N. Reid makes 3-pt jump shot from 23 ft (assist by A. Edwards),77-81, ,,3,81,77,4,1912.0
3:41.0, ,77-83,P. Tucker makes 2-pt layup from 2 ft (assist by D. Robinson),,3,83,77,6,1939.0
3:41.0,Minnesota full timeout,77-83, ,,3,83,77,6,1939.0
3:41.0,J. Nowell enters the game for A. Edwards,77-83, ,,3,83,77,6,1939.0
3:41.0,T. Prince enters the game for K. Towns,77-83, ,,3,83,77,6,1939.0
3:41.0, ,77-83,D. Dedmon enters the game for B. Adebayo,,3,83,77,6,1939.0
3:30.0,M. Beasley misses 3-pt jump shot from 25 ft,77-83, ,,3,83,77,6,1950.0
3:27.0, ,77-83,Defensive rebound by T. Herro,,3,83,77,6,1953.0
3:16.0, ,77-83,D. Robinson misses 3-pt jump shot from 23 ft,,3,83,77,6,1964.0
3:11.0,Defensive rebound by N. Reid,77-83, ,,3,83,77,6,1969.0
2:58.0,M. Beasley misses 3-pt jump shot from 25 ft,77-83, ,,3,83,77,6,1982.0
2:54.0, ,77-83,Defensive rebound by K. Lowry,,3,83,77,6,1986.0
2:32.0, ,77-83,Turnover by P. Tucker (bad pass; steal by M. Beasley),,3,83,77,6,2008.0
2:23.0,T. Prince makes 3-pt jump shot from 25 ft (assist by M. Beasley),80-83, ,,3,83,80,3,2017.0
2:11.0, ,80-83,T. Herro misses 3-pt jump shot from 26 ft,,3,83,80,3,2029.0
2:08.0,Defensive rebound by N. Reid,80-83, ,,3,83,80,3,2032.0
1:56.0,J. Nowell makes 2-pt jump shot from 11 ft,82-83, ,,3,83,82,1,2044.0
1:35.0, ,82-86,K. Lowry makes 3-pt jump shot from 27 ft,,3,86,82,4,2065.0
1:24.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by J. McLaughlin),85-86, ,,3,86,85,1,2076.0
1:10.0, ,85-86,T. Herro misses 2-pt layup from 3 ft,,3,86,85,1,2090.0
1:06.0,Defensive rebound by N. Reid,85-86, ,,3,86,85,1,2094.0
0:57.0,Personal foul by T. Herro (drawn by J. McLaughlin),85-86, ,,3,86,85,1,2103.0
0:57.0,D. Russell enters the game for M. Beasley,85-86, ,,3,86,85,1,2103.0
0:57.0, ,85-86,M. Morris enters the game for K. Lowry,,3,86,85,1,2103.0
0:57.0, ,85-86,M. Strus enters the game for D. Robinson,,3,86,85,1,2103.0
0:57.0, ,85-86,G. Vincent enters the game for P. Tucker,,3,86,85,1,2103.0
0:54.0,J. Nowell misses 3-pt jump shot from 26 ft,85-86, ,,3,86,85,1,2106.0
0:50.0, ,85-86,Defensive rebound by D. Dedmon,,3,86,85,1,2110.0
0:34.0, ,85-86,M. Strus misses 3-pt jump shot from 30 ft,,3,86,85,1,2126.0
0:31.0, ,85-86,Offensive rebound by Team,,3,86,85,1,2129.0
0:31.0,Loose ball foul by N. Reid (drawn by D. Dedmon),85-86, ,,3,86,85,1,2129.0
0:24.0, ,85-86,Turnover by T. Herro (lost ball; steal by J. McLaughlin),,3,86,85,1,2136.0
0:21.0,Shooting foul by D. Dedmon (drawn by T. Prince),85-86, ,,3,86,85,1,2139.0
0:21.0,T. Prince misses free throw 1 of 2,85-86, ,,3,86,85,1,2139.0
0:21.0,Offensive rebound by Team,85-86, ,,3,86,85,1,2139.0
0:21.0,T. Prince makes free throw 2 of 2,86-86, ,Tie,3,86,86,0,2139.0
0:02.0, ,86-86,Turnover by M. Morris (traveling),,3,86,86,0,2158.0
0:00.0,T. Prince makes 3-pt jump shot from 28 ft (assist by D. Russell),89-86, ,Lead change,3,86,89,-3,2160.0
0:00.0,End of 3rd quarter,89-86,,,3,86,89,-3,2160.0
12:00.0,Start of 4th quarter,89-86,,,4,86,89,-3,2160.0
11:44.0,D. Russell misses 3-pt jump shot from 25 ft,89-86, ,,4,86,89,-3,2176.0
11:41.0, ,89-86,Defensive rebound by D. Dedmon,,4,86,89,-3,2179.0
11:22.0, ,89-88,M. Strus makes 2-pt jump shot from 21 ft (assist by G. Vincent),,4,88,89,-1,2198.0
11:10.0,N. Reid misses 2-pt layup from 2 ft (block by D. Dedmon),89-88, ,,4,88,89,-1,2210.0
11:06.0, ,89-88,Defensive rebound by M. Strus,,4,88,89,-1,2214.0
11:00.0, ,89-88,Turnover by D. Dedmon (lost ball; steal by N. Reid),,4,88,89,-1,2220.0
10:55.0,J. Nowell misses 2-pt layup from 1 ft,89-88, ,,4,88,89,-1,2225.0
10:50.0,Offensive rebound by N. Reid,89-88, ,,4,88,89,-1,2230.0
10:50.0,N. Reid misses 2-pt layup at rim,89-88, ,,4,88,89,-1,2230.0
10:49.0, ,89-88,Defensive rebound by D. Dedmon,,4,88,89,-1,2231.0
10:46.0, ,89-90,M. Morris makes 2-pt layup from 1 ft (assist by T. Herro),Lead change,4,90,89,1,2234.0
10:33.0,T. Prince misses 3-pt jump shot from 26 ft,89-90, ,,4,90,89,1,2247.0
10:30.0, ,89-90,Defensive rebound by T. Herro,,4,90,89,1,2250.0
10:18.0, ,89-90,Turnover by M. Morris (bad pass; steal by T. Prince),,4,90,89,1,2262.0
10:13.0,Shooting foul by G. Vincent (drawn by T. Prince),89-90, ,,4,90,89,1,2267.0
10:13.0,T. Prince makes free throw 1 of 2,90-90, ,Tie,4,90,90,0,2267.0
10:13.0,A. Edwards enters the game for J. McLaughlin,90-90, ,,4,90,90,0,2267.0
10:13.0,T. Prince makes free throw 2 of 2,91-90, ,Lead change,4,90,91,-1,2267.0
10:04.0, ,91-93,T. Herro makes 3-pt jump shot from 26 ft (assist by M. Morris),Lead change,4,93,91,2,2276.0
9:47.0,T. Prince misses 2-pt jump shot from 11 ft,91-93, ,,4,93,91,2,2293.0
9:42.0,Offensive rebound by N. Reid,91-93, ,,4,93,91,2,2298.0
9:40.0,N. Reid makes 2-pt layup from 4 ft,93-93, ,Tie,4,93,93,0,2300.0
9:29.0, ,93-93,T. Herro misses 2-pt layup from 3 ft (block by N. Reid),,4,93,93,0,2311.0
9:27.0,Defensive rebound by A. Edwards,93-93, ,,4,93,93,0,2313.0
9:24.0,J. Nowell makes 2-pt layup from 2 ft (assist by A. Edwards),95-93, ,Lead change,4,93,95,-2,2316.0
9:04.0, ,95-93,M. Morris misses 3-pt jump shot from 24 ft,,4,93,95,-2,2336.0
8:59.0, ,95-93,Offensive rebound by D. Dedmon,,4,93,95,-2,2341.0
8:58.0, ,95-93,D. Dedmon misses 2-pt layup from 2 ft,,4,93,95,-2,2342.0
8:57.0,Defensive rebound by N. Reid,95-93, ,,4,93,95,-2,2343.0
8:49.0,N. Reid misses 2-pt layup from 2 ft,95-93, ,,4,93,95,-2,2351.0
8:46.0, ,95-93,Defensive rebound by T. Herro,,4,93,95,-2,2354.0
8:37.0, ,95-93,D. Dedmon misses 3-pt jump shot from 26 ft,,4,93,95,-2,2363.0
8:33.0,Defensive rebound by D. Russell,95-93, ,,4,93,95,-2,2367.0
8:32.0,Shooting foul by M. Strus (drawn by N. Reid),95-93, ,,4,93,95,-2,2368.0
8:32.0,N. Reid makes free throw 1 of 2,96-93, ,,4,93,96,-3,2368.0
8:32.0, ,96-93,B. Adebayo enters the game for D. Dedmon,,4,93,96,-3,2368.0
8:32.0, ,96-93,K. Lowry enters the game for G. Vincent,,4,93,96,-3,2368.0
8:32.0,N. Reid makes free throw 2 of 2,97-93, ,,4,93,97,-4,2368.0
8:15.0, ,97-93,M. Strus misses 3-pt jump shot from 25 ft,,4,93,97,-4,2385.0
8:13.0, ,97-93,Offensive rebound by M. Strus,,4,93,97,-4,2387.0
8:13.0, ,97-93,Shooting foul by T. Prince (drawn by M. Strus),,4,93,97,-4,2387.0
8:13.0, ,97-94,M. Strus makes free throw 1 of 2,,4,94,97,-3,2387.0
8:13.0,K. Towns enters the game for N. Reid,97-94, ,,4,94,97,-3,2387.0
8:13.0, ,97-95,M. Strus makes free throw 2 of 2,,4,95,97,-2,2387.0
8:00.0,D. Russell misses 2-pt jump shot from 8 ft,97-95, ,,4,95,97,-2,2400.0
7:58.0, ,97-95,Defensive rebound by M. Morris,,4,95,97,-2,2402.0
7:53.0, ,97-97,M. Morris makes 2-pt jump shot from 12 ft (assist by K. Lowry),Tie,4,97,97,0,2407.0
7:24.0,K. Towns misses 2-pt jump shot from 20 ft,97-97, ,,4,97,97,0,2436.0
7:24.0,Offensive rebound by Team,97-97, ,,4,97,97,0,2436.0
7:24.0,Turnover by Team (shot clock),97-97, ,,4,97,97,0,2436.0
7:10.0, ,97-97,M. Morris misses 2-pt jump shot from 13 ft,,4,97,97,0,2450.0
7:07.0,Defensive rebound by A. Edwards,97-97, ,,4,97,97,0,2453.0
6:49.0,J. Nowell misses 2-pt layup from 2 ft,97-97, ,,4,97,97,0,2471.0
6:45.0, ,97-97,Defensive rebound by M. Strus,,4,97,97,0,2475.0
6:42.0, ,97-97,Turnover by B. Adebayo (traveling),,4,97,97,0,2478.0
6:42.0, ,97-97,Miami full timeout,,4,97,97,0,2478.0
6:42.0,M. Beasley enters the game for J. Nowell,97-97, ,,4,97,97,0,2478.0
6:42.0,J. McLaughlin enters the game for D. Russell,97-97, ,,4,97,97,0,2478.0
6:34.0,K. Towns misses 3-pt jump shot from 25 ft,97-97, ,,4,97,97,0,2486.0
6:30.0, ,97-97,Defensive rebound by M. Strus,,4,97,97,0,2490.0
6:22.0, ,97-97,Shooting foul by M. Beasley (drawn by B. Adebayo),,4,97,97,0,2498.0
6:22.0, ,97-97,B. Adebayo misses free throw 1 of 2,,4,97,97,0,2498.0
6:22.0, ,97-97,Offensive rebound by Team,,4,97,97,0,2498.0
6:22.0, ,97-97,B. Adebayo misses free throw 2 of 2,,4,97,97,0,2498.0
6:20.0,Defensive rebound by T. Prince,97-97, ,,4,97,97,0,2500.0
6:00.0,J. McLaughlin misses 2-pt jump shot from 15 ft,97-97, ,,4,97,97,0,2520.0
5:55.0, ,97-97,Defensive rebound by M. Morris,,4,97,97,0,2525.0
5:43.0, ,97-97,Offensive foul by M. Morris (drawn by T. Prince),,4,97,97,0,2537.0
5:43.0, ,97-97,Turnover by M. Morris (offensive foul),,4,97,97,0,2537.0
5:32.0,M. Beasley misses 3-pt jump shot from 23 ft,97-97, ,,4,97,97,0,2548.0
5:27.0, ,97-97,Defensive rebound by K. Lowry,,4,97,97,0,2553.0
5:20.0, ,97-100,T. Herro makes 3-pt jump shot from 26 ft (assist by K. Lowry),Lead change,4,100,97,3,2560.0
5:08.0,A. Edwards makes 3-pt jump shot from 25 ft,100-100, ,Tie,4,100,100,0,2572.0
4:50.0, ,100-100,M. Morris misses 3-pt jump shot from 24 ft,,4,100,100,0,2590.0
4:47.0,Defensive rebound by K. Towns,100-100, ,,4,100,100,0,2593.0
4:47.0,Minnesota full timeout,100-100, ,,4,100,100,0,2593.0
4:47.0,J. McDaniels enters the game for J. McLaughlin,100-100, ,,4,100,100,0,2593.0
4:47.0,D. Russell enters the game for T. Prince,100-100, ,,4,100,100,0,2593.0
4:47.0, ,100-100,P. Tucker enters the game for M. Morris,,4,100,100,0,2593.0
4:28.0,A. Edwards misses 3-pt jump shot from 26 ft,100-100, ,,4,100,100,0,2612.0
4:23.0, ,100-100,Defensive rebound by P. Tucker,,4,100,100,0,2617.0
4:12.0, ,100-100,K. Lowry misses 3-pt jump shot from 25 ft,,4,100,100,0,2628.0
4:09.0,Defensive rebound by J. McDaniels,100-100, ,,4,100,100,0,2631.0
3:53.0,K. Towns makes 2-pt jump shot from 12 ft,102-100, ,Lead change,4,100,102,-2,2647.0
3:28.0, ,102-100,T. Herro misses 2-pt jump shot from 7 ft,,4,100,102,-2,2672.0
3:27.0,Defensive rebound by A. Edwards,102-100, ,,4,100,102,-2,2673.0
3:27.0,Minnesota full timeout,102-100, ,,4,100,102,-2,2673.0
3:09.0,A. Edwards misses 3-pt jump shot from 27 ft,102-100, ,,4,100,102,-2,2691.0
3:04.0, ,102-100,Defensive rebound by P. Tucker,,4,100,102,-2,2696.0
2:45.0, ,102-100,Personal foul by J. McDaniels (drawn by B. Adebayo),,4,100,102,-2,2715.0
2:40.0, ,102-100,M. Strus misses 3-pt jump shot from 25 ft,,4,100,102,-2,2720.0
2:35.0,Defensive rebound by D. Russell,102-100, ,,4,100,102,-2,2725.0
2:26.0,K. Towns misses 2-pt hook shot from 9 ft,102-100, ,,4,100,102,-2,2734.0
2:20.0,Offensive rebound by J. McDaniels,102-100, ,,4,100,102,-2,2740.0
2:11.0,J. McDaniels makes 2-pt dunk from 3 ft (assist by D. Russell),104-100, ,,4,100,104,-4,2749.0
1:59.0, ,104-103,M. Strus makes 3-pt jump shot from 24 ft (assist by K. Lowry),,4,103,104,-1,2761.0
1:43.0,Shooting foul by M. Strus (drawn by A. Edwards),104-103, ,,4,103,104,-1,2777.0
1:43.0, ,104-103,Miami full timeout,,4,103,104,-1,2777.0
1:43.0, ,104-103,Instant Replay (Challenge: Stands),,4,103,104,-1,2777.0
1:43.0,A. Edwards makes free throw 1 of 2,105-103, ,,4,103,105,-2,2777.0
1:43.0,A. Edwards makes free throw 2 of 2,106-103, ,,4,103,106,-3,2777.0
1:27.0, ,106-103,T. Herro misses 2-pt layup from 5 ft,,4,103,106,-3,2793.0
1:25.0,Defensive rebound by K. Towns,106-103, ,,4,103,106,-3,2795.0
1:17.0,D. Russell misses 3-pt jump shot from 26 ft,106-103, ,,4,103,106,-3,2803.0
1:13.0, ,106-103,Defensive rebound by B. Adebayo,,4,103,106,-3,2807.0
1:07.0, ,106-103,Shooting foul by J. McDaniels (drawn by K. Lowry),,4,103,106,-3,2813.0
1:07.0,T. Prince enters the game for J. McDaniels,106-103, ,,4,103,106,-3,2813.0
1:07.0, ,106-104,K. Lowry makes free throw 1 of 2,,4,104,106,-2,2813.0
1:07.0, ,106-104,K. Lowry misses free throw 2 of 2,,4,104,106,-2,2813.0
1:03.0,Defensive rebound by K. Towns,106-104, ,,4,104,106,-2,2817.0
0:49.0,M. Beasley makes 3-pt jump shot from 24 ft (assist by T. Prince),109-104, ,,4,104,109,-5,2831.0
0:37.0, ,109-104,T. Herro misses 3-pt jump shot from 26 ft,,4,104,109,-5,2843.0
0:32.0, ,109-104,Offensive rebound by K. Lowry,,4,104,109,-5,2848.0
0:31.0, ,109-104,K. Lowry misses 3-pt jump shot from 24 ft,,4,104,109,-5,2849.0
0:29.0,Defensive rebound by A. Edwards,109-104, ,,4,104,109,-5,2851.0
0:29.0,Personal take foul by M. Strus (drawn by A. Edwards),109-104, ,,4,104,109,-5,2851.0
0:29.0,A. Edwards makes free throw 1 of 2,110-104, ,,4,104,110,-6,2851.0
0:29.0,A. Edwards makes free throw 2 of 2,111-104, ,,4,104,111,-7,2851.0
0:26.0, ,111-104,Turnover by M. Strus (out of bounds lost ball),,4,104,111,-7,2854.0
0:23.0,Personal take foul by M. Strus (drawn by D. Russell),111-104, ,,4,104,111,-7,2857.0
0:23.0,D. Russell makes free throw 1 of 2,112-104, ,,4,104,112,-8,2857.0
0:23.0,D. Russell makes free throw 2 of 2,113-104, ,,4,104,113,-9,2857.0
0:23.0, ,113-104,Miami full timeout,,4,104,113,-9,2857.0
0:23.0, ,113-104,G. Vincent enters the game for P. Tucker,,4,104,113,-9,2857.0
0:19.0, ,113-104,K. Lowry misses 3-pt jump shot from 33 ft,,4,104,113,-9,2861.0
0:18.0,Defensive rebound by Team,113-104, ,,4,104,113,-9,2862.0
0:00.0,End of 4th quarter,113-104,,,4,104,113,-9,2880.0
