Time,Phoenix,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:16.0, ,80-67,K. Lowry makes free throw 2 of 2,,3,67,80,-13,1904.0
3:57.0,J. McGee misses 2-pt hook shot from 7 ft,80-67, ,,3,67,80,-13,1923.0
3:52.0,Offensive rebound by J. McGee,80-67, ,,3,67,80,-13,1928.0
3:52.0,J. McGee makes 2-pt layup at rim,82-67, ,,3,67,82,-15,1928.0
3:35.0, ,82-67,T. Herro misses 2-pt jump shot from 6 ft,,3,67,82,-15,1945.0
3:32.0, ,82-67,Offensive rebound by P. Tucker,,3,67,82,-15,1948.0
3:32.0, ,82-67,P. Tucker misses 2-pt layup at rim,,3,67,82,-15,1948.0
3:23.0, ,82-67,K. Lowry misses 2-pt jump shot from 14 ft,,3,67,82,-15,1957.0
3:18.0,Defensive rebound by J. McGee,82-67, ,,3,67,82,-15,1962.0
3:16.0,M. Bridges makes 2-pt layup from 2 ft (assist by D. Booker),84-67, ,,3,67,84,-17,1964.0
3:16.0, ,84-67,Miami full timeout,,3,67,84,-17,1964.0
3:16.0, ,84-67,B. Adebayo enters the game for D. Dedmon,,3,67,84,-17,1964.0
3:16.0, ,84-67,M. Strus enters the game for P. Tucker,,3,67,84,-17,1964.0
3:01.0, ,84-69,T. Herro makes 2-pt jump shot from 6 ft,,3,69,84,-15,1979.0
3:01.0, ,84-69,Shooting foul by A. Holiday (drawn by T. Herro),,3,69,84,-15,1979.0
3:01.0, ,84-70,T. Herro makes free throw 1 of 1,,3,70,84,-14,1979.0
2:39.0,D. Booker makes 2-pt layup from 2 ft,86-70, ,,3,70,86,-16,2001.0
2:15.0, ,86-72,B. Adebayo makes 2-pt jump shot from 9 ft (assist by V. Oladipo),,3,72,86,-14,2025.0
1:59.0,A. Holiday misses 2-pt layup from 7 ft,86-72, ,,3,72,86,-14,2041.0
1:59.0,Offensive rebound by J. McGee,86-72, ,,3,72,86,-14,2041.0
1:57.0,J. McGee misses 2-pt layup at rim,86-72, ,,3,72,86,-14,2043.0
1:57.0, ,86-72,Defensive rebound by Team,,3,72,86,-14,2043.0
1:57.0,T. Craig enters the game for D. Booker,86-72, ,,3,72,86,-14,2043.0
1:51.0, ,86-72,T. Herro misses 2-pt jump shot from 11 ft,,3,72,86,-14,2049.0
1:47.0,Defensive rebound by J. McGee,86-72, ,,3,72,86,-14,2053.0
1:39.0,J. McGee misses 2-pt hook shot from 9 ft,86-72, ,,3,72,86,-14,2061.0
1:39.0, ,86-72,Defensive rebound by V. Oladipo,,3,72,86,-14,2061.0
1:17.0, ,86-72,T. Herro misses 3-pt jump shot from 26 ft,,3,72,86,-14,2083.0
1:13.0,Defensive rebound by J. McGee,86-72, ,,3,72,86,-14,2087.0
1:01.0,J. McGee misses 2-pt jump shot from 3 ft,86-72, ,,3,72,86,-14,2099.0
0:59.0, ,86-72,Defensive rebound by B. Adebayo,,3,72,86,-14,2101.0
0:56.0, ,86-74,B. Adebayo makes 2-pt dunk from 1 ft,,3,74,86,-12,2104.0
0:36.0,M. Bridges misses 2-pt jump shot from 11 ft,86-74, ,,3,74,86,-12,2124.0
0:36.0,Offensive rebound by Team,86-74, ,,3,74,86,-12,2124.0
0:36.0,D. Booker enters the game for A. Holiday,86-74, ,,3,74,86,-12,2124.0
0:36.0, ,86-74,G. Vincent enters the game for K. Lowry,,3,74,86,-12,2124.0
0:34.0,M. Bridges makes 2-pt jump shot from 12 ft (assist by L. Shamet),88-74, ,,3,74,88,-14,2126.0
0:17.0, ,88-74,Turnover by B. Adebayo (lost ball; steal by J. McGee),,3,74,88,-14,2143.0
0:02.0,D. Booker makes 3-pt jump shot from 28 ft,91-74, ,,3,74,91,-17,2158.0
0:00.0, ,91-74,V. Oladipo misses 3-pt jump shot from 46 ft,,3,74,91,-17,2160.0
0:00.0, ,91-74,Offensive rebound by Team,,3,74,91,-17,2160.0
0:00.0,End of 3rd quarter,91-74,,,3,74,91,-17,2160.0
12:00.0,Start of 4th quarter,91-74,,,4,74,91,-17,2160.0
11:42.0,C. Payne misses 3-pt jump shot from 28 ft,91-74, ,,4,74,91,-17,2178.0
11:40.0, ,91-74,Defensive rebound by Team,,4,74,91,-17,2180.0
11:26.0, ,91-76,B. Adebayo makes 2-pt layup from 2 ft (assist by T. Herro),,4,76,91,-15,2194.0
11:08.0,T. Craig misses 3-pt jump shot from 23 ft,91-76, ,,4,76,91,-15,2212.0
11:06.0, ,91-76,Defensive rebound by B. Adebayo,,4,76,91,-15,2214.0
10:52.0, ,91-76,B. Adebayo misses 2-pt hook shot from 6 ft,,4,76,91,-15,2228.0
10:52.0,Defensive rebound by Team,91-76, ,,4,76,91,-15,2228.0
10:34.0,L. Shamet makes 3-pt jump shot from 27 ft (assist by C. Payne),94-76, ,,4,76,94,-18,2246.0
10:17.0, ,94-76,T. Herro misses 3-pt jump shot from 26 ft,,4,76,94,-18,2263.0
10:15.0,Defensive rebound by J. McGee,94-76, ,,4,76,94,-18,2265.0
9:59.0,J. McGee makes 2-pt jump shot from 12 ft,96-76, ,,4,76,96,-20,2281.0
9:41.0, ,96-76,Turnover by G. Vincent (bad pass; steal by T. Craig),,4,76,96,-20,2299.0
9:24.0,C. Payne misses 2-pt jump shot from 15 ft,96-76, ,,4,76,96,-20,2316.0
9:19.0, ,96-76,Defensive rebound by M. Strus,,4,76,96,-20,2321.0
9:05.0, ,96-76,G. Vincent misses 2-pt jump shot from 5 ft,,4,76,96,-20,2335.0
9:03.0,Defensive rebound by J. McGee,96-76, ,,4,76,96,-20,2337.0
8:40.0,T. Craig misses 2-pt jump shot from 9 ft,96-76, ,,4,76,96,-20,2360.0
8:36.0,Offensive rebound by J. McGee,96-76, ,,4,76,96,-20,2364.0
8:36.0,J. McGee misses 2-pt layup at rim,96-76, ,,4,76,96,-20,2364.0
8:36.0, ,96-76,Defensive rebound by G. Vincent,,4,76,96,-20,2364.0
8:31.0, ,96-76,Personal take foul by J. Crowder (drawn by B. Adebayo),,4,76,96,-20,2369.0
8:31.0,D. Ayton enters the game for J. McGee,96-76, ,,4,76,96,-20,2369.0
8:27.0, ,96-76,Turnover by B. Adebayo (bad pass),,4,76,96,-20,2373.0
8:10.0,Turnover by L. Shamet (lost ball; steal by G. Vincent),96-76, ,,4,76,96,-20,2390.0
8:02.0, ,96-76,V. Oladipo misses 2-pt layup from 3 ft,,4,76,96,-20,2398.0
7:59.0,Defensive rebound by D. Ayton,96-76, ,,4,76,96,-20,2401.0
7:54.0,J. Crowder misses 2-pt jump shot from 5 ft,96-76, ,,4,76,96,-20,2406.0
7:49.0, ,96-76,Defensive rebound by V. Oladipo,,4,76,96,-20,2411.0
7:47.0, ,96-76,T. Herro misses 3-pt jump shot from 24 ft,,4,76,96,-20,2413.0
7:43.0,Defensive rebound by C. Payne,96-76, ,,4,76,96,-20,2417.0
7:22.0,C. Payne misses 2-pt jump shot from 10 ft,96-76, ,,4,76,96,-20,2438.0
7:22.0, ,96-76,Defensive rebound by B. Adebayo,,4,76,96,-20,2438.0
7:13.0, ,96-76,M. Strus misses 3-pt jump shot from 26 ft,,4,76,96,-20,2447.0
7:09.0,Defensive rebound by D. Ayton,96-76, ,,4,76,96,-20,2451.0
7:05.0,Phoenix full timeout,96-76, ,,4,76,96,-20,2455.0
7:05.0,D. Booker enters the game for T. Craig,96-76, ,,4,76,96,-20,2455.0
7:05.0,M. Bridges enters the game for J. Crowder,96-76, ,,4,76,96,-20,2455.0
7:05.0, ,96-76,D. Dedmon enters the game for B. Adebayo,,4,76,96,-20,2455.0
7:05.0, ,96-76,K. Lowry enters the game for V. Oladipo,,4,76,96,-20,2455.0
7:05.0, ,96-76,D. Robinson enters the game for M. Strus,,4,76,96,-20,2455.0
7:05.0, ,96-76,P. Tucker enters the game for G. Vincent,,4,76,96,-20,2455.0
6:58.0,D. Ayton makes 2-pt dunk from 2 ft (assist by C. Payne),98-76, ,,4,76,98,-22,2462.0
6:37.0, ,98-76,D. Robinson misses 2-pt layup from 1 ft,,4,76,98,-22,2483.0
6:35.0,Defensive rebound by D. Booker,98-76, ,,4,76,98,-22,2485.0
6:31.0,M. Bridges makes 2-pt jump shot from 13 ft (assist by D. Booker),100-76, ,,4,76,100,-24,2489.0
6:12.0, ,100-76,T. Herro misses 2-pt jump shot from 6 ft,,4,76,100,-24,2508.0
6:10.0, ,100-76,Offensive rebound by D. Dedmon,,4,76,100,-24,2510.0
6:09.0, ,100-76,D. Dedmon misses 2-pt layup from 5 ft,,4,76,100,-24,2511.0
6:06.0,Defensive rebound by D. Ayton,100-76, ,,4,76,100,-24,2514.0
5:57.0,C. Payne misses 3-pt jump shot from 24 ft,100-76, ,,4,76,100,-24,2523.0
5:53.0, ,100-76,Defensive rebound by D. Dedmon,,4,76,100,-24,2527.0
5:40.0, ,100-78,D. Dedmon makes 2-pt jump shot from 14 ft,,4,78,100,-22,2540.0
5:40.0,J. Crowder enters the game for L. Shamet,100-78, ,,4,78,100,-22,2540.0
5:20.0,D. Booker makes 3-pt jump shot from 27 ft (assist by C. Payne),103-78, ,,4,78,103,-25,2560.0
5:05.0, ,103-78,T. Herro misses 2-pt layup from 2 ft (block by D. Booker),,4,78,103,-25,2575.0
5:05.0, ,103-78,Offensive rebound by Team,,4,78,103,-25,2575.0
5:05.0, ,103-78,Personal foul by C. Payne (drawn by T. Herro),,4,78,103,-25,2575.0
4:54.0, ,103-78,Shooting foul by C. Payne (drawn by D. Robinson),,4,78,103,-25,2586.0
4:54.0, ,103-79,D. Robinson makes free throw 1 of 3,,4,79,103,-24,2586.0
4:54.0, ,103-80,D. Robinson makes free throw 2 of 3,,4,80,103,-23,2586.0
4:54.0, ,103-80,D. Robinson misses free throw 3 of 3,,4,80,103,-23,2586.0
4:51.0,Defensive rebound by D. Booker,103-80, ,,4,80,103,-23,2589.0
4:37.0,M. Bridges misses 3-pt jump shot from 26 ft,103-80, ,,4,80,103,-23,2603.0
4:33.0, ,103-80,Defensive rebound by T. Herro,,4,80,103,-23,2607.0
4:28.0, ,103-80,D. Robinson misses 3-pt jump shot from 27 ft,,4,80,103,-23,2612.0
4:25.0,Defensive rebound by D. Booker,103-80, ,,4,80,103,-23,2615.0
4:07.0,J. Crowder makes 3-pt jump shot from 28 ft (assist by C. Payne),106-80, ,,4,80,106,-26,2633.0
4:01.0, ,106-80,Miami full timeout,,4,80,106,-26,2639.0
4:01.0, ,106-80,H. Highsmith enters the game for D. Dedmon,,4,80,106,-26,2639.0
4:01.0, ,106-80,M. Strus enters the game for T. Herro,,4,80,106,-26,2639.0
4:01.0, ,106-80,G. Vincent enters the game for K. Lowry,,4,80,106,-26,2639.0
4:01.0, ,106-80,O. Yurtseven enters the game for P. Tucker,,4,80,106,-26,2639.0
3:48.0, ,106-80,G. Vincent misses 3-pt jump shot from 27 ft,,4,80,106,-26,2652.0
3:45.0,Defensive rebound by Team,106-80, ,,4,80,106,-26,2655.0
3:33.0,J. Crowder misses 3-pt jump shot from 27 ft,106-80, ,,4,80,106,-26,2667.0
3:30.0, ,106-80,Defensive rebound by O. Yurtseven,,4,80,106,-26,2670.0
3:17.0, ,106-82,O. Yurtseven makes 2-pt layup from 1 ft (assist by M. Strus),,4,82,106,-24,2683.0
3:04.0,D. Booker makes 3-pt jump shot from 29 ft,109-82, ,,4,82,109,-27,2696.0
2:54.0, ,109-82,D. Robinson misses 3-pt jump shot from 24 ft,,4,82,109,-27,2706.0
2:54.0, ,109-82,Offensive rebound by H. Highsmith,,4,82,109,-27,2706.0
2:50.0, ,109-84,O. Yurtseven makes 2-pt layup from 2 ft (assist by H. Highsmith),,4,84,109,-25,2710.0
2:35.0,D. Booker misses 3-pt jump shot from 24 ft,109-84, ,,4,84,109,-25,2725.0
2:34.0, ,109-84,Defensive rebound by O. Yurtseven,,4,84,109,-25,2726.0
2:34.0, ,109-84,Personal take foul by C. Payne (drawn by O. Yurtseven),,4,84,109,-25,2726.0
2:34.0,B. Biyombo enters the game for D. Ayton,109-84, ,,4,84,109,-25,2726.0
2:34.0,T. Craig enters the game for D. Booker,109-84, ,,4,84,109,-25,2726.0
2:34.0,A. Holiday enters the game for M. Bridges,109-84, ,,4,84,109,-25,2726.0
2:34.0,E. Payton enters the game for J. Crowder,109-84, ,,4,84,109,-25,2726.0
2:34.0,I. Wainright enters the game for C. Payne,109-84, ,,4,84,109,-25,2726.0
2:23.0, ,109-84,Turnover by O. Yurtseven (bad pass; steal by E. Payton),,4,84,109,-25,2737.0
2:11.0,A. Holiday misses 3-pt jump shot from 27 ft,109-84, ,,4,84,109,-25,2749.0
2:08.0, ,109-84,Defensive rebound by H. Highsmith,,4,84,109,-25,2752.0
2:00.0, ,109-84,G. Vincent misses 2-pt layup from 3 ft,,4,84,109,-25,2760.0
1:58.0,Defensive rebound by B. Biyombo,109-84, ,,4,84,109,-25,2762.0
1:44.0,I. Wainright misses 3-pt jump shot from 23 ft,109-84, ,,4,84,109,-25,2776.0
1:41.0, ,109-84,Defensive rebound by O. Yurtseven,,4,84,109,-25,2779.0
1:27.0, ,109-87,D. Robinson makes 3-pt jump shot from 26 ft (assist by O. Yurtseven),,4,87,109,-22,2793.0
1:14.0,Turnover by E. Payton (step out of bounds),109-87, ,,4,87,109,-22,2806.0
1:09.0, ,109-87,Personal foul by B. Biyombo (drawn by O. Yurtseven),,4,87,109,-22,2811.0
1:09.0, ,109-87,O. Yurtseven misses free throw 1 of 2,,4,87,109,-22,2811.0
1:09.0, ,109-87,Offensive rebound by Team,,4,87,109,-22,2811.0
1:09.0, ,109-88,O. Yurtseven makes free throw 2 of 2,,4,88,109,-21,2811.0
0:55.0,B. Biyombo makes 2-pt hook shot from 4 ft,111-88, ,,4,88,111,-23,2825.0
0:46.0, ,111-88,Turnover by H. Highsmith (bad pass; steal by I. Wainright),,4,88,111,-23,2834.0
0:28.0,E. Payton misses 2-pt jump shot from 10 ft,111-88, ,,4,88,111,-23,2852.0
0:26.0, ,111-88,Defensive rebound by D. Robinson,,4,88,111,-23,2854.0
0:18.0, ,111-90,O. Yurtseven makes 2-pt dunk from 1 ft (assist by D. Robinson),,4,90,111,-21,2862.0
0:00.0,End of 4th quarter,111-90,,,4,90,111,-21,2880.0
