Time,Miami,Score,Brooklyn,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:45.0, ,78-74,Turnover by J. Johnson (offensive foul),,3,78,74,4,1875.0
4:34.0,M. Strus makes 3-pt jump shot from 23 ft (assist by B. Adebayo),81-74, ,,3,81,74,7,1886.0
4:31.0, ,81-74,Brooklyn full timeout,,3,81,74,7,1889.0
4:12.0, ,81-74,Shooting foul by B. Adebayo (drawn by J. Johnson),,3,81,74,7,1908.0
4:12.0, ,81-74,J. Johnson misses free throw 1 of 2,,3,81,74,7,1908.0
4:12.0, ,81-74,Offensive rebound by Team,,3,81,74,7,1908.0
4:12.0, ,81-74,J. Johnson misses free throw 2 of 2,,3,81,74,7,1908.0
4:09.0,Defensive rebound by T. Herro,81-74, ,,3,81,74,7,1911.0
4:08.0,Turnover by T. Herro (bad pass),81-74, ,,3,81,74,7,1912.0
4:00.0, ,81-76,J. Johnson makes 2-pt layup from 3 ft,,3,81,76,5,1920.0
3:38.0,Turnover by B. Adebayo (bad pass; steal by S. Curry),81-76, ,,3,81,76,5,1942.0
3:31.0, ,81-76,S. Curry misses 3-pt jump shot from 25 ft,,3,81,76,5,1949.0
3:30.0, ,81-76,Offensive rebound by Team,,3,81,76,5,1950.0
3:30.0,Loose ball foul by M. Strus (drawn by J. Johnson),81-76, ,,3,81,76,5,1950.0
3:30.0, ,81-76,J. Johnson misses free throw 1 of 2,,3,81,76,5,1950.0
3:30.0, ,81-77,J. Johnson makes free throw 2 of 2,,3,81,77,4,1950.0
3:19.0,M. Strus makes 3-pt jump shot from 26 ft (assist by B. Adebayo),84-77, ,,3,84,77,7,1961.0
3:05.0,Violation by Team (kicked ball),84-77, ,,3,84,77,7,1975.0
2:56.0, ,84-77,L. Aldridge misses 2-pt jump shot from 11 ft,,3,84,77,7,1984.0
2:51.0,Defensive rebound by B. Adebayo,84-77, ,,3,84,77,7,1989.0
2:45.0,M. Strus misses 3-pt jump shot from 24 ft,84-77, ,,3,84,77,7,1995.0
2:42.0, ,84-77,Defensive rebound by K. Durant,,3,84,77,7,1998.0
2:39.0, ,84-80,K. Durant makes 3-pt jump shot from 26 ft,,3,84,80,4,2001.0
2:31.0,C. Martin misses 3-pt jump shot from 26 ft,84-80, ,,3,84,80,4,2009.0
2:31.0, ,84-80,Defensive rebound by J. Johnson,,3,84,80,4,2009.0
2:14.0,Miami full timeout,84-80, ,,3,84,80,4,2026.0
2:14.0,D. Dedmon enters the game for B. Adebayo,84-80, ,,3,84,80,4,2026.0
2:14.0,D. Robinson enters the game for G. Vincent,84-80, ,,3,84,80,4,2026.0
2:14.0, ,84-80,C. Thomas enters the game for S. Curry,,3,84,80,4,2026.0
2:14.0,Instant Replay (Challenge: Ruling Stands),84-80, ,,3,84,80,4,2026.0
2:10.0,Jump ball: L. Aldridge vs. C. Martin (C. Thomas gains possession),84-80,,,3,84,80,4,2030.0
1:55.0, ,84-80,P. Mills misses 2-pt jump shot from 21 ft,,3,84,80,4,2045.0
1:52.0,Defensive rebound by T. Herro,84-80, ,,3,84,80,4,2048.0
1:33.0,Shooting foul by J. Johnson (drawn by M. Strus),84-80, ,,3,84,80,4,2067.0
1:33.0,M. Strus makes free throw 1 of 2,85-80, ,,3,85,80,5,2067.0
1:33.0, ,85-80,B. Brown enters the game for J. Johnson,,3,85,80,5,2067.0
1:33.0,M. Strus makes free throw 2 of 2,86-80, ,,3,86,80,6,2067.0
1:17.0, ,86-80,L. Aldridge misses 2-pt jump shot from 14 ft,,3,86,80,6,2083.0
1:14.0,Defensive rebound by D. Dedmon,86-80, ,,3,86,80,6,2086.0
1:02.0,D. Dedmon makes 2-pt layup from 3 ft (assist by T. Herro),88-80, ,,3,88,80,8,2098.0
0:51.0, ,88-82,K. Durant makes 2-pt jump shot from 13 ft,,3,88,82,6,2109.0
0:31.0,T. Herro misses 2-pt jump shot from 10 ft,88-82, ,,3,88,82,6,2129.0
0:29.0, ,88-82,Defensive rebound by C. Thomas,,3,88,82,6,2131.0
0:27.0, ,88-84,C. Thomas makes 2-pt jump shot from 17 ft,,3,88,84,4,2133.0
0:05.0,T. Herro misses 2-pt layup from 4 ft,88-84, ,,3,88,84,4,2155.0
0:03.0, ,88-84,Defensive rebound by K. Durant,,3,88,84,4,2157.0
0:00.0, ,88-84,C. Thomas misses 3-pt jump shot from 28 ft,,3,88,84,4,2160.0
0:00.0, ,88-84,Offensive rebound by Team,,3,88,84,4,2160.0
0:00.0,End of 3rd quarter,88-84,,,3,88,84,4,2160.0
12:00.0,Start of 4th quarter,88-84,,,4,88,84,4,2160.0
11:43.0, ,88-84,B. Brown misses 2-pt jump shot from 9 ft,,4,88,84,4,2177.0
11:41.0, ,88-84,Offensive rebound by L. Aldridge,,4,88,84,4,2179.0
11:41.0, ,88-84,Shooting foul by G. Vincent (drawn by L. Aldridge),,4,88,84,4,2179.0
11:41.0, ,88-85,L. Aldridge makes free throw 1 of 2,,4,88,85,3,2179.0
11:41.0, ,88-86,L. Aldridge makes free throw 2 of 2,,4,88,86,2,2179.0
11:20.0,D. Dedmon makes 2-pt hook shot from 8 ft,90-86, ,,4,90,86,4,2200.0
11:08.0, ,90-88,B. Brown makes 2-pt jump shot from 9 ft (assist by G. Dragić),,4,90,88,2,2212.0
10:56.0,D. Dedmon misses 2-pt hook shot from 11 ft,90-88, ,,4,90,88,2,2224.0
10:53.0, ,90-88,Defensive rebound by L. Aldridge,,4,90,88,2,2227.0
10:41.0, ,90-88,Turnover by B. Brown (out of bounds lost ball),,4,90,88,2,2239.0
10:28.0,T. Herro makes 2-pt jump shot from 4 ft,92-88, ,,4,92,88,4,2252.0
10:22.0, ,92-88,Personal foul by D. Dedmon (drawn by C. Thomas),,4,92,88,4,2258.0
10:10.0, ,92-90,B. Brown makes 2-pt jump shot from 13 ft (assist by C. Thomas),,4,92,90,2,2270.0
9:58.0,T. Herro misses 2-pt jump shot from 14 ft,92-90, ,,4,92,90,2,2282.0
9:58.0, ,92-90,Defensive rebound by Team,,4,92,90,2,2282.0
9:58.0,Loose ball foul by D. Dedmon (drawn by C. Thomas),92-90, ,,4,92,90,2,2282.0
9:41.0, ,92-90,Turnover by C. Thomas (bad pass; steal by G. Vincent),,4,92,90,2,2299.0
9:28.0,D. Dedmon makes 2-pt layup from 4 ft (assist by T. Herro),94-90, ,,4,94,90,4,2312.0
9:18.0, ,94-92,G. Dragić makes 2-pt jump shot from 4 ft,,4,94,92,2,2322.0
9:06.0,T. Herro misses 3-pt jump shot from 26 ft,94-92, ,,4,94,92,2,2334.0
9:03.0, ,94-92,Defensive rebound by C. Thomas,,4,94,92,2,2337.0
8:55.0, ,94-92,C. Thomas misses 2-pt jump shot from 17 ft,,4,94,92,2,2345.0
8:51.0,Defensive rebound by H. Highsmith,94-92, ,,4,94,92,2,2349.0
8:40.0,Turnover by G. Vincent (bad pass; steal by B. Brown),94-92, ,,4,94,92,2,2360.0
8:35.0, ,94-92,G. Dragić misses 2-pt layup from 3 ft,,4,94,92,2,2365.0
8:32.0,Defensive rebound by D. Dedmon,94-92, ,,4,94,92,2,2368.0
8:27.0,T. Herro makes 3-pt jump shot from 23 ft (assist by G. Vincent),97-92, ,,4,97,92,5,2373.0
8:14.0, ,97-92,Shooting foul by D. Dedmon (drawn by B. Brown),,4,97,92,5,2386.0
8:14.0, ,97-93,B. Brown makes free throw 1 of 2,,4,97,93,4,2386.0
8:14.0,B. Adebayo enters the game for D. Dedmon,97-93, ,,4,97,93,4,2386.0
8:14.0, ,97-93,A. Drummond enters the game for L. Aldridge,,4,97,93,4,2386.0
8:14.0, ,97-93,P. Mills enters the game for C. Thomas,,4,97,93,4,2386.0
8:14.0, ,97-94,B. Brown makes free throw 2 of 2,,4,97,94,3,2386.0
7:59.0,Personal foul by S. Curry (drawn by T. Herro),97-94, ,,4,97,94,3,2401.0
7:55.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),99-94, ,,4,99,94,5,2405.0
7:55.0,Shooting foul by A. Drummond (drawn by B. Adebayo),99-94, ,,4,99,94,5,2405.0
7:55.0,B. Adebayo makes free throw 1 of 1,100-94, ,,4,100,94,6,2405.0
7:37.0, ,100-94,S. Curry misses 3-pt jump shot from 25 ft,,4,100,94,6,2423.0
7:34.0,Defensive rebound by B. Adebayo,100-94, ,,4,100,94,6,2426.0
7:18.0,Turnover by D. Robinson (bad pass; steal by B. Brown),100-94, ,,4,100,94,6,2442.0
7:12.0, ,100-94,B. Brown misses 2-pt layup from 2 ft,,4,100,94,6,2448.0
7:10.0, ,100-94,Offensive rebound by A. Drummond,,4,100,94,6,2450.0
7:04.0, ,100-94,Turnover by A. Drummond (bad pass; steal by T. Herro),,4,100,94,6,2456.0
6:58.0,T. Herro makes 2-pt layup from 2 ft,102-94, ,,4,102,94,8,2462.0
6:58.0, ,102-94,Brooklyn full timeout,,4,102,94,8,2462.0
6:58.0, ,102-94,L. Aldridge enters the game for G. Dragić,,4,102,94,8,2462.0
6:58.0, ,102-94,K. Durant enters the game for A. Drummond,,4,102,94,8,2462.0
6:36.0, ,102-94,K. Durant misses 2-pt jump shot from 7 ft (block by H. Highsmith),,4,102,94,8,2484.0
6:34.0,Defensive rebound by B. Adebayo,102-94, ,,4,102,94,8,2486.0
6:34.0,Turnover by B. Adebayo (bad pass),102-94, ,,4,102,94,8,2486.0
6:34.0,C. Martin enters the game for H. Highsmith,102-94, ,,4,102,94,8,2486.0
6:34.0,M. Strus enters the game for D. Robinson,102-94, ,,4,102,94,8,2486.0
6:15.0, ,102-94,Shooting foul by B. Adebayo (drawn by K. Durant),,4,102,94,8,2505.0
6:15.0, ,102-95,K. Durant makes free throw 1 of 2,,4,102,95,7,2505.0
6:15.0, ,102-96,K. Durant makes free throw 2 of 2,,4,102,96,6,2505.0
5:51.0,C. Martin misses 2-pt jump shot from 17 ft,102-96, ,,4,102,96,6,2529.0
5:49.0,Offensive rebound by M. Strus,102-96, ,,4,102,96,6,2531.0
5:49.0,Personal foul by S. Curry (drawn by M. Strus),102-96, ,,4,102,96,6,2531.0
5:33.0,C. Martin makes 2-pt jump shot from 23 ft,104-96, ,,4,104,96,8,2547.0
5:13.0, ,104-96,B. Brown misses 2-pt jump shot from 4 ft,,4,104,96,8,2567.0
5:13.0,Defensive rebound by B. Adebayo,104-96, ,,4,104,96,8,2567.0
4:56.0,T. Herro misses 2-pt jump shot from 12 ft,104-96, ,,4,104,96,8,2584.0
4:55.0,Offensive rebound by Team,104-96, ,,4,104,96,8,2585.0
4:55.0, ,104-96,Loose ball foul by K. Durant (drawn by B. Adebayo),,4,104,96,8,2585.0
4:52.0,Personal foul by B. Brown (drawn by T. Herro),104-96, ,,4,104,96,8,2588.0
4:52.0,T. Herro makes free throw 1 of 2,105-96, ,,4,105,96,9,2588.0
4:52.0,T. Herro makes free throw 2 of 2,106-96, ,,4,106,96,10,2588.0
4:44.0, ,106-96,Shooting foul by B. Adebayo (drawn by L. Aldridge),,4,106,96,10,2596.0
4:44.0, ,106-96,L. Aldridge misses free throw 1 of 2,,4,106,96,10,2596.0
4:44.0, ,106-96,Offensive rebound by Team,,4,106,96,10,2596.0
4:44.0,D. Dedmon enters the game for B. Adebayo,106-96, ,,4,106,96,10,2596.0
4:44.0, ,106-97,L. Aldridge makes free throw 2 of 2,,4,106,97,9,2596.0
4:21.0,C. Martin makes 3-pt jump shot from 26 ft (assist by T. Herro),109-97, ,,4,109,97,12,2619.0
4:02.0, ,109-100,B. Brown makes 3-pt jump shot from 25 ft (assist by S. Curry),,4,109,100,9,2638.0
4:01.0,Miami full timeout,109-100, ,,4,109,100,9,2639.0
4:01.0, ,109-100,G. Dragić enters the game for L. Aldridge,,4,109,100,9,2639.0
3:41.0,T. Herro misses 2-pt jump shot from 8 ft,109-100, ,,4,109,100,9,2659.0
3:34.0, ,109-100,Defensive rebound by P. Mills,,4,109,100,9,2666.0
3:23.0, ,109-103,B. Brown makes 3-pt jump shot from 23 ft (assist by G. Dragić),,4,109,103,6,2677.0
3:04.0,M. Strus misses 3-pt jump shot from 26 ft,109-103, ,,4,109,103,6,2696.0
3:01.0, ,109-103,Defensive rebound by B. Brown,,4,109,103,6,2699.0
2:48.0, ,109-105,K. Durant makes 2-pt jump shot from 12 ft,,4,109,105,4,2712.0
2:23.0,T. Herro misses 3-pt jump shot from 26 ft,109-105, ,,4,109,105,4,2737.0
2:23.0, ,109-105,Defensive rebound by Team,,4,109,105,4,2737.0
2:23.0,Loose ball foul by D. Dedmon (drawn by K. Durant),109-105, ,,4,109,105,4,2737.0
2:23.0, ,109-106,K. Durant makes free throw 1 of 2,,4,109,106,3,2737.0
2:23.0,B. Adebayo enters the game for D. Dedmon,109-106, ,,4,109,106,3,2737.0
2:23.0, ,109-107,K. Durant makes free throw 2 of 2,,4,109,107,2,2737.0
2:03.0,G. Vincent misses 3-pt jump shot from 26 ft (block by B. Brown),109-107, ,,4,109,107,2,2757.0
1:54.0, ,109-107,Defensive rebound by B. Brown,,4,109,107,2,2766.0
1:43.0, ,109-107,S. Curry misses 3-pt jump shot from 26 ft,,4,109,107,2,2777.0
1:38.0,Defensive rebound by B. Adebayo,109-107, ,,4,109,107,2,2782.0
1:18.0,G. Vincent misses 2-pt jump shot from 16 ft,109-107, ,,4,109,107,2,2802.0
1:18.0,Offensive rebound by Team,109-107, ,,4,109,107,2,2802.0
1:18.0,Turnover by Team (shot clock),109-107, ,,4,109,107,2,2802.0
0:57.0, ,109-107,K. Durant misses 3-pt jump shot from 25 ft,,4,109,107,2,2823.0
0:54.0,Defensive rebound by T. Herro,109-107, ,,4,109,107,2,2826.0
0:35.0,B. Adebayo makes 2-pt jump shot from 5 ft (assist by T. Herro),111-107, ,,4,111,107,4,2845.0
0:35.0, ,111-107,Brooklyn full timeout,,4,111,107,4,2845.0
0:30.0, ,111-107,K. Durant misses 2-pt jump shot from 6 ft,,4,111,107,4,2850.0
0:27.0,Defensive rebound by C. Martin,111-107, ,,4,111,107,4,2853.0
0:23.0,Personal take foul by P. Mills (drawn by T. Herro),111-107, ,,4,111,107,4,2857.0
0:23.0,T. Herro makes free throw 1 of 2,112-107, ,,4,112,107,5,2857.0
0:23.0,T. Herro makes free throw 2 of 2,113-107, ,,4,113,107,6,2857.0
0:15.0, ,113-107,Turnover by G. Dragić (lost ball; steal by B. Adebayo),,4,113,107,6,2865.0
0:00.0,End of 4th quarter,113-107,,,4,113,107,6,2880.0
