Time,Miami,Score,Denver,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:46.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Butler),59-79, ,,3,59,79,-20,1814.0
5:17.0, ,59-79,W. Barton misses 2-pt jump shot from 20 ft,,3,59,79,-20,1843.0
5:12.0, ,59-79,Offensive rebound by N. Jokić,,3,59,79,-20,1848.0
5:12.0, ,59-79,N. Jokić misses 2-pt layup at rim,,3,59,79,-20,1848.0
5:11.0,Defensive rebound by B. Adebayo,59-79, ,,3,59,79,-20,1849.0
5:07.0,J. Butler misses 2-pt layup from 2 ft,59-79, ,,3,59,79,-20,1853.0
5:05.0,Offensive rebound by Team,59-79, ,,3,59,79,-20,1855.0
5:05.0,T. Herro enters the game for K. Lowry,59-79, ,,3,59,79,-20,1855.0
5:02.0,B. Adebayo makes 2-pt jump shot from 15 ft (assist by J. Butler),61-79, ,,3,61,79,-18,1858.0
4:42.0, ,61-79,A. Gordon misses 2-pt jump shot from 17 ft,,3,61,79,-18,1878.0
4:39.0,Defensive rebound by J. Butler,61-79, ,,3,61,79,-18,1881.0
4:31.0,Shooting foul by N. Jokić (drawn by B. Adebayo),61-79, ,,3,61,79,-18,1889.0
4:31.0, ,61-79,Denver full timeout,,3,61,79,-18,1889.0
4:31.0,B. Adebayo misses free throw 1 of 2,61-79, ,,3,61,79,-18,1889.0
4:31.0,Offensive rebound by Team,61-79, ,,3,61,79,-18,1889.0
4:31.0,B. Adebayo makes free throw 2 of 2,62-79, ,,3,62,79,-17,1889.0
4:14.0, ,62-79,P. Dozier misses 3-pt jump shot from 25 ft,,3,62,79,-17,1906.0
4:10.0,Defensive rebound by P. Tucker,62-79, ,,3,62,79,-17,1910.0
4:03.0,B. Adebayo misses 2-pt jump shot from 7 ft,62-79, ,,3,62,79,-17,1917.0
3:59.0, ,62-79,Defensive rebound by N. Jokić,,3,62,79,-17,1921.0
3:53.0, ,62-79,A. Gordon misses 2-pt layup from 3 ft,,3,62,79,-17,1927.0
3:52.0, ,62-79,Offensive rebound by P. Dozier,,3,62,79,-17,1928.0
3:51.0, ,62-81,P. Dozier makes 2-pt layup from 1 ft,,3,62,81,-19,1929.0
3:33.0,Shooting foul by P. Dozier (drawn by J. Butler),62-81, ,,3,62,81,-19,1947.0
3:33.0,J. Butler makes free throw 1 of 2,63-81, ,,3,63,81,-18,1947.0
3:33.0, ,63-81,B. Hyland enters the game for M. Morris,,3,63,81,-18,1947.0
3:33.0,J. Butler makes free throw 2 of 2,64-81, ,,3,64,81,-17,1947.0
3:12.0, ,64-81,B. Hyland misses 2-pt jump shot from 10 ft,,3,64,81,-17,1968.0
3:09.0,Defensive rebound by P. Tucker,64-81, ,,3,64,81,-17,1971.0
2:47.0,D. Robinson misses 3-pt jump shot from 26 ft,64-81, ,,3,64,81,-17,1993.0
2:45.0, ,64-81,Defensive rebound by Team,,3,64,81,-17,1995.0
2:28.0, ,64-84,B. Hyland makes 3-pt jump shot from 26 ft (assist by N. Jokić),,3,64,84,-20,2012.0
2:08.0,T. Herro misses 2-pt jump shot from 18 ft,64-84, ,,3,64,84,-20,2032.0
2:06.0, ,64-84,Defensive rebound by P. Dozier,,3,64,84,-20,2034.0
2:00.0, ,64-84,N. Jokić misses 2-pt layup from 3 ft (block by D. Robinson),,3,64,84,-20,2040.0
1:58.0,Defensive rebound by D. Robinson,64-84, ,,3,64,84,-20,2042.0
1:52.0,D. Robinson makes 3-pt jump shot from 24 ft (assist by T. Herro),67-84, ,,3,67,84,-17,2048.0
1:52.0,Shooting foul by A. Gordon (drawn by D. Robinson),67-84, ,,3,67,84,-17,2048.0
1:52.0,D. Dedmon enters the game for B. Adebayo,67-84, ,,3,67,84,-17,2048.0
1:52.0,K. Lowry enters the game for J. Butler,67-84, ,,3,67,84,-17,2048.0
1:52.0, ,67-84,J. Green enters the game for W. Barton,,3,67,84,-17,2048.0
1:52.0, ,67-84,J. Green enters the game for A. Gordon,,3,67,84,-17,2048.0
1:52.0, ,67-84,A. Rivers enters the game for N. Jokić,,3,67,84,-17,2048.0
1:52.0,D. Robinson makes free throw 1 of 1,68-84, ,,3,68,84,-16,2048.0
1:39.0, ,68-84,B. Hyland misses 3-pt jump shot from 23 ft,,3,68,84,-16,2061.0
1:39.0, ,68-84,Offensive rebound by J. Green,,3,68,84,-16,2061.0
1:36.0, ,68-84,Shooting foul by D. Dedmon (drawn by J. Green),,3,68,84,-16,2064.0
1:36.0, ,68-85,J. Green makes free throw 1 of 2,,3,68,85,-17,2064.0
1:36.0,M. Morris enters the game for P. Tucker,68-85, ,,3,68,85,-17,2064.0
1:36.0, ,68-86,J. Green makes free throw 2 of 2,,3,68,86,-18,2064.0
1:22.0,T. Herro misses 3-pt jump shot from 26 ft,68-86, ,,3,68,86,-18,2078.0
1:19.0,Offensive rebound by M. Morris,68-86, ,,3,68,86,-18,2081.0
1:14.0,Turnover by D. Robinson (bad pass; steal by B. Hyland),68-86, ,,3,68,86,-18,2086.0
1:09.0, ,68-86,A. Rivers misses 3-pt jump shot from 26 ft,,3,68,86,-18,2091.0
1:08.0, ,68-86,Offensive rebound by Team,,3,68,86,-18,2092.0
1:08.0,Loose ball foul by D. Robinson (drawn by J. Green),68-86, ,,3,68,86,-18,2092.0
1:08.0, ,68-87,J. Green makes free throw 1 of 2,,3,68,87,-19,2092.0
1:08.0, ,68-88,J. Green makes free throw 2 of 2,,3,68,88,-20,2092.0
0:50.0,M. Morris misses 3-pt jump shot from 22 ft,68-88, ,,3,68,88,-20,2110.0
0:47.0, ,68-88,Defensive rebound by P. Dozier,,3,68,88,-20,2113.0
0:37.0, ,68-91,J. Green makes 3-pt jump shot from 23 ft (assist by A. Rivers),,3,68,91,-23,2123.0
0:28.0,Turnover by K. Lowry (out of bounds lost ball),68-91, ,,3,68,91,-23,2132.0
0:07.0, ,68-91,J. Green misses 3-pt jump shot from 26 ft,,3,68,91,-23,2153.0
0:04.0,Defensive rebound by Team,68-91, ,,3,68,91,-23,2156.0
0:04.0, ,68-91,Loose ball foul by P. Dozier (drawn by D. Dedmon),,3,68,91,-23,2156.0
0:04.0,D. Dedmon makes free throw 1 of 2,69-91, ,,3,69,91,-22,2156.0
0:04.0,G. Vincent enters the game for D. Robinson,69-91, ,,3,69,91,-22,2156.0
0:04.0,D. Dedmon makes free throw 2 of 2,70-91, ,,3,70,91,-21,2156.0
0:00.0,End of 3rd quarter,70-91,,,3,70,91,-21,2160.0
12:00.0,Start of 4th quarter,70-91,,,4,70,91,-21,2160.0
11:36.0,D. Dedmon makes 2-pt layup from 3 ft (assist by T. Herro),72-91, ,,4,72,91,-19,2184.0
11:22.0, ,72-91,Turnover by P. Dozier (bad pass; steal by T. Herro),,4,72,91,-19,2198.0
11:17.0,T. Herro makes 3-pt jump shot from 23 ft (assist by J. Butler),75-91, ,,4,75,91,-16,2203.0
10:59.0, ,75-91,Def 3 sec tech foul by Team,,4,75,91,-16,2221.0
10:59.0, ,75-92,B. Hyland makes technical free throw,,4,75,92,-17,2221.0
10:50.0, ,75-92,J. Green misses 3-pt jump shot from 25 ft,,4,75,92,-17,2230.0
10:47.0,Defensive rebound by J. Butler,75-92, ,,4,75,92,-17,2233.0
10:24.0,K. Lowry misses 3-pt jump shot from 26 ft,75-92, ,,4,75,92,-17,2256.0
10:22.0, ,75-92,Defensive rebound by P. Dozier,,4,75,92,-17,2258.0
9:58.0, ,75-92,P. Dozier misses 2-pt jump shot from 17 ft,,4,75,92,-17,2282.0
9:56.0,Defensive rebound by T. Herro,75-92, ,,4,75,92,-17,2284.0
9:53.0,T. Herro makes 3-pt jump shot from 25 ft,78-92, ,,4,78,92,-14,2287.0
9:51.0, ,78-92,Denver full timeout,,4,78,92,-14,2289.0
9:51.0, ,78-92,W. Barton enters the game for B. Hyland,,4,78,92,-14,2289.0
9:51.0, ,78-92,A. Gordon enters the game for A. Rivers,,4,78,92,-14,2289.0
9:31.0, ,78-92,P. Dozier misses 2-pt jump shot from 17 ft,,4,78,92,-14,2309.0
9:28.0,Defensive rebound by D. Dedmon,78-92, ,,4,78,92,-14,2312.0
9:22.0,K. Lowry misses 3-pt jump shot from 27 ft,78-92, ,,4,78,92,-14,2318.0
9:18.0, ,78-92,Defensive rebound by W. Barton,,4,78,92,-14,2322.0
8:59.0, ,78-94,A. Gordon makes 2-pt dunk from 1 ft (assist by W. Barton),,4,78,94,-16,2341.0
8:35.0,D. Dedmon makes 2-pt jump shot from 20 ft (assist by K. Lowry),80-94, ,,4,80,94,-14,2365.0
8:24.0, ,80-94,Personal foul by K. Lowry (drawn by W. Barton),,4,80,94,-14,2376.0
8:24.0, ,80-94,N. Jokić enters the game for P. Dozier,,4,80,94,-14,2376.0
8:24.0, ,80-94,M. Morris enters the game for J. Green,,4,80,94,-14,2376.0
8:11.0, ,80-96,N. Jokić makes 2-pt jump shot from 15 ft (assist by W. Barton),,4,80,96,-16,2389.0
7:58.0,T. Herro misses 3-pt jump shot from 25 ft,80-96, ,,4,80,96,-16,2402.0
7:56.0, ,80-96,Defensive rebound by J. Green,,4,80,96,-16,2404.0
7:40.0, ,80-98,A. Gordon makes 2-pt jump shot from 16 ft (assist by N. Jokić),,4,80,98,-18,2420.0
7:21.0,M. Morris makes 3-pt jump shot from 23 ft (assist by J. Butler),83-98, ,,4,83,98,-15,2439.0
7:00.0, ,83-98,M. Morris misses 3-pt jump shot from 25 ft,,4,83,98,-15,2460.0
6:57.0, ,83-98,Offensive rebound by Team,,4,83,98,-15,2463.0
6:57.0,Loose ball foul by K. Lowry (drawn by A. Gordon),83-98, ,,4,83,98,-15,2463.0
6:57.0,B. Adebayo enters the game for D. Dedmon,83-98, ,,4,83,98,-15,2463.0
6:48.0, ,83-101,W. Barton makes 3-pt jump shot from 23 ft (assist by N. Jokić),,4,83,101,-18,2472.0
6:45.0,Miami full timeout,83-101, ,,4,83,101,-18,2475.0
6:34.0,M. Morris makes 3-pt jump shot from 25 ft (assist by K. Lowry),86-101, ,,4,86,101,-15,2486.0
6:19.0, ,86-101,Turnover by A. Gordon (bad pass),,4,86,101,-15,2501.0
6:07.0,B. Adebayo misses 2-pt layup from 6 ft,86-101, ,,4,86,101,-15,2513.0
6:05.0, ,86-101,Defensive rebound by W. Barton,,4,86,101,-15,2515.0
5:52.0, ,86-103,N. Jokić makes 2-pt layup from 2 ft,,4,86,103,-17,2528.0
5:36.0,T. Herro misses 2-pt layup from 4 ft,86-103, ,,4,86,103,-17,2544.0
5:34.0, ,86-103,Defensive rebound by N. Jokić,,4,86,103,-17,2546.0
5:25.0, ,86-103,Offensive foul by J. Green (drawn by K. Lowry),,4,86,103,-17,2555.0
5:25.0, ,86-103,Turnover by J. Green (offensive foul),,4,86,103,-17,2555.0
5:18.0,T. Herro misses 3-pt jump shot from 27 ft,86-103, ,,4,86,103,-17,2562.0
5:14.0, ,86-103,Defensive rebound by M. Morris,,4,86,103,-17,2566.0
5:02.0, ,86-103,A. Gordon misses 3-pt jump shot from 25 ft,,4,86,103,-17,2578.0
4:58.0,Defensive rebound by T. Herro,86-103, ,,4,86,103,-17,2582.0
4:47.0,J. Butler makes 3-pt jump shot from 23 ft (assist by M. Morris),89-103, ,,4,89,103,-14,2593.0
4:16.0, ,89-103,M. Morris misses 2-pt jump shot from 17 ft,,4,89,103,-14,2624.0
4:14.0, ,89-103,Offensive rebound by N. Jokić,,4,89,103,-14,2626.0
4:13.0, ,89-105,N. Jokić makes 2-pt layup at rim,,4,89,105,-16,2627.0
4:13.0, ,89-105,Shooting foul by K. Lowry (drawn by N. Jokić),,4,89,105,-16,2627.0
4:13.0, ,89-105,N. Jokić misses free throw 1 of 1,,4,89,105,-16,2627.0
4:11.0,Defensive rebound by M. Morris,89-105, ,,4,89,105,-16,2629.0
4:04.0,J. Butler makes 3-pt jump shot from 24 ft (assist by T. Herro),92-105, ,,4,92,105,-13,2636.0
4:04.0, ,92-105,Denver full timeout,,4,92,105,-13,2636.0
3:45.0, ,92-108,W. Barton makes 3-pt jump shot from 25 ft,,4,92,108,-16,2655.0
3:26.0,J. Butler misses 2-pt layup from 5 ft,92-108, ,,4,92,108,-16,2674.0
3:21.0,Offensive rebound by J. Butler,92-108, ,,4,92,108,-16,2679.0
3:21.0,J. Butler makes 2-pt layup at rim,94-108, ,,4,94,108,-14,2679.0
2:58.0, ,94-111,W. Barton makes 3-pt jump shot from 25 ft (assist by M. Morris),,4,94,111,-17,2702.0
2:41.0,B. Adebayo misses 2-pt layup from 5 ft (block by N. Jokić),94-111, ,,4,94,111,-17,2719.0
2:39.0, ,94-111,Defensive rebound by N. Jokić,,4,94,111,-17,2721.0
2:39.0, ,94-111,Flagrant foul type 2 by M. Morris (drawn by N. Jokić),,4,94,111,-17,2721.0
2:39.0, ,94-111,Instant Replay,,4,94,111,-17,2721.0
2:39.0, ,94-111,Technical foul by N. Jokić,,4,94,111,-17,2721.0
2:39.0, ,94-111,N. Jokić ejected from game,,4,94,111,-17,2721.0
2:39.0,Technical foul by J. Butler,94-111, ,,4,94,111,-17,2721.0
2:39.0, ,94-111,B. Bol enters the game for N. Jokić,,4,94,111,-17,2721.0
2:39.0, ,94-111,B. Bol misses flagrant free throw 1 of 2,,4,94,111,-17,2721.0
2:39.0, ,94-111,Offensive rebound by Team,,4,94,111,-17,2721.0
2:39.0, ,94-111,B. Bol misses flagrant free throw 2 of 2,,4,94,111,-17,2721.0
2:39.0, ,94-111,Denver full timeout,,4,94,111,-17,2721.0
2:39.0,C. Martin enters the game for B. Adebayo,94-111, ,,4,94,111,-17,2721.0
2:39.0,K. Okpala enters the game for J. Butler,94-111, ,,4,94,111,-17,2721.0
2:39.0,D. Robinson enters the game for T. Herro,94-111, ,,4,94,111,-17,2721.0
2:39.0,G. Vincent enters the game for K. Lowry,94-111, ,,4,94,111,-17,2721.0
2:39.0,O. Yurtseven enters the game for M. Morris,94-111, ,,4,94,111,-17,2721.0
2:39.0, ,94-111,P. Dozier enters the game for B. Bol,,4,94,111,-17,2721.0
2:17.0, ,94-111,J. Green misses 3-pt jump shot from 25 ft,,4,94,111,-17,2743.0
2:13.0,Defensive rebound by C. Martin,94-111, ,,4,94,111,-17,2747.0
2:06.0,G. Vincent misses 3-pt jump shot from 24 ft,94-111, ,,4,94,111,-17,2754.0
2:03.0, ,94-111,Defensive rebound by J. Green,,4,94,111,-17,2757.0
1:54.0, ,94-111,Offensive foul by A. Gordon (drawn by D. Robinson),,4,94,111,-17,2766.0
1:54.0, ,94-111,Turnover by A. Gordon (offensive foul),,4,94,111,-17,2766.0
1:49.0,Violation by Team (delay of game),94-111, ,,4,94,111,-17,2771.0
1:36.0,O. Yurtseven misses 2-pt layup from 3 ft,94-111, ,,4,94,111,-17,2784.0
1:33.0, ,94-111,Defensive rebound by P. Dozier,,4,94,111,-17,2787.0
1:13.0, ,94-111,P. Dozier misses 3-pt jump shot from 26 ft,,4,94,111,-17,2807.0
1:12.0, ,94-111,Offensive rebound by Team,,4,94,111,-17,2808.0
1:12.0, ,94-111,Turnover by Team (shot clock),,4,94,111,-17,2808.0
1:12.0, ,94-111,F. Campazzo enters the game for W. Barton,,4,94,111,-17,2808.0
1:12.0, ,94-111,M. Howard enters the game for P. Dozier,,4,94,111,-17,2808.0
1:12.0, ,94-111,B. Hyland enters the game for A. Gordon,,4,94,111,-17,2808.0
1:12.0, ,94-111,Z. Nnaji enters the game for J. Green,,4,94,111,-17,2808.0
1:12.0, ,94-111,A. Rivers enters the game for M. Morris,,4,94,111,-17,2808.0
1:02.0,G. Vincent makes 2-pt layup from 5 ft,96-111, ,,4,96,111,-15,2818.0
0:44.0, ,96-111,Z. Nnaji misses 3-pt jump shot from 25 ft,,4,96,111,-15,2836.0
0:42.0, ,96-111,Offensive rebound by A. Rivers,,4,96,111,-15,2838.0
0:31.0, ,96-111,A. Rivers misses 3-pt jump shot from 23 ft,,4,96,111,-15,2849.0
0:28.0,Defensive rebound by G. Vincent,96-111, ,,4,96,111,-15,2852.0
0:23.0, ,96-111,Violation by Team (kicked ball),,4,96,111,-15,2857.0
0:17.0,Turnover by D. Robinson (bad pass; steal by A. Rivers),96-111, ,,4,96,111,-15,2863.0
0:15.0, ,96-113,Z. Nnaji makes 2-pt dunk from 1 ft,,4,96,113,-17,2865.0
0:14.0,Personal foul by A. Rivers (drawn by G. Vincent),96-113, ,,4,96,113,-17,2866.0
0:00.0,End of 4th quarter,96-113,,,4,96,113,-17,2880.0
