Time,Miami,Score,Memphis,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:58.0,T. Herro makes 3-pt jump shot from 25 ft,90-71, ,,3,90,71,19,1922.0
3:41.0, ,90-74,K. Anderson makes 3-pt jump shot from 23 ft (assist by D. Bane),,3,90,74,16,1939.0
3:26.0,T. Herro makes 2-pt jump shot from 22 ft,92-74, ,,3,92,74,18,1954.0
3:15.0, ,92-74,D. Bane misses 3-pt jump shot from 29 ft,,3,92,74,18,1965.0
3:13.0,Defensive rebound by P. Tucker,92-74, ,,3,92,74,18,1967.0
3:04.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by J. Butler),95-74, ,,3,95,74,21,1976.0
3:04.0, ,95-74,Memphis full timeout,,3,95,74,21,1976.0
3:04.0, ,95-74,S. Merrill enters the game for D. Bane,,3,95,74,21,1976.0
3:04.0, ,95-74,X. Tillman enters the game for J. Jackson,,3,95,74,21,1976.0
2:46.0, ,95-74,J. Morant misses 2-pt jump shot from 20 ft,,3,95,74,21,1994.0
2:42.0,Defensive rebound by M. Morris,95-74, ,,3,95,74,21,1998.0
2:31.0,D. Robinson makes 3-pt jump shot from 24 ft (assist by M. Morris),98-74, ,,3,98,74,24,2009.0
2:31.0,C. Martin enters the game for P. Tucker,98-74, ,,3,98,74,24,2009.0
2:10.0, ,98-74,J. Morant misses 3-pt jump shot from 26 ft,,3,98,74,24,2030.0
2:06.0,Defensive rebound by J. Butler,98-74, ,,3,98,74,24,2034.0
2:02.0,C. Martin makes 2-pt layup from 1 ft (assist by T. Herro),100-74, ,,3,100,74,26,2038.0
1:51.0, ,100-74,J. Morant misses 2-pt layup from 4 ft,,3,100,74,26,2049.0
1:48.0,Defensive rebound by J. Butler,100-74, ,,3,100,74,26,2052.0
1:45.0,D. Robinson misses 3-pt jump shot from 27 ft,100-74, ,,3,100,74,26,2055.0
1:45.0,Offensive rebound by Team,100-74, ,,3,100,74,26,2055.0
1:45.0, ,100-74,T. Jones enters the game for J. Morant,,3,100,74,26,2055.0
1:36.0,T. Herro misses 3-pt jump shot from 27 ft,100-74, ,,3,100,74,26,2064.0
1:34.0, ,100-74,Defensive rebound by X. Tillman,,3,100,74,26,2066.0
1:20.0, ,100-74,S. Merrill misses 3-pt jump shot from 25 ft,,3,100,74,26,2080.0
1:17.0,Defensive rebound by D. Robinson,100-74, ,,3,100,74,26,2083.0
1:11.0,T. Herro misses 2-pt jump shot from 10 ft (block by K. Anderson),100-74, ,,3,100,74,26,2089.0
1:09.0, ,100-74,Defensive rebound by Z. Williams,,3,100,74,26,2091.0
1:09.0,K. Lowry enters the game for J. Butler,100-74, ,,3,100,74,26,2091.0
1:00.0, ,100-74,X. Tillman misses 3-pt jump shot from 26 ft,,3,100,74,26,2100.0
0:57.0,Defensive rebound by C. Martin,100-74, ,,3,100,74,26,2103.0
0:37.0,Turnover by M. Morris (3 sec),100-74, ,,3,100,74,26,2123.0
0:29.0, ,100-77,K. Anderson makes 3-pt jump shot from 24 ft (assist by T. Jones),,3,100,77,23,2131.0
0:09.0,Turnover by T. Herro (lost ball; steal by K. Anderson),100-77, ,,3,100,77,23,2151.0
0:06.0, ,100-79,K. Anderson makes 2-pt layup from 1 ft,,3,100,79,21,2154.0
0:02.0,C. Martin makes 2-pt layup at rim (assist by T. Herro),102-79, ,,3,102,79,23,2158.0
0:00.0, ,102-79,Z. Williams misses 3-pt jump shot from 43 ft,,3,102,79,23,2160.0
0:00.0, ,102-79,Offensive rebound by Team,,3,102,79,23,2160.0
0:00.0,End of 3rd quarter,102-79,,,3,102,79,23,2160.0
12:00.0,Start of 4th quarter,102-79,,,4,102,79,23,2160.0
11:49.0, ,102-81,K. Anderson makes 2-pt layup from 1 ft (assist by T. Jones),,4,102,81,21,2171.0
11:20.0,Turnover by T. Herro (lost ball; steal by X. Tillman),102-81, ,,4,102,81,21,2200.0
11:16.0, ,102-81,K. Anderson misses 3-pt jump shot from 24 ft (block by C. Martin),,4,102,81,21,2204.0
11:16.0, ,102-81,Offensive rebound by Team,,4,102,81,21,2204.0
11:11.0, ,102-81,K. Anderson misses 2-pt hook shot from 10 ft,,4,102,81,21,2209.0
11:07.0,Defensive rebound by M. Strus,102-81, ,,4,102,81,21,2213.0
10:48.0,M. Strus makes 3-pt jump shot from 23 ft (assist by K. Lowry),105-81, ,,4,105,81,24,2232.0
10:26.0, ,105-84,D. Melton makes 3-pt jump shot from 28 ft (assist by K. Anderson),,4,105,84,21,2254.0
10:09.0,Turnover by K. Lowry (bad pass; steal by T. Jones),105-84, ,,4,105,84,21,2271.0
10:03.0, ,105-86,D. Melton makes 2-pt layup from 2 ft (assist by T. Jones),,4,105,86,19,2277.0
9:36.0,T. Herro misses 2-pt jump shot from 3 ft,105-86, ,,4,105,86,19,2304.0
9:34.0, ,105-86,Defensive rebound by X. Tillman,,4,105,86,19,2306.0
9:27.0, ,105-89,D. Melton makes 3-pt jump shot from 26 ft (assist by T. Jones),,4,105,89,16,2313.0
9:26.0,Miami full timeout,105-89, ,,4,105,89,16,2314.0
9:26.0,D. Dedmon enters the game for M. Morris,105-89, ,,4,105,89,16,2314.0
9:26.0, ,105-89,J. Morant enters the game for S. Merrill,,4,105,89,16,2314.0
9:07.0,K. Lowry makes 3-pt jump shot from 26 ft,108-89, ,,4,108,89,19,2333.0
8:51.0, ,108-89,T. Jones misses 2-pt jump shot from 8 ft,,4,108,89,19,2349.0
8:47.0,Defensive rebound by D. Dedmon,108-89, ,,4,108,89,19,2353.0
8:44.0,M. Strus misses 3-pt jump shot from 23 ft,108-89, ,,4,108,89,19,2356.0
8:41.0,Offensive rebound by K. Lowry,108-89, ,,4,108,89,19,2359.0
8:27.0,D. Dedmon misses 2-pt jump shot from 18 ft,108-89, ,,4,108,89,19,2373.0
8:24.0, ,108-89,Defensive rebound by K. Anderson,,4,108,89,19,2376.0
8:19.0, ,108-91,T. Jones makes 2-pt jump shot from 13 ft,,4,108,91,17,2381.0
8:12.0,Personal foul by D. Melton (drawn by D. Dedmon),108-91, ,,4,108,91,17,2388.0
8:12.0, ,108-91,D. Bane enters the game for K. Anderson,,4,108,91,17,2388.0
8:01.0,T. Herro makes 3-pt jump shot from 26 ft,111-91, ,,4,111,91,20,2399.0
8:01.0,Shooting foul by D. Bane (drawn by T. Herro),111-91, ,,4,111,91,20,2399.0
8:01.0, ,111-91,J. Jackson enters the game for X. Tillman,,4,111,91,20,2399.0
8:01.0,T. Herro makes free throw 1 of 1,112-91, ,,4,112,91,21,2399.0
7:46.0, ,112-91,T. Jones misses 3-pt jump shot from 27 ft,,4,112,91,21,2414.0
7:46.0,Defensive rebound by M. Strus,112-91, ,,4,112,91,21,2414.0
7:33.0,D. Dedmon makes 2-pt layup from 1 ft (assist by K. Lowry),114-91, ,,4,114,91,23,2427.0
7:33.0, ,114-91,Violation by Team (def goaltending),,4,114,91,23,2427.0
7:22.0, ,114-91,Turnover by J. Morant (bad pass; steal by K. Lowry),,4,114,91,23,2438.0
7:18.0,K. Lowry makes 2-pt layup from 1 ft,116-91, ,,4,116,91,25,2442.0
7:01.0, ,116-91,J. Morant misses 2-pt layup from 1 ft,,4,116,91,25,2459.0
6:59.0,Defensive rebound by M. Strus,116-91, ,,4,116,91,25,2461.0
6:54.0,M. Strus misses 2-pt layup from 2 ft,116-91, ,,4,116,91,25,2466.0
6:52.0, ,116-91,Defensive rebound by J. Jackson,,4,116,91,25,2468.0
6:44.0, ,116-91,D. Melton misses 3-pt jump shot from 26 ft,,4,116,91,25,2476.0
6:41.0,Defensive rebound by D. Dedmon,116-91, ,,4,116,91,25,2479.0
6:32.0,Turnover by K. Lowry (bad pass; steal by D. Melton),116-91, ,,4,116,91,25,2488.0
6:30.0, ,116-93,J. Morant makes 2-pt layup at rim (assist by D. Melton),,4,116,93,23,2490.0
6:30.0, ,116-93,Shooting foul by T. Herro (drawn by J. Morant),,4,116,93,23,2490.0
6:30.0, ,116-94,J. Morant makes free throw 1 of 1,,4,116,94,22,2490.0
6:18.0,T. Herro misses 3-pt jump shot from 27 ft,116-94, ,,4,116,94,22,2502.0
6:14.0, ,116-94,Defensive rebound by D. Bane,,4,116,94,22,2506.0
6:07.0, ,116-94,Turnover by D. Melton (lost ball; steal by M. Strus),,4,116,94,22,2513.0
5:52.0,C. Martin makes 2-pt layup from 2 ft,118-94, ,,4,118,94,24,2528.0
5:52.0, ,118-94,Memphis full timeout,,4,118,94,24,2528.0
5:52.0, ,118-94,Technical foul by J. Morant,,4,118,94,24,2528.0
5:52.0, ,118-94,S. Aldama enters the game for D. Bane,,4,118,94,24,2528.0
5:52.0, ,118-94,B. Clarke enters the game for J. Jackson,,4,118,94,24,2528.0
5:52.0, ,118-94,J. Konchar enters the game for T. Jones,,4,118,94,24,2528.0
5:52.0, ,118-94,S. Merrill enters the game for D. Melton,,4,118,94,24,2528.0
5:52.0, ,118-94,K. Tillie enters the game for J. Morant,,4,118,94,24,2528.0
5:52.0,K. Lowry makes technical free throw,119-94, ,,4,119,94,25,2528.0
5:38.0, ,119-94,S. Merrill misses 3-pt jump shot from 23 ft,,4,119,94,25,2542.0
5:35.0,Defensive rebound by T. Herro,119-94, ,,4,119,94,25,2545.0
5:21.0,T. Herro makes 2-pt jump shot from 10 ft,121-94, ,,4,121,94,27,2559.0
5:08.0, ,121-94,S. Aldama misses 3-pt jump shot from 26 ft,,4,121,94,27,2572.0
5:04.0,Defensive rebound by K. Lowry,121-94, ,,4,121,94,27,2576.0
4:59.0,M. Strus misses 2-pt dunk from 2 ft (block by K. Tillie),121-94, ,,4,121,94,27,2581.0
4:59.0,Offensive rebound by Team,121-94, ,,4,121,94,27,2581.0
4:59.0,K. Okpala enters the game for K. Lowry,121-94, ,,4,121,94,27,2581.0
4:59.0,G. Vincent enters the game for M. Strus,121-94, ,,4,121,94,27,2581.0
4:50.0,C. Martin misses 3-pt jump shot from 25 ft,121-94, ,,4,121,94,27,2590.0
4:45.0, ,121-94,Defensive rebound by J. Konchar,,4,121,94,27,2595.0
4:40.0, ,121-94,B. Clarke misses 3-pt jump shot from 26 ft,,4,121,94,27,2600.0
4:36.0, ,121-94,Offensive rebound by K. Tillie,,4,121,94,27,2604.0
4:25.0, ,121-94,S. Merrill misses 3-pt jump shot from 23 ft,,4,121,94,27,2615.0
4:23.0, ,121-94,Offensive rebound by K. Tillie,,4,121,94,27,2617.0
4:21.0, ,121-94,J. Konchar misses 3-pt jump shot from 26 ft,,4,121,94,27,2619.0
4:19.0,Defensive rebound by D. Dedmon,121-94, ,,4,121,94,27,2621.0
4:16.0,C. Martin makes 2-pt layup from 1 ft (assist by G. Vincent),123-94, ,,4,123,94,29,2624.0
3:56.0, ,123-96,J. Konchar makes 2-pt layup from 1 ft (assist by S. Merrill),,4,123,96,27,2644.0
3:32.0,G. Vincent misses 3-pt jump shot from 25 ft,123-96, ,,4,123,96,27,2668.0
3:29.0, ,123-96,Defensive rebound by Team,,4,123,96,27,2671.0
3:29.0,O. Yurtseven enters the game for D. Dedmon,123-96, ,,4,123,96,27,2671.0
3:19.0, ,123-96,B. Clarke misses 2-pt jump shot from 6 ft,,4,123,96,27,2681.0
3:17.0,Defensive rebound by Team,123-96, ,,4,123,96,27,2683.0
3:01.0,C. Martin misses 3-pt jump shot from 24 ft,123-96, ,,4,123,96,27,2699.0
2:57.0, ,123-96,Defensive rebound by K. Tillie,,4,123,96,27,2703.0
2:53.0, ,123-96,Turnover by S. Merrill (bad pass; steal by C. Martin),,4,123,96,27,2707.0
2:49.0,Miami full timeout,123-96, ,,4,123,96,27,2711.0
2:49.0,U. Haslem enters the game for T. Herro,123-96, ,,4,123,96,27,2711.0
2:41.0,Personal foul by S. Aldama (drawn by G. Vincent),123-96, ,,4,123,96,27,2719.0
2:36.0,G. Vincent misses 3-pt jump shot from 26 ft,123-96, ,,4,123,96,27,2724.0
2:33.0,Offensive rebound by O. Yurtseven,123-96, ,,4,123,96,27,2727.0
2:27.0,Turnover by C. Martin (bad pass; steal by B. Clarke),123-96, ,,4,123,96,27,2733.0
2:21.0, ,123-96,B. Clarke misses 2-pt jump shot from 13 ft,,4,123,96,27,2739.0
2:17.0,Defensive rebound by K. Okpala,123-96, ,,4,123,96,27,2743.0
2:05.0,Turnover by O. Yurtseven (out of bounds lost ball),123-96, ,,4,123,96,27,2755.0
1:53.0, ,123-96,S. Aldama misses 3-pt jump shot from 27 ft,,4,123,96,27,2767.0
1:51.0,Defensive rebound by C. Martin,123-96, ,,4,123,96,27,2769.0
1:49.0,O. Yurtseven makes 2-pt dunk at rim (assist by G. Vincent),125-96, ,,4,125,96,29,2771.0
1:36.0, ,125-99,S. Merrill makes 3-pt jump shot from 27 ft,,4,125,99,26,2784.0
1:26.0,G. Vincent misses 2-pt jump shot from 21 ft,125-99, ,,4,125,99,26,2794.0
1:22.0, ,125-99,Defensive rebound by J. Konchar,,4,125,99,26,2798.0
1:17.0, ,125-99,Shooting foul by U. Haslem (drawn by B. Clarke),,4,125,99,26,2803.0
1:17.0, ,125-99,B. Clarke misses free throw 1 of 3,,4,125,99,26,2803.0
1:17.0, ,125-99,Offensive rebound by Team,,4,125,99,26,2803.0
1:17.0, ,125-100,B. Clarke makes free throw 2 of 3,,4,125,100,25,2803.0
1:17.0, ,125-101,B. Clarke makes free throw 3 of 3,,4,125,101,24,2803.0
1:08.0,C. Martin makes 2-pt jump shot from 22 ft,127-101, ,,4,127,101,26,2812.0
0:57.0, ,127-101,S. Merrill misses 3-pt jump shot from 26 ft,,4,127,101,26,2823.0
0:54.0,Defensive rebound by O. Yurtseven,127-101, ,,4,127,101,26,2826.0
0:38.0,O. Yurtseven misses 2-pt jump shot from 5 ft (block by J. Konchar),127-101, ,,4,127,101,26,2842.0
0:35.0, ,127-101,Defensive rebound by S. Aldama,,4,127,101,26,2845.0
0:34.0, ,127-101,Shooting foul by C. Martin (drawn by S. Aldama),,4,127,101,26,2846.0
0:34.0, ,127-102,S. Aldama makes free throw 1 of 2,,4,127,102,25,2846.0
0:34.0, ,127-103,S. Aldama makes free throw 2 of 2,,4,127,103,24,2846.0
0:20.0,U. Haslem misses 2-pt layup from 1 ft,127-103, ,,4,127,103,24,2860.0
0:19.0,Offensive rebound by U. Haslem,127-103, ,,4,127,103,24,2861.0
0:19.0,U. Haslem makes 2-pt layup at rim,129-103, ,,4,129,103,26,2861.0
0:09.0, ,129-103,Turnover by S. Merrill (bad pass; steal by C. Martin),,4,129,103,26,2871.0
0:00.0,End of 4th quarter,129-103,,,4,129,103,26,2880.0
