Time,Washington,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:30.0, ,70-82,K. Lowry enters the game for D. Robinson,,3,82,70,12,2130.0
0:30.0, ,70-82,M. Strus enters the game for P. Tucker,,3,82,70,12,2130.0
0:30.0, ,70-83,G. Vincent makes free throw 2 of 2,,3,83,70,13,2130.0
0:08.0,A. Holiday misses 2-pt jump shot from 12 ft,70-83, ,,3,83,70,13,2152.0
0:05.0, ,70-83,Defensive rebound by M. Strus,,3,83,70,13,2155.0
0:00.0, ,70-83,C. Martin misses 2-pt jump shot from 10 ft,,3,83,70,13,2160.0
0:00.0,Defensive rebound by D. Avdija,70-83, ,,3,83,70,13,2160.0
0:00.0,End of 3rd quarter,70-83,,,3,83,70,13,2160.0
12:00.0,Start of 4th quarter,70-83,,,4,83,70,13,2160.0
11:49.0, ,70-85,C. Martin makes 2-pt dunk from 1 ft (assist by G. Vincent),,4,85,70,15,2171.0
11:28.0,K. Kuzma makes 3-pt jump shot from 27 ft (assist by A. Holiday),73-85, ,,4,85,73,12,2192.0
11:00.0, ,73-87,G. Vincent makes 2-pt jump shot from 16 ft (assist by M. Strus),,4,87,73,14,2220.0
10:31.0,K. Kuzma misses 3-pt jump shot from 31 ft,73-87, ,,4,87,73,14,2249.0
10:28.0, ,73-87,Defensive rebound by M. Strus,,4,87,73,14,2252.0
10:20.0, ,73-87,C. Martin misses 2-pt layup from 1 ft,,4,87,73,14,2260.0
10:17.0,Defensive rebound by M. Harrell,73-87, ,,4,87,73,14,2263.0
10:06.0,K. Kuzma makes 2-pt layup from 1 ft (assist by D. Avdija),75-87, ,,4,87,75,12,2274.0
9:47.0, ,75-87,M. Strus misses 2-pt jump shot from 3 ft,,4,87,75,12,2293.0
9:45.0, ,75-87,Offensive rebound by B. Adebayo,,4,87,75,12,2295.0
9:45.0, ,75-87,B. Adebayo misses 2-pt layup from 1 ft,,4,87,75,12,2295.0
9:40.0, ,75-87,B. Adebayo misses 2-pt layup from 1 ft (block by D. Avdija),,4,87,75,12,2300.0
9:40.0, ,75-87,Offensive rebound by B. Adebayo,,4,87,75,12,2300.0
9:32.0, ,75-87,K. Lowry misses 3-pt jump shot from 26 ft,,4,87,75,12,2308.0
9:29.0,Defensive rebound by C. Kispert,75-87, ,,4,87,75,12,2311.0
9:26.0,Turnover by A. Holiday (out of bounds lost ball),75-87, ,,4,87,75,12,2314.0
9:13.0, ,75-90,G. Vincent makes 3-pt jump shot from 26 ft (assist by K. Lowry),,4,90,75,15,2327.0
8:59.0,C. Kispert makes 2-pt layup from 2 ft (assist by K. Kuzma),77-90, ,,4,90,77,13,2341.0
8:50.0, ,77-90,G. Vincent misses 3-pt jump shot from 27 ft,,4,90,77,13,2350.0
8:50.0,Defensive rebound by K. Kuzma,77-90, ,,4,90,77,13,2350.0
8:50.0,Personal foul by M. Strus (drawn by K. Kuzma),77-90, ,,4,90,77,13,2350.0
8:30.0,D. Avdija makes 3-pt jump shot from 26 ft (assist by A. Holiday),80-90, ,,4,90,80,10,2370.0
8:17.0, ,80-90,Shooting foul by M. Harrell (drawn by B. Adebayo),,4,90,80,10,2383.0
8:17.0, ,80-91,B. Adebayo makes free throw 1 of 2,,4,91,80,11,2383.0
8:17.0, ,80-92,B. Adebayo makes free throw 2 of 2,,4,92,80,12,2383.0
7:58.0,Personal foul by K. Lowry (drawn by A. Holiday),80-92, ,,4,92,80,12,2402.0
7:58.0,B. Beal enters the game for D. Avdija,80-92, ,,4,92,80,12,2402.0
7:58.0,K. Caldwell-Pope enters the game for C. Kispert,80-92, ,,4,92,80,12,2402.0
7:44.0,K. Kuzma makes 2-pt jump shot from 12 ft,82-92, ,,4,92,82,10,2416.0
7:26.0, ,82-92,G. Vincent misses 2-pt jump shot from 17 ft,,4,92,82,10,2434.0
7:22.0,Defensive rebound by K. Kuzma,82-92, ,,4,92,82,10,2438.0
7:15.0,B. Beal misses 3-pt jump shot from 25 ft,82-92, ,,4,92,82,10,2445.0
7:12.0, ,82-92,Defensive rebound by K. Lowry,,4,92,82,10,2448.0
7:09.0, ,82-94,K. Lowry makes 2-pt layup from 2 ft,,4,94,82,12,2451.0
6:49.0,K. Caldwell-Pope misses 3-pt jump shot from 29 ft,82-94, ,,4,94,82,12,2471.0
6:44.0, ,82-94,Defensive rebound by C. Martin,,4,94,82,12,2476.0
6:40.0, ,82-94,M. Strus misses 3-pt jump shot from 24 ft,,4,94,82,12,2480.0
6:40.0,Defensive rebound by Team,82-94, ,,4,94,82,12,2480.0
6:40.0, ,82-94,Loose ball foul by B. Adebayo (drawn by M. Harrell),,4,94,82,12,2480.0
6:40.0, ,82-94,Miami full timeout,,4,94,82,12,2480.0
6:40.0,C. Kispert enters the game for A. Holiday,82-94, ,,4,94,82,12,2480.0
6:40.0, ,82-94,J. Butler enters the game for B. Adebayo,,4,94,82,12,2480.0
6:40.0, ,82-94,P. Tucker enters the game for G. Vincent,,4,94,82,12,2480.0
6:26.0,C. Kispert misses 3-pt jump shot from 24 ft,82-94, ,,4,94,82,12,2494.0
6:24.0, ,82-94,Defensive rebound by C. Martin,,4,94,82,12,2496.0
6:14.0, ,82-96,J. Butler makes 2-pt layup from 2 ft (assist by K. Lowry),,4,96,82,14,2506.0
6:06.0,Turnover by B. Beal (bad pass; steal by J. Butler),82-96, ,,4,96,82,14,2514.0
5:49.0, ,82-96,J. Butler misses 2-pt jump shot from 11 ft,,4,96,82,14,2531.0
5:46.0,Defensive rebound by B. Beal,82-96, ,,4,96,82,14,2534.0
5:44.0,Turnover by K. Kuzma (traveling),82-96, ,,4,96,82,14,2536.0
5:29.0, ,82-96,Shooting foul by K. Caldwell-Pope (drawn by J. Butler),,4,96,82,14,2551.0
5:29.0, ,82-97,J. Butler makes free throw 1 of 2,,4,97,82,15,2551.0
5:29.0, ,82-98,J. Butler makes free throw 2 of 2,,4,98,82,16,2551.0
5:14.0,M. Harrell makes 2-pt dunk from 1 ft (assist by B. Beal),84-98, ,,4,98,84,14,2566.0
5:02.0, ,84-98,J. Butler misses 2-pt layup from 1 ft,,4,98,84,14,2578.0
5:00.0,Defensive rebound by K. Kuzma,84-98, ,,4,98,84,14,2580.0
4:57.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by K. Kuzma),87-98, ,,4,98,87,11,2583.0
4:35.0, ,87-100,P. Tucker makes 2-pt jump shot from 11 ft (assist by K. Lowry),,4,100,87,13,2605.0
4:24.0,C. Kispert makes 2-pt hook shot from 5 ft (assist by B. Beal),89-100, ,,4,100,89,11,2616.0
4:03.0, ,89-102,M. Strus makes 2-pt jump shot from 23 ft (assist by K. Lowry),,4,102,89,13,2637.0
3:51.0,B. Beal makes 2-pt jump shot from 10 ft,91-102, ,,4,102,91,11,2649.0
3:45.0, ,91-102,Miami full timeout,,4,102,91,11,2655.0
3:45.0, ,91-102,B. Adebayo enters the game for C. Martin,,4,102,91,11,2655.0
3:35.0, ,91-104,J. Butler makes 2-pt dunk from 1 ft (assist by P. Tucker),,4,104,91,13,2665.0
3:17.0,Personal foul by P. Tucker (drawn by B. Beal),91-104, ,,4,104,91,13,2683.0
3:17.0,Washington full timeout,91-104, ,,4,104,91,13,2683.0
3:13.0,K. Kuzma misses 3-pt jump shot from 25 ft,91-104, ,,4,104,91,13,2687.0
3:10.0, ,91-104,Defensive rebound by K. Lowry,,4,104,91,13,2690.0
2:53.0, ,91-104,J. Butler misses 2-pt jump shot from 16 ft,,4,104,91,13,2707.0
2:48.0,Defensive rebound by K. Kuzma,91-104, ,,4,104,91,13,2712.0
2:38.0,B. Beal misses 2-pt jump shot from 9 ft,91-104, ,,4,104,91,13,2722.0
2:35.0, ,91-104,Defensive rebound by K. Lowry,,4,104,91,13,2725.0
2:33.0, ,91-104,Shooting foul by C. Kispert (drawn by J. Butler),,4,104,91,13,2727.0
2:33.0, ,91-105,J. Butler makes free throw 1 of 2,,4,105,91,14,2727.0
2:33.0, ,91-106,J. Butler makes free throw 2 of 2,,4,106,91,15,2727.0
2:18.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,91-106, ,,4,106,91,15,2742.0
2:16.0,Offensive rebound by M. Harrell,91-106, ,,4,106,91,15,2744.0
2:13.0,B. Beal makes 3-pt jump shot from 24 ft (assist by M. Harrell),94-106, ,,4,106,94,12,2747.0
1:58.0, ,94-108,B. Adebayo makes 2-pt layup from 2 ft (assist by K. Lowry),,4,108,94,14,2762.0
1:33.0,B. Beal misses 2-pt jump shot from 10 ft,94-108, ,,4,108,94,14,2787.0
1:29.0, ,94-108,Defensive rebound by P. Tucker,,4,108,94,14,2791.0
1:22.0, ,94-110,P. Tucker makes 2-pt hook shot from 4 ft (assist by M. Strus),,4,110,94,16,2798.0
1:22.0,Washington full timeout,94-110, ,,4,110,94,16,2798.0
1:22.0,J. Ayayi enters the game for B. Beal,94-110, ,,4,110,94,16,2798.0
1:22.0,A. Gill enters the game for K. Caldwell-Pope,94-110, ,,4,110,94,16,2798.0
1:22.0,A. Holiday enters the game for M. Harrell,94-110, ,,4,110,94,16,2798.0
1:22.0,I. Todd enters the game for K. Kuzma,94-110, ,,4,110,94,16,2798.0
1:22.0, ,94-110,M. Garrett enters the game for B. Adebayo,,4,110,94,16,2798.0
1:22.0, ,94-110,C. Martin enters the game for J. Butler,,4,110,94,16,2798.0
1:22.0, ,94-110,K. Okpala enters the game for K. Lowry,,4,110,94,16,2798.0
1:22.0, ,94-110,G. Vincent enters the game for M. Strus,,4,110,94,16,2798.0
1:22.0, ,94-110,O. Yurtseven enters the game for P. Tucker,,4,110,94,16,2798.0
1:10.0,C. Kispert misses 3-pt jump shot from 31 ft,94-110, ,,4,110,94,16,2810.0
1:04.0, ,94-110,Defensive rebound by G. Vincent,,4,110,94,16,2816.0
0:49.0, ,94-110,C. Martin misses 2-pt jump shot from 9 ft (block by I. Todd),,4,110,94,16,2831.0
0:49.0,Defensive rebound by J. Ayayi,94-110, ,,4,110,94,16,2831.0
0:43.0,I. Todd makes 3-pt jump shot from 25 ft (assist by J. Ayayi),97-110, ,,4,110,97,13,2837.0
0:24.0, ,97-110,Shooting foul by A. Holiday (drawn by O. Yurtseven),,4,110,97,13,2856.0
0:24.0, ,97-111,O. Yurtseven makes free throw 1 of 2,,4,111,97,14,2856.0
0:24.0, ,97-112,O. Yurtseven makes free throw 2 of 2,,4,112,97,15,2856.0
0:10.0,I. Todd misses 2-pt jump shot from 11 ft,97-112, ,,4,112,97,15,2870.0
0:06.0, ,97-112,Defensive rebound by M. Garrett,,4,112,97,15,2874.0
0:00.0,End of 4th quarter,97-112,,,4,112,97,15,2880.0
