Time,Golden State,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:26.0,Turnover by D. Lee (offensive foul),75-66, ,,3,66,75,-9,1954.0
3:14.0, ,75-68,P. Tucker makes 2-pt hook shot from 4 ft,,3,68,75,-7,1966.0
3:14.0, ,75-68,Shooting foul by N. Bjelica (drawn by P. Tucker),,3,68,75,-7,1966.0
3:14.0, ,75-69,P. Tucker makes free throw 1 of 1,,3,69,75,-6,1966.0
2:59.0,G. Payton makes 2-pt layup from 1 ft (assist by N. Bjelica),77-69, ,,3,69,77,-8,1981.0
2:59.0, ,77-69,Violation by Team (def goaltending),,3,69,77,-8,1981.0
2:48.0, ,77-69,D. Robinson misses 3-pt jump shot from 26 ft,,3,69,77,-8,1992.0
2:44.0, ,77-69,Offensive rebound by B. Adebayo,,3,69,77,-8,1996.0
2:42.0, ,77-71,B. Adebayo makes 2-pt dunk from 1 ft,,3,71,77,-6,1998.0
2:25.0,G. Payton makes 2-pt layup from 1 ft (assist by J. Poole),79-71, ,,3,71,79,-8,2015.0
2:17.0, ,79-71,Personal foul by J. Poole (drawn by B. Adebayo),,3,71,79,-8,2023.0
2:17.0, ,79-72,B. Adebayo makes free throw 1 of 2,,3,72,79,-7,2023.0
2:17.0,C. Chiozza enters the game for J. Poole,79-72, ,,3,72,79,-7,2023.0
2:17.0,A. Wiggins enters the game for J. Toscano-Anderson,79-72, ,,3,72,79,-7,2023.0
2:17.0, ,79-72,B. Adebayo misses free throw 2 of 2,,3,72,79,-7,2023.0
2:14.0,Defensive rebound by A. Wiggins,79-72, ,,3,72,79,-7,2026.0
1:56.0,Shooting foul by K. Lowry (drawn by D. Lee),79-72, ,,3,72,79,-7,2044.0
1:56.0,D. Lee makes free throw 1 of 2,80-72, ,,3,72,80,-8,2044.0
1:56.0,D. Lee makes free throw 2 of 2,81-72, ,,3,72,81,-9,2044.0
1:36.0, ,81-75,K. Lowry makes 3-pt jump shot from 30 ft (assist by D. Robinson),,3,75,81,-6,2064.0
1:22.0,A. Wiggins misses 2-pt layup from 2 ft,81-75, ,,3,75,81,-6,2078.0
1:20.0, ,81-75,Defensive rebound by P. Tucker,,3,75,81,-6,2080.0
1:00.0, ,81-77,J. Butler makes 2-pt jump shot from 9 ft (assist by K. Lowry),,3,77,81,-4,2100.0
0:45.0,D. Lee misses 2-pt jump shot from 12 ft,81-77, ,,3,77,81,-4,2115.0
0:42.0, ,81-77,Defensive rebound by P. Tucker,,3,77,81,-4,2118.0
0:30.0, ,81-80,K. Lowry makes 3-pt jump shot from 28 ft (assist by B. Adebayo),,3,80,81,-1,2130.0
0:06.0,Turnover by Team (shot clock),81-80, ,,3,80,81,-1,2154.0
0:06.0,K. Looney enters the game for N. Bjelica,81-80, ,,3,80,81,-1,2154.0
0:06.0,J. Toscano-Anderson enters the game for C. Chiozza,81-80, ,,3,80,81,-1,2154.0
0:03.0, ,81-80,K. Lowry misses 2-pt layup from 1 ft (block by A. Wiggins),,3,80,81,-1,2157.0
0:01.0,Defensive rebound by K. Looney,81-80, ,,3,80,81,-1,2159.0
0:00.0,End of 3rd quarter,81-80,,,3,80,81,-1,2160.0
12:00.0,Start of 4th quarter,81-80,,,4,80,81,-1,2160.0
11:48.0, ,81-82,D. Dedmon makes 2-pt layup from 1 ft (assist by K. Lowry),Lead change,4,82,81,1,2172.0
11:33.0,J. Kuminga misses 2-pt layup from 1 ft,81-82, ,,4,82,81,1,2187.0
11:30.0, ,81-82,Defensive rebound by M. Strus,,4,82,81,1,2190.0
11:27.0, ,81-82,Personal foul by J. Poole (drawn by K. Lowry),,4,82,81,1,2193.0
11:21.0, ,81-84,K. Lowry makes 2-pt jump shot from 18 ft,,4,84,81,3,2199.0
11:06.0,J. Kuminga makes 2-pt layup from 2 ft,83-84, ,,4,84,83,1,2214.0
10:57.0, ,83-84,V. Oladipo misses 2-pt layup from 1 ft,,4,84,83,1,2223.0
10:55.0,Defensive rebound by N. Bjelica,83-84, ,,4,84,83,1,2225.0
10:51.0,J. Kuminga makes 2-pt layup from 1 ft (assist by N. Bjelica),85-84, ,Lead change,4,84,85,-1,2229.0
10:25.0, ,85-84,C. Martin misses 3-pt jump shot from 24 ft,,4,84,85,-1,2255.0
10:25.0,Defensive rebound by Team,85-84, ,,4,84,85,-1,2255.0
10:25.0, ,85-84,Loose ball foul by D. Dedmon (drawn by J. Poole),,4,84,85,-1,2255.0
10:25.0, ,85-84,J. Butler enters the game for K. Lowry,,4,84,85,-1,2255.0
10:07.0,N. Bjelica makes 3-pt jump shot from 27 ft (assist by D. Lee),88-84, ,,4,84,88,-4,2273.0
9:42.0, ,88-84,D. Dedmon misses 2-pt jump shot from 17 ft,,4,84,88,-4,2298.0
9:40.0, ,88-84,Offensive rebound by J. Butler,,4,84,88,-4,2300.0
9:36.0, ,88-87,V. Oladipo makes 3-pt jump shot from 26 ft,,4,87,88,-1,2304.0
9:17.0,D. Lee makes 3-pt jump shot from 23 ft (assist by N. Bjelica),91-87, ,,4,87,91,-4,2323.0
8:59.0, ,91-87,Shooting foul by D. Lee (drawn by D. Dedmon),,4,87,91,-4,2341.0
8:59.0, ,91-88,D. Dedmon makes free throw 1 of 2,,4,88,91,-3,2341.0
8:59.0, ,91-88,D. Dedmon misses free throw 2 of 2,,4,88,91,-3,2341.0
8:56.0,Defensive rebound by N. Bjelica,91-88, ,,4,88,91,-3,2344.0
8:40.0,A. Wiggins misses 3-pt jump shot from 25 ft,91-88, ,,4,88,91,-3,2360.0
8:35.0,Offensive rebound by Team,91-88, ,,4,88,91,-3,2365.0
8:35.0, ,91-88,Loose ball foul by J. Butler (drawn by D. Lee),,4,88,91,-3,2365.0
8:23.0,Turnover by J. Poole (bad pass; steal by J. Butler),91-88, ,,4,88,91,-3,2377.0
8:19.0, ,91-88,M. Strus misses 3-pt jump shot from 29 ft,,4,88,91,-3,2381.0
8:18.0, ,91-88,Offensive rebound by Team,,4,88,91,-3,2382.0
8:18.0,C. Chiozza enters the game for J. Poole,91-88, ,,4,88,91,-3,2382.0
8:13.0, ,91-88,M. Strus misses 3-pt jump shot from 23 ft,,4,88,91,-3,2387.0
8:10.0,Defensive rebound by J. Kuminga,91-88, ,,4,88,91,-3,2390.0
7:49.0,J. Kuminga misses 2-pt jump shot from 13 ft,91-88, ,,4,88,91,-3,2411.0
7:46.0, ,91-88,Defensive rebound by D. Dedmon,,4,88,91,-3,2414.0
7:27.0, ,91-88,Turnover by C. Martin (bad pass; steal by N. Bjelica),,4,88,91,-3,2433.0
7:06.0,N. Bjelica misses 3-pt jump shot from 33 ft,91-88, ,,4,88,91,-3,2454.0
7:01.0, ,91-88,Defensive rebound by C. Martin,,4,88,91,-3,2459.0
6:53.0, ,91-88,V. Oladipo misses 3-pt jump shot from 26 ft,,4,88,91,-3,2467.0
6:52.0, ,91-88,Offensive rebound by Team,,4,88,91,-3,2468.0
6:52.0,Loose ball foul by J. Kuminga (drawn by J. Butler),91-88, ,,4,88,91,-3,2468.0
6:52.0, ,91-88,Miami full timeout,,4,88,91,-3,2468.0
6:52.0,K. Looney enters the game for N. Bjelica,91-88, ,,4,88,91,-3,2468.0
6:52.0,G. Payton enters the game for C. Chiozza,91-88, ,,4,88,91,-3,2468.0
6:52.0,J. Poole enters the game for D. Lee,91-88, ,,4,88,91,-3,2468.0
6:52.0, ,91-88,B. Adebayo enters the game for D. Dedmon,,4,88,91,-3,2468.0
6:52.0, ,91-88,K. Lowry enters the game for C. Martin,,4,88,91,-3,2468.0
6:52.0, ,91-88,D. Robinson enters the game for M. Strus,,4,88,91,-3,2468.0
6:40.0, ,91-88,K. Lowry misses 2-pt jump shot from 17 ft,,4,88,91,-3,2480.0
6:37.0,Defensive rebound by J. Kuminga,91-88, ,,4,88,91,-3,2483.0
6:24.0,Shooting foul by V. Oladipo (drawn by J. Poole),91-88, ,,4,88,91,-3,2496.0
6:24.0,J. Poole makes free throw 1 of 3,92-88, ,,4,88,92,-4,2496.0
6:24.0,J. Poole makes free throw 2 of 3,93-88, ,,4,88,93,-5,2496.0
6:24.0,J. Poole makes free throw 3 of 3,94-88, ,,4,88,94,-6,2496.0
5:58.0, ,94-88,B. Adebayo misses 2-pt jump shot from 10 ft,,4,88,94,-6,2522.0
5:55.0,Defensive rebound by G. Payton,94-88, ,,4,88,94,-6,2525.0
5:46.0,J. Kuminga makes 2-pt layup from 2 ft,96-88, ,,4,88,96,-8,2534.0
5:35.0, ,96-90,J. Butler makes 2-pt jump shot from 5 ft (assist by K. Lowry),,4,90,96,-6,2545.0
5:35.0, ,96-90,Shooting foul by J. Kuminga (drawn by J. Butler),,4,90,96,-6,2545.0
5:35.0,Golden State full timeout,96-90, ,,4,90,96,-6,2545.0
5:35.0,Instant Replay (Challenge: Stands),96-90, ,,4,90,96,-6,2545.0
5:35.0,D. Lee enters the game for J. Kuminga,96-90, ,,4,90,96,-6,2545.0
5:35.0, ,96-91,J. Butler makes free throw 1 of 1,,4,91,96,-5,2545.0
5:23.0,D. Lee makes 3-pt jump shot from 27 ft (assist by J. Poole),99-91, ,,4,91,99,-8,2557.0
5:11.0,Violation by Team (kicked ball),99-91, ,,4,91,99,-8,2569.0
4:58.0, ,99-93,B. Adebayo makes 2-pt hook shot from 3 ft (assist by K. Lowry),,4,93,99,-6,2582.0
4:44.0,G. Payton makes 3-pt jump shot from 23 ft (assist by J. Poole),102-93, ,,4,93,102,-9,2596.0
4:33.0, ,102-93,Personal foul by D. Lee (drawn by K. Lowry),,4,93,102,-9,2607.0
4:33.0, ,102-94,K. Lowry makes free throw 1 of 2,,4,94,102,-8,2607.0
4:33.0, ,102-94,P. Tucker enters the game for V. Oladipo,,4,94,102,-8,2607.0
4:33.0, ,102-95,K. Lowry makes free throw 2 of 2,,4,95,102,-7,2607.0
4:22.0,J. Poole makes 3-pt jump shot from 30 ft,105-95, ,,4,95,105,-10,2618.0
4:21.0, ,105-95,Miami full timeout,,4,95,105,-10,2619.0
4:06.0, ,105-97,B. Adebayo makes 2-pt dunk from 2 ft (assist by K. Lowry),,4,97,105,-8,2634.0
3:45.0,Shooting foul by K. Lowry (drawn by D. Lee),105-97, ,,4,97,105,-8,2655.0
3:45.0,D. Lee makes free throw 1 of 2,106-97, ,,4,97,106,-9,2655.0
3:45.0, ,106-97,V. Oladipo enters the game for D. Robinson,,4,97,106,-9,2655.0
3:45.0,D. Lee makes free throw 2 of 2,107-97, ,,4,97,107,-10,2655.0
3:23.0, ,107-97,V. Oladipo misses 3-pt jump shot from 27 ft,,4,97,107,-10,2677.0
3:14.0,Defensive rebound by K. Looney,107-97, ,,4,97,107,-10,2686.0
3:14.0,Turnover by G. Payton (bad pass),107-97, ,,4,97,107,-10,2686.0
2:59.0, ,107-97,Turnover by B. Adebayo (lost ball; steal by K. Looney),,4,97,107,-10,2701.0
2:49.0,J. Poole misses 2-pt jump shot from 11 ft,107-97, ,,4,97,107,-10,2711.0
2:49.0, ,107-97,Defensive rebound by B. Adebayo,,4,97,107,-10,2711.0
2:49.0, ,107-97,Personal foul by G. Payton (drawn by B. Adebayo),,4,97,107,-10,2711.0
2:49.0, ,107-98,B. Adebayo makes free throw 1 of 2,,4,98,107,-9,2711.0
2:49.0, ,107-98,B. Adebayo misses free throw 2 of 2,,4,98,107,-9,2711.0
2:44.0,Defensive rebound by D. Lee,107-98, ,,4,98,107,-9,2716.0
2:30.0, ,107-98,Miami full timeout,,4,98,107,-9,2730.0
2:30.0, ,107-98,Instant Replay (Challenge: Ruling Stands),,4,98,107,-9,2730.0
2:30.0,Turnover by J. Poole (out of bounds lost ball),107-98, ,,4,98,107,-9,2730.0
2:20.0, ,107-98,V. Oladipo misses 2-pt layup from 1 ft,,4,98,107,-9,2740.0
2:16.0, ,107-98,Offensive rebound by B. Adebayo,,4,98,107,-9,2744.0
2:15.0, ,107-100,B. Adebayo makes 2-pt jump shot from 8 ft,,4,100,107,-7,2745.0
1:59.0,A. Wiggins makes 2-pt layup from 2 ft,109-100, ,,4,100,109,-9,2761.0
1:59.0,Shooting foul by J. Butler (drawn by A. Wiggins),109-100, ,,4,100,109,-9,2761.0
1:59.0,A. Wiggins makes free throw 1 of 1,110-100, ,,4,100,110,-10,2761.0
1:49.0, ,110-100,P. Tucker misses 3-pt jump shot from 23 ft,,4,100,110,-10,2771.0
1:46.0,Defensive rebound by G. Payton,110-100, ,,4,100,110,-10,2774.0
1:38.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by J. Poole),113-100, ,,4,100,113,-13,2782.0
1:38.0, ,113-100,Miami full timeout,,4,100,113,-13,2782.0
1:38.0, ,113-100,D. Robinson enters the game for V. Oladipo,,4,100,113,-13,2782.0
1:34.0, ,113-100,K. Lowry misses 3-pt jump shot from 29 ft,,4,100,113,-13,2786.0
1:29.0,Defensive rebound by K. Looney,113-100, ,,4,100,113,-13,2791.0
1:14.0,Shooting foul by J. Butler (drawn by A. Wiggins),113-100, ,,4,100,113,-13,2806.0
1:14.0,A. Wiggins makes free throw 1 of 2,114-100, ,,4,100,114,-14,2806.0
1:14.0,A. Wiggins makes free throw 2 of 2,115-100, ,,4,100,115,-15,2806.0
1:04.0, ,115-100,D. Robinson misses 3-pt jump shot from 25 ft,,4,100,115,-15,2816.0
1:02.0,Defensive rebound by D. Lee,115-100, ,,4,100,115,-15,2818.0
0:40.0,K. Looney misses 2-pt layup from 4 ft,115-100, ,,4,100,115,-15,2840.0
0:38.0,Offensive rebound by K. Looney,115-100, ,,4,100,115,-15,2842.0
0:32.0,J. Poole makes 3-pt jump shot from 28 ft,118-100, ,,4,100,118,-18,2848.0
0:14.0, ,118-103,D. Robinson makes 3-pt jump shot from 25 ft (assist by P. Tucker),,4,103,118,-15,2866.0
0:14.0, ,118-103,Personal foul by K. Looney (drawn by D. Robinson),,4,103,118,-15,2866.0
0:14.0, ,118-104,D. Robinson makes free throw 1 of 1,,4,104,118,-14,2866.0
0:00.0,End of 4th quarter,118-104,,,4,104,118,-14,2880.0
