Time,Miami,Score,Minnesota,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
7:46.0, ,68-64,Instant Replay (Request: Stands),,3,68,64,4,1694.0
7:46.0,Technical foul by U. Haslem,68-64, ,,3,68,64,4,1694.0
7:46.0, ,68-65,M. Beasley makes technical free throw,,3,68,65,3,1694.0
7:41.0, ,68-68,A. Edwards makes 3-pt jump shot from 23 ft (assist by J. Vanderbilt),Tie,3,68,68,0,1699.0
7:18.0,Turnover by J. Butler (bad pass; steal by J. Vanderbilt),68-68, ,,3,68,68,0,1722.0
7:05.0, ,68-68,Personal foul by D. Robinson (drawn by K. Towns),,3,68,68,0,1735.0
7:05.0,T. Herro enters the game for D. Robinson,68-68, ,,3,68,68,0,1735.0
7:02.0, ,68-68,M. Beasley misses 3-pt jump shot from 27 ft,,3,68,68,0,1738.0
6:59.0,Defensive rebound by J. Butler,68-68, ,,3,68,68,0,1741.0
6:47.0,T. Herro makes 3-pt jump shot from 25 ft (assist by P. Tucker),71-68, ,,3,71,68,3,1753.0
6:38.0, ,71-68,Personal foul by P. Tucker (drawn by K. Towns),,3,71,68,3,1762.0
6:38.0, ,71-68,Minnesota full timeout,,3,71,68,3,1762.0
6:38.0, ,71-69,K. Towns makes free throw 1 of 2,,3,71,69,2,1762.0
6:38.0, ,71-70,K. Towns makes free throw 2 of 2,,3,71,70,1,1762.0
6:21.0,J. Butler makes 2-pt jump shot from 12 ft (assist by P. Tucker),73-70, ,,3,73,70,3,1779.0
6:04.0, ,73-70,A. Edwards misses 2-pt jump shot from 4 ft (block by P. Tucker),,3,73,70,3,1796.0
6:01.0,Defensive rebound by G. Vincent,73-70, ,,3,73,70,3,1799.0
5:52.0,J. Butler makes 2-pt jump shot from 14 ft,75-70, ,,3,75,70,5,1808.0
5:34.0, ,75-70,Turnover by D. Russell (bad pass; steal by G. Vincent),,3,75,70,5,1826.0
5:27.0,Personal foul by A. Edwards (drawn by J. Butler),75-70, ,,3,75,70,5,1833.0
5:22.0,Shooting foul by J. Vanderbilt (drawn by T. Herro),75-70, ,,3,75,70,5,1838.0
5:22.0,T. Herro makes free throw 1 of 2,76-70, ,,3,76,70,6,1838.0
5:22.0,T. Herro makes free throw 2 of 2,77-70, ,,3,77,70,7,1838.0
5:22.0, ,77-70,Violation by Team (delay of game),,3,77,70,7,1838.0
5:11.0, ,77-70,Personal foul by G. Vincent (drawn by D. Russell),,3,77,70,7,1849.0
5:11.0, ,77-71,D. Russell makes free throw 1 of 2,,3,77,71,6,1849.0
5:11.0,D. Robinson enters the game for G. Vincent,77-71, ,,3,77,71,6,1849.0
5:11.0, ,77-71,J. McDaniels enters the game for M. Beasley,,3,77,71,6,1849.0
5:11.0, ,77-72,D. Russell makes free throw 2 of 2,,3,77,72,5,1849.0
5:01.0,D. Robinson misses 3-pt jump shot from 25 ft,77-72, ,,3,77,72,5,1859.0
4:57.0, ,77-72,Defensive rebound by J. McDaniels,,3,77,72,5,1863.0
4:50.0, ,77-72,K. Towns misses 3-pt jump shot from 27 ft,,3,77,72,5,1870.0
4:45.0, ,77-72,Offensive rebound by J. Vanderbilt,,3,77,72,5,1875.0
4:41.0, ,77-72,A. Edwards misses 3-pt jump shot from 25 ft,,3,77,72,5,1879.0
4:37.0, ,77-72,Offensive rebound by J. McDaniels,,3,77,72,5,1883.0
4:36.0, ,77-74,J. McDaniels makes 2-pt layup from 4 ft,,3,77,74,3,1884.0
4:20.0,J. Butler misses 2-pt layup from 3 ft,77-74, ,,3,77,74,3,1900.0
4:18.0, ,77-74,Defensive rebound by A. Edwards,,3,77,74,3,1902.0
4:06.0, ,77-74,Turnover by A. Edwards (bad pass),,3,77,74,3,1914.0
4:06.0, ,77-74,J. McLaughlin enters the game for D. Russell,,3,77,74,3,1914.0
3:44.0,P. Tucker misses 2-pt jump shot from 5 ft,77-74, ,,3,77,74,3,1936.0
3:41.0, ,77-74,Defensive rebound by A. Edwards,,3,77,74,3,1939.0
3:26.0, ,77-77,A. Edwards makes 3-pt jump shot from 25 ft,Tie,3,77,77,0,1954.0
3:25.0,Miami full timeout,77-77, ,,3,77,77,0,1955.0
3:25.0,D. Dedmon enters the game for B. Adebayo,77-77, ,,3,77,77,0,1955.0
3:17.0,Personal foul by J. Vanderbilt (drawn by D. Robinson),77-77, ,,3,77,77,0,1963.0
3:17.0, ,77-77,T. Prince enters the game for J. Vanderbilt,,3,77,77,0,1963.0
3:05.0,Offensive foul by J. Butler (drawn by J. McDaniels),77-77, ,,3,77,77,0,1975.0
3:05.0,Turnover by J. Butler (offensive foul),77-77, ,,3,77,77,0,1975.0
2:40.0, ,77-77,J. McDaniels misses 2-pt jump shot from 4 ft,,3,77,77,0,2000.0
2:38.0,Defensive rebound by J. Butler,77-77, ,,3,77,77,0,2002.0
2:36.0,Shooting foul by J. McDaniels (drawn by D. Dedmon),77-77, ,,3,77,77,0,2004.0
2:36.0,D. Dedmon makes free throw 1 of 2,78-77, ,,3,78,77,1,2004.0
2:36.0,D. Dedmon makes free throw 2 of 2,79-77, ,,3,79,77,2,2004.0
2:18.0, ,79-77,J. McDaniels misses 3-pt jump shot from 25 ft,,3,79,77,2,2022.0
2:15.0,Defensive rebound by J. Butler,79-77, ,,3,79,77,2,2025.0
2:06.0,Offensive foul by D. Dedmon (drawn by J. McDaniels),79-77, ,,3,79,77,2,2034.0
2:06.0,Turnover by D. Dedmon (offensive foul),79-77, ,,3,79,77,2,2034.0
2:06.0, ,79-77,M. Beasley enters the game for J. McDaniels,,3,79,77,2,2034.0
1:57.0, ,79-80,M. Beasley makes 3-pt jump shot from 23 ft (assist by A. Edwards),Lead change,3,79,80,-1,2043.0
1:45.0,Shooting foul by M. Beasley (drawn by J. Butler),79-80, ,,3,79,80,-1,2055.0
1:45.0,J. Butler makes free throw 1 of 2,80-80, ,Tie,3,80,80,0,2055.0
1:45.0,C. Martin enters the game for D. Dedmon,80-80, ,,3,80,80,0,2055.0
1:45.0,J. Butler makes free throw 2 of 2,81-80, ,Lead change,3,81,80,1,2055.0
1:22.0, ,81-80,M. Beasley misses 3-pt jump shot from 26 ft,,3,81,80,1,2078.0
1:21.0, ,81-80,Offensive rebound by Team,,3,81,80,1,2079.0
1:21.0, ,81-80,Turnover by Team (shot clock),,3,81,80,1,2079.0
1:07.0,D. Robinson misses 3-pt jump shot from 25 ft,81-80, ,,3,81,80,1,2093.0
1:04.0, ,81-80,Defensive rebound by A. Edwards,,3,81,80,1,2096.0
0:55.0, ,81-83,T. Prince makes 3-pt jump shot from 27 ft (assist by A. Edwards),Lead change,3,81,83,-2,2105.0
0:41.0,T. Herro misses 3-pt jump shot from 24 ft,81-83, ,,3,81,83,-2,2119.0
0:38.0, ,81-83,Defensive rebound by M. Beasley,,3,81,83,-2,2122.0
0:29.0, ,81-83,Turnover by A. Edwards (traveling),,3,81,83,-2,2131.0
0:29.0, ,81-83,Instant Replay,,3,81,83,-2,2131.0
0:29.0, ,81-83,Technical foul by A. Edwards,,3,81,83,-2,2131.0
0:29.0,Technical foul by J. Butler,81-83, ,,3,81,83,-2,2131.0
0:10.0,Shooting foul by T. Prince (drawn by J. Butler),81-83, ,,3,81,83,-2,2150.0
0:10.0,J. Butler misses free throw 1 of 2,81-83, ,,3,81,83,-2,2150.0
0:10.0,Offensive rebound by Team,81-83, ,,3,81,83,-2,2150.0
0:10.0,B. Adebayo enters the game for D. Robinson,81-83, ,,3,81,83,-2,2150.0
0:10.0, ,81-83,D. Russell enters the game for J. McLaughlin,,3,81,83,-2,2150.0
0:10.0,J. Butler makes free throw 2 of 2,82-83, ,,3,82,83,-1,2150.0
0:01.0, ,82-86,D. Russell makes 3-pt jump shot from 25 ft (assist by A. Edwards),,3,82,86,-4,2159.0
0:00.0,J. Butler misses 3-pt jump shot from 49 ft,82-86, ,,3,82,86,-4,2160.0
0:00.0,Offensive rebound by Team,82-86, ,,3,82,86,-4,2160.0
0:00.0,End of 3rd quarter,82-86,,,3,82,86,-4,2160.0
12:00.0,Start of 4th quarter,82-86,,,4,82,86,-4,2160.0
11:50.0, ,82-86,Personal foul by C. Martin (drawn by K. Towns),,4,82,86,-4,2170.0
11:44.0, ,82-88,M. Beasley makes 2-pt layup from 3 ft (assist by K. Towns),,4,82,88,-6,2176.0
11:31.0,Personal foul by J. McDaniels (drawn by D. Robinson),82-88, ,,4,82,88,-6,2189.0
11:31.0, ,82-88,A. Edwards enters the game for J. McDaniels,,4,82,88,-6,2189.0
11:23.0,T. Herro misses 2-pt jump shot from 11 ft,82-88, ,,4,82,88,-6,2197.0
11:20.0, ,82-88,Defensive rebound by A. Edwards,,4,82,88,-6,2200.0
11:13.0, ,82-88,M. Beasley misses 3-pt jump shot from 24 ft,,4,82,88,-6,2207.0
11:10.0,Defensive rebound by G. Vincent,82-88, ,,4,82,88,-6,2210.0
11:04.0,C. Martin misses 2-pt layup from 3 ft (block by K. Towns),82-88, ,,4,82,88,-6,2216.0
11:01.0, ,82-88,Defensive rebound by A. Edwards,,4,82,88,-6,2219.0
10:54.0, ,82-88,Offensive foul by A. Edwards (drawn by G. Vincent),,4,82,88,-6,2226.0
10:54.0, ,82-88,Turnover by A. Edwards (offensive foul),,4,82,88,-6,2226.0
10:39.0,B. Adebayo makes 2-pt hook shot from 3 ft (assist by T. Herro),84-88, ,,4,84,88,-4,2241.0
10:19.0, ,84-88,K. Towns misses 2-pt layup from 3 ft (block by T. Herro),,4,84,88,-4,2261.0
10:16.0,Defensive rebound by T. Herro,84-88, ,,4,84,88,-4,2264.0
10:13.0,Offensive foul by G. Vincent (drawn by T. Prince),84-88, ,,4,84,88,-4,2267.0
10:13.0,Turnover by G. Vincent (offensive foul),84-88, ,,4,84,88,-4,2267.0
10:13.0,K. Lowry enters the game for G. Vincent,84-88, ,,4,84,88,-4,2267.0
10:05.0, ,84-88,K. Towns misses 3-pt jump shot from 23 ft,,4,84,88,-4,2275.0
10:02.0,Defensive rebound by K. Lowry,84-88, ,,4,84,88,-4,2278.0
9:59.0,K. Lowry makes 2-pt layup from 3 ft,86-88, ,,4,86,88,-2,2281.0
9:59.0, ,86-88,Violation by Team (def goaltending),,4,86,88,-2,2281.0
9:44.0, ,86-88,A. Edwards misses 3-pt jump shot from 27 ft,,4,86,88,-2,2296.0
9:41.0,Defensive rebound by T. Herro,86-88, ,,4,86,88,-2,2299.0
9:34.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by K. Lowry),89-88, ,Lead change,4,89,88,1,2306.0
9:33.0, ,89-88,Minnesota full timeout,,4,89,88,1,2307.0
9:33.0, ,89-88,J. Vanderbilt enters the game for T. Prince,,4,89,88,1,2307.0
9:19.0, ,89-88,Offensive foul by J. Vanderbilt (drawn by T. Herro),,4,89,88,1,2321.0
9:19.0, ,89-88,Turnover by J. Vanderbilt (offensive foul),,4,89,88,1,2321.0
9:06.0,B. Adebayo misses 2-pt jump shot from 4 ft (block by K. Towns),89-88, ,,4,89,88,1,2334.0
9:03.0, ,89-88,Defensive rebound by K. Towns,,4,89,88,1,2337.0
9:00.0, ,89-91,D. Russell makes 3-pt jump shot from 25 ft (assist by K. Towns),Lead change,4,89,91,-2,2340.0
8:38.0,B. Adebayo misses 2-pt jump shot from 5 ft (block by D. Russell),89-91, ,,4,89,91,-2,2362.0
8:37.0, ,89-91,Defensive rebound by A. Edwards,,4,89,91,-2,2363.0
8:33.0, ,89-94,M. Beasley makes 3-pt jump shot from 23 ft (assist by A. Edwards),,4,89,94,-5,2367.0
8:33.0,Miami full timeout,89-94, ,,4,89,94,-5,2367.0
8:33.0,J. Butler enters the game for C. Martin,89-94, ,,4,89,94,-5,2367.0
8:33.0, ,89-94,J. McDaniels enters the game for J. Vanderbilt,,4,89,94,-5,2367.0
8:14.0,D. Robinson makes 3-pt jump shot from 22 ft (assist by K. Lowry),92-94, ,,4,92,94,-2,2386.0
7:50.0, ,92-94,D. Russell misses 3-pt jump shot from 25 ft,,4,92,94,-2,2410.0
7:47.0,Defensive rebound by K. Lowry,92-94, ,,4,92,94,-2,2413.0
7:34.0,K. Lowry makes 2-pt layup from 3 ft,94-94, ,Tie,4,94,94,0,2426.0
7:21.0, ,94-97,A. Edwards makes 3-pt jump shot from 25 ft (assist by D. Russell),,4,94,97,-3,2439.0
7:09.0,Turnover by B. Adebayo (lost ball; steal by A. Edwards),94-97, ,,4,94,97,-3,2451.0
7:05.0, ,94-97,A. Edwards misses 3-pt jump shot from 26 ft,,4,94,97,-3,2455.0
7:01.0, ,94-97,Offensive rebound by M. Beasley,,4,94,97,-3,2459.0
7:00.0, ,94-99,M. Beasley makes 2-pt layup from 3 ft,,4,94,99,-5,2460.0
6:45.0,T. Herro makes 2-pt jump shot from 9 ft,96-99, ,,4,96,99,-3,2475.0
6:31.0, ,96-99,Offensive foul by A. Edwards (drawn by T. Herro),,4,96,99,-3,2489.0
6:31.0, ,96-99,Turnover by A. Edwards (offensive foul),,4,96,99,-3,2489.0
6:20.0,Turnover by T. Herro (out of bounds lost ball),96-99, ,,4,96,99,-3,2500.0
6:05.0, ,96-102,K. Towns makes 3-pt jump shot from 26 ft (assist by D. Russell),,4,96,102,-6,2515.0
5:49.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by J. Butler),99-102, ,,4,99,102,-3,2531.0
5:29.0, ,99-102,Shooting foul by K. Lowry (drawn by D. Russell),,4,99,102,-3,2551.0
5:29.0,Miami full timeout,99-102, ,,4,99,102,-3,2551.0
5:29.0,Instant Replay (Challenge: Ruling Stands),99-102, ,,4,99,102,-3,2551.0
5:29.0,P. Tucker enters the game for K. Lowry,99-102, ,,4,99,102,-3,2551.0
5:29.0, ,99-103,D. Russell makes free throw 1 of 2,,4,99,103,-4,2551.0
5:29.0, ,99-104,D. Russell makes free throw 2 of 2,,4,99,104,-5,2551.0
5:13.0,D. Robinson misses 3-pt jump shot from 26 ft,99-104, ,,4,99,104,-5,2567.0
5:09.0, ,99-104,Defensive rebound by K. Towns,,4,99,104,-5,2571.0
5:04.0, ,99-107,D. Russell makes 3-pt jump shot from 26 ft (assist by A. Edwards),,4,99,107,-8,2576.0
4:51.0,T. Herro misses 3-pt jump shot from 26 ft,99-107, ,,4,99,107,-8,2589.0
4:48.0, ,99-107,Defensive rebound by K. Towns,,4,99,107,-8,2592.0
4:32.0, ,99-109,D. Russell makes 2-pt layup from 5 ft (assist by K. Towns),,4,99,109,-10,2608.0
4:22.0,Offensive foul by B. Adebayo (drawn by J. McDaniels),99-109, ,,4,99,109,-10,2618.0
4:22.0,Turnover by B. Adebayo (offensive foul),99-109, ,,4,99,109,-10,2618.0
4:14.0, ,99-109,K. Towns misses 3-pt jump shot from 26 ft,,4,99,109,-10,2626.0
4:10.0, ,99-109,Offensive rebound by K. Towns,,4,99,109,-10,2630.0
4:09.0, ,99-109,K. Towns misses 2-pt layup from 3 ft,,4,99,109,-10,2631.0
4:09.0,Defensive rebound by D. Robinson,99-109, ,,4,99,109,-10,2631.0
4:05.0,Turnover by T. Herro (out of bounds lost ball),99-109, ,,4,99,109,-10,2635.0
3:47.0, ,99-109,Minnesota full timeout,,4,99,109,-10,2653.0
3:47.0, ,99-109,Offensive foul by K. Towns (drawn by T. Herro),,4,99,109,-10,2653.0
3:47.0, ,99-109,Turnover by K. Towns (offensive foul),,4,99,109,-10,2653.0
3:32.0,D. Robinson misses 3-pt jump shot from 25 ft,99-109, ,,4,99,109,-10,2668.0
3:29.0, ,99-109,Defensive rebound by A. Edwards,,4,99,109,-10,2671.0
3:10.0, ,99-109,K. Towns misses 3-pt jump shot from 23 ft,,4,99,109,-10,2690.0
3:08.0,Defensive rebound by D. Robinson,99-109, ,,4,99,109,-10,2692.0
3:01.0,Turnover by B. Adebayo (out of bounds lost ball),99-109, ,,4,99,109,-10,2699.0
2:41.0, ,99-109,A. Edwards misses 3-pt jump shot from 25 ft,,4,99,109,-10,2719.0
2:38.0,Defensive rebound by T. Herro,99-109, ,,4,99,109,-10,2722.0
2:31.0,T. Herro misses 2-pt jump shot from 6 ft,99-109, ,,4,99,109,-10,2729.0
2:29.0, ,99-109,Defensive rebound by M. Beasley,,4,99,109,-10,2731.0
2:27.0, ,99-109,M. Beasley misses 2-pt layup from 2 ft,,4,99,109,-10,2733.0
2:25.0, ,99-109,Offensive rebound by J. McDaniels,,4,99,109,-10,2735.0
2:25.0, ,99-111,J. McDaniels makes 2-pt layup at rim,,4,99,111,-12,2735.0
2:25.0,Miami full timeout,99-111, ,,4,99,111,-12,2735.0
2:07.0,Turnover by J. Butler (bad pass; steal by M. Beasley),99-111, ,,4,99,111,-12,2753.0
2:02.0, ,99-111,A. Edwards misses 2-pt layup from 4 ft,,4,99,111,-12,2758.0
2:00.0,Defensive rebound by D. Robinson,99-111, ,,4,99,111,-12,2760.0
1:56.0,B. Adebayo makes 2-pt layup from 2 ft,101-111, ,,4,101,111,-10,2764.0
1:32.0, ,101-111,D. Russell misses 3-pt jump shot from 34 ft,,4,101,111,-10,2788.0
1:29.0,Defensive rebound by J. Butler,101-111, ,,4,101,111,-10,2791.0
1:10.0,T. Herro misses 3-pt jump shot from 24 ft (block by A. Edwards),101-111, ,,4,101,111,-10,2810.0
1:06.0, ,101-111,Defensive rebound by D. Russell,,4,101,111,-10,2814.0
0:46.0, ,101-111,A. Edwards misses 3-pt jump shot from 28 ft,,4,101,111,-10,2834.0
0:42.0,Defensive rebound by D. Robinson,101-111, ,,4,101,111,-10,2838.0
0:40.0,Turnover by D. Robinson (lost ball; steal by A. Edwards),101-111, ,,4,101,111,-10,2840.0
0:39.0, ,101-113,A. Edwards makes 2-pt layup from 3 ft,,4,101,113,-12,2841.0
0:28.0,P. Tucker misses 2-pt jump shot from 10 ft,101-113, ,,4,101,113,-12,2852.0
0:24.0, ,101-113,Defensive rebound by K. Towns,,4,101,113,-12,2856.0
0:20.0, ,101-113,Personal foul by D. Robinson (drawn by D. Russell),,4,101,113,-12,2860.0
0:01.0, ,101-113,Turnover by Team (shot clock),,4,101,113,-12,2879.0
0:00.0,End of 4th quarter,101-113,,,4,101,113,-12,2880.0
