Time,Miami,Score,Indiana,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:59.0,D. Robinson makes free throw 1 of 2,89-81, ,,3,89,81,8,2101.0
0:59.0,K. Lowry enters the game for T. Herro,89-81, ,,3,89,81,8,2101.0
0:59.0,C. Martin enters the game for P. Tucker,89-81, ,,3,89,81,8,2101.0
0:59.0,D. Robinson misses free throw 2 of 2,89-81, ,,3,89,81,8,2101.0
0:58.0, ,89-81,Defensive rebound by J. Lamb,,3,89,81,8,2102.0
0:39.0, ,89-81,C. LeVert misses 3-pt jump shot from 26 ft,,3,89,81,8,2121.0
0:36.0,Defensive rebound by C. Martin,89-81, ,,3,89,81,8,2124.0
0:29.0,K. Lowry makes 3-pt jump shot from 29 ft,92-81, ,,3,92,81,11,2131.0
0:08.0, ,92-81,J. Lamb misses 3-pt jump shot from 27 ft,,3,92,81,11,2152.0
0:04.0, ,92-81,Offensive rebound by O. Brissett,,3,92,81,11,2156.0
0:00.0, ,92-81,O. Brissett misses 2-pt jump shot from 11 ft,,3,92,81,11,2160.0
0:00.0, ,92-81,Offensive rebound by Team,,3,92,81,11,2160.0
0:00.0,End of 3rd quarter,92-81,,,3,92,81,11,2160.0
12:00.0,Start of 4th quarter,92-81,,,4,92,81,11,2160.0
11:40.0, ,92-81,J. Lamb misses 3-pt jump shot from 26 ft,,4,92,81,11,2180.0
11:35.0,Defensive rebound by G. Vincent,92-81, ,,4,92,81,11,2185.0
11:20.0,O. Yurtseven makes 2-pt layup from 1 ft (assist by G. Vincent),94-81, ,,4,94,81,13,2200.0
10:58.0, ,94-83,D. Sabonis makes 2-pt layup from 3 ft (assist by J. Lamb),,4,94,83,11,2222.0
10:58.0,Violation by Team (def goaltending),94-83, ,,4,94,83,11,2222.0
10:35.0,M. Strus makes 2-pt jump shot from 8 ft,96-83, ,,4,96,83,13,2245.0
10:18.0, ,96-83,Personal foul by C. Martin (drawn by J. Lamb),,4,96,83,13,2262.0
10:08.0, ,96-83,C. LeVert misses 2-pt jump shot from 13 ft,,4,96,83,13,2272.0
10:04.0,Defensive rebound by O. Yurtseven,96-83, ,,4,96,83,13,2276.0
9:53.0,O. Yurtseven makes 2-pt dunk from 2 ft (assist by K. Lowry),98-83, ,,4,98,83,15,2287.0
9:53.0, ,98-83,Indiana full timeout,,4,98,83,15,2287.0
9:53.0, ,98-83,M. Brogdon enters the game for O. Brissett,,4,98,83,15,2287.0
9:53.0, ,98-83,C. Duarte enters the game for J. Lamb,,4,98,83,15,2287.0
9:53.0, ,98-83,M. Turner enters the game for K. Martin,,4,98,83,15,2287.0
9:33.0, ,98-83,Personal foul by O. Yurtseven (drawn by D. Sabonis),,4,98,83,15,2307.0
9:19.0, ,98-83,C. Duarte misses 2-pt jump shot from 13 ft (block by O. Yurtseven),,4,98,83,15,2321.0
9:19.0, ,98-83,Offensive rebound by Team,,4,98,83,15,2321.0
9:19.0, ,98-83,Turnover by Team (shot clock),,4,98,83,15,2321.0
9:06.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by G. Vincent),101-83, ,,4,101,83,18,2334.0
9:04.0, ,101-83,Indiana full timeout,,4,101,83,18,2336.0
8:48.0, ,101-83,C. LeVert misses 3-pt jump shot from 26 ft,,4,101,83,18,2352.0
8:44.0,Defensive rebound by O. Yurtseven,101-83, ,,4,101,83,18,2356.0
8:38.0,C. Martin misses 2-pt layup from 4 ft (block by M. Turner),101-83, ,,4,101,83,18,2362.0
8:38.0, ,101-83,Defensive rebound by M. Turner,,4,101,83,18,2362.0
8:33.0, ,101-85,C. Duarte makes 2-pt layup from 3 ft (assist by C. LeVert),,4,101,85,16,2367.0
8:33.0, ,101-85,Shooting foul by G. Vincent (drawn by C. Duarte),,4,101,85,16,2367.0
8:33.0, ,101-86,C. Duarte makes free throw 1 of 1,,4,101,86,15,2367.0
8:20.0,O. Yurtseven makes 2-pt jump shot from 12 ft (assist by C. Martin),103-86, ,,4,103,86,17,2380.0
8:04.0, ,103-86,M. Brogdon misses 3-pt jump shot from 25 ft,,4,103,86,17,2396.0
8:02.0,Defensive rebound by C. Martin,103-86, ,,4,103,86,17,2398.0
7:58.0,Shooting foul by M. Turner (drawn by C. Martin),103-86, ,,4,103,86,17,2402.0
7:58.0,C. Martin misses free throw 1 of 2,103-86, ,,4,103,86,17,2402.0
7:58.0,Offensive rebound by Team,103-86, ,,4,103,86,17,2402.0
7:58.0,C. Martin makes free throw 2 of 2,104-86, ,,4,104,86,18,2402.0
7:45.0, ,104-86,C. Duarte misses 3-pt jump shot from 24 ft,,4,104,86,18,2415.0
7:42.0,Defensive rebound by M. Strus,104-86, ,,4,104,86,18,2418.0
7:21.0,K. Lowry misses 3-pt jump shot from 35 ft,104-86, ,,4,104,86,18,2439.0
7:17.0,Offensive rebound by M. Strus,104-86, ,,4,104,86,18,2443.0
7:17.0,Personal take foul by M. Turner (drawn by C. Martin),104-86, ,,4,104,86,18,2443.0
7:07.0,G. Vincent misses 3-pt jump shot from 26 ft,104-86, ,,4,104,86,18,2453.0
7:04.0,Offensive rebound by C. Martin,104-86, ,,4,104,86,18,2456.0
6:56.0,M. Strus makes 2-pt layup from 3 ft (assist by C. Martin),106-86, ,,4,106,86,20,2464.0
6:50.0, ,106-86,Indiana full timeout,,4,106,86,20,2470.0
6:39.0, ,106-86,M. Turner misses 3-pt jump shot from 28 ft,,4,106,86,20,2481.0
6:34.0,Defensive rebound by M. Strus,106-86, ,,4,106,86,20,2486.0
6:24.0,Turnover by G. Vincent (lost ball; steal by D. Sabonis),106-86, ,,4,106,86,20,2496.0
6:20.0, ,106-86,Turnover by D. Sabonis (bad pass),,4,106,86,20,2500.0
6:04.0,O. Yurtseven misses 3-pt jump shot from 23 ft,106-86, ,,4,106,86,20,2516.0
6:00.0, ,106-86,Defensive rebound by C. Duarte,,4,106,86,20,2520.0
5:53.0, ,106-86,Shooting foul by M. Strus (drawn by C. LeVert),,4,106,86,20,2527.0
5:53.0, ,106-87,C. LeVert makes free throw 1 of 2,,4,106,87,19,2527.0
5:53.0, ,106-88,C. LeVert makes free throw 2 of 2,,4,106,88,18,2527.0
5:36.0,O. Yurtseven makes 2-pt jump shot from 10 ft (assist by K. Lowry),108-88, ,,4,108,88,20,2544.0
5:22.0, ,108-88,Shooting foul by K. Lowry (drawn by M. Turner),,4,108,88,20,2558.0
5:22.0, ,108-89,M. Turner makes free throw 1 of 2,,4,108,89,19,2558.0
5:22.0, ,108-90,M. Turner makes free throw 2 of 2,,4,108,90,18,2558.0
5:08.0,Turnover by G. Vincent (lost ball; steal by C. LeVert),108-90, ,,4,108,90,18,2572.0
5:04.0, ,108-90,M. Brogdon misses 2-pt layup from 2 ft (block by C. Martin),,4,108,90,18,2576.0
5:02.0,Defensive rebound by G. Vincent,108-90, ,,4,108,90,18,2578.0
4:57.0,Turnover by M. Strus (lost ball; steal by C. LeVert),108-90, ,,4,108,90,18,2583.0
4:56.0, ,108-90,Shooting foul by G. Vincent (drawn by C. LeVert),,4,108,90,18,2584.0
4:56.0, ,108-91,C. LeVert makes free throw 1 of 2,,4,108,91,17,2584.0
4:56.0, ,108-92,C. LeVert makes free throw 2 of 2,,4,108,92,16,2584.0
4:51.0,Miami full timeout,108-92, ,,4,108,92,16,2589.0
4:51.0,T. Herro enters the game for M. Strus,108-92, ,,4,108,92,16,2589.0
4:40.0,K. Lowry misses 3-pt jump shot from 23 ft,108-92, ,,4,108,92,16,2600.0
4:35.0, ,108-92,Defensive rebound by M. Brogdon,,4,108,92,16,2605.0
4:23.0, ,108-94,C. LeVert makes 2-pt jump shot from 16 ft (assist by M. Brogdon),,4,108,94,14,2617.0
3:57.0,C. Martin misses 2-pt layup from 6 ft,108-94, ,,4,108,94,14,2643.0
3:55.0, ,108-94,Defensive rebound by C. Duarte,,4,108,94,14,2645.0
3:50.0, ,108-94,Personal foul by G. Vincent (drawn by M. Turner),,4,108,94,14,2650.0
3:50.0, ,108-94,M. Turner misses free throw 1 of 2,,4,108,94,14,2650.0
3:50.0, ,108-94,Offensive rebound by Team,,4,108,94,14,2650.0
3:50.0,P. Tucker enters the game for C. Martin,108-94, ,,4,108,94,14,2650.0
3:50.0, ,108-94,M. Turner misses free throw 2 of 2,,4,108,94,14,2650.0
3:49.0,Defensive rebound by O. Yurtseven,108-94, ,,4,108,94,14,2651.0
3:26.0,Offensive foul by K. Lowry (drawn by M. Turner),108-94, ,,4,108,94,14,2674.0
3:26.0,Turnover by K. Lowry (offensive foul),108-94, ,,4,108,94,14,2674.0
3:26.0,Miami full timeout,108-94, ,,4,108,94,14,2674.0
3:26.0,Instant Replay (Challenge: Ruling Stands),108-94, ,,4,108,94,14,2674.0
3:14.0, ,108-97,M. Brogdon makes 3-pt jump shot from 23 ft (assist by C. Duarte),,4,108,97,11,2686.0
2:59.0,Personal foul by M. Brogdon (drawn by K. Lowry),108-97, ,,4,108,97,11,2701.0
2:46.0,P. Tucker misses 2-pt jump shot from 14 ft,108-97, ,,4,108,97,11,2714.0
2:41.0, ,108-97,Defensive rebound by M. Turner,,4,108,97,11,2719.0
2:37.0, ,108-97,C. Duarte misses 3-pt jump shot from 23 ft,,4,108,97,11,2723.0
2:34.0,Defensive rebound by T. Herro,108-97, ,,4,108,97,11,2726.0
2:21.0,T. Herro misses 2-pt layup from 10 ft,108-97, ,,4,108,97,11,2739.0
2:18.0, ,108-97,Defensive rebound by C. Duarte,,4,108,97,11,2742.0
2:08.0, ,108-97,D. Sabonis misses 2-pt layup from 8 ft (block by P. Tucker),,4,108,97,11,2752.0
2:05.0, ,108-97,Offensive rebound by D. Sabonis,,4,108,97,11,2755.0
2:05.0, ,108-97,Violation by Team (kicked ball),,4,108,97,11,2755.0
1:52.0,G. Vincent makes 2-pt layup from 3 ft,110-97, ,,4,110,97,13,2768.0
1:52.0, ,110-97,Indiana full timeout,,4,110,97,13,2768.0
1:47.0, ,110-97,M. Brogdon misses 2-pt jump shot from 8 ft,,4,110,97,13,2773.0
1:46.0, ,110-97,Offensive rebound by M. Brogdon,,4,110,97,13,2774.0
1:46.0, ,110-99,M. Brogdon makes 2-pt layup at rim,,4,110,99,11,2774.0
1:25.0,Offensive foul by K. Lowry (drawn by M. Turner),110-99, ,,4,110,99,11,2795.0
1:25.0,Turnover by K. Lowry (offensive foul),110-99, ,,4,110,99,11,2795.0
1:12.0, ,110-99,M. Brogdon misses 3-pt jump shot from 24 ft,,4,110,99,11,2808.0
1:10.0, ,110-99,Offensive rebound by Team,,4,110,99,11,2810.0
1:07.0, ,110-99,C. Duarte misses 2-pt jump shot from 14 ft,,4,110,99,11,2813.0
1:05.0, ,110-99,Offensive rebound by Team,,4,110,99,11,2815.0
1:05.0, ,110-99,Offensive foul by M. Turner (drawn by K. Lowry),,4,110,99,11,2815.0
1:05.0, ,110-99,Turnover by M. Turner (offensive foul),,4,110,99,11,2815.0
1:05.0, ,110-99,Instant Replay (Request: Ruling Stands),,4,110,99,11,2815.0
0:45.0,K. Lowry misses 2-pt jump shot from 21 ft,110-99, ,,4,110,99,11,2835.0
0:42.0,Offensive rebound by Team,110-99, ,,4,110,99,11,2838.0
0:42.0,Technical foul by P. Tucker,110-99, ,,4,110,99,11,2838.0
0:42.0,Technical foul by E. Spoelstra,110-99, ,,4,110,99,11,2838.0
0:42.0,Miami full timeout,110-99, ,,4,110,99,11,2838.0
0:42.0,Instant Replay (Challenge: Ruling Stands),110-99, ,,4,110,99,11,2838.0
0:42.0, ,110-100,M. Brogdon makes technical free throw,,4,110,100,10,2838.0
0:42.0, ,110-101,M. Brogdon makes technical free throw,,4,110,101,9,2838.0
0:30.0,G. Vincent makes 3-pt jump shot from 30 ft (assist by P. Tucker),113-101, ,,4,113,101,12,2850.0
0:21.0, ,113-101,Personal foul by T. Herro (drawn by M. Brogdon),,4,113,101,12,2859.0
0:21.0, ,113-102,M. Brogdon makes free throw 1 of 2,,4,113,102,11,2859.0
0:21.0, ,113-102,M. Brogdon misses free throw 2 of 2,,4,113,102,11,2859.0
0:20.0, ,113-102,Offensive rebound by D. Sabonis,,4,113,102,11,2860.0
0:20.0, ,113-102,Shooting foul by P. Tucker (drawn by D. Sabonis),,4,113,102,11,2860.0
0:20.0, ,113-103,D. Sabonis makes free throw 1 of 2,,4,113,103,10,2860.0
0:20.0, ,113-104,D. Sabonis makes free throw 2 of 2,,4,113,104,9,2860.0
0:00.0,End of 4th quarter,113-104,,,4,113,104,9,2880.0
