Time,Cleveland,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:39.0,Shooting foul by G. Vincent (drawn by E. Mobley),79-63, ,,3,63,79,-16,2061.0
1:39.0,E. Mobley makes free throw 1 of 2,80-63, ,,3,63,80,-17,2061.0
1:39.0,E. Mobley makes free throw 2 of 2,81-63, ,,3,63,81,-18,2061.0
1:24.0, ,81-63,M. Strus misses 3-pt jump shot from 27 ft,,3,63,81,-18,2076.0
1:20.0,Defensive rebound by E. Mobley,81-63, ,,3,63,81,-18,2080.0
0:59.0,L. Stevens misses 3-pt jump shot from 24 ft,81-63, ,,3,63,81,-18,2101.0
0:57.0, ,81-63,Defensive rebound by Team,,3,63,81,-18,2103.0
0:57.0, ,81-63,T. Herro enters the game for K. Lowry,,3,63,81,-18,2103.0
0:42.0, ,81-63,G. Vincent misses 3-pt jump shot from 23 ft,,3,63,81,-18,2118.0
0:40.0,Defensive rebound by E. Mobley,81-63, ,,3,63,81,-18,2120.0
0:34.0,E. Mobley makes 2-pt dunk from 2 ft (assist by R. Rubio),83-63, ,,3,63,83,-20,2126.0
0:34.0,Shooting foul by K. Okpala (drawn by E. Mobley),83-63, ,,3,63,83,-20,2126.0
0:34.0,E. Mobley makes free throw 1 of 1,84-63, ,,3,63,84,-21,2126.0
0:22.0, ,84-63,T. Herro misses 2-pt jump shot from 10 ft (block by L. Stevens),,3,63,84,-21,2138.0
0:19.0,Defensive rebound by K. Love,84-63, ,,3,63,84,-21,2141.0
0:01.0,D. Garland makes 3-pt jump shot from 32 ft,87-63, ,,3,63,87,-24,2159.0
0:00.0,Instant Replay (Request: Ruling Stands),87-63, ,,3,63,87,-24,2160.0
0:00.0,End of 3rd quarter,87-63,,,3,63,87,-24,2160.0
12:00.0,Start of 4th quarter,87-63,,,4,63,87,-24,2160.0
11:38.0,K. Love makes 3-pt jump shot from 23 ft (assist by E. Mobley),90-63, ,,4,63,90,-27,2182.0
11:09.0, ,90-63,T. Herro misses 2-pt jump shot from 17 ft,,4,63,90,-27,2211.0
11:04.0,Defensive rebound by E. Mobley,90-63, ,,4,63,90,-27,2216.0
10:48.0,D. Garland misses 3-pt jump shot from 25 ft,90-63, ,,4,63,90,-27,2232.0
10:46.0, ,90-63,Defensive rebound by T. Herro,,4,63,90,-27,2234.0
10:28.0, ,90-63,M. Strus misses 2-pt layup from 2 ft (block by K. Love),,4,63,90,-27,2252.0
10:24.0,Defensive rebound by R. Rubio,90-63, ,,4,63,90,-27,2256.0
10:22.0,K. Love misses 3-pt jump shot from 27 ft,90-63, ,,4,63,90,-27,2258.0
10:20.0, ,90-63,Defensive rebound by D. Dedmon,,4,63,90,-27,2260.0
10:06.0, ,90-63,T. Herro misses 2-pt jump shot from 22 ft,,4,63,90,-27,2274.0
10:04.0,Defensive rebound by L. Stevens,90-63, ,,4,63,90,-27,2276.0
9:43.0,E. Mobley misses 2-pt jump shot from 9 ft,90-63, ,,4,63,90,-27,2297.0
9:40.0, ,90-63,Defensive rebound by C. Martin,,4,63,90,-27,2300.0
9:28.0, ,90-66,G. Vincent makes 3-pt jump shot from 26 ft (assist by D. Dedmon),,4,66,90,-24,2312.0
9:03.0,E. Mobley misses 2-pt hook shot from 10 ft,90-66, ,,4,66,90,-24,2337.0
9:00.0, ,90-66,Defensive rebound by D. Dedmon,,4,66,90,-24,2340.0
8:54.0, ,90-69,G. Vincent makes 3-pt jump shot from 26 ft (assist by M. Strus),,4,69,90,-21,2346.0
8:52.0,Cleveland full timeout,90-69, ,,4,69,90,-21,2348.0
8:52.0,J. Allen enters the game for K. Love,90-69, ,,4,69,90,-21,2348.0
8:52.0,L. Markkanen enters the game for E. Mobley,90-69, ,,4,69,90,-21,2348.0
8:52.0,I. Okoro enters the game for R. Rubio,90-69, ,,4,69,90,-21,2348.0
8:35.0,Turnover by L. Markkanen (lost ball; steal by G. Vincent),90-69, ,,4,69,90,-21,2365.0
8:31.0, ,90-69,M. Strus misses 3-pt jump shot from 26 ft,,4,69,90,-21,2369.0
8:29.0, ,90-69,Offensive rebound by C. Martin,,4,69,90,-21,2371.0
8:25.0, ,90-71,T. Herro makes 2-pt jump shot from 18 ft (assist by C. Martin),,4,71,90,-19,2375.0
8:03.0,D. Garland misses 3-pt jump shot from 25 ft,90-71, ,,4,71,90,-19,2397.0
8:03.0, ,90-71,Defensive rebound by Team,,4,71,90,-19,2397.0
7:41.0, ,90-71,C. Martin misses 2-pt layup from 6 ft (block by J. Allen),,4,71,90,-19,2419.0
7:38.0,Defensive rebound by I. Okoro,90-71, ,,4,71,90,-19,2422.0
7:24.0,D. Garland misses 2-pt jump shot from 10 ft,90-71, ,,4,71,90,-19,2436.0
7:20.0, ,90-71,Defensive rebound by M. Strus,,4,71,90,-19,2440.0
7:17.0, ,90-73,T. Herro makes 2-pt layup from 1 ft (assist by M. Strus),,4,73,90,-17,2443.0
7:07.0,Turnover by D. Garland (back court),90-73, ,,4,73,90,-17,2453.0
6:52.0, ,90-75,D. Dedmon makes 2-pt layup from 1 ft (assist by G. Vincent),,4,75,90,-15,2468.0
6:37.0,Shooting foul by M. Strus (drawn by J. Allen),90-75, ,,4,75,90,-15,2483.0
6:37.0,J. Allen makes free throw 1 of 2,91-75, ,,4,75,91,-16,2483.0
6:37.0,E. Mobley enters the game for L. Markkanen,91-75, ,,4,75,91,-16,2483.0
6:37.0,J. Allen makes free throw 2 of 2,92-75, ,,4,75,92,-17,2483.0
6:21.0, ,92-75,Turnover by M. Strus (out of bounds lost ball),,4,75,92,-17,2499.0
6:21.0,L. Markkanen enters the game for I. Okoro,92-75, ,,4,75,92,-17,2499.0
6:21.0,R. Rubio enters the game for L. Stevens,92-75, ,,4,75,92,-17,2499.0
6:02.0,D. Garland misses 2-pt jump shot from 15 ft,92-75, ,,4,75,92,-17,2518.0
6:01.0, ,92-75,Defensive rebound by Team,,4,75,92,-17,2519.0
5:50.0, ,92-75,T. Herro misses 2-pt jump shot from 7 ft,,4,75,92,-17,2530.0
5:47.0,Defensive rebound by E. Mobley,92-75, ,,4,75,92,-17,2533.0
5:35.0,R. Rubio makes 2-pt layup from 2 ft,94-75, ,,4,75,94,-19,2545.0
5:34.0, ,94-75,Miami full timeout,,4,75,94,-19,2546.0
5:20.0, ,94-75,D. Dedmon misses 2-pt hook shot from 5 ft,,4,75,94,-19,2560.0
5:17.0, ,94-75,Offensive rebound by D. Dedmon,,4,75,94,-19,2563.0
5:15.0, ,94-75,C. Martin misses 3-pt jump shot from 24 ft,,4,75,94,-19,2565.0
5:12.0,Defensive rebound by D. Garland,94-75, ,,4,75,94,-19,2568.0
4:58.0,J. Allen makes 2-pt hook shot from 3 ft (assist by R. Rubio),96-75, ,,4,75,96,-21,2582.0
4:40.0, ,96-75,Shooting foul by E. Mobley (drawn by C. Martin),,4,75,96,-21,2600.0
4:40.0, ,96-76,C. Martin makes free throw 1 of 2,,4,76,96,-20,2600.0
4:40.0, ,96-76,C. Martin misses free throw 2 of 2,,4,76,96,-20,2600.0
4:38.0,Defensive rebound by J. Allen,96-76, ,,4,76,96,-20,2602.0
4:23.0,J. Allen makes 2-pt jump shot from 4 ft (assist by R. Rubio),98-76, ,,4,76,98,-22,2617.0
4:15.0, ,98-76,Turnover by T. Herro (bad pass; steal by E. Mobley),,4,76,98,-22,2625.0
3:57.0,Shooting foul by D. Dedmon (drawn by E. Mobley),98-76, ,,4,76,98,-22,2643.0
3:57.0,E. Mobley makes free throw 1 of 2,99-76, ,,4,76,99,-23,2643.0
3:57.0,I. Okoro enters the game for D. Garland,99-76, ,,4,76,99,-23,2643.0
3:57.0, ,99-76,K. Okpala enters the game for D. Dedmon,,4,76,99,-23,2643.0
3:57.0,E. Mobley makes free throw 2 of 2,100-76, ,,4,76,100,-24,2643.0
3:44.0, ,100-76,Turnover by G. Vincent (bad pass; steal by R. Rubio),,4,76,100,-24,2656.0
3:39.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by R. Rubio),103-76, ,,4,76,103,-27,2661.0
3:39.0, ,103-76,Miami full timeout,,4,76,103,-27,2661.0
3:39.0,E. Davis enters the game for J. Allen,103-76, ,,4,76,103,-27,2661.0
3:39.0,K. Pangos enters the game for L. Markkanen,103-76, ,,4,76,103,-27,2661.0
3:39.0,L. Stevens enters the game for E. Mobley,103-76, ,,4,76,103,-27,2661.0
3:39.0,D. Valentine enters the game for I. Okoro,103-76, ,,4,76,103,-27,2661.0
3:39.0,D. Windler enters the game for R. Rubio,103-76, ,,4,76,103,-27,2661.0
3:39.0, ,103-76,O. Yurtseven enters the game for T. Herro,,4,76,103,-27,2661.0
3:28.0, ,103-76,Personal foul by D. Valentine (drawn by M. Strus),,4,76,103,-27,2672.0
3:16.0, ,103-78,K. Okpala makes 2-pt jump shot from 11 ft,,4,78,103,-25,2684.0
2:53.0,Turnover by K. Pangos (out of bounds lost ball),103-78, ,,4,78,103,-25,2707.0
2:42.0, ,103-78,O. Yurtseven misses 2-pt jump shot from 17 ft,,4,78,103,-25,2718.0
2:38.0,Defensive rebound by D. Windler,103-78, ,,4,78,103,-25,2722.0
2:18.0,L. Stevens makes 3-pt jump shot from 25 ft (assist by D. Windler),106-78, ,,4,78,106,-28,2742.0
2:04.0, ,106-78,O. Yurtseven misses 2-pt layup from 7 ft (block by E. Davis),,4,78,106,-28,2756.0
1:59.0,Defensive rebound by E. Davis,106-78, ,,4,78,106,-28,2761.0
1:56.0,L. Stevens misses 2-pt layup from 2 ft (block by O. Yurtseven),106-78, ,,4,78,106,-28,2764.0
1:56.0, ,106-78,Defensive rebound by O. Yurtseven,,4,78,106,-28,2764.0
1:49.0, ,106-78,Turnover by G. Vincent (bad pass; steal by K. Pangos),,4,78,106,-28,2771.0
1:46.0,L. Stevens makes 2-pt dunk from 2 ft (assist by K. Pangos),108-78, ,,4,78,108,-30,2774.0
1:39.0, ,108-78,Shooting foul by L. Stevens (drawn by K. Okpala),,4,78,108,-30,2781.0
1:39.0, ,108-79,K. Okpala makes free throw 1 of 2,,4,79,108,-29,2781.0
1:39.0, ,108-80,K. Okpala makes free throw 2 of 2,,4,80,108,-28,2781.0
1:20.0,D. Valentine makes 3-pt jump shot from 30 ft (assist by L. Stevens),111-80, ,,4,80,111,-31,2800.0
1:02.0, ,111-80,Shooting foul by D. Windler (drawn by C. Martin),,4,80,111,-31,2818.0
1:02.0, ,111-81,C. Martin makes free throw 1 of 2,,4,81,111,-30,2818.0
1:02.0, ,111-81,C. Martin misses free throw 2 of 2,,4,81,111,-30,2818.0
1:00.0, ,111-81,Offensive rebound by O. Yurtseven,,4,81,111,-30,2820.0
0:59.0, ,111-83,O. Yurtseven makes 2-pt layup from 1 ft,,4,83,111,-28,2821.0
0:47.0,Turnover by D. Valentine (bad pass; steal by M. Strus),111-83, ,,4,83,111,-28,2833.0
0:44.0, ,111-85,C. Martin makes 2-pt dunk from 2 ft (assist by M. Strus),,4,85,111,-26,2836.0
0:20.0,L. Stevens misses 2-pt jump shot from 17 ft (block by K. Okpala),111-85, ,,4,85,111,-26,2860.0
0:20.0,Offensive rebound by Team,111-85, ,,4,85,111,-26,2860.0
0:20.0,Turnover by Team (shot clock),111-85, ,,4,85,111,-26,2860.0
0:11.0, ,111-85,O. Yurtseven misses 2-pt layup from 3 ft (block by L. Stevens),,4,85,111,-26,2869.0
0:11.0,Defensive rebound by D. Valentine,111-85, ,,4,85,111,-26,2869.0
0:00.0,End of 4th quarter,111-85,,,4,85,111,-26,2880.0
