Time,Miami,Score,LA Clippers,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:24.0, ,72-77,I. Zubac makes 2-pt dunk from 2 ft (assist by E. Bledsoe),,3,72,77,-5,1956.0
3:00.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by G. Vincent),75-77, ,,3,75,77,-2,1980.0
2:42.0, ,75-77,R. Jackson misses 2-pt jump shot from 9 ft,,3,75,77,-2,1998.0
2:38.0, ,75-77,Offensive rebound by I. Zubac,,3,75,77,-2,2002.0
2:38.0, ,75-79,I. Zubac makes 2-pt dunk at rim,,3,75,79,-4,2002.0
2:31.0,G. Vincent misses 3-pt jump shot from 26 ft,75-79, ,,3,75,79,-4,2009.0
2:29.0, ,75-79,Defensive rebound by N. Batum,,3,75,79,-4,2011.0
2:22.0, ,75-81,R. Jackson makes 2-pt layup from 2 ft,,3,75,81,-6,2018.0
2:01.0,D. Robinson misses 3-pt jump shot from 24 ft,75-81, ,,3,75,81,-6,2039.0
1:58.0, ,75-81,Defensive rebound by N. Batum,,3,75,81,-6,2042.0
1:48.0, ,75-81,R. Jackson misses 2-pt jump shot from 16 ft,,3,75,81,-6,2052.0
1:42.0,Defensive rebound by B. Adebayo,75-81, ,,3,75,81,-6,2058.0
1:29.0,T. Herro misses 2-pt jump shot from 13 ft,75-81, ,,3,75,81,-6,2071.0
1:26.0,Offensive rebound by T. Herro,75-81, ,,3,75,81,-6,2074.0
1:24.0,D. Robinson misses 3-pt jump shot from 24 ft,75-81, ,,3,75,81,-6,2076.0
1:21.0, ,75-81,Defensive rebound by I. Zubac,,3,75,81,-6,2079.0
1:09.0, ,75-84,E. Bledsoe makes 3-pt jump shot from 28 ft (assist by R. Jackson),,3,75,84,-9,2091.0
0:46.0,T. Herro makes 2-pt jump shot from 14 ft,77-84, ,,3,77,84,-7,2114.0
0:45.0, ,77-84,Personal take foul by G. Vincent (drawn by R. Jackson),,3,77,84,-7,2115.0
0:45.0,D. Dedmon enters the game for B. Adebayo,77-84, ,,3,77,84,-7,2115.0
0:45.0,K. Lowry enters the game for D. Robinson,77-84, ,,3,77,84,-7,2115.0
0:45.0,C. Martin enters the game for P. Tucker,77-84, ,,3,77,84,-7,2115.0
0:45.0, ,77-84,P. George enters the game for N. Batum,,3,77,84,-7,2115.0
0:45.0, ,77-84,I. Hartenstein enters the game for E. Bledsoe,,3,77,84,-7,2115.0
0:45.0, ,77-84,T. Mann enters the game for I. Zubac,,3,77,84,-7,2115.0
0:36.0, ,77-86,R. Jackson makes 2-pt layup from 2 ft,,3,77,86,-9,2124.0
0:21.0,Shooting foul by I. Hartenstein (drawn by T. Herro),77-86, ,,3,77,86,-9,2139.0
0:21.0,Instant Replay (Request: Ruling Stands),77-86, ,,3,77,86,-9,2139.0
0:21.0, ,77-86,N. Batum enters the game for I. Hartenstein,,3,77,86,-9,2139.0
0:21.0,T. Herro misses free throw 1 of 2,77-86, ,,3,77,86,-9,2139.0
0:21.0,Offensive rebound by Team,77-86, ,,3,77,86,-9,2139.0
0:21.0,T. Herro makes free throw 2 of 2,78-86, ,,3,78,86,-8,2139.0
0:02.0, ,78-86,T. Mann misses 3-pt jump shot from 28 ft,,3,78,86,-8,2158.0
0:00.0, ,78-86,Offensive rebound by Team,,3,78,86,-8,2160.0
0:00.0,End of 3rd quarter,78-86,,,3,78,86,-8,2160.0
12:00.0,Start of 4th quarter,78-86,,,4,78,86,-8,2160.0
11:42.0, ,78-86,Turnover by I. Hartenstein (bad pass; steal by M. Strus),,4,78,86,-8,2178.0
11:35.0,Personal foul by T. Mann (drawn by K. Lowry),78-86, ,,4,78,86,-8,2185.0
11:19.0,C. Martin misses 2-pt layup from 3 ft,78-86, ,,4,78,86,-8,2201.0
11:17.0, ,78-86,Defensive rebound by L. Kennard,,4,78,86,-8,2203.0
10:56.0, ,78-88,E. Bledsoe makes 2-pt jump shot from 20 ft,,4,78,88,-10,2224.0
10:37.0,C. Martin misses 2-pt layup from 2 ft (block by I. Hartenstein),78-88, ,,4,78,88,-10,2243.0
10:33.0,Offensive rebound by C. Martin,78-88, ,,4,78,88,-10,2247.0
10:32.0,K. Lowry misses 3-pt jump shot from 27 ft,78-88, ,,4,78,88,-10,2248.0
10:30.0,Offensive rebound by D. Dedmon,78-88, ,,4,78,88,-10,2250.0
10:20.0,C. Martin makes 2-pt layup from 3 ft,80-88, ,,4,80,88,-8,2260.0
10:04.0, ,80-88,L. Kennard misses 3-pt jump shot from 23 ft,,4,80,88,-8,2276.0
10:04.0,Defensive rebound by M. Strus,80-88, ,,4,80,88,-8,2276.0
9:53.0,K. Lowry makes 2-pt jump shot from 18 ft,82-88, ,,4,82,88,-6,2287.0
9:45.0, ,82-88,Personal foul by G. Vincent (drawn by P. George),,4,82,88,-6,2295.0
9:45.0,B. Adebayo enters the game for D. Dedmon,82-88, ,,4,82,88,-6,2295.0
9:33.0, ,82-90,E. Bledsoe makes 2-pt jump shot from 13 ft (assist by P. George),,4,82,90,-8,2307.0
9:32.0,Turnover by K. Lowry (bad pass),82-90, ,,4,82,90,-8,2308.0
9:08.0, ,82-93,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by T. Mann),,4,82,93,-11,2332.0
9:06.0,Miami full timeout,82-93, ,,4,82,93,-11,2334.0
9:06.0,T. Herro enters the game for G. Vincent,82-93, ,,4,82,93,-11,2334.0
8:45.0,T. Herro misses 3-pt jump shot from 27 ft,82-93, ,,4,82,93,-11,2355.0
8:43.0,Offensive rebound by C. Martin,82-93, ,,4,82,93,-11,2357.0
8:32.0,C. Martin makes 3-pt jump shot from 23 ft (assist by K. Lowry),85-93, ,,4,85,93,-8,2368.0
8:12.0, ,85-93,P. George misses 2-pt jump shot from 14 ft,,4,85,93,-8,2388.0
8:09.0,Defensive rebound by T. Herro,85-93, ,,4,85,93,-8,2391.0
7:49.0,C. Martin misses 3-pt jump shot from 27 ft,85-93, ,,4,85,93,-8,2411.0
7:46.0, ,85-93,Defensive rebound by L. Kennard,,4,85,93,-8,2414.0
7:38.0, ,85-93,L. Kennard misses 3-pt jump shot from 26 ft,,4,85,93,-8,2422.0
7:36.0,Defensive rebound by B. Adebayo,85-93, ,,4,85,93,-8,2424.0
7:30.0,K. Lowry makes 3-pt jump shot from 26 ft,88-93, ,,4,88,93,-5,2430.0
7:11.0, ,88-93,Personal foul by K. Lowry (drawn by I. Hartenstein),,4,88,93,-5,2449.0
7:11.0, ,88-93,N. Batum enters the game for E. Bledsoe,,4,88,93,-5,2449.0
7:11.0, ,88-93,R. Jackson enters the game for T. Mann,,4,88,93,-5,2449.0
7:00.0, ,88-95,P. George makes 2-pt layup from 2 ft,,4,88,95,-7,2460.0
6:49.0,Turnover by K. Lowry (lost ball; steal by P. George),88-95, ,,4,88,95,-7,2471.0
6:43.0, ,88-97,P. George makes 2-pt jump shot from 14 ft,,4,88,97,-9,2477.0
6:32.0,Personal foul by P. George (drawn by K. Lowry),88-97, ,,4,88,97,-9,2488.0
6:32.0, ,88-97,LA Clippers full timeout,,4,88,97,-9,2488.0
6:32.0,D. Robinson enters the game for M. Strus,88-97, ,,4,88,97,-9,2488.0
6:15.0,D. Robinson misses 3-pt jump shot from 27 ft,88-97, ,,4,88,97,-9,2505.0
6:13.0, ,88-97,Defensive rebound by I. Hartenstein,,4,88,97,-9,2507.0
6:09.0, ,88-97,Personal foul by B. Adebayo (drawn by P. George),,4,88,97,-9,2511.0
6:09.0,P. Tucker enters the game for C. Martin,88-97, ,,4,88,97,-9,2511.0
5:56.0, ,88-97,R. Jackson misses 3-pt jump shot from 29 ft,,4,88,97,-9,2524.0
5:53.0,Defensive rebound by D. Robinson,88-97, ,,4,88,97,-9,2527.0
5:49.0,K. Lowry makes 2-pt jump shot from 12 ft,90-97, ,,4,90,97,-7,2531.0
5:34.0, ,90-97,P. George misses 3-pt jump shot from 26 ft,,4,90,97,-7,2546.0
5:32.0,Defensive rebound by B. Adebayo,90-97, ,,4,90,97,-7,2548.0
5:25.0,K. Lowry makes 2-pt layup from 1 ft,92-97, ,,4,92,97,-5,2555.0
5:25.0,Shooting foul by I. Hartenstein (drawn by K. Lowry),92-97, ,,4,92,97,-5,2555.0
5:25.0, ,92-97,I. Zubac enters the game for I. Hartenstein,,4,92,97,-5,2555.0
5:25.0,K. Lowry makes free throw 1 of 1,93-97, ,,4,93,97,-4,2555.0
5:07.0, ,93-99,P. George makes 2-pt jump shot from 19 ft,,4,93,99,-6,2573.0
4:58.0,K. Lowry makes 3-pt jump shot from 26 ft,96-99, ,,4,96,99,-3,2582.0
4:48.0, ,96-99,Personal foul by P. Tucker (drawn by P. George),,4,96,99,-3,2592.0
4:36.0, ,96-99,P. George misses 2-pt jump shot from 23 ft,,4,96,99,-3,2604.0
4:33.0, ,96-99,Offensive rebound by I. Zubac,,4,96,99,-3,2607.0
4:31.0, ,96-99,Shooting foul by P. Tucker (drawn by I. Zubac),,4,96,99,-3,2609.0
4:31.0, ,96-100,I. Zubac makes free throw 1 of 2,,4,96,100,-4,2609.0
4:31.0, ,96-100,E. Bledsoe enters the game for L. Kennard,,4,96,100,-4,2609.0
4:31.0, ,96-100,I. Zubac misses free throw 2 of 2,,4,96,100,-4,2609.0
4:28.0,Defensive rebound by P. Tucker,96-100, ,,4,96,100,-4,2612.0
4:06.0,K. Lowry misses 2-pt jump shot from 19 ft (block by I. Zubac),96-100, ,,4,96,100,-4,2634.0
4:01.0, ,96-100,Defensive rebound by N. Batum,,4,96,100,-4,2639.0
4:00.0, ,96-100,Shooting foul by K. Lowry (drawn by I. Zubac),,4,96,100,-4,2640.0
4:00.0, ,96-101,I. Zubac makes free throw 1 of 2,,4,96,101,-5,2640.0
4:00.0, ,96-102,I. Zubac makes free throw 2 of 2,,4,96,102,-6,2640.0
3:47.0,D. Robinson misses 3-pt jump shot from 25 ft,96-102, ,,4,96,102,-6,2653.0
3:44.0, ,96-102,Defensive rebound by N. Batum,,4,96,102,-6,2656.0
3:29.0, ,96-102,I. Zubac misses 2-pt layup from 4 ft (block by D. Robinson),,4,96,102,-6,2671.0
3:26.0,Defensive rebound by D. Robinson,96-102, ,,4,96,102,-6,2674.0
3:19.0,D. Robinson misses 3-pt jump shot from 24 ft,96-102, ,,4,96,102,-6,2681.0
3:17.0,Offensive rebound by B. Adebayo,96-102, ,,4,96,102,-6,2683.0
3:17.0,B. Adebayo makes 2-pt layup from 1 ft,98-102, ,,4,98,102,-4,2683.0
3:15.0, ,98-102,LA Clippers full timeout,,4,98,102,-4,2685.0
3:01.0, ,98-102,E. Bledsoe misses 3-pt jump shot from 27 ft,,4,98,102,-4,2699.0
2:55.0, ,98-102,Offensive rebound by P. George,,4,98,102,-4,2705.0
2:52.0, ,98-105,P. George makes 3-pt jump shot from 23 ft,,4,98,105,-7,2708.0
2:37.0,Offensive foul by B. Adebayo (drawn by P. George),98-105, ,,4,98,105,-7,2723.0
2:37.0,Turnover by B. Adebayo (offensive foul),98-105, ,,4,98,105,-7,2723.0
2:20.0, ,98-105,I. Zubac misses 2-pt layup from 2 ft (block by D. Robinson),,4,98,105,-7,2740.0
2:17.0,Defensive rebound by D. Robinson,98-105, ,,4,98,105,-7,2743.0
2:08.0,D. Robinson misses 2-pt layup from 1 ft (block by E. Bledsoe),98-105, ,,4,98,105,-7,2752.0
2:03.0,Offensive rebound by D. Robinson,98-105, ,,4,98,105,-7,2757.0
2:03.0,D. Robinson misses 2-pt layup from 1 ft (block by E. Bledsoe),98-105, ,,4,98,105,-7,2757.0
2:02.0,Offensive rebound by P. Tucker,98-105, ,,4,98,105,-7,2758.0
2:02.0,P. Tucker makes 2-pt layup from 2 ft,100-105, ,,4,100,105,-5,2758.0
1:48.0, ,100-108,R. Jackson makes 3-pt jump shot from 28 ft,,4,100,108,-8,2772.0
1:36.0,K. Lowry makes 3-pt jump shot from 26 ft,103-108, ,,4,103,108,-5,2784.0
1:36.0,Shooting foul by I. Zubac (drawn by K. Lowry),103-108, ,,4,103,108,-5,2784.0
1:36.0,K. Lowry makes free throw 1 of 1,104-108, ,,4,104,108,-4,2784.0
1:23.0, ,104-108,R. Jackson misses 2-pt layup from 4 ft,,4,104,108,-4,2797.0
1:21.0,Defensive rebound by D. Robinson,104-108, ,,4,104,108,-4,2799.0
1:13.0,B. Adebayo misses 2-pt layup from 4 ft,104-108, ,,4,104,108,-4,2807.0
1:09.0, ,104-108,Defensive rebound by I. Zubac,,4,104,108,-4,2811.0
0:51.0, ,104-108,P. George misses 3-pt jump shot from 26 ft,,4,104,108,-4,2829.0
0:48.0,Defensive rebound by K. Lowry,104-108, ,,4,104,108,-4,2832.0
0:40.0,K. Lowry makes 2-pt layup from 3 ft,106-108, ,,4,106,108,-2,2840.0
0:40.0,Shooting foul by I. Zubac (drawn by K. Lowry),106-108, ,,4,106,108,-2,2840.0
0:40.0,K. Lowry makes free throw 1 of 1,107-108, ,,4,107,108,-1,2840.0
0:40.0, ,107-108,LA Clippers full timeout,,4,107,108,-1,2840.0
0:40.0, ,107-108,L. Kennard enters the game for I. Zubac,,4,107,108,-1,2840.0
0:20.0, ,107-108,Turnover by R. Jackson (lost ball; steal by K. Lowry),,4,107,108,-1,2860.0
0:15.0,D. Robinson misses 3-pt jump shot from 27 ft,107-108, ,,4,107,108,-1,2865.0
0:11.0, ,107-108,Defensive rebound by L. Kennard,,4,107,108,-1,2869.0
0:11.0, ,107-108,Personal take foul by D. Robinson (drawn by R. Jackson),,4,107,108,-1,2869.0
0:11.0, ,107-109,R. Jackson makes free throw 1 of 2,,4,107,109,-2,2869.0
0:11.0, ,107-109,T. Mann enters the game for L. Kennard,,4,107,109,-2,2869.0
0:11.0, ,107-110,R. Jackson makes free throw 2 of 2,,4,107,110,-3,2869.0
0:11.0,Miami full timeout,107-110, ,,4,107,110,-3,2869.0
0:04.0,K. Lowry makes 2-pt layup from 2 ft,109-110, ,,4,109,110,-1,2876.0
0:04.0, ,109-110,LA Clippers full timeout,,4,109,110,-1,2876.0
0:04.0,C. Martin enters the game for D. Robinson,109-110, ,,4,109,110,-1,2876.0
0:04.0, ,109-110,L. Kennard enters the game for T. Mann,,4,109,110,-1,2876.0
0:03.0, ,109-110,Personal take foul by C. Martin (drawn by R. Jackson),,4,109,110,-1,2877.0
0:03.0, ,109-111,R. Jackson makes free throw 1 of 2,,4,109,111,-2,2877.0
0:03.0, ,109-112,R. Jackson makes free throw 2 of 2,,4,109,112,-3,2877.0
0:03.0,Miami full timeout,109-112, ,,4,109,112,-3,2877.0
0:03.0,D. Robinson enters the game for C. Martin,109-112, ,,4,109,112,-3,2877.0
0:03.0, ,109-112,T. Mann enters the game for L. Kennard,,4,109,112,-3,2877.0
0:01.0,Turnover by P. Tucker (bad pass; steal by N. Batum),109-112, ,,4,109,112,-3,2879.0
0:00.0, ,109-112,T. Mann misses 2-pt dunk from 3 ft,,4,109,112,-3,2880.0
0:00.0, ,109-112,Offensive rebound by Team,,4,109,112,-3,2880.0
0:00.0,End of 4th quarter,109-112,,,4,109,112,-3,2880.0
