Time,San Antonio,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:24.0, ,80-79,J. Butler makes free throw 1 of 2,,3,79,80,-1,1836.0
5:24.0,D. Cacok enters the game for K. Bates-Diop,80-79, ,,3,79,80,-1,1836.0
5:24.0, ,80-79,T. Herro enters the game for K. Lowry,,3,79,80,-1,1836.0
5:24.0, ,80-80,J. Butler makes free throw 2 of 2,Tie,3,80,80,0,1836.0
5:17.0,Personal foul by D. Robinson (drawn by J. Primo),80-80, ,,3,80,80,0,1843.0
5:17.0,J. Primo makes free throw 1 of 2,81-80, ,,3,80,81,-1,1843.0
5:17.0, ,81-80,Technical foul by E. Spoelstra,,3,80,81,-1,1843.0
5:17.0,J. Primo makes technical free throw,82-80, ,,3,80,82,-2,1843.0
5:17.0,J. Primo misses free throw 2 of 2,82-80, ,,3,80,82,-2,1843.0
5:14.0, ,82-80,Defensive rebound by D. Dedmon,,3,80,82,-2,1846.0
4:59.0, ,82-80,Offensive foul by D. Dedmon (drawn by J. Landale),,3,80,82,-2,1861.0
4:59.0, ,82-80,Turnover by D. Dedmon (offensive foul),,3,80,82,-2,1861.0
4:59.0, ,82-80,G. Vincent enters the game for D. Robinson,,3,80,82,-2,1861.0
4:48.0,L. Walker misses 3-pt jump shot from 27 ft,82-80, ,,3,80,82,-2,1872.0
4:45.0,Offensive rebound by D. Cacok,82-80, ,,3,80,82,-2,1875.0
4:39.0,Turnover by J. Primo (bad pass; steal by J. Butler),82-80, ,,3,80,82,-2,1881.0
4:37.0, ,82-80,Shooting foul by J. Primo (drawn by J. Butler),,3,80,82,-2,1883.0
4:37.0, ,82-81,J. Butler makes free throw 1 of 2,,3,81,82,-1,1883.0
4:37.0, ,82-82,J. Butler makes free throw 2 of 2,Tie,3,82,82,0,1883.0
4:19.0,J. Landale makes 3-pt jump shot from 27 ft (assist by J. Richardson),85-82, ,,3,82,85,-3,1901.0
4:03.0, ,85-85,T. Herro makes 3-pt jump shot from 26 ft (assist by G. Vincent),Tie,3,85,85,0,1917.0
3:50.0,Turnover by L. Walker (traveling),85-85, ,,3,85,85,0,1930.0
3:31.0, ,85-85,G. Vincent misses 2-pt jump shot from 6 ft,,3,85,85,0,1949.0
3:28.0, ,85-85,Offensive rebound by G. Vincent,,3,85,85,0,1952.0
3:27.0, ,85-87,G. Vincent makes 2-pt layup from 3 ft,Lead change,3,87,85,2,1953.0
3:17.0,Shooting foul by C. Martin (drawn by J. Primo),85-87, ,,3,87,85,2,1963.0
3:17.0,J. Primo makes free throw 1 of 2,86-87, ,,3,87,86,1,1963.0
3:17.0,J. Primo makes free throw 2 of 2,87-87, ,Tie,3,87,87,0,1963.0
3:08.0, ,87-87,T. Herro misses 3-pt jump shot from 26 ft,,3,87,87,0,1972.0
3:05.0, ,87-87,Offensive rebound by D. Dedmon,,3,87,87,0,1975.0
3:00.0, ,87-87,Turnover by J. Butler (bad pass; steal by D. Cacok),,3,87,87,0,1980.0
2:54.0,J. Richardson misses 2-pt jump shot from 18 ft,87-87, ,,3,87,87,0,1986.0
2:51.0, ,87-87,Defensive rebound by T. Herro,,3,87,87,0,1989.0
2:44.0, ,87-89,T. Herro makes 2-pt jump shot from 13 ft,,3,89,87,2,1996.0
2:32.0,J. Landale misses 3-pt jump shot from 25 ft,87-89, ,,3,89,87,2,2008.0
2:32.0,Offensive rebound by J. Richardson,87-89, ,,3,89,87,2,2008.0
2:17.0,J. Landale makes 2-pt layup from 4 ft (assist by J. Primo),89-89, ,Tie,3,89,89,0,2023.0
1:57.0, ,89-89,Shooting foul by J. Primo (drawn by J. Butler),,3,89,89,0,2043.0
1:57.0, ,89-89,Miami full timeout,,3,89,89,0,2043.0
1:57.0,K. Bates-Diop enters the game for D. Cacok,89-89, ,,3,89,89,0,2043.0
1:57.0,T. Jones enters the game for J. Primo,89-89, ,,3,89,89,0,2043.0
1:57.0, ,89-89,B. Adebayo enters the game for D. Dedmon,,3,89,89,0,2043.0
1:57.0, ,89-89,J. Butler misses free throw 1 of 2,,3,89,89,0,2043.0
1:57.0, ,89-89,Offensive rebound by Team,,3,89,89,0,2043.0
1:57.0, ,89-90,J. Butler makes free throw 2 of 2,,3,90,89,1,2043.0
1:42.0,L. Walker makes 2-pt layup from 3 ft (assist by T. Jones),91-90, ,Lead change,3,90,91,-1,2058.0
1:22.0, ,91-92,B. Adebayo makes 2-pt dunk from 3 ft (assist by T. Herro),Lead change,3,92,91,1,2078.0
1:11.0,Shooting foul by C. Martin (drawn by L. Walker),91-92, ,,3,92,91,1,2089.0
1:11.0,L. Walker makes free throw 1 of 2,92-92, ,Tie,3,92,92,0,2089.0
1:11.0, ,92-92,K. Lowry enters the game for J. Butler,,3,92,92,0,2089.0
1:11.0,L. Walker misses free throw 2 of 2,92-92, ,,3,92,92,0,2089.0
1:09.0, ,92-92,Defensive rebound by B. Adebayo,,3,92,92,0,2091.0
1:01.0, ,92-95,G. Vincent makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,3,95,92,3,2099.0
0:52.0,L. Walker makes 2-pt dunk from 5 ft (assist by T. Jones),94-95, ,,3,95,94,1,2108.0
0:40.0, ,94-97,T. Herro makes 2-pt layup from 2 ft (assist by B. Adebayo),,3,97,94,3,2120.0
0:34.0,L. Walker makes 3-pt jump shot from 27 ft,97-97, ,Tie,3,97,97,0,2126.0
0:19.0, ,97-97,Turnover by K. Lowry (bad pass; steal by K. Bates-Diop),,3,97,97,0,2141.0
0:02.0,Turnover by J. Richardson (traveling),97-97, ,,3,97,97,0,2158.0
0:00.0, ,97-99,B. Adebayo makes 2-pt jump shot from 21 ft (assist by K. Lowry),,3,99,97,2,2160.0
0:00.0, ,97-99,Instant Replay (Request: Stands),,3,99,97,2,2160.0
0:00.0,End of 3rd quarter,97-99,,,3,99,97,2,2160.0
12:00.0,Start of 4th quarter,97-99,,,4,99,97,2,2160.0
11:46.0,D. McDermott misses 2-pt jump shot from 9 ft,97-99, ,,4,99,97,2,2174.0
11:43.0, ,97-99,Defensive rebound by C. Martin,,4,99,97,2,2177.0
11:38.0, ,97-99,G. Vincent misses 3-pt jump shot from 25 ft,,4,99,97,2,2182.0
11:38.0, ,97-99,Offensive rebound by Team,,4,99,97,2,2182.0
11:38.0,Loose ball foul by L. Walker (drawn by B. Adebayo),97-99, ,,4,99,97,2,2182.0
11:28.0, ,97-101,B. Adebayo makes 2-pt layup from 4 ft (assist by K. Lowry),,4,101,97,4,2192.0
11:17.0,L. Walker makes 3-pt jump shot from 27 ft (assist by D. McDermott),100-101, ,,4,101,100,1,2203.0
11:03.0, ,100-104,K. Lowry makes 3-pt jump shot from 26 ft,,4,104,100,4,2217.0
10:50.0,T. Jones misses 2-pt layup from 3 ft,100-104, ,,4,104,100,4,2230.0
10:46.0, ,100-104,Defensive rebound by B. Adebayo,,4,104,100,4,2234.0
10:30.0, ,100-106,B. Adebayo makes 2-pt jump shot from 7 ft (assist by K. Lowry),,4,106,100,6,2250.0
10:20.0,Turnover by D. McDermott (lost ball; steal by B. Adebayo),100-106, ,,4,106,100,6,2260.0
10:20.0, ,100-106,Personal foul by D. McDermott (drawn by B. Adebayo),,4,106,100,6,2260.0
10:20.0,J. Primo enters the game for L. Walker,100-106, ,,4,106,100,6,2260.0
10:08.0, ,100-108,B. Adebayo makes 2-pt dunk from 3 ft (assist by C. Martin),,4,108,100,8,2272.0
10:08.0,San Antonio full timeout,100-108, ,,4,108,100,8,2272.0
10:08.0,J. Landale enters the game for D. McDermott,100-108, ,,4,108,100,8,2272.0
9:52.0,D. Vassell misses 2-pt jump shot from 12 ft,100-108, ,,4,108,100,8,2288.0
9:48.0, ,100-108,Defensive rebound by C. Martin,,4,108,100,8,2292.0
9:38.0, ,100-111,T. Herro makes 3-pt jump shot from 23 ft (assist by G. Vincent),,4,111,100,11,2302.0
9:24.0,Turnover by K. Bates-Diop (bad pass; steal by C. Martin),100-111, ,,4,111,100,11,2316.0
9:09.0, ,100-113,B. Adebayo makes 2-pt layup from 5 ft (assist by T. Herro),,4,113,100,13,2331.0
8:56.0,T. Jones makes 2-pt layup from 5 ft,102-113, ,,4,113,102,11,2344.0
8:33.0, ,102-116,T. Herro makes 3-pt jump shot from 23 ft,,4,116,102,14,2367.0
8:27.0,J. Landale misses 3-pt jump shot from 29 ft,102-116, ,,4,116,102,14,2373.0
8:23.0, ,102-116,Defensive rebound by C. Martin,,4,116,102,14,2377.0
8:19.0, ,102-118,B. Adebayo makes 2-pt layup from 4 ft,,4,118,102,16,2381.0
8:19.0, ,102-118,Shooting foul by J. Primo (drawn by B. Adebayo),,4,118,102,16,2381.0
8:19.0,J. Richardson enters the game for J. Primo,102-118, ,,4,118,102,16,2381.0
8:19.0,L. Walker enters the game for D. Vassell,102-118, ,,4,118,102,16,2381.0
8:19.0, ,102-119,B. Adebayo makes free throw 1 of 1,,4,119,102,17,2381.0
8:10.0,L. Walker makes 2-pt layup from 3 ft,104-119, ,,4,119,104,15,2390.0
8:10.0,Shooting foul by B. Adebayo (drawn by L. Walker),104-119, ,,4,119,104,15,2390.0
8:10.0,L. Walker makes free throw 1 of 1,105-119, ,,4,119,105,14,2390.0
7:58.0, ,105-121,B. Adebayo makes 2-pt dunk from 3 ft (assist by G. Vincent),,4,121,105,16,2402.0
7:44.0,L. Walker misses 2-pt jump shot from 19 ft,105-121, ,,4,121,105,16,2416.0
7:41.0, ,105-121,Defensive rebound by C. Martin,,4,121,105,16,2419.0
7:36.0, ,105-121,B. Adebayo misses 2-pt jump shot from 9 ft,,4,121,105,16,2424.0
7:34.0,Defensive rebound by T. Jones,105-121, ,,4,121,105,16,2426.0
7:30.0,T. Jones makes 2-pt jump shot from 7 ft,107-121, ,,4,121,107,14,2430.0
7:12.0, ,107-121,C. Martin misses 3-pt jump shot from 24 ft,,4,121,107,14,2448.0
7:09.0,Defensive rebound by K. Bates-Diop,107-121, ,,4,121,107,14,2451.0
7:03.0,L. Walker makes 3-pt jump shot from 25 ft (assist by T. Jones),110-121, ,,4,121,110,11,2457.0
7:03.0, ,110-121,Miami full timeout,,4,121,110,11,2457.0
6:41.0, ,110-123,K. Lowry makes 2-pt jump shot from 12 ft,,4,123,110,13,2479.0
6:24.0,Turnover by T. Jones (lost ball; steal by K. Lowry),110-123, ,,4,123,110,13,2496.0
6:20.0, ,110-123,T. Herro misses 3-pt jump shot from 27 ft,,4,123,110,13,2500.0
6:14.0,Defensive rebound by L. Walker,110-123, ,,4,123,110,13,2506.0
6:11.0,L. Walker misses 3-pt jump shot from 28 ft,110-123, ,,4,123,110,13,2509.0
6:06.0,Offensive rebound by J. Landale,110-123, ,,4,123,110,13,2514.0
6:06.0,J. Landale misses 2-pt layup at rim,110-123, ,,4,123,110,13,2514.0
6:05.0, ,110-123,Defensive rebound by K. Lowry,,4,123,110,13,2515.0
6:02.0, ,110-123,Turnover by T. Herro (bad pass),,4,123,110,13,2518.0
5:41.0,L. Walker misses 2-pt jump shot from 21 ft,110-123, ,,4,123,110,13,2539.0
5:39.0, ,110-123,Defensive rebound by C. Martin,,4,123,110,13,2541.0
5:32.0, ,110-123,Turnover by K. Lowry (bad pass; steal by T. Jones),,4,123,110,13,2548.0
5:28.0,K. Bates-Diop makes 2-pt layup from 4 ft (assist by J. Richardson),112-123, ,,4,123,112,11,2552.0
5:28.0,D. Cacok enters the game for K. Bates-Diop,112-123, ,,4,123,112,11,2552.0
5:28.0,D. Vassell enters the game for T. Jones,112-123, ,,4,123,112,11,2552.0
5:28.0,J. Wieskamp enters the game for L. Walker,112-123, ,,4,123,112,11,2552.0
5:09.0, ,112-123,G. Vincent misses 3-pt jump shot from 24 ft,,4,123,112,11,2571.0
5:07.0,Defensive rebound by D. Cacok,112-123, ,,4,123,112,11,2573.0
4:55.0,J. Landale misses 3-pt jump shot from 26 ft,112-123, ,,4,123,112,11,2585.0
4:51.0, ,112-123,Defensive rebound by G. Vincent,,4,123,112,11,2589.0
4:47.0, ,112-123,Shooting foul by J. Landale (drawn by B. Adebayo),,4,123,112,11,2593.0
4:47.0, ,112-123,B. Adebayo misses free throw 1 of 2,,4,123,112,11,2593.0
4:47.0, ,112-123,Offensive rebound by Team,,4,123,112,11,2593.0
4:47.0, ,112-124,B. Adebayo makes free throw 2 of 2,,4,124,112,12,2593.0
4:27.0,D. Cacok misses 2-pt layup from 4 ft,112-124, ,,4,124,112,12,2613.0
4:24.0,Offensive rebound by D. Cacok,112-124, ,,4,124,112,12,2616.0
4:23.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by D. Cacok),115-124, ,,4,124,115,9,2617.0
4:23.0, ,115-124,Miami full timeout,,4,124,115,9,2617.0
4:23.0,K. Bates-Diop enters the game for D. Cacok,115-124, ,,4,124,115,9,2617.0
4:23.0,T. Jones enters the game for J. Wieskamp,115-124, ,,4,124,115,9,2617.0
4:09.0, ,115-124,B. Adebayo misses 2-pt jump shot from 17 ft,,4,124,115,9,2631.0
4:05.0,Defensive rebound by J. Richardson,115-124, ,,4,124,115,9,2635.0
3:57.0,J. Landale misses 3-pt jump shot from 23 ft,115-124, ,,4,124,115,9,2643.0
3:54.0, ,115-124,Defensive rebound by B. Adebayo,,4,124,115,9,2646.0
3:41.0, ,115-124,T. Herro misses 3-pt jump shot from 23 ft,,4,124,115,9,2659.0
3:38.0,Defensive rebound by D. Vassell,115-124, ,,4,124,115,9,2662.0
3:26.0,D. Vassell misses 3-pt jump shot from 27 ft,115-124, ,,4,124,115,9,2674.0
3:23.0,Offensive rebound by J. Richardson,115-124, ,,4,124,115,9,2677.0
3:22.0,J. Richardson misses 2-pt layup from 4 ft (block by B. Adebayo),115-124, ,,4,124,115,9,2678.0
3:22.0, ,115-124,Defensive rebound by K. Lowry,,4,124,115,9,2678.0
3:06.0, ,115-124,Turnover by C. Martin (lost ball; steal by D. Vassell),,4,124,115,9,2694.0
3:01.0,K. Bates-Diop makes 3-pt jump shot from 27 ft (assist by D. Vassell),118-124, ,,4,124,118,6,2699.0
2:41.0, ,118-126,T. Herro makes 2-pt jump shot from 19 ft,,4,126,118,8,2719.0
2:22.0,K. Bates-Diop makes 2-pt jump shot from 11 ft (assist by J. Richardson),120-126, ,,4,126,120,6,2738.0
2:05.0, ,120-126,T. Herro misses 2-pt jump shot from 21 ft (block by D. Vassell),,4,126,120,6,2755.0
2:02.0,Defensive rebound by D. Vassell,120-126, ,,4,126,120,6,2758.0
2:00.0,T. Jones makes 2-pt layup from 4 ft (assist by D. Vassell),122-126, ,,4,126,122,4,2760.0
1:37.0, ,122-129,K. Lowry makes 3-pt jump shot from 27 ft (assist by B. Adebayo),,4,129,122,7,2783.0
1:26.0,Turnover by J. Landale (lost ball; steal by G. Vincent),122-129, ,,4,129,122,7,2794.0
1:21.0, ,122-131,B. Adebayo makes 2-pt layup from 4 ft,,4,131,122,9,2799.0
1:10.0,D. Vassell misses 3-pt jump shot from 23 ft,122-131, ,,4,131,122,9,2810.0
1:06.0, ,122-131,Defensive rebound by C. Martin,,4,131,122,9,2814.0
0:49.0, ,122-131,K. Lowry misses 2-pt layup from 4 ft,,4,131,122,9,2831.0
0:46.0,Defensive rebound by D. Vassell,122-131, ,,4,131,122,9,2834.0
0:44.0,D. Vassell misses 3-pt jump shot from 27 ft,122-131, ,,4,131,122,9,2836.0
0:44.0,Offensive rebound by J. Richardson,122-131, ,,4,131,122,9,2836.0
0:40.0,J. Richardson makes 2-pt layup from 3 ft,124-131, ,,4,131,124,7,2840.0
0:34.0, ,124-131,Personal take foul by T. Jones (drawn by B. Adebayo),,4,131,124,7,2846.0
0:34.0, ,124-131,B. Adebayo misses free throw 1 of 2,,4,131,124,7,2846.0
0:34.0, ,124-131,Offensive rebound by Team,,4,131,124,7,2846.0
0:34.0,J. Wieskamp enters the game for D. Vassell,124-131, ,,4,131,124,7,2846.0
0:34.0, ,124-131,B. Adebayo misses free throw 2 of 2,,4,131,124,7,2846.0
0:32.0,Defensive rebound by K. Bates-Diop,124-131, ,,4,131,124,7,2848.0
0:21.0,J. Wieskamp misses 3-pt jump shot from 24 ft,124-131, ,,4,131,124,7,2859.0
0:20.0,Offensive rebound by J. Landale,124-131, ,,4,131,124,7,2860.0
0:18.0,J. Landale makes 2-pt layup from 3 ft,126-131, ,,4,131,126,5,2862.0
0:14.0, ,126-131,Personal foul by T. Jones (drawn by T. Herro),,4,131,126,5,2866.0
0:14.0, ,126-131,T. Herro misses free throw 1 of 2,,4,131,126,5,2866.0
0:14.0, ,126-131,Offensive rebound by Team,,4,131,126,5,2866.0
0:14.0, ,126-131,T. Herro misses free throw 2 of 2,,4,131,126,5,2866.0
0:12.0,Defensive rebound by K. Bates-Diop,126-131, ,,4,131,126,5,2868.0
0:09.0,K. Bates-Diop makes 3-pt jump shot from 30 ft,129-131, ,,4,131,129,2,2871.0
0:08.0, ,129-131,Miami full timeout,,4,131,129,2,2872.0
0:08.0,L. Walker enters the game for J. Wieskamp,129-131, ,,4,131,129,2,2872.0
0:06.0, ,129-131,Personal foul by T. Jones (drawn by G. Vincent),,4,131,129,2,2874.0
0:06.0,J. Wieskamp enters the game for T. Jones,129-131, ,,4,131,129,2,2874.0
0:06.0, ,129-132,G. Vincent makes free throw 1 of 2,,4,132,129,3,2874.0
0:06.0, ,129-133,G. Vincent makes free throw 2 of 2,,4,133,129,4,2874.0
0:06.0,San Antonio full timeout,129-133, ,,4,133,129,4,2874.0
0:02.0,J. Richardson misses 2-pt layup from 3 ft,129-133, ,,4,133,129,4,2878.0
0:02.0, ,129-133,Defensive rebound by B. Adebayo,,4,133,129,4,2878.0
0:00.0,End of 4th quarter,129-133,,,4,133,129,4,2880.0
