Time,Milwaukee,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
10:00.0, ,49-75,Turnover by B. Adebayo (lost ball; steal by G. Antetokounmpo),,3,75,49,26,1560.0
9:48.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,49-75, ,,3,75,49,26,1572.0
9:42.0, ,49-75,Defensive rebound by D. Robinson,,3,75,49,26,1578.0
9:33.0, ,49-78,P. Tucker makes 3-pt jump shot from 24 ft (assist by K. Lowry),,3,78,49,29,1587.0
9:15.0,G. Hill misses 3-pt jump shot from 26 ft (block by K. Lowry),49-78, ,,3,78,49,29,1605.0
9:15.0, ,49-78,Defensive rebound by Team,,3,78,49,29,1605.0
9:15.0,Loose ball foul by G. Antetokounmpo (drawn by P. Tucker),49-78, ,,3,78,49,29,1605.0
9:03.0, ,49-80,B. Adebayo makes 2-pt jump shot from 14 ft (assist by K. Lowry),,3,80,49,31,1617.0
8:51.0,K. Middleton misses 2-pt jump shot from 13 ft,49-80, ,,3,80,49,31,1629.0
8:47.0, ,49-80,Defensive rebound by B. Adebayo,,3,80,49,31,1633.0
8:38.0, ,49-80,D. Robinson misses 3-pt jump shot from 25 ft,,3,80,49,31,1642.0
8:33.0, ,49-80,Offensive rebound by B. Adebayo,,3,80,49,31,1647.0
8:33.0, ,49-80,Shooting foul by P. Connaughton (drawn by J. Butler),,3,80,49,31,1647.0
8:33.0,Technical foul by K. Middleton,49-80, ,,3,80,49,31,1647.0
8:33.0, ,49-81,J. Butler makes technical free throw,,3,81,49,32,1647.0
8:33.0, ,49-82,J. Butler makes free throw 1 of 2,,3,82,49,33,1647.0
8:33.0, ,49-83,J. Butler makes free throw 2 of 2,,3,83,49,34,1647.0
8:23.0,G. Allen misses 3-pt jump shot from 27 ft,49-83, ,,3,83,49,34,1657.0
8:19.0, ,49-83,Defensive rebound by D. Robinson,,3,83,49,34,1661.0
8:02.0, ,49-85,J. Butler makes 2-pt jump shot from 15 ft,,3,85,49,36,1678.0
8:01.0,Milwaukee full timeout,49-85, ,,3,85,49,36,1679.0
7:41.0,G. Hill makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),52-85, ,,3,85,52,33,1699.0
7:23.0, ,52-85,K. Lowry misses 3-pt jump shot from 26 ft,,3,85,52,33,1717.0
7:19.0,Defensive rebound by G. Antetokounmpo,52-85, ,,3,85,52,33,1721.0
7:16.0,K. Middleton makes 2-pt layup from 3 ft,54-85, ,,3,85,54,31,1724.0
7:16.0, ,54-85,Violation by Team (def goaltending),,3,85,54,31,1724.0
7:16.0,Shooting foul by J. Butler (drawn by K. Middleton),54-85, ,,3,85,54,31,1724.0
7:16.0,K. Middleton makes free throw 1 of 1,55-85, ,,3,85,55,30,1724.0
7:02.0, ,55-87,J. Butler makes 2-pt layup from 4 ft,,3,87,55,32,1738.0
6:46.0,K. Middleton misses 2-pt jump shot from 16 ft,55-87, ,,3,87,55,32,1754.0
6:42.0, ,55-87,Defensive rebound by B. Adebayo,,3,87,55,32,1758.0
6:36.0, ,55-89,B. Adebayo makes 2-pt layup from 1 ft,,3,89,55,34,1764.0
6:28.0,G. Allen makes 2-pt layup from 2 ft,57-89, ,,3,89,57,32,1772.0
6:23.0, ,57-91,D. Robinson makes 2-pt layup from 2 ft (assist by K. Lowry),,3,91,57,34,1777.0
6:23.0,Violation by Team (def goaltending),57-91, ,,3,91,57,34,1777.0
6:23.0, ,57-91,Shooting foul by P. Connaughton (drawn by D. Robinson),,3,91,57,34,1777.0
6:23.0, ,57-91,D. Robinson misses free throw 1 of 1,,3,91,57,34,1777.0
6:20.0,Defensive rebound by P. Connaughton,57-91, ,,3,91,57,34,1780.0
6:15.0,Personal foul by B. Adebayo (drawn by K. Middleton),57-91, ,,3,91,57,34,1785.0
6:07.0,G. Allen misses 3-pt jump shot from 28 ft,57-91, ,,3,91,57,34,1793.0
6:03.0, ,57-91,Defensive rebound by B. Adebayo,,3,91,57,34,1797.0
5:56.0, ,57-91,Turnover by J. Butler (lost ball; steal by K. Middleton),,3,91,57,34,1804.0
5:48.0,Turnover by G. Antetokounmpo (bad pass; steal by D. Robinson),57-91, ,,3,91,57,34,1812.0
5:30.0, ,57-93,B. Adebayo makes 2-pt jump shot from 11 ft (assist by J. Butler),,3,93,57,36,1830.0
5:15.0,K. Middleton makes 2-pt layup from 3 ft,59-93, ,,3,93,59,34,1845.0
5:07.0, ,59-93,K. Lowry misses 3-pt jump shot from 26 ft,,3,93,59,34,1853.0
5:05.0,Defensive rebound by G. Antetokounmpo,59-93, ,,3,93,59,34,1855.0
5:01.0,Shooting foul by B. Adebayo (drawn by G. Antetokounmpo),59-93, ,,3,93,59,34,1859.0
5:01.0,G. Antetokounmpo makes free throw 1 of 2,60-93, ,,3,93,60,33,1859.0
5:01.0,T. Antetokounmpo enters the game for G. Allen,60-93, ,,3,93,60,33,1859.0
5:01.0,G. Kalaitzakis enters the game for P. Connaughton,60-93, ,,3,93,60,33,1859.0
5:01.0,J. Nwora enters the game for G. Hill,60-93, ,,3,93,60,33,1859.0
5:01.0,J. Robinson enters the game for K. Middleton,60-93, ,,3,93,60,33,1859.0
5:01.0, ,60-93,T. Herro enters the game for B. Adebayo,,3,93,60,33,1859.0
5:01.0, ,60-93,M. Morris enters the game for K. Lowry,,3,93,60,33,1859.0
5:01.0,G. Antetokounmpo misses free throw 2 of 2,60-93, ,,3,93,60,33,1859.0
4:58.0, ,60-93,Defensive rebound by M. Morris,,3,93,60,33,1862.0
4:58.0,S. Mamukelashvili enters the game for G. Antetokounmpo,60-93, ,,3,93,60,33,1862.0
4:40.0, ,60-93,J. Butler misses 2-pt jump shot from 10 ft,,3,93,60,33,1880.0
4:38.0, ,60-93,Offensive rebound by Team,,3,93,60,33,1882.0
4:32.0, ,60-95,T. Herro makes 2-pt jump shot from 6 ft (assist by J. Butler),,3,95,60,35,1888.0
4:09.0,G. Kalaitzakis makes 2-pt layup from 2 ft (assist by T. Antetokounmpo),62-95, ,,3,95,62,33,1911.0
3:49.0, ,62-95,M. Morris misses 2-pt jump shot from 13 ft,,3,95,62,33,1931.0
3:47.0,Defensive rebound by J. Robinson,62-95, ,,3,95,62,33,1933.0
3:40.0,S. Mamukelashvili makes 3-pt jump shot from 25 ft (assist by J. Robinson),65-95, ,,3,95,65,30,1940.0
3:38.0, ,65-95,Miami full timeout,,3,95,65,30,1942.0
3:38.0, ,65-95,D. Dedmon enters the game for P. Tucker,,3,95,65,30,1942.0
3:24.0, ,65-98,T. Herro makes 3-pt jump shot from 26 ft (assist by J. Butler),,3,98,65,33,1956.0
3:08.0,J. Nwora makes 3-pt jump shot from 26 ft,68-98, ,,3,98,68,30,1972.0
2:49.0, ,68-100,D. Dedmon makes 2-pt layup from 2 ft (assist by J. Butler),,3,100,68,32,1991.0
2:48.0, ,68-100,Technical foul by D. Dedmon,,3,100,68,32,1992.0
2:48.0, ,68-100,Instant Replay (Request: Stands),,3,100,68,32,1992.0
2:48.0,J. Nwora misses technical free throw,68-100, ,,3,100,68,32,1992.0
2:48.0,Offensive rebound by Team,68-100, ,,3,100,68,32,1992.0
2:48.0, ,68-100,M. Strus enters the game for D. Robinson,,3,100,68,32,1992.0
2:26.0,S. Mamukelashvili misses 2-pt hook shot from 8 ft,68-100, ,,3,100,68,32,2014.0
2:22.0, ,68-100,Defensive rebound by J. Butler,,3,100,68,32,2018.0
2:21.0, ,68-100,Shooting foul by J. Robinson (drawn by T. Herro),,3,100,68,32,2019.0
2:21.0, ,68-101,T. Herro makes free throw 1 of 2,,3,101,68,33,2019.0
2:21.0, ,68-101,T. Herro misses free throw 2 of 2,,3,101,68,33,2019.0
2:19.0, ,68-101,Offensive rebound by M. Morris,,3,101,68,33,2021.0
2:06.0, ,68-101,M. Morris misses 2-pt jump shot from 19 ft,,3,101,68,33,2034.0
2:06.0,Defensive rebound by Team,68-101, ,,3,101,68,33,2034.0
1:51.0,Turnover by J. Nwora (bad pass; steal by M. Morris),68-101, ,,3,101,68,33,2049.0
1:40.0, ,68-101,M. Morris misses 3-pt jump shot from 24 ft,,3,101,68,33,2060.0
1:35.0, ,68-101,Offensive rebound by T. Herro,,3,101,68,33,2065.0
1:30.0, ,68-101,M. Morris misses 3-pt jump shot from 24 ft,,3,101,68,33,2070.0
1:25.0,Defensive rebound by G. Kalaitzakis,68-101, ,,3,101,68,33,2075.0
1:25.0,Offensive foul by G. Kalaitzakis (drawn by M. Strus),68-101, ,,3,101,68,33,2075.0
1:25.0,Turnover by G. Kalaitzakis (offensive foul),68-101, ,,3,101,68,33,2075.0
1:25.0,Instant Replay (Challenge: Ruling Stands),68-101, ,,3,101,68,33,2075.0
1:25.0,P. Connaughton enters the game for T. Antetokounmpo,68-101, ,,3,101,68,33,2075.0
1:15.0, ,68-101,M. Morris misses 2-pt layup from 2 ft,,3,101,68,33,2085.0
1:15.0, ,68-101,Offensive rebound by D. Dedmon,,3,101,68,33,2085.0
1:13.0, ,68-101,D. Dedmon misses 2-pt layup from 1 ft,,3,101,68,33,2087.0
1:13.0, ,68-101,Offensive rebound by D. Dedmon,,3,101,68,33,2087.0
1:11.0, ,68-103,D. Dedmon makes 2-pt layup from 4 ft,,3,103,68,35,2089.0
1:00.0,Turnover by G. Kalaitzakis (traveling),68-103, ,,3,103,68,35,2100.0
0:47.0, ,68-105,M. Morris makes 2-pt layup from 3 ft,,3,105,68,37,2113.0
0:30.0,J. Robinson misses 3-pt jump shot from 26 ft,68-105, ,,3,105,68,37,2130.0
0:27.0,Offensive rebound by G. Kalaitzakis,68-105, ,,3,105,68,37,2133.0
0:27.0,Personal foul by M. Morris (drawn by G. Kalaitzakis),68-105, ,,3,105,68,37,2133.0
0:27.0,G. Kalaitzakis misses free throw 1 of 2,68-105, ,,3,105,68,37,2133.0
0:27.0,Offensive rebound by Team,68-105, ,,3,105,68,37,2133.0
0:27.0, ,68-105,G. Vincent enters the game for J. Butler,,3,105,68,37,2133.0
0:27.0,G. Kalaitzakis makes free throw 2 of 2,69-105, ,,3,105,69,36,2133.0
0:08.0, ,69-105,Offensive foul by M. Morris (drawn by J. Nwora),,3,105,69,36,2152.0
0:08.0, ,69-105,Turnover by M. Morris (offensive foul),,3,105,69,36,2152.0
0:00.0,J. Nwora misses 2-pt jump shot from 16 ft,69-105, ,,3,105,69,36,2160.0
0:00.0, ,69-105,Defensive rebound by M. Morris,,3,105,69,36,2160.0
0:00.0,End of 3rd quarter,69-105,,,3,105,69,36,2160.0
12:00.0,Start of 4th quarter,69-105,,,4,105,69,36,2160.0
11:41.0,P. Connaughton makes 2-pt jump shot from 10 ft (assist by G. Allen),71-105, ,,4,105,71,34,2179.0
11:24.0, ,71-105,M. Strus misses 3-pt jump shot from 26 ft,,4,105,71,34,2196.0
11:22.0,Defensive rebound by G. Kalaitzakis,71-105, ,,4,105,71,34,2198.0
11:08.0,G. Kalaitzakis misses 3-pt jump shot from 26 ft,71-105, ,,4,105,71,34,2212.0
11:04.0, ,71-105,Defensive rebound by D. Dedmon,,4,105,71,34,2216.0
10:51.0, ,71-107,D. Dedmon makes 2-pt layup from 2 ft,,4,107,71,36,2229.0
10:34.0,G. Kalaitzakis makes 2-pt layup from 4 ft,73-107, ,,4,107,73,34,2246.0
10:23.0, ,73-109,T. Herro makes 2-pt jump shot from 7 ft,,4,109,73,36,2257.0
10:11.0,G. Allen makes 3-pt jump shot from 26 ft (assist by P. Connaughton),76-109, ,,4,109,76,33,2269.0
9:58.0, ,76-109,M. Morris misses 2-pt jump shot from 11 ft,,4,109,76,33,2282.0
9:55.0,Defensive rebound by P. Connaughton,76-109, ,,4,109,76,33,2285.0
9:47.0,S. Mamukelashvili misses 2-pt layup from 3 ft,76-109, ,,4,109,76,33,2293.0
9:45.0, ,76-109,Defensive rebound by D. Dedmon,,4,109,76,33,2295.0
9:43.0, ,76-112,T. Herro makes 3-pt jump shot from 25 ft,,4,112,76,36,2297.0
9:30.0,S. Mamukelashvili makes 3-pt jump shot from 28 ft (assist by G. Hill),79-112, ,,4,112,79,33,2310.0
9:09.0, ,79-112,Turnover by T. Herro (bad pass),,4,112,79,33,2331.0
9:09.0,T. Antetokounmpo enters the game for P. Connaughton,79-112, ,,4,112,79,33,2331.0
9:09.0,J. Robinson enters the game for S. Mamukelashvili,79-112, ,,4,112,79,33,2331.0
8:55.0,G. Allen misses 3-pt jump shot from 26 ft,79-112, ,,4,112,79,33,2345.0
8:52.0, ,79-112,Defensive rebound by G. Vincent,,4,112,79,33,2348.0
8:43.0, ,79-115,G. Vincent makes 3-pt jump shot from 27 ft,,4,115,79,36,2357.0
8:29.0,J. Robinson misses 3-pt jump shot from 26 ft,79-115, ,,4,115,79,36,2371.0
8:26.0, ,79-115,Defensive rebound by T. Herro,,4,115,79,36,2374.0
8:21.0, ,79-117,T. Herro makes 2-pt layup from 3 ft,,4,117,79,38,2379.0
8:15.0,Milwaukee full timeout,79-117, ,,4,117,79,38,2385.0
8:15.0,S. Mamukelashvili enters the game for T. Antetokounmpo,79-117, ,,4,117,79,38,2385.0
8:15.0,J. Nwora enters the game for G. Hill,79-117, ,,4,117,79,38,2385.0
8:15.0, ,79-117,C. Martin enters the game for D. Dedmon,,4,117,79,38,2385.0
8:15.0, ,79-117,K. Okpala enters the game for T. Herro,,4,117,79,38,2385.0
8:15.0, ,79-117,O. Yurtseven enters the game for M. Morris,,4,117,79,38,2385.0
8:05.0,G. Allen makes 3-pt jump shot from 23 ft (assist by J. Robinson),82-117, ,,4,117,82,35,2395.0
7:45.0, ,82-120,K. Okpala makes 3-pt jump shot from 26 ft (assist by M. Strus),,4,120,82,38,2415.0
7:22.0,G. Allen makes 2-pt layup from 6 ft,84-120, ,,4,120,84,36,2438.0
7:14.0, ,84-120,Personal foul by S. Mamukelashvili (drawn by O. Yurtseven),,4,120,84,36,2446.0
7:08.0, ,84-120,Offensive foul by G. Vincent (drawn by J. Robinson),,4,120,84,36,2452.0
7:08.0, ,84-120,Turnover by G. Vincent (offensive foul),,4,120,84,36,2452.0
6:53.0,J. Robinson misses 2-pt jump shot from 15 ft,84-120, ,,4,120,84,36,2467.0
6:49.0, ,84-120,Defensive rebound by C. Martin,,4,120,84,36,2471.0
6:40.0, ,84-122,G. Vincent makes 2-pt layup from 3 ft,,4,122,84,38,2480.0
6:20.0,G. Kalaitzakis makes 3-pt jump shot from 25 ft (assist by J. Nwora),87-122, ,,4,122,87,35,2500.0
6:06.0, ,87-122,O. Yurtseven misses 2-pt layup from 1 ft,,4,122,87,35,2514.0
6:03.0,Defensive rebound by G. Allen,87-122, ,,4,122,87,35,2517.0
5:57.0,G. Allen misses 3-pt jump shot from 27 ft,87-122, ,,4,122,87,35,2523.0
5:53.0, ,87-122,Defensive rebound by O. Yurtseven,,4,122,87,35,2527.0
5:43.0, ,87-122,M. Strus misses 3-pt jump shot from 27 ft,,4,122,87,35,2537.0
5:40.0,Defensive rebound by G. Allen,87-122, ,,4,122,87,35,2540.0
5:31.0,S. Mamukelashvili misses 3-pt jump shot from 27 ft,87-122, ,,4,122,87,35,2549.0
5:27.0, ,87-122,Defensive rebound by M. Strus,,4,122,87,35,2553.0
5:20.0, ,87-124,O. Yurtseven makes 2-pt jump shot from 12 ft (assist by G. Vincent),,4,124,87,37,2560.0
5:20.0, ,87-124,Shooting foul by S. Mamukelashvili (drawn by O. Yurtseven),,4,124,87,37,2560.0
5:20.0,T. Antetokounmpo enters the game for G. Allen,87-124, ,,4,124,87,37,2560.0
5:20.0, ,87-124,M. Garrett enters the game for M. Strus,,4,124,87,37,2560.0
5:20.0, ,87-124,O. Yurtseven misses free throw 1 of 1,,4,124,87,37,2560.0
5:15.0,Defensive rebound by J. Nwora,87-124, ,,4,124,87,37,2565.0
5:02.0,Turnover by T. Antetokounmpo (lost ball; steal by C. Martin),87-124, ,,4,124,87,37,2578.0
4:55.0, ,87-124,K. Okpala misses 2-pt jump shot from 6 ft,,4,124,87,37,2585.0
4:52.0,Defensive rebound by J. Nwora,87-124, ,,4,124,87,37,2588.0
4:39.0,Turnover by G. Kalaitzakis (bad pass),87-124, ,,4,124,87,37,2601.0
4:25.0, ,87-124,O. Yurtseven misses 2-pt layup from 4 ft,,4,124,87,37,2615.0
4:25.0,Defensive rebound by Team,87-124, ,,4,124,87,37,2615.0
4:09.0,J. Nwora misses 2-pt layup from 3 ft,87-124, ,,4,124,87,37,2631.0
4:09.0,Offensive rebound by T. Antetokounmpo,87-124, ,,4,124,87,37,2631.0
4:09.0,Personal foul by G. Vincent (drawn by J. Nwora),87-124, ,,4,124,87,37,2631.0
4:02.0,Turnover by J. Robinson (bad pass; steal by C. Martin),87-124, ,,4,124,87,37,2638.0
4:02.0, ,87-124,Personal foul by J. Robinson (drawn by C. Martin),,4,124,87,37,2638.0
3:42.0, ,87-124,Shooting foul by J. Nwora (drawn by C. Martin),,4,124,87,37,2658.0
3:42.0, ,87-125,C. Martin makes free throw 1 of 2,,4,125,87,38,2658.0
3:42.0, ,87-125,C. Martin misses free throw 2 of 2,,4,125,87,38,2658.0
3:39.0,Defensive rebound by T. Antetokounmpo,87-125, ,,4,125,87,38,2661.0
3:26.0,J. Nwora misses 3-pt jump shot from 27 ft,87-125, ,,4,125,87,38,2674.0
3:23.0, ,87-125,Defensive rebound by K. Okpala,,4,125,87,38,2677.0
3:09.0, ,87-127,O. Yurtseven makes 2-pt hook shot from 6 ft,,4,127,87,40,2691.0
2:56.0,T. Antetokounmpo makes 2-pt layup from 2 ft (assist by S. Mamukelashvili),89-127, ,,4,127,89,38,2704.0
2:56.0,Shooting foul by G. Vincent (drawn by T. Antetokounmpo),89-127, ,,4,127,89,38,2704.0
2:56.0, ,89-127,Miami full timeout,,4,127,89,38,2704.0
2:56.0,T. Antetokounmpo makes free throw 1 of 1,90-127, ,,4,127,90,37,2704.0
2:42.0, ,90-129,O. Yurtseven makes 2-pt hook shot from 6 ft (assist by M. Garrett),,4,129,90,39,2718.0
2:23.0,J. Robinson misses 3-pt jump shot from 25 ft,90-129, ,,4,129,90,39,2737.0
2:20.0, ,90-129,Defensive rebound by O. Yurtseven,,4,129,90,39,2740.0
2:15.0, ,90-132,C. Martin makes 3-pt jump shot from 24 ft (assist by G. Vincent),,4,132,90,42,2745.0
1:59.0,Shooting foul by K. Okpala (drawn by J. Nwora),90-132, ,,4,132,90,42,2761.0
1:59.0,J. Nwora misses free throw 1 of 2,90-132, ,,4,132,90,42,2761.0
1:59.0,Offensive rebound by Team,90-132, ,,4,132,90,42,2761.0
1:59.0,J. Nwora makes free throw 2 of 2,91-132, ,,4,132,91,41,2761.0
1:41.0, ,91-132,M. Garrett misses 2-pt jump shot from 4 ft,,4,132,91,41,2779.0
1:38.0,Defensive rebound by J. Nwora,91-132, ,,4,132,91,41,2782.0
1:26.0,S. Mamukelashvili makes 2-pt layup from 3 ft (assist by J. Nwora),93-132, ,,4,132,93,39,2794.0
1:21.0, ,93-132,Personal foul by G. Kalaitzakis (drawn by C. Martin),,4,132,93,39,2799.0
1:21.0, ,93-133,C. Martin makes free throw 1 of 2,,4,133,93,40,2799.0
1:21.0, ,93-133,C. Martin misses free throw 2 of 2,,4,133,93,40,2799.0
1:18.0,Defensive rebound by J. Nwora,93-133, ,,4,133,93,40,2802.0
1:13.0,Personal foul by C. Martin (drawn by J. Robinson),93-133, ,,4,133,93,40,2807.0
1:13.0,J. Robinson makes free throw 1 of 2,94-133, ,,4,133,94,39,2807.0
1:13.0,J. Robinson makes free throw 2 of 2,95-133, ,,4,133,95,38,2807.0
0:57.0, ,95-135,O. Yurtseven makes 2-pt jump shot from 7 ft (assist by M. Garrett),,4,135,95,40,2823.0
0:34.0,G. Kalaitzakis misses 2-pt jump shot from 16 ft,95-135, ,,4,135,95,40,2846.0
0:30.0, ,95-135,Defensive rebound by G. Vincent,,4,135,95,40,2850.0
0:27.0, ,95-137,G. Vincent makes 2-pt layup from 5 ft,,4,137,95,42,2853.0
0:11.0,Personal foul by M. Garrett (drawn by G. Kalaitzakis),95-137, ,,4,137,95,42,2869.0
0:11.0,G. Kalaitzakis misses free throw 1 of 2,95-137, ,,4,137,95,42,2869.0
0:11.0,Offensive rebound by Team,95-137, ,,4,137,95,42,2869.0
0:11.0,G. Kalaitzakis misses free throw 2 of 2,95-137, ,,4,137,95,42,2869.0
0:10.0, ,95-137,Defensive rebound by O. Yurtseven,,4,137,95,42,2870.0
0:00.0,End of 4th quarter,95-137,,,4,137,95,42,2880.0
