Time,Miami,Score,Milwaukee,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
9:19.0,T. Herro misses 3-pt jump shot from 26 ft (block by J. Holiday),56-72, ,,3,56,72,-16,1601.0
9:16.0,Offensive rebound by T. Herro,56-72, ,,3,56,72,-16,1604.0
9:14.0,K. Lowry misses 3-pt jump shot from 23 ft,56-72, ,,3,56,72,-16,1606.0
9:11.0, ,56-72,Defensive rebound by B. Portis,,3,56,72,-16,1609.0
9:02.0, ,56-72,J. Holiday misses 3-pt jump shot from 28 ft,,3,56,72,-16,1618.0
8:59.0, ,56-72,Offensive rebound by P. Connaughton,,3,56,72,-16,1621.0
8:52.0, ,56-72,P. Connaughton misses 3-pt jump shot from 23 ft,,3,56,72,-16,1628.0
8:52.0, ,56-72,Offensive rebound by B. Portis,,3,56,72,-16,1628.0
8:52.0, ,56-74,B. Portis makes 2-pt layup at rim,,3,56,74,-18,1628.0
8:52.0,Miami full timeout,56-74, ,,3,56,74,-18,1628.0
8:41.0,D. Robinson makes 3-pt jump shot from 29 ft (assist by D. Dedmon),59-74, ,,3,59,74,-15,1639.0
8:27.0, ,59-74,S. Mamukelashvili misses 2-pt dunk from 2 ft (block by D. Dedmon),,3,59,74,-15,1653.0
8:23.0,Defensive rebound by D. Dedmon,59-74, ,,3,59,74,-15,1657.0
8:09.0,Turnover by T. Herro (traveling),59-74, ,,3,59,74,-15,1671.0
7:47.0, ,59-74,P. Connaughton misses 3-pt jump shot from 27 ft,,3,59,74,-15,1693.0
7:41.0, ,59-74,Offensive rebound by K. Middleton,,3,59,74,-15,1699.0
7:41.0, ,59-76,K. Middleton makes 2-pt layup at rim,,3,59,76,-17,1699.0
7:30.0,T. Herro misses 3-pt jump shot from 25 ft,59-76, ,,3,59,76,-17,1710.0
7:26.0, ,59-76,Defensive rebound by J. Holiday,,3,59,76,-17,1714.0
7:21.0, ,59-79,K. Middleton makes 3-pt jump shot from 26 ft (assist by J. Holiday),,3,59,79,-20,1719.0
7:04.0,D. Robinson makes 3-pt jump shot from 28 ft (assist by T. Herro),62-79, ,,3,62,79,-17,1736.0
6:40.0, ,62-82,B. Portis makes 3-pt jump shot from 26 ft (assist by K. Middleton),,3,62,82,-20,1760.0
6:20.0,Turnover by T. Herro (bad pass; steal by B. Portis),62-82, ,,3,62,82,-20,1780.0
6:19.0, ,62-84,B. Portis makes 2-pt layup from 2 ft,,3,62,84,-22,1781.0
6:19.0, ,62-84,Flagrant foul type 1 by T. Herro (drawn by B. Portis),,3,62,84,-22,1781.0
6:19.0, ,62-84,Instant Replay (Request: Ruling Stands),,3,62,84,-22,1781.0
6:19.0, ,62-85,B. Portis makes flagrant free throw 1 of 1,,3,62,85,-23,1781.0
6:19.0,G. Vincent enters the game for T. Herro,62-85, ,,3,62,85,-23,1781.0
6:19.0, ,62-85,R. Hood enters the game for S. Mamukelashvili,,3,62,85,-23,1781.0
6:19.0, ,62-85,J. Smart enters the game for K. Middleton,,3,62,85,-23,1781.0
6:08.0, ,62-85,J. Holiday misses 2-pt jump shot from 15 ft,,3,62,85,-23,1792.0
6:05.0,Defensive rebound by D. Dedmon,62-85, ,,3,62,85,-23,1795.0
6:00.0,K. Lowry makes 2-pt layup from 4 ft,64-85, ,,3,64,85,-21,1800.0
5:45.0, ,64-88,P. Connaughton makes 3-pt jump shot from 31 ft (assist by R. Hood),,3,64,88,-24,1815.0
5:24.0,G. Vincent makes 3-pt jump shot from 27 ft (assist by D. Robinson),67-88, ,,3,67,88,-21,1836.0
5:00.0, ,67-91,P. Connaughton makes 3-pt jump shot from 29 ft (assist by J. Holiday),,3,67,91,-24,1860.0
4:41.0,P. Tucker misses 3-pt jump shot from 23 ft,67-91, ,,3,67,91,-24,1879.0
4:38.0, ,67-91,Defensive rebound by B. Portis,,3,67,91,-24,1882.0
4:31.0, ,67-91,B. Portis misses 3-pt jump shot from 28 ft,,3,67,91,-24,1889.0
4:27.0,Defensive rebound by K. Lowry,67-91, ,,3,67,91,-24,1893.0
4:18.0,Offensive foul by D. Dedmon (drawn by P. Connaughton),67-91, ,,3,67,91,-24,1902.0
4:18.0,Turnover by D. Dedmon (offensive foul),67-91, ,,3,67,91,-24,1902.0
4:18.0,C. Martin enters the game for D. Robinson,67-91, ,,3,67,91,-24,1902.0
4:18.0,M. Strus enters the game for P. Tucker,67-91, ,,3,67,91,-24,1902.0
4:18.0, ,67-91,D. Cousins enters the game for B. Portis,,3,67,91,-24,1902.0
4:04.0, ,67-91,J. Holiday misses 2-pt jump shot from 10 ft,,3,67,91,-24,1916.0
4:00.0,Defensive rebound by D. Dedmon,67-91, ,,3,67,91,-24,1920.0
3:50.0,Turnover by M. Strus (bad pass; steal by R. Hood),67-91, ,,3,67,91,-24,1930.0
3:48.0, ,67-91,J. Holiday misses 2-pt layup from 2 ft,,3,67,91,-24,1932.0
3:47.0, ,67-91,Offensive rebound by J. Holiday,,3,67,91,-24,1933.0
3:47.0, ,67-91,J. Holiday misses 2-pt layup at rim,,3,67,91,-24,1933.0
3:46.0, ,67-91,Offensive rebound by J. Smart,,3,67,91,-24,1934.0
3:45.0, ,67-91,Shooting foul by D. Dedmon (drawn by J. Smart),,3,67,91,-24,1935.0
3:45.0, ,67-92,J. Smart makes free throw 1 of 2,,3,67,92,-25,1935.0
3:45.0,O. Yurtseven enters the game for D. Dedmon,67-92, ,,3,67,92,-25,1935.0
3:45.0, ,67-92,T. Antetokounmpo enters the game for P. Connaughton,,3,67,92,-25,1935.0
3:45.0, ,67-93,J. Smart makes free throw 2 of 2,,3,67,93,-26,1935.0
3:37.0,G. Vincent misses 3-pt jump shot from 27 ft,67-93, ,,3,67,93,-26,1943.0
3:34.0, ,67-93,Defensive rebound by J. Holiday,,3,67,93,-26,1946.0
3:27.0, ,67-95,D. Cousins makes 2-pt layup from 2 ft,,3,67,95,-28,1953.0
3:08.0,Personal foul by R. Hood (drawn by K. Lowry),67-95, ,,3,67,95,-28,1972.0
3:01.0,C. Martin makes 2-pt dunk from 1 ft (assist by G. Vincent),69-95, ,,3,69,95,-26,1979.0
2:54.0, ,69-97,T. Antetokounmpo makes 2-pt dunk from 2 ft (assist by J. Holiday),,3,69,97,-28,1986.0
2:44.0,K. Lowry makes 2-pt jump shot from 17 ft (assist by C. Martin),71-97, ,,3,71,97,-26,1996.0
2:44.0, ,71-97,Milwaukee full timeout,,3,71,97,-26,1996.0
2:44.0,T. Herro enters the game for K. Lowry,71-97, ,,3,71,97,-26,1996.0
2:44.0, ,71-97,K. Middleton enters the game for J. Holiday,,3,71,97,-26,1996.0
2:32.0, ,71-97,Shooting foul by M. Strus (drawn by D. Cousins),,3,71,97,-26,2008.0
2:32.0, ,71-98,D. Cousins makes free throw 1 of 2,,3,71,98,-27,2008.0
2:32.0, ,71-99,D. Cousins makes free throw 2 of 2,,3,71,99,-28,2008.0
2:21.0,Personal foul by T. Antetokounmpo (drawn by C. Martin),71-99, ,,3,71,99,-28,2019.0
2:09.0,O. Yurtseven misses 2-pt jump shot from 9 ft,71-99, ,,3,71,99,-28,2031.0
2:06.0, ,71-99,Defensive rebound by J. Smart,,3,71,99,-28,2034.0
1:56.0, ,71-99,D. Cousins misses 2-pt jump shot from 2 ft (block by O. Yurtseven),,3,71,99,-28,2044.0
1:52.0,Defensive rebound by T. Herro,71-99, ,,3,71,99,-28,2048.0
1:51.0,Shooting foul by R. Hood (drawn by O. Yurtseven),71-99, ,,3,71,99,-28,2049.0
1:51.0,O. Yurtseven misses free throw 1 of 2,71-99, ,,3,71,99,-28,2049.0
1:51.0,Offensive rebound by Team,71-99, ,,3,71,99,-28,2049.0
1:51.0, ,71-99,W. Matthews enters the game for R. Hood,,3,71,99,-28,2049.0
1:51.0,O. Yurtseven makes free throw 2 of 2,72-99, ,,3,72,99,-27,2049.0
1:49.0, ,72-99,Turnover by D. Cousins (bad pass; steal by M. Strus),,3,72,99,-27,2051.0
1:44.0,T. Herro misses 2-pt jump shot from 12 ft,72-99, ,,3,72,99,-27,2056.0
1:42.0, ,72-99,Defensive rebound by D. Cousins,,3,72,99,-27,2058.0
1:26.0, ,72-99,K. Middleton misses 3-pt jump shot from 26 ft,,3,72,99,-27,2074.0
1:23.0, ,72-99,Offensive rebound by T. Antetokounmpo,,3,72,99,-27,2077.0
1:16.0, ,72-102,J. Smart makes 3-pt jump shot from 26 ft (assist by K. Middleton),,3,72,102,-30,2084.0
1:04.0,M. Strus makes 3-pt jump shot from 28 ft (assist by T. Herro),75-102, ,,3,75,102,-27,2096.0
0:55.0, ,75-105,W. Matthews makes 3-pt jump shot from 23 ft (assist by K. Middleton),,3,75,105,-30,2105.0
0:55.0, ,75-105,Violation by Team (delay of game),,3,75,105,-30,2105.0
0:45.0,Personal foul by J. Smart (drawn by G. Vincent),75-105, ,,3,75,105,-30,2115.0
0:45.0,Instant Replay (Request: Ruling Stands),75-105, ,,3,75,105,-30,2115.0
0:45.0, ,75-105,Technical foul by T. Antetokounmpo,,3,75,105,-30,2115.0
0:45.0,Technical foul by G. Vincent,75-105, ,,3,75,105,-30,2115.0
0:45.0,G. Vincent makes free throw 1 of 2,76-105, ,,3,76,105,-29,2115.0
0:45.0,G. Vincent misses free throw 2 of 2,76-105, ,,3,76,105,-29,2115.0
0:39.0, ,76-105,Defensive rebound by W. Matthews,,3,76,105,-29,2121.0
0:23.0, ,76-105,Personal foul by G. Vincent (drawn by K. Middleton),,3,76,105,-29,2137.0
0:10.0,Violation by Team (kicked ball),76-105, ,,3,76,105,-29,2150.0
0:00.0, ,76-105,K. Middleton misses 3-pt jump shot from 28 ft,,3,76,105,-29,2160.0
0:00.0, ,76-105,Offensive rebound by Team,,3,76,105,-29,2160.0
0:00.0,End of 3rd quarter,76-105,,,3,76,105,-29,2160.0
12:00.0,Start of 4th quarter,76-105,,,4,76,105,-29,2160.0
11:46.0, ,76-105,Turnover by W. Matthews (out of bounds lost ball),,4,76,105,-29,2174.0
11:35.0,Turnover by C. Martin (traveling),76-105, ,,4,76,105,-29,2185.0
11:21.0, ,76-105,J. Smart misses 2-pt jump shot from 13 ft,,4,76,105,-29,2199.0
11:18.0,Defensive rebound by G. Vincent,76-105, ,,4,76,105,-29,2202.0
11:14.0,M. Strus makes 3-pt jump shot from 27 ft (assist by G. Vincent),79-105, ,,4,79,105,-26,2206.0
10:51.0, ,79-107,K. Middleton makes 2-pt jump shot from 18 ft (assist by J. Smart),,4,79,107,-28,2229.0
10:41.0,M. Strus misses 2-pt hook shot from 4 ft,79-107, ,,4,79,107,-28,2239.0
10:41.0,Offensive rebound by Team,79-107, ,,4,79,107,-28,2239.0
10:41.0, ,79-107,B. Portis enters the game for T. Antetokounmpo,,4,79,107,-28,2239.0
10:36.0,G. Vincent misses 3-pt jump shot from 23 ft,79-107, ,,4,79,107,-28,2244.0
10:32.0, ,79-107,Defensive rebound by S. Mamukelashvili,,4,79,107,-28,2248.0
10:23.0, ,79-110,S. Mamukelashvili makes 3-pt jump shot from 27 ft (assist by K. Middleton),,4,79,110,-31,2257.0
10:10.0,T. Herro misses 2-pt jump shot from 20 ft,79-110, ,,4,79,110,-31,2270.0
10:08.0,Offensive rebound by Team,79-110, ,,4,79,110,-31,2272.0
10:08.0, ,79-110,R. Hood enters the game for W. Matthews,,4,79,110,-31,2272.0
10:04.0,O. Yurtseven misses 2-pt jump shot from 17 ft,79-110, ,,4,79,110,-31,2276.0
10:02.0, ,79-110,Defensive rebound by B. Portis,,4,79,110,-31,2278.0
9:52.0, ,79-110,Turnover by K. Middleton (bad pass),,4,79,110,-31,2288.0
9:38.0,O. Yurtseven misses 2-pt jump shot from 14 ft,79-110, ,,4,79,110,-31,2302.0
9:34.0, ,79-110,Defensive rebound by S. Mamukelashvili,,4,79,110,-31,2306.0
9:28.0, ,79-110,Turnover by K. Middleton (palming),,4,79,110,-31,2312.0
9:13.0,M. Strus makes 2-pt layup from 3 ft (assist by O. Yurtseven),81-110, ,,4,81,110,-29,2327.0
8:57.0, ,81-110,R. Hood misses 3-pt jump shot from 25 ft,,4,81,110,-29,2343.0
8:55.0,Defensive rebound by C. Martin,81-110, ,,4,81,110,-29,2345.0
8:49.0,M. Strus makes 3-pt jump shot from 26 ft (assist by G. Vincent),84-110, ,,4,84,110,-26,2351.0
8:37.0, ,84-110,Turnover by K. Middleton (lost ball; steal by C. Martin),,4,84,110,-26,2363.0
8:32.0,M. Strus misses 3-pt jump shot from 28 ft,84-110, ,,4,84,110,-26,2368.0
8:30.0, ,84-110,Defensive rebound by Team,,4,84,110,-26,2370.0
8:30.0, ,84-110,P. Connaughton enters the game for S. Mamukelashvili,,4,84,110,-26,2370.0
8:30.0, ,84-110,J. Holiday enters the game for K. Middleton,,4,84,110,-26,2370.0
8:07.0, ,84-110,J. Holiday misses 3-pt jump shot from 26 ft (block by C. Martin),,4,84,110,-26,2393.0
8:02.0,Defensive rebound by O. Yurtseven,84-110, ,,4,84,110,-26,2398.0
7:51.0,M. Strus misses 2-pt jump shot from 3 ft,84-110, ,,4,84,110,-26,2409.0
7:48.0, ,84-110,Defensive rebound by J. Holiday,,4,84,110,-26,2412.0
7:43.0, ,84-112,B. Portis makes 2-pt layup from 2 ft (assist by J. Holiday),,4,84,112,-28,2417.0
7:19.0,T. Herro makes 2-pt jump shot from 17 ft (assist by O. Yurtseven),86-112, ,,4,86,112,-26,2441.0
6:57.0, ,86-112,J. Smart misses 3-pt jump shot from 28 ft (block by C. Martin),,4,86,112,-26,2463.0
6:53.0,Defensive rebound by C. Martin,86-112, ,,4,86,112,-26,2467.0
6:50.0,C. Martin makes 2-pt dunk from 1 ft (assist by T. Herro),88-112, ,,4,88,112,-24,2470.0
6:49.0, ,88-112,Milwaukee full timeout,,4,88,112,-24,2471.0
6:49.0,K. Okpala enters the game for T. Herro,88-112, ,,4,88,112,-24,2471.0
6:49.0, ,88-112,S. Mamukelashvili enters the game for J. Smart,,4,88,112,-24,2471.0
6:26.0, ,88-114,B. Portis makes 2-pt jump shot from 15 ft (assist by P. Connaughton),,4,88,114,-26,2494.0
6:03.0,K. Okpala misses 2-pt hook shot from 12 ft,88-114, ,,4,88,114,-26,2517.0
6:01.0, ,88-114,Defensive rebound by S. Mamukelashvili,,4,88,114,-26,2519.0
5:47.0, ,88-114,S. Mamukelashvili misses 2-pt jump shot from 8 ft,,4,88,114,-26,2533.0
5:45.0,Defensive rebound by O. Yurtseven,88-114, ,,4,88,114,-26,2535.0
5:43.0,Personal foul by J. Holiday (drawn by G. Vincent),88-114, ,,4,88,114,-26,2537.0
5:43.0, ,88-114,T. Antetokounmpo enters the game for B. Portis,,4,88,114,-26,2537.0
5:33.0,M. Strus misses 3-pt jump shot from 27 ft,88-114, ,,4,88,114,-26,2547.0
5:33.0, ,88-114,Defensive rebound by Team,,4,88,114,-26,2547.0
5:22.0, ,88-114,P. Connaughton misses 3-pt jump shot from 31 ft,,4,88,114,-26,2558.0
5:21.0, ,88-114,Offensive rebound by Team,,4,88,114,-26,2559.0
5:17.0, ,88-114,T. Antetokounmpo misses 3-pt jump shot from 24 ft,,4,88,114,-26,2563.0
5:14.0,Defensive rebound by M. Strus,88-114, ,,4,88,114,-26,2566.0
5:01.0,G. Vincent makes 3-pt jump shot from 27 ft (assist by K. Okpala),91-114, ,,4,91,114,-23,2579.0
4:34.0, ,91-114,J. Holiday misses 3-pt jump shot from 27 ft,,4,91,114,-23,2606.0
4:34.0,Defensive rebound by O. Yurtseven,91-114, ,,4,91,114,-23,2606.0
4:34.0,Personal foul by T. Antetokounmpo (drawn by O. Yurtseven),91-114, ,,4,91,114,-23,2606.0
4:34.0, ,91-114,J. Smart enters the game for J. Holiday,,4,91,114,-23,2606.0
4:18.0,K. Okpala misses 3-pt jump shot from 24 ft,91-114, ,,4,91,114,-23,2622.0
4:15.0, ,91-114,Defensive rebound by T. Antetokounmpo,,4,91,114,-23,2625.0
4:02.0, ,91-117,P. Connaughton makes 3-pt jump shot from 22 ft (assist by J. Smart),,4,91,117,-26,2638.0
3:45.0,C. Martin makes 2-pt jump shot from 17 ft,93-117, ,,4,93,117,-24,2655.0
3:36.0, ,93-117,Milwaukee full timeout,,4,93,117,-24,2664.0
3:36.0, ,93-117,J. Nwora enters the game for P. Connaughton,,4,93,117,-24,2664.0
3:27.0, ,93-117,R. Hood misses 3-pt jump shot from 25 ft,,4,93,117,-24,2673.0
3:24.0, ,93-117,Offensive rebound by S. Mamukelashvili,,4,93,117,-24,2676.0
3:14.0, ,93-117,S. Mamukelashvili misses 3-pt jump shot from 25 ft,,4,93,117,-24,2686.0
3:11.0,Defensive rebound by M. Strus,93-117, ,,4,93,117,-24,2689.0
2:58.0,M. Strus misses 3-pt jump shot from 26 ft,93-117, ,,4,93,117,-24,2702.0
2:54.0, ,93-117,Defensive rebound by J. Smart,,4,93,117,-24,2706.0
2:40.0, ,93-117,Turnover by T. Antetokounmpo (out of bounds lost ball),,4,93,117,-24,2720.0
2:35.0,Personal foul by R. Hood (drawn by C. Martin),93-117, ,,4,93,117,-24,2725.0
2:31.0,Turnover by O. Yurtseven (bad pass),93-117, ,,4,93,117,-24,2729.0
2:14.0, ,93-117,R. Hood misses 2-pt jump shot from 14 ft,,4,93,117,-24,2746.0
2:11.0, ,93-117,Offensive rebound by S. Mamukelashvili,,4,93,117,-24,2749.0
2:07.0, ,93-120,J. Nwora makes 3-pt jump shot from 24 ft (assist by S. Mamukelashvili),,4,93,120,-27,2753.0
2:07.0, ,93-120,Violation by Team (delay of game),,4,93,120,-27,2753.0
2:07.0,M. Strus makes technical free throw,94-120, ,,4,94,120,-26,2753.0
1:57.0, ,94-120,Violation by Team (kicked ball),,4,94,120,-26,2763.0
1:49.0,C. Martin makes 3-pt jump shot from 26 ft (assist by G. Vincent),97-120, ,,4,97,120,-23,2771.0
1:30.0, ,97-122,T. Antetokounmpo makes 2-pt layup from 2 ft (assist by S. Mamukelashvili),,4,97,122,-25,2790.0
1:13.0,C. Martin misses 3-pt jump shot from 27 ft,97-122, ,,4,97,122,-25,2807.0
1:09.0, ,97-122,Defensive rebound by T. Antetokounmpo,,4,97,122,-25,2811.0
0:52.0, ,97-122,J. Nwora misses 2-pt jump shot from 16 ft,,4,97,122,-25,2828.0
0:50.0, ,97-122,Offensive rebound by S. Mamukelashvili,,4,97,122,-25,2830.0
0:35.0, ,97-122,R. Hood misses 3-pt jump shot from 37 ft,,4,97,122,-25,2845.0
0:34.0,Defensive rebound by Team,97-122, ,,4,97,122,-25,2846.0
0:27.0,M. Strus makes 3-pt jump shot from 32 ft (assist by C. Martin),100-122, ,,4,100,122,-22,2853.0
0:05.0, ,100-124,T. Antetokounmpo makes 2-pt dunk from 1 ft (assist by J. Nwora),,4,100,124,-24,2875.0
0:00.0,G. Vincent makes 2-pt jump shot from 18 ft,102-124, ,,4,102,124,-22,2880.0
0:00.0,End of 4th quarter,102-124,,,4,102,124,-22,2880.0
