Time,Dallas,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:57.0,D. Powell makes 2-pt layup from 1 ft (assist by D. Finney-Smith),66-70, ,,3,70,66,4,1923.0
3:57.0,Shooting foul by G. Vincent (drawn by D. Powell),66-70, ,,3,70,66,4,1923.0
3:57.0, ,66-70,O. Yurtseven enters the game for B. Adebayo,,3,70,66,4,1923.0
3:57.0,D. Powell misses free throw 1 of 1,66-70, ,,3,70,66,4,1923.0
3:54.0,Offensive rebound by J. Green,66-70, ,,3,70,66,4,1926.0
3:47.0,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by L. Dončić),69-70, ,,3,70,69,1,1933.0
3:45.0, ,69-70,Miami full timeout,,3,70,69,1,1935.0
3:45.0, ,69-70,M. Strus enters the game for D. Robinson,,3,70,69,1,1935.0
3:33.0, ,69-70,Shooting foul by D. Powell (drawn by J. Butler),,3,70,69,1,1947.0
3:33.0, ,69-71,J. Butler makes free throw 1 of 2,,3,71,69,2,1947.0
3:33.0,M. Kleber enters the game for D. Powell,69-71, ,,3,71,69,2,1947.0
3:33.0, ,69-72,J. Butler makes free throw 2 of 2,,3,72,69,3,1947.0
3:10.0,M. Kleber misses 3-pt jump shot from 26 ft,69-72, ,,3,72,69,3,1970.0
3:07.0, ,69-72,Defensive rebound by J. Butler,,3,72,69,3,1973.0
3:04.0, ,69-72,Shooting foul by J. Green (drawn by J. Butler),,3,72,69,3,1976.0
3:04.0, ,69-73,J. Butler makes free throw 1 of 2,,3,73,69,4,1976.0
3:04.0, ,69-74,J. Butler makes free throw 2 of 2,,3,74,69,5,1976.0
2:55.0,Shooting foul by G. Vincent (drawn by L. Dončić),69-74, ,,3,74,69,5,1985.0
2:55.0,L. Dončić makes free throw 1 of 2,70-74, ,,3,74,70,4,1985.0
2:55.0,J. Brunson enters the game for J. Green,70-74, ,,3,74,70,4,1985.0
2:55.0,L. Dončić makes free throw 2 of 2,71-74, ,,3,74,71,3,1985.0
2:40.0, ,71-76,J. Butler makes 2-pt jump shot from 6 ft,,3,76,71,5,2000.0
2:27.0,Offensive foul by M. Kleber (drawn by O. Yurtseven),71-76, ,,3,76,71,5,2013.0
2:27.0,Turnover by M. Kleber (offensive foul),71-76, ,,3,76,71,5,2013.0
2:16.0, ,71-76,M. Strus misses 3-pt jump shot from 24 ft,,3,76,71,5,2024.0
2:11.0, ,71-76,Offensive rebound by O. Yurtseven,,3,76,71,5,2029.0
2:11.0, ,71-76,O. Yurtseven misses 2-pt layup at rim,,3,76,71,5,2029.0
2:11.0,Defensive rebound by S. Dinwiddie,71-76, ,,3,76,71,5,2029.0
1:50.0,L. Dončić makes 2-pt jump shot from 12 ft,73-76, ,,3,76,73,3,2050.0
1:29.0,Violation by Team (kicked ball),73-76, ,,3,76,73,3,2071.0
1:27.0, ,73-76,G. Vincent misses 3-pt jump shot from 28 ft,,3,76,73,3,2073.0
1:23.0,Defensive rebound by L. Dončić,73-76, ,,3,76,73,3,2077.0
1:17.0, ,73-76,Violation by Team (kicked ball),,3,76,73,3,2083.0
1:17.0,D. Bertāns enters the game for D. Finney-Smith,73-76, ,,3,76,73,3,2083.0
1:17.0, ,73-76,K. Lowry enters the game for J. Butler,,3,76,73,3,2083.0
1:07.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by J. Brunson),76-76, ,Tie,3,76,76,0,2093.0
0:56.0, ,76-78,O. Yurtseven makes 2-pt layup from 3 ft (assist by G. Vincent),,3,78,76,2,2104.0
0:45.0,L. Dončić misses 2-pt jump shot from 12 ft,76-78, ,,3,78,76,2,2115.0
0:43.0,Offensive rebound by L. Dončić,76-78, ,,3,78,76,2,2117.0
0:43.0,L. Dončić makes 2-pt layup at rim,78-78, ,Tie,3,78,78,0,2117.0
0:33.0, ,78-78,Turnover by P. Tucker (bad pass; steal by J. Brunson),,3,78,78,0,2127.0
0:31.0,D. Bertāns makes 2-pt dunk from 2 ft (assist by J. Brunson),80-78, ,Lead change,3,78,80,-2,2129.0
0:31.0,Shooting foul by M. Strus (drawn by D. Bertāns),80-78, ,,3,78,80,-2,2129.0
0:31.0,D. Bertāns makes free throw 1 of 1,81-78, ,,3,78,81,-3,2129.0
0:27.0, ,81-78,Turnover by K. Lowry (bad pass),,3,78,81,-3,2133.0
0:03.0,S. Dinwiddie misses 3-pt jump shot from 23 ft,81-78, ,,3,78,81,-3,2157.0
0:03.0, ,81-78,Defensive rebound by O. Yurtseven,,3,78,81,-3,2157.0
0:00.0, ,81-78,G. Vincent misses 3-pt jump shot from 72 ft,,3,78,81,-3,2160.0
0:00.0, ,81-78,Offensive rebound by Team,,3,78,81,-3,2160.0
0:00.0,End of 3rd quarter,81-78,,,3,78,81,-3,2160.0
12:00.0,Start of 4th quarter,81-78,,,4,78,81,-3,2160.0
11:48.0, ,81-78,Shooting foul by D. Powell (drawn by O. Yurtseven),,4,78,81,-3,2172.0
11:48.0, ,81-78,O. Yurtseven misses free throw 1 of 2,,4,78,81,-3,2172.0
11:48.0, ,81-78,Offensive rebound by Team,,4,78,81,-3,2172.0
11:48.0,M. Kleber enters the game for D. Powell,81-78, ,,4,78,81,-3,2172.0
11:48.0, ,81-79,O. Yurtseven makes free throw 2 of 2,,4,79,81,-2,2172.0
11:25.0,J. Brunson misses 2-pt jump shot from 8 ft,81-79, ,,4,79,81,-2,2195.0
11:20.0,Offensive rebound by J. Brunson,81-79, ,,4,79,81,-2,2200.0
11:19.0,S. Dinwiddie makes 2-pt layup from 2 ft (assist by J. Brunson),83-79, ,,4,79,83,-4,2201.0
11:11.0, ,83-79,Turnover by O. Yurtseven (lost ball; steal by J. Brunson),,4,79,83,-4,2209.0
10:55.0,J. Brunson makes 3-pt jump shot from 23 ft (assist by J. Green),86-79, ,,4,79,86,-7,2225.0
10:39.0, ,86-79,Personal foul by J. Brunson (drawn by M. Strus),,4,79,86,-7,2241.0
10:39.0, ,86-79,B. Adebayo enters the game for O. Yurtseven,,4,79,86,-7,2241.0
10:31.0, ,86-79,M. Strus misses 2-pt layup from 2 ft,,4,79,86,-7,2249.0
10:28.0, ,86-79,Offensive rebound by B. Adebayo,,4,79,86,-7,2252.0
10:27.0, ,86-79,B. Adebayo misses 2-pt layup from 6 ft,,4,79,86,-7,2253.0
10:22.0,Defensive rebound by J. Brunson,86-79, ,,4,79,86,-7,2258.0
10:20.0,D. Bertāns misses 3-pt jump shot from 28 ft,86-79, ,,4,79,86,-7,2260.0
10:18.0, ,86-79,Defensive rebound by K. Lowry,,4,79,86,-7,2262.0
10:13.0, ,86-79,Shooting foul by M. Kleber (drawn by K. Lowry),,4,79,86,-7,2267.0
10:13.0, ,86-80,K. Lowry makes free throw 1 of 2,,4,80,86,-6,2267.0
10:13.0, ,86-81,K. Lowry makes free throw 2 of 2,,4,81,86,-5,2267.0
9:54.0,Shooting foul by B. Adebayo (drawn by M. Kleber),86-81, ,,4,81,86,-5,2286.0
9:54.0,M. Kleber misses free throw 1 of 2,86-81, ,,4,81,86,-5,2286.0
9:54.0,Offensive rebound by Team,86-81, ,,4,81,86,-5,2286.0
9:54.0,M. Kleber makes free throw 2 of 2,87-81, ,,4,81,87,-6,2286.0
9:39.0, ,87-81,G. Vincent misses 3-pt jump shot from 28 ft,,4,81,87,-6,2301.0
9:33.0,Defensive rebound by M. Kleber,87-81, ,,4,81,87,-6,2307.0
9:20.0,Shooting foul by M. Strus (drawn by J. Brunson),87-81, ,,4,81,87,-6,2320.0
9:20.0,J. Brunson makes free throw 1 of 2,88-81, ,,4,81,88,-7,2320.0
9:20.0,D. Finney-Smith enters the game for J. Green,88-81, ,,4,81,88,-7,2320.0
9:20.0, ,88-81,J. Butler enters the game for M. Strus,,4,81,88,-7,2320.0
9:20.0,J. Brunson makes free throw 2 of 2,89-81, ,,4,81,89,-8,2320.0
9:09.0, ,89-81,K. Lowry misses 2-pt jump shot from 20 ft,,4,81,89,-8,2331.0
9:02.0,Defensive rebound by D. Bertāns,89-81, ,,4,81,89,-8,2338.0
8:57.0,M. Kleber makes 2-pt layup from 3 ft (assist by J. Brunson),91-81, ,,4,81,91,-10,2343.0
8:57.0, ,91-81,Miami full timeout,,4,81,91,-10,2343.0
8:57.0, ,91-81,D. Robinson enters the game for H. Highsmith,,4,81,91,-10,2343.0
8:42.0, ,91-83,D. Robinson makes 2-pt layup from 3 ft (assist by B. Adebayo),,4,83,91,-8,2358.0
8:42.0,Violation by Team (def goaltending),91-83, ,,4,83,91,-8,2358.0
8:33.0,M. Kleber makes 2-pt layup from 2 ft (assist by S. Dinwiddie),93-83, ,,4,83,93,-10,2367.0
8:14.0, ,93-85,J. Butler makes 2-pt dunk from 1 ft (assist by B. Adebayo),,4,85,93,-8,2386.0
7:46.0,D. Finney-Smith misses 2-pt layup from 3 ft,93-85, ,,4,85,93,-8,2414.0
7:43.0,Offensive rebound by D. Finney-Smith,93-85, ,,4,85,93,-8,2417.0
7:31.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,93-85, ,,4,85,93,-8,2429.0
7:27.0, ,93-85,Defensive rebound by J. Butler,,4,85,93,-8,2433.0
7:22.0, ,93-85,Personal foul by D. Bertāns (drawn by J. Butler),,4,85,93,-8,2438.0
7:22.0,L. Dončić enters the game for D. Bertāns,93-85, ,,4,85,93,-8,2438.0
7:22.0, ,93-85,P. Tucker enters the game for D. Robinson,,4,85,93,-8,2438.0
7:14.0, ,93-85,Offensive foul by J. Butler (drawn by S. Dinwiddie),,4,85,93,-8,2446.0
7:14.0, ,93-85,Turnover by J. Butler (offensive foul),,4,85,93,-8,2446.0
6:56.0,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by L. Dončić),96-85, ,,4,85,96,-11,2464.0
6:37.0, ,96-87,J. Butler makes 2-pt layup from 3 ft,,4,87,96,-9,2483.0
6:24.0,L. Dončić misses 3-pt jump shot from 27 ft,96-87, ,,4,87,96,-9,2496.0
6:21.0, ,96-87,Defensive rebound by B. Adebayo,,4,87,96,-9,2499.0
6:11.0, ,96-87,Shooting foul by J. Brunson (drawn by J. Butler),,4,87,96,-9,2509.0
6:11.0, ,96-87,J. Butler misses free throw 1 of 2,,4,87,96,-9,2509.0
6:11.0, ,96-87,Offensive rebound by Team,,4,87,96,-9,2509.0
6:11.0,J. Green enters the game for S. Dinwiddie,96-87, ,,4,87,96,-9,2509.0
6:11.0,D. Powell enters the game for M. Kleber,96-87, ,,4,87,96,-9,2509.0
6:11.0, ,96-88,J. Butler makes free throw 2 of 2,,4,88,96,-8,2509.0
5:57.0,Offensive foul by L. Dončić (drawn by B. Adebayo),96-88, ,,4,88,96,-8,2523.0
5:57.0,Turnover by L. Dončić (offensive foul),96-88, ,,4,88,96,-8,2523.0
5:48.0, ,96-88,Shooting foul by J. Green (drawn by J. Butler),,4,88,96,-8,2532.0
5:48.0, ,96-89,J. Butler makes free throw 1 of 2,,4,89,96,-7,2532.0
5:48.0, ,96-90,J. Butler makes free throw 2 of 2,,4,90,96,-6,2532.0
5:35.0,L. Dončić misses 2-pt jump shot from 12 ft,96-90, ,,4,90,96,-6,2545.0
5:31.0, ,96-90,Defensive rebound by P. Tucker,,4,90,96,-6,2549.0
5:31.0, ,96-90,Personal foul by L. Dončić (drawn by P. Tucker),,4,90,96,-6,2549.0
5:31.0, ,96-90,P. Tucker misses free throw 1 of 2,,4,90,96,-6,2549.0
5:31.0, ,96-90,Offensive rebound by Team,,4,90,96,-6,2549.0
5:31.0,M. Kleber enters the game for J. Green,96-90, ,,4,90,96,-6,2549.0
5:31.0, ,96-91,P. Tucker makes free throw 2 of 2,,4,91,96,-5,2549.0
5:31.0,Dallas full timeout,96-91, ,,4,91,96,-5,2549.0
5:25.0,Personal foul by G. Vincent (drawn by J. Brunson),96-91, ,,4,91,96,-5,2555.0
5:15.0,Shooting foul by P. Tucker (drawn by L. Dončić),96-91, ,,4,91,96,-5,2565.0
5:15.0,L. Dončić misses free throw 1 of 2,96-91, ,,4,91,96,-5,2565.0
5:15.0,Offensive rebound by Team,96-91, ,,4,91,96,-5,2565.0
5:15.0,L. Dončić misses free throw 2 of 2,96-91, ,,4,91,96,-5,2565.0
5:13.0,Offensive rebound by J. Brunson,96-91, ,,4,91,96,-5,2567.0
5:07.0,Turnover by L. Dončić (bad pass; steal by K. Lowry),96-91, ,,4,91,96,-5,2573.0
5:03.0, ,96-91,K. Lowry misses 2-pt layup from 1 ft (block by M. Kleber),,4,91,96,-5,2577.0
5:02.0, ,96-91,Offensive rebound by G. Vincent,,4,91,96,-5,2578.0
5:02.0, ,96-91,Shooting foul by D. Finney-Smith (drawn by J. Butler),,4,91,96,-5,2578.0
5:02.0, ,96-92,J. Butler makes free throw 1 of 2,,4,92,96,-4,2578.0
5:02.0, ,96-93,J. Butler makes free throw 2 of 2,,4,93,96,-3,2578.0
4:57.0,Personal foul by G. Vincent (drawn by J. Brunson),96-93, ,,4,93,96,-3,2583.0
4:57.0,J. Brunson misses free throw 1 of 2,96-93, ,,4,93,96,-3,2583.0
4:57.0,Offensive rebound by Team,96-93, ,,4,93,96,-3,2583.0
4:57.0,J. Brunson makes free throw 2 of 2,97-93, ,,4,93,97,-4,2583.0
4:39.0, ,97-93,Turnover by G. Vincent (lost ball; steal by D. Powell),,4,93,97,-4,2601.0
4:29.0,J. Brunson misses 3-pt jump shot from 24 ft,97-93, ,,4,93,97,-4,2611.0
4:25.0, ,97-93,Defensive rebound by B. Adebayo,,4,93,97,-4,2615.0
4:25.0, ,97-93,Turnover by B. Adebayo (bad pass; steal by M. Kleber),,4,93,97,-4,2615.0
4:14.0,D. Finney-Smith makes 2-pt layup from 2 ft (assist by J. Brunson),99-93, ,,4,93,99,-6,2626.0
3:50.0, ,99-95,J. Butler makes 2-pt jump shot from 12 ft,,4,95,99,-4,2650.0
3:26.0,Personal foul by J. Butler (drawn by M. Kleber),99-95, ,,4,95,99,-4,2674.0
3:26.0,M. Kleber makes free throw 1 of 2,100-95, ,,4,95,100,-5,2674.0
3:26.0,M. Kleber makes free throw 2 of 2,101-95, ,,4,95,101,-6,2674.0
3:06.0,Dallas full timeout,101-95, ,,4,95,101,-6,2694.0
3:06.0,Instant Replay (Challenge: Ruling Stands),101-95, ,,4,95,101,-6,2694.0
3:06.0, ,101-95,B. Adebayo misses 2-pt dunk from 3 ft (block by M. Kleber),,4,95,101,-6,2694.0
3:06.0, ,101-95,Offensive rebound by Team,,4,95,101,-6,2694.0
3:04.0,Jump ball: B. Adebayo vs. M. Kleber (P. Tucker gains possession),101-95,,,4,95,101,-6,2696.0
2:45.0, ,101-95,J. Butler misses 3-pt jump shot from 26 ft,,4,95,101,-6,2715.0
2:44.0,Defensive rebound by Team,101-95, ,,4,95,101,-6,2716.0
2:21.0,L. Dončić misses 3-pt jump shot from 29 ft,101-95, ,,4,95,101,-6,2739.0
2:17.0, ,101-95,Defensive rebound by B. Adebayo,,4,95,101,-6,2743.0
2:00.0, ,101-95,J. Butler misses 2-pt layup from 3 ft,,4,95,101,-6,2760.0
1:57.0,Defensive rebound by L. Dončić,101-95, ,,4,95,101,-6,2763.0
1:49.0,J. Brunson makes 3-pt jump shot from 23 ft (assist by L. Dončić),104-95, ,,4,95,104,-9,2771.0
1:39.0, ,104-95,B. Adebayo misses 2-pt layup from 3 ft,,4,95,104,-9,2781.0
1:39.0, ,104-95,Offensive rebound by B. Adebayo,,4,95,104,-9,2781.0
1:39.0, ,104-97,B. Adebayo makes 2-pt dunk from 2 ft,,4,97,104,-7,2781.0
1:17.0,L. Dončić misses 2-pt layup from 2 ft,104-97, ,,4,97,104,-7,2803.0
1:13.0, ,104-97,Defensive rebound by P. Tucker,,4,97,104,-7,2807.0
0:54.0, ,104-99,B. Adebayo makes 2-pt jump shot from 10 ft,,4,99,104,-5,2826.0
0:38.0,M. Kleber makes 3-pt jump shot from 24 ft (assist by D. Powell),107-99, ,,4,99,107,-8,2842.0
0:37.0, ,107-99,Miami full timeout,,4,99,107,-8,2843.0
0:37.0, ,107-99,D. Robinson enters the game for P. Tucker,,4,99,107,-8,2843.0
0:35.0, ,107-99,G. Vincent misses 3-pt jump shot from 28 ft,,4,99,107,-8,2845.0
0:31.0,Defensive rebound by J. Brunson,107-99, ,,4,99,107,-8,2849.0
0:09.0,Turnover by Team (shot clock),107-99, ,,4,99,107,-8,2871.0
0:00.0,End of 4th quarter,107-99,,,4,99,107,-8,2880.0
