Time,Miami,Score,Oklahoma City,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:02.0, ,68-56,K. Williams enters the game for J. Giddey,,3,68,56,12,1918.0
3:51.0, ,68-56,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft,,3,68,56,12,1929.0
3:46.0,Defensive rebound by M. Strus,68-56, ,,3,68,56,12,1934.0
3:34.0,M. Strus misses 3-pt jump shot from 26 ft,68-56, ,,3,68,56,12,1946.0
3:30.0, ,68-56,Defensive rebound by S. Gilgeous-Alexander,,3,68,56,12,1950.0
3:27.0, ,68-56,K. Williams misses 3-pt jump shot from 25 ft,,3,68,56,12,1953.0
3:24.0,Defensive rebound by Team,68-56, ,,3,68,56,12,1956.0
3:10.0,M. Strus makes 2-pt layup from 1 ft (assist by K. Lowry),70-56, ,,3,70,56,14,1970.0
2:48.0, ,70-56,A. Wiggins misses 3-pt jump shot from 27 ft,,3,70,56,14,1992.0
2:45.0,Defensive rebound by P. Tucker,70-56, ,,3,70,56,14,1995.0
2:40.0,K. Lowry misses 3-pt jump shot from 25 ft,70-56, ,,3,70,56,14,2000.0
2:38.0, ,70-56,Defensive rebound by K. Williams,,3,70,56,14,2002.0
2:35.0, ,70-58,A. Pokusevski makes 2-pt dunk from 1 ft (assist by K. Williams),,3,70,58,12,2005.0
2:17.0,D. Robinson makes 2-pt jump shot from 5 ft,72-58, ,,3,72,58,14,2023.0
1:49.0, ,72-60,K. Williams makes 2-pt jump shot from 21 ft (assist by I. Roby),,3,72,60,12,2051.0
1:29.0,D. Robinson misses 3-pt jump shot from 26 ft,72-60, ,,3,72,60,12,2071.0
1:26.0, ,72-60,Defensive rebound by I. Roby,,3,72,60,12,2074.0
1:21.0, ,72-62,I. Roby makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),,3,72,62,10,2079.0
1:07.0,Turnover by K. Lowry (bad pass; steal by S. Gilgeous-Alexander),72-62, ,,3,72,62,10,2093.0
1:02.0, ,72-64,A. Pokusevski makes 2-pt dunk from 2 ft (assist by S. Gilgeous-Alexander),,3,72,64,8,2098.0
1:00.0,Miami full timeout,72-64, ,,3,72,64,8,2100.0
1:00.0,T. Herro enters the game for K. Lowry,72-64, ,,3,72,64,8,2100.0
1:00.0,C. Martin enters the game for D. Robinson,72-64, ,,3,72,64,8,2100.0
1:00.0,G. Vincent enters the game for P. Tucker,72-64, ,,3,72,64,8,2100.0
0:45.0,M. Strus misses 2-pt jump shot from 13 ft (block by I. Roby),72-64, ,,3,72,64,8,2115.0
0:43.0,Offensive rebound by K. Okpala,72-64, ,,3,72,64,8,2117.0
0:43.0,K. Okpala makes 2-pt dunk from 1 ft,74-64, ,,3,74,64,10,2117.0
0:31.0, ,74-64,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,,3,74,64,10,2129.0
0:30.0,Defensive rebound by M. Strus,74-64, ,,3,74,64,10,2130.0
0:24.0,K. Okpala misses 3-pt jump shot from 25 ft,74-64, ,,3,74,64,10,2136.0
0:20.0, ,74-64,Defensive rebound by A. Wiggins,,3,74,64,10,2140.0
0:01.0, ,74-67,A. Pokusevski makes 3-pt jump shot from 27 ft (assist by S. Gilgeous-Alexander),,3,74,67,7,2159.0
0:00.0,End of 3rd quarter,74-67,,,3,74,67,7,2160.0
12:00.0,Start of 4th quarter,74-67,,,4,74,67,7,2160.0
11:42.0,T. Herro makes 2-pt jump shot from 21 ft,76-67, ,,4,76,67,9,2178.0
11:16.0, ,76-69,A. Pokusevski makes 2-pt jump shot from 16 ft,,4,76,69,7,2204.0
11:03.0, ,76-69,Violation by Team (kicked ball),,4,76,69,7,2217.0
10:58.0,T. Herro makes 2-pt jump shot from 16 ft,78-69, ,,4,78,69,9,2222.0
10:45.0, ,78-69,Offensive foul by A. Wiggins (drawn by M. Strus),,4,78,69,9,2235.0
10:45.0, ,78-69,Turnover by A. Wiggins (offensive foul),,4,78,69,9,2235.0
10:23.0,T. Herro makes 3-pt jump shot from 27 ft,81-69, ,,4,81,69,12,2257.0
10:07.0, ,81-71,K. Williams makes 2-pt jump shot from 16 ft (assist by I. Roby),,4,81,71,10,2273.0
9:45.0,G. Vincent misses 2-pt jump shot from 10 ft,81-71, ,,4,81,71,10,2295.0
9:42.0, ,81-71,Defensive rebound by A. Pokusevski,,4,81,71,10,2298.0
9:30.0, ,81-71,A. Pokusevski misses 3-pt jump shot from 27 ft,,4,81,71,10,2310.0
9:27.0,Defensive rebound by M. Strus,81-71, ,,4,81,71,10,2313.0
9:16.0,Turnover by C. Martin (bad pass; steal by A. Wiggins),81-71, ,,4,81,71,10,2324.0
9:07.0, ,81-73,I. Roby makes 2-pt dunk from 1 ft (assist by K. Williams),,4,81,73,8,2333.0
8:38.0,T. Herro makes 2-pt jump shot from 22 ft,83-73, ,,4,83,73,10,2362.0
8:30.0, ,83-73,Personal foul by D. Dedmon (drawn by I. Roby),,4,83,73,10,2370.0
8:30.0, ,83-73,S. Gilgeous-Alexander enters the game for T. Jerome,,4,83,73,10,2370.0
8:30.0, ,83-73,M. Muscala enters the game for I. Roby,,4,83,73,10,2370.0
8:21.0, ,83-73,K. Williams misses 2-pt layup from 7 ft,,4,83,73,10,2379.0
8:18.0,Defensive rebound by M. Strus,83-73, ,,4,83,73,10,2382.0
8:15.0,M. Strus makes 3-pt jump shot from 27 ft,86-73, ,,4,86,73,13,2385.0
8:14.0, ,86-73,Oklahoma City full timeout,,4,86,73,13,2386.0
8:14.0, ,86-73,L. Dort enters the game for A. Wiggins,,4,86,73,13,2386.0
8:06.0, ,86-73,Personal foul by G. Vincent (drawn by L. Dort),,4,86,73,13,2394.0
7:52.0, ,86-73,Turnover by L. Dort (bad pass; steal by G. Vincent),,4,86,73,13,2408.0
7:45.0,G. Vincent makes 3-pt jump shot from 26 ft (assist by T. Herro),89-73, ,,4,89,73,16,2415.0
7:27.0, ,89-73,Turnover by K. Williams (traveling),,4,89,73,16,2433.0
7:20.0,Personal foul by L. Dort (drawn by G. Vincent),89-73, ,,4,89,73,16,2440.0
7:12.0,M. Strus makes 2-pt layup from 2 ft (assist by G. Vincent),91-73, ,,4,91,73,18,2448.0
6:59.0, ,91-73,Def 3 sec tech foul by Team,,4,91,73,18,2461.0
6:59.0, ,91-74,S. Gilgeous-Alexander makes technical free throw,,4,91,74,17,2461.0
6:59.0, ,91-74,D. Bazley enters the game for M. Muscala,,4,91,74,17,2461.0
6:59.0, ,91-74,J. Giddey enters the game for K. Williams,,4,91,74,17,2461.0
6:51.0, ,91-74,L. Dort misses 3-pt jump shot from 26 ft,,4,91,74,17,2469.0
6:48.0, ,91-74,Offensive rebound by J. Giddey,,4,91,74,17,2472.0
6:46.0, ,91-76,A. Pokusevski makes 2-pt layup from 4 ft,,4,91,76,15,2474.0
6:34.0,Offensive foul by D. Dedmon (drawn by L. Dort),91-76, ,,4,91,76,15,2486.0
6:34.0,Turnover by D. Dedmon (offensive foul),91-76, ,,4,91,76,15,2486.0
6:19.0, ,91-76,Personal foul by M. Strus (drawn by L. Dort),,4,91,76,15,2501.0
6:12.0, ,91-76,Turnover by S. Gilgeous-Alexander (bad pass; steal by C. Martin),,4,91,76,15,2508.0
6:07.0,C. Martin makes 2-pt layup from 1 ft,93-76, ,,4,93,76,17,2513.0
5:59.0, ,93-79,L. Dort makes 3-pt jump shot from 23 ft (assist by J. Giddey),,4,93,79,14,2521.0
5:57.0,Miami full timeout,93-79, ,,4,93,79,14,2523.0
5:57.0,K. Lowry enters the game for C. Martin,93-79, ,,4,93,79,14,2523.0
5:42.0,Turnover by T. Herro (bad pass; steal by L. Dort),93-79, ,,4,93,79,14,2538.0
5:39.0, ,93-79,Shooting foul by T. Herro (drawn by D. Bazley),,4,93,79,14,2541.0
5:39.0, ,93-79,D. Bazley misses free throw 1 of 2,,4,93,79,14,2541.0
5:39.0, ,93-79,Offensive rebound by Team,,4,93,79,14,2541.0
5:39.0,K. Okpala enters the game for D. Dedmon,93-79, ,,4,93,79,14,2541.0
5:39.0,D. Robinson enters the game for M. Strus,93-79, ,,4,93,79,14,2541.0
5:39.0,P. Tucker enters the game for G. Vincent,93-79, ,,4,93,79,14,2541.0
5:39.0, ,93-80,D. Bazley makes free throw 2 of 2,,4,93,80,13,2541.0
5:25.0,K. Okpala misses 2-pt layup from 10 ft,93-80, ,,4,93,80,13,2555.0
5:20.0,Offensive rebound by K. Okpala,93-80, ,,4,93,80,13,2560.0
5:20.0,K. Okpala makes 2-pt layup at rim,95-80, ,,4,95,80,15,2560.0
5:10.0, ,95-80,J. Giddey misses 3-pt jump shot from 26 ft,,4,95,80,15,2570.0
5:07.0,Defensive rebound by D. Robinson,95-80, ,,4,95,80,15,2573.0
4:59.0,D. Robinson misses 3-pt jump shot from 26 ft,95-80, ,,4,95,80,15,2581.0
4:54.0, ,95-80,Defensive rebound by L. Dort,,4,95,80,15,2586.0
4:45.0, ,95-82,J. Giddey makes 2-pt layup from 2 ft,,4,95,82,13,2595.0
4:45.0,Turnover by T. Herro (lost ball; steal by D. Bazley),95-82, ,,4,95,82,13,2595.0
4:26.0, ,95-82,Shooting foul by K. Okpala (drawn by S. Gilgeous-Alexander),,4,95,82,13,2614.0
4:26.0,Technical foul by K. Okpala,95-82, ,,4,95,82,13,2614.0
4:26.0, ,95-83,S. Gilgeous-Alexander makes technical free throw,,4,95,83,12,2614.0
4:26.0, ,95-83,J. Robinson-Earl enters the game for A. Pokusevski,,4,95,83,12,2614.0
4:26.0, ,95-84,S. Gilgeous-Alexander makes free throw 1 of 2,,4,95,84,11,2614.0
4:26.0, ,95-85,S. Gilgeous-Alexander makes free throw 2 of 2,,4,95,85,10,2614.0
4:07.0,Personal foul by S. Gilgeous-Alexander (drawn by P. Tucker),95-85, ,,4,95,85,10,2633.0
3:54.0,K. Okpala misses 3-pt jump shot from 24 ft,95-85, ,,4,95,85,10,2646.0
3:51.0, ,95-85,Defensive rebound by Team,,4,95,85,10,2649.0
3:43.0, ,95-85,S. Gilgeous-Alexander misses 3-pt jump shot from 28 ft,,4,95,85,10,2657.0
3:39.0,Defensive rebound by K. Okpala,95-85, ,,4,95,85,10,2661.0
3:34.0,Miami full timeout,95-85, ,,4,95,85,10,2666.0
3:34.0,D. Dedmon enters the game for K. Okpala,95-85, ,,4,95,85,10,2666.0
3:25.0,T. Herro misses 2-pt layup from 2 ft (block by D. Bazley),95-85, ,,4,95,85,10,2675.0
3:21.0, ,95-85,Defensive rebound by J. Robinson-Earl,,4,95,85,10,2679.0
3:08.0, ,95-85,L. Dort misses 2-pt layup from 1 ft,,4,95,85,10,2692.0
3:06.0,Defensive rebound by D. Dedmon,95-85, ,,4,95,85,10,2694.0
2:55.0,T. Herro misses 3-pt jump shot from 27 ft,95-85, ,,4,95,85,10,2705.0
2:52.0, ,95-85,Defensive rebound by D. Bazley,,4,95,85,10,2708.0
2:36.0, ,95-87,L. Dort makes 2-pt layup from 1 ft,,4,95,87,8,2724.0
2:09.0,K. Lowry misses 2-pt layup from 2 ft,95-87, ,,4,95,87,8,2751.0
2:07.0,Offensive rebound by Team,95-87, ,,4,95,87,8,2753.0
2:00.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by D. Robinson),98-87, ,,4,98,87,11,2760.0
1:42.0, ,98-87,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft,,4,98,87,11,2778.0
1:36.0,Defensive rebound by P. Tucker,98-87, ,,4,98,87,11,2784.0
1:24.0,Miami full timeout,98-87, ,,4,98,87,11,2796.0
1:24.0,Instant Replay (Challenge: Ruling Stands),98-87, ,,4,98,87,11,2796.0
1:18.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by T. Herro),101-87, ,,4,101,87,14,2802.0
1:12.0, ,101-87,Turnover by J. Giddey (lost ball; steal by D. Robinson),,4,101,87,14,2808.0
1:05.0,D. Dedmon makes 2-pt dunk at rim (assist by T. Herro),103-87, ,,4,103,87,16,2815.0
1:05.0, ,103-87,Oklahoma City full timeout,,4,103,87,16,2815.0
1:05.0,C. Martin enters the game for D. Dedmon,103-87, ,,4,103,87,16,2815.0
1:05.0,K. Okpala enters the game for T. Herro,103-87, ,,4,103,87,16,2815.0
1:05.0,M. Strus enters the game for K. Lowry,103-87, ,,4,103,87,16,2815.0
1:05.0,G. Vincent enters the game for D. Robinson,103-87, ,,4,103,87,16,2815.0
1:05.0,O. Yurtseven enters the game for P. Tucker,103-87, ,,4,103,87,16,2815.0
1:05.0, ,103-87,T. Mann enters the game for D. Bazley,,4,103,87,16,2815.0
1:05.0, ,103-87,A. Pokusevski enters the game for L. Dort,,4,103,87,16,2815.0
1:05.0, ,103-87,A. Wiggins enters the game for S. Gilgeous-Alexander,,4,103,87,16,2815.0
1:00.0, ,103-87,J. Giddey misses 3-pt jump shot from 25 ft,,4,103,87,16,2820.0
0:57.0,Defensive rebound by G. Vincent,103-87, ,,4,103,87,16,2823.0
0:49.0,Turnover by  (8 sec),103-87, ,,4,103,87,16,2831.0
0:41.0, ,103-90,J. Robinson-Earl makes 3-pt jump shot from 25 ft (assist by J. Giddey),,4,103,90,13,2839.0
0:21.0,Turnover by O. Yurtseven (traveling),103-90, ,,4,103,90,13,2859.0
0:12.0, ,103-90,Turnover by A. Wiggins (step out of bounds),,4,103,90,13,2868.0
0:00.0,End of 4th quarter,103-90,,,4,103,90,13,2880.0
