Time,New Orleans,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:52.0,Turnover by B. Ingram (offensive foul),68-72, ,,3,72,68,4,1928.0
3:52.0,T. Satoranský enters the game for D. Graham,68-72, ,,3,72,68,4,1928.0
3:52.0, ,68-72,G. Vincent enters the game for T. Herro,,3,72,68,4,1928.0
3:36.0, ,68-74,C. Martin makes 2-pt layup from 3 ft (assist by U. Haslem),,3,74,68,6,1944.0
3:28.0,Turnover by B. Ingram (bad pass; steal by D. Robinson),68-74, ,,3,74,68,6,1952.0
3:25.0, ,68-74,Offensive foul by J. Butler (drawn by H. Jones),,3,74,68,6,1955.0
3:25.0, ,68-74,Turnover by J. Butler (offensive foul),,3,74,68,6,1955.0
3:25.0,N. Alexander-Walker enters the game for B. Ingram,68-74, ,,3,74,68,6,1955.0
3:10.0,T. Murphy misses 3-pt jump shot from 24 ft,68-74, ,,3,74,68,6,1970.0
3:07.0,Offensive rebound by N. Alexander-Walker,68-74, ,,3,74,68,6,1973.0
3:07.0,N. Alexander-Walker misses 2-pt jump shot from 4 ft,68-74, ,,3,74,68,6,1973.0
3:07.0,Shooting foul by U. Haslem (drawn by N. Alexander-Walker),68-74, ,,3,74,68,6,1973.0
3:07.0,N. Alexander-Walker makes free throw 1 of 2,69-74, ,,3,74,69,5,1973.0
3:07.0,N. Alexander-Walker misses free throw 2 of 2,69-74, ,,3,74,69,5,1973.0
3:03.0, ,69-74,Defensive rebound by U. Haslem,,3,74,69,5,1977.0
2:51.0, ,69-76,U. Haslem makes 2-pt layup from 2 ft (assist by J. Butler),,3,76,69,7,1989.0
2:31.0,T. Murphy misses 2-pt layup from 1 ft (block by U. Haslem),69-76, ,,3,76,69,7,2009.0
2:31.0, ,69-76,Defensive rebound by C. Martin,,3,76,69,7,2009.0
2:22.0, ,69-79,G. Vincent makes 3-pt jump shot from 24 ft (assist by C. Martin),,3,79,69,10,2018.0
2:21.0,New Orleans full timeout,69-79, ,,3,79,69,10,2019.0
2:07.0,Personal foul by U. Haslem (drawn by N. Alexander-Walker),69-79, ,,3,79,69,10,2033.0
2:07.0,N. Alexander-Walker misses free throw 1 of 2,69-79, ,,3,79,69,10,2033.0
2:07.0,Offensive rebound by Team,69-79, ,,3,79,69,10,2033.0
2:07.0,N. Alexander-Walker makes free throw 2 of 2,70-79, ,,3,79,70,9,2033.0
1:52.0, ,70-79,D. Robinson misses 3-pt jump shot from 26 ft,,3,79,70,9,2048.0
1:49.0,Defensive rebound by J. Hayes,70-79, ,,3,79,70,9,2051.0
1:39.0,T. Murphy misses 3-pt jump shot from 24 ft,70-79, ,,3,79,70,9,2061.0
1:37.0, ,70-79,Defensive rebound by U. Haslem,,3,79,70,9,2063.0
1:25.0, ,70-79,C. Martin misses 3-pt jump shot from 24 ft,,3,79,70,9,2075.0
1:19.0, ,70-79,Offensive rebound by G. Vincent,,3,79,70,9,2081.0
1:19.0, ,70-79,G. Vincent misses 2-pt layup at rim,,3,79,70,9,2081.0
1:18.0,Defensive rebound by H. Jones,70-79, ,,3,79,70,9,2082.0
1:14.0,T. Satoranský misses 3-pt jump shot from 23 ft,70-79, ,,3,79,70,9,2086.0
1:10.0, ,70-79,Defensive rebound by J. Butler,,3,79,70,9,2090.0
0:53.0, ,70-79,J. Butler misses 2-pt jump shot from 19 ft,,3,79,70,9,2107.0
0:49.0,Defensive rebound by J. Hayes,70-79, ,,3,79,70,9,2111.0
0:47.0,T. Murphy misses 3-pt jump shot from 24 ft,70-79, ,,3,79,70,9,2113.0
0:45.0, ,70-79,Defensive rebound by Team,,3,79,70,9,2115.0
0:45.0, ,70-79,T. Herro enters the game for J. Butler,,3,79,70,9,2115.0
0:45.0, ,70-79,M. Strus enters the game for D. Robinson,,3,79,70,9,2115.0
0:45.0, ,70-79,Personal foul by N. Alexander-Walker (drawn by T. Herro),,3,79,70,9,2115.0
0:30.0,Violation by Team (kicked ball),70-79, ,,3,79,70,9,2130.0
0:22.0, ,70-79,Personal foul by J. Hayes (drawn by T. Herro),,3,79,70,9,2138.0
0:22.0, ,70-80,T. Herro makes free throw 1 of 2,,3,80,70,10,2138.0
0:22.0,B. Ingram enters the game for J. Hayes,70-80, ,,3,80,70,10,2138.0
0:22.0, ,70-81,T. Herro makes free throw 2 of 2,,3,81,70,11,2138.0
0:05.0,T. Murphy misses 3-pt jump shot from 23 ft,70-81, ,,3,81,70,11,2155.0
0:04.0, ,70-81,Defensive rebound by T. Herro,,3,81,70,11,2156.0
0:00.0, ,70-81,T. Herro misses 3-pt jump shot from 30 ft,,3,81,70,11,2160.0
0:00.0, ,70-81,Offensive rebound by Team,,3,81,70,11,2160.0
0:00.0,End of 3rd quarter,70-81,,,3,81,70,11,2160.0
12:00.0,Start of 4th quarter,70-81,,,4,81,70,11,2160.0
11:40.0, ,70-84,M. Strus makes 3-pt jump shot from 26 ft (assist by T. Herro),,4,84,70,14,2180.0
11:19.0,J. Valančiūnas makes 2-pt hook shot from 10 ft (assist by B. Ingram),72-84, ,,4,84,72,12,2201.0
10:56.0, ,72-84,M. Strus misses 3-pt jump shot from 26 ft,,4,84,72,12,2224.0
10:53.0, ,72-84,Offensive rebound by D. Dedmon,,4,84,72,12,2227.0
10:47.0, ,72-84,T. Herro misses 2-pt jump shot from 13 ft,,4,84,72,12,2233.0
10:44.0,Defensive rebound by J. Hart,72-84, ,,4,84,72,12,2236.0
10:43.0,Shooting foul by G. Vincent (drawn by J. Hart),72-84, ,,4,84,72,12,2237.0
10:43.0,J. Hart makes free throw 1 of 2,73-84, ,,4,84,73,11,2237.0
10:43.0,J. Hart makes free throw 2 of 2,74-84, ,,4,84,74,10,2237.0
10:22.0, ,74-84,G. Vincent misses 3-pt jump shot from 24 ft,,4,84,74,10,2258.0
10:19.0,Defensive rebound by B. Ingram,74-84, ,,4,84,74,10,2261.0
10:01.0,J. Valančiūnas misses 2-pt jump shot from 19 ft,74-84, ,,4,84,74,10,2279.0
9:59.0, ,74-84,Defensive rebound by C. Martin,,4,84,74,10,2281.0
9:47.0, ,74-86,C. Martin makes 2-pt layup from 2 ft (assist by G. Vincent),,4,86,74,12,2293.0
9:31.0,Turnover by J. Hart (bad pass),74-86, ,,4,86,74,12,2309.0
9:24.0, ,74-88,T. Herro makes 2-pt layup from 1 ft,,4,88,74,14,2316.0
9:11.0,Turnover by J. Hart (bad pass),74-88, ,,4,88,74,14,2329.0
8:59.0, ,74-88,Turnover by D. Dedmon (lost ball; steal by G. Temple),,4,88,74,14,2341.0
8:47.0,Shooting foul by D. Dedmon (drawn by T. Satoranský),74-88, ,,4,88,74,14,2353.0
8:47.0,T. Satoranský misses free throw 1 of 2,74-88, ,,4,88,74,14,2353.0
8:47.0,Offensive rebound by Team,74-88, ,,4,88,74,14,2353.0
8:47.0,T. Satoranský makes free throw 2 of 2,75-88, ,,4,88,75,13,2353.0
8:32.0, ,75-88,G. Vincent misses 2-pt jump shot from 7 ft,,4,88,75,13,2368.0
8:29.0,Defensive rebound by J. Valančiūnas,75-88, ,,4,88,75,13,2371.0
8:24.0,Turnover by G. Temple (bad pass; steal by T. Herro),75-88, ,,4,88,75,13,2376.0
8:18.0, ,75-90,C. Martin makes 2-pt layup from 1 ft (assist by T. Herro),,4,90,75,15,2382.0
8:18.0,Violation by Team (def goaltending),75-90, ,,4,90,75,15,2382.0
8:02.0,B. Ingram makes 2-pt dunk from 2 ft,77-90, ,,4,90,77,13,2398.0
7:47.0, ,77-90,Personal foul by T. Satoranský (drawn by T. Herro),,4,90,77,13,2413.0
7:47.0,D. Graham enters the game for T. Satoranský,77-90, ,,4,90,77,13,2413.0
7:38.0, ,77-90,T. Herro misses 3-pt jump shot from 28 ft,,4,90,77,13,2422.0
7:32.0,Defensive rebound by J. Valančiūnas,77-90, ,,4,90,77,13,2428.0
7:29.0,G. Temple misses 2-pt layup from 2 ft,77-90, ,,4,90,77,13,2431.0
7:26.0, ,77-90,Defensive rebound by D. Dedmon,,4,90,77,13,2434.0
7:21.0, ,77-90,Miami full timeout,,4,90,77,13,2439.0
7:21.0,N. Alexander-Walker enters the game for G. Temple,77-90, ,,4,90,77,13,2439.0
7:21.0, ,77-90,J. Butler enters the game for D. Dedmon,,4,90,77,13,2439.0
7:21.0, ,77-90,P. Tucker enters the game for C. Martin,,4,90,77,13,2439.0
7:12.0, ,77-90,Shooting foul by J. Valančiūnas (drawn by J. Butler),,4,90,77,13,2448.0
7:12.0, ,77-91,J. Butler makes free throw 1 of 2,,4,91,77,14,2448.0
7:12.0, ,77-92,J. Butler makes free throw 2 of 2,,4,92,77,15,2448.0
6:50.0,D. Graham misses 2-pt jump shot from 10 ft,77-92, ,,4,92,77,15,2470.0
6:47.0, ,77-92,Defensive rebound by P. Tucker,,4,92,77,15,2473.0
6:34.0, ,77-95,T. Herro makes 3-pt jump shot from 25 ft (assist by P. Tucker),,4,95,77,18,2486.0
6:12.0,N. Alexander-Walker misses 2-pt layup from 2 ft,77-95, ,,4,95,77,18,2508.0
6:12.0,Offensive rebound by N. Alexander-Walker,77-95, ,,4,95,77,18,2508.0
6:12.0,Shooting foul by M. Strus (drawn by N. Alexander-Walker),77-95, ,,4,95,77,18,2508.0
6:12.0,N. Alexander-Walker makes free throw 1 of 2,78-95, ,,4,95,78,17,2508.0
6:12.0,H. Jones enters the game for J. Valančiūnas,78-95, ,,4,95,78,17,2508.0
6:12.0,N. Alexander-Walker makes free throw 2 of 2,79-95, ,,4,95,79,16,2508.0
5:53.0, ,79-95,T. Herro misses 3-pt jump shot from 23 ft,,4,95,79,16,2527.0
5:50.0,Defensive rebound by H. Jones,79-95, ,,4,95,79,16,2530.0
5:44.0,N. Alexander-Walker misses 3-pt jump shot from 23 ft,79-95, ,,4,95,79,16,2536.0
5:40.0, ,79-95,Defensive rebound by M. Strus,,4,95,79,16,2540.0
5:18.0, ,79-95,T. Herro misses 2-pt jump shot from 20 ft,,4,95,79,16,2562.0
5:15.0,Defensive rebound by J. Hart,79-95, ,,4,95,79,16,2565.0
5:07.0,Shooting foul by T. Herro (drawn by B. Ingram),79-95, ,,4,95,79,16,2573.0
5:07.0,B. Ingram makes free throw 1 of 2,80-95, ,,4,95,80,15,2573.0
5:07.0,B. Ingram makes free throw 2 of 2,81-95, ,,4,95,81,14,2573.0
4:53.0, ,81-98,M. Strus makes 3-pt jump shot from 24 ft (assist by P. Tucker),,4,98,81,17,2587.0
4:34.0,B. Ingram makes 3-pt jump shot from 28 ft (assist by D. Graham),84-98, ,,4,98,84,14,2606.0
4:18.0, ,84-100,P. Tucker makes 2-pt jump shot from 11 ft (assist by J. Butler),,4,100,84,16,2622.0
4:03.0,B. Ingram misses 3-pt jump shot from 26 ft,84-100, ,,4,100,84,16,2637.0
4:01.0,Offensive rebound by H. Jones,84-100, ,,4,100,84,16,2639.0
3:57.0,N. Alexander-Walker makes 2-pt dunk from 1 ft (assist by B. Ingram),86-100, ,,4,100,86,14,2643.0
3:42.0, ,86-100,T. Herro misses 2-pt jump shot from 20 ft,,4,100,86,14,2658.0
3:40.0, ,86-100,Offensive rebound by T. Herro,,4,100,86,14,2660.0
3:39.0, ,86-100,G. Vincent misses 3-pt jump shot from 25 ft,,4,100,86,14,2661.0
3:39.0,Defensive rebound by Team,86-100, ,,4,100,86,14,2661.0
3:39.0,New Orleans full timeout,86-100, ,,4,100,86,14,2661.0
3:23.0,N. Alexander-Walker misses 3-pt jump shot from 25 ft,86-100, ,,4,100,86,14,2677.0
3:20.0, ,86-100,Defensive rebound by P. Tucker,,4,100,86,14,2680.0
2:59.0, ,86-103,G. Vincent makes 3-pt jump shot from 26 ft (assist by J. Butler),,4,103,86,17,2701.0
2:48.0,N. Alexander-Walker misses 2-pt layup from 2 ft,86-103, ,,4,103,86,17,2712.0
2:46.0, ,86-103,Defensive rebound by J. Butler,,4,103,86,17,2714.0
2:37.0, ,86-103,Turnover by M. Strus (bad pass; steal by J. Hart),,4,103,86,17,2723.0
2:32.0,N. Alexander-Walker makes 2-pt layup from 1 ft (assist by J. Hart),88-103, ,,4,103,88,15,2728.0
2:07.0, ,88-103,G. Vincent misses 2-pt layup from 2 ft,,4,103,88,15,2753.0
2:04.0, ,88-103,Offensive rebound by J. Butler,,4,103,88,15,2756.0
2:02.0, ,88-106,M. Strus makes 3-pt jump shot from 24 ft (assist by J. Butler),,4,106,88,18,2758.0
1:49.0,B. Ingram misses 3-pt jump shot from 27 ft,88-106, ,,4,106,88,18,2771.0
1:46.0,Offensive rebound by H. Jones,88-106, ,,4,106,88,18,2774.0
1:44.0,D. Graham makes 3-pt jump shot from 23 ft (assist by B. Ingram),91-106, ,,4,106,91,15,2776.0
1:25.0, ,91-108,P. Tucker makes 2-pt jump shot from 4 ft (assist by J. Butler),,4,108,91,17,2795.0
1:20.0,Shooting foul by M. Strus (drawn by J. Hart),91-108, ,,4,108,91,17,2800.0
1:20.0,J. Hart makes free throw 1 of 2,92-108, ,,4,108,92,16,2800.0
1:20.0, ,92-108,M. Garrett enters the game for J. Butler,,4,108,92,16,2800.0
1:20.0, ,92-108,C. Martin enters the game for T. Herro,,4,108,92,16,2800.0
1:20.0, ,92-108,K. Okpala enters the game for M. Strus,,4,108,92,16,2800.0
1:20.0, ,92-108,O. Yurtseven enters the game for P. Tucker,,4,108,92,16,2800.0
1:20.0,J. Hart misses free throw 2 of 2,92-108, ,,4,108,92,16,2800.0
1:16.0,Offensive rebound by N. Alexander-Walker,92-108, ,,4,108,92,16,2804.0
1:15.0,N. Alexander-Walker makes 2-pt layup from 2 ft,94-108, ,,4,108,94,14,2805.0
1:11.0, ,94-108,Personal foul by H. Jones (drawn by G. Vincent),,4,108,94,14,2809.0
0:51.0, ,94-110,G. Vincent makes 2-pt jump shot from 13 ft,,4,110,94,16,2829.0
0:43.0,N. Alexander-Walker makes 3-pt jump shot from 26 ft (assist by D. Graham),97-110, ,,4,110,97,13,2837.0
0:26.0, ,97-113,C. Martin makes 3-pt jump shot from 24 ft (assist by O. Yurtseven),,4,113,97,16,2854.0
0:14.0,Shooting foul by O. Yurtseven (drawn by J. Hart),97-113, ,,4,113,97,16,2866.0
0:14.0,J. Hart misses free throw 1 of 2,97-113, ,,4,113,97,16,2866.0
0:14.0,Offensive rebound by Team,97-113, ,,4,113,97,16,2866.0
0:14.0,J. Hart makes free throw 2 of 2,98-113, ,,4,113,98,15,2866.0
0:00.0,End of 4th quarter,98-113,,,4,113,98,15,2880.0
