Time,Indiana,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:45.0,D. Sabonis makes free throw 1 of 1,67-85, ,,3,85,67,18,1935.0
3:31.0, ,67-85,D. Robinson misses 3-pt jump shot from 23 ft,,3,85,67,18,1949.0
3:27.0,Defensive rebound by C. LeVert,67-85, ,,3,85,67,18,1953.0
3:23.0,O. Brissett misses 2-pt layup from 2 ft,67-85, ,,3,85,67,18,1957.0
3:23.0,Offensive rebound by C. Duarte,67-85, ,,3,85,67,18,1957.0
3:18.0,C. LeVert misses 3-pt jump shot from 25 ft,67-85, ,,3,85,67,18,1962.0
3:14.0, ,67-85,Defensive rebound by O. Yurtseven,,3,85,67,18,1966.0
3:07.0, ,67-87,K. Lowry makes 2-pt layup from 2 ft,,3,87,67,20,1973.0
2:57.0,C. LeVert misses 2-pt layup from 2 ft,67-87, ,,3,87,67,20,1983.0
2:55.0, ,67-87,Defensive rebound by K. Lowry,,3,87,67,20,1985.0
2:55.0, ,67-87,Personal take foul by C. Duarte (drawn by K. Lowry),,3,87,67,20,1985.0
2:55.0,J. Holiday enters the game for C. Duarte,67-87, ,,3,87,67,20,1985.0
2:45.0, ,67-90,T. Herro makes 3-pt jump shot from 25 ft,,3,90,67,23,1995.0
2:24.0,D. Sabonis misses 2-pt hook shot from 3 ft,67-90, ,,3,90,67,23,2016.0
2:22.0, ,67-90,Defensive rebound by K. Lowry,,3,90,67,23,2018.0
2:16.0, ,67-90,D. Robinson misses 3-pt jump shot from 26 ft,,3,90,67,23,2024.0
2:14.0, ,67-90,Offensive rebound by O. Yurtseven,,3,90,67,23,2026.0
2:14.0, ,67-92,D. Robinson makes 2-pt layup from 2 ft (assist by O. Yurtseven),,3,92,67,25,2026.0
2:14.0,Indiana full timeout,67-92, ,,3,92,67,25,2026.0
1:56.0,D. Sabonis misses 2-pt layup from 3 ft (block by O. Yurtseven),67-92, ,,3,92,67,25,2044.0
1:56.0,Offensive rebound by Team,67-92, ,,3,92,67,25,2044.0
1:51.0,J. Lamb misses 3-pt jump shot from 25 ft,67-92, ,,3,92,67,25,2049.0
1:50.0,Offensive rebound by Team,67-92, ,,3,92,67,25,2050.0
1:50.0,Turnover by Team (shot clock),67-92, ,,3,92,67,25,2050.0
1:37.0, ,67-94,T. Herro makes 2-pt layup from 1 ft,,3,94,67,27,2063.0
1:25.0,J. Lamb misses 3-pt jump shot from 26 ft,67-94, ,,3,94,67,27,2075.0
1:21.0, ,67-94,Defensive rebound by K. Lowry,,3,94,67,27,2079.0
1:12.0, ,67-96,O. Yurtseven makes 2-pt dunk from 1 ft (assist by K. Lowry),,3,96,67,29,2088.0
0:57.0,J. Lamb misses 2-pt layup from 1 ft,67-96, ,,3,96,67,29,2103.0
0:54.0, ,67-96,Defensive rebound by K. Okpala,,3,96,67,29,2106.0
0:46.0, ,67-96,T. Herro misses 2-pt jump shot from 12 ft,,3,96,67,29,2114.0
0:42.0,Defensive rebound by J. Lamb,67-96, ,,3,96,67,29,2118.0
0:37.0,C. LeVert misses 2-pt layup from 2 ft,67-96, ,,3,96,67,29,2123.0
0:33.0,Offensive rebound by O. Brissett,67-96, ,,3,96,67,29,2127.0
0:32.0,O. Brissett misses 2-pt layup from 4 ft,67-96, ,,3,96,67,29,2128.0
0:32.0,Offensive rebound by C. LeVert,67-96, ,,3,96,67,29,2128.0
0:32.0,Personal foul by K. Lowry (drawn by C. LeVert),67-96, ,,3,96,67,29,2128.0
0:32.0,C. LeVert makes free throw 1 of 2,68-96, ,,3,96,68,28,2128.0
0:32.0,T. Craig enters the game for J. Holiday,68-96, ,,3,96,68,28,2128.0
0:32.0,K. Martin enters the game for J. Lamb,68-96, ,,3,96,68,28,2128.0
0:32.0,M. Turner enters the game for D. Sabonis,68-96, ,,3,96,68,28,2128.0
0:32.0,C. LeVert makes free throw 2 of 2,69-96, ,,3,96,69,27,2128.0
0:10.0, ,69-98,T. Herro makes 2-pt jump shot from 13 ft,,3,98,69,29,2150.0
0:02.0,K. Martin misses 3-pt jump shot from 26 ft,69-98, ,,3,98,69,29,2158.0
0:02.0, ,69-98,Defensive rebound by K. Okpala,,3,98,69,29,2158.0
0:00.0,End of 3rd quarter,69-98,,,3,98,69,29,2160.0
12:00.0,Start of 4th quarter,69-98,,,4,98,69,29,2160.0
11:47.0,B. Wanamaker makes 2-pt jump shot from 8 ft,71-98, ,,4,98,71,27,2173.0
11:19.0, ,71-98,K. Okpala misses 2-pt jump shot from 3 ft,,4,98,71,27,2201.0
11:15.0,Defensive rebound by Team,71-98, ,,4,98,71,27,2205.0
11:15.0, ,71-98,Loose ball foul by K. Lowry (drawn by I. Jackson),,4,98,71,27,2205.0
11:00.0,Shooting foul by O. Yurtseven (drawn by K. Martin),71-98, ,,4,98,71,27,2220.0
11:00.0,K. Martin makes free throw 1 of 2,72-98, ,,4,98,72,26,2220.0
11:00.0,K. Martin makes free throw 2 of 2,73-98, ,,4,98,73,25,2220.0
10:38.0, ,73-98,K. Lowry misses 3-pt jump shot from 26 ft,,4,98,73,25,2242.0
10:36.0, ,73-98,Offensive rebound by O. Yurtseven,,4,98,73,25,2244.0
10:30.0, ,73-98,O. Yurtseven misses 2-pt jump shot from 9 ft,,4,98,73,25,2250.0
10:27.0, ,73-98,Offensive rebound by O. Yurtseven,,4,98,73,25,2253.0
10:26.0, ,73-98,O. Yurtseven misses 2-pt jump shot from 2 ft,,4,98,73,25,2254.0
10:21.0, ,73-98,Offensive rebound by K. Lowry,,4,98,73,25,2259.0
10:20.0, ,73-98,K. Lowry misses 2-pt layup from 1 ft,,4,98,73,25,2260.0
10:18.0,Defensive rebound by K. Martin,73-98, ,,4,98,73,25,2262.0
10:15.0,T. Craig makes 3-pt jump shot from 24 ft (assist by O. Brissett),76-98, ,,4,98,76,22,2265.0
10:01.0, ,76-98,Shooting foul by B. Wanamaker (drawn by T. Herro),,4,98,76,22,2279.0
10:01.0, ,76-99,T. Herro makes free throw 1 of 2,,4,99,76,23,2279.0
10:01.0, ,76-99,G. Vincent enters the game for K. Lowry,,4,99,76,23,2279.0
10:01.0, ,76-100,T. Herro makes free throw 2 of 2,,4,100,76,24,2279.0
9:49.0,Turnover by B. Wanamaker (bad pass; steal by O. Yurtseven),76-100, ,,4,100,76,24,2291.0
9:33.0, ,76-103,T. Herro makes 3-pt jump shot from 25 ft (assist by M. Strus),,4,103,76,27,2307.0
9:21.0,K. Martin misses 2-pt jump shot from 4 ft,76-103, ,,4,103,76,27,2319.0
9:18.0, ,76-103,Defensive rebound by M. Strus,,4,103,76,27,2322.0
9:14.0, ,76-106,T. Herro makes 3-pt jump shot from 29 ft,,4,106,76,30,2326.0
9:14.0,Indiana full timeout,76-106, ,,4,106,76,30,2326.0
8:52.0,Turnover by T. Craig (traveling),76-106, ,,4,106,76,30,2348.0
8:34.0, ,76-106,O. Yurtseven misses 2-pt jump shot from 8 ft,,4,106,76,30,2366.0
8:31.0,Defensive rebound by O. Brissett,76-106, ,,4,106,76,30,2369.0
8:25.0,O. Brissett misses 2-pt layup from 3 ft,76-106, ,,4,106,76,30,2375.0
8:18.0,Offensive rebound by I. Jackson,76-106, ,,4,106,76,30,2382.0
8:18.0,I. Jackson makes 2-pt layup at rim,78-106, ,,4,106,78,28,2382.0
8:13.0, ,78-106,T. Herro misses 3-pt jump shot from 26 ft,,4,106,78,28,2387.0
8:10.0,Defensive rebound by O. Brissett,78-106, ,,4,106,78,28,2390.0
7:58.0,T. Craig misses 2-pt layup from 1 ft,78-106, ,,4,106,78,28,2402.0
7:56.0, ,78-106,Defensive rebound by O. Yurtseven,,4,106,78,28,2404.0
7:36.0, ,78-109,K. Okpala makes 3-pt jump shot from 23 ft (assist by T. Herro),,4,109,78,31,2424.0
7:23.0,B. Wanamaker misses 2-pt jump shot from 7 ft,78-109, ,,4,109,78,31,2437.0
7:20.0, ,78-109,Defensive rebound by O. Yurtseven,,4,109,78,31,2440.0
7:16.0, ,78-111,K. Okpala makes 2-pt layup from 1 ft (assist by G. Vincent),,4,111,78,33,2444.0
7:16.0,Indiana full timeout,78-111, ,,4,111,78,33,2444.0
7:16.0,G. Bitadze enters the game for T. Craig,78-111, ,,4,111,78,33,2444.0
7:16.0,J. Lamb enters the game for K. Martin,78-111, ,,4,111,78,33,2444.0
7:16.0, ,78-111,M. Garrett enters the game for T. Herro,,4,111,78,33,2444.0
6:53.0,G. Bitadze misses 3-pt jump shot from 25 ft,78-111, ,,4,111,78,33,2467.0
6:50.0, ,78-111,Defensive rebound by O. Yurtseven,,4,111,78,33,2470.0
6:38.0, ,78-111,Offensive foul by O. Yurtseven (drawn by G. Bitadze),,4,111,78,33,2482.0
6:38.0, ,78-111,Turnover by O. Yurtseven (offensive foul),,4,111,78,33,2482.0
6:26.0,O. Brissett makes 3-pt jump shot from 23 ft (assist by B. Wanamaker),81-111, ,,4,111,81,30,2494.0
6:14.0, ,81-111,O. Yurtseven misses 3-pt jump shot from 25 ft,,4,111,81,30,2506.0
6:08.0,Defensive rebound by J. Lamb,81-111, ,,4,111,81,30,2512.0
5:58.0,J. Lamb misses 2-pt jump shot from 7 ft,81-111, ,,4,111,81,30,2522.0
5:58.0,Offensive rebound by Team,81-111, ,,4,111,81,30,2522.0
5:52.0,O. Brissett makes 2-pt jump shot from 14 ft,83-111, ,,4,111,83,28,2528.0
5:52.0,Shooting foul by O. Yurtseven (drawn by O. Brissett),83-111, ,,4,111,83,28,2528.0
5:52.0, ,83-111,U. Haslem enters the game for O. Yurtseven,,4,111,83,28,2528.0
5:52.0,O. Brissett makes free throw 1 of 1,84-111, ,,4,111,84,27,2528.0
5:34.0, ,84-113,K. Okpala makes 2-pt dunk from 1 ft (assist by M. Strus),,4,113,84,29,2546.0
5:24.0,Turnover by O. Brissett (lost ball; steal by G. Vincent),84-113, ,,4,113,84,29,2556.0
5:16.0, ,84-113,U. Haslem misses 2-pt jump shot from 19 ft,,4,113,84,29,2564.0
5:12.0,Defensive rebound by I. Jackson,84-113, ,,4,113,84,29,2568.0
5:10.0,Personal foul by M. Garrett (drawn by B. Wanamaker),84-113, ,,4,113,84,29,2570.0
5:02.0,B. Wanamaker misses 2-pt jump shot from 21 ft,84-113, ,,4,113,84,29,2578.0
4:59.0,Offensive rebound by O. Brissett,84-113, ,,4,113,84,29,2581.0
4:56.0,J. Lamb misses 2-pt jump shot from 11 ft,84-113, ,,4,113,84,29,2584.0
4:52.0, ,84-113,Defensive rebound by M. Strus,,4,113,84,29,2588.0
4:43.0, ,84-113,M. Strus misses 3-pt jump shot from 23 ft,,4,113,84,29,2597.0
4:41.0,Defensive rebound by J. Lamb,84-113, ,,4,113,84,29,2599.0
4:30.0,G. Bitadze misses 3-pt jump shot from 26 ft,84-113, ,,4,113,84,29,2610.0
4:28.0, ,84-113,Defensive rebound by G. Vincent,,4,113,84,29,2612.0
4:14.0, ,84-116,G. Vincent makes 3-pt jump shot from 28 ft (assist by M. Strus),,4,116,84,32,2626.0
4:00.0,O. Brissett makes 2-pt hook shot from 2 ft,86-116, ,,4,116,86,30,2640.0
4:00.0,Shooting foul by M. Garrett (drawn by O. Brissett),86-116, ,,4,116,86,30,2640.0
4:00.0,O. Brissett makes free throw 1 of 1,87-116, ,,4,116,87,29,2640.0
3:55.0, ,87-116,Personal foul by B. Wanamaker (drawn by G. Vincent),,4,116,87,29,2645.0
3:36.0, ,87-116,U. Haslem misses 2-pt jump shot from 7 ft,,4,116,87,29,2664.0
3:32.0,Defensive rebound by O. Brissett,87-116, ,,4,116,87,29,2668.0
3:29.0,O. Brissett makes 3-pt jump shot from 25 ft,90-116, ,,4,116,90,26,2671.0
3:06.0, ,90-116,M. Strus misses 3-pt jump shot from 26 ft,,4,116,90,26,2694.0
3:04.0,Defensive rebound by I. Jackson,90-116, ,,4,116,90,26,2696.0
2:51.0,J. Lamb misses 2-pt layup from 3 ft,90-116, ,,4,116,90,26,2709.0
2:49.0,Offensive rebound by I. Jackson,90-116, ,,4,116,90,26,2711.0
2:47.0,I. Jackson misses 2-pt jump shot from 6 ft,90-116, ,,4,116,90,26,2713.0
2:47.0, ,90-116,Defensive rebound by U. Haslem,,4,116,90,26,2713.0
2:37.0, ,90-116,M. Strus misses 3-pt jump shot from 23 ft,,4,116,90,26,2723.0
2:31.0, ,90-116,Offensive rebound by M. Garrett,,4,116,90,26,2729.0
2:28.0,Jump ball: I. Jackson vs. M. Garrett (G. Bitadze gains possession),90-116,,,4,116,90,26,2732.0
2:28.0, ,90-116,Turnover by M. Garrett (lost ball; steal by I. Jackson),,4,116,90,26,2732.0
2:24.0,Turnover by B. Wanamaker (bad pass),90-116, ,,4,116,90,26,2736.0
2:24.0, ,90-116,Violation by Team (delay of game),,4,116,90,26,2736.0
2:09.0, ,90-118,M. Strus makes 2-pt layup from 3 ft (assist by K. Okpala),,4,118,90,28,2751.0
2:09.0,Indiana full timeout,90-118, ,,4,118,90,28,2751.0
2:09.0,T. Craig enters the game for O. Brissett,90-118, ,,4,118,90,28,2751.0
1:48.0,J. Lamb misses 3-pt jump shot from 26 ft,90-118, ,,4,118,90,28,2772.0
1:45.0, ,90-118,Defensive rebound by M. Garrett,,4,118,90,28,2775.0
1:36.0, ,90-121,U. Haslem makes 3-pt jump shot from 23 ft (assist by M. Garrett),,4,121,90,31,2784.0
1:22.0,Shooting foul by G. Vincent (drawn by I. Jackson),90-121, ,,4,121,90,31,2798.0
1:22.0,I. Jackson misses free throw 1 of 2,90-121, ,,4,121,90,31,2798.0
1:22.0,Offensive rebound by Team,90-121, ,,4,121,90,31,2798.0
1:22.0,I. Jackson makes free throw 2 of 2,91-121, ,,4,121,91,30,2798.0
1:10.0, ,91-123,K. Okpala makes 2-pt dunk from 1 ft (assist by M. Garrett),,4,123,91,32,2810.0
0:59.0,G. Bitadze makes 2-pt hook shot from 11 ft (assist by B. Wanamaker),93-123, ,,4,123,93,30,2821.0
0:48.0, ,93-125,M. Garrett makes 2-pt jump shot from 20 ft,,4,125,93,32,2832.0
0:40.0,Personal foul by G. Vincent (drawn by I. Jackson),93-125, ,,4,125,93,32,2840.0
0:40.0,I. Jackson misses free throw 1 of 2,93-125, ,,4,125,93,32,2840.0
0:40.0,Offensive rebound by Team,93-125, ,,4,125,93,32,2840.0
0:40.0,I. Jackson makes free throw 2 of 2,94-125, ,,4,125,94,31,2840.0
0:21.0, ,94-125,K. Okpala misses 3-pt jump shot from 25 ft,,4,125,94,31,2859.0
0:18.0,Defensive rebound by J. Lamb,94-125, ,,4,125,94,31,2862.0
0:15.0,I. Jackson makes 2-pt layup from 3 ft (assist by T. Craig),96-125, ,,4,125,96,29,2865.0
0:00.0,End of 4th quarter,96-125,,,4,125,96,29,2880.0
