Time,Miami,Score,Sacramento,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:30.0,Defensive rebound by T. Herro,66-78, ,,3,66,78,-12,1830.0
5:09.0,T. Herro makes 2-pt jump shot from 10 ft,68-78, ,,3,68,78,-10,1851.0
4:48.0, ,68-78,Offensive foul by D. Mitchell (drawn by K. Lowry),,3,68,78,-10,1872.0
4:48.0, ,68-78,Turnover by D. Mitchell (offensive foul),,3,68,78,-10,1872.0
4:48.0,U. Haslem enters the game for B. Adebayo,68-78, ,,3,68,78,-10,1872.0
4:48.0,M. Strus enters the game for C. Martin,68-78, ,,3,68,78,-10,1872.0
4:29.0,K. Lowry misses 2-pt jump shot from 16 ft,68-78, ,,3,68,78,-10,1891.0
4:26.0, ,68-78,Defensive rebound by A. Len,,3,68,78,-10,1894.0
4:13.0, ,68-78,K. Huerter misses 2-pt jump shot from 19 ft,,3,68,78,-10,1907.0
4:10.0,Defensive rebound by K. Lowry,68-78, ,,3,68,78,-10,1910.0
4:07.0,Personal foul by A. Len (drawn by K. Lowry),68-78, ,,3,68,78,-10,1913.0
4:07.0,K. Lowry makes free throw 1 of 2,69-78, ,,3,69,78,-9,1913.0
4:07.0, ,69-78,M. Monk enters the game for K. Huerter,,3,69,78,-9,1913.0
4:07.0,K. Lowry makes free throw 2 of 2,70-78, ,,3,70,78,-8,1913.0
3:48.0, ,70-80,K. Murray makes 2-pt layup from 5 ft (assist by M. Monk),,3,70,80,-10,1932.0
3:48.0, ,70-80,Shooting foul by U. Haslem (drawn by K. Murray),,3,70,80,-10,1932.0
3:48.0, ,70-81,K. Murray makes free throw 1 of 1,,3,70,81,-11,1932.0
3:45.0,Personal foul by K. Murray (drawn by K. Lowry),70-81, ,,3,70,81,-11,1935.0
3:45.0,K. Lowry makes free throw 1 of 2,71-81, ,,3,71,81,-10,1935.0
3:45.0,G. Vincent enters the game for T. Herro,71-81, ,,3,71,81,-10,1935.0
3:45.0, ,71-81,K. Huerter enters the game for K. Murray,,3,71,81,-10,1935.0
3:45.0,K. Lowry makes free throw 2 of 2,72-81, ,,3,72,81,-9,1935.0
3:27.0, ,72-81,Shooting foul by K. Lowry (drawn by A. Len),,3,72,81,-9,1953.0
3:27.0, ,72-81,A. Len misses free throw 1 of 2,,3,72,81,-9,1953.0
3:27.0, ,72-81,Offensive rebound by Team,,3,72,81,-9,1953.0
3:27.0, ,72-82,A. Len makes free throw 2 of 2,,3,72,82,-10,1953.0
3:16.0,G. Vincent misses 2-pt jump shot from 17 ft,72-82, ,,3,72,82,-10,1964.0
3:12.0, ,72-82,Defensive rebound by D. Mitchell,,3,72,82,-10,1968.0
3:09.0, ,72-82,Turnover by D. Mitchell (bad pass; steal by J. Butler),,3,72,82,-10,1971.0
3:05.0,K. Lowry makes 2-pt layup from 1 ft (assist by J. Butler),74-82, ,,3,74,82,-8,1975.0
3:01.0, ,74-82,Turnover by D. Mitchell (bad pass; steal by K. Lowry),,3,74,82,-8,1979.0
2:56.0,J. Butler misses 2-pt layup from 7 ft (block by T. Lyles),74-82, ,,3,74,82,-8,1984.0
2:53.0, ,74-82,Defensive rebound by D. Mitchell,,3,74,82,-8,1987.0
2:44.0, ,74-85,M. Monk makes 3-pt jump shot from 26 ft (assist by K. Huerter),,3,74,85,-11,1996.0
2:41.0,Miami full timeout,74-85, ,,3,74,85,-11,1999.0
2:41.0,B. Adebayo enters the game for U. Haslem,74-85, ,,3,74,85,-11,1999.0
2:41.0, ,74-85,D. Fox enters the game for A. Len,,3,74,85,-11,1999.0
2:41.0, ,74-85,R. Holmes enters the game for D. Mitchell,,3,74,85,-11,1999.0
2:22.0,B. Adebayo makes 2-pt layup from 1 ft (assist by K. Lowry),76-85, ,,3,76,85,-9,2018.0
1:58.0, ,76-85,Shooting foul by M. Strus (drawn by K. Huerter),,3,76,85,-9,2042.0
1:58.0, ,76-85,K. Huerter misses free throw 1 of 2,,3,76,85,-9,2042.0
1:58.0, ,76-85,Offensive rebound by Team,,3,76,85,-9,2042.0
1:58.0, ,76-85,K. Huerter misses free throw 2 of 2,,3,76,85,-9,2042.0
1:56.0,Defensive rebound by J. Butler,76-85, ,,3,76,85,-9,2044.0
1:37.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by J. Butler),79-85, ,,3,79,85,-6,2063.0
1:21.0, ,79-85,R. Holmes misses 2-pt hook shot from 9 ft,,3,79,85,-6,2079.0
1:18.0,Defensive rebound by G. Vincent,79-85, ,,3,79,85,-6,2082.0
1:07.0,G. Vincent misses 3-pt jump shot from 26 ft (block by D. Fox),79-85, ,,3,79,85,-6,2093.0
1:06.0, ,79-85,Defensive rebound by Team,,3,79,85,-6,2094.0
1:06.0,Loose ball foul by G. Vincent (drawn by D. Fox),79-85, ,,3,79,85,-6,2094.0
1:06.0,C. Martin enters the game for J. Butler,79-85, ,,3,79,85,-6,2094.0
1:06.0, ,79-86,D. Fox makes free throw 1 of 2,,3,79,86,-7,2094.0
1:06.0, ,79-87,D. Fox makes free throw 2 of 2,,3,79,87,-8,2094.0
0:50.0,C. Martin misses 3-pt jump shot from 25 ft,79-87, ,,3,79,87,-8,2110.0
0:47.0, ,79-87,Defensive rebound by R. Holmes,,3,79,87,-8,2113.0
0:44.0, ,79-90,T. Lyles makes 3-pt jump shot from 25 ft (assist by D. Fox),,3,79,90,-11,2116.0
0:30.0,M. Strus makes 3-pt jump shot from 25 ft (assist by B. Adebayo),82-90, ,,3,82,90,-8,2130.0
0:08.0, ,82-90,D. Fox misses 2-pt jump shot from 8 ft,,3,82,90,-8,2152.0
0:05.0, ,82-90,Offensive rebound by D. Fox,,3,82,90,-8,2155.0
0:03.0, ,82-90,M. Monk misses 3-pt jump shot from 23 ft,,3,82,90,-8,2157.0
0:03.0,Defensive rebound by K. Lowry,82-90, ,,3,82,90,-8,2157.0
0:00.0,K. Lowry misses 3-pt jump shot from 50 ft,82-90, ,,3,82,90,-8,2160.0
0:00.0,Offensive rebound by Team,82-90, ,,3,82,90,-8,2160.0
0:00.0,End of 3rd quarter,82-90,,,3,82,90,-8,2160.0
12:00.0,Start of 4th quarter,82-90,,,4,82,90,-8,2160.0
11:46.0,M. Strus misses 3-pt jump shot from 28 ft,82-90, ,,4,82,90,-8,2174.0
11:42.0, ,82-90,Defensive rebound by T. Lyles,,4,82,90,-8,2178.0
11:30.0, ,82-92,D. Fox makes 2-pt jump shot from 7 ft,,4,82,92,-10,2190.0
11:12.0,T. Herro makes 2-pt jump shot from 17 ft,84-92, ,,4,84,92,-8,2208.0
10:57.0, ,84-92,Turnover by H. Barnes (bad pass; steal by C. Martin),,4,84,92,-8,2223.0
10:54.0,C. Martin makes 2-pt dunk from 1 ft,86-92, ,,4,86,92,-6,2226.0
10:53.0, ,86-92,Sacramento full timeout,,4,86,92,-6,2227.0
10:37.0, ,86-92,Shooting foul by G. Vincent (drawn by H. Barnes),,4,86,92,-6,2243.0
10:37.0, ,86-93,H. Barnes makes free throw 1 of 2,,4,86,93,-7,2243.0
10:37.0, ,86-94,H. Barnes makes free throw 2 of 2,,4,86,94,-8,2243.0
10:26.0,B. Adebayo misses 2-pt jump shot from 10 ft,86-94, ,,4,86,94,-8,2254.0
10:23.0, ,86-94,Defensive rebound by D. Fox,,4,86,94,-8,2257.0
10:15.0, ,86-94,Turnover by M. Monk (bad pass),,4,86,94,-8,2265.0
10:04.0,Turnover by T. Herro (bad pass; steal by T. Lyles),86-94, ,,4,86,94,-8,2276.0
10:00.0, ,86-94,Personal foul by M. Strus (drawn by M. Monk),,4,86,94,-8,2280.0
9:51.0, ,86-94,R. Holmes misses 2-pt jump shot from 11 ft,,4,86,94,-8,2289.0
9:48.0,Defensive rebound by B. Adebayo,86-94, ,,4,86,94,-8,2292.0
9:39.0,Personal foul by H. Barnes (drawn by B. Adebayo),86-94, ,,4,86,94,-8,2301.0
9:39.0, ,86-94,K. Huerter enters the game for D. Fox,,4,86,94,-8,2301.0
9:39.0, ,86-94,D. Mitchell enters the game for R. Holmes,,4,86,94,-8,2301.0
9:39.0, ,86-94,D. Sabonis enters the game for M. Monk,,4,86,94,-8,2301.0
9:26.0,M. Strus misses 3-pt jump shot from 26 ft,86-94, ,,4,86,94,-8,2314.0
9:24.0, ,86-94,Defensive rebound by Team,,4,86,94,-8,2316.0
9:24.0,Loose ball foul by C. Martin (drawn by T. Lyles),86-94, ,,4,86,94,-8,2316.0
9:10.0, ,86-94,H. Barnes misses 3-pt jump shot from 25 ft,,4,86,94,-8,2330.0
9:10.0, ,86-94,Offensive rebound by Team,,4,86,94,-8,2330.0
9:10.0,Loose ball foul by M. Strus (drawn by T. Lyles),86-94, ,,4,86,94,-8,2330.0
9:05.0, ,86-94,T. Lyles misses 3-pt jump shot from 25 ft,,4,86,94,-8,2335.0
9:04.0, ,86-94,Offensive rebound by Team,,4,86,94,-8,2336.0
9:04.0, ,86-94,Flagrant foul type 1 by M. Strus (drawn by H. Barnes),,4,86,94,-8,2336.0
9:04.0, ,86-94,Instant Replay (Request: Ruling Stands),,4,86,94,-8,2336.0
9:04.0, ,86-94,K. Murray enters the game for T. Lyles,,4,86,94,-8,2336.0
9:04.0, ,86-95,H. Barnes makes flagrant free throw 1 of 2,,4,86,95,-9,2336.0
9:04.0, ,86-96,H. Barnes makes flagrant free throw 2 of 2,,4,86,96,-10,2336.0
8:50.0, ,86-98,H. Barnes makes 2-pt jump shot from 7 ft,,4,86,98,-12,2350.0
8:50.0,Miami full timeout,86-98, ,,4,86,98,-12,2350.0
8:50.0,J. Butler enters the game for C. Martin,86-98, ,,4,86,98,-12,2350.0
8:50.0,K. Lowry enters the game for G. Vincent,86-98, ,,4,86,98,-12,2350.0
8:41.0,T. Herro makes 2-pt layup from 4 ft (assist by B. Adebayo),88-98, ,,4,88,98,-10,2359.0
8:18.0, ,88-101,K. Huerter makes 3-pt jump shot from 25 ft (assist by D. Sabonis),,4,88,101,-13,2382.0
8:07.0,T. Herro makes 3-pt jump shot from 25 ft,91-101, ,,4,91,101,-10,2393.0
7:59.0, ,91-101,Offensive foul by D. Mitchell (drawn by M. Strus),,4,91,101,-10,2401.0
7:59.0, ,91-101,Turnover by D. Mitchell (offensive foul),,4,91,101,-10,2401.0
7:59.0, ,91-101,D. Fox enters the game for D. Mitchell,,4,91,101,-10,2401.0
7:49.0,Shooting foul by K. Huerter (drawn by T. Herro),91-101, ,,4,91,101,-10,2411.0
7:49.0,T. Herro makes free throw 1 of 1,92-101, ,,4,92,101,-9,2411.0
7:49.0,T. Herro makes 2-pt jump shot from 14 ft,94-101, ,,4,94,101,-7,2411.0
7:42.0, ,94-101,Turnover by D. Fox (traveling),,4,94,101,-7,2418.0
7:34.0,B. Adebayo misses 2-pt layup from 15 ft,94-101, ,,4,94,101,-7,2426.0
7:32.0, ,94-101,Defensive rebound by D. Fox,,4,94,101,-7,2428.0
7:28.0, ,94-101,K. Murray misses 2-pt layup from 3 ft,,4,94,101,-7,2432.0
7:28.0,Defensive rebound by Team,94-101, ,,4,94,101,-7,2432.0
7:19.0,T. Herro makes 3-pt jump shot from 24 ft,97-101, ,,4,97,101,-4,2441.0
7:01.0, ,97-101,D. Fox misses 2-pt jump shot from 23 ft,,4,97,101,-4,2459.0
6:57.0,Defensive rebound by T. Herro,97-101, ,,4,97,101,-4,2463.0
6:53.0,M. Strus misses 2-pt layup from 4 ft,97-101, ,,4,97,101,-4,2467.0
6:51.0, ,97-101,Defensive rebound by D. Sabonis,,4,97,101,-4,2469.0
6:29.0, ,97-101,Turnover by Team (shot clock),,4,97,101,-4,2491.0
6:15.0,J. Butler makes 2-pt dunk from 1 ft (assist by K. Lowry),99-101, ,,4,99,101,-2,2505.0
6:15.0,Shooting foul by H. Barnes (drawn by J. Butler),99-101, ,,4,99,101,-2,2505.0
6:15.0,J. Butler makes free throw 1 of 1,100-101, ,,4,100,101,-1,2505.0
6:06.0, ,100-104,K. Murray makes 3-pt jump shot from 24 ft (assist by H. Barnes),,4,100,104,-4,2514.0
5:52.0,Shooting foul by D. Sabonis (drawn by B. Adebayo),100-104, ,,4,100,104,-4,2528.0
5:52.0,B. Adebayo makes free throw 1 of 2,101-104, ,,4,101,104,-3,2528.0
5:52.0,B. Adebayo makes free throw 2 of 2,102-104, ,,4,102,104,-2,2528.0
5:52.0, ,102-104,R. Holmes enters the game for D. Sabonis,,4,102,104,-2,2528.0
5:38.0, ,102-104,Shooting foul by B. Adebayo (drawn by K. Murray),,4,102,104,-2,2542.0
5:38.0, ,102-105,K. Murray makes free throw 1 of 2,,4,102,105,-3,2542.0
5:38.0,C. Martin enters the game for B. Adebayo,102-105, ,,4,102,105,-3,2542.0
5:38.0, ,102-106,K. Murray makes free throw 2 of 2,,4,102,106,-4,2542.0
5:23.0,T. Herro misses 2-pt jump shot from 20 ft (block by D. Fox),102-106, ,,4,102,106,-4,2557.0
5:20.0,Offensive rebound by T. Herro,102-106, ,,4,102,106,-4,2560.0
5:20.0,Offensive foul by T. Herro (drawn by D. Fox),102-106, ,,4,102,106,-4,2560.0
5:20.0,Turnover by T. Herro (offensive foul),102-106, ,,4,102,106,-4,2560.0
4:59.0, ,102-108,H. Barnes makes 2-pt jump shot from 15 ft (assist by K. Huerter),,4,102,108,-6,2581.0
4:35.0,T. Herro misses 2-pt jump shot from 20 ft,102-108, ,,4,102,108,-6,2605.0
4:33.0, ,102-108,Defensive rebound by H. Barnes,,4,102,108,-6,2607.0
4:12.0, ,102-110,R. Holmes makes 2-pt layup from 2 ft (assist by H. Barnes),,4,102,110,-8,2628.0
4:12.0,Miami full timeout,102-110, ,,4,102,110,-8,2628.0
4:12.0,B. Adebayo enters the game for C. Martin,102-110, ,,4,102,110,-8,2628.0
3:53.0,T. Herro misses 3-pt jump shot from 28 ft,102-110, ,,4,102,110,-8,2647.0
3:50.0,Offensive rebound by M. Strus,102-110, ,,4,102,110,-8,2650.0
3:47.0,T. Herro makes 2-pt dunk from 1 ft (assist by M. Strus),104-110, ,,4,104,110,-6,2653.0
3:27.0, ,104-112,D. Fox makes 2-pt jump shot from 6 ft,,4,104,112,-8,2673.0
3:17.0,B. Adebayo makes 2-pt layup from 1 ft (assist by K. Lowry),106-112, ,,4,106,112,-6,2683.0
2:53.0, ,106-114,K. Huerter makes 2-pt jump shot from 6 ft (assist by D. Fox),,4,106,114,-8,2707.0
2:43.0,K. Lowry misses 3-pt jump shot from 27 ft,106-114, ,,4,106,114,-8,2717.0
2:39.0, ,106-114,Defensive rebound by D. Fox,,4,106,114,-8,2721.0
2:30.0, ,106-114,D. Fox misses 2-pt jump shot from 6 ft,,4,106,114,-8,2730.0
2:29.0, ,106-114,Offensive rebound by D. Fox,,4,106,114,-8,2731.0
2:29.0, ,106-114,Sacramento full timeout,,4,106,114,-8,2731.0
2:28.0, ,106-114,Personal foul by B. Adebayo (drawn by K. Huerter),,4,106,114,-8,2732.0
2:28.0, ,106-115,K. Huerter makes free throw 1 of 2,,4,106,115,-9,2732.0
2:28.0, ,106-116,K. Huerter makes free throw 2 of 2,,4,106,116,-10,2732.0
2:17.0,B. Adebayo makes 2-pt layup from 2 ft,108-116, ,,4,108,116,-8,2743.0
1:56.0, ,108-116,D. Fox misses 3-pt jump shot from 26 ft,,4,108,116,-8,2764.0
1:53.0,Defensive rebound by K. Lowry,108-116, ,,4,108,116,-8,2767.0
1:48.0,Personal foul by D. Fox (drawn by K. Lowry),108-116, ,,4,108,116,-8,2772.0
1:48.0,K. Lowry makes free throw 1 of 2,109-116, ,,4,109,116,-7,2772.0
1:48.0,K. Lowry makes free throw 2 of 2,110-116, ,,4,110,116,-6,2772.0
1:26.0, ,110-116,Shooting foul by K. Lowry (drawn by R. Holmes),,4,110,116,-6,2794.0
1:26.0, ,110-117,R. Holmes makes free throw 1 of 2,,4,110,117,-7,2794.0
1:26.0,Defensive rebound by M. Strus,110-117, ,,4,110,117,-7,2794.0
1:26.0, ,110-117,R. Holmes misses free throw 2 of 2,,4,110,117,-7,2794.0
1:13.0,M. Strus misses 3-pt jump shot from 31 ft,110-117, ,,4,110,117,-7,2807.0
1:11.0, ,110-117,Defensive rebound by D. Fox,,4,110,117,-7,2809.0
1:03.0, ,110-117,D. Fox misses 2-pt layup from 5 ft (block by B. Adebayo),,4,110,117,-7,2817.0
1:03.0,Defensive rebound by Team,110-117, ,,4,110,117,-7,2817.0
1:03.0,Instant Replay (Challenge: Ruling Stands),110-117, ,,4,110,117,-7,2817.0
0:57.0,Personal foul by D. Fox (drawn by B. Adebayo),110-117, ,,4,110,117,-7,2823.0
0:57.0,B. Adebayo makes free throw 1 of 2,111-117, ,,4,111,117,-6,2823.0
0:57.0,B. Adebayo misses free throw 2 of 2,111-117, ,,4,111,117,-6,2823.0
0:56.0,Offensive rebound by K. Lowry,111-117, ,,4,111,117,-6,2824.0
0:56.0,Miami full timeout,111-117, ,,4,111,117,-6,2824.0
0:56.0, ,111-117,T. Lyles enters the game for R. Holmes,,4,111,117,-6,2824.0
0:54.0,M. Strus makes 2-pt layup from 2 ft (assist by K. Lowry),113-117, ,,4,113,117,-4,2826.0
0:34.0, ,113-117,D. Fox misses 2-pt jump shot from 10 ft,,4,113,117,-4,2846.0
0:32.0,Defensive rebound by M. Strus,113-117, ,,4,113,117,-4,2848.0
0:26.0,M. Strus misses 3-pt jump shot from 26 ft,113-117, ,,4,113,117,-4,2854.0
0:21.0, ,113-117,Defensive rebound by K. Huerter,,4,113,117,-4,2859.0
0:14.0, ,113-117,Personal take foul by B. Adebayo (drawn by K. Huerter),,4,113,117,-4,2866.0
0:14.0, ,113-118,K. Huerter makes free throw 1 of 2,,4,113,118,-5,2866.0
0:14.0, ,113-119,K. Huerter makes free throw 2 of 2,,4,113,119,-6,2866.0
0:14.0,Miami full timeout,113-119, ,,4,113,119,-6,2866.0
0:08.0,T. Herro misses 3-pt jump shot from 24 ft,113-119, ,,4,113,119,-6,2872.0
0:04.0, ,113-119,Defensive rebound by T. Lyles,,4,113,119,-6,2876.0
0:04.0, ,113-119,Personal foul by B. Adebayo (drawn by T. Lyles),,4,113,119,-6,2876.0
0:04.0,C. Martin enters the game for B. Adebayo,113-119, ,,4,113,119,-6,2876.0
0:04.0, ,113-119,T. Lyles misses free throw 1 of 2,,4,113,119,-6,2876.0
0:04.0, ,113-119,Offensive rebound by Team,,4,113,119,-6,2876.0
0:04.0, ,113-119,T. Lyles misses free throw 2 of 2,,4,113,119,-6,2876.0
0:02.0,Defensive rebound by J. Butler,113-119, ,,4,113,119,-6,2878.0
0:00.0,End of 4th quarter,113-119,,,4,113,119,-6,2880.0
