Time,Cleveland,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:51.0,E. Mobley makes 2-pt layup from 5 ft (assist by D. Garland),80-75, ,,3,75,80,-5,1989.0
2:51.0,Shooting foul by V. Oladipo (drawn by E. Mobley),80-75, ,,3,75,80,-5,1989.0
2:51.0,Cleveland full timeout,80-75, ,,3,75,80,-5,1989.0
2:51.0,E. Mobley makes free throw 1 of 1,81-75, ,,3,75,81,-6,1989.0
2:40.0, ,81-75,Shooting foul by C. LeVert (drawn by J. Butler),,3,75,81,-6,2000.0
2:40.0, ,81-75,J. Butler misses free throw 1 of 2,,3,75,81,-6,2000.0
2:40.0, ,81-75,Offensive rebound by Team,,3,75,81,-6,2000.0
2:40.0, ,81-75,M. Strus enters the game for G. Vincent,,3,75,81,-6,2000.0
2:40.0, ,81-75,J. Butler misses free throw 2 of 2,,3,75,81,-6,2000.0
2:37.0,Defensive rebound by E. Mobley,81-75, ,,3,75,81,-6,2003.0
2:25.0,Personal foul by C. Zeller (drawn by D. Garland),81-75, ,,3,75,81,-6,2015.0
2:12.0,L. Stevens misses 2-pt jump shot from 16 ft,81-75, ,,3,75,81,-6,2028.0
2:08.0, ,81-75,Defensive rebound by C. Martin,,3,75,81,-6,2032.0
1:56.0, ,81-75,V. Oladipo misses 3-pt jump shot from 25 ft,,3,75,81,-6,2044.0
1:52.0,Defensive rebound by C. LeVert,81-75, ,,3,75,81,-6,2048.0
1:48.0,Turnover by R. Rubio (bad pass; steal by C. Zeller),81-75, ,,3,75,81,-6,2052.0
1:44.0, ,81-77,C. Zeller makes 2-pt layup from 3 ft,,3,77,81,-4,2056.0
1:38.0,E. Mobley makes 2-pt dunk from 1 ft (assist by D. Garland),83-77, ,,3,77,83,-6,2062.0
1:19.0, ,83-77,Turnover by C. Martin (lost ball; steal by R. Rubio),,3,77,83,-6,2081.0
1:14.0,D. Garland makes 2-pt layup from 4 ft (assist by R. Rubio),85-77, ,,3,77,85,-8,2086.0
0:59.0, ,85-79,J. Butler makes 2-pt layup from 3 ft,,3,79,85,-6,2101.0
0:45.0,L. Stevens misses 3-pt jump shot from 23 ft,85-79, ,,3,79,85,-6,2115.0
0:42.0, ,85-79,Defensive rebound by M. Strus,,3,79,85,-6,2118.0
0:31.0, ,85-79,Turnover by V. Oladipo (bad pass; steal by C. LeVert),,3,79,85,-6,2129.0
0:13.0,E. Mobley makes 2-pt dunk from 2 ft (assist by D. Garland),87-79, ,,3,79,87,-8,2147.0
0:00.0, ,87-79,Shooting foul by D. Garland (drawn by M. Strus),,3,79,87,-8,2160.0
0:00.0, ,87-79,Instant Replay (Request: Ruling Stands),,3,79,87,-8,2160.0
0:00.0, ,87-79,B. Adebayo enters the game for J. Butler,,3,79,87,-8,2160.0
0:00.0, ,87-79,T. Herro enters the game for C. Zeller,,3,79,87,-8,2160.0
0:00.0, ,87-80,M. Strus makes free throw 1 of 3,,3,80,87,-7,2160.0
0:00.0, ,87-81,M. Strus makes free throw 2 of 3,,3,81,87,-6,2160.0
0:00.0, ,87-82,M. Strus makes free throw 3 of 3,,3,82,87,-5,2160.0
0:00.0,End of 3rd quarter,87-82,,,3,82,87,-5,2160.0
12:00.0,Start of 4th quarter,87-82,,,4,82,87,-5,2160.0
11:39.0,C. LeVert makes 2-pt layup from 4 ft (assist by J. Allen),89-82, ,,4,82,89,-7,2181.0
11:26.0, ,89-82,Offensive foul by B. Adebayo (drawn by D. Garland),,4,82,89,-7,2194.0
11:26.0, ,89-82,Turnover by B. Adebayo (offensive foul),,4,82,89,-7,2194.0
11:11.0,C. LeVert misses 3-pt jump shot from 25 ft,89-82, ,,4,82,89,-7,2209.0
11:04.0,Offensive rebound by J. Allen,89-82, ,,4,82,89,-7,2216.0
10:57.0,Turnover by C. LeVert (out of bounds lost ball),89-82, ,,4,82,89,-7,2223.0
10:43.0, ,89-84,B. Adebayo makes 2-pt layup from 4 ft (assist by T. Herro),,4,84,89,-5,2237.0
10:16.0,D. Garland misses 2-pt layup from 5 ft,89-84, ,,4,84,89,-5,2264.0
10:16.0,Offensive rebound by Team,89-84, ,,4,84,89,-5,2264.0
10:16.0,Turnover by Team (shot clock),89-84, ,,4,84,89,-5,2264.0
10:04.0, ,89-84,Personal foul by D. Garland (drawn by C. Martin),,4,84,89,-5,2276.0
9:51.0, ,89-84,V. Oladipo misses 2-pt jump shot from 11 ft,,4,84,89,-5,2289.0
9:50.0, ,89-84,Offensive rebound by Team,,4,84,89,-5,2290.0
9:50.0, ,89-84,Turnover by Team (shot clock),,4,84,89,-5,2290.0
9:33.0,D. Garland misses 2-pt jump shot from 16 ft,89-84, ,,4,84,89,-5,2307.0
9:31.0,Offensive rebound by Team,89-84, ,,4,84,89,-5,2309.0
9:31.0, ,89-84,Loose ball foul by V. Oladipo (drawn by J. Allen),,4,84,89,-5,2309.0
9:21.0,R. Rubio misses 2-pt jump shot from 19 ft,89-84, ,,4,84,89,-5,2319.0
9:17.0, ,89-84,Defensive rebound by V. Oladipo,,4,84,89,-5,2323.0
9:10.0, ,89-84,Offensive foul by T. Herro (drawn by R. Rubio),,4,84,89,-5,2330.0
9:10.0, ,89-84,Turnover by T. Herro (offensive foul),,4,84,89,-5,2330.0
8:47.0,R. Rubio misses 3-pt jump shot from 23 ft,89-84, ,,4,84,89,-5,2353.0
8:45.0,Offensive rebound by C. LeVert,89-84, ,,4,84,89,-5,2355.0
8:43.0,D. Garland makes 3-pt jump shot from 26 ft (assist by C. LeVert),92-84, ,,4,84,92,-8,2357.0
8:26.0, ,92-87,T. Herro makes 3-pt jump shot from 26 ft (assist by M. Strus),,4,87,92,-5,2374.0
8:04.0,L. Stevens misses 2-pt layup from 7 ft,92-87, ,,4,87,92,-5,2396.0
8:03.0,Offensive rebound by Team,92-87, ,,4,87,92,-5,2397.0
8:03.0,D. Mitchell enters the game for D. Garland,92-87, ,,4,87,92,-5,2397.0
8:03.0,I. Okoro enters the game for L. Stevens,92-87, ,,4,87,92,-5,2397.0
7:51.0,D. Mitchell makes 2-pt jump shot from 9 ft (assist by I. Okoro),94-87, ,,4,87,94,-7,2409.0
7:34.0, ,94-87,Offensive foul by V. Oladipo (drawn by C. LeVert),,4,87,94,-7,2426.0
7:34.0, ,94-87,Turnover by V. Oladipo (offensive foul),,4,87,94,-7,2426.0
7:09.0,I. Okoro misses 2-pt jump shot from 8 ft,94-87, ,,4,87,94,-7,2451.0
7:07.0, ,94-87,Defensive rebound by C. Martin,,4,87,94,-7,2453.0
6:49.0, ,94-87,T. Herro misses 3-pt jump shot from 23 ft,,4,87,94,-7,2471.0
6:45.0, ,94-87,Offensive rebound by V. Oladipo,,4,87,94,-7,2475.0
6:44.0, ,94-87,V. Oladipo misses 3-pt jump shot from 27 ft,,4,87,94,-7,2476.0
6:44.0,Defensive rebound by J. Allen,94-87, ,,4,87,94,-7,2476.0
6:28.0,Turnover by C. LeVert (bad pass; steal by T. Herro),94-87, ,,4,87,94,-7,2492.0
6:25.0, ,94-87,Shooting foul by R. Rubio (drawn by V. Oladipo),,4,87,94,-7,2495.0
6:25.0, ,94-87,Miami full timeout,,4,87,94,-7,2495.0
6:25.0, ,94-87,J. Butler enters the game for M. Strus,,4,87,94,-7,2495.0
6:25.0, ,94-87,V. Oladipo misses free throw 1 of 2,,4,87,94,-7,2495.0
6:25.0, ,94-87,Offensive rebound by Team,,4,87,94,-7,2495.0
6:25.0, ,94-88,V. Oladipo makes free throw 2 of 2,,4,88,94,-6,2495.0
6:01.0,D. Mitchell misses 3-pt jump shot from 26 ft,94-88, ,,4,88,94,-6,2519.0
5:57.0, ,94-88,Defensive rebound by T. Herro,,4,88,94,-6,2523.0
5:49.0, ,94-88,V. Oladipo misses 3-pt jump shot from 23 ft,,4,88,94,-6,2531.0
5:46.0,Defensive rebound by C. LeVert,94-88, ,,4,88,94,-6,2534.0
5:35.0,C. LeVert makes 2-pt layup from 3 ft,96-88, ,,4,88,96,-8,2545.0
5:16.0, ,96-88,Shooting foul by C. LeVert (drawn by J. Butler),,4,88,96,-8,2564.0
5:16.0, ,96-89,J. Butler makes free throw 1 of 2,,4,89,96,-7,2564.0
5:16.0,D. Garland enters the game for C. LeVert,96-89, ,,4,89,96,-7,2564.0
5:16.0,E. Mobley enters the game for R. Rubio,96-89, ,,4,89,96,-7,2564.0
5:16.0, ,96-90,J. Butler makes free throw 2 of 2,,4,90,96,-6,2564.0
4:56.0,J. Allen misses 2-pt jump shot from 10 ft,96-90, ,,4,90,96,-6,2584.0
4:53.0, ,96-90,Defensive rebound by T. Herro,,4,90,96,-6,2587.0
4:44.0, ,96-90,T. Herro misses 2-pt jump shot from 10 ft,,4,90,96,-6,2596.0
4:43.0,Defensive rebound by J. Allen,96-90, ,,4,90,96,-6,2597.0
4:25.0,E. Mobley makes 2-pt dunk from 2 ft (assist by D. Mitchell),98-90, ,,4,90,98,-8,2615.0
4:11.0, ,98-92,B. Adebayo makes 2-pt jump shot from 7 ft,,4,92,98,-6,2629.0
4:11.0, ,98-92,Shooting foul by D. Garland (drawn by B. Adebayo),,4,92,98,-6,2629.0
4:11.0, ,98-93,B. Adebayo makes free throw 1 of 1,,4,93,98,-5,2629.0
3:57.0,Turnover by D. Garland (lost ball; steal by J. Butler),98-93, ,,4,93,98,-5,2643.0
3:41.0, ,98-93,T. Herro misses 3-pt jump shot from 26 ft,,4,93,98,-5,2659.0
3:37.0,Defensive rebound by J. Allen,98-93, ,,4,93,98,-5,2663.0
3:18.0,Turnover by D. Garland (bad pass),98-93, ,,4,93,98,-5,2682.0
3:18.0, ,98-93,Miami full timeout,,4,93,98,-5,2682.0
3:03.0, ,98-93,Personal foul by E. Mobley (drawn by J. Butler),,4,93,98,-5,2697.0
3:03.0, ,98-94,J. Butler makes free throw 1 of 2,,4,94,98,-4,2697.0
3:03.0, ,98-95,J. Butler makes free throw 2 of 2,,4,95,98,-3,2697.0
2:48.0,Turnover by D. Mitchell (bad pass; steal by T. Herro),98-95, ,,4,95,98,-3,2712.0
2:44.0, ,98-97,C. Martin makes 2-pt dunk from 2 ft (assist by T. Herro),,4,97,98,-1,2716.0
2:21.0,D. Mitchell misses 3-pt jump shot from 27 ft,98-97, ,,4,97,98,-1,2739.0
2:20.0, ,98-97,Defensive rebound by Team,,4,97,98,-1,2740.0
2:01.0, ,98-97,V. Oladipo misses 3-pt jump shot from 27 ft,,4,97,98,-1,2759.0
1:57.0, ,98-97,Offensive rebound by B. Adebayo,,4,97,98,-1,2763.0
1:51.0, ,98-97,J. Butler misses 2-pt jump shot from 11 ft (block by E. Mobley),,4,97,98,-1,2769.0
1:48.0,Defensive rebound by J. Allen,98-97, ,,4,97,98,-1,2772.0
1:28.0,D. Garland makes 2-pt jump shot from 9 ft,100-97, ,,4,97,100,-3,2792.0
1:08.0, ,100-97,V. Oladipo misses 3-pt jump shot from 26 ft,,4,97,100,-3,2812.0
1:04.0,Defensive rebound by J. Allen,100-97, ,,4,97,100,-3,2816.0
0:49.0,I. Okoro makes 2-pt hook shot from 5 ft (assist by D. Garland),102-97, ,,4,97,102,-5,2831.0
0:49.0, ,102-97,Miami full timeout,,4,97,102,-5,2831.0
0:39.0, ,102-97,B. Adebayo misses 2-pt jump shot from 6 ft,,4,97,102,-5,2841.0
0:37.0,Defensive rebound by D. Mitchell,102-97, ,,4,97,102,-5,2843.0
0:22.0,Personal foul by J. Butler (drawn by D. Mitchell),102-97, ,,4,97,102,-5,2858.0
0:22.0,Cleveland full timeout,102-97, ,,4,97,102,-5,2858.0
0:22.0,C. LeVert enters the game for J. Allen,102-97, ,,4,97,102,-5,2858.0
0:22.0,R. Rubio enters the game for I. Okoro,102-97, ,,4,97,102,-5,2858.0
0:22.0,Turnover by  (5 sec),102-97, ,,4,97,102,-5,2858.0
0:22.0, ,102-97,Miami full timeout,,4,97,102,-5,2858.0
0:22.0,J. Allen enters the game for D. Garland,102-97, ,,4,97,102,-5,2858.0
0:22.0,I. Okoro enters the game for D. Mitchell,102-97, ,,4,97,102,-5,2858.0
0:22.0,L. Stevens enters the game for R. Rubio,102-97, ,,4,97,102,-5,2858.0
0:22.0, ,102-97,M. Strus enters the game for V. Oladipo,,4,97,102,-5,2858.0
0:20.0, ,102-100,T. Herro makes 3-pt jump shot from 25 ft (assist by C. Martin),,4,100,102,-2,2860.0
0:20.0,Cleveland full timeout,102-100, ,,4,100,102,-2,2860.0
0:20.0,D. Garland enters the game for C. LeVert,102-100, ,,4,100,102,-2,2860.0
0:20.0,D. Mitchell enters the game for I. Okoro,102-100, ,,4,100,102,-2,2860.0
0:20.0,R. Rubio enters the game for L. Stevens,102-100, ,,4,100,102,-2,2860.0
0:20.0, ,102-100,V. Oladipo enters the game for M. Strus,,4,100,102,-2,2860.0
0:20.0,Personal foul by B. Adebayo (drawn by J. Allen),102-100, ,,4,100,102,-2,2860.0
0:20.0,J. Allen makes free throw 1 of 2,103-100, ,,4,100,103,-3,2860.0
0:20.0,C. LeVert enters the game for D. Garland,103-100, ,,4,100,103,-3,2860.0
0:20.0,I. Okoro enters the game for R. Rubio,103-100, ,,4,100,103,-3,2860.0
0:20.0, ,103-100,M. Strus enters the game for V. Oladipo,,4,100,103,-3,2860.0
0:20.0,J. Allen misses free throw 2 of 2,103-100, ,,4,100,103,-3,2860.0
0:17.0, ,103-100,Defensive rebound by M. Strus,,4,100,103,-3,2863.0
0:04.0, ,103-100,M. Strus misses 3-pt jump shot from 27 ft,,4,100,103,-3,2876.0
0:02.0,Defensive rebound by J. Allen,103-100, ,,4,100,103,-3,2878.0
0:02.0,Personal take foul by C. Martin (drawn by E. Mobley),103-100, ,,4,100,103,-3,2878.0
0:02.0,E. Mobley misses free throw 1 of 2,103-100, ,,4,100,103,-3,2878.0
0:02.0,Offensive rebound by Team,103-100, ,,4,100,103,-3,2878.0
0:02.0,E. Mobley makes free throw 2 of 2,104-100, ,,4,100,104,-4,2878.0
0:02.0, ,104-100,K. Love enters the game for C. Martin,,4,100,104,-4,2878.0
0:00.0, ,104-100,T. Herro misses 3-pt jump shot from 47 ft,,4,100,104,-4,2880.0
0:00.0, ,104-100,Offensive rebound by Team,,4,100,104,-4,2880.0
0:00.0,End of 4th quarter,104-100,,,4,100,104,-4,2880.0
