Time,Miami,Score,Cleveland,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:46.0,O. Robinson misses 2-pt layup from 2 ft (block by E. Mobley),77-70, ,,3,77,70,7,2054.0
1:45.0, ,77-70,Defensive rebound by E. Mobley,,3,77,70,7,2055.0
1:30.0, ,77-73,C. LeVert makes 3-pt jump shot from 22 ft (assist by R. Rubio),,3,77,73,4,2070.0
1:02.0,Turnover by J. Butler (bad pass; steal by D. Mitchell),77-73, ,,3,77,73,4,2098.0
0:57.0, ,77-76,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Wade),,3,77,76,1,2103.0
0:44.0,Shooting foul by E. Mobley (drawn by J. Butler),77-76, ,,3,77,76,1,2116.0
0:44.0,J. Butler makes free throw 1 of 2,78-76, ,,3,78,76,2,2116.0
0:44.0,B. Adebayo enters the game for T. Herro,78-76, ,,3,78,76,2,2116.0
0:44.0,C. Martin enters the game for K. Lowry,78-76, ,,3,78,76,2,2116.0
0:44.0,G. Vincent enters the game for O. Robinson,78-76, ,,3,78,76,2,2116.0
0:44.0,J. Butler makes free throw 2 of 2,79-76, ,,3,79,76,3,2116.0
0:35.0, ,79-76,D. Wade misses 3-pt jump shot from 23 ft,,3,79,76,3,2125.0
0:35.0, ,79-76,Offensive rebound by Team,,3,79,76,3,2125.0
0:35.0,M. Strus enters the game for J. Butler,79-76, ,,3,79,76,3,2125.0
0:21.0, ,79-76,R. Rubio misses 3-pt jump shot from 24 ft,,3,79,76,3,2139.0
0:19.0,Defensive rebound by G. Vincent,79-76, ,,3,79,76,3,2141.0
0:04.0,Shooting foul by R. Rubio (drawn by B. Adebayo),79-76, ,,3,79,76,3,2156.0
0:04.0,B. Adebayo misses free throw 1 of 2,79-76, ,,3,79,76,3,2156.0
0:04.0,Offensive rebound by Team,79-76, ,,3,79,76,3,2156.0
0:04.0,B. Adebayo misses free throw 2 of 2,79-76, ,,3,79,76,3,2156.0
0:02.0, ,79-76,Defensive rebound by E. Mobley,,3,79,76,3,2158.0
0:00.0, ,79-79,D. Mitchell makes 3-pt jump shot from 25 ft (assist by E. Mobley),Tie,3,79,79,0,2160.0
0:00.0, ,79-79,Instant Replay (Request: Ruling Stands),,3,79,79,0,2160.0
0:00.0,End of 3rd quarter,79-79,,,3,79,79,0,2160.0
12:00.0,Start of 4th quarter,79-79,,,4,79,79,0,2160.0
11:50.0, ,79-81,D. Wade makes 2-pt layup from 1 ft (assist by E. Mobley),Lead change,4,79,81,-2,2170.0
11:30.0,G. Vincent misses 2-pt jump shot from 6 ft,79-81, ,,4,79,81,-2,2190.0
11:28.0, ,79-81,Defensive rebound by E. Mobley,,4,79,81,-2,2192.0
11:09.0, ,79-81,C. LeVert misses 3-pt jump shot from 25 ft,,4,79,81,-2,2211.0
11:07.0,Defensive rebound by M. Strus,79-81, ,,4,79,81,-2,2213.0
11:04.0,Turnover by V. Oladipo (traveling),79-81, ,,4,79,81,-2,2216.0
10:42.0, ,79-81,Shooting foul by V. Oladipo (drawn by R. Rubio),,4,79,81,-2,2238.0
10:42.0, ,79-81,R. Rubio misses free throw 1 of 2,,4,79,81,-2,2238.0
10:42.0, ,79-81,Offensive rebound by Team,,4,79,81,-2,2238.0
10:42.0, ,79-81,R. Rubio misses free throw 2 of 2,,4,79,81,-2,2238.0
10:40.0,Defensive rebound by C. Martin,79-81, ,,4,79,81,-2,2240.0
10:29.0,Turnover by M. Strus (bad pass; steal by R. Rubio),79-81, ,,4,79,81,-2,2251.0
10:29.0, ,79-81,Personal foul by G. Vincent (drawn by R. Rubio),,4,79,81,-2,2251.0
10:18.0,Jump ball: E. Mobley vs. B. Adebayo (R. Rubio gains possession),79-81,,,4,79,81,-2,2262.0
10:11.0, ,79-81,Personal foul by G. Vincent (drawn by E. Mobley),,4,79,81,-2,2269.0
9:53.0, ,79-81,R. Rubio misses 3-pt jump shot from 26 ft,,4,79,81,-2,2287.0
9:50.0,Defensive rebound by C. Martin,79-81, ,,4,79,81,-2,2290.0
9:46.0,G. Vincent misses 3-pt jump shot from 23 ft,79-81, ,,4,79,81,-2,2294.0
9:41.0, ,79-81,Defensive rebound by D. Wade,,4,79,81,-2,2299.0
9:29.0, ,79-81,Turnover by D. Garland (lost ball; steal by V. Oladipo),,4,79,81,-2,2311.0
9:25.0,V. Oladipo misses 2-pt layup from 2 ft (block by C. LeVert),79-81, ,,4,79,81,-2,2315.0
9:21.0, ,79-81,Defensive rebound by D. Wade,,4,79,81,-2,2319.0
9:12.0, ,79-81,R. Rubio misses 2-pt layup from 3 ft,,4,79,81,-2,2328.0
9:10.0, ,79-81,Offensive rebound by E. Mobley,,4,79,81,-2,2330.0
9:08.0, ,79-81,D. Garland misses 3-pt jump shot from 25 ft,,4,79,81,-2,2332.0
9:05.0,Defensive rebound by V. Oladipo,79-81, ,,4,79,81,-2,2335.0
8:49.0,G. Vincent misses 3-pt jump shot from 23 ft,79-81, ,,4,79,81,-2,2351.0
8:47.0, ,79-81,Defensive rebound by C. LeVert,,4,79,81,-2,2353.0
8:47.0, ,79-81,Cleveland full timeout,,4,79,81,-2,2353.0
8:47.0,T. Herro enters the game for M. Strus,79-81, ,,4,79,81,-2,2353.0
8:31.0, ,79-81,Turnover by D. Wade (bad pass; steal by V. Oladipo),,4,79,81,-2,2369.0
8:23.0,Turnover by V. Oladipo (lost ball; steal by D. Wade),79-81, ,,4,79,81,-2,2377.0
8:03.0, ,79-83,E. Mobley makes 2-pt jump shot from 7 ft,,4,79,83,-4,2397.0
7:38.0,Turnover by Team (shot clock),79-83, ,,4,79,83,-4,2422.0
7:38.0, ,79-83,J. Allen enters the game for R. Rubio,,4,79,83,-4,2422.0
7:38.0, ,79-83,D. Mitchell enters the game for D. Wade,,4,79,83,-4,2422.0
7:21.0, ,79-83,Offensive foul by J. Allen (drawn by C. Martin),,4,79,83,-4,2439.0
7:21.0, ,79-83,Turnover by J. Allen (offensive foul),,4,79,83,-4,2439.0
7:01.0,T. Herro makes 2-pt jump shot from 10 ft,81-83, ,,4,81,83,-2,2459.0
6:46.0, ,81-85,J. Allen makes 2-pt layup from 1 ft (assist by D. Mitchell),,4,81,85,-4,2474.0
6:35.0,T. Herro makes 3-pt jump shot from 28 ft,84-85, ,,4,84,85,-1,2485.0
6:35.0,Shooting foul by C. LeVert (drawn by T. Herro),84-85, ,,4,84,85,-1,2485.0
6:35.0,J. Butler enters the game for V. Oladipo,84-85, ,,4,84,85,-1,2485.0
6:35.0,T. Herro makes free throw 1 of 1,85-85, ,Tie,4,85,85,0,2485.0
6:16.0, ,85-87,C. LeVert makes 2-pt jump shot from 8 ft (assist by D. Mitchell),,4,85,87,-2,2504.0
6:01.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by G. Vincent),87-87, ,Tie,4,87,87,0,2519.0
5:41.0, ,87-87,J. Allen misses 2-pt jump shot from 7 ft,,4,87,87,0,2539.0
5:38.0,Defensive rebound by B. Adebayo,87-87, ,,4,87,87,0,2542.0
5:38.0, ,87-87,I. Okoro enters the game for E. Mobley,,4,87,87,0,2542.0
5:25.0,C. Martin makes 2-pt jump shot from 8 ft (assist by B. Adebayo),89-87, ,Lead change,4,89,87,2,2555.0
5:12.0, ,89-87,D. Mitchell misses 2-pt jump shot from 8 ft,,4,89,87,2,2568.0
5:09.0,Defensive rebound by G. Vincent,89-87, ,,4,89,87,2,2571.0
5:04.0,C. Martin misses 3-pt jump shot from 24 ft,89-87, ,,4,89,87,2,2576.0
5:04.0, ,89-87,Defensive rebound by C. LeVert,,4,89,87,2,2576.0
4:52.0, ,89-87,C. LeVert misses 2-pt jump shot from 15 ft,,4,89,87,2,2588.0
4:52.0,Defensive rebound by B. Adebayo,89-87, ,,4,89,87,2,2588.0
4:41.0,G. Vincent makes 3-pt jump shot from 29 ft (assist by C. Martin),92-87, ,,4,92,87,5,2599.0
4:19.0, ,92-87,Personal foul by G. Vincent (drawn by D. Garland),,4,92,87,5,2621.0
4:19.0,V. Oladipo enters the game for G. Vincent,92-87, ,,4,92,87,5,2621.0
4:12.0, ,92-89,D. Garland makes 2-pt jump shot from 14 ft (assist by D. Mitchell),,4,92,89,3,2628.0
4:12.0,Miami full timeout,92-89, ,,4,92,89,3,2628.0
4:12.0, ,92-89,E. Mobley enters the game for C. LeVert,,4,92,89,3,2628.0
3:49.0,J. Butler misses 2-pt jump shot from 5 ft,92-89, ,,4,92,89,3,2651.0
3:47.0, ,92-89,Defensive rebound by J. Allen,,4,92,89,3,2653.0
3:28.0, ,92-92,I. Okoro makes 3-pt jump shot from 24 ft (assist by D. Garland),Tie,4,92,92,0,2672.0
3:14.0,Personal foul by D. Garland (drawn by J. Butler),92-92, ,,4,92,92,0,2686.0
3:14.0,Miami full timeout,92-92, ,,4,92,92,0,2686.0
3:14.0,G. Vincent enters the game for V. Oladipo,92-92, ,,4,92,92,0,2686.0
3:04.0,J. Butler misses 2-pt jump shot from 20 ft,92-92, ,,4,92,92,0,2696.0
3:01.0, ,92-92,Defensive rebound by D. Mitchell,,4,92,92,0,2699.0
2:58.0, ,92-92,Personal foul by C. Martin (drawn by D. Mitchell),,4,92,92,0,2702.0
2:58.0, ,92-93,D. Mitchell makes free throw 1 of 2,Lead change,4,92,93,-1,2702.0
2:58.0, ,92-93,D. Mitchell misses free throw 2 of 2,,4,92,93,-1,2702.0
2:55.0,Defensive rebound by B. Adebayo,92-93, ,,4,92,93,-1,2705.0
2:38.0,B. Adebayo makes 2-pt jump shot from 7 ft (assist by J. Butler),94-93, ,Lead change,4,94,93,1,2722.0
2:23.0, ,94-93,Turnover by D. Garland (bad pass; steal by J. Butler),,4,94,93,1,2737.0
2:11.0,Personal foul by E. Mobley (drawn by G. Vincent),94-93, ,,4,94,93,1,2749.0
2:02.0,J. Butler misses 2-pt jump shot from 2 ft,94-93, ,,4,94,93,1,2758.0
1:59.0,Offensive rebound by B. Adebayo,94-93, ,,4,94,93,1,2761.0
1:56.0,B. Adebayo makes 2-pt layup at rim,96-93, ,,4,96,93,3,2764.0
1:43.0, ,96-93,D. Mitchell misses 3-pt jump shot from 25 ft,,4,96,93,3,2777.0
1:42.0, ,96-93,Offensive rebound by Team,,4,96,93,3,2778.0
1:40.0, ,96-93,Turnover by I. Okoro (step out of bounds),,4,96,93,3,2780.0
1:23.0,J. Butler makes 2-pt jump shot from 11 ft,98-93, ,,4,98,93,5,2797.0
1:23.0, ,98-93,Cleveland full timeout,,4,98,93,5,2797.0
1:23.0, ,98-93,C. LeVert enters the game for I. Okoro,,4,98,93,5,2797.0
1:07.0, ,98-93,E. Mobley misses 3-pt jump shot from 24 ft,,4,98,93,5,2813.0
1:04.0,Defensive rebound by T. Herro,98-93, ,,4,98,93,5,2816.0
0:52.0,J. Butler misses 2-pt jump shot from 10 ft,98-93, ,,4,98,93,5,2828.0
0:50.0,Offensive rebound by B. Adebayo,98-93, ,,4,98,93,5,2830.0
0:48.0,G. Vincent misses 3-pt jump shot from 27 ft,98-93, ,,4,98,93,5,2832.0
0:45.0, ,98-93,Defensive rebound by J. Allen,,4,98,93,5,2835.0
0:38.0, ,98-93,Shooting foul by B. Adebayo (drawn by E. Mobley),,4,98,93,5,2842.0
0:38.0, ,98-93,E. Mobley misses free throw 1 of 2,,4,98,93,5,2842.0
0:38.0, ,98-93,Offensive rebound by Team,,4,98,93,5,2842.0
0:38.0, ,98-94,E. Mobley makes free throw 2 of 2,,4,98,94,4,2842.0
0:16.0,T. Herro misses 2-pt jump shot from 12 ft,98-94, ,,4,98,94,4,2864.0
0:15.0,Offensive rebound by B. Adebayo,98-94, ,,4,98,94,4,2865.0
0:15.0,Personal take foul by D. Mitchell (drawn by B. Adebayo),98-94, ,,4,98,94,4,2865.0
0:15.0, ,98-94,I. Okoro enters the game for D. Garland,,4,98,94,4,2865.0
0:12.0,Personal take foul by C. LeVert (drawn by J. Butler),98-94, ,,4,98,94,4,2868.0
0:12.0,J. Butler makes free throw 1 of 2,99-94, ,,4,99,94,5,2868.0
0:12.0,J. Butler misses free throw 2 of 2,99-94, ,,4,99,94,5,2868.0
0:11.0, ,99-94,Defensive rebound by I. Okoro,,4,99,94,5,2869.0
0:11.0, ,99-94,Cleveland full timeout,,4,99,94,5,2869.0
0:11.0, ,99-94,D. Garland enters the game for J. Allen,,4,99,94,5,2869.0
0:11.0, ,99-94,D. Wade enters the game for I. Okoro,,4,99,94,5,2869.0
0:08.0, ,99-97,D. Garland makes 3-pt jump shot from 26 ft (assist by C. LeVert),,4,99,97,2,2872.0
0:08.0,Miami full timeout,99-97, ,,4,99,97,2,2872.0
0:08.0, ,99-97,J. Allen enters the game for D. Garland,,4,99,97,2,2872.0
0:08.0, ,99-97,I. Okoro enters the game for D. Wade,,4,99,97,2,2872.0
0:07.0,Personal take foul by I. Okoro (drawn by J. Butler),99-97, ,,4,99,97,2,2873.0
0:07.0,J. Butler misses free throw 1 of 2,99-97, ,,4,99,97,2,2873.0
0:07.0,Offensive rebound by Team,99-97, ,,4,99,97,2,2873.0
0:07.0, ,99-97,D. Garland enters the game for J. Allen,,4,99,97,2,2873.0
0:07.0, ,99-97,D. Wade enters the game for I. Okoro,,4,99,97,2,2873.0
0:07.0,J. Butler makes free throw 2 of 2,100-97, ,,4,100,97,3,2873.0
0:00.0, ,100-97,D. Mitchell misses 3-pt jump shot from 27 ft,,4,100,97,3,2880.0
0:00.0, ,100-97,Offensive rebound by Team,,4,100,97,3,2880.0
0:00.0,End of 4th quarter,100-97,,,4,100,97,3,2880.0
