Time,Chicago,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:28.0,Defensive rebound by Z. LaVine,85-75, ,,3,75,85,-10,2132.0
0:18.0,G. Dragić makes 3-pt jump shot from 26 ft (assist by Z. LaVine),88-75, ,,3,75,88,-13,2142.0
0:03.0, ,88-75,Personal foul by G. Dragić (drawn by V. Oladipo),,3,75,88,-13,2157.0
0:03.0, ,88-76,V. Oladipo makes free throw 1 of 2,,3,76,88,-12,2157.0
0:03.0, ,88-77,V. Oladipo makes free throw 2 of 2,,3,77,88,-11,2157.0
0:03.0, ,88-77,H. Highsmith enters the game for T. Herro,,3,77,88,-11,2157.0
0:00.0,C. White misses 3-pt jump shot from 36 ft,88-77, ,,3,77,88,-11,2160.0
0:00.0,Offensive rebound by Team,88-77, ,,3,77,88,-11,2160.0
0:00.0,End of 3rd quarter,88-77,,,3,77,88,-11,2160.0
12:00.0,Start of 4th quarter,88-77,,,4,77,88,-11,2160.0
11:42.0,D. DeRozan misses 3-pt jump shot from 26 ft,88-77, ,,4,77,88,-11,2178.0
11:39.0, ,88-77,Defensive rebound by D. Dedmon,,4,77,88,-11,2181.0
11:24.0, ,88-77,D. Robinson misses 3-pt jump shot from 26 ft,,4,77,88,-11,2196.0
11:21.0,Defensive rebound by D. DeRozan,88-77, ,,4,77,88,-11,2199.0
11:01.0,D. DeRozan misses 2-pt jump shot from 19 ft,88-77, ,,4,77,88,-11,2219.0
10:59.0, ,88-77,Defensive rebound by D. Dedmon,,4,77,88,-11,2221.0
10:46.0, ,88-77,D. Robinson misses 3-pt jump shot from 24 ft,,4,77,88,-11,2234.0
10:43.0,Defensive rebound by G. Dragić,88-77, ,,4,77,88,-11,2237.0
10:39.0,Turnover by C. White (traveling),88-77, ,,4,77,88,-11,2241.0
10:20.0, ,88-77,V. Oladipo misses 3-pt jump shot from 26 ft,,4,77,88,-11,2260.0
10:18.0,Defensive rebound by A. Drummond,88-77, ,,4,77,88,-11,2262.0
10:11.0,Shooting foul by D. Dedmon (drawn by A. Drummond),88-77, ,,4,77,88,-11,2269.0
10:11.0,A. Drummond misses free throw 1 of 2,88-77, ,,4,77,88,-11,2269.0
10:11.0,Offensive rebound by Team,88-77, ,,4,77,88,-11,2269.0
10:11.0,A. Drummond makes free throw 2 of 2,89-77, ,,4,77,89,-12,2269.0
9:47.0, ,89-77,Shooting foul by A. Drummond (drawn by J. Cain),,4,77,89,-12,2293.0
9:47.0, ,89-77,J. Cain misses free throw 1 of 2,,4,77,89,-12,2293.0
9:47.0, ,89-77,Offensive rebound by Team,,4,77,89,-12,2293.0
9:47.0, ,89-77,B. Adebayo enters the game for D. Dedmon,,4,77,89,-12,2293.0
9:47.0, ,89-78,J. Cain makes free throw 2 of 2,,4,78,89,-11,2293.0
9:31.0,D. DeRozan makes 2-pt jump shot from 12 ft,91-78, ,,4,78,91,-13,2309.0
9:19.0, ,91-78,T. Herro misses 3-pt jump shot from 27 ft,,4,78,91,-13,2321.0
9:17.0,Defensive rebound by D. DeRozan,91-78, ,,4,78,91,-13,2323.0
9:06.0,G. Dragić misses 2-pt jump shot from 13 ft,91-78, ,,4,78,91,-13,2334.0
9:06.0, ,91-78,Defensive rebound by V. Oladipo,,4,78,91,-13,2334.0
9:06.0, ,91-78,Personal foul by A. Caruso (drawn by V. Oladipo),,4,78,91,-13,2334.0
9:06.0,A. Dosunmu enters the game for C. White,91-78, ,,4,78,91,-13,2334.0
9:06.0, ,91-78,H. Highsmith enters the game for J. Cain,,4,78,91,-13,2334.0
8:51.0, ,91-78,H. Highsmith misses 2-pt jump shot from 10 ft,,4,78,91,-13,2349.0
8:51.0,Defensive rebound by Team,91-78, ,,4,78,91,-13,2349.0
8:51.0, ,91-78,Loose ball foul by B. Adebayo (drawn by D. DeRozan),,4,78,91,-13,2349.0
8:36.0,D. DeRozan makes 2-pt jump shot from 13 ft,93-78, ,,4,78,93,-15,2364.0
8:18.0, ,93-80,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),,4,80,93,-13,2382.0
7:59.0,A. Caruso makes 2-pt layup from 1 ft,95-80, ,,4,80,95,-15,2401.0
7:59.0, ,95-80,Miami full timeout,,4,80,95,-15,2401.0
7:48.0, ,95-80,Personal foul by A. Dosunmu (drawn by D. Robinson),,4,80,95,-15,2412.0
7:40.0, ,95-80,Shooting foul by A. Caruso (drawn by V. Oladipo),,4,80,95,-15,2420.0
7:40.0, ,95-81,V. Oladipo makes free throw 1 of 2,,4,81,95,-14,2420.0
7:40.0,Turnover by A. Caruso (bad pass; steal by H. Highsmith),95-81, ,,4,81,95,-14,2420.0
7:40.0, ,95-82,V. Oladipo makes free throw 2 of 2,,4,82,95,-13,2420.0
7:38.0, ,95-82,Turnover by H. Highsmith (bad pass; steal by A. Caruso),,4,82,95,-13,2422.0
7:33.0,Shooting foul by D. Robinson (drawn by A. Dosunmu),95-82, ,,4,82,95,-13,2427.0
7:33.0,A. Dosunmu misses free throw 1 of 2,95-82, ,,4,82,95,-13,2427.0
7:33.0,Offensive rebound by Team,95-82, ,,4,82,95,-13,2427.0
7:33.0,P. Williams enters the game for A. Caruso,95-82, ,,4,82,95,-13,2427.0
7:33.0,A. Dosunmu makes free throw 2 of 2,96-82, ,,4,82,96,-14,2427.0
7:22.0, ,96-82,Personal foul by G. Dragić (drawn by B. Adebayo),,4,82,96,-14,2438.0
7:22.0, ,96-82,B. Adebayo misses free throw 1 of 2,,4,82,96,-14,2438.0
7:22.0, ,96-82,Offensive rebound by Team,,4,82,96,-14,2438.0
7:22.0, ,96-83,B. Adebayo makes free throw 2 of 2,,4,83,96,-13,2438.0
7:22.0,Z. LaVine enters the game for A. Dosunmu,96-83, ,,4,83,96,-13,2438.0
7:01.0,Jump ball: D. DeRozan vs. H. Highsmith (Z. LaVine gains possession),96-83,,,4,83,96,-13,2459.0
6:57.0,Z. LaVine makes 2-pt layup from 1 ft,98-83, ,,4,83,98,-15,2463.0
6:31.0, ,98-86,H. Highsmith makes 3-pt jump shot from 24 ft (assist by T. Herro),,4,86,98,-12,2489.0
6:19.0,Z. LaVine misses 3-pt jump shot from 24 ft,98-86, ,,4,86,98,-12,2501.0
6:16.0,Offensive rebound by Z. LaVine,98-86, ,,4,86,98,-12,2504.0
6:14.0,Z. LaVine makes 2-pt layup from 2 ft,100-86, ,,4,86,100,-14,2506.0
5:57.0, ,100-88,B. Adebayo makes 2-pt layup from 2 ft,,4,88,100,-12,2523.0
5:39.0,Chicago full timeout,100-88, ,,4,88,100,-12,2541.0
5:39.0,N. Vučević enters the game for A. Drummond,100-88, ,,4,88,100,-12,2541.0
5:31.0,P. Williams misses 2-pt jump shot from 13 ft,100-88, ,,4,88,100,-12,2549.0
5:28.0, ,100-88,Defensive rebound by B. Adebayo,,4,88,100,-12,2552.0
5:25.0, ,100-88,Personal foul by G. Dragić (drawn by D. Robinson),,4,88,100,-12,2555.0
5:25.0, ,100-88,D. Robinson misses free throw 1 of 2,,4,88,100,-12,2555.0
5:25.0, ,100-88,Offensive rebound by Team,,4,88,100,-12,2555.0
5:25.0, ,100-89,D. Robinson makes free throw 2 of 2,,4,89,100,-11,2555.0
5:10.0,N. Vučević makes 3-pt jump shot from 23 ft (assist by Z. LaVine),103-89, ,,4,89,103,-14,2570.0
4:49.0, ,103-89,T. Herro misses 2-pt jump shot from 21 ft,,4,89,103,-14,2591.0
4:48.0,Defensive rebound by N. Vučević,103-89, ,,4,89,103,-14,2592.0
4:26.0,D. DeRozan makes 2-pt layup from 1 ft,105-89, ,,4,89,105,-16,2614.0
4:26.0, ,105-89,Miami full timeout,,4,89,105,-16,2614.0
4:12.0, ,105-89,D. Robinson misses 3-pt jump shot from 23 ft,,4,89,105,-16,2628.0
4:09.0,Defensive rebound by Z. LaVine,105-89, ,,4,89,105,-16,2631.0
4:05.0,Offensive foul by D. DeRozan (drawn by H. Highsmith),105-89, ,,4,89,105,-16,2635.0
4:05.0,Turnover by D. DeRozan (offensive foul),105-89, ,,4,89,105,-16,2635.0
3:55.0, ,105-89,B. Adebayo misses 2-pt hook shot from 5 ft,,4,89,105,-16,2645.0
3:52.0,Defensive rebound by D. DeRozan,105-89, ,,4,89,105,-16,2648.0
3:32.0,N. Vučević makes 3-pt jump shot from 23 ft (assist by Z. LaVine),108-89, ,,4,89,108,-19,2668.0
3:20.0,Violation by Team (kicked ball),108-89, ,,4,89,108,-19,2680.0
3:03.0, ,108-92,H. Highsmith makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,4,92,108,-16,2697.0
2:40.0,P. Williams makes 2-pt jump shot from 14 ft (assist by D. DeRozan),110-92, ,,4,92,110,-18,2720.0
2:27.0, ,110-95,V. Oladipo makes 3-pt jump shot from 25 ft (assist by D. Robinson),,4,95,110,-15,2733.0
2:09.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by P. Williams),113-95, ,,4,95,113,-18,2751.0
1:51.0, ,113-97,H. Highsmith makes 2-pt jump shot from 5 ft (assist by V. Oladipo),,4,97,113,-16,2769.0
1:30.0,Z. LaVine misses 2-pt jump shot from 12 ft,113-97, ,,4,97,113,-16,2790.0
1:24.0, ,113-97,Defensive rebound by B. Adebayo,,4,97,113,-16,2796.0
1:22.0, ,113-97,B. Adebayo misses 2-pt layup from 1 ft,,4,97,113,-16,2798.0
1:21.0, ,113-97,Offensive rebound by B. Adebayo,,4,97,113,-16,2799.0
1:21.0, ,113-99,B. Adebayo makes 2-pt layup at rim,,4,99,113,-14,2799.0
1:21.0,Personal take foul by D. Robinson (drawn by Z. LaVine),113-99, ,,4,99,113,-14,2799.0
1:21.0, ,113-99,J. Cain enters the game for B. Adebayo,,4,99,113,-14,2799.0
1:21.0, ,113-99,N. Jović enters the game for T. Herro,,4,99,113,-14,2799.0
1:21.0, ,113-99,O. Robinson enters the game for V. Oladipo,,4,99,113,-14,2799.0
1:14.0,Turnover by G. Dragić (traveling),113-99, ,,4,99,113,-14,2806.0
0:56.0, ,113-99,N. Jović misses 3-pt jump shot from 26 ft,,4,99,113,-14,2824.0
0:54.0, ,113-99,Offensive rebound by O. Robinson,,4,99,113,-14,2826.0
0:53.0, ,113-101,O. Robinson makes 2-pt jump shot from 6 ft,,4,101,113,-12,2827.0
0:34.0,N. Vučević misses 2-pt layup from 2 ft,113-101, ,,4,101,113,-12,2846.0
0:32.0, ,113-101,Defensive rebound by D. Robinson,,4,101,113,-12,2848.0
0:27.0, ,113-103,J. Cain makes 2-pt layup from 1 ft (assist by O. Robinson),,4,103,113,-10,2853.0
0:02.0,Turnover by Team (shot clock),113-103, ,,4,103,113,-10,2878.0
0:00.0,End of 4th quarter,113-103,,,4,103,113,-10,2880.0
