Time,LA Lakers,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:53.0, ,67-84,Defensive rebound by B. Adebayo,,3,84,67,17,1987.0
2:34.0, ,67-87,C. Martin makes 3-pt jump shot from 25 ft (assist by M. Strus),,3,87,67,20,2006.0
2:32.0,LA Lakers full timeout,67-87, ,,3,87,67,20,2008.0
2:32.0,J. Toscano-Anderson enters the game for L. Walker,67-87, ,,3,87,67,20,2008.0
2:18.0,A. Reaves misses 3-pt jump shot from 26 ft,67-87, ,,3,87,67,20,2022.0
2:15.0, ,67-87,Defensive rebound by T. Herro,,3,87,67,20,2025.0
1:58.0, ,67-89,B. Adebayo makes 2-pt dunk from 2 ft (assist by T. Herro),,3,89,67,22,2042.0
1:46.0,T. Brown makes 3-pt jump shot from 23 ft (assist by R. Westbrook),70-89, ,,3,89,70,19,2054.0
1:24.0, ,70-91,M. Strus makes 2-pt layup from 2 ft (assist by T. Herro),,3,91,70,21,2076.0
1:10.0,R. Westbrook makes 3-pt jump shot from 24 ft (assist by J. Toscano-Anderson),73-91, ,,3,91,73,18,2090.0
0:58.0, ,73-93,T. Herro makes 2-pt jump shot from 12 ft,,3,93,73,20,2102.0
0:41.0,T. Brown makes 3-pt jump shot from 27 ft (assist by J. Toscano-Anderson),76-93, ,,3,93,76,17,2119.0
0:19.0, ,76-95,V. Oladipo makes 2-pt jump shot from 15 ft (assist by T. Herro),,3,95,76,19,2141.0
0:01.0,R. Westbrook makes 2-pt layup from 1 ft,78-95, ,,3,95,78,17,2159.0
0:01.0, ,78-95,Violation by Team (def goaltending),,3,95,78,17,2159.0
0:00.0, ,78-95,M. Strus misses 3-pt jump shot from 32 ft,,3,95,78,17,2160.0
0:00.0, ,78-95,Offensive rebound by Team,,3,95,78,17,2160.0
0:00.0,End of 3rd quarter,78-95,,,3,95,78,17,2160.0
12:00.0,Start of 4th quarter,78-95,,,4,95,78,17,2160.0
11:35.0, ,78-95,J. Butler misses 3-pt jump shot from 24 ft,,4,95,78,17,2185.0
11:33.0,Defensive rebound by J. Toscano-Anderson,78-95, ,,4,95,78,17,2187.0
11:23.0,R. Westbrook misses 3-pt jump shot from 23 ft,78-95, ,,4,95,78,17,2197.0
11:18.0, ,78-95,Defensive rebound by M. Strus,,4,95,78,17,2202.0
11:05.0, ,78-95,J. Butler misses 2-pt layup from 2 ft,,4,95,78,17,2215.0
11:03.0,Defensive rebound by T. Brown,78-95, ,,4,95,78,17,2217.0
10:57.0,J. Toscano-Anderson misses 2-pt layup from 2 ft,78-95, ,,4,95,78,17,2223.0
10:55.0, ,78-95,Defensive rebound by J. Butler,,4,95,78,17,2225.0
10:51.0, ,78-95,D. Robinson misses 3-pt jump shot from 25 ft,,4,95,78,17,2229.0
10:46.0,Defensive rebound by L. James,78-95, ,,4,95,78,17,2234.0
10:41.0,T. Brown makes 3-pt jump shot from 27 ft (assist by D. Schröder),81-95, ,,4,95,81,14,2239.0
10:18.0,Violation by Team (kicked ball),81-95, ,,4,95,81,14,2262.0
10:04.0, ,81-95,M. Strus misses 2-pt jump shot from 21 ft,,4,95,81,14,2276.0
10:01.0,Defensive rebound by J. Toscano-Anderson,81-95, ,,4,95,81,14,2279.0
9:56.0,L. James makes 2-pt layup from 1 ft,83-95, ,,4,95,83,12,2284.0
9:55.0, ,83-95,Miami full timeout,,4,95,83,12,2285.0
9:55.0, ,83-95,B. Adebayo enters the game for O. Robinson,,4,95,83,12,2285.0
9:37.0, ,83-98,D. Robinson makes 3-pt jump shot from 26 ft (assist by J. Butler),,4,98,83,15,2303.0
9:18.0,T. Brown makes 3-pt jump shot from 28 ft (assist by D. Schröder),86-98, ,,4,98,86,12,2322.0
9:00.0, ,86-98,M. Strus misses 3-pt jump shot from 23 ft,,4,98,86,12,2340.0
8:58.0,Defensive rebound by D. Schröder,86-98, ,,4,98,86,12,2342.0
8:44.0,L. James makes 2-pt layup from 2 ft (assist by R. Westbrook),88-98, ,,4,98,88,10,2356.0
8:30.0, ,88-101,D. Robinson makes 3-pt jump shot from 26 ft (assist by V. Oladipo),,4,101,88,13,2370.0
8:22.0,D. Schröder makes 2-pt layup from 1 ft,90-101, ,,4,101,90,11,2378.0
8:03.0, ,90-101,Shooting foul by L. James (drawn by B. Adebayo),,4,101,90,11,2397.0
8:03.0, ,90-102,B. Adebayo makes free throw 1 of 2,,4,102,90,12,2397.0
8:03.0, ,90-102,G. Vincent enters the game for M. Strus,,4,102,90,12,2397.0
8:03.0, ,90-102,B. Adebayo misses free throw 2 of 2,,4,102,90,12,2397.0
8:01.0,Defensive rebound by R. Westbrook,90-102, ,,4,102,90,12,2399.0
7:45.0,L. James misses 2-pt layup from 2 ft,90-102, ,,4,102,90,12,2415.0
7:43.0, ,90-102,Defensive rebound by B. Adebayo,,4,102,90,12,2417.0
7:43.0, ,90-102,Turnover by B. Adebayo (bad pass),,4,102,90,12,2417.0
7:36.0,D. Schröder makes 2-pt layup from 2 ft,92-102, ,,4,102,92,10,2424.0
7:36.0,Shooting foul by B. Adebayo (drawn by D. Schröder),92-102, ,,4,102,92,10,2424.0
7:36.0,D. Schröder misses free throw 1 of 1,92-102, ,,4,102,92,10,2424.0
7:31.0,Offensive rebound by J. Toscano-Anderson,92-102, ,,4,102,92,10,2429.0
7:29.0,L. James misses 2-pt layup from 2 ft (block by V. Oladipo),92-102, ,,4,102,92,10,2431.0
7:29.0,Offensive rebound by Team,92-102, ,,4,102,92,10,2431.0
7:21.0,R. Westbrook misses 2-pt jump shot from 20 ft (block by V. Oladipo),92-102, ,,4,102,92,10,2439.0
7:20.0,Offensive rebound by Team,92-102, ,,4,102,92,10,2440.0
7:18.0,Turnover by Team (shot clock),92-102, ,,4,102,92,10,2442.0
6:56.0, ,92-102,V. Oladipo misses 2-pt layup from 2 ft,,4,102,92,10,2464.0
6:53.0,Defensive rebound by L. James,92-102, ,,4,102,92,10,2467.0
6:49.0,R. Westbrook misses 3-pt jump shot from 26 ft,92-102, ,,4,102,92,10,2471.0
6:48.0,Offensive rebound by Team,92-102, ,,4,102,92,10,2472.0
6:48.0,LA Lakers full timeout,92-102, ,,4,102,92,10,2472.0
6:48.0, ,92-102,T. Herro enters the game for D. Robinson,,4,102,92,10,2472.0
6:44.0,Turnover by R. Westbrook (bad pass; steal by J. Butler),92-102, ,,4,102,92,10,2476.0
6:29.0, ,92-102,Shooting foul by L. James (drawn by B. Adebayo),,4,102,92,10,2491.0
6:29.0, ,92-103,B. Adebayo makes free throw 1 of 2,,4,103,92,11,2491.0
6:29.0, ,92-103,B. Adebayo misses free throw 2 of 2,,4,103,92,11,2491.0
6:27.0,Defensive rebound by L. James,92-103, ,,4,103,92,11,2493.0
6:09.0,D. Schröder misses 3-pt jump shot from 23 ft,92-103, ,,4,103,92,11,2511.0
6:05.0, ,92-103,Defensive rebound by B. Adebayo,,4,103,92,11,2515.0
5:45.0, ,92-105,J. Butler makes 2-pt layup from 4 ft,,4,105,92,13,2535.0
5:26.0,L. James misses 2-pt jump shot from 4 ft,92-105, ,,4,105,92,13,2554.0
5:22.0, ,92-105,Defensive rebound by B. Adebayo,,4,105,92,13,2558.0
5:03.0, ,92-105,V. Oladipo misses 2-pt jump shot from 2 ft,,4,105,92,13,2577.0
5:01.0,Defensive rebound by J. Toscano-Anderson,92-105, ,,4,105,92,13,2579.0
4:57.0,L. James makes 2-pt layup from 2 ft,94-105, ,,4,105,94,11,2583.0
4:57.0,Shooting foul by B. Adebayo (drawn by L. James),94-105, ,,4,105,94,11,2583.0
4:57.0,P. Beverley enters the game for T. Brown,94-105, ,,4,105,94,11,2583.0
4:57.0,L. James makes free throw 1 of 1,95-105, ,,4,105,95,10,2583.0
4:37.0, ,95-105,V. Oladipo misses 3-pt jump shot from 26 ft,,4,105,95,10,2603.0
4:34.0,Defensive rebound by J. Toscano-Anderson,95-105, ,,4,105,95,10,2606.0
4:19.0,R. Westbrook misses 3-pt jump shot from 25 ft,95-105, ,,4,105,95,10,2621.0
4:16.0,Offensive rebound by Team,95-105, ,,4,105,95,10,2624.0
4:16.0, ,95-105,C. Martin enters the game for V. Oladipo,,4,105,95,10,2624.0
4:14.0,P. Beverley misses 2-pt jump shot from 8 ft,95-105, ,,4,105,95,10,2626.0
4:13.0,Offensive rebound by R. Westbrook,95-105, ,,4,105,95,10,2627.0
4:12.0,Shooting foul by T. Herro (drawn by R. Westbrook),95-105, ,,4,105,95,10,2628.0
4:12.0,R. Westbrook misses free throw 1 of 2,95-105, ,,4,105,95,10,2628.0
4:12.0,Offensive rebound by Team,95-105, ,,4,105,95,10,2628.0
4:12.0,R. Westbrook misses free throw 2 of 2,95-105, ,,4,105,95,10,2628.0
4:10.0,Offensive rebound by J. Toscano-Anderson,95-105, ,,4,105,95,10,2630.0
4:00.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by J. Toscano-Anderson),98-105, ,,4,105,98,7,2640.0
3:59.0, ,98-105,Miami full timeout,,4,105,98,7,2641.0
3:32.0, ,98-105,T. Herro misses 2-pt jump shot from 18 ft,,4,105,98,7,2668.0
3:29.0,Defensive rebound by R. Westbrook,98-105, ,,4,105,98,7,2671.0
3:21.0,Turnover by D. Schröder (bad pass; steal by J. Butler),98-105, ,,4,105,98,7,2679.0
3:16.0, ,98-105,J. Butler misses 3-pt jump shot from 24 ft,,4,105,98,7,2684.0
3:11.0,Defensive rebound by P. Beverley,98-105, ,,4,105,98,7,2689.0
2:58.0,P. Beverley misses 3-pt jump shot from 26 ft,98-105, ,,4,105,98,7,2702.0
2:54.0, ,98-105,Defensive rebound by J. Butler,,4,105,98,7,2706.0
2:47.0, ,98-105,Personal foul by J. Toscano-Anderson (drawn by J. Butler),,4,105,98,7,2713.0
2:31.0, ,98-105,B. Adebayo misses 2-pt jump shot from 12 ft,,4,105,98,7,2729.0
2:29.0,Defensive rebound by R. Westbrook,98-105, ,,4,105,98,7,2731.0
2:22.0,Turnover by L. James (bad pass; steal by C. Martin),98-105, ,,4,105,98,7,2738.0
2:00.0, ,98-108,T. Herro makes 3-pt jump shot from 24 ft (assist by J. Butler),,4,108,98,10,2760.0
1:37.0,D. Schröder misses 2-pt layup from 3 ft,98-108, ,,4,108,98,10,2783.0
1:33.0,Offensive rebound by J. Toscano-Anderson,98-108, ,,4,108,98,10,2787.0
1:33.0,R. Westbrook misses 3-pt jump shot from 24 ft,98-108, ,,4,108,98,10,2787.0
1:28.0, ,98-108,Defensive rebound by J. Butler,,4,108,98,10,2792.0
1:15.0, ,98-110,J. Butler makes 2-pt layup from 8 ft,,4,110,98,12,2805.0
1:15.0,LA Lakers full timeout,98-110, ,,4,110,98,12,2805.0
1:15.0,T. Brown enters the game for J. Toscano-Anderson,98-110, ,,4,110,98,12,2805.0
1:05.0,Turnover by L. James (lost ball; steal by J. Butler),98-110, ,,4,110,98,12,2815.0
0:59.0, ,98-110,Personal foul by T. Brown (drawn by C. Martin),,4,110,98,12,2821.0
0:41.0, ,98-110,Turnover by Team (shot clock),,4,110,98,12,2839.0
0:36.0,Turnover by L. James (bad pass; steal by J. Butler),98-110, ,,4,110,98,12,2844.0
0:27.0, ,98-110,Personal foul by R. Westbrook (drawn by T. Herro),,4,110,98,12,2853.0
0:27.0, ,98-111,T. Herro makes free throw 1 of 2,,4,111,98,13,2853.0
0:27.0,M. Christie enters the game for L. James,98-111, ,,4,111,98,13,2853.0
0:27.0,W. Gabriel enters the game for R. Westbrook,98-111, ,,4,111,98,13,2853.0
0:27.0, ,98-111,H. Highsmith enters the game for B. Adebayo,,4,111,98,13,2853.0
0:27.0, ,98-111,N. Jović enters the game for J. Butler,,4,111,98,13,2853.0
0:27.0, ,98-111,O. Robinson enters the game for C. Martin,,4,111,98,13,2853.0
0:27.0, ,98-112,T. Herro makes free throw 2 of 2,,4,112,98,14,2853.0
0:03.0,Turnover by Team (shot clock),98-112, ,,4,112,98,14,2877.0
0:00.0,End of 4th quarter,98-112,,,4,112,98,14,2880.0
