Time,Charlotte,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:43.0,Defensive rebound by K. Oubre,76-92, ,,3,92,76,16,1937.0
3:26.0,K. Oubre misses 2-pt jump shot from 12 ft,76-92, ,,3,92,76,16,1954.0
3:23.0, ,76-92,Defensive rebound by B. Adebayo,,3,92,76,16,1957.0
3:13.0, ,76-92,B. Adebayo misses 2-pt jump shot from 13 ft,,3,92,76,16,1967.0
3:11.0,Defensive rebound by J. McDaniels,76-92, ,,3,92,76,16,1969.0
3:07.0,T. Rozier misses 3-pt jump shot from 26 ft,76-92, ,,3,92,76,16,1973.0
3:04.0, ,76-92,Defensive rebound by B. Adebayo,,3,92,76,16,1976.0
2:52.0, ,76-94,D. Robinson makes 2-pt layup from 1 ft (assist by K. Lowry),,3,94,76,18,1988.0
2:52.0, ,76-94,Shooting foul by J. Bouknight (drawn by D. Robinson),,3,94,76,18,1988.0
2:52.0,L. Ball enters the game for K. Oubre,76-94, ,,3,94,76,18,1988.0
2:52.0,P. Washington enters the game for T. Rozier,76-94, ,,3,94,76,18,1988.0
2:52.0, ,76-95,D. Robinson makes free throw 1 of 1,,3,95,76,19,1988.0
2:45.0,P. Washington makes 2-pt layup from 1 ft,78-95, ,,3,95,78,17,1995.0
2:33.0, ,78-95,Turnover by C. Martin (step out of bounds),,3,95,78,17,2007.0
2:24.0,P. Washington misses 2-pt jump shot from 6 ft,78-95, ,,3,95,78,17,2016.0
2:21.0, ,78-95,Defensive rebound by B. Adebayo,,3,95,78,17,2019.0
2:12.0, ,78-95,D. Robinson misses 3-pt jump shot from 27 ft,,3,95,78,17,2028.0
2:10.0,Defensive rebound by L. Ball,78-95, ,,3,95,78,17,2030.0
2:02.0,L. Ball makes 2-pt jump shot from 17 ft,80-95, ,,3,95,80,15,2038.0
1:43.0, ,80-95,Turnover by C. Martin (bad pass; steal by L. Ball),,3,95,80,15,2057.0
1:37.0,J. Bouknight misses 3-pt jump shot from 23 ft,80-95, ,,3,95,80,15,2063.0
1:36.0,Offensive rebound by Team,80-95, ,,3,95,80,15,2064.0
1:36.0, ,80-95,J. Butler enters the game for B. Adebayo,,3,95,80,15,2064.0
1:36.0, ,80-95,D. Dedmon enters the game for K. Lowry,,3,95,80,15,2064.0
1:36.0, ,80-95,M. Strus enters the game for C. Martin,,3,95,80,15,2064.0
1:25.0,J. Bouknight makes 2-pt layup from 1 ft,82-95, ,,3,95,82,13,2075.0
1:10.0, ,82-97,D. Dedmon makes 2-pt hook shot from 3 ft (assist by J. Butler),,3,97,82,15,2090.0
0:56.0,Shooting foul by D. Dedmon (drawn by L. Ball),82-97, ,,3,97,82,15,2104.0
0:56.0,L. Ball makes free throw 1 of 2,83-97, ,,3,97,83,14,2104.0
0:56.0,L. Ball makes free throw 2 of 2,84-97, ,,3,97,84,13,2104.0
0:41.0, ,84-99,G. Vincent makes 2-pt layup from 3 ft,,3,99,84,15,2119.0
0:35.0,J. McDaniels misses 3-pt jump shot from 24 ft,84-99, ,,3,99,84,15,2125.0
0:31.0, ,84-99,Defensive rebound by D. Robinson,,3,99,84,15,2129.0
0:15.0, ,84-102,G. Vincent makes 3-pt jump shot from 25 ft,,3,102,84,18,2145.0
0:02.0,L. Ball misses 3-pt jump shot from 24 ft,84-102, ,,3,102,84,18,2158.0
0:00.0, ,84-102,Defensive rebound by J. Butler,,3,102,84,18,2160.0
0:00.0,End of 3rd quarter,84-102,,,3,102,84,18,2160.0
12:00.0,Start of 4th quarter,84-102,,,4,102,84,18,2160.0
11:43.0, ,84-102,Violation by Team (kicked ball),,4,102,84,18,2177.0
11:34.0,N. Richards makes 2-pt dunk from 1 ft (assist by J. McDaniels),86-102, ,,4,102,86,16,2186.0
11:08.0, ,86-102,M. Strus misses 3-pt jump shot from 24 ft,,4,102,86,16,2212.0
11:06.0,Defensive rebound by L. Ball,86-102, ,,4,102,86,16,2214.0
10:57.0,N. Richards makes 2-pt layup from 1 ft (assist by L. Ball),88-102, ,,4,102,88,14,2223.0
10:41.0, ,88-102,G. Vincent misses 3-pt jump shot from 23 ft,,4,102,88,14,2239.0
10:38.0,Defensive rebound by L. Ball,88-102, ,,4,102,88,14,2242.0
10:27.0,L. Ball misses 2-pt jump shot from 11 ft,88-102, ,,4,102,88,14,2253.0
10:26.0,Offensive rebound by N. Richards,88-102, ,,4,102,88,14,2254.0
10:26.0,N. Richards makes 2-pt layup from 2 ft,90-102, ,,4,102,90,12,2254.0
10:26.0,Shooting foul by D. Dedmon (drawn by N. Richards),90-102, ,,4,102,90,12,2254.0
10:26.0,N. Richards makes free throw 1 of 1,91-102, ,,4,102,91,11,2254.0
10:08.0, ,91-104,G. Vincent makes 2-pt jump shot from 11 ft,,4,104,91,13,2272.0
9:55.0,Turnover by P. Washington (bad pass; steal by D. Robinson),91-104, ,,4,104,91,13,2285.0
9:47.0, ,91-104,Personal foul by P. Washington (drawn by J. Butler),,4,104,91,13,2293.0
9:47.0,K. Oubre enters the game for P. Washington,91-104, ,,4,104,91,13,2293.0
9:38.0, ,91-106,G. Vincent makes 2-pt jump shot from 10 ft (assist by D. Dedmon),,4,106,91,15,2302.0
9:28.0,L. Ball makes 2-pt jump shot from 5 ft,93-106, ,,4,106,93,13,2312.0
9:20.0, ,93-106,Personal foul by L. Ball (drawn by D. Robinson),,4,106,93,13,2320.0
9:04.0, ,93-108,D. Robinson makes 2-pt jump shot from 4 ft (assist by J. Butler),,4,108,93,15,2336.0
8:54.0,K. Oubre misses 3-pt jump shot from 27 ft,93-108, ,,4,108,93,15,2346.0
8:49.0, ,93-108,Defensive rebound by D. Dedmon,,4,108,93,15,2351.0
8:30.0, ,93-108,G. Vincent misses 3-pt jump shot from 26 ft,,4,108,93,15,2370.0
8:28.0, ,93-108,Offensive rebound by D. Dedmon,,4,108,93,15,2372.0
8:19.0, ,93-108,Shooting foul by L. Ball (drawn by M. Strus),,4,108,93,15,2381.0
8:19.0, ,93-109,M. Strus makes free throw 1 of 3,,4,109,93,16,2381.0
8:19.0, ,93-110,M. Strus makes free throw 2 of 3,,4,110,93,17,2381.0
8:19.0,T. Rozier enters the game for L. Ball,93-110, ,,4,110,93,17,2381.0
8:19.0, ,93-111,M. Strus makes free throw 3 of 3,,4,111,93,18,2381.0
7:57.0,T. Rozier makes 2-pt jump shot from 16 ft (assist by J. McDaniels),95-111, ,,4,111,95,16,2403.0
7:41.0, ,95-111,D. Dedmon misses 3-pt jump shot from 25 ft,,4,111,95,16,2419.0
7:38.0,Defensive rebound by T. Maledon,95-111, ,,4,111,95,16,2422.0
7:33.0,J. McDaniels misses 2-pt layup from 2 ft (block by D. Dedmon),95-111, ,,4,111,95,16,2427.0
7:33.0, ,95-111,Defensive rebound by Team,,4,111,95,16,2427.0
7:20.0, ,95-114,M. Strus makes 3-pt jump shot from 26 ft (assist by J. Butler),,4,114,95,19,2440.0
6:59.0,T. Maledon makes 2-pt jump shot from 12 ft,97-114, ,,4,114,97,17,2461.0
6:59.0, ,97-114,Miami full timeout,,4,114,97,17,2461.0
6:59.0, ,97-114,B. Adebayo enters the game for J. Butler,,4,114,97,17,2461.0
6:59.0, ,97-114,K. Lowry enters the game for D. Dedmon,,4,114,97,17,2461.0
6:59.0, ,97-114,C. Martin enters the game for D. Robinson,,4,114,97,17,2461.0
6:39.0, ,97-114,Turnover by K. Lowry (bad pass; steal by T. Rozier),,4,114,97,17,2481.0
6:36.0,Shooting foul by G. Vincent (drawn by J. McDaniels),97-114, ,,4,114,97,17,2484.0
6:36.0,J. McDaniels makes free throw 1 of 2,98-114, ,,4,114,98,16,2484.0
6:36.0,M. Plumlee enters the game for N. Richards,98-114, ,,4,114,98,16,2484.0
6:36.0,J. McDaniels makes free throw 2 of 2,99-114, ,,4,114,99,15,2484.0
6:23.0, ,99-114,K. Lowry misses 3-pt jump shot from 23 ft,,4,114,99,15,2497.0
6:20.0,Defensive rebound by K. Oubre,99-114, ,,4,114,99,15,2500.0
6:12.0,K. Oubre misses 2-pt jump shot from 4 ft,99-114, ,,4,114,99,15,2508.0
6:08.0, ,99-114,Defensive rebound by M. Strus,,4,114,99,15,2512.0
6:03.0, ,99-114,Personal foul by T. Maledon (drawn by B. Adebayo),,4,114,99,15,2517.0
6:03.0,L. Ball enters the game for T. Maledon,99-114, ,,4,114,99,15,2517.0
5:50.0, ,99-114,B. Adebayo misses 2-pt jump shot from 16 ft,,4,114,99,15,2530.0
5:48.0,Defensive rebound by K. Oubre,99-114, ,,4,114,99,15,2532.0
5:44.0,Shooting foul by M. Strus (drawn by T. Rozier),99-114, ,,4,114,99,15,2536.0
5:44.0,T. Rozier makes free throw 1 of 2,100-114, ,,4,114,100,14,2536.0
5:44.0,T. Rozier misses free throw 2 of 2,100-114, ,,4,114,100,14,2536.0
5:41.0, ,100-114,Defensive rebound by M. Strus,,4,114,100,14,2539.0
5:28.0, ,100-116,B. Adebayo makes 2-pt dunk at rim (assist by G. Vincent),,4,116,100,16,2552.0
5:10.0,L. Ball misses 3-pt jump shot from 27 ft,100-116, ,,4,116,100,16,2570.0
5:06.0, ,100-116,Defensive rebound by B. Adebayo,,4,116,100,16,2574.0
5:05.0, ,100-116,Turnover by B. Adebayo (lost ball; steal by T. Rozier),,4,116,100,16,2575.0
5:02.0,T. Rozier misses 2-pt layup from 3 ft (block by K. Lowry),100-116, ,,4,116,100,16,2578.0
5:02.0,Offensive rebound by Team,100-116, ,,4,116,100,16,2578.0
4:54.0,J. McDaniels makes 2-pt layup from 2 ft,102-116, ,,4,116,102,14,2586.0
4:31.0, ,102-118,K. Lowry makes 2-pt jump shot from 10 ft,,4,118,102,16,2609.0
4:19.0,T. Rozier misses 3-pt jump shot from 28 ft,102-118, ,,4,118,102,16,2621.0
4:16.0, ,102-118,Defensive rebound by K. Lowry,,4,118,102,16,2624.0
4:00.0, ,102-121,M. Strus makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,4,121,102,19,2640.0
3:52.0,Charlotte full timeout,102-121, ,,4,121,102,19,2648.0
3:37.0,K. Oubre makes 2-pt jump shot from 10 ft (assist by T. Rozier),104-121, ,,4,121,104,17,2663.0
3:19.0, ,104-121,C. Martin misses 2-pt dunk from 1 ft (block by K. Oubre),,4,121,104,17,2681.0
3:16.0, ,104-121,Offensive rebound by C. Martin,,4,121,104,17,2684.0
3:13.0, ,104-123,B. Adebayo makes 2-pt jump shot from 7 ft (assist by C. Martin),,4,123,104,19,2687.0
3:00.0,Turnover by J. McDaniels (bad pass; steal by B. Adebayo),104-123, ,,4,123,104,19,2700.0
2:56.0, ,104-123,M. Strus misses 3-pt jump shot from 25 ft,,4,123,104,19,2704.0
2:53.0,Defensive rebound by L. Ball,104-123, ,,4,123,104,19,2707.0
2:49.0,L. Ball misses 2-pt layup from 2 ft,104-123, ,,4,123,104,19,2711.0
2:46.0, ,104-123,Defensive rebound by K. Lowry,,4,123,104,19,2714.0
2:39.0, ,104-123,G. Vincent misses 3-pt jump shot from 25 ft,,4,123,104,19,2721.0
2:37.0,Defensive rebound by K. Oubre,104-123, ,,4,123,104,19,2723.0
2:28.0,M. Plumlee makes 2-pt layup from 1 ft,106-123, ,,4,123,106,17,2732.0
2:08.0, ,106-123,B. Adebayo misses 2-pt jump shot from 13 ft,,4,123,106,17,2752.0
2:05.0,Defensive rebound by M. Plumlee,106-123, ,,4,123,106,17,2755.0
2:00.0,T. Rozier misses 3-pt jump shot from 26 ft,106-123, ,,4,123,106,17,2760.0
1:57.0, ,106-123,Defensive rebound by K. Lowry,,4,123,106,17,2763.0
1:55.0, ,106-123,C. Martin misses 2-pt dunk from 2 ft,,4,123,106,17,2765.0
1:52.0,Defensive rebound by K. Oubre,106-123, ,,4,123,106,17,2768.0
1:50.0,L. Ball makes 3-pt jump shot from 25 ft (assist by K. Oubre),109-123, ,,4,123,109,14,2770.0
1:39.0, ,109-125,B. Adebayo makes 2-pt dunk from 2 ft,,4,125,109,16,2781.0
1:39.0, ,109-125,Shooting foul by K. Oubre (drawn by B. Adebayo),,4,125,109,16,2781.0
1:39.0,J. Bouknight enters the game for L. Ball,109-125, ,,4,125,109,16,2781.0
1:39.0,K. Jones enters the game for J. McDaniels,109-125, ,,4,125,109,16,2781.0
1:39.0,T. Maledon enters the game for K. Oubre,109-125, ,,4,125,109,16,2781.0
1:39.0,N. Richards enters the game for M. Plumlee,109-125, ,,4,125,109,16,2781.0
1:39.0,J. Thor enters the game for T. Rozier,109-125, ,,4,125,109,16,2781.0
1:39.0, ,109-125,H. Highsmith enters the game for K. Lowry,,4,125,109,16,2781.0
1:39.0, ,109-125,D. Robinson enters the game for C. Martin,,4,125,109,16,2781.0
1:39.0, ,109-126,B. Adebayo makes free throw 1 of 1,,4,126,109,17,2781.0
1:38.0,Personal take foul by B. Adebayo (drawn by T. Maledon),109-126, ,,4,126,109,17,2782.0
1:38.0, ,109-126,J. Cain enters the game for B. Adebayo,,4,126,109,17,2782.0
1:38.0, ,109-126,N. Jović enters the game for M. Strus,,4,126,109,17,2782.0
1:28.0,J. Bouknight makes 2-pt jump shot from 11 ft,111-126, ,,4,126,111,15,2792.0
1:12.0, ,111-129,N. Jović makes 3-pt jump shot from 23 ft (assist by G. Vincent),,4,129,111,18,2808.0
0:55.0,Turnover by J. Thor (bad pass; steal by J. Cain),111-129, ,,4,129,111,18,2825.0
0:51.0, ,111-129,Turnover by N. Jović (bad pass; steal by J. Thor),,4,129,111,18,2829.0
0:47.0,K. Jones makes 2-pt dunk from 1 ft (assist by J. Thor),113-129, ,,4,129,113,16,2833.0
0:35.0, ,113-132,J. Cain makes 3-pt jump shot from 25 ft (assist by D. Robinson),,4,132,113,19,2845.0
0:20.0,J. Bouknight misses 3-pt jump shot from 24 ft,113-132, ,,4,132,113,19,2860.0
0:15.0,Offensive rebound by N. Richards,113-132, ,,4,132,113,19,2865.0
0:15.0,N. Richards makes 2-pt layup from 1 ft,115-132, ,,4,132,115,17,2865.0
0:00.0,End of 4th quarter,115-132,,,4,132,115,17,2880.0
