Time,Miami,Score,Atlanta,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:40.0,M. Strus makes 2-pt layup at rim (assist by H. Highsmith),81-74, ,,3,81,74,7,2000.0
2:25.0, ,81-76,J. Collins makes 2-pt jump shot from 18 ft (assist by D. Hunter),,3,81,76,5,2015.0
2:18.0,Shooting foul by A. Griffin (drawn by B. Adebayo),81-76, ,,3,81,76,5,2022.0
2:18.0,B. Adebayo makes free throw 1 of 2,82-76, ,,3,82,76,6,2022.0
2:18.0,T. Herro enters the game for K. Lowry,82-76, ,,3,82,76,6,2022.0
2:18.0,C. Martin enters the game for M. Strus,82-76, ,,3,82,76,6,2022.0
2:18.0, ,82-76,T. Forrest enters the game for D. Hunter,,3,82,76,6,2022.0
2:18.0, ,82-76,F. Kaminsky enters the game for O. Okongwu,,3,82,76,6,2022.0
2:18.0,B. Adebayo makes free throw 2 of 2,83-76, ,,3,83,76,7,2022.0
2:02.0, ,83-76,T. Young misses 3-pt jump shot from 26 ft,,3,83,76,7,2038.0
1:58.0,Defensive rebound by T. Herro,83-76, ,,3,83,76,7,2042.0
1:40.0,B. Adebayo misses 2-pt jump shot from 16 ft,83-76, ,,3,83,76,7,2060.0
1:37.0, ,83-76,Defensive rebound by J. Collins,,3,83,76,7,2063.0
1:30.0, ,83-79,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by T. Young),,3,83,79,4,2070.0
1:13.0,T. Herro misses 3-pt jump shot from 25 ft,83-79, ,,3,83,79,4,2087.0
1:11.0, ,83-79,Defensive rebound by F. Kaminsky,,3,83,79,4,2089.0
1:06.0, ,83-79,Shooting foul by H. Highsmith (drawn by T. Young),,3,83,79,4,2094.0
1:06.0, ,83-80,T. Young makes free throw 1 of 2,,3,83,80,3,2094.0
1:06.0,D. Dedmon enters the game for B. Adebayo,83-80, ,,3,83,80,3,2094.0
1:06.0, ,83-80,J. Johnson enters the game for J. Collins,,3,83,80,3,2094.0
1:06.0, ,83-81,T. Young makes free throw 2 of 2,,3,83,81,2,2094.0
0:55.0,D. Dedmon makes 2-pt layup at rim (assist by T. Herro),85-81, ,,3,85,81,4,2105.0
0:36.0, ,85-81,F. Kaminsky misses 2-pt layup from 2 ft,,3,85,81,4,2124.0
0:33.0,Defensive rebound by H. Highsmith,85-81, ,,3,85,81,4,2127.0
0:18.0,T. Herro misses 3-pt jump shot from 25 ft,85-81, ,,3,85,81,4,2142.0
0:14.0, ,85-81,Defensive rebound by J. Johnson,,3,85,81,4,2146.0
0:00.0, ,85-81,Turnover by T. Young (bad pass; steal by D. Smith),,3,85,81,4,2160.0
0:00.0,End of 3rd quarter,85-81,,,3,85,81,4,2160.0
12:00.0,Start of 4th quarter,85-81,,,4,85,81,4,2160.0
11:36.0, ,85-84,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by T. Forrest),,4,85,84,1,2184.0
11:13.0,C. Martin makes 2-pt jump shot from 2 ft,87-84, ,,4,87,84,3,2207.0
10:53.0, ,87-84,D. Murray misses 3-pt jump shot from 27 ft,,4,87,84,3,2227.0
10:51.0,Defensive rebound by D. Dedmon,87-84, ,,4,87,84,3,2229.0
10:36.0,D. Dedmon misses 3-pt jump shot from 25 ft,87-84, ,,4,87,84,3,2244.0
10:33.0,Offensive rebound by D. Dedmon,87-84, ,,4,87,84,3,2247.0
10:24.0,D. Dedmon makes 2-pt hook shot from 3 ft (assist by C. Martin),89-84, ,,4,89,84,5,2256.0
10:05.0, ,89-84,A. Griffin misses 3-pt jump shot from 26 ft,,4,89,84,5,2275.0
10:01.0,Defensive rebound by D. Dedmon,89-84, ,,4,89,84,5,2279.0
9:54.0,H. Highsmith misses 3-pt jump shot from 22 ft,89-84, ,,4,89,84,5,2286.0
9:50.0, ,89-84,Defensive rebound by J. Johnson,,4,89,84,5,2290.0
9:40.0, ,89-86,T. Forrest makes 2-pt jump shot from 9 ft (assist by F. Kaminsky),,4,89,86,3,2300.0
9:25.0,D. Dedmon makes 2-pt layup from 1 ft (assist by D. Smith),91-86, ,,4,91,86,5,2315.0
9:25.0,Shooting foul by F. Kaminsky (drawn by D. Dedmon),91-86, ,,4,91,86,5,2315.0
9:25.0,D. Dedmon misses free throw 1 of 1,91-86, ,,4,91,86,5,2315.0
9:22.0, ,91-86,Defensive rebound by F. Kaminsky,,4,91,86,5,2318.0
9:14.0, ,91-86,A. Griffin misses 3-pt jump shot from 23 ft,,4,91,86,5,2326.0
9:08.0, ,91-86,Offensive rebound by J. Johnson,,4,91,86,5,2332.0
9:03.0, ,91-86,Turnover by F. Kaminsky (lost ball; steal by C. Martin),,4,91,86,5,2337.0
8:59.0,C. Martin makes 2-pt layup from 2 ft,93-86, ,,4,93,86,7,2341.0
8:58.0, ,93-86,Atlanta full timeout,,4,93,86,7,2342.0
8:58.0, ,93-86,J. Collins enters the game for T. Forrest,,4,93,86,7,2342.0
8:58.0, ,93-86,D. Hunter enters the game for J. Johnson,,4,93,86,7,2342.0
8:58.0, ,93-86,O. Okongwu enters the game for F. Kaminsky,,4,93,86,7,2342.0
8:35.0, ,93-86,A. Griffin misses 3-pt jump shot from 26 ft,,4,93,86,7,2365.0
8:34.0, ,93-86,Offensive rebound by Team,,4,93,86,7,2366.0
8:34.0, ,93-86,Turnover by Team (shot clock),,4,93,86,7,2366.0
8:25.0,T. Herro misses 3-pt jump shot from 25 ft,93-86, ,,4,93,86,7,2375.0
8:23.0, ,93-86,Defensive rebound by A. Griffin,,4,93,86,7,2377.0
8:17.0, ,93-86,O. Okongwu misses 2-pt dunk from 3 ft (block by C. Martin),,4,93,86,7,2383.0
8:13.0,Defensive rebound by D. Dedmon,93-86, ,,4,93,86,7,2387.0
8:05.0,C. Martin makes 3-pt jump shot from 23 ft,96-86, ,,4,96,86,10,2395.0
7:49.0, ,96-86,D. Hunter misses 2-pt jump shot from 5 ft,,4,96,86,10,2411.0
7:46.0,Defensive rebound by C. Martin,96-86, ,,4,96,86,10,2414.0
7:36.0,D. Smith makes 3-pt jump shot from 25 ft (assist by T. Herro),99-86, ,,4,99,86,13,2424.0
7:36.0, ,99-86,Atlanta full timeout,,4,99,86,13,2424.0
7:36.0, ,99-86,T. Young enters the game for A. Griffin,,4,99,86,13,2424.0
7:16.0, ,99-86,D. Hunter misses 2-pt jump shot from 11 ft,,4,99,86,13,2444.0
7:12.0, ,99-86,Offensive rebound by T. Young,,4,99,86,13,2448.0
7:04.0, ,99-86,Turnover by D. Hunter (bad pass; steal by D. Dedmon),,4,99,86,13,2456.0
6:44.0,H. Highsmith misses 3-pt jump shot from 24 ft,99-86, ,,4,99,86,13,2476.0
6:42.0, ,99-86,Defensive rebound by Team,,4,99,86,13,2478.0
6:28.0, ,99-86,D. Murray misses 2-pt layup from 1 ft,,4,99,86,13,2492.0
6:25.0,Defensive rebound by D. Dedmon,99-86, ,,4,99,86,13,2495.0
6:13.0,Turnover by H. Highsmith (traveling),99-86, ,,4,99,86,13,2507.0
6:06.0, ,99-88,T. Young makes 2-pt jump shot from 7 ft,,4,99,88,11,2514.0
5:45.0,C. Martin makes 3-pt jump shot from 25 ft (assist by T. Herro),102-88, ,,4,102,88,14,2535.0
5:25.0, ,102-88,D. Murray misses 3-pt jump shot from 27 ft,,4,102,88,14,2555.0
5:20.0, ,102-88,Offensive rebound by J. Collins,,4,102,88,14,2560.0
5:20.0, ,102-90,J. Collins makes 2-pt dunk at rim,,4,102,90,12,2560.0
5:14.0,Miami full timeout,102-90, ,,4,102,90,12,2566.0
5:14.0,B. Adebayo enters the game for D. Dedmon,102-90, ,,4,102,90,12,2566.0
5:02.0,Turnover by B. Adebayo (lost ball; steal by O. Okongwu),102-90, ,,4,102,90,12,2578.0
4:58.0, ,102-90,O. Okongwu misses 2-pt layup from 2 ft,,4,102,90,12,2582.0
4:56.0,Defensive rebound by D. Smith,102-90, ,,4,102,90,12,2584.0
4:44.0,H. Highsmith misses 2-pt jump shot from 6 ft,102-90, ,,4,102,90,12,2596.0
4:41.0, ,102-90,Defensive rebound by J. Collins,,4,102,90,12,2599.0
4:33.0, ,102-93,D. Murray makes 3-pt jump shot from 26 ft (assist by T. Young),,4,102,93,9,2607.0
4:22.0,Miami full timeout,102-93, ,,4,102,93,9,2618.0
4:22.0,K. Lowry enters the game for H. Highsmith,102-93, ,,4,102,93,9,2618.0
4:22.0,M. Strus enters the game for D. Smith,102-93, ,,4,102,93,9,2618.0
4:08.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),104-93, ,,4,104,93,11,2632.0
3:58.0, ,104-93,T. Young misses 2-pt jump shot from 11 ft,,4,104,93,11,2642.0
3:55.0,Defensive rebound by C. Martin,104-93, ,,4,104,93,11,2645.0
3:41.0,C. Martin misses 2-pt jump shot from 9 ft,104-93, ,,4,104,93,11,2659.0
3:38.0,Offensive rebound by C. Martin,104-93, ,,4,104,93,11,2662.0
3:34.0,M. Strus misses 2-pt layup from 1 ft,104-93, ,,4,104,93,11,2666.0
3:32.0, ,104-93,Defensive rebound by J. Collins,,4,104,93,11,2668.0
3:27.0, ,104-95,D. Murray makes 2-pt jump shot from 6 ft,,4,104,95,9,2673.0
3:27.0, ,104-95,Shooting foul by T. Herro (drawn by D. Murray),,4,104,95,9,2673.0
3:27.0,Technical foul by T. Herro,104-95, ,,4,104,95,9,2673.0
3:27.0, ,104-96,T. Young makes technical free throw,,4,104,96,8,2673.0
3:27.0, ,104-96,D. Murray misses free throw 1 of 1,,4,104,96,8,2673.0
3:27.0,Defensive rebound by C. Martin,104-96, ,,4,104,96,8,2673.0
3:11.0,B. Adebayo makes 2-pt jump shot from 3 ft,106-96, ,,4,106,96,10,2689.0
3:01.0, ,106-96,T. Young misses 3-pt jump shot from 28 ft,,4,106,96,10,2699.0
2:58.0,Defensive rebound by T. Herro,106-96, ,,4,106,96,10,2702.0
2:37.0,Turnover by K. Lowry (step out of bounds),106-96, ,,4,106,96,10,2723.0
2:35.0, ,106-96,Atlanta full timeout,,4,106,96,10,2725.0
2:35.0, ,106-96,A. Griffin enters the game for O. Okongwu,,4,106,96,10,2725.0
2:35.0, ,106-96,Instant Replay,,4,106,96,10,2725.0
2:20.0, ,106-98,J. Collins makes 2-pt layup from 2 ft (assist by D. Hunter),,4,106,98,8,2740.0
2:07.0,Personal foul by D. Hunter (drawn by B. Adebayo),106-98, ,,4,106,98,8,2753.0
1:52.0,M. Strus misses 3-pt jump shot from 24 ft,106-98, ,,4,106,98,8,2768.0
1:50.0, ,106-98,Defensive rebound by D. Hunter,,4,106,98,8,2770.0
1:38.0, ,106-98,A. Griffin misses 2-pt jump shot from 10 ft,,4,106,98,8,2782.0
1:36.0,Defensive rebound by T. Herro,106-98, ,,4,106,98,8,2784.0
1:18.0,K. Lowry misses 3-pt jump shot from 25 ft,106-98, ,,4,106,98,8,2802.0
1:15.0, ,106-98,Defensive rebound by J. Collins,,4,106,98,8,2805.0
1:02.0, ,106-98,D. Murray misses 3-pt jump shot from 26 ft,,4,106,98,8,2818.0
1:00.0,Defensive rebound by T. Herro,106-98, ,,4,106,98,8,2820.0
0:42.0,T. Herro misses 3-pt jump shot from 26 ft,106-98, ,,4,106,98,8,2838.0
0:40.0, ,106-98,Defensive rebound by J. Collins,,4,106,98,8,2840.0
0:34.0, ,106-98,A. Griffin misses 3-pt jump shot from 26 ft,,4,106,98,8,2846.0
0:29.0,Defensive rebound by M. Strus,106-98, ,,4,106,98,8,2851.0
0:07.0,Turnover by Team (shot clock),106-98, ,,4,106,98,8,2873.0
0:00.0,End of 4th quarter,106-98,,,4,106,98,8,2880.0
