Time,Indiana,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:35.0,T. Haliburton misses free throw 1 of 2,79-81, ,,3,81,79,2,1945.0
3:35.0,Offensive rebound by Team,79-81, ,,3,81,79,2,1945.0
3:35.0,C. Duarte enters the game for B. Hield,79-81, ,,3,81,79,2,1945.0
3:35.0,T. Haliburton makes free throw 2 of 2,80-81, ,,3,81,80,1,1945.0
3:21.0, ,80-81,Shooting foul by B. Mathurin (drawn by J. Butler),,3,81,80,1,1959.0
3:21.0, ,80-82,J. Butler makes free throw 1 of 2,,3,82,80,2,1959.0
3:21.0, ,80-83,J. Butler makes free throw 2 of 2,,3,83,80,3,1959.0
3:04.0,D. Theis makes 2-pt jump shot from 7 ft (assist by C. Duarte),82-83, ,,3,83,82,1,1976.0
2:48.0, ,82-83,J. Butler misses 2-pt jump shot from 11 ft,,3,83,82,1,1992.0
2:47.0, ,82-83,Offensive rebound by O. Robinson,,3,83,82,1,1993.0
2:47.0, ,82-85,O. Robinson makes 2-pt hook shot from 6 ft,,3,85,82,3,1993.0
2:47.0,Violation by Team (def goaltending),82-85, ,,3,85,82,3,1993.0
2:33.0,Personal foul by H. Highsmith (drawn by T. Haliburton),82-85, ,,3,85,82,3,2007.0
2:33.0,T. Haliburton makes free throw 1 of 2,83-85, ,,3,85,83,2,2007.0
2:33.0,T. Haliburton misses free throw 2 of 2,83-85, ,,3,85,83,2,2007.0
2:30.0, ,83-85,Defensive rebound by M. Strus,,3,85,83,2,2010.0
2:19.0, ,83-85,Turnover by T. Herro (step out of bounds),,3,85,83,2,2021.0
2:05.0,D. Theis misses 2-pt layup from 1 ft,83-85, ,,3,85,83,2,2035.0
2:03.0, ,83-85,Defensive rebound by T. Herro,,3,85,83,2,2037.0
2:02.0, ,83-85,Shooting foul by C. Duarte (drawn by T. Herro),,3,85,83,2,2038.0
2:02.0, ,83-86,T. Herro makes free throw 1 of 2,,3,86,83,3,2038.0
2:02.0, ,83-87,T. Herro makes free throw 2 of 2,,3,87,83,4,2038.0
1:47.0,B. Mathurin misses 2-pt layup from 2 ft (block by H. Highsmith),83-87, ,,3,87,83,4,2053.0
1:47.0, ,83-87,Defensive rebound by Team,,3,87,83,4,2053.0
1:47.0,B. Hield enters the game for B. Mathurin,83-87, ,,3,87,83,4,2053.0
1:28.0, ,83-87,T. Herro misses 3-pt jump shot from 26 ft,,3,87,83,4,2072.0
1:24.0, ,83-87,Offensive rebound by O. Robinson,,3,87,83,4,2076.0
1:22.0, ,83-89,T. Herro makes 2-pt layup from 2 ft (assist by O. Robinson),,3,89,83,6,2078.0
1:09.0,B. Hield misses 3-pt jump shot from 25 ft,83-89, ,,3,89,83,6,2091.0
1:05.0, ,83-89,Defensive rebound by M. Strus,,3,89,83,6,2095.0
0:55.0, ,83-89,O. Robinson misses 2-pt jump shot from 11 ft,,3,89,83,6,2105.0
0:50.0,Defensive rebound by B. Hield,83-89, ,,3,89,83,6,2110.0
0:47.0,Turnover by T. Haliburton (step out of bounds),83-89, ,,3,89,83,6,2113.0
0:31.0, ,83-89,Turnover by H. Highsmith (step out of bounds),,3,89,83,6,2129.0
0:31.0, ,83-89,B. Adebayo enters the game for J. Butler,,3,89,83,6,2129.0
0:31.0, ,83-89,C. Martin enters the game for O. Robinson,,3,89,83,6,2129.0
0:31.0, ,83-89,G. Vincent enters the game for M. Strus,,3,89,83,6,2129.0
0:08.0,C. Duarte misses 2-pt jump shot from 11 ft,83-89, ,,3,89,83,6,2152.0
0:05.0, ,83-89,Defensive rebound by H. Highsmith,,3,89,83,6,2155.0
0:04.0, ,83-89,Turnover by H. Highsmith (bad pass; steal by T. Haliburton),,3,89,83,6,2156.0
0:00.0,B. Hield misses 3-pt jump shot from 25 ft,83-89, ,,3,89,83,6,2160.0
0:00.0,Offensive rebound by Team,83-89, ,,3,89,83,6,2160.0
0:00.0,End of 3rd quarter,83-89,,,3,89,83,6,2160.0
12:00.0,Start of 4th quarter,83-89,,,4,89,83,6,2160.0
11:43.0, ,83-89,T. Herro misses 2-pt jump shot from 8 ft,,4,89,83,6,2177.0
11:41.0,Defensive rebound by M. Turner,83-89, ,,4,89,83,6,2179.0
11:32.0,T. McConnell misses 3-pt jump shot from 26 ft,83-89, ,,4,89,83,6,2188.0
11:30.0, ,83-89,Defensive rebound by T. Herro,,4,89,83,6,2190.0
11:18.0, ,83-91,B. Adebayo makes 2-pt jump shot from 8 ft,,4,91,83,8,2202.0
11:01.0,Turnover by T. McConnell (step out of bounds),83-91, ,,4,91,83,8,2219.0
10:46.0, ,83-91,Personal foul by A. Nembhard (drawn by T. Herro),,4,91,83,8,2234.0
10:34.0, ,83-93,T. Herro makes 2-pt jump shot from 8 ft (assist by B. Adebayo),,4,93,83,10,2246.0
10:23.0,M. Turner misses 3-pt jump shot from 27 ft,83-93, ,,4,93,83,10,2257.0
10:20.0, ,83-93,Defensive rebound by B. Adebayo,,4,93,83,10,2260.0
10:14.0, ,83-95,B. Adebayo makes 2-pt jump shot from 13 ft,,4,95,83,12,2266.0
10:14.0,Indiana full timeout,83-95, ,,4,95,83,12,2266.0
10:04.0,Personal foul by M. Strus (drawn by M. Turner),83-95, ,,4,95,83,12,2276.0
10:04.0, ,83-95,C. Martin enters the game for M. Strus,,4,95,83,12,2276.0
9:56.0,T. McConnell makes 2-pt layup from 2 ft,85-95, ,,4,95,85,10,2284.0
9:40.0, ,85-95,G. Vincent misses 3-pt jump shot from 23 ft,,4,95,85,10,2300.0
9:37.0,Defensive rebound by M. Turner,85-95, ,,4,95,85,10,2303.0
9:23.0,Turnover by C. Duarte (bad pass; steal by C. Martin),85-95, ,,4,95,85,10,2317.0
9:15.0, ,85-95,T. Herro misses 2-pt jump shot from 12 ft,,4,95,85,10,2325.0
9:13.0,Defensive rebound by T. McConnell,85-95, ,,4,95,85,10,2327.0
9:01.0,T. McConnell misses 2-pt jump shot from 13 ft,85-95, ,,4,95,85,10,2339.0
9:01.0, ,85-95,Defensive rebound by H. Highsmith,,4,95,85,10,2339.0
8:47.0, ,85-97,B. Adebayo makes 2-pt jump shot from 15 ft (assist by T. Herro),,4,97,85,12,2353.0
8:39.0,Indiana full timeout,85-97, ,,4,97,85,12,2361.0
8:39.0,T. Haliburton enters the game for C. Duarte,85-97, ,,4,97,85,12,2361.0
8:39.0,A. Nesmith enters the game for A. Nembhard,85-97, ,,4,97,85,12,2361.0
8:37.0,Shooting foul by G. Vincent (drawn by B. Hield),85-97, ,,4,97,85,12,2363.0
8:37.0,B. Hield makes free throw 1 of 3,86-97, ,,4,97,86,11,2363.0
8:37.0,B. Hield makes free throw 2 of 3,87-97, ,,4,97,87,10,2363.0
8:37.0,B. Hield makes free throw 3 of 3,88-97, ,,4,97,88,9,2363.0
8:22.0, ,88-97,G. Vincent misses 2-pt layup from 2 ft (block by B. Hield),,4,97,88,9,2378.0
8:19.0, ,88-97,Offensive rebound by G. Vincent,,4,97,88,9,2381.0
8:14.0, ,88-97,T. Herro misses 2-pt jump shot from 8 ft,,4,97,88,9,2386.0
8:11.0,Defensive rebound by T. McConnell,88-97, ,,4,97,88,9,2389.0
8:11.0,B. Hield makes 2-pt dunk from 2 ft (assist by T. McConnell),90-97, ,,4,97,90,7,2389.0
8:11.0, ,90-97,Miami full timeout,,4,97,90,7,2389.0
7:59.0, ,90-99,B. Adebayo makes 2-pt jump shot from 10 ft (assist by C. Martin),,4,99,90,9,2401.0
7:42.0,B. Hield makes 3-pt jump shot from 26 ft,93-99, ,,4,99,93,6,2418.0
7:32.0, ,93-99,Personal foul by B. Hield (drawn by G. Vincent),,4,99,93,6,2428.0
7:32.0, ,93-99,J. Butler enters the game for H. Highsmith,,4,99,93,6,2428.0
7:29.0, ,93-99,Turnover by B. Adebayo (traveling),,4,99,93,6,2431.0
7:05.0,M. Turner makes 3-pt jump shot from 24 ft (assist by A. Nesmith),96-99, ,,4,99,96,3,2455.0
6:42.0, ,96-99,B. Adebayo misses 2-pt jump shot from 10 ft,,4,99,96,3,2478.0
6:38.0,Defensive rebound by B. Hield,96-99, ,,4,99,96,3,2482.0
6:16.0,A. Nesmith misses 3-pt jump shot from 24 ft,96-99, ,,4,99,96,3,2504.0
6:15.0,Offensive rebound by M. Turner,96-99, ,,4,99,96,3,2505.0
6:15.0,Shooting foul by J. Butler (drawn by M. Turner),96-99, ,,4,99,96,3,2505.0
6:15.0,M. Turner makes free throw 1 of 2,97-99, ,,4,99,97,2,2505.0
6:15.0,M. Turner makes free throw 2 of 2,98-99, ,,4,99,98,1,2505.0
6:07.0, ,98-99,Personal foul by A. Nesmith (drawn by J. Butler),,4,99,98,1,2513.0
5:50.0, ,98-99,T. Herro misses 2-pt jump shot from 5 ft,,4,99,98,1,2530.0
5:46.0, ,98-99,Offensive rebound by B. Adebayo,,4,99,98,1,2534.0
5:45.0, ,98-101,B. Adebayo makes 2-pt dunk at rim,,4,101,98,3,2535.0
5:40.0,B. Hield misses 3-pt jump shot from 28 ft,98-101, ,,4,101,98,3,2540.0
5:40.0, ,98-101,Defensive rebound by C. Martin,,4,101,98,3,2540.0
5:29.0, ,98-101,J. Butler misses 2-pt hook shot from 6 ft,,4,101,98,3,2551.0
5:28.0, ,98-101,Offensive rebound by C. Martin,,4,101,98,3,2552.0
5:27.0, ,98-101,Shooting foul by M. Turner (drawn by C. Martin),,4,101,98,3,2553.0
5:27.0, ,98-102,C. Martin makes free throw 1 of 2,,4,102,98,4,2553.0
5:27.0, ,98-102,C. Martin misses free throw 2 of 2,,4,102,98,4,2553.0
5:22.0,Defensive rebound by A. Nesmith,98-102, ,,4,102,98,4,2558.0
5:03.0,T. Haliburton misses 3-pt jump shot from 25 ft,98-102, ,,4,102,98,4,2577.0
5:01.0, ,98-102,Defensive rebound by B. Adebayo,,4,102,98,4,2579.0
4:48.0, ,98-105,G. Vincent makes 3-pt jump shot from 24 ft (assist by J. Butler),,4,105,98,7,2592.0
4:48.0,Indiana full timeout,98-105, ,,4,105,98,7,2592.0
4:48.0,A. Nembhard enters the game for T. McConnell,98-105, ,,4,105,98,7,2592.0
4:25.0,A. Nembhard misses 2-pt jump shot from 12 ft,98-105, ,,4,105,98,7,2615.0
4:19.0, ,98-105,Defensive rebound by G. Vincent,,4,105,98,7,2621.0
4:05.0, ,98-105,G. Vincent misses 3-pt jump shot from 27 ft,,4,105,98,7,2635.0
4:01.0,Defensive rebound by T. Haliburton,98-105, ,,4,105,98,7,2639.0
3:56.0,A. Nesmith misses 3-pt jump shot from 23 ft,98-105, ,,4,105,98,7,2644.0
3:51.0, ,98-105,Defensive rebound by B. Adebayo,,4,105,98,7,2649.0
3:48.0, ,98-105,Miami full timeout,,4,105,98,7,2652.0
3:33.0, ,98-105,Turnover by Team (shot clock),,4,105,98,7,2667.0
3:15.0,Turnover by B. Hield (lost ball; steal by G. Vincent),98-105, ,,4,105,98,7,2685.0
2:54.0, ,98-105,C. Martin misses 2-pt jump shot from 17 ft,,4,105,98,7,2706.0
2:50.0,Defensive rebound by B. Hield,98-105, ,,4,105,98,7,2710.0
2:40.0,B. Hield makes 3-pt jump shot from 26 ft (assist by T. Haliburton),101-105, ,,4,105,101,4,2720.0
2:24.0, ,101-105,J. Butler misses 2-pt layup from 3 ft (block by M. Turner),,4,105,101,4,2736.0
2:21.0, ,101-105,Offensive rebound by J. Butler,,4,105,101,4,2739.0
2:18.0, ,101-107,J. Butler makes 2-pt layup from 6 ft,,4,107,101,6,2742.0
2:06.0,A. Nesmith misses 3-pt jump shot from 26 ft,101-107, ,,4,107,101,6,2754.0
2:03.0, ,101-107,Defensive rebound by T. Herro,,4,107,101,6,2757.0
1:45.0, ,101-107,T. Herro misses 3-pt jump shot from 26 ft,,4,107,101,6,2775.0
1:43.0,Defensive rebound by M. Turner,101-107, ,,4,107,101,6,2777.0
1:32.0,Turnover by A. Nembhard (bad pass; steal by B. Adebayo),101-107, ,,4,107,101,6,2788.0
1:28.0, ,101-107,Shooting foul by A. Nesmith (drawn by C. Martin),,4,107,101,6,2792.0
1:28.0,T. McConnell enters the game for A. Nesmith,101-107, ,,4,107,101,6,2792.0
1:28.0, ,101-108,C. Martin makes free throw 1 of 2,,4,108,101,7,2792.0
1:28.0, ,101-109,C. Martin makes free throw 2 of 2,,4,109,101,8,2792.0
1:10.0,Personal foul by C. Martin (drawn by T. McConnell),101-109, ,,4,109,101,8,2810.0
1:08.0,B. Hield makes 3-pt jump shot from 26 ft (assist by T. McConnell),104-109, ,,4,109,104,5,2812.0
0:58.0,Jump ball: B. Adebayo vs. A. Nembhard (C. Martin gains possession),104-109,,,4,109,104,5,2822.0
0:50.0, ,104-109,Personal foul by T. McConnell (drawn by G. Vincent),,4,109,104,5,2830.0
0:50.0, ,104-110,G. Vincent makes free throw 1 of 2,,4,110,104,6,2830.0
0:50.0, ,104-111,G. Vincent makes free throw 2 of 2,,4,111,104,7,2830.0
0:43.0,Personal foul by C. Martin (drawn by M. Turner),104-111, ,,4,111,104,7,2837.0
0:43.0,M. Turner makes free throw 1 of 2,105-111, ,,4,111,105,6,2837.0
0:43.0,M. Turner makes free throw 2 of 2,106-111, ,,4,111,106,5,2837.0
0:38.0, ,106-111,Personal foul by T. Haliburton (drawn by G. Vincent),,4,111,106,5,2842.0
0:38.0, ,106-111,G. Vincent misses free throw 1 of 2,,4,111,106,5,2842.0
0:38.0, ,106-111,Offensive rebound by Team,,4,111,106,5,2842.0
0:38.0, ,106-112,G. Vincent makes free throw 2 of 2,,4,112,106,6,2842.0
0:32.0,M. Turner misses 3-pt jump shot from 25 ft,106-112, ,,4,112,106,6,2848.0
0:32.0, ,106-112,Defensive rebound by Team,,4,112,106,6,2848.0
0:19.0, ,106-112,Turnover by B. Adebayo (lost ball; steal by B. Hield),,4,112,106,6,2861.0
0:10.0,T. Haliburton makes 3-pt jump shot from 23 ft (assist by T. McConnell),109-112, ,,4,112,109,3,2870.0
0:10.0, ,109-112,Miami full timeout,,4,112,109,3,2870.0
0:07.0, ,109-112,Personal foul by M. Turner (drawn by B. Adebayo),,4,112,109,3,2873.0
0:07.0, ,109-113,B. Adebayo makes free throw 1 of 2,,4,113,109,4,2873.0
0:07.0, ,109-114,B. Adebayo makes free throw 2 of 2,,4,114,109,5,2873.0
0:01.0,T. Haliburton misses 3-pt jump shot from 27 ft,109-114, ,,4,114,109,5,2879.0
0:00.0,Offensive rebound by B. Hield,109-114, ,,4,114,109,5,2880.0
0:00.0,B. Hield makes 2-pt layup at rim,111-114, ,,4,114,111,3,2880.0
0:00.0, ,111-114,Personal take foul by M. Turner (drawn by B. Adebayo),,4,114,111,3,2880.0
0:00.0,D. Theis enters the game for M. Turner,111-114, ,,4,114,111,3,2880.0
0:00.0, ,111-115,B. Adebayo makes free throw 1 of 2,,4,115,111,4,2880.0
0:00.0, ,111-116,B. Adebayo makes free throw 2 of 2,,4,116,111,5,2880.0
0:00.0,End of 4th quarter,111-116,,,4,116,111,5,2880.0
