Time,Miami,Score,Brooklyn,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:54.0,H. Highsmith makes free throw 2 of 2,70-67, ,,3,70,67,3,1866.0
4:32.0, ,70-70,C. Thomas makes 3-pt jump shot from 25 ft,Tie,3,70,70,0,1888.0
4:09.0,J. Butler makes 2-pt jump shot from 11 ft,72-70, ,,3,72,70,2,1911.0
4:00.0, ,72-70,Turnover by M. Bridges (bad pass),,3,72,70,2,1920.0
3:35.0,J. Butler misses 2-pt jump shot from 17 ft,72-70, ,,3,72,70,2,1945.0
3:32.0, ,72-70,Defensive rebound by C. Thomas,,3,72,70,2,1948.0
3:22.0, ,72-73,J. Harris makes 3-pt jump shot from 25 ft (assist by C. Thomas),Lead change,3,72,73,-1,1958.0
3:21.0,Miami full timeout,72-73, ,,3,72,73,-1,1959.0
3:21.0,B. Adebayo enters the game for J. Butler,72-73, ,,3,72,73,-1,1959.0
3:21.0,M. Strus enters the game for C. Martin,72-73, ,,3,72,73,-1,1959.0
3:02.0,D. Robinson misses 3-pt jump shot from 26 ft,72-73, ,,3,72,73,-1,1978.0
2:57.0, ,72-73,Defensive rebound by J. Harris,,3,72,73,-1,1983.0
2:49.0, ,72-73,J. Harris misses 3-pt jump shot from 24 ft,,3,72,73,-1,1991.0
2:46.0, ,72-73,Offensive rebound by N. Claxton,,3,72,73,-1,1994.0
2:44.0, ,72-73,C. Thomas misses 3-pt jump shot from 26 ft,,3,72,73,-1,1996.0
2:41.0,Defensive rebound by B. Adebayo,72-73, ,,3,72,73,-1,1999.0
2:25.0,B. Adebayo misses 2-pt jump shot from 7 ft,72-73, ,,3,72,73,-1,2015.0
2:21.0, ,72-73,Defensive rebound by B. Simmons,,3,72,73,-1,2019.0
2:15.0, ,72-73,C. Thomas misses 2-pt jump shot from 13 ft,,3,72,73,-1,2025.0
2:13.0,Defensive rebound by B. Adebayo,72-73, ,,3,72,73,-1,2027.0
1:57.0,Shooting foul by N. Claxton (drawn by G. Vincent),72-73, ,,3,72,73,-1,2043.0
1:57.0,G. Vincent makes free throw 1 of 3,73-73, ,Tie,3,73,73,0,2043.0
1:57.0,G. Vincent makes free throw 2 of 3,74-73, ,Lead change,3,74,73,1,2043.0
1:57.0,J. Bouyea enters the game for D. Robinson,74-73, ,,3,74,73,1,2043.0
1:57.0, ,74-73,R. O'Neale enters the game for N. Claxton,,3,74,73,1,2043.0
1:57.0,G. Vincent misses free throw 3 of 3,74-73, ,,3,74,73,1,2043.0
1:55.0, ,74-73,Defensive rebound by B. Simmons,,3,74,73,1,2045.0
1:45.0, ,74-76,R. O'Neale makes 3-pt jump shot from 25 ft (assist by B. Simmons),Lead change,3,74,76,-2,2055.0
1:25.0,G. Vincent misses 3-pt jump shot from 26 ft,74-76, ,,3,74,76,-2,2075.0
1:24.0, ,74-76,Defensive rebound by Team,,3,74,76,-2,2076.0
1:24.0,D. Robinson enters the game for G. Vincent,74-76, ,,3,74,76,-2,2076.0
1:09.0, ,74-78,M. Bridges makes 2-pt layup from 2 ft (assist by C. Thomas),,3,74,78,-4,2091.0
0:51.0,M. Strus makes 2-pt dunk from 1 ft,76-78, ,,3,76,78,-2,2109.0
0:42.0, ,76-78,Shooting foul by M. Strus (drawn by J. Harris),,3,76,78,-2,2118.0
0:42.0, ,76-78,J. Harris misses free throw 1 of 3,,3,76,78,-2,2118.0
0:42.0, ,76-78,Offensive rebound by Team,,3,76,78,-2,2118.0
0:42.0, ,76-79,J. Harris makes free throw 2 of 3,,3,76,79,-3,2118.0
0:42.0, ,76-79,J. Harris misses free throw 3 of 3,,3,76,79,-3,2118.0
0:41.0,Defensive rebound by B. Adebayo,76-79, ,,3,76,79,-3,2119.0
0:35.0,M. Strus misses 3-pt jump shot from 26 ft,76-79, ,,3,76,79,-3,2125.0
0:31.0,Offensive rebound by M. Strus,76-79, ,,3,76,79,-3,2129.0
0:31.0,M. Strus makes 3-pt jump shot from 23 ft,79-79, ,Tie,3,79,79,0,2129.0
0:17.0, ,79-79,Personal foul by J. Bouyea (drawn by M. Bridges),,3,79,79,0,2143.0
0:17.0, ,79-80,M. Bridges makes free throw 1 of 2,,3,79,80,-1,2143.0
0:17.0, ,79-80,D. Finney-Smith enters the game for J. Harris,,3,79,80,-1,2143.0
0:17.0, ,79-80,C. Johnson enters the game for C. Thomas,,3,79,80,-1,2143.0
0:17.0, ,79-81,M. Bridges makes free throw 2 of 2,,3,79,81,-2,2143.0
0:02.0,Shooting foul by B. Simmons (drawn by J. Bouyea),79-81, ,,3,79,81,-2,2158.0
0:02.0,J. Bouyea misses free throw 1 of 2,79-81, ,,3,79,81,-2,2158.0
0:02.0,Offensive rebound by Team,79-81, ,,3,79,81,-2,2158.0
0:02.0,C. Martin enters the game for D. Robinson,79-81, ,,3,79,81,-2,2158.0
0:02.0,J. Bouyea makes free throw 2 of 2,80-81, ,,3,80,81,-1,2158.0
0:00.0, ,80-83,M. Bridges makes 2-pt jump shot from 13 ft,,3,80,83,-3,2160.0
0:00.0,End of 3rd quarter,80-83,,,3,80,83,-3,2160.0
12:00.0,Start of 4th quarter,80-83,,,4,80,83,-3,2160.0
11:51.0,Personal foul by B. Simmons (drawn by B. Adebayo),80-83, ,,4,80,83,-3,2169.0
11:42.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Robinson),82-83, ,,4,82,83,-1,2178.0
11:21.0, ,82-83,Personal foul by D. Robinson (drawn by C. Thomas),,4,82,83,-1,2199.0
11:13.0, ,82-83,C. Johnson misses 3-pt jump shot from 25 ft,,4,82,83,-1,2207.0
11:10.0,Defensive rebound by D. Robinson,82-83, ,,4,82,83,-1,2210.0
11:00.0,B. Adebayo makes 2-pt dunk at rim,84-83, ,Lead change,4,84,83,1,2220.0
11:00.0, ,84-83,Brooklyn full timeout,,4,84,83,1,2220.0
10:38.0, ,84-86,S. Dinwiddie makes 3-pt jump shot from 27 ft (assist by R. O'Neale),Lead change,4,84,86,-2,2242.0
10:13.0,Turnover by H. Highsmith (bad pass; steal by C. Thomas),84-86, ,,4,84,86,-2,2267.0
10:12.0, ,84-86,Personal foul by J. Bouyea (drawn by C. Thomas),,4,84,86,-2,2268.0
10:04.0, ,84-88,C. Thomas makes 2-pt jump shot from 19 ft,,4,84,88,-4,2276.0
9:36.0,M. Strus misses 3-pt jump shot from 28 ft,84-88, ,,4,84,88,-4,2304.0
9:34.0,Offensive rebound by H. Highsmith,84-88, ,,4,84,88,-4,2306.0
9:32.0,H. Highsmith makes 2-pt jump shot from 7 ft,86-88, ,,4,86,88,-2,2308.0
9:15.0, ,86-88,C. Thomas misses 2-pt jump shot from 11 ft,,4,86,88,-2,2325.0
9:12.0,Defensive rebound by J. Bouyea,86-88, ,,4,86,88,-2,2328.0
9:00.0,Turnover by H. Highsmith (traveling),86-88, ,,4,86,88,-2,2340.0
9:00.0, ,86-88,M. Bridges enters the game for C. Thomas,,4,86,88,-2,2340.0
8:35.0, ,86-90,C. Johnson makes 2-pt layup from 3 ft (assist by S. Dinwiddie),,4,86,90,-4,2365.0
8:15.0,J. Bouyea misses 2-pt jump shot from 20 ft,86-90, ,,4,86,90,-4,2385.0
8:13.0,Offensive rebound by Team,86-90, ,,4,86,90,-4,2387.0
8:13.0, ,86-90,Loose ball foul by B. Simmons (drawn by B. Adebayo),,4,86,90,-4,2387.0
8:13.0,G. Vincent enters the game for J. Bouyea,86-90, ,,4,86,90,-4,2387.0
8:13.0, ,86-90,N. Claxton enters the game for B. Simmons,,4,86,90,-4,2387.0
8:05.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),89-90, ,,4,89,90,-1,2395.0
7:50.0, ,89-90,C. Johnson misses 2-pt dunk from 2 ft,,4,89,90,-1,2410.0
7:48.0,Defensive rebound by B. Adebayo,89-90, ,,4,89,90,-1,2412.0
7:35.0,B. Adebayo misses 2-pt jump shot from 6 ft,89-90, ,,4,89,90,-1,2425.0
7:32.0, ,89-90,Defensive rebound by R. O'Neale,,4,89,90,-1,2428.0
7:21.0, ,89-92,M. Bridges makes 2-pt layup from 1 ft,,4,89,92,-3,2439.0
7:21.0,Miami full timeout,89-92, ,,4,89,92,-3,2439.0
7:21.0,J. Butler enters the game for H. Highsmith,89-92, ,,4,89,92,-3,2439.0
7:21.0,C. Martin enters the game for M. Strus,89-92, ,,4,89,92,-3,2439.0
7:04.0,D. Robinson misses 3-pt jump shot from 26 ft,89-92, ,,4,89,92,-3,2456.0
6:59.0, ,89-92,Defensive rebound by M. Bridges,,4,89,92,-3,2461.0
6:51.0, ,89-94,M. Bridges makes 2-pt jump shot from 7 ft,,4,89,94,-5,2469.0
6:51.0, ,89-94,Shooting foul by J. Butler (drawn by M. Bridges),,4,89,94,-5,2469.0
6:51.0, ,89-95,M. Bridges makes free throw 1 of 1,,4,89,95,-6,2469.0
6:37.0,G. Vincent misses 3-pt jump shot from 25 ft,89-95, ,,4,89,95,-6,2483.0
6:33.0, ,89-95,Defensive rebound by M. Bridges,,4,89,95,-6,2487.0
6:22.0, ,89-98,M. Bridges makes 3-pt jump shot from 23 ft (assist by C. Johnson),,4,89,98,-9,2498.0
6:06.0,C. Martin makes 2-pt layup from 3 ft (assist by B. Adebayo),91-98, ,,4,91,98,-7,2514.0
5:46.0, ,91-100,M. Bridges makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,4,91,100,-9,2534.0
5:31.0,Personal foul by S. Dinwiddie (drawn by C. Martin),91-100, ,,4,91,100,-9,2549.0
5:31.0,M. Strus enters the game for D. Robinson,91-100, ,,4,91,100,-9,2549.0
5:18.0,B. Adebayo makes 2-pt jump shot from 11 ft,93-100, ,,4,93,100,-7,2562.0
4:56.0, ,93-103,M. Bridges makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,4,93,103,-10,2584.0
4:55.0,Miami full timeout,93-103, ,,4,93,103,-10,2585.0
4:55.0,H. Highsmith enters the game for C. Martin,93-103, ,,4,93,103,-10,2585.0
4:33.0,B. Adebayo makes 2-pt jump shot from 19 ft,95-103, ,,4,95,103,-8,2607.0
4:33.0,Shooting foul by C. Johnson (drawn by B. Adebayo),95-103, ,,4,95,103,-8,2607.0
4:33.0,B. Adebayo makes free throw 1 of 1,96-103, ,,4,96,103,-7,2607.0
4:16.0, ,96-105,M. Bridges makes 2-pt jump shot from 15 ft,,4,96,105,-9,2624.0
4:03.0,G. Vincent misses 2-pt layup from 2 ft (block by N. Claxton),96-105, ,,4,96,105,-9,2637.0
4:00.0, ,96-105,Defensive rebound by N. Claxton,,4,96,105,-9,2640.0
3:57.0, ,96-108,C. Johnson makes 3-pt jump shot from 23 ft (assist by R. O'Neale),,4,96,108,-12,2643.0
3:47.0,Shooting foul by N. Claxton (drawn by B. Adebayo),96-108, ,,4,96,108,-12,2653.0
3:47.0,B. Adebayo makes free throw 1 of 2,97-108, ,,4,97,108,-11,2653.0
3:47.0,C. Martin enters the game for H. Highsmith,97-108, ,,4,97,108,-11,2653.0
3:47.0,B. Adebayo misses free throw 2 of 2,97-108, ,,4,97,108,-11,2653.0
3:45.0, ,97-108,Defensive rebound by N. Claxton,,4,97,108,-11,2655.0
3:32.0, ,97-108,M. Bridges misses 2-pt jump shot from 12 ft,,4,97,108,-11,2668.0
3:28.0,Defensive rebound by C. Martin,97-108, ,,4,97,108,-11,2672.0
3:14.0,C. Martin misses 3-pt jump shot from 23 ft,97-108, ,,4,97,108,-11,2686.0
3:11.0, ,97-108,Defensive rebound by M. Bridges,,4,97,108,-11,2689.0
2:51.0, ,97-111,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by C. Johnson),,4,97,111,-14,2709.0
2:36.0,B. Adebayo makes 2-pt layup from 3 ft,99-111, ,,4,99,111,-12,2724.0
2:18.0, ,99-111,M. Bridges misses 3-pt jump shot from 25 ft,,4,99,111,-12,2742.0
2:18.0,Defensive rebound by C. Martin,99-111, ,,4,99,111,-12,2742.0
2:06.0,B. Adebayo misses 2-pt jump shot from 14 ft,99-111, ,,4,99,111,-12,2754.0
2:03.0, ,99-111,Defensive rebound by N. Claxton,,4,99,111,-12,2757.0
1:41.0, ,99-113,M. Bridges makes 2-pt dunk from 1 ft (assist by R. O'Neale),,4,99,113,-14,2779.0
1:21.0,C. Martin misses 2-pt jump shot from 7 ft,99-113, ,,4,99,113,-14,2799.0
1:18.0,Offensive rebound by J. Butler,99-113, ,,4,99,113,-14,2802.0
1:16.0,B. Adebayo misses 2-pt jump shot from 4 ft,99-113, ,,4,99,113,-14,2804.0
1:16.0,Offensive rebound by C. Martin,99-113, ,,4,99,113,-14,2804.0
1:16.0,Shooting foul by C. Johnson (drawn by J. Butler),99-113, ,,4,99,113,-14,2804.0
1:16.0,J. Butler makes free throw 1 of 2,100-113, ,,4,100,113,-13,2804.0
1:16.0, ,100-113,C. Thomas enters the game for N. Claxton,,4,100,113,-13,2804.0
1:16.0,J. Butler makes free throw 2 of 2,101-113, ,,4,101,113,-12,2804.0
0:59.0, ,101-113,M. Bridges misses 2-pt jump shot from 8 ft,,4,101,113,-12,2821.0
0:56.0,Defensive rebound by C. Martin,101-113, ,,4,101,113,-12,2824.0
0:50.0,B. Adebayo makes 2-pt layup from 3 ft,103-113, ,,4,103,113,-10,2830.0
0:29.0, ,103-116,R. O'Neale makes 3-pt jump shot from 25 ft (assist by C. Thomas),,4,103,116,-13,2851.0
0:08.0,G. Vincent makes 2-pt layup from 2 ft,105-116, ,,4,105,116,-11,2872.0
0:00.0,End of 4th quarter,105-116,,,4,105,116,-11,2880.0
