Time,Miami,Score,Atlanta,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:15.0,Defensive rebound by V. Oladipo,78-87, ,,3,78,87,-9,2025.0
2:15.0,B. Adebayo enters the game for J. Butler,78-87, ,,3,78,87,-9,2025.0
2:15.0,G. Vincent enters the game for O. Robinson,78-87, ,,3,78,87,-9,2025.0
1:55.0,M. Strus misses 3-pt jump shot from 25 ft,78-87, ,,3,78,87,-9,2045.0
1:51.0, ,78-87,Defensive rebound by T. Young,,3,78,87,-9,2049.0
1:43.0, ,78-89,C. Capela makes 2-pt layup at rim (assist by T. Young),,3,78,89,-11,2057.0
1:29.0,M. Strus makes 2-pt layup from 2 ft (assist by V. Oladipo),80-89, ,,3,80,89,-9,2071.0
1:18.0, ,80-89,Turnover by T. Young (bad pass; steal by C. Martin),,3,80,89,-9,2082.0
1:17.0,Turnover by C. Martin (bad pass),80-89, ,,3,80,89,-9,2083.0
1:17.0, ,80-89,J. Collins enters the game for D. Hunter,,3,80,89,-9,2083.0
1:01.0, ,80-91,T. Young makes 2-pt jump shot from 16 ft,,3,80,91,-11,2099.0
0:54.0,V. Oladipo misses 2-pt layup from 2 ft (block by C. Capela),80-91, ,,3,80,91,-11,2106.0
0:51.0, ,80-91,Defensive rebound by A. Griffin,,3,80,91,-11,2109.0
0:45.0, ,80-91,Offensive foul by T. Young (drawn by G. Vincent),,3,80,91,-11,2115.0
0:45.0, ,80-91,Turnover by T. Young (offensive foul),,3,80,91,-11,2115.0
0:45.0,H. Highsmith enters the game for C. Martin,80-91, ,,3,80,91,-11,2115.0
0:23.0,G. Vincent misses 3-pt jump shot from 25 ft,80-91, ,,3,80,91,-11,2137.0
0:20.0, ,80-91,Defensive rebound by T. Young,,3,80,91,-11,2140.0
0:08.0, ,80-91,Personal foul by M. Strus (drawn by T. Young),,3,80,91,-11,2152.0
0:00.0, ,80-91,T. Young misses 3-pt jump shot from 28 ft,,3,80,91,-11,2160.0
0:00.0, ,80-91,Offensive rebound by Team,,3,80,91,-11,2160.0
0:00.0,End of 3rd quarter,80-91,,,3,80,91,-11,2160.0
12:00.0,Start of 4th quarter,80-91,,,4,80,91,-11,2160.0
11:45.0,Personal foul by B. Bogdanović (drawn by B. Adebayo),80-91, ,,4,80,91,-11,2175.0
11:31.0,Shooting foul by O. Okongwu (drawn by M. Strus),80-91, ,,4,80,91,-11,2189.0
11:31.0,Instant Replay (Request: Ruling Stands),80-91, ,,4,80,91,-11,2189.0
11:31.0,M. Strus makes free throw 1 of 3,81-91, ,,4,81,91,-10,2189.0
11:31.0,M. Strus makes free throw 2 of 3,82-91, ,,4,82,91,-9,2189.0
11:31.0,M. Strus makes free throw 3 of 3,83-91, ,,4,83,91,-8,2189.0
11:07.0, ,83-91,B. Bogdanović misses 2-pt jump shot from 21 ft,,4,83,91,-8,2213.0
11:04.0,Defensive rebound by V. Oladipo,83-91, ,,4,83,91,-8,2216.0
10:49.0,M. Strus misses 3-pt jump shot from 26 ft,83-91, ,,4,83,91,-8,2231.0
10:47.0, ,83-91,Defensive rebound by Team,,4,83,91,-8,2233.0
10:47.0,Loose ball foul by B. Adebayo (drawn by O. Okongwu),83-91, ,,4,83,91,-8,2233.0
10:32.0, ,83-91,Offensive foul by O. Okongwu (drawn by G. Vincent),,4,83,91,-8,2248.0
10:32.0, ,83-91,Turnover by O. Okongwu (offensive foul),,4,83,91,-8,2248.0
10:22.0,H. Highsmith misses 3-pt jump shot from 23 ft,83-91, ,,4,83,91,-8,2258.0
10:18.0, ,83-91,Defensive rebound by D. Murray,,4,83,91,-8,2262.0
10:12.0, ,83-91,Personal foul by M. Strus (drawn by J. Collins),,4,83,91,-8,2268.0
10:07.0, ,83-94,D. Murray makes 3-pt jump shot from 26 ft (assist by J. Collins),,4,83,94,-11,2273.0
9:48.0,G. Vincent makes 2-pt layup from 1 ft,85-94, ,,4,85,94,-9,2292.0
9:34.0, ,85-94,Turnover by D. Murray (bad pass; steal by B. Adebayo),,4,85,94,-9,2306.0
9:32.0,Turnover by H. Highsmith (bad pass; steal by D. Murray),85-94, ,,4,85,94,-9,2308.0
9:25.0, ,85-97,D. Murray makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,4,85,97,-12,2315.0
9:13.0,B. Adebayo misses 2-pt layup from 5 ft,85-97, ,,4,85,97,-12,2327.0
9:10.0, ,85-97,Defensive rebound by J. Collins,,4,85,97,-12,2330.0
9:05.0, ,85-97,D. Murray misses 3-pt jump shot from 26 ft,,4,85,97,-12,2335.0
9:03.0,Defensive rebound by V. Oladipo,85-97, ,,4,85,97,-12,2337.0
9:00.0,G. Vincent misses 3-pt jump shot from 26 ft,85-97, ,,4,85,97,-12,2340.0
8:55.0,Offensive rebound by B. Adebayo,85-97, ,,4,85,97,-12,2345.0
8:55.0,B. Adebayo misses 2-pt layup at rim,85-97, ,,4,85,97,-12,2345.0
8:52.0,Offensive rebound by B. Adebayo,85-97, ,,4,85,97,-12,2348.0
8:52.0,B. Adebayo makes 2-pt dunk at rim,87-97, ,,4,87,97,-10,2348.0
8:36.0, ,87-97,J. Collins misses 2-pt jump shot from 6 ft,,4,87,97,-10,2364.0
8:33.0,Defensive rebound by M. Strus,87-97, ,,4,87,97,-10,2367.0
8:29.0,Shooting foul by O. Okongwu (drawn by V. Oladipo),87-97, ,,4,87,97,-10,2371.0
8:29.0,Technical foul by B. Adebayo,87-97, ,,4,87,97,-10,2371.0
8:29.0, ,87-98,D. Murray makes technical free throw,,4,87,98,-11,2371.0
8:29.0,V. Oladipo misses free throw 1 of 2,87-98, ,,4,87,98,-11,2371.0
8:29.0,Offensive rebound by Team,87-98, ,,4,87,98,-11,2371.0
8:29.0,C. Martin enters the game for H. Highsmith,87-98, ,,4,87,98,-11,2371.0
8:29.0, ,87-98,T. Young enters the game for A. Griffin,,4,87,98,-11,2371.0
8:29.0,V. Oladipo makes free throw 2 of 2,88-98, ,,4,88,98,-10,2371.0
8:13.0, ,88-100,O. Okongwu makes 2-pt hook shot from 6 ft (assist by D. Murray),,4,88,100,-12,2387.0
7:59.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by M. Strus),90-100, ,,4,90,100,-10,2401.0
7:37.0, ,90-102,D. Murray makes 2-pt jump shot from 18 ft,,4,90,102,-12,2423.0
7:37.0,Miami full timeout,90-102, ,,4,90,102,-12,2423.0
7:37.0,J. Butler enters the game for B. Adebayo,90-102, ,,4,90,102,-12,2423.0
7:37.0,O. Robinson enters the game for G. Vincent,90-102, ,,4,90,102,-12,2423.0
7:37.0, ,90-102,D. Hunter enters the game for J. Collins,,4,90,102,-12,2423.0
7:24.0,V. Oladipo makes 2-pt layup from 1 ft,92-102, ,,4,92,102,-10,2436.0
7:04.0, ,92-102,D. Hunter misses 3-pt jump shot from 24 ft,,4,92,102,-10,2456.0
7:00.0,Defensive rebound by V. Oladipo,92-102, ,,4,92,102,-10,2460.0
6:57.0,J. Butler makes 2-pt dunk from 1 ft (assist by V. Oladipo),94-102, ,,4,94,102,-8,2463.0
6:39.0, ,94-102,Shooting foul by V. Oladipo (drawn by B. Bogdanović),,4,94,102,-8,2481.0
6:39.0, ,94-103,B. Bogdanović makes free throw 1 of 2,,4,94,103,-9,2481.0
6:39.0, ,94-104,B. Bogdanović makes free throw 2 of 2,,4,94,104,-10,2481.0
6:20.0,V. Oladipo misses 3-pt jump shot from 26 ft,94-104, ,,4,94,104,-10,2500.0
6:16.0, ,94-104,Defensive rebound by D. Hunter,,4,94,104,-10,2504.0
6:03.0, ,94-104,D. Murray misses 3-pt jump shot from 25 ft,,4,94,104,-10,2517.0
5:59.0, ,94-104,Offensive rebound by O. Okongwu,,4,94,104,-10,2521.0
5:58.0, ,94-107,T. Young makes 3-pt jump shot from 26 ft (assist by D. Hunter),,4,94,107,-13,2522.0
5:44.0,Turnover by M. Strus (lost ball; steal by T. Young),94-107, ,,4,94,107,-13,2536.0
5:28.0, ,94-109,D. Hunter makes 2-pt jump shot from 11 ft,,4,94,109,-15,2552.0
5:27.0,Miami full timeout,94-109, ,,4,94,109,-15,2553.0
5:27.0,B. Adebayo enters the game for O. Robinson,94-109, ,,4,94,109,-15,2553.0
5:27.0,T. Herro enters the game for M. Strus,94-109, ,,4,94,109,-15,2553.0
5:13.0,J. Butler makes 2-pt layup from 2 ft,96-109, ,,4,96,109,-13,2567.0
5:03.0, ,96-109,T. Young misses 3-pt jump shot from 25 ft,,4,96,109,-13,2577.0
5:02.0,Defensive rebound by Team,96-109, ,,4,96,109,-13,2578.0
5:02.0, ,96-109,Loose ball foul by O. Okongwu (drawn by B. Adebayo),,4,96,109,-13,2578.0
5:02.0, ,96-109,C. Capela enters the game for O. Okongwu,,4,96,109,-13,2578.0
4:41.0,Shooting foul by T. Young (drawn by J. Butler),96-109, ,,4,96,109,-13,2599.0
4:41.0,J. Butler makes free throw 1 of 3,97-109, ,,4,97,109,-12,2599.0
4:41.0,J. Butler makes free throw 2 of 3,98-109, ,,4,98,109,-11,2599.0
4:41.0,J. Butler makes free throw 3 of 3,99-109, ,,4,99,109,-10,2599.0
4:20.0, ,99-109,Turnover by T. Young (out of bounds lost ball),,4,99,109,-10,2620.0
4:20.0, ,99-109,Technical foul by T. Young,,4,99,109,-10,2620.0
4:20.0, ,99-109,Instant Replay (Request: Ruling Stands),,4,99,109,-10,2620.0
4:20.0,J. Butler makes technical free throw,100-109, ,,4,100,109,-9,2620.0
4:02.0,J. Butler misses 2-pt jump shot from 12 ft,100-109, ,,4,100,109,-9,2638.0
3:58.0, ,100-109,Defensive rebound by D. Hunter,,4,100,109,-9,2642.0
3:41.0, ,100-111,C. Capela makes 2-pt layup from 1 ft (assist by B. Bogdanović),,4,100,111,-11,2659.0
3:19.0,B. Adebayo makes 2-pt jump shot from 13 ft,102-111, ,,4,102,111,-9,2681.0
2:54.0, ,102-111,B. Bogdanović misses 2-pt jump shot from 12 ft,,4,102,111,-9,2706.0
2:51.0,Defensive rebound by T. Herro,102-111, ,,4,102,111,-9,2709.0
2:47.0,C. Martin makes 2-pt dunk from 1 ft (assist by T. Herro),104-111, ,,4,104,111,-7,2713.0
2:23.0, ,104-111,D. Hunter misses 2-pt layup from 4 ft (block by B. Adebayo),,4,104,111,-7,2737.0
2:20.0,Defensive rebound by B. Adebayo,104-111, ,,4,104,111,-7,2740.0
2:18.0,J. Butler makes 2-pt dunk from 1 ft (assist by B. Adebayo),106-111, ,,4,106,111,-5,2742.0
1:51.0, ,106-111,Personal foul by J. Butler (drawn by D. Murray),,4,106,111,-5,2769.0
1:51.0, ,106-111,J. Collins enters the game for B. Bogdanović,,4,106,111,-5,2769.0
1:36.0, ,106-114,D. Murray makes 3-pt jump shot from 26 ft,,4,106,114,-8,2784.0
1:36.0, ,106-114,Shooting foul by V. Oladipo (drawn by D. Murray),,4,106,114,-8,2784.0
1:36.0, ,106-114,Instant Replay (Request: Ruling Stands),,4,106,114,-8,2784.0
1:36.0, ,106-114,D. Murray misses free throw 1 of 1,,4,106,114,-8,2784.0
1:34.0,Defensive rebound by C. Martin,106-114, ,,4,106,114,-8,2786.0
1:22.0,B. Adebayo makes 2-pt layup from 1 ft (assist by V. Oladipo),108-114, ,,4,108,114,-6,2798.0
1:09.0, ,108-114,Personal foul by C. Martin (drawn by T. Young),,4,108,114,-6,2811.0
1:09.0, ,108-115,T. Young makes free throw 1 of 2,,4,108,115,-7,2811.0
1:09.0, ,108-115,T. Young misses free throw 2 of 2,,4,108,115,-7,2811.0
1:07.0,Defensive rebound by C. Martin,108-115, ,,4,108,115,-7,2813.0
0:58.0,T. Herro makes 3-pt jump shot from 26 ft (assist by C. Martin),111-115, ,,4,111,115,-4,2822.0
0:42.0, ,111-117,C. Capela makes 2-pt dunk from 1 ft (assist by T. Young),,4,111,117,-6,2838.0
0:34.0,T. Herro makes 2-pt jump shot from 9 ft,113-117, ,,4,113,117,-4,2846.0
0:34.0, ,113-117,Atlanta full timeout,,4,113,117,-4,2846.0
0:34.0, ,113-117,B. Bogdanović enters the game for C. Capela,,4,113,117,-4,2846.0
0:25.0, ,113-117,Personal take foul by T. Herro (drawn by T. Young),,4,113,117,-4,2855.0
0:25.0, ,113-118,T. Young makes free throw 1 of 2,,4,113,118,-5,2855.0
0:25.0, ,113-118,C. Capela enters the game for B. Bogdanović,,4,113,118,-5,2855.0
0:25.0, ,113-119,T. Young makes free throw 2 of 2,,4,113,119,-6,2855.0
0:25.0,Miami full timeout,113-119, ,,4,113,119,-6,2855.0
0:25.0,M. Strus enters the game for C. Martin,113-119, ,,4,113,119,-6,2855.0
0:25.0,Turnover by  (5 sec),113-119, ,,4,113,119,-6,2855.0
0:25.0,C. Martin enters the game for M. Strus,113-119, ,,4,113,119,-6,2855.0
0:25.0, ,113-119,B. Bogdanović enters the game for C. Capela,,4,113,119,-6,2855.0
0:23.0, ,113-119,Personal take foul by C. Martin (drawn by T. Young),,4,113,119,-6,2857.0
0:23.0, ,113-120,T. Young makes free throw 1 of 2,,4,113,120,-7,2857.0
0:23.0,M. Strus enters the game for C. Martin,113-120, ,,4,113,120,-7,2857.0
0:23.0, ,113-120,C. Capela enters the game for B. Bogdanović,,4,113,120,-7,2857.0
0:23.0, ,113-121,T. Young makes free throw 2 of 2,,4,113,121,-8,2857.0
0:16.0,V. Oladipo misses 3-pt jump shot from 23 ft,113-121, ,,4,113,121,-8,2864.0
0:12.0,Offensive rebound by V. Oladipo,113-121, ,,4,113,121,-8,2868.0
0:10.0,M. Strus misses 3-pt jump shot from 26 ft,113-121, ,,4,113,121,-8,2870.0
0:07.0, ,113-121,Defensive rebound by D. Murray,,4,113,121,-8,2873.0
0:00.0,End of 4th quarter,113-121,,,4,113,121,-8,2880.0
