Time,Miami,Score,San Antonio,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:31.0, ,63-67,K. Johnson misses 3-pt jump shot from 25 ft,,3,63,67,-4,1829.0
5:29.0,Defensive rebound by J. Butler,63-67, ,,3,63,67,-4,1831.0
5:25.0,T. Herro makes 3-pt jump shot from 26 ft (assist by J. Butler),66-67, ,,3,66,67,-1,1835.0
5:22.0, ,66-67,San Antonio full timeout,,3,66,67,-1,1838.0
5:22.0,V. Oladipo enters the game for B. Adebayo,66-67, ,,3,66,67,-1,1838.0
5:22.0,D. Robinson enters the game for T. Herro,66-67, ,,3,66,67,-1,1838.0
5:22.0,O. Robinson enters the game for N. Jović,66-67, ,,3,66,67,-1,1838.0
5:22.0, ,66-67,Z. Collins enters the game for J. Poeltl,,3,66,67,-1,1838.0
5:22.0, ,66-67,D. McDermott enters the game for D. Vassell,,3,66,67,-1,1838.0
5:21.0,Technical foul by E. Spoelstra,66-67, ,,3,66,67,-1,1839.0
5:21.0, ,66-68,K. Johnson makes technical free throw,,3,66,68,-2,1839.0
5:11.0, ,66-68,K. Johnson misses 2-pt jump shot from 6 ft,,3,66,68,-2,1849.0
5:10.0,Defensive rebound by M. Strus,66-68, ,,3,66,68,-2,1850.0
4:55.0,J. Butler misses 2-pt jump shot from 17 ft,66-68, ,,3,66,68,-2,1865.0
4:52.0, ,66-68,Defensive rebound by T. Jones,,3,66,68,-2,1868.0
4:49.0, ,66-70,K. Johnson makes 2-pt layup from 1 ft (assist by T. Jones),,3,66,70,-4,1871.0
4:31.0,V. Oladipo misses 3-pt jump shot from 27 ft,66-70, ,,3,66,70,-4,1889.0
4:26.0, ,66-70,Defensive rebound by Z. Collins,,3,66,70,-4,1894.0
4:11.0, ,66-72,Z. Collins makes 2-pt layup from 2 ft,,3,66,72,-6,1909.0
4:03.0,Shooting foul by D. McDermott (drawn by J. Butler),66-72, ,,3,66,72,-6,1917.0
4:03.0,J. Butler makes free throw 1 of 2,67-72, ,,3,67,72,-5,1917.0
4:03.0, ,67-72,M. Branham enters the game for K. Bates-Diop,,3,67,72,-5,1917.0
4:03.0, ,67-72,J. Sochan enters the game for T. Jones,,3,67,72,-5,1917.0
4:03.0,J. Butler makes free throw 2 of 2,68-72, ,,3,68,72,-4,1917.0
3:52.0, ,68-74,M. Branham makes 2-pt layup from 2 ft (assist by Z. Collins),,3,68,74,-6,1928.0
3:42.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by J. Butler),71-74, ,,3,71,74,-3,1938.0
3:34.0, ,71-74,Offensive foul by Z. Collins (drawn by V. Oladipo),,3,71,74,-3,1946.0
3:34.0, ,71-74,Turnover by Z. Collins (offensive foul),,3,71,74,-3,1946.0
3:24.0,J. Butler makes 2-pt layup from 3 ft,73-74, ,,3,73,74,-1,1956.0
3:24.0,Shooting foul by D. McDermott (drawn by J. Butler),73-74, ,,3,73,74,-1,1956.0
3:24.0,J. Butler misses free throw 1 of 1,73-74, ,,3,73,74,-1,1956.0
3:23.0, ,73-74,Defensive rebound by Team,,3,73,74,-1,1957.0
3:09.0, ,73-74,Turnover by D. McDermott (bad pass; steal by M. Strus),,3,73,74,-1,1971.0
2:59.0,O. Robinson makes 2-pt hook shot from 3 ft (assist by V. Oladipo),75-74, ,Lead change,3,75,74,1,1981.0
2:43.0, ,75-76,J. Sochan makes 2-pt dunk from 1 ft (assist by K. Johnson),Lead change,3,75,76,-1,1997.0
2:20.0,V. Oladipo misses 3-pt jump shot from 26 ft,75-76, ,,3,75,76,-1,2020.0
2:16.0, ,75-76,Defensive rebound by J. Sochan,,3,75,76,-1,2024.0
2:11.0, ,75-79,M. Branham makes 3-pt jump shot from 24 ft (assist by J. Sochan),,3,75,79,-4,2029.0
1:45.0,M. Strus makes 2-pt jump shot from 10 ft (assist by O. Robinson),77-79, ,,3,77,79,-2,2055.0
1:34.0, ,77-79,D. McDermott misses 3-pt jump shot from 27 ft,,3,77,79,-2,2066.0
1:31.0,Defensive rebound by O. Robinson,77-79, ,,3,77,79,-2,2069.0
1:23.0,Shooting foul by J. Sochan (drawn by J. Butler),77-79, ,,3,77,79,-2,2077.0
1:23.0,J. Butler misses free throw 1 of 2,77-79, ,,3,77,79,-2,2077.0
1:23.0,Offensive rebound by Team,77-79, ,,3,77,79,-2,2077.0
1:23.0,B. Adebayo enters the game for O. Robinson,77-79, ,,3,77,79,-2,2077.0
1:23.0,T. Herro enters the game for M. Strus,77-79, ,,3,77,79,-2,2077.0
1:23.0, ,77-79,K. Bates-Diop enters the game for K. Johnson,,3,77,79,-2,2077.0
1:23.0, ,77-79,D. Vassell enters the game for J. Sochan,,3,77,79,-2,2077.0
1:23.0,J. Butler makes free throw 2 of 2,78-79, ,,3,78,79,-1,2077.0
1:08.0, ,78-79,Personal foul by B. Adebayo (drawn by Z. Collins),,3,78,79,-1,2092.0
1:08.0,H. Highsmith enters the game for J. Butler,78-79, ,,3,78,79,-1,2092.0
0:57.0, ,78-82,M. Branham makes 3-pt jump shot from 26 ft (assist by K. Bates-Diop),,3,78,82,-4,2103.0
0:39.0,D. Robinson makes 2-pt jump shot from 20 ft (assist by T. Herro),80-82, ,,3,80,82,-2,2121.0
0:30.0, ,80-82,D. Vassell misses 3-pt jump shot from 25 ft,,3,80,82,-2,2130.0
0:28.0,Defensive rebound by V. Oladipo,80-82, ,,3,80,82,-2,2132.0
0:16.0,T. Herro misses 3-pt jump shot from 26 ft,80-82, ,,3,80,82,-2,2144.0
0:13.0, ,80-82,Defensive rebound by K. Bates-Diop,,3,80,82,-2,2147.0
0:00.0, ,80-82,Shooting foul by V. Oladipo (drawn by D. Vassell),,3,80,82,-2,2160.0
0:00.0, ,80-83,D. Vassell makes free throw 1 of 2,,3,80,83,-3,2160.0
0:00.0, ,80-84,D. Vassell makes free throw 2 of 2,,3,80,84,-4,2160.0
0:00.0,End of 3rd quarter,80-84,,,3,80,84,-4,2160.0
12:00.0,Start of 4th quarter,80-84,,,4,80,84,-4,2160.0
11:42.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by D. Robinson),82-84, ,,4,82,84,-2,2178.0
11:23.0, ,82-84,D. Vassell misses 2-pt jump shot from 8 ft,,4,82,84,-2,2197.0
11:23.0, ,82-84,Offensive rebound by Team,,4,82,84,-2,2197.0
11:23.0,Loose ball foul by H. Highsmith (drawn by Z. Collins),82-84, ,,4,82,84,-2,2197.0
11:15.0, ,82-86,D. McDermott makes 2-pt layup from 1 ft (assist by Z. Collins),,4,82,86,-4,2205.0
10:59.0,T. Herro makes 2-pt layup from 2 ft,84-86, ,,4,84,86,-2,2221.0
10:39.0, ,84-86,Z. Collins misses 2-pt layup from 2 ft,,4,84,86,-2,2241.0
10:37.0,Defensive rebound by H. Highsmith,84-86, ,,4,84,86,-2,2243.0
10:31.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),87-86, ,Lead change,4,87,86,1,2249.0
10:31.0,Shooting foul by K. Bates-Diop (drawn by D. Robinson),87-86, ,,4,87,86,1,2249.0
10:31.0, ,87-86,J. Poeltl enters the game for Z. Collins,,4,87,86,1,2249.0
10:31.0,D. Robinson makes free throw 1 of 1,88-86, ,,4,88,86,2,2249.0
10:19.0, ,88-86,Personal foul by H. Highsmith (drawn by M. Branham),,4,88,86,2,2261.0
10:19.0, ,88-86,T. Jones enters the game for K. Bates-Diop,,4,88,86,2,2261.0
10:07.0, ,88-86,D. Vassell misses 2-pt jump shot from 15 ft,,4,88,86,2,2273.0
10:05.0,Defensive rebound by V. Oladipo,88-86, ,,4,88,86,2,2275.0
10:00.0,D. Robinson misses 3-pt jump shot from 27 ft,88-86, ,,4,88,86,2,2280.0
9:58.0, ,88-86,Defensive rebound by Team,,4,88,86,2,2282.0
9:41.0, ,88-86,Shooting foul by T. Herro (drawn by J. Poeltl),,4,88,86,2,2299.0
9:41.0, ,88-86,J. Poeltl misses free throw 1 of 2,,4,88,86,2,2299.0
9:41.0, ,88-86,Offensive rebound by Team,,4,88,86,2,2299.0
9:41.0, ,88-86,J. Poeltl misses free throw 2 of 2,,4,88,86,2,2299.0
9:36.0,Defensive rebound by T. Herro,88-86, ,,4,88,86,2,2304.0
9:30.0,Shooting foul by D. Vassell (drawn by H. Highsmith),88-86, ,,4,88,86,2,2310.0
9:30.0,H. Highsmith misses free throw 1 of 2,88-86, ,,4,88,86,2,2310.0
9:30.0,Offensive rebound by Team,88-86, ,,4,88,86,2,2310.0
9:30.0,H. Highsmith misses free throw 2 of 2,88-86, ,,4,88,86,2,2310.0
9:27.0, ,88-86,Defensive rebound by D. Vassell,,4,88,86,2,2313.0
9:15.0, ,88-86,Turnover by T. Jones (bad pass),,4,88,86,2,2325.0
8:56.0,V. Oladipo makes 2-pt jump shot from 10 ft,90-86, ,,4,90,86,4,2344.0
8:42.0, ,90-86,Shooting foul by V. Oladipo (drawn by T. Jones),,4,90,86,4,2358.0
8:42.0, ,90-87,T. Jones makes free throw 1 of 2,,4,90,87,3,2358.0
8:42.0, ,90-87,K. Bates-Diop enters the game for M. Branham,,4,90,87,3,2358.0
8:42.0, ,90-87,J. Sochan enters the game for D. McDermott,,4,90,87,3,2358.0
8:42.0, ,90-88,T. Jones makes free throw 2 of 2,,4,90,88,2,2358.0
8:22.0,T. Herro misses 2-pt jump shot from 16 ft,90-88, ,,4,90,88,2,2378.0
8:20.0,Offensive rebound by H. Highsmith,90-88, ,,4,90,88,2,2380.0
8:20.0,H. Highsmith makes 2-pt layup at rim,92-88, ,,4,92,88,4,2380.0
7:58.0, ,92-88,K. Bates-Diop misses 2-pt layup from 1 ft,,4,92,88,4,2402.0
7:56.0,Defensive rebound by B. Adebayo,92-88, ,,4,92,88,4,2404.0
7:42.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by T. Herro),95-88, ,,4,95,88,7,2418.0
7:27.0, ,95-88,Shooting foul by D. Robinson (drawn by T. Jones),,4,95,88,7,2433.0
7:27.0, ,95-89,T. Jones makes free throw 1 of 2,,4,95,89,6,2433.0
7:27.0,J. Butler enters the game for H. Highsmith,95-89, ,,4,95,89,6,2433.0
7:27.0, ,95-89,K. Johnson enters the game for D. Vassell,,4,95,89,6,2433.0
7:27.0, ,95-90,T. Jones makes free throw 2 of 2,,4,95,90,5,2433.0
7:10.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by D. Robinson),97-90, ,,4,97,90,7,2450.0
7:03.0, ,97-90,Personal foul by B. Adebayo (drawn by T. Jones),,4,97,90,7,2457.0
7:03.0, ,97-91,T. Jones makes free throw 1 of 2,,4,97,91,6,2457.0
7:03.0, ,97-91,Z. Collins enters the game for J. Poeltl,,4,97,91,6,2457.0
7:03.0, ,97-91,T. Jones misses free throw 2 of 2,,4,97,91,6,2457.0
6:59.0,Defensive rebound by J. Butler,97-91, ,,4,97,91,6,2461.0
6:50.0,T. Herro misses 3-pt jump shot from 25 ft,97-91, ,,4,97,91,6,2470.0
6:47.0,Offensive rebound by B. Adebayo,97-91, ,,4,97,91,6,2473.0
6:47.0, ,97-91,San Antonio full timeout,,4,97,91,6,2473.0
6:45.0,J. Butler makes 2-pt jump shot from 17 ft (assist by V. Oladipo),99-91, ,,4,99,91,8,2475.0
6:28.0, ,99-91,Turnover by Z. Collins (bad pass; steal by V. Oladipo),,4,99,91,8,2492.0
6:08.0,B. Adebayo makes 2-pt jump shot from 16 ft,101-91, ,,4,101,91,10,2512.0
5:56.0, ,101-91,T. Jones misses 3-pt jump shot from 26 ft,,4,101,91,10,2524.0
5:53.0, ,101-91,Offensive rebound by K. Bates-Diop,,4,101,91,10,2527.0
5:49.0, ,101-91,Personal foul by J. Butler (drawn by Z. Collins),,4,101,91,10,2531.0
5:49.0, ,101-92,Z. Collins makes free throw 1 of 2,,4,101,92,9,2531.0
5:49.0, ,101-92,D. Vassell enters the game for J. Sochan,,4,101,92,9,2531.0
5:49.0, ,101-93,Z. Collins makes free throw 2 of 2,,4,101,93,8,2531.0
5:34.0,D. Robinson misses 2-pt jump shot from 2 ft,101-93, ,,4,101,93,8,2546.0
5:27.0,Offensive rebound by B. Adebayo,101-93, ,,4,101,93,8,2553.0
5:27.0,B. Adebayo makes 2-pt dunk at rim,103-93, ,,4,103,93,10,2553.0
5:18.0, ,103-95,Z. Collins makes 2-pt layup from 1 ft (assist by K. Bates-Diop),,4,103,95,8,2562.0
5:06.0,Shooting foul by D. Vassell (drawn by T. Herro),103-95, ,,4,103,95,8,2574.0
5:06.0,T. Herro makes free throw 1 of 2,104-95, ,,4,104,95,9,2574.0
5:06.0,T. Herro makes free throw 2 of 2,105-95, ,,4,105,95,10,2574.0
4:52.0, ,105-95,Shooting foul by D. Robinson (drawn by D. Vassell),,4,105,95,10,2588.0
4:52.0, ,105-96,D. Vassell makes free throw 1 of 2,,4,105,96,9,2588.0
4:52.0, ,105-97,D. Vassell makes free throw 2 of 2,,4,105,97,8,2588.0
4:42.0,Shooting foul by K. Johnson (drawn by J. Butler),105-97, ,,4,105,97,8,2598.0
4:42.0,J. Butler makes free throw 1 of 2,106-97, ,,4,106,97,9,2598.0
4:42.0,J. Butler makes free throw 2 of 2,107-97, ,,4,107,97,10,2598.0
4:25.0, ,107-97,Turnover by T. Jones (bad pass; steal by D. Robinson),,4,107,97,10,2615.0
4:10.0,J. Butler misses 2-pt jump shot from 16 ft,107-97, ,,4,107,97,10,2630.0
4:07.0, ,107-97,Defensive rebound by Z. Collins,,4,107,97,10,2633.0
4:02.0, ,107-97,Turnover by T. Jones (lost ball; steal by V. Oladipo),,4,107,97,10,2638.0
3:55.0,T. Herro makes 3-pt jump shot from 24 ft (assist by D. Robinson),110-97, ,,4,110,97,13,2645.0
3:54.0, ,110-97,San Antonio full timeout,,4,110,97,13,2646.0
3:40.0, ,110-99,K. Bates-Diop makes 2-pt layup from 1 ft (assist by D. Vassell),,4,110,99,11,2660.0
3:18.0,Turnover by B. Adebayo (bad pass; steal by K. Johnson),110-99, ,,4,110,99,11,2682.0
3:06.0, ,110-99,Turnover by K. Bates-Diop (bad pass; steal by V. Oladipo),,4,110,99,11,2694.0
2:57.0,T. Herro misses 3-pt jump shot from 27 ft,110-99, ,,4,110,99,11,2703.0
2:54.0, ,110-99,Defensive rebound by Z. Collins,,4,110,99,11,2706.0
2:48.0, ,110-99,Offensive foul by K. Johnson (drawn by D. Robinson),,4,110,99,11,2712.0
2:48.0, ,110-99,Turnover by K. Johnson (offensive foul),,4,110,99,11,2712.0
2:48.0, ,110-99,C. Bassey enters the game for Z. Collins,,4,110,99,11,2712.0
2:48.0, ,110-99,S. Johnson enters the game for D. Vassell,,4,110,99,11,2712.0
2:48.0, ,110-99,Violation by Team (delay of game),,4,110,99,11,2712.0
2:48.0,J. Butler makes technical free throw,111-99, ,,4,111,99,12,2712.0
2:48.0, ,111-99,M. Branham enters the game for K. Johnson,,4,111,99,12,2712.0
2:48.0, ,111-99,I. Roby enters the game for T. Jones,,4,111,99,12,2712.0
2:28.0,B. Adebayo misses 2-pt layup from 1 ft,111-99, ,,4,111,99,12,2732.0
2:26.0, ,111-99,Defensive rebound by I. Roby,,4,111,99,12,2734.0
2:23.0, ,111-101,K. Bates-Diop makes 2-pt layup from 2 ft (assist by I. Roby),,4,111,101,10,2737.0
2:05.0,B. Adebayo misses 2-pt jump shot from 10 ft,111-101, ,,4,111,101,10,2755.0
2:03.0, ,111-101,Defensive rebound by C. Bassey,,4,111,101,10,2757.0
1:56.0, ,111-101,K. Bates-Diop misses 3-pt jump shot from 26 ft,,4,111,101,10,2764.0
1:51.0,Defensive rebound by J. Butler,111-101, ,,4,111,101,10,2769.0
1:29.0,J. Butler misses 2-pt jump shot from 12 ft,111-101, ,,4,111,101,10,2791.0
1:26.0, ,111-101,Defensive rebound by C. Bassey,,4,111,101,10,2794.0
1:19.0, ,111-101,M. Branham misses 3-pt jump shot from 25 ft,,4,111,101,10,2801.0
1:17.0,Defensive rebound by T. Herro,111-101, ,,4,111,101,10,2803.0
1:01.0,T. Herro misses 3-pt jump shot from 28 ft,111-101, ,,4,111,101,10,2819.0
0:58.0, ,111-101,Defensive rebound by C. Bassey,,4,111,101,10,2822.0
0:51.0, ,111-101,Turnover by S. Johnson (bad pass; steal by T. Herro),,4,111,101,10,2829.0
0:28.0,Turnover by Team (shot clock),111-101, ,,4,111,101,10,2852.0
0:28.0,H. Highsmith enters the game for B. Adebayo,111-101, ,,4,111,101,10,2852.0
0:28.0,N. Jović enters the game for J. Butler,111-101, ,,4,111,101,10,2852.0
0:28.0,O. Robinson enters the game for T. Herro,111-101, ,,4,111,101,10,2852.0
0:15.0, ,111-101,S. Johnson misses 2-pt jump shot from 5 ft,,4,111,101,10,2865.0
0:12.0,Defensive rebound by H. Highsmith,111-101, ,,4,111,101,10,2868.0
0:00.0,End of 4th quarter,111-101,,,4,111,101,10,2880.0
