Time,Oklahoma City,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
7:14.0, ,70-74,Turnover by J. Cain (offensive foul),,3,74,70,4,1726.0
6:58.0,J. Williams misses 2-pt jump shot from 7 ft,70-74, ,,3,74,70,4,1742.0
6:54.0,Offensive rebound by J. Giddey,70-74, ,,3,74,70,4,1746.0
6:53.0,J. Giddey misses 2-pt layup from 1 ft,70-74, ,,3,74,70,4,1747.0
6:52.0,Offensive rebound by J. Giddey,70-74, ,,3,74,70,4,1748.0
6:50.0,J. Giddey misses 2-pt layup from 3 ft,70-74, ,,3,74,70,4,1750.0
6:49.0,Offensive rebound by J. Giddey,70-74, ,,3,74,70,4,1751.0
6:45.0,J. Giddey makes 2-pt hook shot from 4 ft,72-74, ,,3,74,72,2,1755.0
6:24.0, ,72-77,H. Highsmith makes 3-pt jump shot from 25 ft (assist by J. Butler),,3,77,72,5,1776.0
6:09.0,K. Williams misses 3-pt jump shot from 23 ft,72-77, ,,3,77,72,5,1791.0
6:05.0, ,72-77,Defensive rebound by J. Cain,,3,77,72,5,1795.0
6:00.0, ,72-77,Offensive foul by H. Highsmith (drawn by L. Dort),,3,77,72,5,1800.0
6:00.0, ,72-77,Turnover by H. Highsmith (offensive foul),,3,77,72,5,1800.0
6:00.0, ,72-77,Miami full timeout,,3,77,72,5,1800.0
6:00.0,I. Joe enters the game for J. Giddey,72-77, ,,3,77,72,5,1800.0
6:00.0, ,72-77,V. Oladipo enters the game for G. Vincent,,3,77,72,5,1800.0
5:48.0,L. Dort makes 3-pt jump shot from 24 ft (assist by J. Williams),75-77, ,,3,77,75,2,1812.0
5:34.0, ,75-77,Offensive foul by M. Strus (drawn by L. Dort),,3,77,75,2,1826.0
5:34.0, ,75-77,Turnover by M. Strus (offensive foul),,3,77,75,2,1826.0
5:24.0,I. Joe makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),78-77, ,Lead change,3,77,78,-1,1836.0
5:10.0, ,78-79,J. Butler makes 2-pt layup from 2 ft (assist by V. Oladipo),Lead change,3,79,78,1,1850.0
4:57.0,L. Dort misses 2-pt layup from 3 ft,78-79, ,,3,79,78,1,1863.0
4:55.0, ,78-79,Defensive rebound by M. Strus,,3,79,78,1,1865.0
4:51.0, ,78-79,Offensive foul by J. Butler (drawn by I. Joe),,3,79,78,1,1869.0
4:51.0, ,78-79,Turnover by J. Butler (offensive foul),,3,79,78,1,1869.0
4:40.0,S. Gilgeous-Alexander misses 2-pt hook shot from 5 ft,78-79, ,,3,79,78,1,1880.0
4:36.0, ,78-79,Defensive rebound by V. Oladipo,,3,79,78,1,1884.0
4:36.0, ,78-79,Shooting foul by I. Joe (drawn by J. Butler),,3,79,78,1,1884.0
4:36.0, ,78-80,J. Butler makes free throw 1 of 2,,3,80,78,2,1884.0
4:36.0,M. Muscala enters the game for K. Williams,78-80, ,,3,80,78,2,1884.0
4:36.0, ,78-80,O. Robinson enters the game for H. Highsmith,,3,80,78,2,1884.0
4:36.0, ,78-81,J. Butler makes free throw 2 of 2,,3,81,78,3,1884.0
4:15.0,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,80-81, ,,3,81,80,1,1905.0
3:50.0, ,80-83,M. Strus makes 2-pt jump shot from 12 ft (assist by J. Cain),,3,83,80,3,1930.0
3:31.0,J. Williams makes 3-pt jump shot from 24 ft (assist by I. Joe),83-83, ,Tie,3,83,83,0,1949.0
3:07.0, ,83-83,M. Strus misses 3-pt jump shot from 26 ft,,3,83,83,0,1973.0
3:04.0,Defensive rebound by I. Joe,83-83, ,,3,83,83,0,1976.0
2:56.0,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft (assist by M. Muscala),85-83, ,Lead change,3,83,85,-2,1984.0
2:40.0, ,85-85,V. Oladipo makes 2-pt layup from 4 ft,Tie,3,85,85,0,2000.0
2:34.0,Oklahoma City full timeout,85-85, ,,3,85,85,0,2006.0
2:34.0,L. Waters enters the game for J. Williams,85-85, ,,3,85,85,0,2006.0
2:34.0, ,85-85,H. Highsmith enters the game for J. Cain,,3,85,85,0,2006.0
2:34.0, ,85-85,G. Vincent enters the game for M. Strus,,3,85,85,0,2006.0
2:28.0,I. Joe misses 3-pt jump shot from 26 ft,85-85, ,,3,85,85,0,2012.0
2:22.0,Offensive rebound by L. Dort,85-85, ,,3,85,85,0,2018.0
2:14.0,Oklahoma City full timeout,85-85, ,,3,85,85,0,2026.0
2:12.0,I. Joe misses 3-pt jump shot from 27 ft,85-85, ,,3,85,85,0,2028.0
2:11.0,Offensive rebound by Team,85-85, ,,3,85,85,0,2029.0
2:10.0,Turnover by Team (shot clock),85-85, ,,3,85,85,0,2030.0
1:54.0, ,85-85,G. Vincent misses 3-pt jump shot from 24 ft,,3,85,85,0,2046.0
1:48.0,Defensive rebound by S. Gilgeous-Alexander,85-85, ,,3,85,85,0,2052.0
1:42.0,L. Dort misses 2-pt jump shot from 15 ft,85-85, ,,3,85,85,0,2058.0
1:38.0,Offensive rebound by L. Dort,85-85, ,,3,85,85,0,2062.0
1:36.0,L. Waters makes 3-pt jump shot from 25 ft (assist by L. Dort),88-85, ,,3,85,88,-3,2064.0
1:25.0, ,88-85,J. Butler misses 2-pt layup from 3 ft,,3,85,88,-3,2075.0
1:23.0,Defensive rebound by L. Dort,88-85, ,,3,85,88,-3,2077.0
1:20.0,I. Joe misses 3-pt jump shot from 26 ft,88-85, ,,3,85,88,-3,2080.0
1:13.0, ,88-85,Defensive rebound by O. Robinson,,3,85,88,-3,2087.0
0:58.0, ,88-85,J. Butler misses 2-pt jump shot from 12 ft,,3,85,88,-3,2102.0
0:57.0,Defensive rebound by L. Waters,88-85, ,,3,85,88,-3,2103.0
0:55.0,Turnover by L. Waters (lost ball; steal by J. Butler),88-85, ,,3,85,88,-3,2105.0
0:55.0, ,88-85,Shooting foul by L. Waters (drawn by J. Butler),,3,85,88,-3,2105.0
0:55.0, ,88-86,J. Butler makes free throw 1 of 2,,3,86,88,-2,2105.0
0:55.0, ,88-86,J. Cain enters the game for O. Robinson,,3,86,88,-2,2105.0
0:55.0, ,88-87,J. Butler makes free throw 2 of 2,,3,87,88,-1,2105.0
0:34.0,Turnover by S. Gilgeous-Alexander (traveling),88-87, ,,3,87,88,-1,2126.0
0:34.0, ,88-87,M. Strus enters the game for J. Cain,,3,87,88,-1,2126.0
0:28.0, ,88-87,V. Oladipo misses 2-pt layup from 3 ft,,3,87,88,-1,2132.0
0:25.0,Defensive rebound by L. Waters,88-87, ,,3,87,88,-1,2135.0
0:20.0,Turnover by S. Gilgeous-Alexander (lost ball; steal by H. Highsmith),88-87, ,,3,87,88,-1,2140.0
0:09.0, ,88-87,Personal foul by L. Dort (drawn by J. Butler),,3,87,88,-1,2151.0
0:09.0, ,88-88,J. Butler makes free throw 1 of 2,Tie,3,88,88,0,2151.0
0:09.0, ,88-88,J. Cain enters the game for M. Strus,,3,88,88,0,2151.0
0:09.0, ,88-89,J. Butler makes free throw 2 of 2,Lead change,3,89,88,1,2151.0
0:04.0,L. Waters misses 3-pt jump shot from 26 ft,88-89, ,,3,89,88,1,2156.0
0:04.0,Offensive rebound by L. Dort,88-89, ,,3,89,88,1,2156.0
0:00.0,L. Dort misses 3-pt jump shot from 31 ft,88-89, ,,3,89,88,1,2160.0
0:00.0,Offensive rebound by Team,88-89, ,,3,89,88,1,2160.0
0:00.0,End of 3rd quarter,88-89,,,3,89,88,1,2160.0
12:00.0,Start of 4th quarter,88-89,,,4,89,88,1,2160.0
11:39.0, ,88-89,Turnover by G. Vincent (back court),,4,89,88,1,2181.0
11:21.0,L. Waters misses 3-pt jump shot from 23 ft,88-89, ,,4,89,88,1,2199.0
11:18.0, ,88-89,Defensive rebound by V. Oladipo,,4,89,88,1,2202.0
11:08.0, ,88-89,Turnover by H. Highsmith (traveling),,4,89,88,1,2212.0
10:54.0,E. Omoruyi misses 2-pt jump shot from 3 ft,88-89, ,,4,89,88,1,2226.0
10:54.0,Offensive rebound by Team,88-89, ,,4,89,88,1,2226.0
10:43.0,J. Giddey makes 2-pt jump shot from 11 ft,90-89, ,Lead change,4,89,90,-1,2237.0
10:23.0, ,90-89,M. Strus misses 3-pt jump shot from 26 ft,,4,89,90,-1,2257.0
10:20.0, ,90-89,Offensive rebound by H. Highsmith,,4,89,90,-1,2260.0
10:18.0, ,90-89,H. Highsmith misses 2-pt layup from 6 ft,,4,89,90,-1,2262.0
10:18.0,Defensive rebound by E. Omoruyi,90-89, ,,4,89,90,-1,2262.0
10:11.0,Shooting foul by O. Robinson (drawn by J. Giddey),90-89, ,,4,89,90,-1,2269.0
10:11.0,J. Giddey makes free throw 1 of 2,91-89, ,,4,89,91,-2,2269.0
10:11.0, ,91-89,J. Cain enters the game for O. Robinson,,4,89,91,-2,2269.0
10:11.0,J. Giddey makes free throw 2 of 2,92-89, ,,4,89,92,-3,2269.0
9:55.0, ,92-89,G. Vincent misses 2-pt layup from 3 ft,,4,89,92,-3,2285.0
9:52.0,Defensive rebound by L. Waters,92-89, ,,4,89,92,-3,2288.0
9:33.0,J. Giddey misses 2-pt jump shot from 13 ft,92-89, ,,4,89,92,-3,2307.0
9:29.0,Offensive rebound by Team,92-89, ,,4,89,92,-3,2311.0
9:20.0,T. Mann makes 2-pt jump shot from 19 ft,94-89, ,,4,89,94,-5,2320.0
9:19.0, ,94-89,Miami full timeout,,4,89,94,-5,2321.0
9:11.0, ,94-89,V. Oladipo misses 2-pt jump shot from 3 ft,,4,89,94,-5,2329.0
9:10.0,Defensive rebound by J. Giddey,94-89, ,,4,89,94,-5,2330.0
8:55.0,L. Waters misses 3-pt jump shot from 25 ft,94-89, ,,4,89,94,-5,2345.0
8:51.0, ,94-89,Defensive rebound by H. Highsmith,,4,89,94,-5,2349.0
8:44.0, ,94-91,V. Oladipo makes 2-pt layup from 1 ft,,4,91,94,-3,2356.0
8:27.0,T. Mann makes 2-pt jump shot from 20 ft,96-91, ,,4,91,96,-5,2373.0
8:14.0, ,96-91,Turnover by V. Oladipo (bad pass; steal by T. Mann),,4,91,96,-5,2386.0
8:12.0,Turnover by T. Mann (lost ball; steal by V. Oladipo),96-91, ,,4,91,96,-5,2388.0
8:10.0,Clear path foul by V. Oladipo,96-91, ,,4,91,96,-5,2390.0
8:10.0,Instant Replay (Request: Ruling Stands),96-91, ,,4,91,96,-5,2390.0
8:10.0, ,96-92,V. Oladipo makes clear path free throw 1 of 2,,4,92,96,-4,2390.0
8:10.0, ,96-93,V. Oladipo makes clear path free throw 2 of 2,,4,93,96,-3,2390.0
8:10.0,L. Dort enters the game for A. Wiggins,96-93, ,,4,93,96,-3,2390.0
8:10.0, ,96-93,J. Butler enters the game for H. Highsmith,,4,93,96,-3,2390.0
7:54.0, ,96-93,V. Oladipo misses 3-pt jump shot from 28 ft,,4,93,96,-3,2406.0
7:53.0, ,96-93,Offensive rebound by M. Strus,,4,93,96,-3,2407.0
7:51.0, ,96-96,G. Vincent makes 3-pt jump shot from 26 ft (assist by M. Strus),Tie,4,96,96,0,2409.0
7:51.0, ,96-96,Shooting foul by T. Mann (drawn by G. Vincent),,4,96,96,0,2409.0
7:51.0,S. Gilgeous-Alexander enters the game for T. Mann,96-96, ,,4,96,96,0,2409.0
7:51.0,M. Muscala enters the game for E. Omoruyi,96-96, ,,4,96,96,0,2409.0
7:51.0,J. Williams enters the game for L. Waters,96-96, ,,4,96,96,0,2409.0
7:51.0, ,96-97,G. Vincent makes free throw 1 of 1,Lead change,4,97,96,1,2409.0
7:41.0,S. Gilgeous-Alexander misses 2-pt jump shot from 5 ft,96-97, ,,4,97,96,1,2419.0
7:39.0, ,96-97,Defensive rebound by V. Oladipo,,4,97,96,1,2421.0
7:34.0, ,96-97,M. Strus misses 3-pt jump shot from 25 ft,,4,97,96,1,2426.0
7:32.0,Defensive rebound by M. Muscala,96-97, ,,4,97,96,1,2428.0
7:23.0,L. Dort misses 3-pt jump shot from 27 ft,96-97, ,,4,97,96,1,2437.0
7:22.0, ,96-97,Defensive rebound by J. Cain,,4,97,96,1,2438.0
7:21.0, ,96-97,Violation by Team (delay of game),,4,97,96,1,2439.0
7:01.0, ,96-97,J. Butler misses 2-pt jump shot from 11 ft,,4,97,96,1,2459.0
7:00.0,Defensive rebound by J. Giddey,96-97, ,,4,97,96,1,2460.0
6:50.0,L. Dort makes 2-pt dunk from 1 ft (assist by J. Giddey),98-97, ,Lead change,4,97,98,-1,2470.0
6:37.0, ,98-97,V. Oladipo misses 2-pt layup from 4 ft (block by M. Muscala),,4,97,98,-1,2483.0
6:36.0, ,98-97,Offensive rebound by Team,,4,97,98,-1,2484.0
6:32.0, ,98-99,J. Butler makes 2-pt dunk from 1 ft (assist by G. Vincent),Lead change,4,99,98,1,2488.0
6:18.0,Turnover by S. Gilgeous-Alexander (lost ball; steal by G. Vincent),98-99, ,,4,99,98,1,2502.0
6:13.0, ,98-99,J. Butler misses 2-pt jump shot from 3 ft,,4,99,98,1,2507.0
6:10.0, ,98-99,Offensive rebound by M. Strus,,4,99,98,1,2510.0
5:59.0, ,98-99,G. Vincent misses 3-pt jump shot from 25 ft,,4,99,98,1,2521.0
5:57.0,Defensive rebound by J. Giddey,98-99, ,,4,99,98,1,2523.0
5:41.0,J. Williams misses 2-pt jump shot from 20 ft,98-99, ,,4,99,98,1,2539.0
5:37.0, ,98-99,Defensive rebound by J. Butler,,4,99,98,1,2543.0
5:27.0, ,98-102,J. Cain makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,4,102,98,4,2553.0
5:26.0,Oklahoma City full timeout,98-102, ,,4,102,98,4,2554.0
5:09.0,Offensive foul by L. Dort (drawn by G. Vincent),98-102, ,,4,102,98,4,2571.0
5:09.0,Turnover by L. Dort (offensive foul),98-102, ,,4,102,98,4,2571.0
5:09.0,K. Williams enters the game for M. Muscala,98-102, ,,4,102,98,4,2571.0
4:51.0, ,98-102,M. Strus misses 3-pt jump shot from 23 ft,,4,102,98,4,2589.0
4:50.0,Defensive rebound by Team,98-102, ,,4,102,98,4,2590.0
4:50.0, ,98-102,Loose ball foul by J. Cain (drawn by L. Dort),,4,102,98,4,2590.0
4:41.0,J. Giddey misses 3-pt jump shot from 23 ft,98-102, ,,4,102,98,4,2599.0
4:37.0, ,98-102,Defensive rebound by J. Butler,,4,102,98,4,2603.0
4:19.0, ,98-102,J. Butler misses 2-pt jump shot from 15 ft,,4,102,98,4,2621.0
4:16.0,Defensive rebound by L. Dort,98-102, ,,4,102,98,4,2624.0
4:01.0,J. Williams makes 2-pt layup from 2 ft,100-102, ,,4,102,100,2,2639.0
3:44.0, ,100-102,Turnover by G. Vincent (lost ball; steal by J. Williams),,4,102,100,2,2656.0
3:42.0,J. Giddey makes 2-pt layup from 1 ft (assist by J. Williams),102-102, ,Tie,4,102,102,0,2658.0
3:41.0, ,102-102,Miami full timeout,,4,102,102,0,2659.0
3:30.0, ,102-102,Turnover by G. Vincent (bad pass; steal by J. Williams),,4,102,102,0,2670.0
3:18.0,Turnover by J. Giddey (bad pass),102-102, ,,4,102,102,0,2682.0
2:59.0, ,102-102,Shooting foul by S. Gilgeous-Alexander (drawn by J. Cain),,4,102,102,0,2701.0
2:59.0, ,102-103,J. Cain makes free throw 1 of 2,,4,103,102,1,2701.0
2:59.0, ,102-104,J. Cain makes free throw 2 of 2,,4,104,102,2,2701.0
2:52.0,S. Gilgeous-Alexander makes 3-pt jump shot from 26 ft,105-104, ,Lead change,4,104,105,-1,2708.0
2:34.0, ,105-104,J. Butler misses 3-pt jump shot from 26 ft,,4,104,105,-1,2726.0
2:31.0,Defensive rebound by S. Gilgeous-Alexander,105-104, ,,4,104,105,-1,2729.0
2:15.0,J. Giddey makes 2-pt jump shot from 10 ft (assist by L. Dort),107-104, ,,4,104,107,-3,2745.0
2:05.0, ,107-104,V. Oladipo misses 2-pt layup from 3 ft (block by J. Williams),,4,104,107,-3,2755.0
2:03.0,Defensive rebound by S. Gilgeous-Alexander,107-104, ,,4,104,107,-3,2757.0
1:59.0,S. Gilgeous-Alexander misses 2-pt layup from 1 ft (block by J. Butler),107-104, ,,4,104,107,-3,2761.0
1:58.0,Offensive rebound by J. Giddey,107-104, ,,4,104,107,-3,2762.0
1:57.0,J. Giddey makes 2-pt layup from 4 ft,109-104, ,,4,104,109,-5,2763.0
1:47.0, ,109-104,Shooting foul by L. Dort (drawn by J. Butler),,4,104,109,-5,2773.0
1:47.0,A. Wiggins enters the game for L. Dort,109-104, ,,4,104,109,-5,2773.0
1:47.0, ,109-105,J. Butler makes free throw 1 of 2,,4,105,109,-4,2773.0
1:47.0, ,109-106,J. Butler makes free throw 2 of 2,,4,106,109,-3,2773.0
1:28.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by J. Giddey),111-106, ,,4,106,111,-5,2792.0
1:15.0, ,111-106,V. Oladipo misses 3-pt jump shot from 25 ft,,4,106,111,-5,2805.0
1:15.0, ,111-106,Offensive rebound by J. Butler,,4,106,111,-5,2805.0
1:10.0, ,111-106,J. Butler misses 2-pt hook shot from 5 ft,,4,106,111,-5,2810.0
1:06.0,Defensive rebound by J. Giddey,111-106, ,,4,106,111,-5,2814.0
0:53.0,Oklahoma City full timeout,111-106, ,,4,106,111,-5,2827.0
0:49.0,J. Giddey misses 3-pt jump shot from 26 ft,111-106, ,,4,106,111,-5,2831.0
0:46.0, ,111-106,Defensive rebound by J. Cain,,4,106,111,-5,2834.0
0:42.0, ,111-109,V. Oladipo makes 3-pt jump shot from 25 ft (assist by J. Cain),,4,109,111,-2,2838.0
0:22.0,Shooting foul by J. Cain (drawn by K. Williams),111-109, ,,4,109,111,-2,2858.0
0:22.0, ,111-109,Miami full timeout,,4,109,111,-2,2858.0
0:22.0, ,111-109,Instant Replay (Challenge: Stands),,4,109,111,-2,2858.0
0:22.0,K. Williams misses free throw 1 of 2,111-109, ,,4,109,111,-2,2858.0
0:22.0,Offensive rebound by Team,111-109, ,,4,109,111,-2,2858.0
0:22.0,K. Williams misses free throw 2 of 2,111-109, ,,4,109,111,-2,2858.0
0:20.0,Offensive rebound by A. Wiggins,111-109, ,,4,109,111,-2,2860.0
0:17.0,Turnover by A. Wiggins (lost ball; steal by V. Oladipo),111-109, ,,4,109,111,-2,2863.0
0:12.0, ,111-111,J. Butler makes 2-pt layup from 3 ft (assist by V. Oladipo),Tie,4,111,111,0,2868.0
0:12.0, ,111-111,Shooting foul by J. Williams (drawn by J. Butler),,4,111,111,0,2868.0
0:12.0,I. Joe enters the game for A. Wiggins,111-111, ,,4,111,111,0,2868.0
0:12.0,M. Muscala enters the game for K. Williams,111-111, ,,4,111,111,0,2868.0
0:12.0, ,111-112,J. Butler makes free throw 1 of 1,Lead change,4,112,111,1,2868.0
0:05.0,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft,111-112, ,,4,112,111,1,2875.0
0:00.0, ,111-112,Defensive rebound by G. Vincent,,4,112,111,1,2880.0
0:00.0,K. Williams enters the game for I. Joe,111-112, ,,4,112,111,1,2880.0
0:00.0, ,111-112,Instant Replay (Request: Stands),,4,112,111,1,2880.0
0:00.0,Jump ball: G. Vincent vs. J. Williams (M. Strus gains possession),111-112,,,4,112,111,1,2880.0
0:00.0,End of 4th quarter,111-112,,,4,112,111,1,2880.0
