Time,Orlando,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:26.0,K. Harris makes 3-pt jump shot from 27 ft (assist by C. Okeke),77-72, ,,3,72,77,-5,1954.0
3:13.0, ,77-75,V. Oladipo makes 3-pt jump shot from 27 ft,,3,75,77,-2,1967.0
2:53.0,M. Carter-Williams misses 2-pt layup from 7 ft (block by O. Yurtseven),77-75, ,,3,75,77,-2,1987.0
2:50.0,Offensive rebound by C. Okeke,77-75, ,,3,75,77,-2,1990.0
2:48.0,K. Harris misses 3-pt jump shot from 25 ft,77-75, ,,3,75,77,-2,1992.0
2:46.0, ,77-75,Defensive rebound by H. Highsmith,,3,75,77,-2,1994.0
2:34.0, ,77-78,U. Haslem makes 3-pt jump shot from 26 ft (assist by V. Oladipo),Lead change,3,78,77,1,2006.0
2:24.0,Orlando full timeout,77-78, ,,3,78,77,1,2016.0
2:24.0,B. Bol enters the game for K. Harris,77-78, ,,3,78,77,1,2016.0
2:24.0,A. Schofield enters the game for C. Houstan,77-78, ,,3,78,77,1,2016.0
2:24.0, ,77-78,D. Robinson enters the game for U. Haslem,,3,78,77,1,2016.0
2:24.0, ,77-78,O. Robinson enters the game for V. Oladipo,,3,78,77,1,2016.0
2:09.0,A. Schofield misses 3-pt jump shot from 24 ft,77-78, ,,3,78,77,1,2031.0
2:04.0, ,77-78,Defensive rebound by J. Cain,,3,78,77,1,2036.0
1:49.0, ,77-78,O. Yurtseven misses 2-pt jump shot from 15 ft,,3,78,77,1,2051.0
1:49.0, ,77-78,Offensive rebound by O. Yurtseven,,3,78,77,1,2051.0
1:44.0, ,77-80,O. Yurtseven makes 2-pt layup from 3 ft,,3,80,77,3,2056.0
1:27.0,B. Bol makes 2-pt dunk from 2 ft (assist by M. Carter-Williams),79-80, ,,3,80,79,1,2073.0
1:02.0, ,79-82,O. Yurtseven makes 2-pt jump shot from 12 ft (assist by D. Robinson),,3,82,79,3,2098.0
0:48.0,C. Okeke makes 3-pt jump shot from 24 ft (assist by A. Schofield),82-82, ,Tie,3,82,82,0,2112.0
0:35.0, ,82-82,Shooting foul by M. Carter-Williams (drawn by O. Yurtseven),,3,82,82,0,2125.0
0:35.0, ,82-83,O. Yurtseven makes free throw 1 of 2,,3,83,82,1,2125.0
0:35.0, ,82-84,O. Yurtseven makes free throw 2 of 2,,3,84,82,2,2125.0
0:22.0,M. Carter-Williams makes 3-pt jump shot from 27 ft (assist by A. Schofield),85-84, ,Lead change,3,84,85,-1,2138.0
0:02.0, ,85-84,J. Cain misses 2-pt jump shot from 8 ft,,3,84,85,-1,2158.0
0:00.0,Defensive rebound by C. Okeke,85-84, ,,3,84,85,-1,2160.0
0:00.0,End of 3rd quarter,85-84,,,3,84,85,-1,2160.0
12:00.0,Start of 4th quarter,85-84,,,4,84,85,-1,2160.0
11:45.0, ,85-84,Turnover by V. Oladipo (bad pass; steal by A. Schofield),,4,84,85,-1,2175.0
11:39.0,Shooting foul by V. Oladipo (drawn by M. Carter-Williams),85-84, ,,4,84,85,-1,2181.0
11:39.0,M. Carter-Williams misses free throw 1 of 2,85-84, ,,4,84,85,-1,2181.0
11:39.0,Offensive rebound by Team,85-84, ,,4,84,85,-1,2181.0
11:39.0,M. Carter-Williams makes free throw 2 of 2,86-84, ,,4,84,86,-2,2181.0
11:23.0, ,86-84,Shooting foul by M. Carter-Williams (drawn by D. Robinson),,4,84,86,-2,2197.0
11:23.0, ,86-85,D. Robinson makes free throw 1 of 2,,4,85,86,-1,2197.0
11:23.0, ,86-86,D. Robinson makes free throw 2 of 2,Tie,4,86,86,0,2197.0
11:06.0, ,86-86,Loose ball foul by J. Cain (drawn by M. Carter-Williams),,4,86,86,0,2214.0
10:57.0,C. Okeke makes 3-pt jump shot from 23 ft (assist by G. Bitadze),89-86, ,,4,86,89,-3,2223.0
10:44.0, ,89-89,V. Oladipo makes 3-pt jump shot from 27 ft,Tie,4,89,89,0,2236.0
10:25.0,Turnover by M. Carter-Williams (bad pass; steal by O. Yurtseven),89-89, ,,4,89,89,0,2255.0
10:22.0, ,89-91,J. Cain makes 2-pt layup from 4 ft (assist by D. Robinson),Lead change,4,91,89,2,2258.0
10:22.0,Violation by Team (def goaltending),89-91, ,,4,91,89,2,2258.0
10:22.0, ,89-91,Shooting foul by M. Carter-Williams (drawn by J. Cain),,4,91,89,2,2258.0
10:22.0, ,89-91,J. Cain misses free throw 1 of 1,,4,91,89,2,2258.0
10:19.0,Defensive rebound by G. Bitadze,89-91, ,,4,91,89,2,2261.0
10:05.0,B. Bol misses 2-pt layup from 4 ft,89-91, ,,4,91,89,2,2275.0
10:01.0,Offensive rebound by G. Bitadze,89-91, ,,4,91,89,2,2279.0
10:01.0,G. Bitadze misses 2-pt layup at rim,89-91, ,,4,91,89,2,2279.0
10:01.0, ,89-91,Defensive rebound by O. Robinson,,4,91,89,2,2279.0
9:51.0, ,89-91,Turnover by V. Oladipo (bad pass),,4,91,89,2,2289.0
9:36.0,C. Okeke misses 2-pt jump shot from 21 ft,89-91, ,,4,91,89,2,2304.0
9:31.0, ,89-91,Defensive rebound by O. Robinson,,4,91,89,2,2309.0
9:29.0, ,89-94,D. Robinson makes 3-pt jump shot from 27 ft (assist by V. Oladipo),,4,94,89,5,2311.0
9:06.0,B. Bol misses 2-pt jump shot from 13 ft,89-94, ,,4,94,89,5,2334.0
9:04.0,Offensive rebound by B. Bol,89-94, ,,4,94,89,5,2336.0
8:55.0,Turnover by C. Okeke (bad pass; steal by J. Cain),89-94, ,,4,94,89,5,2345.0
8:49.0, ,89-94,Turnover by V. Oladipo (bad pass; steal by G. Bitadze),,4,94,89,5,2351.0
8:42.0,Turnover by A. Schofield (lost ball; steal by V. Oladipo),89-94, ,,4,94,89,5,2358.0
8:19.0, ,89-97,V. Oladipo makes 3-pt jump shot from 27 ft (assist by J. Cain),,4,97,89,8,2381.0
8:16.0,Orlando full timeout,89-97, ,,4,97,89,8,2384.0
8:16.0,K. Harris enters the game for G. Bitadze,89-97, ,,4,97,89,8,2384.0
8:16.0,C. Houstan enters the game for M. Carter-Williams,89-97, ,,4,97,89,8,2384.0
8:03.0,Turnover by C. Okeke (bad pass; steal by D. Robinson),89-97, ,,4,97,89,8,2397.0
7:46.0, ,89-97,D. Robinson misses 3-pt jump shot from 26 ft,,4,97,89,8,2414.0
7:41.0, ,89-97,Offensive rebound by O. Robinson,,4,97,89,8,2419.0
7:39.0, ,89-100,J. Cain makes 3-pt jump shot from 28 ft (assist by O. Robinson),,4,100,89,11,2421.0
7:17.0,A. Schofield misses 3-pt jump shot from 25 ft,89-100, ,,4,100,89,11,2443.0
7:15.0, ,89-100,Defensive rebound by J. Cain,,4,100,89,11,2445.0
7:05.0, ,89-100,O. Robinson misses 3-pt jump shot from 23 ft,,4,100,89,11,2455.0
7:01.0, ,89-100,Offensive rebound by O. Yurtseven,,4,100,89,11,2459.0
7:01.0, ,89-102,O. Yurtseven makes 2-pt hook shot from 5 ft,,4,102,89,13,2459.0
7:01.0,Violation by Team (def goaltending),89-102, ,,4,102,89,13,2459.0
7:01.0,Orlando full timeout,89-102, ,,4,102,89,13,2459.0
7:01.0,Instant Replay (Challenge: Ruling Stands),89-102, ,,4,102,89,13,2459.0
6:52.0,K. Harris misses 3-pt jump shot from 27 ft,89-102, ,,4,102,89,13,2468.0
6:49.0, ,89-102,Defensive rebound by O. Yurtseven,,4,102,89,13,2471.0
6:37.0, ,89-102,Personal foul by B. Bol (drawn by O. Yurtseven),,4,102,89,13,2483.0
6:20.0, ,89-102,V. Oladipo misses 3-pt jump shot from 25 ft,,4,102,89,13,2500.0
6:18.0,Defensive rebound by C. Okeke,89-102, ,,4,102,89,13,2502.0
6:02.0,K. Harris misses 3-pt jump shot from 23 ft,89-102, ,,4,102,89,13,2518.0
6:00.0, ,89-102,Defensive rebound by O. Yurtseven,,4,102,89,13,2520.0
5:58.0, ,89-102,Turnover by O. Yurtseven (lost ball; steal by C. Houstan),,4,102,89,13,2522.0
5:55.0,C. Houstan misses 3-pt jump shot from 23 ft,89-102, ,,4,102,89,13,2525.0
5:51.0, ,89-102,Defensive rebound by V. Oladipo,,4,102,89,13,2529.0
5:48.0, ,89-102,Turnover by V. Oladipo (bad pass),,4,102,89,13,2532.0
5:35.0,C. Houstan makes 3-pt jump shot from 25 ft (assist by C. Okeke),92-102, ,,4,102,92,10,2545.0
5:16.0, ,92-102,V. Oladipo misses 3-pt jump shot from 26 ft,,4,102,92,10,2564.0
5:15.0, ,92-102,Offensive rebound by Team,,4,102,92,10,2565.0
5:15.0, ,92-102,H. Highsmith enters the game for V. Oladipo,,4,102,92,10,2565.0
5:13.0, ,92-102,D. Robinson misses 3-pt jump shot from 23 ft,,4,102,92,10,2567.0
5:09.0,Defensive rebound by K. Harris,92-102, ,,4,102,92,10,2571.0
4:59.0,C. Houstan makes 2-pt hook shot from 4 ft (assist by B. Bol),94-102, ,,4,102,94,8,2581.0
4:59.0,Shooting foul by O. Yurtseven (drawn by C. Houstan),94-102, ,,4,102,94,8,2581.0
4:59.0,C. Houstan makes free throw 1 of 1,95-102, ,,4,102,95,7,2581.0
4:41.0, ,95-105,O. Yurtseven makes 3-pt jump shot from 23 ft (assist by H. Highsmith),,4,105,95,10,2599.0
4:23.0,C. Houstan makes 3-pt jump shot from 25 ft (assist by K. Harris),98-105, ,,4,105,98,7,2617.0
4:09.0, ,98-108,J. Cain makes 3-pt jump shot from 26 ft (assist by D. Robinson),,4,108,98,10,2631.0
3:57.0,B. Bol misses 2-pt jump shot from 15 ft,98-108, ,,4,108,98,10,2643.0
3:55.0, ,98-108,Defensive rebound by J. Cain,,4,108,98,10,2645.0
3:49.0, ,98-110,O. Yurtseven makes 2-pt layup from 2 ft (assist by O. Robinson),,4,110,98,12,2651.0
3:49.0, ,98-110,Shooting foul by K. Harris (drawn by O. Yurtseven),,4,110,98,12,2651.0
3:49.0, ,98-110,U. Haslem enters the game for O. Robinson,,4,110,98,12,2651.0
3:49.0, ,98-111,O. Yurtseven makes free throw 1 of 1,,4,111,98,13,2651.0
3:46.0,Turnover by A. Schofield (bad pass; steal by J. Cain),98-111, ,,4,111,98,13,2654.0
3:46.0, ,98-111,Shooting foul by K. Harris (drawn by J. Cain),,4,111,98,13,2654.0
3:46.0, ,98-112,J. Cain makes free throw 1 of 2,,4,112,98,14,2654.0
3:46.0, ,98-113,J. Cain makes free throw 2 of 2,,4,113,98,15,2654.0
3:26.0,A. Schofield misses 2-pt layup from 4 ft (block by U. Haslem),98-113, ,,4,113,98,15,2674.0
3:26.0,Offensive rebound by Team,98-113, ,,4,113,98,15,2674.0
3:23.0,B. Bol makes 2-pt jump shot from 15 ft (assist by C. Okeke),100-113, ,,4,113,100,13,2677.0
3:03.0, ,100-115,U. Haslem makes 2-pt jump shot from 10 ft,,4,115,100,15,2697.0
3:03.0, ,100-115,Shooting foul by K. Harris (drawn by U. Haslem),,4,115,100,15,2697.0
3:03.0, ,100-116,U. Haslem makes free throw 1 of 1,,4,116,100,16,2697.0
2:48.0,B. Bol misses 2-pt jump shot from 21 ft,100-116, ,,4,116,100,16,2712.0
2:47.0,Offensive rebound by Team,100-116, ,,4,116,100,16,2713.0
2:47.0, ,100-116,Loose ball foul by D. Robinson (drawn by A. Schofield),,4,116,100,16,2713.0
2:35.0,C. Houstan misses 2-pt layup from 5 ft,100-116, ,,4,116,100,16,2725.0
2:32.0,Offensive rebound by B. Bol,100-116, ,,4,116,100,16,2728.0
2:28.0,B. Bol misses 2-pt jump shot from 9 ft,100-116, ,,4,116,100,16,2732.0
2:23.0, ,100-116,Defensive rebound by J. Cain,,4,116,100,16,2737.0
2:22.0, ,100-116,Turnover by J. Cain (lost ball; steal by B. Bol),,4,116,100,16,2738.0
2:22.0,B. Bol makes 2-pt layup from 3 ft,102-116, ,,4,116,102,14,2738.0
2:22.0,Shooting foul by U. Haslem (drawn by B. Bol),102-116, ,,4,116,102,14,2738.0
2:22.0,B. Bol misses free throw 1 of 1,102-116, ,,4,116,102,14,2738.0
2:19.0, ,102-116,Defensive rebound by U. Haslem,,4,116,102,14,2741.0
2:06.0, ,102-116,Personal foul by C. Okeke (drawn by U. Haslem),,4,116,102,14,2754.0
2:06.0, ,102-117,U. Haslem makes free throw 1 of 2,,4,117,102,15,2754.0
2:06.0, ,102-118,U. Haslem makes free throw 2 of 2,,4,118,102,16,2754.0
1:57.0,C. Okeke misses 3-pt jump shot from 26 ft,102-118, ,,4,118,102,16,2763.0
1:53.0, ,102-118,Defensive rebound by H. Highsmith,,4,118,102,16,2767.0
1:38.0, ,102-118,Turnover by D. Robinson (bad pass; steal by C. Okeke),,4,118,102,16,2782.0
1:32.0,K. Harris makes 2-pt layup from 4 ft (assist by A. Schofield),104-118, ,,4,118,104,14,2788.0
1:32.0,Shooting foul by O. Yurtseven (drawn by K. Harris),104-118, ,,4,118,104,14,2788.0
1:32.0,K. Harris makes free throw 1 of 1,105-118, ,,4,118,105,13,2788.0
1:30.0, ,105-118,Turnover by J. Cain (bad pass; steal by C. Houstan),,4,118,105,13,2790.0
1:28.0,C. Houstan misses 2-pt layup from 4 ft,105-118, ,,4,118,105,13,2792.0
1:28.0,Offensive rebound by K. Harris,105-118, ,,4,118,105,13,2792.0
1:28.0,Shooting foul by O. Yurtseven (drawn by K. Harris),105-118, ,,4,118,105,13,2792.0
1:28.0,K. Harris makes free throw 1 of 2,106-118, ,,4,118,106,12,2792.0
1:28.0,K. Harris misses free throw 2 of 2,106-118, ,,4,118,106,12,2792.0
1:25.0, ,106-118,Defensive rebound by J. Cain,,4,118,106,12,2795.0
1:12.0, ,106-121,U. Haslem makes 3-pt jump shot from 23 ft (assist by H. Highsmith),,4,121,106,15,2808.0
0:58.0,Personal take foul by H. Highsmith (drawn by A. Schofield),106-121, ,,4,121,106,15,2822.0
0:58.0,A. Schofield makes free throw 1 of 2,107-121, ,,4,121,107,14,2822.0
0:58.0, ,107-121,O. Robinson enters the game for U. Haslem,,4,121,107,14,2822.0
0:58.0,A. Schofield makes free throw 2 of 2,108-121, ,,4,121,108,13,2822.0
0:51.0, ,108-121,Turnover by H. Highsmith (bad pass; steal by C. Okeke),,4,121,108,13,2829.0
0:49.0,B. Bol makes 2-pt dunk from 2 ft (assist by C. Okeke),110-121, ,,4,121,110,11,2831.0
0:25.0, ,110-123,J. Cain makes 2-pt jump shot from 9 ft,,4,123,110,13,2855.0
0:07.0,C. Houstan misses 3-pt jump shot from 30 ft,110-123, ,,4,123,110,13,2873.0
0:04.0, ,110-123,Defensive rebound by O. Yurtseven,,4,123,110,13,2876.0
0:00.0,End of 4th quarter,110-123,,,4,123,110,13,2880.0
