Time,Miami,Score,New Orleans,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
3:30.0,M. Strus enters the game for T. Herro,86-67, ,,3,86,67,19,1950.0
3:30.0,G. Vincent enters the game for K. Lowry,86-67, ,,3,86,67,19,1950.0
3:30.0, ,86-67,L. Nance enters the game for J. Valančiūnas,,3,86,67,19,1950.0
3:18.0,Turnover by J. Butler (bad pass; steal by T. Murphy),86-67, ,,3,86,67,19,1962.0
3:12.0, ,86-67,Turnover by N. Marshall (traveling),,3,86,67,19,1968.0
3:12.0,B. Adebayo enters the game for J. Butler,86-67, ,,3,86,67,19,1968.0
3:12.0,C. Martin enters the game for O. Robinson,86-67, ,,3,86,67,19,1968.0
2:51.0,V. Oladipo misses 2-pt layup from 2 ft,86-67, ,,3,86,67,19,1989.0
2:48.0, ,86-67,Defensive rebound by T. Murphy,,3,86,67,19,1992.0
2:32.0, ,86-69,J. Alvarado makes 2-pt layup from 2 ft (assist by D. Graham),,3,86,69,17,2008.0
2:16.0,C. Martin misses 3-pt jump shot from 24 ft,86-69, ,,3,86,69,17,2024.0
2:11.0,Offensive rebound by B. Adebayo,86-69, ,,3,86,69,17,2029.0
2:07.0,C. Martin makes 3-pt jump shot from 25 ft (assist by M. Strus),89-69, ,,3,89,69,20,2033.0
1:47.0, ,89-71,L. Nance makes 2-pt jump shot from 10 ft (assist by D. Graham),,3,89,71,18,2053.0
1:33.0,G. Vincent makes 2-pt layup from 3 ft,91-71, ,,3,91,71,20,2067.0
1:22.0, ,91-71,N. Marshall misses 3-pt jump shot from 24 ft,,3,91,71,20,2078.0
1:19.0,Defensive rebound by V. Oladipo,91-71, ,,3,91,71,20,2081.0
1:02.0,G. Vincent misses 2-pt layup from 1 ft,91-71, ,,3,91,71,20,2098.0
0:57.0,Offensive rebound by B. Adebayo,91-71, ,,3,91,71,20,2103.0
0:57.0,B. Adebayo makes 2-pt layup at rim,93-71, ,,3,93,71,22,2103.0
0:49.0, ,93-74,D. Graham makes 3-pt jump shot from 25 ft (assist by N. Marshall),,3,93,74,19,2111.0
0:49.0, ,93-74,D. Daniels enters the game for T. Murphy,,3,93,74,19,2111.0
0:28.0,B. Adebayo makes 2-pt layup from 1 ft (assist by G. Vincent),95-74, ,,3,95,74,21,2132.0
0:06.0, ,95-76,D. Daniels makes 2-pt layup from 2 ft (assist by L. Nance),,3,95,76,19,2154.0
0:01.0,Personal foul by D. Graham (drawn by V. Oladipo),95-76, ,,3,95,76,19,2159.0
0:00.0,G. Vincent makes 3-pt jump shot from 23 ft (assist by M. Strus),98-76, ,,3,98,76,22,2160.0
0:00.0,Instant Replay (Request: Stands),98-76, ,,3,98,76,22,2160.0
0:00.0,End of 3rd quarter,98-76,,,3,98,76,22,2160.0
12:00.0,Start of 4th quarter,98-76,,,4,98,76,22,2160.0
11:48.0,V. Oladipo misses 3-pt jump shot from 26 ft,98-76, ,,4,98,76,22,2172.0
11:44.0, ,98-76,Defensive rebound by D. Daniels,,4,98,76,22,2176.0
11:37.0, ,98-76,Shooting foul by B. Adebayo (drawn by D. Graham),,4,98,76,22,2183.0
11:37.0, ,98-76,D. Graham misses free throw 1 of 2,,4,98,76,22,2183.0
11:37.0, ,98-76,Offensive rebound by Team,,4,98,76,22,2183.0
11:37.0, ,98-76,D. Graham misses free throw 2 of 2,,4,98,76,22,2183.0
11:34.0,Defensive rebound by G. Vincent,98-76, ,,4,98,76,22,2186.0
11:18.0,M. Strus misses 3-pt jump shot from 26 ft,98-76, ,,4,98,76,22,2202.0
11:14.0, ,98-76,Defensive rebound by L. Nance,,4,98,76,22,2206.0
11:03.0, ,98-76,J. Alvarado misses 3-pt jump shot from 26 ft,,4,98,76,22,2217.0
10:59.0,Defensive rebound by C. Martin,98-76, ,,4,98,76,22,2221.0
10:50.0,C. Martin makes 3-pt jump shot from 26 ft (assist by M. Strus),101-76, ,,4,101,76,25,2230.0
10:33.0, ,101-76,C. McCollum misses 3-pt jump shot from 24 ft,,4,101,76,25,2247.0
10:31.0,Defensive rebound by C. Martin,101-76, ,,4,101,76,25,2249.0
10:22.0,B. Adebayo makes 2-pt layup from 2 ft (assist by M. Strus),103-76, ,,4,103,76,27,2258.0
10:13.0, ,103-76,L. Nance misses 2-pt jump shot from 14 ft,,4,103,76,27,2267.0
10:10.0,Defensive rebound by B. Adebayo,103-76, ,,4,103,76,27,2270.0
9:55.0,G. Vincent misses 3-pt jump shot from 24 ft,103-76, ,,4,103,76,27,2285.0
9:52.0, ,103-76,Defensive rebound by D. Daniels,,4,103,76,27,2288.0
9:52.0, ,103-78,D. Daniels makes 2-pt jump shot from 5 ft,,4,103,78,25,2288.0
9:52.0, ,103-78,Shooting foul by V. Oladipo (drawn by D. Daniels),,4,103,78,25,2288.0
9:52.0, ,103-79,D. Daniels makes free throw 1 of 1,,4,103,79,24,2288.0
9:32.0,B. Adebayo makes 2-pt layup from 3 ft (assist by V. Oladipo),105-79, ,,4,105,79,26,2308.0
9:13.0, ,105-79,Turnover by D. Daniels (bad pass; steal by B. Adebayo),,4,105,79,26,2327.0
8:51.0,C. Martin misses 2-pt jump shot from 20 ft,105-79, ,,4,105,79,26,2349.0
8:49.0, ,105-79,Defensive rebound by Team,,4,105,79,26,2351.0
8:49.0, ,105-79,T. Murphy enters the game for J. Alvarado,,4,105,79,26,2351.0
8:49.0, ,105-79,J. Valančiūnas enters the game for L. Nance,,4,105,79,26,2351.0
8:40.0, ,105-79,Turnover by T. Murphy (bad pass),,4,105,79,26,2360.0
8:40.0,Miami full timeout,105-79, ,,4,105,79,26,2360.0
8:18.0,M. Strus misses 2-pt layup from 3 ft,105-79, ,,4,105,79,26,2382.0
8:18.0,Offensive rebound by B. Adebayo,105-79, ,,4,105,79,26,2382.0
8:18.0,Shooting foul by D. Graham (drawn by B. Adebayo),105-79, ,,4,105,79,26,2382.0
8:18.0,B. Adebayo misses free throw 1 of 2,105-79, ,,4,105,79,26,2382.0
8:18.0,Offensive rebound by Team,105-79, ,,4,105,79,26,2382.0
8:18.0,B. Adebayo makes free throw 2 of 2,106-79, ,,4,106,79,27,2382.0
8:04.0, ,106-81,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. Daniels),,4,106,81,25,2396.0
7:49.0,Shooting foul by C. McCollum (drawn by B. Adebayo),106-81, ,,4,106,81,25,2411.0
7:49.0,B. Adebayo makes free throw 1 of 2,107-81, ,,4,107,81,26,2411.0
7:49.0,B. Adebayo makes free throw 2 of 2,108-81, ,,4,108,81,27,2411.0
7:36.0, ,108-81,D. Daniels misses 2-pt jump shot from 9 ft,,4,108,81,27,2424.0
7:32.0, ,108-81,Offensive rebound by J. Valančiūnas,,4,108,81,27,2428.0
7:32.0, ,108-83,J. Valančiūnas makes 2-pt layup at rim,,4,108,83,25,2428.0
7:19.0,C. Martin makes 2-pt layup from 2 ft (assist by M. Strus),110-83, ,,4,110,83,27,2441.0
7:08.0, ,110-85,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. Daniels),,4,110,85,25,2452.0
7:08.0, ,110-85,Shooting foul by G. Vincent (drawn by J. Valančiūnas),,4,110,85,25,2452.0
7:08.0,O. Robinson enters the game for B. Adebayo,110-85, ,,4,110,85,25,2452.0
7:08.0, ,110-85,N. Marshall enters the game for D. Daniels,,4,110,85,25,2452.0
7:08.0, ,110-86,J. Valančiūnas makes free throw 1 of 1,,4,110,86,24,2452.0
6:48.0,O. Robinson makes 2-pt layup from 1 ft (assist by M. Strus),112-86, ,,4,112,86,26,2472.0
6:38.0, ,112-86,Offensive foul by J. Valančiūnas (drawn by C. Martin),,4,112,86,26,2482.0
6:38.0, ,112-86,Turnover by J. Valančiūnas (offensive foul),,4,112,86,26,2482.0
6:26.0, ,112-86,Violation by Team (kicked ball),,4,112,86,26,2494.0
6:12.0,G. Vincent misses 2-pt jump shot from 2 ft,112-86, ,,4,112,86,26,2508.0
6:10.0, ,112-86,Defensive rebound by J. Valančiūnas,,4,112,86,26,2510.0
6:07.0, ,112-86,T. Murphy misses 2-pt layup from 9 ft (block by V. Oladipo),,4,112,86,26,2513.0
6:07.0,Defensive rebound by Team,112-86, ,,4,112,86,26,2513.0
6:05.0,Jump ball: V. Oladipo vs. T. Murphy (C. Martin gains possession),112-86,,,4,112,86,26,2515.0
5:50.0,M. Strus misses 3-pt jump shot from 27 ft,112-86, ,,4,112,86,26,2530.0
5:48.0,Offensive rebound by O. Robinson,112-86, ,,4,112,86,26,2532.0
5:40.0,M. Strus makes 2-pt layup from 3 ft (assist by V. Oladipo),114-86, ,,4,114,86,28,2540.0
5:40.0, ,114-86,New Orleans full timeout,,4,114,86,28,2540.0
5:40.0,H. Highsmith enters the game for V. Oladipo,114-86, ,,4,114,86,28,2540.0
5:40.0, ,114-86,D. Daniels enters the game for D. Graham,,4,114,86,28,2540.0
5:40.0, ,114-86,J. Hayes enters the game for N. Marshall,,4,114,86,28,2540.0
5:40.0, ,114-86,W. Hernangómez enters the game for C. McCollum,,4,114,86,28,2540.0
5:40.0, ,114-86,K. Lewis enters the game for T. Murphy,,4,114,86,28,2540.0
5:40.0, ,114-86,G. Temple enters the game for J. Valančiūnas,,4,114,86,28,2540.0
5:30.0, ,114-86,Turnover by K. Lewis (bad pass),,4,114,86,28,2550.0
5:10.0,G. Vincent misses 2-pt jump shot from 10 ft,114-86, ,,4,114,86,28,2570.0
5:04.0,Offensive rebound by O. Robinson,114-86, ,,4,114,86,28,2576.0
5:04.0,O. Robinson makes 2-pt layup at rim,116-86, ,,4,116,86,30,2576.0
4:46.0, ,116-86,W. Hernangómez misses 2-pt hook shot from 9 ft,,4,116,86,30,2594.0
4:46.0, ,116-86,Offensive rebound by W. Hernangómez,,4,116,86,30,2594.0
4:46.0, ,116-88,W. Hernangómez makes 2-pt layup from 2 ft,,4,116,88,28,2594.0
4:46.0, ,116-88,Shooting foul by O. Robinson (drawn by W. Hernangómez),,4,116,88,28,2594.0
4:46.0, ,116-88,W. Hernangómez misses free throw 1 of 1,,4,116,88,28,2594.0
4:42.0,Defensive rebound by O. Robinson,116-88, ,,4,116,88,28,2598.0
4:22.0,G. Vincent misses 2-pt jump shot from 10 ft,116-88, ,,4,116,88,28,2618.0
4:20.0,Offensive rebound by H. Highsmith,116-88, ,,4,116,88,28,2620.0
4:20.0,Turnover by Team (shot clock),116-88, ,,4,116,88,28,2620.0
4:11.0, ,116-90,J. Hayes makes 2-pt dunk from 1 ft (assist by K. Lewis),,4,116,90,26,2629.0
3:48.0,C. Martin misses 3-pt jump shot from 24 ft,116-90, ,,4,116,90,26,2652.0
3:48.0, ,116-90,Defensive rebound by J. Hayes,,4,116,90,26,2652.0
3:43.0, ,116-90,G. Temple misses 2-pt jump shot from 22 ft,,4,116,90,26,2657.0
3:43.0, ,116-90,Offensive rebound by J. Hayes,,4,116,90,26,2657.0
3:43.0, ,116-90,J. Hayes misses 2-pt layup from 3 ft,,4,116,90,26,2657.0
3:43.0, ,116-90,Offensive rebound by W. Hernangómez,,4,116,90,26,2657.0
3:36.0, ,116-92,W. Hernangómez makes 2-pt layup at rim,,4,116,92,24,2664.0
3:15.0,G. Vincent makes 2-pt jump shot from 17 ft,118-92, ,,4,118,92,26,2685.0
3:01.0, ,118-95,K. Lewis makes 3-pt jump shot from 27 ft (assist by W. Hernangómez),,4,118,95,23,2699.0
2:38.0,M. Strus makes 3-pt jump shot from 25 ft,121-95, ,,4,121,95,26,2722.0
2:24.0, ,121-95,Shooting foul by M. Strus (drawn by W. Hernangómez),,4,121,95,26,2736.0
2:24.0, ,121-96,W. Hernangómez makes free throw 1 of 2,,4,121,96,25,2736.0
2:24.0, ,121-96,W. Hernangómez misses free throw 2 of 2,,4,121,96,25,2736.0
2:22.0,Defensive rebound by O. Robinson,121-96, ,,4,121,96,25,2738.0
1:59.0,M. Strus misses 3-pt jump shot from 26 ft,121-96, ,,4,121,96,25,2761.0
1:53.0, ,121-96,Defensive rebound by G. Temple,,4,121,96,25,2767.0
1:44.0, ,121-96,Turnover by W. Hernangómez (bad pass; steal by H. Highsmith),,4,121,96,25,2776.0
1:37.0,H. Highsmith misses 2-pt jump shot from 23 ft,121-96, ,,4,121,96,25,2783.0
1:34.0, ,121-96,Defensive rebound by D. Daniels,,4,121,96,25,2786.0
1:26.0, ,121-96,Turnover by D. Daniels (bad pass),,4,121,96,25,2794.0
1:04.0,Personal foul by G. Temple (drawn by O. Robinson),121-96, ,,4,121,96,25,2816.0
1:00.0,M. Strus makes 3-pt jump shot from 27 ft (assist by O. Robinson),124-96, ,,4,124,96,28,2820.0
0:50.0, ,124-96,Shooting foul by O. Robinson (drawn by J. Hayes),,4,124,96,28,2830.0
0:50.0, ,124-97,J. Hayes makes free throw 1 of 2,,4,124,97,27,2830.0
0:50.0, ,124-98,J. Hayes makes free throw 2 of 2,,4,124,98,26,2830.0
0:32.0,Turnover by C. Martin (traveling),124-98, ,,4,124,98,26,2848.0
0:27.0, ,124-98,Turnover by D. Daniels (bad pass; steal by C. Martin),,4,124,98,26,2853.0
0:04.0,Turnover by Team (shot clock),124-98, ,,4,124,98,26,2876.0
0:00.0, ,124-98,J. Hayes misses 3-pt jump shot from 40 ft,,4,124,98,26,2880.0
0:00.0, ,124-98,Offensive rebound by Team,,4,124,98,26,2880.0
0:00.0,End of 4th quarter,124-98,,,4,124,98,26,2880.0
